Hybridization REF	TCGA-A8-A09E-01A-11R-A00Z-07
ZNF700	-0.121333333333333
COBL	0.53125
PPP1R16B	-0.215625
GAS7	-0.79
MDN1	-0.938625
HAAO	-0.164
C9orf68	0.4615
TNFAIP2	0.863125
FOXN1	0.817
hCG_2033311	-0.111166666666667
ATP6V0D2	0.4753
RPL41	0.203625
SLC38A1	2.084625
ARHGAP6	-1.53575
ADAD2	-0.16625
PHF20L1	0.2801875
MCM3AP	-0.123166666666667
ST3GAL3	-1.2795
SNX1	1.51
ELF5	3.3185
PARP3	1.42375
RBM8A	0.095
LINGO4	1.1465
ITGA9	-0.0848333333333333
ZFR	0.06525
ACSL6	0.814125
FLJ20699	0.3868
DAOA	-0.268
FABP4	6.26175
KCNB1	-0.61025
CANX	0.294
SLC25A28	0.235666666666667
ADIPOR2	1.1575
ECHDC2	1.4145
SMA4	1.93825
FRZB	2.543875
PABPC1	-0.336666666666667
DMRTB1	0.285125
APOBEC3G	-1.08325
CATSPER2	-0.594333333333333
CUEDC1	1.275
STARD9	-2.24075
CLDN8	3.60125
LOC23117	-1.39586363636364
E2F6	-0.717388888888889
TMEM126B	-1.813
DPY19L4	0.97875
GIMAP5	2.6405
NDUFA9	-0.392666666666667
FAM77C	1.4985
CTPS2	1.70825
LOC51035	-1.460375
WDSOF1	-0.50025
EGLN3	-2.3705
PITX3	0.663833333333333
OR52E8	-0.1155
GRM4	1.0005
KLK1	-2.61983333333333
GPM6B	-2.744625
RRAGD	-1.774
PAGE5	-3.70775
UCHL5	-0.742833333333333
ULK3	-0.374166666666667
AIM2	-0.134833333333333
PNO1	-0.288
OR2F2	1.333
GNAT2	-0.3545
SIX1	2.42225
ST13	0.656583333333333
ZBTB44	-0.932375
TIMP2	-0.182
ZMAT4	1.54925
GTF2IRD1	0.543833333333333
ZNF19	0.745
ZNF714	-0.87175
RSC1A1	-0.50375
C9orf80	-0.26825
PSMA8	-0.0843333333333333
TMEM141	0.5175
COX4I1	-0.339285714285714
CTAGE1	1.14916666666667
DTWD1	-0.233
HSD11B1	0.9745
KRT6B	2.377875
ARID4B	1.5375
LHFPL3	-0.01025
WWP2	0.953666666666667
ZNF326	-0.412833333333333
RGPD1	-0.5235
CTSH	1.417
FASTKD1	-0.5765
PAF1	1.1294
TTC9C	-1.70175
IFT57	0.9486
PRSS36	0.106
IL20RB	-2.9345
ZNF592	0.0573333333333333
DCTD	0.0199
CFP	0.20725
MFNG	-1.010875
JMJD2B	1.134
ALDH3B1	-1.43325
THSD4	2.41
KCNJ5	2.83616666666667
LMNA	0.477333333333333
TBCD	0.725375
ZNF250	0.261333333333333
CASQ2	1.15133333333333
PEG10	-4.55291666666667
PRAME	-4.8878
NP	-0.34125
TRIM59	0.2625
ZNF12	0.030875
XTP3TPA	1.06425
SIGLEC7	-0.2864
PANK4	-0.1505
FAM70A	-2.40783333333333
SNED1	-0.092
HIP1	0.5391
RAET1E	-0.151666666666667
AMAC1L2	-0.0705
AHNAK2	-1.25958333333333
TOE1	-1.25266666666667
RECQL4	-1.4145
SPRYD3	1.00425
DPAGT1	-1.132
MAGED2	3.2707
ANKRD55	-0.47
TRPS1	5.19758333333333
DOK7	0.77375
TFPI2	-7.4175
GTF2H3	-0.571666666666667
CYP4F11	-0.032125
LHX2	-3.02516666666667
ATG16L1	0.820666666666667
ASB12	0.7105
C1orf116	3.354625
NF2	-1.08645
POM121	-0.3302
PHYHD1	2.2697
TXNDC17	0.9485
DKFZp779O175	-0.662
NUP62	0.273357142857143
MYO18B	2.1055
PRAMEF1	-0.29
TCBA1	0.318875
TMEM168	0.562
FJX1	0.67
CLCF1	-0.88425
SEPN1	0.784375
IGSF2	0.4475
NUDCD1	0.0461666666666667
TFF3	3.91766666666667
NDFIP1	1.14021428571429
CHCHD4	0.208
TNR	0.36
CUTA	0.9185
USP44	-4.485
DPP10	-0.7474
IWS1	-0.0861666666666667
PCGF1	0.45975
SULT1C4	-0.2775
NTF5	2.2925
PTPN13	0.7705
SSTR5	2.794
SFRP1	-2.94325
IDH3B	-0.500125
SUOX	2.26166666666667
TMCO5	0.64775
GOLT1B	-0.413
MIB1	-0.254785714285714
PCDHGB1	-0.2535
SUSD1	-0.35025
ICAM5	-2.97216666666667
PAPOLB	0.0395
URM1	-0.24
TMEM106B	0.447833333333333
LRIG2	-1.42825
SLC27A5	0.07475
CLIC6	-0.3071
ZNF420	1.504
SCN9A	-1.97633333333333
KIAA1909	-0.934
ELMOD1	-2.246
PRKAG1	0.8865
FAM64A	-0.238111111111111
EEF1G	1.4315
SMAD5	0.71825
INCENP	-3.443
WASF2	-1.7005
GARS	-1.1948
CDK10	-0.6162
HLX	-0.294
MDM4	0.38575
ZNRF1	-0.666714285714286
HHATL	-1.52933333333333
FAM21C	0.5904
HIST2H3C	0.09525
PFDN2	0.833625
ZNF200	-0.583
NDN	-1.4485
HBA2	-2.27916666666667
FBLN5	0.8665
PUM1	-0.125785714285714
TNNT1	1.27383333333333
C19orf59	0.245166666666667
HNRPH2	0.995166666666667
RAB7A	0.5925
PMS2	-0.197125
BIRC3	-2.33116666666667
NRSN2	0.579125
OR52K2	0.874666666666667
SPOCK1	-0.528928571428572
H2AFY	0.981
RXRB	0.75075
ZNF638	0.284666666666667
ANKRD45	-0.696
ACTN4	-0.094
FXC1	0.12075
EIF2B5	0.50625
VPS33A	-0.74075
PINK1	0.589
FAM106A	-0.8875
SKIP	0.8324375
GAPDHS	-0.08325
MUM1L1	1.4455
PSTPIP1	-0.228
CNTNAP1	-2.0383
CYP26A1	-3.3805
APOL2	0.3472
TACC2	0.822375
COX7A2L	0.225
HSD17B1	0.4621875
ARRB2	-0.4135
SLC7A6	-0.715
HSD17B10	0.3875
RBJ	0.18775
NUP155	-1.60525
MRPL10	0.0785
CYCS	-1.08066666666667
CCDC46	0.667166666666667
TECTA	-0.176
GNAL	-1.03775
LPO	0.001
PEBP4	3.3465
DDX11	-1.7485
C18orf12	1.0185
TAF9B	0.401
IMP4	0.38225
RPA4	-2.62733333333333
NDUFS1	-0.434
UPK1A	-0.776833333333333
ARRDC2	-0.1655
C18orf20	0.445
AES	0.573428571428572
CD2BP2	0.769666666666667
C16orf54	-0.214
UGT2B17	-1.19175
FGFR1	-0.406045454545455
CEACAM6	6.6591
CHRM5	0.08175
CERK	-0.19375
AP3S2	0.846142857142857
ANKS4B	-1.171
CLCNKA	0.180666666666667
ZNF208	-1.25266666666667
HLA-DRB5	3.993
CARKL	0.5745
GOT1	-0.1045
CASP6	1.155625
HOXA1	-0.7395
RCL1	-0.5455
ZNF181	0.728666666666667
RAB40B	1.366
MRPL38	-0.5065
LRRN2	3.839
C3orf25	1.485
OR5D14	0.5455
OR10AG1	0.4425
BET1L	0.748
FRY	2.35525
AK3L1	-2.89475
CSF3R	0.429
POLR3K	0.044
ATG2B	0.824666666666667
EPS8	0.140666666666667
DARS	-0.205375
C10orf56	-0.6625
DAD1	0.259
RIOK1	-0.375833333333333
HERC2	-0.1535
HSD11B2	2.4655
FAM96B	-0.31075
MGC13057	-1.8865
BSN	0.431
CAND1	0.126833333333333
HCST	1.22125
ACTR10	0.4345
OR8D4	-0.214
NASP	-2.0012
COL9A2	0.315333333333333
LYZL1	0.658
GPC5	-2.86733333333333
TBL3	0.066
CENTD2	-0.9932
OR5AP2	0.42725
TLR1	1.578
LMO6	-0.12225
ZIC2	-2.0425
CPNE5	-0.2455
ZMYND15	1.199
FLJ22374	0.3355
CCDC106	0.934
PARP16	0.46625
PDIA3	1.21025
C14orf126	-0.159
CECR2	0.427
SFRS1	-0.233428571428571
FIGLA	0.775
DCP1A	0.0273333333333333
MGC45800	-1.4688
TEKT1	-0.194666666666667
C10orf67	0.389
CLN5	2.10075
NTN2L	0.192
GLE1L	0.68525
CES2	-0.5143
GNAS	0.577944444444444
DDX53	0.494
TSPAN13	2.94325
MRPL52	-0.6072
SPIRE2	0.485
TAS2R39	0.62675
SCUBE3	2.941
UCRC	0.7391
CDKL3	0.3285
KIAA1715	0.0299
ZNF345	0.95875
RTF1	0.86425
DHRS7	1.0865
RIPK4	-1.972
EXOSC2	-0.966833333333334
MS4A2	1.67975
FGF17	-0.263
WDR59	-0.543
EVI2A	-1.76575
IL17RC	0.909666666666667
HS3ST1	2.2255
ITGB1BP2	-2.017
RBPJ	-1.51283333333333
GIMAP1	2.4485
INE1	-0.918333333333333
ALDH18A1	1.47325
TPI1	-1.05625
GATA6	0.3005
CABP1	-0.481166666666667
ZNF484	0.24725
DAPK3	0.778
GJB1	-1.03416666666667
PIN1	0.31075
SLC6A15	-3.73363636363636
CNO	-1.342
RIN2	2.32275
FRRS1	-0.282
CYorf15B	-4.317
DMRT3	0.82775
ATAD1	-0.428625
OTUD4	-0.2745
ATOH8	-1.94825
ZSCAN16	1.811875
ASCC1	-0.517
OTUD3	-0.70675
MGC33212	1.53166666666667
YME1L1	0.304125
RP11-218C14.6	1.18325
PCBP4	0.40475
TNFRSF10A	0.95725
CDH10	-4.2356
KL	1.169875
SCP2	0.24925
C9orf119	-0.0718750000000001
SON	-0.0605
MAFK	0.2435
SBNO2	0.546
SLC6A6	-0.976416666666667
SC4MOL	-0.088125
FAM35B	0.262375
PPP1R9A	1.901125
PDZRN3	0.39425
CXorf20	-0.5635
C6orf126	2.6565
AVEN	-0.27325
FLJ21075	-1.1875
C14orf132	-2.617625
PCK2	0.515375
GUCY2C	-0.146
BARX2	0.7635
PEX11G	2.176
DAO	-0.7455
C10orf49	0.63175
EDNRA	1.41366666666667
PPP2R5A	1.8013
DDX39	-0.285666666666667
SERF1A	0.311
ASCIZ	0.4543
FNDC8	0.2365
PTMS	0.27925
PHF7	1.70725
PIP4K2B	0.083875
HHLA2	0.3295
BDH2	0.023
APOBEC2	-0.05975
PENK	-1.2185
SMAD9	-1.9175
MT3	-0.24725
RGL1	-1.094875
ATG10	-1.142375
DLGAP4	0.376166666666667
APPBP2	0.0640714285714286
BACE2	-2.20785714285714
LOC339344	0.8265
ZNF395	0.6855
HIST1H2BL	0.96275
ZNF467	1.140625
SLC25A21	-2.132
PALM2	-0.486166666666667
NSUN5C	-0.80775
IL5	-0.0304
CLSTN2	1.603
ANXA8L2	-1.9595
PTGES	0.396875
GDAP1L1	-2.2585
OPRK1	-1.72833333333333
WDR20	0.40825
C12orf4	0.148875
NUP88	-0.686375
XRCC6BP1	-0.259
FCGBP	-0.261428571428571
LEMD2	0.4635
NOMO1	-0.00225
C10orf79	1.281
ZNF79	0.2404
OCRL	1.6317
HSPA8	-0.518458333333333
DIDO1	-0.521333333333333
PLA2R1	2.49075
COG3	0.5769
NGDN	-0.3585
CBFA2T2	0.340125
PNOC	-2.5965
PRRG1	-0.526666666666667
AGGF1	-0.0624285714285714
DPF2	-0.823
YIPF7	0.54
TRPV5	0.54925
ZNF322B	1.61
MED12	0.0111666666666667
CARS	-0.0055
ABCC11	2.5105
C9orf25	0.1455
MYH1	0.015
FRYL	-0.236083333333333
AGTRAP	-0.33925
MMP27	1.0215
ZNF432	-0.699625
OR8D1	-0.1095
OR13D1	0.57725
VWA1	1.75825
STON1	-1.042
IL5RA	-0.233
PERP	0.4656
C10orf107	-1.8475
TNFSF12	2.5485
FN1	0.0962916666666667
MTR	0.2335
PHLPPL	0.6625
ZNF425	1.271
DHFR	-1.23733333333333
PPP1R12A	-0.122
RSPO2	-1.80275
ZNF7	0.38475
ZNF583	-0.7185
TPMT	-0.187833333333333
GPR132	0.417625
OR2T12	-0.22975
SERTAD2	-0.4495
ATP1A1	-0.0536
FRMPD3	1.73425
ZNF672	0.48275
PLXNB3	1.08075
EML5	0.6955
FAIM3	-0.3545
UBQLN2	0.8675
SORCS2	0.644
PRIM2	-2.0765
ACVR2A	-0.2715
YWHAZ	0.705166666666666
PGM2L1	0.328875
GNAO1	0.1065
RPL10	-0.1852
RPS6KA6	0.7135
PFKL	-0.686666666666667
SH3D19	0.622
AURKB	-1.181
ZC3H6	0.453625
DISC1	-1.13666666666667
FLJ39660	-2.56383333333333
TMEM25	1.8275
OSBPL10	-0.665
CLTCL1	-1.16216666666667
ALG6	0.07625
CATSPER4	0.6215
LRTM1	-0.035
RRAD	1.27966666666667
TIPIN	-1.1175
CARD14	1.22525
RBM9	-0.234666666666667
RASSF4	-0.01575
SLC25A18	1.39366666666667
C6orf58	-0.213833333333333
IGHD	0.3315
PLA2G6	-0.201
TPT1	0.462375
SEC63	0.4055
CCDC113	0.8219
TDRD10	0.56525
KIAA1666	1.027625
TOR1AIP1	1.20241666666667
SYTL4	2.355
SPRR2F	-1.2715
CEBPD	0.743
SNTG2	-1.4455
C20orf77	-0.0505833333333333
TAS2R49	-0.9545
C6orf173	-1.67616666666667
SVEP1	-0.4675
PXN	-0.301285714285714
VIL2	1.41275
C5orf21	0.354916666666667
DIXDC1	0.349
GANAB	-1.76233333333333
PDSS1	-0.86
NGFR	-0.480875
ATP8B4	0.72175
BMP8A	-1.1285
CCDC132	0.0809166666666667
GNRH1	-0.67525
OR10T2	-0.061
PDGFD	0.852166666666667
OR6W1P	0.4285
HARS	-0.117416666666667
KRT77	-0.00650000000000001
AQP8	-0.252
ITGB1	0.7538
ZNF254	-0.8854
PAX1	0.584333333333333
PSMC4	0.3666
ANKRD22	3.643
PSMD8	0.508333333333333
HTR1E	-1.01233333333333
SOX10	-2.2014
OR5B2	-0.052
RABGEF1	-0.695285714285714
MAP1LC3B	0.0295
CYB5R4	0.31225
AGXT2L1	-1.719
FLJ41603	1.5355
TRAPPC2	1.00616666666667
FNTB	0.4258
FLJ14107	-0.0931666666666667
AURKAIP1	-0.56
DSE	0.59825
NFKBIZ	-1.34433333333333
OSBPL3	-2.81433333333333
LOC130576	1.03625
SLC39A9	0.541833333333333
LOC137886	0.411
RHCE	-3.27
ATG7	0.7225
FAM82A	0.9655
FBN3	0.15
MCFD2	-0.848333333333333
CASP14	0.1415
EPS15	0.0855
SFRS2B	-2.301
C19orf47	0.4895
PLAC9	-0.5645
GPR23	-1.684
BTNL3	-0.3118
RGS8	0.806
GNS	1.23125
ENO2	-1.4515
CBX1	0.7933
PEX26	0.5325
LRP5	-0.861166666666667
ADAMTSL4	-1.05283333333333
ARR3	0.118333333333333
MAP1A	-0.37875
CD2	2.2385
NAV2	-1.596375
TMEM69	-0.61325
ATXN7	-0.625
CHN2	-1.00283333333333
ZNF781	-1.17283333333333
HAS2	-3.9055
KIAA0241	-1.0255
BIC	0.62325
MOBKL2A	0.275
CYP2C9	0.1365
CNOT7	0.299142857142857
SFRS10	-0.375
CST11	0.47975
FLJ37543	0.017
NKAP	-0.1075
RUNX1T1	1.84875
EAF1	0.7225
IL4I1	1.88775
LRRC61	0.131333333333333
PSIP1	-1.13491666666667
SPRR4	0.5995
ZFP90	0.7135
AP2B1	0.497692307692308
SLC30A7	0.361166666666667
C7orf28A	0.143333333333333
S100B	-3.01033333333333
BMP2	-2.99725
ESR1	4.78641666666667
ZFPL1	1.82475
ARHGAP12	0.1255
LRRC19	0.191
ZNF767	-0.7915
NACA	-0.3062
OLIG1	-1.34375
PRF1	0.862
LST1	1.86566666666667
SPATA9	-0.252
CNFN	1.4305
CDK4	-0.5772
TCF15	-1.63383333333333
PARC	-0.0245
PPM2C	1.9985
LOC283345	-0.038
FAM107B	0.48425
DMXL1	-0.15525
RBM3	0.590875
HTR5A	-1.11383333333333
SCFD1	-0.227666666666667
EPHB3	2.954125
ROPN1L	-0.711333333333333
RAMP3	0.015
TSPYL5	-1.16127272727273
GAP43	-3.379
PAPD4	-0.292625
PDE3A	-2.1435
TNFRSF10C	2.3825
JMJD5	-0.145333333333333
RASGEF1A	-0.7446
C16orf65	0.316
HIPK3	0.286333333333333
XYLT2	0.99925
XPOT	-0.9875
GAL3ST1	-2.0385
DHCR7	0.78425
AMIGO3	0.4715
FGFR4	-2.02033333333333
CRAT	2.1715
PPP1R14D	0.471
TRIM14	0.8362
TMPRSS11D	-0.032
SLC7A11	-1.58257142857143
OR10H2	0.62475
PPM1E	-1.9949
DOCK4	-0.72125
FAM127A	-0.100375
ENOPH1	-0.08475
SLC5A3	-0.2816
ZNF530	0.0216
NTS	-6.326
FRMD4A	0.39975
BCL11B	-3.88116666666667
PRM1	-0.2655
UQCC	0.0637
S100A16	2.17033333333333
PLS3	-2.062
WWOX	2.08857142857143
CCDC23	-0.67175
GTSE1	-1.31516666666667
GP2	4.799
FLJ32549	1.174125
CHIT1	2.3465
KLF9	-0.277125
RPS24	-0.3568
MIA	-3.3035
FIGN	-2.08875
PYROXD1	0.457625
PCSK2	-0.59875
MRPL9	0.386
RPL24	-0.00962499999999997
C12orf32	-0.773125
HIST1H2BE	1.027
RGS18	1.641
LFNG	1.76225
RAB4B	0.8776
FBXO25	1.548
TSPAN31	0.881333333333333
ARL8A	1.0525
C10orf83	-0.3415
OR51B6	0.2015
CNKSR2	0.13
C1orf156	0.1145
IBSP	1.1515
GFRA2	-0.0257
ALKBH7	1.3364
NEK10	1.695
VN1R3	0.9518
LOC91948	1.421
CPZ	-1.19875
IHPK3	1.5845
COL8A1	0.7985
RBPJL	-0.4215
OR10A4	0.09225
CASP8AP2	-1.02775
MMP12	-1.01833333333333
OR8B12	0.179
CDCA5	0.975333333333333
LIX1L	-1.86875
PEX11B	1.560625
GABRA1	0.264666666666667
HABP2	0.4095
REEP1	1.75533333333333
FBXO15	2.82325
CD68	0.642
WFDC9	0.813
GHDC	0.929
SMARCA1	1.03775
SPAST	0.0783333333333333
PLXND1	0.680416666666667
MLCK	-1.891
INTS5	-0.669666666666667
BSG	-0.406214285714286
PARP8	-1.26733333333333
TEAD4	-2.13166666666667
ZNF498	-0.695375
TMEM89	-0.548333333333333
DTX4	-0.195375
TNRC6B	-0.327625
ARMC2	-0.882875
FGFBP1	-3.813
TIMM8A	-0.853333333333333
AJAP1	-2.0549
ZNF608	-2.40025
SLC25A42	-0.001375
SYP	0.9535
MMP11	3.035
USP40	1.0538
C3orf62	1.089
MYO1E	-0.7849
LRFN4	1.176
XCL1	-0.252166666666667
GPR155	1.074375
VPS29	0.355125
CARHSP1	-0.49975
ARHGAP20	-0.350166666666667
GREM2	-1.12607142857143
CCDC102B	1.4355
ZNF577	-0.764
HDDC2	-0.16875
SHC2	-1.0097
NCOA5	1.0205
INPPL1	-1.736
CHGB	-3.3898
IHH	0.416
DDEF2	-0.255916666666667
DIAPH3	-1.08709523809524
BUB3	-0.33175
GGH	-4.71455555555556
VPS35	0.544
CNN2	-1.1175
ASNA1	0.5235
WDTC1	0.48325
AMAC1	-0.6535
HAS3	-0.752166666666667
SLC1A6	-1.66416666666667
ZNF563	-0.258
C1S	2.475
TCF7L1	-1.185375
OR10Z1	-0.0855
ME2	-0.4086
C6orf151	-0.65575
KPNA4	0.5108
GLO1	0.929375
WDR61	0.529
CD302	1.784
SIRT7	0.269666666666667
C11orf59	-0.33675
PKIG	0.00975
PPIL3	-1.183
CCDC74B	-0.013125
ZNF528	-1.64775
EFNA5	-0.613
FCGRT	2.14275
NOL4	-0.481222222222222
CCS	1.773
LOC374491	-0.7285
MFSD7	2.388
ZNF555	-0.26775
LIMS3	-1.25475
TSSC4	0.109666666666667
COL11A2	-1.3545
C1orf119	0.128166666666667
BPNT1	0.219375
CHRNA6	0.7655
C1orf173	0.5735
PLD2	0.82275
ORC1L	-2.844
SASH1	-0.275625
CDC14B	-0.804875
RLBP1L1	0.23975
LDLRAP1	0.1363
NAT8B	0.194166666666667
HHEX	-3.7605
LGALS7	-0.79425
PLCH1	-1.0795
OR1M1	0.2405
PRAMEF16	0.081
HECTD1	-0.3125
C14orf39	-0.308
TLN2	-0.2246
HDAC4	-1.895
SYCP2L	-3.67025
GLRA1	0.039
RPS6	-0.8815
hCG_1757335	0.3495
KLHL1	-1.803
CTNNBIP1	-0.894833333333333
SCAND2	-0.1684
HMGN2	0.0369
YAF2	0.51725
BRPF1	0.09375
LIAS	-1.19675
CTA-246H3.1	-3.5815
SAG	1.40425
C20orf10	-0.047
HNRNPA2B1	-0.599166666666667
GADD45A	-1.73
MSH4	-0.292
TMEM70	0.74625
HIST1H2AM	0.690125
C19orf26	0.156166666666667
C1orf50	-0.4555
GNG3	0.162
FTO	0.3355
CALCB	-1.4535
PPP3R1	-0.377
C15orf42	-1.764125
CCNJ	-1.49825
GNAZ	0.197733333333333
PSD	-0.0638333333333333
FAM57A	0.08975
STIM2	0.018
DHX8	0.53275
MOGAT3	-0.167
UBE3B	0.540333333333333
PLAT	-0.626666666666667
C6orf206	0.057
COPE	0.583
EIF3A	0.121125
C1QL2	0.11775
IQCE	-0.500583333333333
KIAA0182	0.2105
SLC22A7	0.0729
PPFIA2	0.111
ADAMTS15	1.158
ODZ1	-0.853
THBS4	2.32383333333333
ARHGAP1	1.007
B4GALNT3	0.0678333333333333
FCHO1	-1.9545
LOC440456	0.35925
HOXD10	-0.232333333333333
CXCR3	0.838166666666667
CHI3L2	-0.996125
SRPX2	1.5055
ZNF132	0.265666666666667
UBAC2	0.458333333333333
RPL32P3	0.4325
CBWD6	0.595
ST6GALNAC4	0.2515
KIAA0391	0.639666666666667
LOC388969	0.04875
KRTAP5-8	0.1945
ZNF786	0.1295
LYVE1	1.81283333333333
GPR144	0.13575
APOH	-5.63825
TSC22D2	-0.44
PLCD1	-0.153
FLG2	0.781
M-RIP	0.1458
NDUFV1	-2.0375
POLDIP2	0.715833333333333
RAB3GAP2	1.0995
RPSAP15	-0.61025
CLEC7A	0.40675
HSPA14	0.18875
TAAR5	0.67275
FAM132A	-1.18725
C2orf43	-0.90675
OR10V1	0.0965
SELPLG	-0.57575
C1QTNF6	-0.454833333333333
OPCML	-0.1071
DTYMK	-0.616
ALDH16A1	0.242875
F13B	-1.388
MGC16169	1.029
KIRREL2	-1.39133333333333
C14orf32	-0.382416666666667
SLAIN2	0.8217
HSD3B2	-0.0885
AMMECR1L	0.1822
LRRC37B	-0.9615
HMG20A	-0.132
C22orf27	0.3116
FBXL22	0.303
AP1B1	0.717166666666667
TNKS1BP1	0.83775
CD74	2.59825
HSPA12B	1.39883333333333
PLSCR1	1.66633333333333
SLC35E1	0.0745
FEZ1	-2.30675
APOD	2.544125
C16orf44	0.17075
C1orf166	0.14
KCTD11	1.225
NELF	-1.7585
SRP54	0.102333333333333
MGC35361	-0.00975000000000004
GPR35	-1.796
NRGN	-1.340375
SIGLEC12	0.01525
SCN1B	0.17275
IFNW1	0.3205
STAR	-5.52075
HLA-DQA2	3.10833333333333
RNASEH2B	-0.4125
TAAR2	0.419
VAMP5	-0.315833333333333
TUBA1C	-0.997071428571428
PIK3R2	-0.392625
ARD1A	-0.160166666666667
EBF2	0.614833333333333
CAMSAP1L1	0.45125
CYP3A43	-0.3755
AKR1B1	-2.47525
KIAA1729	-2.40075
KAL1	1.7158
CYBB	-0.250625
UXS1	0.034
LOC338579	-0.386
C11orf45	0.951
SHB	0.52975
IKZF4	-0.196
NDUFA1	0.35875
HSPE1	0.07075
C1orf215	-0.17575
GPR113	-0.2625
ZNF573	-0.32525
TBX18	-0.343
GGTA1	4.98475
PCDHGA8	-0.492
RPS6KL1	-0.197375
DPP9	-0.02625
SLC43A2	0.13225
COPS3	-0.0955
PMPCB	-0.252166666666667
HYLS1	-0.878
LSM8	-1.03283333333333
PDE6B	-1.07925
C10orf118	0.7634
OR1C1	0.425833333333333
ZNF415	-2.28
OR2F1	0.2955
ZDHHC13	0.872875
FZD8	-0.0585
TCEA1	0.0863
SUSD4	3.093375
C22orf24	0.2595
TNFRSF14	-1.0105
TRIM28	-0.116833333333333
FGF5	-2.256
CSPG5	-0.0111666666666667
RNF133	0.11775
FKBP15	0.09125
BZW2	-0.60375
NSMCE1	0.7125
PTPRN	-0.49975
TST	1.18575
POP1	-1.3345
RNF24	-0.951833333333333
SFRS4	-0.98075
REPS1	-0.5015
CD70	-2.73683333333333
PDXDC1	0.52125
SRC	0.0538
NTNG1	-2.24533333333333
SETD1B	0.49475
TINP1	0.4503
ZNF606	-2.47866666666667
SSR1	0.7506875
RGNEF	0.835833333333333
NFS1	0.258833333333333
CENTB5	-0.92275
CRMP1	-1.63316666666667
ADAM18	0.7175
CCDC87	3.1585
LRRC8B	-0.17275
CSNK1G1	0.40375
MAFB	1.685
C12orf45	-0.53425
C1orf54	0.98425
DPEP1	-1.01016666666667
FLJ13137	1.1925
C14orf118	-0.565666666666667
ANKRD19	-0.04
ABCA9	1.5118
TMEM87A	0.2384
BBS5	1.0335
CYP17A1	-0.121875
SCG3	-4.0455
ESCO2	-0.034
GFER	0.216833333333333
NRIP2	-0.613166666666667
DDX59	0.711666666666667
RIC8B	0.2016
TNNI1	-0.006
KTELC1	0.973666666666667
GPR85	-0.626666666666667
SP3	0.65175
GOSR2	0.557416666666667
DDX1	-0.00200000000000001
DSCR9	-1.192
KIAA1984	-1.27125
FLRT3	0.1605
RNPS1	-0.41
ZNF772	-0.823
SLC25A10	0.327166666666667
ADAMTS3	-1.5401
TBC1D7	-0.4575
PCYOX1L	0.7885
LOC339745	1.66275
VPS54	-0.6735
PCDHB12	0.52
C4orf6	-1.233
CCL5	2.10075
PEX5	0.42725
LENG1	0.396833333333333
LOC51336	-2.61825
FLJ25371	-0.837
WDR45L	-0.157333333333333
SPAG8	-0.8835
GUCA1C	-0.046
LOX	-2.27183333333333
FIZ1	0.4775
BAG5	0.11175
BUD13	-1.71
MGC2752	0.155
IQSEC3	0.628375
TGFBR3	-0.34075
CASP9	-0.8535
PPA2	0.237625
MED24	0.4835
MAP3K7	-1.1625
SRPR	-1.165125
C17orf81	-1.22825
RIPPLY1	0.1155
EID2	0.357
AKR1C1	-2.48666666666667
IMMP2L	-0.137375
SPSB4	0.3735
BAG4	-0.085625
ZNF32	0.602833333333333
KLHL34	0.2465
BRD2	0.41875
IL32	-0.705166666666667
FAM53B	-0.707
SLC7A1	-1.352875
KAAG1	0.209
CCDC54	0.247
PRKCQ	-2.5225
TIRAP	-0.017
SPSB1	0.191
USP36	-0.8275
FLJ32569	-0.3985
LYZ	-1.93725
TMEM186	0.226166666666667
TPM2	-0.910833333333333
C9orf100	-1.00266666666667
PPP1R11	0.5487
OLFML3	0.7107
ELAVL1	0.210333333333333
DNAJC17	1.02616666666667
ABCA2	-0.41
BNIP3L	-0.486625
ATP10D	0.029
GALNT8	-0.695
PRKCH	2.01775
USP12	-0.59925
STXBP1	-2.2801
LSM2	-0.491333333333333
ANKRD30A	3.211
LAP3	0.61675
C9orf40	-1.1055
KATNAL2	-0.595833333333333
RG9MTD2	0.482
PNPLA7	0.8865
IDH1	-0.116
C1orf57	1.592
XRCC5	0.2072
TBRG4	-0.596
DCDC5	1.94883333333333
POU5F1	-4.44675
RAB1A	1.05214285714286
KRTAP15-1	1.02
INHA	-1.1465
WDR90	-0.178875
MLL2	0.649
FAM104B	0.6225
SF3B14	-0.179
STX1B	-0.122
SNX12	0.34075
KMO	2.14216666666667
FAM100B	-0.31675
CDRT15	0.315
RAB9A	-0.0801666666666667
RUFY3	0.73675
UBE2U	0.132666666666667
NFKB1	0.7411
FBXO38	0.407
VRK3	1.26825
TUBB8	-0.3825
IFNA6	-0.4955
AYTL1	-1.26866666666667
RBP3	0.0098
MUC13	-1.84775
C8orf30A	-0.068
MFAP1	0.6675
NHLH1	0.11025
CXorf34	0.3905
SP8	-3.683
RNF151	0.1055
TDRD7	1.09525
KCND2	2.80425
FKBP9L	-0.0128333333333333
C17orf44	2.57125
TIMM17B	0.125
WIPF1	-0.5635
SNX15	1.9243
IGF2R	-0.7327
SBSN	-0.267
RBM15B	-0.124
AGBL5	-0.258583333333333
APEX2	-0.02125
C17orf39	-0.895
UBE3A	0.6584
SPANXC	-2.5895
TGFB1I1	-0.5775
RBM13	-0.03825
TOP2B	0.121
NPVF	1.0845
