Hybridization REF	TCGA-AN-A0AL-01A-11R-A00Z-07
CASP6	0.310125
HOXA1	0.1235
RCL1	-1.8075
ZNF181	0.117333333333333
RAB40B	2.748
MRPL38	0.12325
LRRN2	-0.18275
C3orf25	0.5305
OR5D14	0.1585
OR10AG1	2.365
BET1L	0.4794
FRY	2.91275
AK3L1	-1.03925
CSF3R	0.798166666666667
POLR3K	-1.5
ATG2B	-0.148666666666667
EPS8	0.167166666666667
DARS	-0.536375
C10orf56	-0.6105
DAD1	0.651166666666667
RIOK1	-0.800666666666667
HERC2	0.01325
HSD11B2	1.55383333333333
FAM96B	-0.4695
MGC13057	0.4095
BSN	-0.67
CAND1	0.339166666666667
HCST	2.3125
ACTR10	-0.566333333333333
OR8D4	0.2835
NASP	-0.7603
COL9A2	-0.542833333333333
LYZL1	-0.935
GPC5	-2.845
TBL3	-0.418333333333333
CENTD2	0.545
OR5AP2	-0.25625
TLR1	2.997
LMO6	-0.523
ZIC2	-3.51875
CPNE5	1.919
ZMYND15	1.69525
FLJ22374	1.3205
CCDC106	-0.3645
PARP16	-0.73475
PDIA3	0.6835
C14orf126	0.232
CECR2	-0.608
SFRS1	-0.500571428571429
FIGLA	0.961
DCP1A	-0.467666666666667
MGC45800	-1.7265
TEKT1	0.3252
C10orf67	-1.45
CLN5	0.244625
NTN2L	0.4685
GLE1L	-0.168
CES2	-0.8604
GNAS	0.613277777777778
DDX53	-0.143
TSPAN13	2.0055
MRPL52	-0.3815
SPIRE2	-0.0241250000000001
TAS2R39	0.011
SCUBE3	-0.12625
UCRC	0.7577
CDKL3	-0.618
KIAA1715	-0.6579
ZNF345	0.35375
RTF1	-0.258625
DHRS7	1.4285
RIPK4	-0.108833333333333
EXOSC2	-1.98133333333333
MS4A2	2.51475
FGF17	0.2955
WDR59	-1.497
EVI2A	-0.383
IL17RC	-0.032
HS3ST1	4.69575
ITGB1BP2	-1.4855
RBPJ	-0.602833333333333
GIMAP1	3.665
INE1	-0.492833333333333
ALDH18A1	0.505
TPI1	-1.198
GATA6	3.0485
CABP1	-0.5854
ZNF484	0.35675
DAPK3	0.294
GJB1	-0.838083333333333
PIN1	-1.041
SLC6A15	-3.25181818181818
CNO	-0.46675
RIN2	1.843125
FRRS1	-0.5595
CYorf15B	-4.07757142857143
DMRT3	1.50475
ATAD1	-0.732375
OTUD4	0.0895
ATOH8	-1.62525
ZSCAN16	0.481625
ASCC1	-0.48725
OTUD3	1.28175
MGC33212	-0.164333333333333
YME1L1	-0.292375
RP11-218C14.6	0.1845
PCBP4	0.47375
TNFRSF10A	0.31075
CDH10	-3.9764
KL	1.153875
SCP2	0.279416666666667
C9orf119	0.507375
SON	-0.347583333333333
MAFK	0.5575
SBNO2	0.423
SLC6A6	-0.370666666666667
SC4MOL	-0.789375
FAM35B	-0.356
PPP1R9A	1.776125
PDZRN3	1.36175
CXorf20	0.2595
C6orf126	-1.2645
AVEN	0.22575
FLJ21075	-1.6805
C14orf132	-2.798625
PCK2	-0.36075
GUCY2C	-0.152
BARX2	1.59125
PEX11G	-0.445
DAO	-1.02366666666667
C10orf49	0.40625
EDNRA	2.794
PPP2R5A	0.5366
DDX39	0.381
SERF1A	-0.5175
ASCIZ	0.0188
FNDC8	0.917
PTMS	-0.000750000000000028
PHF7	-0.10675
PIP4K2B	-0.289625
HHLA2	-0.346333333333333
BDH2	-0.1581
APOBEC2	-0.21375
PENK	0.765166666666667
SMAD9	-1.17825
MT3	0.09425
RGL1	0.573
ATG10	-1.132
DLGAP4	1.59666666666667
APPBP2	-1.04914285714286
BACE2	1.619
LOC339344	1.69866666666667
ZNF395	-0.4916875
HIST1H2BL	-0.316
ZNF467	1.494125
SLC25A21	0.084
PALM2	0.321666666666667
NSUN5C	-0.758
IL5	0.0206
CLSTN2	-1.054
ANXA8L2	-1.83825
PTGES	2.20625
GDAP1L1	-1.92016666666667
OPRK1	1.43466666666667
WDR20	0.581916666666667
C12orf4	0.285375
NUP88	-0.395625
XRCC6BP1	-0.938333333333333
FCGBP	0.397
LEMD2	-0.08575
NOMO1	-0.8445
C10orf79	-0.390857142857143
ZNF79	0.3613
OCRL	-0.3698
HSPA8	0.322583333333333
DIDO1	-0.463416666666667
PLA2R1	0.58725
COG3	0.8195
NGDN	-0.36875
CBFA2T2	0.00625
PNOC	1.5325
PRRG1	-0.28725
AGGF1	-0.546714285714286
DPF2	0.5645
YIPF7	-0.105
TRPV5	0.195333333333333
ZNF322B	0.3895
MED12	-0.119166666666667
CARS	-0.753166666666667
ABCC11	-1.125
C9orf25	0.354
MYH1	0.0695
FRYL	0.659583333333333
AGTRAP	-0.93075
MMP27	1.113
ZNF432	-0.37225
OR8D1	0.253
OR13D1	1.2665
VWA1	3.897
STON1	0.3165
IL5RA	0.02775
PERP	0.6313
C10orf107	1.21566666666667
TNFSF12	2.55025
FN1	0.933791666666667
MTR	-1.43366666666667
PHLPPL	-0.983833333333333
ZNF425	0.05775
DHFR	-1.35205555555556
PPP1R12A	0.7015
RSPO2	-1.160125
ZNF7	-0.18975
ZNF583	-0.51375
TPMT	-0.485166666666667
GPR132	1.12125
OR2T12	-0.30275
SERTAD2	-0.3965
ATP1A1	1.2756
FRMPD3	0.30625
ZNF672	1.027
PLXNB3	1.22375
EML5	-0.7215
FAIM3	0.6575
UBQLN2	0.02875
SORCS2	-0.28375
PRIM2	-1.3605
ACVR2A	1.23583333333333
YWHAZ	0.778916666666667
PGM2L1	2.12725
GNAO1	0.0621428571428572
RPL10	-0.5311
RPS6KA6	-1.173
PFKL	0.109166666666667
SH3D19	-0.29375
AURKB	-1.82066666666667
ZC3H6	0.693875
DISC1	-0.038
FLJ39660	-0.540333333333333
TMEM25	0.59425
OSBPL10	0.86
CLTCL1	-1.57116666666667
ALG6	0.00525
CATSPER4	-0.238
LRTM1	0.2545
RRAD	0.417
TIPIN	-1.273
CARD14	0.9055
RBM9	0.964666666666667
RASSF4	2.639
SLC25A18	-0.806666666666667
C6orf58	-1.00133333333333
IGHD	1.081
PLA2G6	-0.1305
TPT1	0.46575
SEC63	0.4816
CCDC113	-1.1045
TDRD10	0.225125
KIAA1666	-0.2305
TOR1AIP1	0.66875
SYTL4	-0.824833333333333
SPRR2F	-0.893
CEBPD	3.3185
SNTG2	-2.47025
C20orf77	-0.0464166666666667
TAS2R49	0.3565
C6orf173	0.7555
SVEP1	0.0861
PXN	-0.44
VIL2	1.05633333333333
C5orf21	0.96225
DIXDC1	-0.366
GANAB	-0.582666666666667
PDSS1	-1.17825
NGFR	-0.268375
ATP8B4	0.53775
BMP8A	-0.697
CCDC132	-0.599333333333333
GNRH1	-1.00925
OR10T2	1.21166666666667
PDGFD	1.48566666666667
OR6W1P	0.6105
HARS	-0.752416666666667
KRT77	-0.796
AQP8	-0.238
ITGB1	0.7838
ZNF254	0.000800000000000028
PAX1	0.0606666666666667
PSMC4	-0.2128
ANKRD22	4.25725
PSMD8	-0.00216666666666666
HTR1E	-0.764
SOX10	1.8544
OR5B2	0.8555
RABGEF1	-0.621785714285714
MAP1LC3B	-0.68625
CYB5R4	0.49375
AGXT2L1	-2.9505
FLJ41603	2.11366666666667
TRAPPC2	0.258833333333333
FNTB	0.4988
FLJ14107	-0.574
AURKAIP1	0.26825
DSE	2.02125
NFKBIZ	-0.621333333333333
OSBPL3	0.731333333333333
LOC130576	1.47725
SLC39A9	1.482
LOC137886	0.186333333333333
RHCE	-2.1275
ATG7	-0.0868333333333333
FAM82A	0.174833333333333
FBN3	0.3895
MCFD2	-0.317666666666667
CASP14	-0.2
EPS15	0.58925
SFRS2B	0.433916666666667
C19orf47	0.2
PLAC9	0.4395
GPR23	-0.8175
BTNL3	-0.5815
RGS8	0.3285
GNS	0.09275
ENO2	-2.64133333333333
CBX1	0.6144
PEX26	0.596
LRP5	0.8635
ADAMTSL4	-2.25316666666667
ARR3	0.151
MAP1A	-0.56575
CD2	4.44275
NAV2	-0.6150625
TMEM69	-1.03225
ATXN7	0.444
CHN2	1.3075
ZNF781	-1.457
HAS2	-2.7645
KIAA0241	0.160666666666667
BIC	1.723
MOBKL2A	0.01125
CYP2C9	0.7985
CNOT7	0.3165
SFRS10	0.0105
CST11	0.8885
FLJ37543	0.06
NKAP	-1.094
RUNX1T1	2.73525
EAF1	-0.3262
IL4I1	4.49575
LRRC61	0.0893333333333333
PSIP1	-1.26754545454545
SPRR4	-0.178
ZFP90	-0.105833333333333
AP2B1	-1.56607692307692
SLC30A7	1.10116666666667
C7orf28A	0.769166666666667
S100B	0.375333333333333
BMP2	-0.824625
ESR1	-3.01625
ZFPL1	0.7335
ARHGAP12	0.0695
LRRC19	0.213166666666667
ZNF767	-0.7515
NACA	-0.9515
OLIG1	-2.4795
PRF1	2.94275
LST1	3.25716666666667
SPATA9	-0.6232
CNFN	0.434
CDK4	-0.9342
TCF15	-0.5765
PARC	-0.04425
PPM2C	2.151
LOC283345	-0.348
FAM107B	2.126
DMXL1	-0.7195
RBM3	0.137625
HTR5A	-1.54316666666667
SCFD1	0.0291666666666667
EPHB3	4.39525
ROPN1L	-1.66
RAMP3	1.5245
TSPYL5	3.22281818181818
GAP43	-2.855
PAPD4	-1.021125
PDE3A	-1.75875
TNFRSF10C	0.29525
JMJD5	-0.201666666666667
RASGEF1A	-0.8621
C16orf65	-0.6175
HIPK3	0.770333333333333
XYLT2	-0.6635
XPOT	-1.4625
GAL3ST1	-1.8145
DHCR7	0.5325
AMIGO3	0.842833333333333
FGFR4	-2.2725
CRAT	0.272
PPP1R14D	0.1005
TRIM14	0.6574
TMPRSS11D	-0.272
SLC7A11	-0.979714285714286
OR10H2	0.743
PPM1E	-1.78388888888889
DOCK4	1.027875
FAM127A	0.0185
ENOPH1	0.733
SLC5A3	-0.4942
ZNF530	-0.000300000000000003
NTS	-6.0405
FRMD4A	1.28
BCL11B	-2.53333333333333
PRM1	-0.2575
UQCC	-1.0628
S100A16	-0.105833333333333
PLS3	-0.8795
WWOX	-0.458714285714286
CCDC23	0.6825
GTSE1	0.9395
GP2	-0.122
FLJ32549	-1.063875
CHIT1	1.3505
KLF9	0.657
RPS24	-0.8953
MIA	4.34125
FIGN	1.27425
PYROXD1	0.46925
PCSK2	0.819
MRPL9	-0.2695
RPL24	-0.36625
C12orf32	-0.01425
HIST1H2BE	-0.2875
RGS18	2.839
LFNG	1.580375
RAB4B	0.1272
FBXO25	0.625166666666667
TSPAN31	-0.922333333333333
ARL8A	0.479857142857143
C10orf83	-1.1111
OR51B6	0.126
CNKSR2	0.83225
C1orf156	0.39075
IBSP	2.0265
GFRA2	0.1861
ALKBH7	0.5896
NEK10	-0.60575
VN1R3	0.2434
LOC91948	0.1085
CPZ	0.62325
IHPK3	0.2066
COL8A1	1.76266666666667
RBPJL	0.3755
OR10A4	0.1965
CASP8AP2	-1.558625
MMP12	0.532
OR8B12	0.441
CDCA5	0.391166666666667
LIX1L	-0.5815
PEX11B	-0.00662500000000001
GABRA1	-0.532333333333333
HABP2	-0.187
REEP1	-1.90133333333333
FBXO15	1.163
CD68	0.929
WFDC9	0.855
GHDC	-0.683833333333333
SMARCA1	-1.845
SPAST	0.555166666666667
PLXND1	-0.522416666666667
MLCK	null
INTS5	0.076
BSG	-0.447785714285714
PARP8	0.338166666666667
TEAD4	-1.19183333333333
ZNF498	-0.54
TMEM89	-0.103166666666667
DTX4	2.087875
TNRC6B	1.2791875
ARMC2	-0.82475
FGFBP1	0.705166666666667
TIMM8A	-1.28466666666667
AJAP1	-1.773
ZNF608	0.49375
SLC25A42	-0.772125
SYP	-0.331
MMP11	4.09666666666667
USP40	0.05
C3orf62	-0.7415
MYO1E	-0.6383
LRFN4	0.28725
XCL1	0.751166666666667
GPR155	-0.399
VPS29	0.0085
CARHSP1	-1.845
ARHGAP20	0.854333333333333
GREM2	-0.817846153846154
CCDC102B	3.6215
ZNF577	0.00899999999999999
HDDC2	-0.71725
SHC2	-0.2486
NCOA5	0.643833333333333
INPPL1	-0.128
CHGB	-2.0906
IHH	-0.2625
DDEF2	0.65275
DIAPH3	-0.771238095238095
BUB3	-0.0721666666666667
GGH	-0.225666666666667
VPS35	-0.3982
CNN2	0.682333333333333
ASNA1	-0.14275
WDTC1	0.50575
AMAC1	-0.067
HAS3	-1.56583333333333
SLC1A6	-1.75583333333333
ZNF563	-0.433
C1S	3.517
TCF7L1	2.000625
OR10Z1	0.457
ME2	-0.4658
C6orf151	-1.158875
KPNA4	0.802
GLO1	-0.578375
WDR61	-0.6155
CD302	1.183
SIRT7	0.345333333333333
C11orf59	0.977
PKIG	0.00875
PPIL3	-0.7
CCDC74B	-1.5315
ZNF528	-0.6565
EFNA5	0.9
FCGRT	1.30875
NOL4	-0.0394
CCS	0.052
LOC374491	-0.98425
MFSD7	2.998
ZNF555	-0.557
LIMS3	-0.18725
TSSC4	0.6175
COL11A2	-0.8435
C1orf119	0.4555
BPNT1	-1.268375
CHRNA6	0.113
C1orf173	-0.116222222222222
PLD2	-0.46975
ORC1L	-2.27275
SASH1	0.762125
CDC14B	-0.6915
RLBP1L1	0.37825
LDLRAP1	0.4523
NAT8B	0.179833333333333
HHEX	-2.994
LGALS7	0.6315
PLCH1	1.69425
OR1M1	0.4405
PRAMEF16	-0.26175
HECTD1	-0.2575
C14orf39	1.1045
TLN2	-0.0673
HDAC4	-1.00414285714286
SYCP2L	-3.20975
GLRA1	0.716
RPS6	-1.1005
hCG_1757335	0.2975
KLHL1	0.3235
CTNNBIP1	-0.355
SCAND2	-0.6707
HMGN2	0.1863
YAF2	0.3255
BRPF1	-0.11775
LIAS	-0.69975
CTA-246H3.1	0.593
SAG	-0.0705
C20orf10	-0.226
HNRNPA2B1	-1.1245
GADD45A	-1.85883333333333
MSH4	0.6435
TMEM70	0.32975
HIST1H2AM	0.243
C19orf26	-0.0878333333333333
C1orf50	0.10675
GNG3	0.09725
FTO	-0.53125
CALCB	-0.8955
PPP3R1	-0.10275
C15orf42	-0.86525
CCNJ	-0.02975
GNAZ	-0.0665333333333333
PSD	0.418666666666667
FAM57A	-0.21025
STIM2	0.201666666666667
DHX8	-0.5375
MOGAT3	-0.14325
UBE3B	0.2465
PLAT	0.148166666666667
C6orf206	0.75
COPE	0.1872
EIF3A	0.814875
C1QL2	0.48075
IQCE	1.51366666666667
KIAA0182	-0.641666666666667
SLC22A7	-0.0989
PPFIA2	0.4495
ADAMTS15	0.4685
ODZ1	0.9175
THBS4	2.93116666666667
ARHGAP1	0.641125
B4GALNT3	-0.021
FCHO1	-1.5865
LOC440456	0.296
HOXD10	1.87183333333333
CXCR3	2.22116666666667
CHI3L2	0.3255
SRPX2	2.10525
ZNF132	-0.0015
UBAC2	0.609333333333333
RPL32P3	0.3675
CBWD6	-0.576
ST6GALNAC4	0.1175
KIAA0391	-0.167666666666667
LOC388969	1.192
KRTAP5-8	-0.0626666666666667
ZNF786	-0.092
LYVE1	2.57983333333333
GPR144	0.39625
APOH	-5.391625
TSC22D2	0.429
PLCD1	-0.24375
FLG2	1.295
M-RIP	0.3588
NDUFV1	0.11425
POLDIP2	-0.273333333333333
RAB3GAP2	-0.572666666666667
RPSAP15	-1.3455
CLEC7A	0.903125
HSPA14	0.11
TAAR5	0.73175
FAM132A	-0.905
C2orf43	0.0185
OR10V1	1.5585
SELPLG	0.4545
C1QTNF6	0.478
OPCML	0.1928
DTYMK	-0.3415
ALDH16A1	0.13025
F13B	-0.4775
MGC16169	0.101
KIRREL2	-1.35716666666667
C14orf32	0.23125
SLAIN2	0.7779
HSD3B2	0.4125
AMMECR1L	-0.219777777777778
LRRC37B	-1.1105
HMG20A	-0.599166666666667
C22orf27	1.7168
FBXL22	0.4015
AP1B1	1.69483333333333
TNKS1BP1	1.07075
CD74	3.7045
HSPA12B	1.8565
PLSCR1	1.765
SLC35E1	0.519
FEZ1	-1.60575
APOD	1.147
C16orf44	0.767
C1orf166	0.4855
KCTD11	-0.22225
NELF	-0.78425
SRP54	0.253
MGC35361	-0.32275
GPR35	-1.3605
NRGN	-0.28125
SIGLEC12	0.9425
SCN1B	-0.5215
IFNW1	0.2
STAR	-4.443
HLA-DQA2	3.3275
RNASEH2B	-0.948
TAAR2	0.193
VAMP5	0.550833333333333
TUBA1C	-0.609428571428571
PIK3R2	-0.180125
ARD1A	-0.338166666666667
EBF2	0.705666666666667
CAMSAP1L1	1.191
CYP3A43	0.3385
AKR1B1	-1.79925
KIAA1729	1.3425
KAL1	-0.224
CYBB	1.463875
UXS1	0.7145
LOC338579	0.0605
C11orf45	-0.35925
SHB	1.56725
IKZF4	-0.256125
NDUFA1	0.11375
HSPE1	0.679
C1orf215	0.2735
GPR113	-0.214333333333333
ZNF573	-0.7415
TBX18	2.335
GGTA1	5.1085
PCDHGA8	1.0225
RPS6KL1	0.1045
DPP9	-0.325875
SLC43A2	2.189625
COPS3	-0.90375
PMPCB	-0.4245
HYLS1	0.041
LSM8	-0.666
PDE6B	-0.84175
C10orf118	1.9289
OR1C1	0.7302
ZNF415	0.71925
OR2F1	0.33525
ZDHHC13	0.9135
FZD8	-1.5348
TCEA1	-0.2246
SUSD4	1.646125
C22orf24	1.0215
TNFRSF14	0.067
TRIM28	-0.390666666666667
FGF5	-1.513375
CSPG5	-0.529
RNF133	0.40325
FKBP15	0.12125
BZW2	-0.03975
NSMCE1	-1.58175
PTPRN	-0.07425
TST	0.0665
POP1	-0.2115
RNF24	0.605833333333333
SFRS4	0.05025
REPS1	-0.88125
CD70	-2.197
PDXDC1	-0.00575000000000001
SRC	1.009
NTNG1	-1.91266666666667
SETD1B	0.3595
TINP1	-0.864
ZNF606	1.124
SSR1	1.1730625
RGNEF	-0.1254
NFS1	-0.663
CENTB5	-0.723090909090909
CRMP1	-1.58266666666667
ADAM18	0.94025
CCDC87	1.149
LRRC8B	1.23875
CSNK1G1	-0.132583333333333
MAFB	3.03716666666667
C12orf45	0.36125
C1orf54	3.04125
DPEP1	0.389666666666667
FLJ13137	1.3915
C14orf118	-0.320333333333333
ANKRD19	-0.14325
ABCA9	1.48
TMEM87A	0.795555555555556
BBS5	-0.2057
CYP17A1	-0.02
SCG3	-3.47283333333333
ESCO2	-0.44925
GFER	0.840666666666667
NRIP2	0.100333333333333
DDX59	-0.2684
RIC8B	-0.4456
TNNI1	0.634
KTELC1	-0.2865
GPR85	0.172833333333333
SP3	1.371125
GOSR2	0.345666666666667
DDX1	-0.00225
DSCR9	-0.2475
KIAA1984	-1.934
FLRT3	1.86275
RNPS1	-0.444571428571429
ZNF772	0.1435
SLC25A10	1.22383333333333
ADAMTS3	-0.4831
TBC1D7	-0.2445
PCYOX1L	-1.8455
LOC339745	0.691625
VPS54	-0.346375
PCDHB12	1.70775
C4orf6	-0.20675
CCL5	3.210125
PEX5	-1.752875
LENG1	0.2135
LOC51336	-1.734
FLJ25371	0.766
WDR45L	1.04666666666667
SPAG8	-0.859666666666667
GUCA1C	1.303
LOX	0.0203333333333333
FIZ1	0.2805
BAG5	0.544416666666667
BUD13	0.299333333333333
MGC2752	0.73375
IQSEC3	0.512125
TGFBR3	-1.7825
CASP9	-1.21275
PPA2	0.3135
MED24	0.22625
MAP3K7	-0.4115
SRPR	1.362125
C17orf81	-1.66725
RIPPLY1	0.322
EID2	-0.335
AKR1C1	1.71166666666667
IMMP2L	-0.121
SPSB4	0.766
BAG4	0.284625
ZNF32	1.45483333333333
KLHL34	1.45775
BRD2	-0.265875
IL32	1.21083333333333
FAM53B	1.66833333333333
SLC7A1	-0.1415
KAAG1	0.3495
CCDC54	-0.268166666666667
PRKCQ	-1.5305
TIRAP	1.289625
SPSB1	1.77216666666667
USP36	-0.076
FLJ32569	0.871
LYZ	1.60675
TMEM186	-0.882166666666667
TPM2	0.4435
C9orf100	0.294166666666667
PPP1R11	0.875
OLFML3	1.2224
ELAVL1	-1.015
DNAJC17	0.118166666666667
ABCA2	-1.67825
BNIP3L	-0.302375
ATP10D	1.3685
GALNT8	-0.187
PRKCH	1.5335
USP12	0.2985
STXBP1	-1.2603
LSM2	-0.655
ANKRD30A	0.1785
LAP3	0.95375
C9orf40	-1.26316666666667
KATNAL2	-0.416
RG9MTD2	-0.4655
PNPLA7	-0.15425
IDH1	1.713
C1orf57	-0.5025
XRCC5	0.6883
TBRG4	-0.1735
DCDC5	0.231166666666667
POU5F1	-4.42425
RAB1A	0.637071428571429
KRTAP15-1	0.179
INHA	-1.25
WDR90	-0.669125
MLL2	0.415666666666667
FAM104B	-0.50375
SF3B14	-0.2095
STX1B	-0.5155
SNX12	0.1115
KMO	2.50816666666667
FAM100B	0.796
CDRT15	0.417
RAB9A	0.641333333333333
RUFY3	0.4665
UBE2U	-0.3575
NFKB1	1.52
FBXO38	-0.568
VRK3	-0.026
TUBB8	-0.0975
IFNA6	0.0175
AYTL1	-0.390833333333333
RBP3	0.03
MUC13	4.142
C8orf30A	0.122
MFAP1	-0.318
NHLH1	1.45025
CXorf34	-0.861
SP8	-2.046
RNF151	0.133833333333333
TDRD7	0.4135
KCND2	2.98275
FKBP9L	0.924833333333333
C17orf44	0.853875
TIMM17B	-0.4245
WIPF1	0.9525
SNX15	-0.2039
IGF2R	0.2879
SBSN	-1.4915
RBM15B	0.24125
AGBL5	-0.890916666666667
APEX2	0.0795
C17orf39	-1.55525
UBE3A	-0.0285
SPANXC	-2.2245
TGFB1I1	0.254
RBM13	-0.8895
TOP2B	-0.728833333333333
NPVF	0.294
RIMS4	-1.079375
RAD54L2	-0.7605
RSPO3	3.42083333333333
C2orf47	1.2025
TSPAN4	-0.6705
DNAL1	0.28525
DKFZp761E198	0.695375
NLE1	-1.35925
TPST1	-0.63625
SREBF1	0.510625
CLEC12B	-0.2275
FUK	0.7675
IL21	-0.247
LTK	1.64725
DKKL1	-0.746
EPAS1	0.158125
UBTF	-0.1521
HIST2H2AB	0.405583333333333
TMPRSS12	0.132142857142857
KIAA0427	-0.242666666666667
CYP8B1	-0.224833333333333
FPRL2	4.044
LOC402573	0.05325
HSDL2	-1.24133333333333
SEMA6B	0.4045
AKR1A1	0.281571428571428
CLTB	0.254090909090909
NXT2	0.2755
HSPB7	-2.0365
MLLT11	-1.08983333333333
OLFM3	0.605333333333333
SEC61B	1.10058333333333
GPR139	-0.814
RRP15	-1.99775
OR3A2	0.6355
RSL1D1	-0.8825
P2RX7	-0.670833333333333
PSME2	0.53175
ADNP2	-0.39825
RBM25	0.209
IFITM1	1.05125
POLR2E	-0.807
ZNF643	-1.1745
ZBTB25	-1.50533333333333
SPTBN4	0.878875
FBXO28	0.40575
CLEC10A	2.0665
EPHA8	-0.250875
BEST4	-0.908
GAS6	-0.189833333333333
TSHR	-0.25725
TMTC1	-0.717727272727273
GSTM2	-1.46266666666667
ETV1	-0.574125
ADAM11	-0.819833333333333
ERGIC2	-0.0761666666666667
ATP6V0E2	0.239666666666667
HGFAC	-2.44283333333333
CTTNBP2NL	1
FLJ20628	-1.85775
MTCH2	0.08575
BACH2	-0.0655
AUTS2	2.402
FSD1L	-0.686
RPRM	0.615666666666667
PPP2R3A	0.803166666666667
BAT2	-1.311
LPHN2	2.444
MGC71993	-0.489833333333333
PPARGC1B	0.6175
CENPT	-0.79875
RNF123	-0.555166666666667
COL27A1	-0.2792
ZP2	1.029
C2orf21	1.534
CCDC78	-3.001
MCM8	-1.03216666666667
PHLDB2	-0.135875
PLAUR	0.153625
HDPY-30	-0.661
BMP5	-0.013
MUM1	-0.919125
FAM62C	-0.838
MID2	1.64883333333333
SYT16	0.157
ISG20L1	-1.0021
C2orf40	3.19475
SRRM2	-0.265428571428571
FCRL1	0.24725
C1orf90	1.92383333333333
MEP1B	-0.018
PCSK7	1.0287
PBX2	-0.732
CENTB1	0.1225
GLT6D1	-0.021
HGS	0.35125
WDR51B	0.39825
KCNJ8	2.75775
NOL10	-0.279125
EDEM3	1.019125
TCOF1	-1.09
SLC16A1	-1.998
SF3B3	-0.762
NUDT21	-0.352875
ZNF235	0.4755
KIAA0644	3.98175
ERC1	1.410125
NKIRAS2	0.221333333333333
TRMT5	0.02275
PPP1R7	-0.30075
C14orf177	0.6685
HTRA4	1.6645
FAM139A	0.6235
C16orf30	5.1125
C10orf32	-0.708375
VCX2	-1.10875
MGC27016	0.686
LARP5	0.8805
THNSL2	2.1105
TRADD	0.965
C1QTNF1	0.845625
C1orf43	-0.1218
AS3MT	-1.73375
SCARF1	0.90775
PHF23	-0.40575
B3GNT2	0.733833333333333
FNBP1	-0.826
ZNF780A	-0.0355
MAGEB2	-0.66925
FANCG	-0.03125
EYA2	4.22291666666667
ZNF471	1.20825
C14orf153	-0.148166666666667
BCL2L14	3.3425
EFS	1.71166666666667
CKAP4	1.99233333333333
ZNF224	-0.0659
ZNF652	-1.17275
TMEM4	-0.05775
SCN3B	0.91725
OAT	2.03
DRD1	0.553714285714286
IQGAP2	0.0921666666666667
CDYL	-1.05266666666667
PFN3	0.8655
ANKS1A	-0.13025
COBLL1	0.966166666666667
C2orf55	2.44333333333333
PRCP	1.4665
TMEM130	0.26125
SPINK1	-0.091
NDUFB1	0.7395
DIO3	4.56675
PRTG	-1.94766666666667
PVRL1	1.65375
CNTD2	0.901
MYL4	-2.38666666666667
SLC17A1	0.408
RGMB	0.4011
TAF5L	-2.3445
FAM27E1	-2.51675
CCDC59	-0.2175
MED20	0.305166666666667
CHMP4A	-0.09625
FBXL12	-1.34966666666667
TOMM20	-1.328625
ZNF364	0.53875
COL22A1	0.523
C13orf8	-0.4165
TBC1D14	-0.173285714285714
MRPS35	0.150875
LOC51057	0.0575
MSC	0.42
CILP	5.46933333333333
ATXN7L2	0.439
BTLA	3.0755
SEC23B	0.368
RDH13	0.296
C17orf63	0.513666666666667
TIA1	-0.494666666666667
RHOXF1	-0.168
SPAR	0.516333333333333
SPTLC1	0.099125
HMGB3	0.561692307692308
TOPBP1	-0.536333333333333
NAT8	-1.65666666666667
KLF11	0.984375
HOMER3	-0.0991666666666666
KCNAB3	-0.749
C9orf85	0.2735
HCG3	0.52
MGC34821	1.2445
PHLDA3	0.964
ODF3	0.355666666666667
KLHDC4	-0.817666666666666
GABARAP	-0.025
AGR3	-1.9705
EXOC5	0.4995625
AADACL2	-1.07333333333333
LOC91893	-0.2545
RPL36A	-1.1345
SLCO1B3	-1.85575
PTPDC1	-0.78025
DUSP7	-0.416
NRP1	0.567071428571429
VSTM2L	-0.276833333333333
PLEK	2.73775
NLRP3	2.5335
TUSC5	-0.59575
GPR3	0.344666666666667
RAB8B	0.334375
UBE2E3	0.43825
RC3H1	1.433
MED29	0.51175
CCDC50	0.065625
C20orf111	-0.139833333333333
PRDX6	-1.2345
TETRAN	0.8905
BCAN	0.1924
SMPD4	-0.7405
AKAP7	-1.82825
ZNF500	-0.924166666666667
FGF11	0.0458
FLJ11151	-0.803333333333333
FARSB	0.700666666666667
MARCH10	-0.5365
ACYP2	0.305875
HTATIP	0.827
CLDN4	3.043125
GRM8	1.307
SLC22A18	-1.146375
RNF141	0.0923333333333333
GRK6	-0.34175
VPS26A	-0.1716
PIGZ	-0.36275
LYSMD4	0.10425
CRLS1	-0.329166666666667
KIAA0562	-0.4382
WFDC5	0.444
TTTY12	2.338
MGC16824	-1.111
FLJ25476	0.5815
WDR8	-0.7135
SEPT5	-0.3985
PROK2	-0.607833333333333
RPGRIP1	0.44275
MTHFR	-0.553045454545455
NEURL2	-0.717
TRIM60	0.145
DACH1	5.062375
PLK3	0.25125
UBE2F	0.15725
ATP5I	0.495
TMEM28	-2.83575
MRPS34	-0.3975
LOC129293	-1.10208333333333
DAP3	-0.453
KRT28	-0.158
PHF3	-0.218
RASL10B	-1.405
DVL2	-1.2975
OSTalpha	-0.8345
DICER1	0.586125
ARMCX5	-0.06
AMN1	-0.239
SSBP4	-0.570833333333333
CAPZA2	-0.173625
IFNA2	-0.378
