Hybridization REF	TCGA-E2-A10F-01A-11R-A10J-07
SLC20A1	-0.575
FAM112A	0.14375
LDB2	0.935
MRPS23	-0.49
KLK5	1.415375
SPTB	-0.2718
EFEMP2	1.509
EFNB2	0.583375
PCM1	0.935285714285714
NMNAT3	2.38325
TSG101	0.693333333333333
C8orf40	-0.0685
NOB1	-1.1945
ABHD3	-1.5225
GTF3C4	-0.35225
PIGN	0.559333333333333
GALNTL1	1.719
AEBP1	2.97675
OR9Q1	0.2105
ANKRD2	0.268
CCL28	-0.757
TRIM38	1.06266666666667
TMCC1	0.27475
SMG5	0.14475
LRRC7	-0.848
NCAPD2	-1.272
C6orf153	-0.5455
C1orf74	0.87375
OTUD6A	0.3155
DCP2	-0.9085
TMEM24	0.41875
RPL18	-0.142833333333333
TMEM177	-0.211
LRRC37A3	0.52175
C1D	-1.01483333333333
LDHC	-1.29325
UBE4B	-0.291166666666667
NIT1	0.79525
BTN3A3	1.1625
RASD1	0.367375
COMMD3	0.4455
SHFM1	-0.3895
BIRC8	0.48025
DUT	-1.07
C12orf51	0.38
LRRC59	-1.004
LY6H	0.811
WDR22	0.333333333333333
EDEM1	0.308428571428571
ADH1A	2.858
PANX2	-0.3041
CYP11B1	0.182
CDC73	0.1095
GPR172A	-0.1865
GSTM3	1.96015384615385
KCNA5	0.984
SERAC1	0.245166666666667
NFATC2	0.1025
ANAPC5	-0.3637
C15orf24	-0.08125
NFATC2IP	0.0831666666666667
TNRC6C	0.84
MGC102966	-0.4215
FGD5	1.0955
MED9	-0.52425
RAB13	0.809833333333333
C15orf49	0.047
CRYGS	-0.6347
C12orf53	-0.706
LOC283693	-0.413
COX6B2	1.465
PHF14	0.0125
FAM3A	-0.454375
RPL13	-0.497
PRDX2	-0.2883
FLJ34047	-1.182
PRMT3	-0.37875
KCTD19	-1.62
TRIM10	-0.629
MGC26597	-0.105666666666667
GCNT4	-0.271
GPRASP1	0.95675
CDKN1C	-0.540416666666667
RHBDL2	1.4054
HSPH1	0.16575
AQP1	3.039125
COL17A1	0.5319
GFAP	-0.091125
CDC16	0.17175
KIAA1614	0.621
C6orf118	0.441833333333333
ZSWIM5	-0.76375
FAM83F	2.13175
LYNX1	0.3209375
SYNPR	-0.51975
XG	3.16483333333333
PRSS16	0.19775
KIF13B	1.01821428571429
PCDH9	-0.73225
HIST1H2AH	0.779166666666667
RBM18	-0.641
ZNF626	0.374125
HEXIM2	0.229
ITFG1	-0.996
TUBG2	-0.6065
SFRS7	-0.091
C9orf14	0.5285
EXTL1	-0.792
GBP3	1.58033333333333
WDR5	-1.004
RARG	0.487166666666667
MYO7A	0.1955
CECR6	0.39675
C13orf3	-1.721
SFRS18	-1.033625
ACVR1B	0.2045
PSMD1	-0.4478
C7orf31	-0.126333333333333
ILVBL	-0.368
IFNGR1	1.26
RNF186	0.51875
NOL9	-0.6785
MAGEL2	0.95825
SLC29A2	-0.6425
NHSL1	-1.95025
RBMX	-0.218
PSORS1C2	0.325375
RAD51L3	0.17975
LCN6	0.6895
ORAI2	-0.32475
BRUNOL6	-0.1546
OR4K5	-0.2405
CDC123	-0.579
MSLN	-2.321
WWTR1	-0.433833333333333
ZNF700	-0.892666666666667
COBL	-0.12225
PPP1R16B	0.105875
GAS7	0.7329
MDN1	-1.234
HAAO	0.242
C9orf68	2.552
TNFAIP2	1.23675
FOXN1	0.2585
hCG_2033311	-0.641
ATP6V0D2	1.5698
RPL41	0.625875
SLC38A1	-0.438125
ARHGAP6	-0.5095
ADAD2	-0.85775
PHF20L1	-0.1899375
MCM3AP	-0.307833333333333
ST3GAL3	-0.633666666666667
SNX1	1.61133333333333
ELF5	-0.498
PARP3	1.61175
RBM8A	0.0984375
LINGO4	0.557
ITGA9	0.785
ZFR	-0.25125
ACSL6	0.563625
FLJ20699	-0.1398
DAOA	0.432
FABP4	4.72825
KCNB1	-0.46125
CANX	0.126
SLC25A28	0.596666666666667
ADIPOR2	0.69725
ECHDC2	2.003
SMA4	0.16425
FRZB	3.828125
PABPC1	0.214666666666667
DMRTB1	-0.274
APOBEC3G	1.1865
CATSPER2	-0.654833333333333
CUEDC1	1.3615
STARD9	-0.77725
CLDN8	2.24825
LOC23117	-0.434
E2F6	-0.254777777777778
TMEM126B	-0.444333333333333
DPY19L4	0.29925
GIMAP5	2.92983333333333
NDUFA9	-0.439
FAM77C	2.131
CTPS2	0.72325
LOC51035	0.122
WDSOF1	-0.73775
EGLN3	0.12075
PITX3	0.587166666666667
OR52E8	-0.2185
GRM4	1.046
KLK1	-2.45416666666667
GPM6B	-1.966
RRAGD	-0.2055
PAGE5	-3.55925
UCHL5	-1.10566666666667
ULK3	-0.2085
AIM2	0.850666666666667
PNO1	-0.370666666666667
OR2F2	0.313
GNAT2	-0.236
SIX1	0.84225
ST13	-0.277083333333333
ZBTB44	0.10675
TIMP2	0.38
ZMAT4	0.80975
GTF2IRD1	0.0646666666666667
ZNF19	0.193166666666667
ZNF714	-1.165
RSC1A1	-0.4015
C9orf80	0.317
PSMA8	0.0623333333333333
TMEM141	0.629
COX4I1	-0.819642857142857
CTAGE1	0.0211666666666667
DTWD1	-0.52625
HSD11B1	2.73425
KRT6B	3.60825
ARID4B	1.244625
LHFPL3	0.35225
WWP2	0.04425
ZNF326	-0.0498333333333334
RGPD1	-0.269
CTSH	1.23466666666667
FASTKD1	-1.274875
PAF1	0.4494
TTC9C	-0.20175
IFT57	0.4321
PRSS36	0.1055
IL20RB	-1.701
ZNF592	0.0758333333333333
DCTD	0.1388
CFP	0.75825
MFNG	0.14125
JMJD2B	1.4535
ALDH3B1	-0.097375
THSD4	1.5195
KCNJ5	2.79933333333333
LMNA	0.919333333333333
TBCD	0.31075
ZNF250	0.0458333333333333
CASQ2	2.55483333333333
PEG10	-3.22108333333333
PRAME	-6.36773333333333
NP	-0.370125
TRIM59	0.588833333333333
ZNF12	0.34225
XTP3TPA	0.40675
SIGLEC7	0.7633
PANK4	-0.277
FAM70A	-0.639
SNED1	1.02075
HIP1	0.4123
RAET1E	-0.359166666666667
AMAC1L2	-0.423
AHNAK2	0.629166666666667
TOE1	-0.373333333333333
RECQL4	-1.90925
SPRYD3	0.78
DPAGT1	-0.16925
MAGED2	2.5677
ANKRD55	0.01425
TRPS1	4.0985
DOK7	1.1235
TFPI2	-5.67
GTF2H3	-0.9
CYP4F11	0.228875
LHX2	-3.42383333333333
ATG16L1	0.7055
ASB12	0.326
C1orf116	3.487625
NF2	-0.879
POM121	-0.5436
PHYHD1	2.5394
TXNDC17	-0.802833333333333
DKFZp779O175	0.59975
NUP62	0.155642857142857
MYO18B	-0.781666666666667
PRAMEF1	0.1785
TCBA1	1.10225
TMEM168	0.455
FJX1	0.221666666666667
CLCF1	-0.4505
SEPN1	0.483125
IGSF2	0.40175
NUDCD1	-0.713333333333333
TFF3	2.80166666666667
NDFIP1	0.589785714285714
CHCHD4	-0.7825
TNR	0.31
CUTA	-0.00916666666666667
USP44	-3.98325
DPP10	0.9885
IWS1	-0.1995
PCGF1	0.01375
SULT1C4	0.3875
NTF5	1.0705
PTPN13	1.83425
SSTR5	2.049
SFRP1	-1.971625
IDH3B	-0.781
SUOX	1.47333333333333
TMCO5	0.414
GOLT1B	-0.8065
MIB1	0.0122142857142857
PCDHGB1	0.805
SUSD1	0.34975
ICAM5	-3.53316666666667
PAPOLB	0.589
URM1	-0.2933
TMEM106B	0.175833333333333
LRIG2	-0.5535
SLC27A5	-1.1925
CLIC6	1.5548
ZNF420	1.94416666666667
SCN9A	-1.0919
KIAA1909	0.215
ELMOD1	-1.07025
PRKAG1	0.41725
FAM64A	-2.12233333333333
EEF1G	0.15715
SMAD5	0.837
INCENP	-3.151
WASF2	-0.156
GARS	-1.2996
CDK10	-0.8046
HLX	0.390833333333333
MDM4	0.184625
ZNRF1	-1.1465
HHATL	-1.73416666666667
FAM21C	0.7099
HIST2H3C	0.1105
PFDN2	0.295375
ZNF200	-0.38725
NDN	0.3025
HBA2	-3.17033333333333
FBLN5	1.904125
PUM1	0.4715
TNNT1	0.819166666666667
C19orf59	1.58083333333333
HNRPH2	1.11466666666667
RAB7A	0.459666666666667
PMS2	-0.257375
BIRC3	0.420333333333333
NRSN2	0.295375
OR52K2	0.43
SPOCK1	1.04735714285714
H2AFY	0.93675
RXRB	0.0135
ZNF638	-0.0806666666666667
ANKRD45	0.16975
ACTN4	-0.3515
FXC1	0.6045
EIF2B5	-0.0885
VPS33A	-0.28475
PINK1	0.875
FAM106A	0.2445
SKIP	0.3606875
GAPDHS	-0.2975
MUM1L1	5.6075
PSTPIP1	1.57325
CNTNAP1	-0.5097
CYP26A1	1.3555
APOL2	0.7583
TACC2	0.489625
COX7A2L	-0.0880714285714286
HSD17B1	1.390125
ARRB2	0.25
SLC7A6	-0.7863
HSD17B10	-0.4835
RBJ	-0.0275
NUP155	-1.7915
MRPL10	-0.169
CYCS	-1.86308333333333
CCDC46	0.0465
TECTA	0.6795
GNAL	-0.02925
LPO	-0.43
PEBP4	1.46725
DDX11	-1.8595
C18orf12	0.3635
TAF9B	-0.15675
IMP4	0.21375
RPA4	-0.582166666666667
NDUFS1	-0.67475
UPK1A	-0.717166666666667
ARRDC2	0.327
C18orf20	-0.247
AES	0.350571428571429
CD2BP2	0.02
C16orf54	0.006
UGT2B17	-2.5295
FGFR1	-0.437772727272727
CEACAM6	-1.5403
CHRM5	0.572
CERK	-1.058875
AP3S2	0.220928571428571
ANKS4B	-1.46225
CLCNKA	-0.0538333333333333
ZNF208	-0.314666666666667
HLA-DRB5	3.9435
CARKL	-0.72975
GOT1	-0.670833333333333
CASP6	1.19975
HOXA1	-0.838
RCL1	0.3925
ZNF181	0.652166666666667
RAB40B	1.1525
MRPL38	-0.26775
LRRN2	3.89625
C3orf25	1.1155
OR5D14	0.2845
OR10AG1	-0.119
BET1L	0.5284
FRY	3.33575
AK3L1	-0.773
CSF3R	1.1785
POLR3K	-0.348333333333333
ATG2B	0.484166666666667
EPS8	0.3005
DARS	-0.2025
C10orf56	0.567833333333333
DAD1	0.287833333333333
RIOK1	-0.590333333333333
HERC2	-0.80325
HSD11B2	0.386166666666667
FAM96B	-0.628
MGC13057	-1.778
BSN	-0.196
CAND1	0.0705
HCST	2.068
ACTR10	0.3445
OR8D4	0.394
NASP	-1.9854
COL9A2	-0.054
LYZL1	0.0135
GPC5	-2.668
TBL3	-0.130166666666667
CENTD2	0.6915
OR5AP2	0.113
TLR1	2.5775
LMO6	-0.02925
ZIC2	-3.146125
CPNE5	0.2745
ZMYND15	1.191
FLJ22374	-0.73075
CCDC106	0.48425
PARP16	-0.11775
PDIA3	-0.02375
C14orf126	-0.01575
CECR2	-0.8815
SFRS1	-0.477714285714286
FIGLA	-0.3765
DCP1A	0.1255
MGC45800	-0.8371
TEKT1	1.08633333333333
C10orf67	0.6375
CLN5	0.934
NTN2L	-0.145
GLE1L	0.1345
CES2	-0.5022
GNAS	-0.033
DDX53	-0.043
TSPAN13	1.86425
MRPL52	-0.8633
SPIRE2	-0.67575
TAS2R39	0.51425
SCUBE3	0.40475
UCRC	-0.2494
CDKL3	-0.0935
KIAA1715	-0.4017
ZNF345	0.89025
RTF1	-0.40075
DHRS7	1.2305
RIPK4	-2.42483333333333
EXOSC2	-1.11166666666667
MS4A2	4.275
FGF17	-0.27575
WDR59	-0.715375
EVI2A	-0.1515
IL17RC	0.450166666666667
HS3ST1	2.8135
ITGB1BP2	-0.8755
RBPJ	-0.679666666666667
GIMAP1	3.398
INE1	-0.758833333333333
ALDH18A1	0.50175
TPI1	-1.7015
GATA6	0.361
CABP1	-0.5615
ZNF484	0.77025
DAPK3	0.6285
GJB1	-3.36391666666667
PIN1	-0.12525
SLC6A15	-3.43225
CNO	-0.33575
RIN2	2.764375
FRRS1	0.119
CYorf15B	-3.710875
DMRT3	0.6095
ATAD1	-0.52575
OTUD4	0.204222222222222
ATOH8	-1.55125
ZSCAN16	0.914
ASCC1	0.08225
OTUD3	0.149625
MGC33212	-0.727833333333333
YME1L1	0.03325
RP11-218C14.6	0.4445
PCBP4	0.044
TNFRSF10A	0.86975
CDH10	-3.61616666666667
KL	0.994125
SCP2	0.6545
C9orf119	0.206375
SON	0.0715833333333333
MAFK	-0.5595
SBNO2	0.4325
SLC6A6	0.62725
SC4MOL	-0.875125
FAM35B	0.252
PPP1R9A	1.192375
PDZRN3	0.7905
CXorf20	-0.0045
C6orf126	2.16275
AVEN	-0.52525
FLJ21075	-1.0205
C14orf132	1.24325
PCK2	-0.272875
GUCY2C	-0.0495
BARX2	-0.46725
PEX11G	1.152
DAO	-0.586333333333333
C10orf49	0.13425
EDNRA	2.806
PPP2R5A	0.1685
DDX39	-1.3165
SERF1A	-0.326
ASCIZ	-0.1926
FNDC8	-0.47
PTMS	0.137125
PHF7	0.2965
PIP4K2B	0.05325
HHLA2	0.29625
BDH2	0.7821
APOBEC2	-0.07325
PENK	-0.469
SMAD9	-0.5325
MT3	-0.7575
RGL1	0.195875
ATG10	-0.877
DLGAP4	0.601333333333333
APPBP2	-0.568214285714286
BACE2	-0.389142857142857
LOC339344	0.73
ZNF395	0.314
HIST1H2BL	0.61375
ZNF467	1.213625
SLC25A21	-0.6875
PALM2	-0.378166666666667
NSUN5C	-0.77725
IL5	-0.0826
CLSTN2	3.005
ANXA8L2	1.179
PTGES	1.5455
GDAP1L1	-0.603166666666667
OPRK1	-0.533833333333333
WDR20	0.666833333333333
C12orf4	0.438875
NUP88	-1.653
XRCC6BP1	-0.9855
FCGBP	2.33157142857143
LEMD2	0.034
NOMO1	0.08025
C10orf79	1.1835
ZNF79	0.7314
OCRL	0.3214
HSPA8	-0.00925000000000001
DIDO1	-0.234208333333333
PLA2R1	1.70225
COG3	0.6136
NGDN	-0.38175
CBFA2T2	0.1675
PNOC	0.498
PRRG1	0.437166666666667
AGGF1	-0.179642857142857
DPF2	0.82775
YIPF7	0.5065
TRPV5	0.15725
ZNF322B	0.872
MED12	-0.0383333333333333
CARS	-0.264833333333333
ABCC11	2.78266666666667
C9orf25	0.032
MYH1	0.614
FRYL	0.384416666666667
AGTRAP	0.1995
MMP27	0.219
ZNF432	-0.042625
OR8D1	-0.0245
OR13D1	-0.16375
VWA1	2.01075
STON1	-0.11325
IL5RA	-0.417
PERP	-0.5556
C10orf107	0.986333333333333
TNFSF12	2.237
FN1	1.81820833333333
MTR	0.1915
PHLPPL	-0.688166666666667
ZNF425	1.061
DHFR	-1.34472222222222
PPP1R12A	0.35625
RSPO2	-1.200375
ZNF7	0.152
ZNF583	0.56375
TPMT	-0.5155
GPR132	1.20225
OR2T12	0.08275
SERTAD2	-0.0166
ATP1A1	-0.0914
FRMPD3	0.82275
ZNF672	0.56875
PLXNB3	0.722375
EML5	-0.5255
FAIM3	1.3385
UBQLN2	0.62175
SORCS2	2.32325
PRIM2	-1.264
ACVR2A	1.0745
YWHAZ	0.208833333333333
PGM2L1	1.228
GNAO1	0.015
RPL10	0.3714
RPS6KA6	0.0455
PFKL	-0.614333333333333
SH3D19	0.922625
AURKB	-2.89183333333333
ZC3H6	0.692625
DISC1	0.108333333333333
FLJ39660	-2.559
TMEM25	3.21675
OSBPL10	0.20125
CLTCL1	-1.3455
ALG6	-0.3045
CATSPER4	0.0055
LRTM1	0.0855
RRAD	2.492
TIPIN	-1.83425
CARD14	1.363
RBM9	0.225333333333333
RASSF4	0.86375
SLC25A18	-0.278666666666667
C6orf58	0.0203333333333333
IGHD	0.29
PLA2G6	-0.1975
TPT1	0.924625
SEC63	-0.119
CCDC113	0.1391
TDRD10	0.28525
KIAA1666	-0.1885
TOR1AIP1	1.00283333333333
SYTL4	0.503833333333333
SPRR2F	-1.308
CEBPD	2.24675
SNTG2	-0.46675
C20orf77	-0.455
TAS2R49	-0.0325
C6orf173	-2.5325
SVEP1	0.9647
PXN	-0.291857142857143
VIL2	0.452416666666667
C5orf21	0.603583333333333
DIXDC1	0.703375
GANAB	-0.7715
PDSS1	-1.30825
NGFR	-0.11775
ATP8B4	1.68325
BMP8A	1.322
CCDC132	-0.161833333333333
GNRH1	-1.5145
OR10T2	0.3195
PDGFD	2.79266666666667
OR6W1P	0.15
HARS	-0.2935
KRT77	0.1275
AQP8	-0.37625
ITGB1	0.9003
ZNF254	-0.2029
PAX1	-0.128333333333333
PSMC4	-0.2988
ANKRD22	5.10175
PSMD8	0.116833333333333
HTR1E	-0.445333333333333
SOX10	-2.7378
OR5B2	0.19
RABGEF1	-0.851285714285715
MAP1LC3B	-0.66625
CYB5R4	0.62775
AGXT2L1	0.1225
FLJ41603	0.761833333333333
TRAPPC2	0.900666666666667
FNTB	0.5785
FLJ14107	-0.391666666666667
AURKAIP1	-0.087
DSE	2.3515
NFKBIZ	-0.113166666666667
OSBPL3	-1.0725
LOC130576	1.3935
SLC39A9	0.139666666666667
LOC137886	0.215083333333333
RHCE	-3.5345
ATG7	0.598333333333333
FAM82A	0.935
FBN3	0.009
MCFD2	-1.2475
CASP14	0.063
EPS15	0.42775
SFRS2B	0.711333333333333
C19orf47	-0.0695
PLAC9	1.4135
GPR23	-0.601
BTNL3	-0.000666666666666679
RGS8	0.177
GNS	0.84225
ENO2	-1.74
CBX1	-0.0352
PEX26	0.1455
LRP5	-1.0485
ADAMTSL4	-1.75316666666667
ARR3	-0.2425
MAP1A	0.33025
CD2	4.605
NAV2	-1.0834375
TMEM69	-0.3515
ATXN7	-0.846
CHN2	1.11283333333333
ZNF781	-0.192666666666667
HAS2	-2.94066666666667
KIAA0241	-0.726833333333333
BIC	0.8455
MOBKL2A	-0.028
CYP2C9	-0.246
CNOT7	0.192928571428571
SFRS10	-0.424
CST11	0.06775
FLJ37543	0.0625
NKAP	-0.694
RUNX1T1	3.69675
EAF1	0.5105
IL4I1	3.29925
LRRC61	0.0808333333333334
PSIP1	-1.359
SPRR4	-0.1545
ZFP90	0.591833333333333
AP2B1	0.130461538461538
SLC30A7	0.431583333333333
C7orf28A	0.1165
S100B	-3.293
BMP2	-1.946375
ESR1	3.17416666666667
ZFPL1	0.13025
ARHGAP12	0.0465
LRRC19	0.0185
ZNF767	-0.501666666666667
NACA	0.3612
OLIG1	-2.741625
PRF1	1.32225
LST1	2.81366666666667
SPATA9	-0.115333333333333
CNFN	0.839
CDK4	-0.5978
TCF15	-1.84683333333333
PARC	-0.15375
PPM2C	2.23225
LOC283345	-0.1975
FAM107B	0.45625
DMXL1	-0.086125
RBM3	0.796625
HTR5A	-1.03483333333333
SCFD1	-0.25
EPHB3	1.452625
ROPN1L	1.52033333333333
RAMP3	1.251
TSPYL5	1.33927272727273
GAP43	-0.9745
PAPD4	0.142125
PDE3A	-1.16775
TNFRSF10C	1.6355
JMJD5	0.247666666666667
RASGEF1A	1.098
C16orf65	-0.437
HIPK3	0.5015
XYLT2	0.2005
XPOT	-1.34166666666667
GAL3ST1	-2.04675
DHCR7	-1.6565
AMIGO3	0.0758333333333333
FGFR4	-2.38033333333333
CRAT	1.5505
PPP1R14D	-0.2045
TRIM14	0.952
TMPRSS11D	0.3635
SLC7A11	-2.32342857142857
OR10H2	0.3185
PPM1E	-1.3352
DOCK4	0.73675
FAM127A	0.0165
ENOPH1	-0.332
SLC5A3	-0.6876
ZNF530	0.0639
NTS	-7.27425
FRMD4A	0.355375
BCL11B	-2.50766666666667
PRM1	-0.185
UQCC	-1.0086
S100A16	1.68533333333333
PLS3	0.31925
WWOX	-1.23392857142857
CCDC23	0.289
GTSE1	-2.3465
GP2	2.719
FLJ32549	0.397125
CHIT1	4.15525
KLF9	0.20725
RPS24	0.3834
MIA	-1.887
FIGN	-0.86725
PYROXD1	0.478125
PCSK2	-0.22525
MRPL9	0.202
RPL24	0.0925
C12orf32	-0.651125
HIST1H2BE	0.57275
RGS18	2.21575
LFNG	0.773
RAB4B	0.257
FBXO25	0.513666666666667
TSPAN31	0.970333333333333
ARL8A	0.960285714285714
C10orf83	-0.254
OR51B6	0.556
CNKSR2	-0.3395
C1orf156	0.87025
IBSP	1.658
GFRA2	0.2832
ALKBH7	0.2744
NEK10	0.64425
VN1R3	-0.046
LOC91948	-0.1905
CPZ	-0.05675
IHPK3	0.351333333333333
COL8A1	1.64
RBPJL	0.095
OR10A4	0.0405
CASP8AP2	-1.12575
MMP12	0.849833333333333
OR8B12	0.3735
CDCA5	-2.08783333333333
LIX1L	-0.45475
PEX11B	1.483
GABRA1	-0.2414
HABP2	0.547
REEP1	0.72
FBXO15	1.73025
CD68	1.8615
WFDC9	0.124
GHDC	0.698833333333333
SMARCA1	-1.24025
SPAST	0.0165
PLXND1	0.221416666666667
MLCK	-0.081
INTS5	0.517166666666667
BSG	-1.03307142857143
PARP8	0.606166666666667
TEAD4	-0.534666666666667
ZNF498	-0.457125
TMEM89	-0.452
DTX4	0.187625
TNRC6B	0.00912500000000002
ARMC2	-0.598125
FGFBP1	-3.057
TIMM8A	-1.28816666666667
AJAP1	-2.5543
ZNF608	-0.75425
SLC25A42	-0.237
SYP	-0.00300000000000001
MMP11	3.399
USP40	0.57
C3orf62	0.306333333333333
MYO1E	0.2237
LRFN4	-0.829
XCL1	1.133
GPR155	0.948625
VPS29	-0.016875
CARHSP1	-0.64475
ARHGAP20	1.03583333333333
GREM2	0.202428571428571
CCDC102B	1.56525
ZNF577	0.14
HDDC2	-0.93575
SHC2	1.1885
NCOA5	0.6695
INPPL1	-0.8225
CHGB	-2.8654
IHH	0.085
DDEF2	-1.20016666666667
DIAPH3	-2.03909523809524
BUB3	-0.046
GGH	-2.16022222222222
VPS35	-0.1898
CNN2	0.729916666666667
ASNA1	-0.0125
WDTC1	0.7895
AMAC1	-0.833
HAS3	-1.004
SLC1A6	-1.619
ZNF563	-0.2765
C1S	4.39525
TCF7L1	1.62525
OR10Z1	0.214
ME2	0.0773
C6orf151	-1.046875
KPNA4	-0.2056
GLO1	-0.523
WDR61	-0.162
CD302	1.006
SIRT7	0.3085
C11orf59	0.4935
PKIG	0.15725
PPIL3	0.046
CCDC74B	0.9525
ZNF528	0.79525
EFNA5	-0.423
FCGRT	1.8445
NOL4	0.698
CCS	-0.01175
LOC374491	-0.339
MFSD7	2.776
ZNF555	0.315
LIMS3	-0.147
TSSC4	0.453
COL11A2	-1.188
C1orf119	0.715166666666667
BPNT1	0.279875
CHRNA6	2.18
C1orf173	0.7009
PLD2	0.5335
ORC1L	-3.18475
SASH1	0.50375
CDC14B	-0.690125
RLBP1L1	0.5615
LDLRAP1	-0.0757
NAT8B	-0.0853333333333333
HHEX	-2.0455
LGALS7	1.68575
PLCH1	-1.305125
OR1M1	-0.114
PRAMEF16	-0.2445
HECTD1	-0.2115
C14orf39	-0.0745
TLN2	0.5923
HDAC4	-1.23214285714286
SYCP2L	-2.6825
GLRA1	0.1135
RPS6	0.482375
hCG_1757335	0.146
KLHL1	0.6375
CTNNBIP1	0.8095
SCAND2	-0.1001
HMGN2	-0.3686
YAF2	0.3595
BRPF1	0.05625
LIAS	-0.656
CTA-246H3.1	-2.656
SAG	1.20725
C20orf10	0.2725
HNRNPA2B1	-1.03466666666667
GADD45A	0.722
MSH4	-0.1095
TMEM70	0.2315
HIST1H2AM	0.415625
C19orf26	-0.103666666666667
C1orf50	0.11025
GNG3	0.37875
FTO	0.1775
CALCB	-0.956
PPP3R1	-0.7075
C15orf42	-2.683625
CCNJ	-1.15
GNAZ	-0.355666666666667
PSD	-0.319666666666667
FAM57A	-0.9295
STIM2	0.657333333333333
DHX8	0.42575
MOGAT3	-0.54525
UBE3B	0.6985
PLAT	1.03383333333333
C6orf206	1.086
COPE	-0.4756
EIF3A	0.776875
C1QL2	-0.303
IQCE	0.116083333333333
KIAA0182	-0.794416666666667
SLC22A7	-0.3614
PPFIA2	0.8745
ADAMTS15	0.1405
ODZ1	-0.4385
THBS4	4.396
ARHGAP1	1.477375
B4GALNT3	0.368333333333333
FCHO1	-2.145
LOC440456	0.0145
HOXD10	-0.649333333333333
CXCR3	2.4685
CHI3L2	0.594875
SRPX2	2.441
ZNF132	0.655333333333333
UBAC2	0.4325
RPL32P3	-0.144
CBWD6	0.324
ST6GALNAC4	-0.86
KIAA0391	0.298
LOC388969	0.5265
KRTAP5-8	0.0605
ZNF786	0.43325
LYVE1	1.653
GPR144	0.11725
APOH	-6.2935
TSC22D2	-0.206
PLCD1	0.31875
FLG2	-0.5175
M-RIP	0.1806
NDUFV1	-0.8785
POLDIP2	0.0913333333333333
RAB3GAP2	0.916333333333333
RPSAP15	-0.5325
CLEC7A	1.38925
HSPA14	-0.7855
TAAR5	0.1215
FAM132A	-0.141
C2orf43	-0.84875
OR10V1	0.2735
SELPLG	1.1355
C1QTNF6	0.602166666666667
OPCML	0.4374
DTYMK	-0.908
ALDH16A1	-0.373
F13B	-0.7515
MGC16169	0.877
KIRREL2	-1.97283333333333
C14orf32	-0.269333333333333
SLAIN2	0.5084
HSD3B2	0.731
AMMECR1L	0.3212
LRRC37B	-0.6225
HMG20A	-0.1115
C22orf27	-0.3402
FBXL22	0.907
AP1B1	0.415666666666667
TNKS1BP1	1.13275
CD74	4.669
HSPA12B	1.90416666666667
PLSCR1	1.01483333333333
SLC35E1	0.336833333333333
FEZ1	-0.70675
APOD	3.210375
C16orf44	-0.203
C1orf166	0.212
KCTD11	0.26225
NELF	-0.93
SRP54	-0.4835
MGC35361	0.37975
GPR35	-0.9205
NRGN	-1.03025
SIGLEC12	-0.0575
SCN1B	0.05525
IFNW1	-0.2675
STAR	-5.11875
HLA-DQA2	2.89283333333333
RNASEH2B	-0.56775
TAAR2	0.113
VAMP5	0.789333333333333
TUBA1C	-0.463642857142857
PIK3R2	-0.141375
ARD1A	-0.641166666666667
EBF2	0.408833333333333
CAMSAP1L1	0.91025
CYP3A43	0.2965
AKR1B1	-1.10675
KIAA1729	0.000250000000000018
KAL1	1.1246
CYBB	1.983
UXS1	-0.27975
LOC338579	0.34475
C11orf45	1.167
SHB	0.526875
IKZF4	-0.125125
NDUFA1	-0.495625
HSPE1	-0.894
C1orf215	0.03925
GPR113	0.168666666666667
ZNF573	0.39425
TBX18	1.166
GGTA1	4.73025
PCDHGA8	0.107
RPS6KL1	-0.032125
DPP9	0.5115
SLC43A2	0.50725
COPS3	-1.15725
PMPCB	-0.213333333333333
HYLS1	0.0155
LSM8	-1.18766666666667
PDE6B	1.902125
C10orf118	1.1797
OR1C1	0.249666666666667
ZNF415	1.58525
OR2F1	-0.051
ZDHHC13	-0.116375
FZD8	0.382
TCEA1	-0.407
SUSD4	1.67275
C22orf24	0.08
TNFRSF14	0.42
TRIM28	-0.4245
FGF5	-1.498625
CSPG5	0.0721666666666667
RNF133	0.5955
FKBP15	0.73675
BZW2	0.09775
NSMCE1	0.361
PTPRN	0.077
TST	-0.749375
POP1	-1.3465
RNF24	-1.0295
SFRS4	-0.3815
REPS1	-0.84375
CD70	-2.309
PDXDC1	-0.128625
SRC	-0.0935
NTNG1	-1.382
SETD1B	0.3435
TINP1	0.7384
ZNF606	0.9495
SSR1	-0.303375
RGNEF	0.380333333333333
NFS1	-0.356666666666667
CENTB5	-0.72275
CRMP1	-0.7345
ADAM18	-0.346
CCDC87	1.60166666666667
LRRC8B	0.1165
CSNK1G1	0.179583333333333
MAFB	3.57566666666667
C12orf45	-0.324
C1orf54	2.20375
DPEP1	0.145833333333333
FLJ13137	0.5295
C14orf118	-0.259
ANKRD19	0.190833333333333
ABCA9	1.7845
TMEM87A	0.344
BBS5	0.7502
CYP17A1	-0.01525
SCG3	-3.1555
ESCO2	-1.63725
GFER	0.565166666666667
NRIP2	-0.0331666666666668
DDX59	0.566
RIC8B	0.1514
TNNI1	0.1605
KTELC1	0.117333333333333
GPR85	0.5425
SP3	0.821
GOSR2	0.323333333333333
DDX1	-0.16675
DSCR9	-1.372
KIAA1984	-1.642625
