Hybridization REF	TCGA-BH-A0E9-01B-11R-A115-07
GJB5	1.48925
TTC13	0.49875
S100Z	-1.2795
KIAA0664	-0.0146666666666667
PDGFRB	1.527
IL17D	-0.1865
OR56B4	0.046
RDX	-1.48066666666667
SLC34A3	-0.552
IL28B	-0.083
JUND	-0.0705000000000001
CHRNB1	-0.1235
CAMK2B	1.03
FETUB	-1.454
CXorf23	1.230375
MRTO4	-1.322
TTC3	0.7261
NDUFB8	-0.297666666666667
EDG2	-0.47475
SEMA3G	2.16975
IL23A	-2.057
GRHL1	2.562
LOC441054	-1.481
WDR65	1.1175
PSTK	-0.492
STOML3	0.192666666666667
R3HDM2	0.4606
C5	-0.9705
SLC2A10	1.2935
C3orf22	-0.15325
PAQR3	-0.710461538461538
ANKRD26	1.06225
HCRTR1	-0.5685
LOC399947	-0.652
PSD2	1.0845
TIGD2	-0.401333333333333
SCRN1	-0.768625
COQ10A	-0.8845
DDI2	0.0305
METTL7B	-0.805
UCN2	-0.67975
FAM92A3	-0.63
WDR16	1.51875
ZNF511	-0.719333333333333
ZMYM5	-0.601625
POLR3G	-3.59225
ZNF586	0.727
C1orf49	0.303666666666667
TANK	1.78316666666667
RCAN1	1.39916666666667
PELI3	0.737333333333333
LIMD2	-0.527416666666667
TMEM189	-1.4015
NTN4	2.76375
LOC151300	0.1145
CLEC2A	-2.322
GPR135	-0.468
DPYSL4	-3.1351
JAK2	0.425166666666667
TSHZ1	1.33183333333333
TM9SF4	-0.16975
ZNF264	1.35366666666667
SIRPG	1.118875
BICD1	0.4165
HERC6	1.2805
METTL5	-0.621
CASP1	1.10575
PRRT1	-0.167666666666667
PLA2G4C	2.134
ICA1L	1.29221428571429
TPTE2	-0.073
OTUD7A	-0.798666666666667
AQP11	0.03975
APOA2	-4.0449
KALRN	0.5942
SECTM1	1.07658333333333
IFNAR1	-0.3625
TALDO1	-0.417
RAB11FIP4	0.499166666666667
EIF5A	-2.327
FAM49A	1.76675
NEGR1	0.276166666666667
YTHDC2	-0.298125
EHD2	0.273375
NCF1	1.7435
SCRT2	-1.6425
HOXA5	0.601166666666667
NUP133	1.307
FGF12	0.29325
SLMO2	-0.7205
SNTA1	0.577875
CACNG2	-0.4835
GCM1	0.54375
ELF1	0.821666666666667
TLR5	3.16375
TCFL5	-0.865
RBMY2FP	-1.422
LOC100125556	0.5905
FAM129B	-0.716625
MAP3K7IP1	0.40675
NCK2	1.5605
OXA1L	-0.41275
FMO9P	1.0695
ZSCAN12	0.9205
PSMD12	-0.969333333333333
HSCB	-0.25875
CLDN10	-2.698
MGC13053	-0.67325
HPCAL4	-0.432833333333333
ASZ1	-0.9555
MEX3D	-0.09225
NFAT5	-0.8731
CSPG4LYP1	-0.311833333333333
FBXO3	1.058
DVL1	-0.7945
CMKLR1	1.19316666666667
TYMS	-2.616
PEF1	0.992
ZNF750	1.86333333333333
MCM5	-1.4392
MEGF11	-0.00124999999999999
KCNK7	-0.3875
PTP4A3	-0.1245
C1QTNF2	-0.0465
OR6S1	0.0335
FAM122B	-1.3645
ZNF551	0.40675
HBQ1	-2.6245
GEMIN6	-0.87375
ARSK	0.3
RBP7	2.87
CPNE9	0.047
DSC1	2.815
LOC730112	0.37525
MAP2K4	0.854
HS3ST5	-2.3995
EPB41L3	0.14975
TEKT2	0.42825
CDKN2B	0.154416666666667
ZNF480	-0.66275
MAP3K6	0.2459
MAP6	2.57
HN1	-0.8978
OR2L13	1.4715
SLC16A11	0.02375
FAM96A	-0.976
APOL1	0.349
C5orf32	-0.47975
RTP1	-0.367333333333333
RNF175	0.7745
ZBTB41	2.17575
AHCTF1	-0.2792
SAE2	-0.0399
ITGA2	1.21766666666667
MME	2.29983333333333
CCDC14	-0.32675
MAST4	1.11335714285714
KRT33B	-0.6715
KCTD2	0.5805
WDR26	1.13366666666667
MFI2	0.042875
NR4A3	0.5385
ARSA	1.57825
UNKL	-0.3645
SULT6B1	-0.3355
CCNA2	-3.5025
SOX15	0.183
PPAPDC1B	-0.152583333333333
C19orf44	0.472
MCAT	-0.122833333333333
ARID1B	0.232625
OR52N1	1.116
C12orf48	-1.97225
MAGI1	1.657125
NIPA2	-0.522
GBX2	-1.64975
RSHL3	1.15125
RAVER1	-0.522166666666667
C15orf17	0.273
SLC30A2	0.64275
ZNF518	0.132
PCYT1B	-0.36075
C10orf114	-1.323
EIF3H	-0.330416666666667
SLC25A39	-0.626666666666667
KIF1B	-0.843125
AMOTL2	0.869
C6orf120	0.45175
PSRC1	-2.149
PLA2G10	0.68925
KIF5C	0.035
MRPL37	-0.858
C17orf62	0.237
C9orf135	-1.4825
DUSP10	0.0221
CLCNKB	0.098
PSMA5	-1.114125
C8orf53	-0.8425
AMPD3	0.786333333333333
PIAS1	0.441
ADCYAP1R1	-0.0035
GYLTL1B	0.5065
CDH20	0.079
FBXO7	-0.16125
TMEM134	-0.0486666666666667
FLJ14213	1.2055
ZNF3	0.54975
LRRFIP1	0.343583333333333
CNOT2	0.394666666666667
ABI3	2.0395
ALDH5A1	-0.745166666666667
HNT	0.9242
SERPINA4	-0.30125
TK2	0.0648333333333333
STMN1	-2.25522222222222
GUCA2A	0.173666666666667
GALNT10	0.795714285714286
DPP6	-0.5556
C9orf93	0.29525
PRELID2	-1.32275
STK39	1.40625
SFTPA1	-1.44675
CKS2	-2.66966666666667
RHO	-0.0035
C20orf135	-0.337
XKR3	-2.7575
CR1	0.94725
RPS6KA2	0.595571428571429
C20orf112	0.83825
MRPL22	-0.8545
C4orf23	0.770833333333333
GADD45B	2.3435
KLHDC1	2.09766666666667
C2orf48	-1.7455
ZNF287	1.9795
DAAM2	-0.29125
DPPA2	-3.40083333333333
TCTN3	0.624833333333333
DNAJB11	-0.284375
FPR1	2.6235
DEFB4	-0.2855
PTCD2	-0.2481
SMOC2	5.171
CABP7	0.43975
SERPINB11	0.0515
MAGEF1	0.72875
NDE1	-0.0428333333333334
ITGA10	0.834
FSHB	0.081
ANXA2	0.06975
HORMAD2	0.0305
HLCS	0.32875
MCF2L	1.777
FH	-0.157375
TBC1D24	0.573
KIAA1505	1.9655
LGALS2	-0.17725
CNBD1	-0.7025
SYNPO2L	0.81825
PTPN23	-0.2215
C1orf183	-0.968833333333333
MAGEA8	-2.981
DGCR8	-1.4485
GSR	-1.96
PAQR7	0.17575
ZNF676	0.53
CACNA1C	1.0692
SP7	-0.378
PDCD6	0.2005
NRN1L	-0.424
BRI3BP	-0.912416666666667
KIAA1183	0.68775
ASB4	-0.12775
CCL23	2.7542
OBSL1	-0.355875
SLC12A7	1.54166666666667
KIAA0240	1.37475
CD1B	-3.15333333333333
FCGR2A	-0.454875
MDC1	-1.094
HTR1A	-0.292166666666667
OCEL1	0.05625
ATP11B	0.1749375
FBXO34	0.918833333333333
PCDH12	3.00116666666667
RPE	-0.58525
C17orf74	-0.597
CSDC2	0.695166666666667
PET112L	-0.49675
TMBIM1	1.36275
P2RXL1	-0.13725
TCHP	0.20075
TRMT1	-1.30833333333333
F2RL2	1.31508333333333
LRRC32	2.887
IMPG2	0.408
BGLAP	0.144
LOC493869	-1.35741666666667
MRAS	1.12225
SLC35F5	1.402
CBWD1	1.18
AXL	-1.56225
ATP2C2	2.3335
TELO2	-1.08175
PNPLA3	-4.41675
PCDHB14	1.0195
CD276	0.5835
KRT80	-2.084375
DUSP28	1.3475
CSNK1E	0.19925
SRP14	0.98
KCNQ4	0.361
KRT72	-0.0195
CCDC117	-0.02
C6orf89	0.655888888888889
TUBB2B	-1.99733333333333
RTN4IP1	-1.002
CR1L	-4.38316666666667
CEND1	-0.6035
C12orf41	0.212166666666667
RNF31	-0.035
UBN1	-0.1925
C17orf32	0.106875
SLC5A7	0.44975
GPR92	0.8025
ESAM	2.2273
CTNNA1	0.319166666666667
HRBL	0.7519
CBX4	1.4855
TMEM182	1.1475
SH3TC2	-0.254833333333333
IL10	0.374166666666667
PXMP4	0.6605
RNF167	-0.0826
PAK7	4.233
ETV3	-0.1265
ATPIF1	-1.45383333333333
LOC554207	-2.34133333333333
OR8H1	0.32825
WDFY3	1.070625
DPM1	-0.60425
GPSM1	-0.1155
WDR92	0.2102
LRP1	0.256833333333333
ANKH	-0.34975
THUMPD3	-0.26325
POLR1B	-0.107
OLFM4	7.54916666666667
RAD9B	1.19525
TSPY2	-3.6705
PAX6	-2.22016666666667
SCG2	-2.016625
SLC17A6	0.0745
FMO3	3.308875
PADI4	-0.086375
TUBB4	-0.5987
NLK	-0.681
POU4F3	-0.3075
SDF4	0.00525
ITGBL1	2.36416666666667
NETO1	-2.16375
TAP2	0.04725
ABBA-1	-0.553083333333333
GNAI1	0.54375
VPS4B	1.46275
NOPE	0.0664
GALNT6	1.83783333333333
SESN1	2.249875
GBE1	-1.60233333333333
CLASP1	-1.26775
RASGEF1B	1.11825
ACOT11	-0.313285714285714
AFAP1	1.14425
OR2H2	-0.0605
DPY19L2P1	-0.96075
DZIP1	-1.7515
SEC22C	-0.27475
GPR161	-0.874916666666667
RNF146	1.2635
WDR74	-1.436625
GALP	-0.552
PURA	1.13725
DNPEP	0.419666666666667
RP11-78J21.1	-0.14075
ERBB2	2.751125
FANCM	-0.471333333333333
NEO1	0.9785
DDX3Y	-5.0575
RPS3A	0.233
MXRA7	0.940714285714286
LGALS3	0.415166666666667
GLT8D1	0.273
CFL2	-1.164
UPB1	0.02525
NAP1L5	0.13025
CLDN14	-1.986
DHX38	-0.42275
BTBD1	-0.452
TARS2	0.001
ABCF1	-0.9476
FCF1	0.167833333333333
LRRC49	-0.0605
GUCY1B2	-2.4245
C1orf177	-0.0441666666666667
SMARCA4	-0.122928571428571
LRP8	-4.2615
TAGLN3	-0.6825
MRPL14	-1.37775
TTRAP	-0.01
ZDHHC20	-0.56525
NFE2L3	-0.7585
KIAA1377	1.725
PALMD	1.9949
TMEM43	0.639
TTL	-1.52225
STAT5B	-0.1155
SSB	-0.47075
OR10H5	0.358
SLC22A13	0.4645
AKAP3	-0.052
TIMM23	-0.0918333333333333
OAS2	1.205
KIAA0423	1.54625
TRIM11	1.35216666666667
GLIS3	0.532125
TMEM50B	0.700333333333333
ARHGEF4	0.17475
DEGS1	2.48654545454545
TBL1XR1	0.0687666666666667
G6PD	-1.621
SP140	0.6297
MUC17	0.0239285714285714
NUDC	-0.6845
DNAJC5B	3.49066666666667
SCARA3	0.871833333333333
CPA3	5.72666666666667
BCAT2	-0.104125
MFN1	0.2249
NRG3	1.196
SNX11	0.5385
PLEKHH1	1.12333333333333
GPR177	0.8015
HCFC2	-0.004
TCAP	-0.84275
MOCOS	-0.14
C14orf93	-0.066
PRDM10	0.0933333333333333
SLC16A4	0.735666666666667
SRGAP1	-0.960166666666667
VIP	1.5905
DUSP27	0.5035
LILRA1	0.9821
MC2R	0.1455
MGC24103	-2.215
MBTD1	-0.633
FUT11	-0.590666666666667
USP33	0.3991
C15orf39	-1.7705
MAP3K12	0.040625
PAAF1	-0.861
BARHL1	-0.232
FLJ16165	-0.158
PIWIL2	1.28575
SYNE1	0.574916666666667
CMTM4	-0.234875
TSPYL1	1.5839
GUF1	-0.8225
TMEM157	1.0885
WDR44	0.50175
HIST1H3C	-0.38
DKFZp666G057	1.509
RNPEP	1.76425
GAS2L2	0.825666666666667
ADH4	-3.67925
GRPR	2.69883333333333
FBXL17	-1.36775
ZBTB10	0.43075
Gcom1	0.984
HTRA1	1.0623
ZNF585A	0.493166666666667
SLC26A2	0.113571428571429
OTOP3	0.195666666666667
WISP1	1.23555555555556
ATP2B4	-0.34725
FLJ10769	0.7005
CRAMP1L	0.42225
CHST12	-0.7415
RAB22A	-0.193166666666667
TARDBP	-0.353785714285714
STAU1	0.49425
CRB3	1.63166666666667
MIG7	1.09575
CHMP1A	-0.137833333333333
ZNF160	1.1865
B3GALT6	-0.60125
BARX1	-1.5455
C6orf167	-1.28775
NXNL1	0.2335
DHX29	0.569875
HADHB	0.167
PLXNB2	1.494125
ILDR1	-0.4975
SLC15A3	1.365
GAS2	-0.765833333333333
C20orf69	0.407
NUMB	0.2275
TNIP1	0.50525
MESP1	2.76666666666667
PSKH1	-0.29525
NSFL1C	0.37075
RHOG	-0.05475
HEY1	-1.19983333333333
KNG1	-2.088375
ITGAX	1.7364
LIN9	0.244833333333333
CANT1	1.407125
XRN1	0.0192857142857143
CCDC96	1.1168
HEATR6	-0.9285
GNG7	0.95925
RUNX2	0.0414375
SOX1	-0.462333333333333
FCRL5	0.8982
ZNF99	1.088625
FAM9A	0.221
SNX22	0.0771666666666667
MBNL3	-2.76733333333333
ODC1	-2.8429
ADORA2B	-1.51733333333333
NR2F6	0.80175
ZFYVE16	0.2415
SYNJ2BP	0.0259
POLE	-0.837875
E2F2	-1.897125
THRA	0.975
PTGES2	-0.650166666666667
HIP1R	0.5305
TMUB1	-0.958
ENO3	-2.48325
RSPH10B	0.1085
CXorf39	0.759125
IRGC	0.10225
GPR109B	0.407
FLJ13305	-1.114
LCE3A	-0.89
TNFRSF18	-0.770166666666667
DET1	0.068
TRPM3	-0.00641666666666669
C16orf79	-0.7465
FECH	0.4685
RAP2A	-0.3825
CRIP1	2.72433333333333
AZIN1	-0.23325
SLC7A7	2.57725
IL10RA	0.6823
TMEM64	-1.0675
CDC42EP4	1.698
C16orf58	-0.1578
ARG2	-1.957
POU5F1P4	-4.582
FAM62B	0.39825
DNAH8	-1.6157
ASH2L	-0.186
TSLP	-0.4265
CNTNAP5	-0.644833333333333
TMEM16C	4.68225
IFNA14	-0.7145
SLC1A3	0.316
CABYR	1.5095
BCL7B	0.1305
NUDT13	-1.18683333333333
C13orf28	0.24175
C1orf53	0.06675
ARL6IP4	0.0032
RPL35A	0.33475
EMR3	0.54975
RAB40C	0.5275
SLC41A1	-0.552333333333333
LRCH1	0.56375
LY6G5B	-0.5115
FAM124A	-0.0422857142857143
MGC10981	-4.46083333333333
CLIP3	0.644
MAP4K2	-0.473166666666667
CHIC1	0.558
SULF1	2.3435
C20orf30	0.864642857142857
PRDM5	-0.23325
ELOVL1	0.0155
C11orf48	-1.215125
SLC39A10	0.64375
KCNV1	-0.21375
ACP1	-0.8455
ZMYM2	0.17625
B3GNT6	-0.0495
C9orf69	-0.147
C2orf15	0.8675
C20orf166	0.356
HSP90AA6P	-0.505
EDG7	0.0385
NEURL	-0.555875
LPL	0.813666666666667
CLEC2D	0.520285714285714
GRRP1	2.16016666666667
CD8B	-2.18
HIST1H3D	-0.915666666666667
SLC6A12	-0.00350000000000001
FAM27L	-0.2415
CD84	1.7329
RASA1	0.747
PHKG1	0.456
MAGEA11	-1.4655
IMPA1	-1.0259
NPM3	-1.6415
RARRES1	4.506
SH3BP1	-0.311125
B3GNTL1	-0.811
ARPC5L	-0.140833333333333
KLHL26	1.2955
SIM2	1.3595
GJC1	-0.357
C20orf194	1.0715
EXO1	-2.3485
SLC2A2	-2.95983333333333
LOC285074	-0.55775
LRG1	3.1675
KIRREL	-0.55
PIK3R1	2.6205
C4orf34	0.3785
MAF	-2.025
ADCY4	3.78283333333333
ZMIZ2	0.3558
SLC46A3	1.24066666666667
STAMBP	0.182333333333333
CCDC16	1.16425
MS4A12	0.368
TCF20	0.86925
LRRC46	1.11475
C20orf152	0.44975
MRPS6	-0.87175
ABCB11	0.151
KCNC2	4.1915
CDH19	-1.01983333333333
C9orf123	0.587
SSH3	1.285
LDLRAD1	-1.27125
CCBE1	-0.37075
ZNF135	2.073375
TAAR1	0.2885
WFDC12	0.7095
CCDC42	0.0351666666666667
FLJ12529	0.27525
PER1	0.8335
TIMM50	-1.15633333333333
SMARCAD1	-0.250833333333333
FAM26C	0.4575
TP53TG3	-2.52133333333333
SH3RF1	1.4197
LMCD1	1.575
GPR63	-0.59
FLJ21986	-2.7545
AIFM3	0.61425
MICAL1	-0.475166666666667
BLZF1	1.3915
IQCA	3.14533333333333
PCDHGC3	0.1145
SAC	1.85825
BCL6B	2.11283333333333
DDO	1.51775
MARCO	2.129
DCHS1	0.5385
C1orf170	0.693333333333333
CD200R1	1.44583333333333
C22orf15	-0.9505
SEPT11	0.118833333333333
ADNP	1.023
UST	-0.6792
C13orf34	-1.82383333333333
RFFL	0.0792142857142857
APBA3	-0.59
C2orf60	0.027
CUTL1	-0.2351
PMS1	-0.257857142857143
ZNF689	0.303
EIF3E	0.195333333333333
IL9	-0.423666666666667
RPL31	0.23325
LY9	1.16133333333333
ATP2B3	-0.106
KDELR2	-0.166458333333333
TFCP2	0.884625
NLRP12	0.9415
FLJ45422	-0.4265
TLE4	0.3582
ZNF570	0.53
FLJ43806	0.529
TLK2	-0.22125
CIR	0.938
MARS2	0.1345
COL24A1	1.3835
SDF2L1	-1.4025
HIBADH	0.672666666666667
IGFBP3	-1.31678571428571
C12orf23	0.026375
PSPC1	-0.177
C20orf43	0.2785
TRAV20	0.8965
ARHGAP24	1.56225
KIAA1975	-0.00362499999999999
C1QA	2.5783
DNTT	-5.10183333333333
C10orf6	-0.18625
C11orf41	-0.7535
HNRPF	0.197375
COL11A1	0.948833333333333
UBAP2	-0.151833333333333
CDKN2AIPNL	-1.008
C20orf174	3.7745
SPRED2	0.89475
PLA2G12A	-0.106
ICEBERG	-1.48
SCN10A	0.7585
C11orf65	-0.429
GBP5	3.84775
PITPNC1	-0.928666666666667
POU3F3	-1.0775
NCOA7	1.096375
LIN7C	-0.0435
LOC348840	-0.3345
NKX2-2	-2.7845
ANKRD13D	-0.335875
LOC123688	-1.0145
FUT2	1.868
TAAR8	0.412
FZD4	0.69325
PNMA3	-0.849833333333333
OR4L1	0.14
WIT1	-3.17125
EXOC3L	0.533
ATPBD4	-0.629
KRBA1	-0.06625
UBXD6	0.03
HOXB7	-0.311785714285714
C7orf23	-0.3825
UNQ338	1.39825
STAB2	1.903
CDC20B	0.90075
IRF9	2.05225
CENTG1	0.0164166666666667
TNPO2	-0.95325
MCPH1	0.523375
BMS1P5	-0.6005
SLC26A7	1.1755
HIST1H3J	0.345
C9orf3	0.7823
LBH	1.613
MYO1D	0.722625
PTDSS2	-0.097
NFU1	0.42475
DEPDC4	-1.63025
WNT7B	1.0196
GLP2R	-0.298
SETD4	-0.516
DYNLT3	-0.2634
FKBP11	-1.70033333333333
SESTD1	0.434
FLII	0.49325
RPS16	-0.6808
CHPF	0.262333333333333
CSNK2A1	0.872833333333333
SUMO1P1	0.1685
FKBP6	-0.475
ZNF214	1.04833333333333
TWIST1	0.178333333333333
DDX56	-0.313833333333333
TRAM1L1	2.3735
EPO	-2.95666666666667
MRPS18B	-0.81375
ZNF682	0.848333333333333
RPL14	0.251166666666667
MAFF	0.70225
LOC51136	-0.69425
LY96	-0.34275
DDX20	-0.393
ABTB1	0.957666666666667
ARL5A	-0.0175
CCT6A	-0.67225
HEPACAM	-1.0185
EHHADH	0.534166666666667
RBAK	0.396666666666667
CGB1	-0.0355
ITGB5	1.3962
YIPF3	0.61025
FKBP2	-0.51125
NR1D1	-0.0665
TMEM110	0.4665
NEK2	-1.52083333333333
PRAMEF8	-0.554
C20orf52	-1.2615
PCDHGA3	0.113
VWA3B	0.1555
NDUFA5	0.15
THAP9	0.11825
FLVCR2	-0.193333333333333
AP1S1	-1.175625
SMAD6	-0.073
SAV1	0.941875
SAT1	1.311
ZNF251	0.901625
ADAMTS7	-0.5781
RPP38	0.51225
C1orf211	-2.5535
YPEL2	1.6038
RBMS1	0.68075
ZNF445	-0.757833333333333
NRXN2	0.451
PGBD4	-0.657625
UGT2B28	-1.7905
WBSCR16	-0.4109
NLRC3	0.4315
ASTL	-0.027
ST6GALNAC1	-1.342
ZADH2	0.84025
MLLT4	0.69875
ARL6	0.511833333333333
MEF2C	0.9155
CBFA2T3	-0.747
AFF3	1.22535714285714
COG7	0.250833333333333
MYB	0.812666666666667
PLXNA3	0.188
XRCC2	-1.36533333333333
MMS19	-0.4655
ST8SIA5	-0.816875
CHPT1	0.790666666666667
KIAA1712	-1.65625
OR6X1	0.1845
ACTR3	0.2785
UGCG	0.855333333333333
OR4P4	0.7125
ZAP70	-2.4025
LPP	1.39475
ZNF485	0.5975
PTPRCAP	-0.11375
IL12RB1	0.4725
ATRX	0.331
CHST8	0.60775
C14orf109	0.289
ARV1	1.22075
NMB	-1.87557142857143
COX5A	-1.63316666666667
EIF6	-1.10925
MPPED2	1.074
SEMG1	0.0485
CHRDL1	0.9215
TRAF3IP2	1.862
WNK2	0.471625
LILRA4	2.10533333333333
LAMA2	5.07875
PXT1	-0.211
RLBP1	-3.2865
CD300C	0.92725
SLTM	0.520625
FLJ10404	-0.4405625
APOBEC3D	-1.93216666666667
RENBP	0.241333333333333
ATXN7L1	0.56875
NID1	0.65025
TUBGCP3	-0.438375
ITIH5	1.985
CCDC110	2.732
C8A	-3.19375
MGC87042	0.28275
HOXC13	1.85875
TFDP2	-0.23075
HCP5	1.09825
POLI	1.42325
UCN	-1.0865
ZNF764	0.3815
C8orf45	1.33625
FHL3	0.00275000000000003
SPATA5L1	-0.58
MMRN2	3.28933333333333
NDST1	0.267166666666667
COL20A1	-0.562833333333333
ZNF248	0.169833333333333
PELP1	-0.689833333333333
MBL2	-2.4985
RNF41	0.283875
C5orf24	-0.361
THOC5	-0.377875
SERINC3	0.567666666666667
RP11-151A6.2	0.2215
CDCP2	0.2355
HIST1H2AA	-0.091
C11orf75	-0.179833333333333
FKBP7	-0.2835
DDOST	-0.23325
GPNMB	1.79733333333333
TTF2	-1.59083333333333
KCNT1	-0.136333333333333
SLC39A14	-0.327375
NGRN	0.8308
GPR137B	2.159
MECP2	0.585625
PSMA1	-0.7475
C16orf73	-5.304
TMEM60	-0.3035
CSN3	2.346
NOS1	0.067
RAB7L1	0.989166666666667
YBX2	-2.1975
KIAA1166	-0.772375
FUBP3	0.640833333333333
ABCG1	0.942
ACACA	-0.696416666666667
ARL11	0.0622
ATOH1	0.4115
ODF1	0.0995
CREB3L3	-1.8585
TMEM127	0.926571428571428
DSCAML1	1.3285
PLN	3.38833333333333
LYPLA1	-0.742333333333333
PRDM9	-1.58425
SASP	0.47925
PLUNC	0.639333333333333
INTU	0.91625
HISPPD1	0.3105
LNPEP	0.217
YARS2	-0.5165
APCDD1L	-2.2965
ZCCHC4	-0.1495
FBXO22	-0.437666666666667
TTLL13	-0.1275
ZNF669	0.8685
PTGDR	2.2325
DDX27	0.2115
KIAA0409	-0.265166666666667
GJB6	0.46125
ASB8	1.17025
PLP2	-0.362333333333333
MEPE	0.759
OR10J5	-0.4985
KRT222P	2.4305
COQ7	-0.00650000000000001
C1orf101	2.7695
RERG	4.109
CHMP5	0.26775
THAP11	0.020375
ZNF43	1.08083333333333
ZRANB3	0.0401666666666667
KRT13	2.7915
MRPL19	-0.383
RBBP9	0.559875
SPATA17	1.6865
BXDC5	0.00816666666666666
PAFAH1B1	-0.5555
MAGEE1	0.3135
OSTF1	-0.0195
KIAA0323	-0.172
TXNDC13	1.498
CNTN4	2.828625
LCE1B	0.621
UNQ501	0.32475
ZNF154	1.39025
C3orf64	1.6555
SYT5	-0.4051
PON1	0.306166666666667
FLJ10357	0.15625
ATP4A	-0.353
GNPDA1	0.219333333333333
MGAT1	0.6135
C14orf121	0.42875
SLC35B2	-0.268
MIER3	-1.4105
CHEK1	-3.464
ZNF8	0.450333333333333
TXNDC1	-0.308333333333333
CKB	-1.4378
RTN3	-0.532
FZD2	-1.72616666666667
PART1	1.226875
PSMB6	-1.143
PCDHB8	0.2365
PHC3	0.6143
PPP1R8	-1.04616666666667
NOVA2	1.4085
TNFRSF11B	-4.361125
GOLPH3	0.907833333333333
UBLCP1	0.077
SUHW3	-1.351
TTLL1	1.32975
OPN4	0.067
OR13G1	-0.3635
ZPBP2	-0.0606666666666667
HSD17B11	-0.6755
C9orf50	-0.1995
DHDDS	-0.233571428571429
CTSW	1.5284
NEFM	-1.3625
MRPL28	-0.81825
SYN1	-0.659666666666667
PIGV	0.340333333333333
ZIM2	-0.05775
APBB1	0.8245
SND1	-0.17475
C1orf123	-0.422333333333333
CHD3	-0.05425
BHLHB8	-0.259
RNASE2	-0.260833333333333
BCAP31	0.595375
SLC25A44	0.886166666666667
CHD6	-0.7525
PIB5PA	2.29123076923077
SELS	0.49175
LOC541471	-2.178125
FAT2	2.3745
ZNF81	0.3995
OR4C16	0.3035
FLJ10081	1.3808
LRRC4	0.1105
CS	0.127666666666667
N4BP2	-1.026375
IGFBP7	2.70725
ZNF318	0.327583333333333
NDNL2	0.959
ZNF609	0.15875
SIRT4	-0.20775
EXOSC10	-0.51025
ECE2	-0.483833333333333
OVGP1	0.6435
GTPBP3	-1.65875
PACS2	0.5691
C19orf36	-0.3205
ARL4C	-0.190625
ATG4B	-0.1555
UBQLNL	0.259
RHOXF2B	-4.191
PLEKHG2	-1.4705
GALR1	-1.406
AQP4	0.283333333333333
HDAC7A	-0.0888333333333333
DCUN1D3	0.07425
OR8A1	0.027
CCRN4L	-0.506625
CBR4	-0.448166666666667
KIFC1	-3.21666666666667
SLC7A14	-1.16266666666667
LHX5	-0.1355
TRPC7	-0.239
LPXN	-0.8315
SERPINA1	-2.048125
RPS13	-0.341
BPIL3	-0.0325
PRKAA1	-1.16975
FADS2	-1.5039
ENAH	0.6805625
PRO1768	-0.2025
APBA2BP	0.02525
LIPH	1.9255
C3orf33	0.26125
RCC2	-1.12142857142857
ALDH1A2	-3.0887
RNF103	2.61175
AHCY	-0.217625
ALG12	0.316
CCL17	1.9305
ZNF543	1.563
ESRRG	4.3484
CNGA1	2.27575
RDH5	-0.7405
OTX1	-1.0281
PTGFR	-0.8965
CDR2	1.104
SELE	3.42275
NLGN2	-0.671166666666667
EXOSC9	-1.00275
ZNF566	0.6765
KLRC2	-4.242
GPR12	0.098
KIAA0196	0.672
PDRG1	0.5225
SSR3	-0.366142857142857
MSI1	-0.7175
CST9	0.023
CC2D1A	0.13075
PLAGL1	-0.3185
ZNF778	-0.2795
RNF2	0.847625
KLF6	2.52766666666667
THBD	2.7595
tcag7.1314	1.64275
NR5A1	-0.333
ABCD2	0.70075
DNAJC7	-1.928
CLEC4C	1.656
TM2D3	1.05775
CCDC4	-0.67
PLAC2	0.96925
DCD	4.869
FAAH	1.258375
POLA1	-0.832166666666667
TM7SF2	-0.085375
FLJ39822	1.0925
FLOT2	0.4585
MAP4K1	-0.0153333333333333
SRP68	-0.428625
C21orf74	-0.2175
ARPC5	0.270875
LOC126075	1.65075
HECW2	0.46375
ZDHHC4	-0.6315
ANKRD42	1.1993
PDE9A	0.109
ABCA8	3.5015
NDUFS2	1.09475
UBR5	-0.174625
BTBD16	-1.99475
LOC554174	0.151
ZNF20	1.953
KIAA1843	-0.091
WDR17	0.14975
C15orf33	0.914
RNF113A	-0.275
CAMKK1	0.1341
CLCN2	-0.17875
ANXA6	-1.5865
LOC340069	0.1965
EMID1	1.214875
DPM3	-0.485583333333333
ELA1	0.195
SLC25A13	-1.5355
KRT24	-0.09975
SMPD1	0.686
TH	0.134375
COL6A2	0.231785714285714
ANKS1B	1.9225
GPR126	-2.5102
ZC3H12A	0.423
TMEM47	0.944333333333333
C2orf51	-0.167333333333333
C1orf88	2.26716666666667
HSF2BP	0.0645
AKAP10	0.30325
RPAP3	0.061
KLHDC8B	0.511
STOM	0.5563
MUPCDH	-0.243375
C10orf72	1.59725
PLEKHA3	0.637833333333333
TCP11L1	-0.79325
CWF19L1	0.36675
SPEF1	1.99361538461538
YSK4	0.648
ELN	2.3722
SAMD8	0.603666666666667
MPI	-1.1365
MEPCE	-0.0514
ABCC3	0.368875
NANOGP1	-3.168
KCNK17	2.157125
HLA-DMB	3.62583333333333
RRAGA	1.10025
ANGEL1	-0.153
RBM32B	-0.0605
CPN1	-3.112
MGC52282	0.2512
HLA-A	0.86075
OR9G4	0.1095
EDNRB	0.172375
SCD	-3.27428571428571
C14orf80	-1.07566666666667
