Hybridization REF	TCGA-A7-A0CG-01A-12R-A056-07
C5orf32	0.0755
RTP1	0.0221666666666667
RNF175	1.050375
ZBTB41	1.880625
AHCTF1	-0.1777
SAE2	-0.5571
ITGA2	-0.284666666666667
MME	0.981833333333333
CCDC14	-1.722
MAST4	1.73871428571429
KRT33B	-0.4875
KCTD2	-0.221333333333333
WDR26	1.36775
MFI2	0.181125
NR4A3	0.94
ARSA	1.053
UNKL	-0.407833333333333
SULT6B1	-0.0985
CCNA2	-2.26716666666667
SOX15	-0.1835
PPAPDC1B	0.66375
C19orf44	0.465
MCAT	0.496416666666667
ARID1B	0.501375
OR52N1	-0.3945
C12orf48	-1.89025
MAGI1	0.38125
NIPA2	0.107
GBX2	-2.606
RSHL3	0.266125
RAVER1	-0.513333333333333
C15orf17	-0.36625
SLC30A2	1.708125
ZNF518	-0.10025
PCYT1B	-2.196
C10orf114	-0.94025
EIF3H	0.874583333333333
SLC25A39	-1.39216666666667
KIF1B	-1.098625
AMOTL2	0.31675
C6orf120	0.897
PSRC1	-2.0695
PLA2G10	2.877375
KIF5C	0.269875
MRPL37	-0.742
C17orf62	-0.1425
C9orf135	-1.439
DUSP10	0.6107
CLCNKB	-0.1065
PSMA5	-0.2865
C8orf53	0.14025
AMPD3	1.1035
PIAS1	-0.216
ADCYAP1R1	-0.0135
GYLTL1B	0.048
CDH20	-0.0198333333333333
FBXO7	-0.7315
TMEM134	0.826833333333333
FLJ14213	0.834666666666667
ZNF3	-0.78075
LRRFIP1	0.416583333333333
CNOT2	0.135916666666667
ABI3	3.209
ALDH5A1	-1.43533333333333
HNT	1.9009
SERPINA4	-2.75025
TK2	1.07558333333333
STMN1	-1.63733333333333
GUCA2A	-0.595166666666667
GALNT10	0.657357142857143
DPP6	-0.9828
C9orf93	-0.08125
PRELID2	-1.099125
STK39	-0.483375
SFTPA1	-0.98625
CKS2	-1.97033333333333
RHO	0.021375
C20orf135	-0.44125
XKR3	-2.6525
CR1	0.409
RPS6KA2	0.663285714285714
C20orf112	0.5265
MRPL22	-0.026
C4orf23	0.679833333333333
GADD45B	0.4355
KLHDC1	1.6885
C2orf48	-3.338
ZNF287	0.961
DAAM2	-0.2995
DPPA2	-3.11
TCTN3	0.363
DNAJB11	-0.263
FPR1	3.70575
DEFB4	-0.3865
PTCD2	-0.9097
SMOC2	5.53216666666667
CABP7	1.4315
SERPINB11	0.29475
MAGEF1	-0.129
NDE1	-0.805166666666667
ITGA10	0.5215
FSHB	-0.6405
ANXA2	0.748875
HORMAD2	0.5345
HLCS	0.471
MCF2L	1.37308333333333
FH	0.580125
TBC1D24	1.52375
KIAA1505	0.775
LGALS2	1.847
CNBD1	-0.394
SYNPO2L	0.26675
PTPN23	-0.224714285714286
C1orf183	-0.341
MAGEA8	-2.9245
DGCR8	-1.605875
GSR	1.34775
PAQR7	-0.328
ZNF676	-0.23675
CACNA1C	0.1612
SP7	0.316
PDCD6	0.3905
NRN1L	-1.531
BRI3BP	-1.12233333333333
KIAA1183	1.40025
ASB4	-0.02925
CCL23	1.9939
OBSL1	-1.2265
SLC12A7	-0.41925
KIAA0240	1.579
CD1B	-1.40816666666667
FCGR2A	1.80425
MDC1	-1.68
HTR1A	0.5425
OCEL1	0.646
ATP11B	-0.6544375
FBXO34	0.244666666666667
PCDH12	3.6285
RPE	0.000499999999999987
C17orf74	-0.247
CSDC2	0.5965
PET112L	0.42275
TMBIM1	0.261125
P2RXL1	-0.023
TCHP	-0.856
TRMT1	-1.44266666666667
F2RL2	2.289
LRRC32	3.4945
IMPG2	-1.439
BGLAP	0.4715
LOC493869	-0.0681666666666667
MRAS	2.123
SLC35F5	0.842
CBWD1	0.4255
AXL	-1.591625
ATP2C2	1.3665
TELO2	-1.10025
PNPLA3	-4.69475
PCDHB14	1.70875
CD276	-0.2645
KRT80	-2.666875
DUSP28	0.1115
CSNK1E	-1.03733333333333
SRP14	0.876
KCNQ4	0.183
KRT72	0.207666666666667
CCDC117	-0.272375
C6orf89	0.173166666666667
TUBB2B	-2.3735
RTN4IP1	-0.6495
CR1L	-3.08966666666667
CEND1	-0.04425
C12orf41	-0.492166666666667
RNF31	0.29225
UBN1	0.14
C17orf32	0.44
SLC5A7	-0.02225
GPR92	1.0665
ESAM	2.9214
CTNNA1	0.383166666666667
HRBL	-0.0479
CBX4	-0.89325
TMEM182	1.03275
SH3TC2	-0.974166666666667
IL10	1.01583333333333
PXMP4	1.3385
RNF167	-0.4888
PAK7	3.33666666666667
ETV3	-0.155
ATPIF1	-0.2995
LOC554207	-2.14533333333333
OR8H1	0.1705
WDFY3	0.951875
DPM1	-0.95575
GPSM1	-1.2415
WDR92	-0.5395
LRP1	0.327
ANKH	-0.784
THUMPD3	-1.0395
POLR1B	-0.7455
OLFM4	5.71416666666667
RAD9B	0.67225
TSPY2	-4.0225
PAX6	-2.6192
SCG2	-0.74425
SLC17A6	-0.15325
FMO3	3.165125
PADI4	-0.15025
TUBB4	-0.9525
NLK	-0.47075
POU4F3	-1.801
SDF4	-0.77275
ITGBL1	3.4185
NETO1	-2.248125
TAP2	0.090375
ABBA-1	-0.44975
GNAI1	0.43425
VPS4B	0.8895
NOPE	1.0275
GALNT6	2.3985
SESN1	1.0455
GBE1	-1.437
CLASP1	-0.44
RASGEF1B	1.52125
ACOT11	-0.122642857142857
AFAP1	1.051
OR2H2	-0.4
DPY19L2P1	-1.11225
DZIP1	-1.3865
SEC22C	0.03375
GPR161	-0.590833333333333
RNF146	0.96025
WDR74	-1.109625
GALP	0.1625
PURA	1.25725
DNPEP	0.145166666666667
RP11-78J21.1	-0.20625
ERBB2	2.160875
FANCM	-0.640333333333333
NEO1	0.924333333333333
DDX3Y	-4.7941
RPS3A	1.079625
MXRA7	-0.331928571428571
LGALS3	0.160833333333333
GLT8D1	0.18025
CFL2	-1.44683333333333
UPB1	0.3525
NAP1L5	0.293
CLDN14	-0.598
DHX38	-1.1225
BTBD1	0.07175
TARS2	0.121
ABCF1	-0.5363
FCF1	0.5725
LRRC49	0.182
GUCY1B2	-1.5805
C1orf177	-0.5598
SMARCA4	-1.23892857142857
LRP8	-3.6825
TAGLN3	-1.076
MRPL14	-0.32725
TTRAP	0.05475
ZDHHC20	0.9455
NFE2L3	-1.54025
KIAA1377	1.44875
PALMD	1.9712
TMEM43	-0.38775
TTL	-1.443
STAT5B	-1.50983333333333
SSB	-0.852
OR10H5	0.1035
SLC22A13	-1.002
AKAP3	-0.234
TIMM23	0.1795
OAS2	2.83283333333333
KIAA0423	1.3025
TRIM11	0.547
GLIS3	1.202875
TMEM50B	1.1345
ARHGEF4	-0.845625
DEGS1	1.47445454545455
TBL1XR1	1.20463333333333
G6PD	-2.3825
SP140	1.2466
MUC17	0.311666666666667
NUDC	-0.6998
DNAJC5B	2.78366666666667
SCARA3	-0.301
CPA3	7.48866666666667
BCAT2	-0.211375
MFN1	-0.4563
NRG3	-0.052
SNX11	0.07875
PLEKHH1	-0.751833333333333
GPR177	-0.441833333333333
HCFC2	0.4665
TCAP	-0.63775
MOCOS	-1.842
C14orf93	0.179
PRDM10	0.0223333333333333
SLC16A4	0.406333333333333
SRGAP1	-0.321
VIP	0.2315
DUSP27	0.289333333333333
LILRA1	0.9747
MC2R	0.00499999999999998
MGC24103	-1.0285
MBTD1	-3.6035
FUT11	-0.660666666666667
USP33	0.2177
C15orf39	0.19025
MAP3K12	-0.161375
PAAF1	-0.644666666666667
BARHL1	0.196
FLJ16165	-0.309
PIWIL2	-2.98325
SYNE1	0.945727272727273
CMTM4	0.97575
TSPYL1	1.5533
GUF1	-0.606
TMEM157	1.165
WDR44	0.379
HIST1H3C	-0.59425
DKFZp666G057	1.9385
RNPEP	0.62775
GAS2L2	0.534333333333333
ADH4	-3.28625
GRPR	3.93166666666667
FBXL17	-0.08325
ZBTB10	-0.0896666666666667
Gcom1	1.23666666666667
HTRA1	2.3377
ZNF585A	-0.404166666666667
SLC26A2	-0.0654285714285714
OTOP3	0.993333333333333
WISP1	2.91922222222222
ATP2B4	-0.400583333333333
FLJ10769	0.66325
CRAMP1L	-0.136625
CHST12	-0.4355
RAB22A	0.759416666666667
TARDBP	-0.307642857142857
STAU1	-0.243
CRB3	2.50016666666667
MIG7	-2.79725
CHMP1A	-0.831833333333333
ZNF160	-0.014
B3GALT6	-0.229125
BARX1	-2.06616666666667
C6orf167	-2.28566666666667
NXNL1	0.437
DHX29	0.57075
HADHB	0.192
PLXNB2	0.10025
ILDR1	-1.765
SLC15A3	2.92825
GAS2	-2.07583333333333
C20orf69	-0.27425
NUMB	0.18275
TNIP1	-0.16325
MESP1	0.269
PSKH1	-0.6265
NSFL1C	-0.32875
RHOG	0.00525
HEY1	-1.136
KNG1	-1.89257142857143
ITGAX	1.8165
LIN9	-0.7095
CANT1	0.048
XRN1	0.156142857142857
CCDC96	1.8865
HEATR6	-1.92066666666667
GNG7	0.6195
RUNX2	1.542875
SOX1	-0.0428333333333333
FCRL5	1.1539
ZNF99	0.390625
FAM9A	-0.2885
SNX22	0.1895
MBNL3	-1.60516666666667
ODC1	-2.1479
ADORA2B	-2.29966666666667
NR2F6	0.1755
ZFYVE16	0.00761111111111112
SYNJ2BP	1.3772
POLE	-1.53875
E2F2	-0.901875
THRA	0.255666666666667
PTGES2	-1.166
HIP1R	0.11
TMUB1	-0.817666666666667
ENO3	-2.30375
RSPH10B	-1.2855
CXorf39	1.242375
IRGC	0.36525
GPR109B	1.5045
FLJ13305	-1.5055
LCE3A	0.0505
TNFRSF18	0.5225
DET1	0.30925
TRPM3	-0.128666666666667
C16orf79	-1.7805
FECH	-0.464666666666667
RAP2A	0.2805
CRIP1	2.9755
AZIN1	-0.646375
SLC7A7	3.6085
IL10RA	1.4334
TMEM64	-2.2075
CDC42EP4	-0.0516
C16orf58	-0.52
ARG2	-2.65775
POU5F1P4	-4.85275
FAM62B	-0.421625
DNAH8	-2.0443
ASH2L	0.130375
TSLP	-1.50633333333333
CNTNAP5	-0.64025
TMEM16C	5.97075
IFNA14	0.0265
SLC1A3	0.9395
CABYR	1.012
BCL7B	-0.2728
NUDT13	-1.062
C13orf28	-0.5205
C1orf53	1.315
ARL6IP4	-0.164
RPL35A	0.38975
EMR3	1.11475
RAB40C	0.34375
SLC41A1	-0.783166666666667
LRCH1	-0.644
LY6G5B	-1.7675
FAM124A	-0.157285714285714
MGC10981	-4.12966666666667
CLIP3	0.4602
MAP4K2	-0.624
CHIC1	0.521
SULF1	2.958
C20orf30	0.0723571428571429
PRDM5	-0.23325
ELOVL1	-0.18675
C11orf48	-0.506625
SLC39A10	-0.34875
KCNV1	0.3035
ACP1	-0.269333333333333
ZMYM2	-0.144625
B3GNT6	0.02
C9orf69	-0.2615
C2orf15	0.11875
C20orf166	-0.072
HSP90AA6P	-1.0525
EDG7	-1.0465
NEURL	-1.373625
LPL	3.9145
CLEC2D	0.391142857142857
GRRP1	2.49366666666667
CD8B	-2.0271
HIST1H3D	-0.994166666666667
SLC6A12	-0.208
FAM27L	0.232
CD84	1.7038
RASA1	-0.3625
PHKG1	-0.5045
MAGEA11	-1.7695
IMPA1	-1.2352
NPM3	-1.30475
RARRES1	4.32625
SH3BP1	-0.22825
B3GNTL1	-1.3905
ARPC5L	0.0496666666666667
KLHL26	0.271
SIM2	-2.405375
GJC1	0.4515
C20orf194	-0.04425
EXO1	-2.033
SLC2A2	-2.70283333333333
LOC285074	-1.484
LRG1	2.5435
KIRREL	0.3925
PIK3R1	2.12985714285714
C4orf34	1.693
MAF	0.316555555555555
ADCY4	4.501
ZMIZ2	0.0646
SLC46A3	1.932
STAMBP	-0.825666666666667
CCDC16	0.38875
MS4A12	-0.3295
TCF20	-0.4355
LRRC46	0.39325
C20orf152	0.829
MRPS6	-0.430375
ABCB11	-0.232
KCNC2	1.3968
CDH19	-1.39683333333333
C9orf123	0.8175
SSH3	0.840125
LDLRAD1	-2.202
CCBE1	-1.32275
ZNF135	0.64225
TAAR1	0.612
WFDC12	0.0845
CCDC42	0.800166666666667
FLJ12529	-1.00975
PER1	-0.878333333333333
TIMM50	-0.558833333333333
SMARCAD1	-0.204666666666667
FAM26C	1.4935
TP53TG3	-0.607666666666667
SH3RF1	1.6486
LMCD1	1.82975
GPR63	-0.7075
FLJ21986	-1.19975
AIFM3	-1.14375
MICAL1	-0.422666666666667
BLZF1	0.891333333333333
IQCA	3.1195
PCDHGC3	-0.951
SAC	0.999
BCL6B	2.63366666666667
DDO	0.98475
MARCO	4.389
DCHS1	1.0715
C1orf170	0.8815
CD200R1	2.8445
C22orf15	-0.413
SEPT11	0.928333333333333
ADNP	-0.47075
UST	1.5809
C13orf34	-1.02983333333333
RFFL	0.488928571428571
APBA3	-0.0905
C2orf60	-0.4435
CUTL1	-0.5157
PMS1	-1.171625
ZNF689	-0.1355
EIF3E	-0.6785
IL9	-0.32
RPL31	0.3895
LY9	1.63566666666667
ATP2B3	0.68575
KDELR2	0.9485
TFCP2	0.372
NLRP12	0.18075
FLJ45422	-0.367
TLE4	-0.0142
ZNF570	0.2895
FLJ43806	-0.289
TLK2	-1.342
CIR	0.99775
MARS2	-0.3565
COL24A1	0.73875
SDF2L1	-0.982
HIBADH	0.420833333333333
IGFBP3	-2.32635714285714
C12orf23	1.394
PSPC1	-0.0515
C20orf43	-0.1765
TRAV20	0.873
ARHGAP24	1.324125
KIAA1975	-1.284625
C1QA	3.8739
DNTT	-4.4105
C10orf6	0.13325
C11orf41	-0.158125
HNRPF	0.928625
COL11A1	5.99783333333333
UBAP2	-0.673666666666667
CDKN2AIPNL	-1.6395
C20orf174	4.4835
SPRED2	0.1895
PLA2G12A	0.6135
ICEBERG	-1.6415
SCN10A	-0.2875
C11orf65	0.064
GBP5	5.13375
PITPNC1	-1.09616666666667
POU3F3	0.3145
NCOA7	0.160125
LIN7C	0.6308
LOC348840	-2.607
NKX2-2	-1.0435
ANKRD13D	-0.234375
LOC123688	0.76875
FUT2	1.149
TAAR8	0.654
FZD4	0.685416666666667
PNMA3	-0.353333333333333
OR4L1	0.0355
WIT1	-2.769
EXOC3L	1.73975
ATPBD4	-0.2139
KRBA1	-0.62125
UBXD6	0.53525
HOXB7	0.0474285714285715
C7orf23	0.1735
UNQ338	1.9095
STAB2	0.4715
CDC20B	0.21425
IRF9	2.21825
CENTG1	0.915083333333333
TNPO2	-1.596
MCPH1	0.253125
BMS1P5	-0.865
SLC26A7	1.0065
HIST1H3J	0.96025
C9orf3	0.2536
LBH	1.539625
MYO1D	0.24675
PTDSS2	-0.418
NFU1	0.87025
DEPDC4	-1.805
WNT7B	-0.3069
GLP2R	-1.2588
SETD4	-0.7749
DYNLT3	-0.5337
FKBP11	-0.1535
SESTD1	0.7085
FLII	0.17
RPS16	0.3575
CHPF	-0.7405
CSNK2A1	-0.454833333333333
SUMO1P1	0.12325
FKBP6	-0.656
ZNF214	0.633166666666667
TWIST1	0.643666666666667
DDX56	-1.33166666666667
TRAM1L1	2.3452
EPO	-3.48516666666667
MRPS18B	-0.3625
ZNF682	-0.0178
RPL14	0.353166666666667
MAFF	-1.097
LOC51136	-0.89975
LY96	0.83825
DDX20	-0.12925
ABTB1	0.2335
ARL5A	0.8201
CCT6A	-1.192
HEPACAM	-0.210833333333333
EHHADH	0.473333333333333
RBAK	0.436833333333333
CGB1	-0.03275
ITGB5	0.5382
YIPF3	-0.00775
FKBP2	-0.349
NR1D1	-0.7737
TMEM110	0.1725
NEK2	-1.2985
PRAMEF8	-3.32925
C20orf52	-0.3875
PCDHGA3	1.675
VWA3B	0.320333333333333
NDUFA5	0.20225
THAP9	-0.261
FLVCR2	-0.628
AP1S1	-1.51975
SMAD6	-1.64025
SAV1	0.769125
SAT1	1.68225
ZNF251	0.0715
ADAMTS7	0.0635
RPP38	0.266
C1orf211	-1.01
YPEL2	0.7465
RBMS1	0.24325
ZNF445	-0.280833333333333
NRXN2	0.632333333333333
PGBD4	-0.179875
UGT2B28	-0.75525
WBSCR16	-0.9252
NLRC3	1.22175
ASTL	0.106
ST6GALNAC1	-0.63525
ZADH2	-0.20475
MLLT4	0.390416666666667
ARL6	0.454666666666667
MEF2C	1.64725
CBFA2T3	0.2615
AFF3	0.354857142857143
COG7	-0.104166666666667
MYB	0.755
PLXNA3	-0.5735
XRCC2	-1.97833333333333
MMS19	-0.693875
ST8SIA5	-1.156875
CHPT1	-0.0436666666666667
KIAA1712	0.1595
OR6X1	2.109
ACTR3	-0.03525
UGCG	1.19683333333333
OR4P4	0.5265
ZAP70	-1.987
LPP	2.005125
ZNF485	0.2635
PTPRCAP	1.219
IL12RB1	0.58225
ATRX	0.3379
CHST8	0.406375
C14orf109	0.515
ARV1	1.413
NMB	-0.00285714285714286
COX5A	-0.384666666666667
EIF6	-0.8155
MPPED2	-0.131166666666667
SEMG1	-0.11
CHRDL1	1.3065
TRAF3IP2	1.425
WNK2	-0.810125
LILRA4	3.37316666666667
LAMA2	4.81675
PXT1	-0.4235
RLBP1	-3.1215
CD300C	0.47425
SLTM	0.072375
FLJ10404	-0.737125
APOBEC3D	-2.0275
RENBP	0.3045
ATXN7L1	0.527375
NID1	0.4715
TUBGCP3	-0.560875
ITIH5	2.18116666666667
CCDC110	2.96525
C8A	-2.821
MGC87042	0.14975
HOXC13	-0.2995
TFDP2	-1.036
HCP5	1.729
POLI	0.04925
UCN	-1.37833333333333
ZNF764	0.0346666666666667
C8orf45	-0.0219999999999999
FHL3	-0.61825
SPATA5L1	-0.24425
MMRN2	3.3705
NDST1	0.4385
COL20A1	-0.904666666666667
ZNF248	-0.5435
PELP1	-0.651
MBL2	-3.4674
RNF41	0.521875
C5orf24	0.520375
THOC5	-0.883857142857143
SERINC3	-0.0681666666666667
RP11-151A6.2	0.515
CDCP2	0.3175
HIST1H2AA	0.241
C11orf75	0.875166666666667
FKBP7	0.58825
DDOST	-0.53675
GPNMB	1.4865
TTF2	-1.8845
KCNT1	0.1496
SLC39A14	-1.23914285714286
NGRN	0.332
GPR137B	3.31025
MECP2	0.146625
PSMA1	-0.35025
C16orf73	-5.432
TMEM60	-0.362333333333333
CSN3	-0.385
NOS1	0.341166666666667
RAB7L1	0.267166666666667
YBX2	-1.3985
KIAA1166	-0.1775
FUBP3	-0.113333333333333
ABCG1	1.751
ACACA	-0.81925
ARL11	-0.00490000000000002
ATOH1	0.5085
ODF1	0.127166666666667
CREB3L3	-1.6675
TMEM127	1.4515
DSCAML1	0.082
PLN	3.35116666666667
LYPLA1	0.783583333333333
PRDM9	-2.901
SASP	1.1685
PLUNC	0.353333333333333
INTU	0.24375
HISPPD1	-0.01125
LNPEP	0.420666666666667
YARS2	-1.2665
APCDD1L	-0.956
ZCCHC4	-0.8876
FBXO22	-0.1195
TTLL13	-1.0785
ZNF669	-0.107166666666667
PTGDR	2.79725
DDX27	-0.35075
KIAA0409	-0.082
GJB6	0.084
ASB8	0.79275
PLP2	-0.0463333333333333
MEPE	-0.836
OR10J5	0.9755
KRT222P	3.205
COQ7	0.061
C1orf101	1.54375
RERG	2.6948
CHMP5	1.120625
THAP11	-0.256125
ZNF43	0.401166666666667
ZRANB3	-1.42716666666667
KRT13	4.2465
MRPL19	0.0075
RBBP9	-0.2495
SPATA17	1.67325
BXDC5	0.278833333333333
PAFAH1B1	-0.27175
MAGEE1	0.13725
OSTF1	0.411
KIAA0323	-0.0735
TXNDC13	0.0746666666666667
CNTN4	2.1265
LCE1B	1.152
UNQ501	0.75075
ZNF154	0.41
C3orf64	0.6705
SYT5	-0.3055
PON1	1.23483333333333
FLJ10357	-0.154
ATP4A	-0.4345
GNPDA1	-0.72
MGAT1	0.971166666666667
C14orf121	0.16375
SLC35B2	-0.49375
MIER3	1.07316666666667
CHEK1	-2.8315
ZNF8	-0.118
TXNDC1	-0.578833333333333
CKB	-2.0543
RTN3	0.815857142857143
FZD2	-0.720333333333333
PART1	0.304375
PSMB6	-0.558
PCDHB8	0.049
PHC3	0.5158
PPP1R8	-0.531333333333333
NOVA2	1.6475
TNFRSF11B	-3.57725
GOLPH3	0.899166666666667
UBLCP1	-0.36475
SUHW3	-0.58025
TTLL1	1.04525
OPN4	0.123
OR13G1	-0.4105
ZPBP2	-0.657666666666667
HSD17B11	-0.533875
C9orf50	-0.4145
DHDDS	0.143357142857143
CTSW	1.5277
NEFM	-1.63783333333333
MRPL28	-0.90275
SYN1	-0.2175
PIGV	-0.2915
ZIM2	-0.22825
APBB1	-0.0613333333333333
SND1	-0.6905
C1orf123	0.3225
CHD3	-1.06775
BHLHB8	0.15475
RNASE2	1.22166666666667
BCAP31	-0.149375
SLC25A44	0.300166666666667
CHD6	-0.9554
PIB5PA	1.50761538461538
SELS	0.351
LOC541471	-0.203875
FAT2	1.4
ZNF81	-0.1755
OR4C16	0.8845
FLJ10081	-0.1666
LRRC4	0.53875
CS	-0.294833333333333
N4BP2	-0.14675
IGFBP7	2.1595
ZNF318	-0.395583333333333
NDNL2	0.631625
ZNF609	0.590375
SIRT4	0.30875
EXOSC10	-0.462
ECE2	0.0103636363636363
OVGP1	-0.132
GTPBP3	-0.86325
PACS2	0.0848
C19orf36	0.6345
ARL4C	-0.435375
ATG4B	-0.603875
UBQLNL	0.88
RHOXF2B	-3.5815
PLEKHG2	-0.6915
GALR1	-0.586
AQP4	-0.388333333333333
HDAC7A	0.065
DCUN1D3	0.34075
OR8A1	0.512
CCRN4L	-0.507125
CBR4	-0.199
KIFC1	-2.3215
SLC7A14	-1.554
LHX5	-0.3385
TRPC7	0.3055
LPXN	0.01575
SERPINA1	-2.246375
RPS13	-0.1194
BPIL3	-0.3355
PRKAA1	0.038
FADS2	-1.6671
ENAH	0.2761875
PRO1768	0.2995
APBA2BP	-0.46725
LIPH	3.56316666666667
C3orf33	-0.171
RCC2	-0.387214285714286
ALDH1A2	-3.3931
RNF103	2.38925
AHCY	-0.94175
ALG12	-0.0025
CCL17	3.108
ZNF543	1.34833333333333
ESRRG	2.5388
CNGA1	2.85175
RDH5	1.16683333333333
OTX1	-1.4708
PTGFR	0.703166666666667
CDR2	-0.22325
SELE	4.20025
NLGN2	-1.2772
EXOSC9	-1.2475
ZNF566	-0.103
KLRC2	-3.2805
GPR12	0.5395
KIAA0196	-0.06125
PDRG1	-0.08325
SSR3	-0.0800714285714286
MSI1	-1.061
CST9	-0.0145
CC2D1A	-0.247125
PLAGL1	0.212833333333333
ZNF778	-0.3375
RNF2	0.141375
KLF6	1.11583333333333
THBD	2.00783333333333
tcag7.1314	1.11725
NR5A1	-0.1445
ABCD2	1.65775
DNAJC7	-2.14975
CLEC4C	1.9915
TM2D3	0.8885
CCDC4	-0.362
PLAC2	0.43175
DCD	5.6955
FAAH	1.051875
POLA1	-0.576833333333333
TM7SF2	-0.120875
FLJ39822	0.514833333333333
FLOT2	-0.658625
MAP4K1	0.1825
SRP68	-0.442
C21orf74	0.048
ARPC5	0.554875
LOC126075	1.44425
HECW2	0.713571428571429
ZDHHC4	-0.16875
ANKRD42	1.993
PDE9A	-0.677666666666667
ABCA8	3.07725
NDUFS2	0.1365
UBR5	-0.615625
BTBD16	-3.268
LOC554174	-0.608
ZNF20	1.0405
KIAA1843	-0.041
WDR17	-1.03233333333333
C15orf33	1.146
RNF113A	-0.09425
CAMKK1	-1.4459
CLCN2	-1.0065
ANXA6	-1.1655
LOC340069	0.711
EMID1	0.459125
DPM3	-0.712583333333333
ELA1	-0.3295
SLC25A13	-1.331
KRT24	1.71925
SMPD1	0.446
TH	-0.057125
COL6A2	1.05685714285714
ANKS1B	1.084
GPR126	-2.053
ZC3H12A	0.167666666666667
TMEM47	1.11833333333333
C2orf51	-0.422333333333333
C1orf88	1.68383333333333
HSF2BP	-0.13425
AKAP10	0.3125
RPAP3	0.0335
KLHDC8B	0.409125
STOM	0.3901
MUPCDH	-0.726125
C10orf72	-0.3525
PLEKHA3	1.06816666666667
TCP11L1	-0.24675
CWF19L1	-0.20825
SPEF1	1.58646153846154
YSK4	2.15875
ELN	3.0307
SAMD8	0.5355
MPI	-1.008
MEPCE	0.1695
ABCC3	-0.74725
NANOGP1	-4.663
KCNK17	1.967875
HLA-DMB	4.9585
RRAGA	0.8015
ANGEL1	-0.683
RBM32B	0.144
CPN1	-3.30475
MGC52282	-0.367
HLA-A	1.83258333333333
OR9G4	-0.0965
EDNRB	0.469625
SCD	-1.04014285714286
C14orf80	-1.12083333333333
BAGE2	-0.437
RABL4	0.898
RCVRN	-0.939
SHANK1	-0.3
NLRP7	-1.411
CD226	2.05525
STAT3	0.09
SYNJ2	-1.2672
TPCN2	-0.7455
WDR36	-1.00558333333333
MBD4	0.28575
ROBO1	-1.1472
ST3GAL6	-2.62125
SLAMF8	3.01433333333333
ATN1	0.14
GPR141	0.16925
KRT36	0.6315
TPH1	-0.477
DDX52	-0.55825
ZSCAN29	0.0293333333333333
TRPT1	0.180666666666667
DPEP3	0.831
DENND4A	-0.54825
TSPAN16	1.331
PTCHD2	0.0395
LOC145814	-1.09175
CAP1	-0.0408333333333333
EIF5A2	-0.6778
NT5DC3	-1.631375
SEPT9	-1.13025
SEZ6L2	-0.109
EGFLAM	4.38825
VPS11	0.226625
NDUFB5	0.215333333333333
CIDEA	4.85116666666667
IER5L	-0.3345
N6AMT1	0.4215
FAM83C	-0.21275
OXR1	0.51825
IRX1	0.7255
DGKB	-0.611166666666667
GCN5L2	-2.97925
MIR16	0.441375
FBXW9	-0.44425
WDR4	-2.48483333333333
PDC	1.2375
VPS33B	-0.738
HEXB	-0.0185
FLJ32214	0.00775
TCEB3	-0.72
CRLF1	-3.0905
ABI3BP	2.60975
C8orf22	-3.54625
PYCR1	-1.189125
KIAA1706	0.81025
CDK5R2	0.43075
WAS	0.3075
C12orf60	-0.96225
CCBL2	0.489
MADD	-0.14675
C5orf34	-2.11775
WDR42A	0.6049
KLF12	0.43575
HSPA1A	0.52075
ITM2C	-1.5135
DAPK2	1.7435
LOC442590	-0.054
SUMF2	0.2475
CENPA	-2.32538461538461
TMED5	-0.351
CDH6	-0.5123
BRP44	1.07575
THG1L	-0.54075
GABRA2	-1.24175
C14orf166	-0.049
MYL1	-1.525
TNFSF18	-0.2295
PAP2D	-2.282
PPIB	-0.219
KLHL4	-0.273714285714286
SFN	-0.827666666666667
CCDC127	0.66225
FRAP1	-0.52025
GOLGA5	0.83875
SDCCAG1	0.00262499999999999
MGC21675	0.1025
C10orf95	-0.8915
KIAA1345	-0.534666666666667
C1orf163	-1.665
LACE1	0.294833333333333
OR10K2	-0.481
CENPN	-2.34836
TMED2	0.22825
UGT1A6	-1.2425
ANG	0.696
U2AF1	-1.02633333333333
CASC2	0.2095
NMT2	-0.2225
OSGEPL1	0.423875
DFNB31	-1.482
SLC6A20	0.123125
DKC1	-1.51925
FXYD4	-0.62975
WDR64	-0.39375
MGC5590	0.1325
CREBZF	-0.543666666666667
DAZ1	-0.46825
PRPSAP1	-1.0785
GCHFR	0.532
TTC7A	-0.52675
LOC196993	1.6445
UBD	2.07516666666667
S100A1	-0.861375
RPL6	0.878666666666667
DNAJB6	0.6347
NAGS	0.3477
C2orf58	-0.6115
KERA	2.1515
MT1X	-0.5499
UBE2B	0.9839
KEAP1	0.4275
MST1	-3.368625
OMA1	1.1885
ABLIM2	1.003
BCL2L13	-0.403833333333333
JAZF1	0.339166666666667
TMEM63B	0.2595
S100A8	3.2571
ARFIP2	0.55225
UROS	0.45825
KHDRBS2	-0.7775
POLQ	-2.769375
SOAT1	-0.85475
SPAG4	-2.01875
MRPS30	-1.3625
LOC494141	-0.30725
OR2T11	0.304
ORAOV1	-0.7745
ZNF184	0.174833333333333
TCEB3B	0.475166666666667
ADAM21	1.272
GDPD1	-0.61425
SPINLW1	-0.652
PRR14	-0.284833333333333
KCTD9	0.1333
NUDT3	0.721
KIAA1822	0.6974
