Hybridization REF	TCGA-A2-A0CL-01A-11R-A115-07
TPCN2	0.656333333333333
WDR36	-1.18858333333333
MBD4	0.61425
ROBO1	-0.9704
ST3GAL6	-2.31575
SLAMF8	3.5465
ATN1	-0.0795
GPR141	1.24925
KRT36	0.0015
TPH1	-0.168
DDX52	0.195
ZSCAN29	-0.251
TRPT1	-0.542666666666667
DPEP3	0.92475
DENND4A	0.241875
TSPAN16	-1.242
PTCHD2	-0.406
LOC145814	-0.641
CAP1	1.03033333333333
EIF5A2	-0.7611
NT5DC3	-1.05425
SEPT9	-0.9435
SEZ6L2	0.15225
EGFLAM	3.35525
VPS11	-0.0555
NDUFB5	-0.0818333333333333
CIDEA	3.1245
IER5L	-0.40025
N6AMT1	-0.36375
FAM83C	-0.6095
OXR1	0.00391666666666669
IRX1	-0.24
DGKB	-0.6805
GCN5L2	-1.114
MIR16	0.248
FBXW9	-0.241
WDR4	-1.18333333333333
PDC	-0.17
VPS33B	-0.701
HEXB	-0.09875
FLJ32214	0.24475
TCEB3	-0.63825
CRLF1	-0.99475
ABI3BP	4.1555
C8orf22	-4.07375
PYCR1	-0.332
KIAA1706	0.5625
CDK5R2	0.026
WAS	1.6785
C12orf60	-0.939
CCBL2	0.60875
MADD	0.3745
C5orf34	-1.07
WDR42A	-0.000600000000000056
KLF12	0.988875
HSPA1A	0.36825
ITM2C	-0.256083333333333
DAPK2	1.46083333333333
LOC442590	0.7775
SUMF2	-0.156125
CENPA	-0.536076923076923
TMED5	0.4265
CDH6	-0.7292
BRP44	0.58
THG1L	-0.02075
GABRA2	-2.38775
C14orf166	-0.5945
MYL1	-1.683
TNFSF18	0.9415
PAP2D	-1.7775
PPIB	0.43375
KLHL4	0.04775
SFN	0.0793333333333333
CCDC127	-0.07425
FRAP1	-0.1685
GOLGA5	0.32225
SDCCAG1	-0.16375
MGC21675	-0.306166666666667
C10orf95	-0.9985
KIAA1345	-0.965833333333333
C1orf163	-0.835
LACE1	-0.187
OR10K2	-0.457
CENPN	-0.90364
TMED2	0.6235
UGT1A6	-2.133
ANG	-1.037
U2AF1	-0.589666666666667
CASC2	0.698
NMT2	0.319833333333333
OSGEPL1	-0.133
DFNB31	-0.5945
SLC6A20	-0.4445
DKC1	-0.57025
FXYD4	-1.53275
WDR64	1.403
MGC5590	0.003
CREBZF	0.109333333333333
DAZ1	-0.238
PRPSAP1	0.043
GCHFR	-0.60025
TTC7A	0.132625
LOC196993	0.41825
UBD	3.06133333333333
S100A1	-0.923625
RPL6	-0.138833333333333
DNAJB6	0.4536
NAGS	0.2814
C2orf58	0.431
KERA	1.66216666666667
MT1X	0.489
UBE2B	0.5817
KEAP1	-0.071
MST1	-2.992125
OMA1	0.6185
ABLIM2	1.14575
BCL2L13	0.2985
JAZF1	0.657666666666667
TMEM63B	-0.159
S100A8	1.6757
ARFIP2	-0.22425
UROS	0.3565
KHDRBS2	0.4805
POLQ	-1.12125
SOAT1	0.248
SPAG4	-0.6555
MRPS30	-1.05166666666667
LOC494141	0.148
OR2T11	0.121
ORAOV1	0.2846
ZNF184	-0.376833333333333
TCEB3B	-0.0603333333333333
ADAM21	-0.4655
GDPD1	0.034
SPINLW1	0.08325
PRR14	-0.0866666666666667
KCTD9	-0.7334
NUDT3	0.02925
KIAA1822	0.7325
HIST1H4K	0.74
DFNA5	-2.3195
GABPA	0.195
C14orf44	-0.3815
POLB	-0.589125
PTAR1	-0.51525
SEC31A	0.3799
TRIM58	-2.25025
TAS2R14	0.062
VPS8	0.52175
H1F0	1.10483333333333
PRKCB1	0.555833333333333
UGT2A1	0.114
TOR1B	0.2035
LSS	-1.30058333333333
C2orf19	-0.28
HNRNPC	0.116785714285714
TMEM100	-0.565
LOC116349	-0.56375
OR51M1	0.2655
CCDC142	-0.2235
ISG15	2.9164375
ZCCHC14	0.207875
CREBL2	1.318375
TGDS	-1.3055
DC2	0.8205
CACNA2D3	-1.24692857142857
ZNF429	0.700625
LYPD6	1.0985
SUCLG1	-0.1795
OR51I1	-1.846
MAGEH1	2.38075
PRPF40A	0.01
SMR3A	1.1535
SPINK2	2.81925
THAP2	-0.316125
NPY5R	-0.90925
IRF4	0.3895
SPESP1	1.108
OR10S1	0.0025
DTD1	-0.712
TUBE1	-0.411
DDX19A	-0.358
PDPN	-0.097125
TMEM34	-0.00666666666666666
MGAM	-0.25775
COL3A1	4.4695
GFM2	-0.7745
OR5A2	-0.648
PSG9	-1.1505
ARHGEF11	0.140666666666667
IVNS1ABP	-0.47625
SIGIRR	0.61425
DUSP19	0.11575
DNAJC14	0.1756
ACSS1	0.03425
IL1RAPL2	-0.07
C4orf30	-0.048
SEPT4	2.471
LANCL3	-1.82625
SPAG17	3.65433333333333
PRDX3	0.297375
HNF1A	-1.759125
P4HA2	-0.79675
RFWD3	-0.8555
MOV10	0.0725
DNAJA5	0.230571428571429
LOC729440	0.1795
LOC200383	0.9215
SMC2	-0.994
MIXL1	-1.33416666666667
TMEM9	0.044
FAM86A	0.4665
ZNF174	-0.1242
MYH14	-0.2545
CCR8	2.11175
VPS37C	1.30066666666667
GPATCH1	-0.3025
B3GNT8	0.841
TBX4	-0.807
CNR2	2.02966666666667
PCDH1	0.5055
C5orf29	5.68725
OCIAD2	0.704
PLCG2	1.9375
KIAA0247	1.6485
HRH3	0.2629
CAPN13	2.25325
CCR1	1.2728
MGC15523	-0.0464444444444444
UVRAG	0.753666666666667
DNAJA2	0.2375
ITGA2B	-0.855666666666667
CLDN5	2.919125
PTPRN2	-0.336928571428571
ZNF512	0.482
PSAP	1.53021428571429
CCDC140	-0.541
LRRC55	0.183
CYP26C1	0.7215
C8orf47	-0.02725
LYN	1.46225
DUSP6	0.174333333333333
TGFB3	2.85413333333333
ELK1	-0.6677
PCDH11Y	-0.393166666666667
HGD	0.73425
C17orf58	0.029
MYO3A	-0.1835
SERPINE2	-2.75266666666667
AARSD1	-0.688125
C14orf73	-1.4965
ADAM33	-0.216
ZNF491	-0.2105
MAPK6	-0.5245
TCN1	-0.822166666666667
SLC24A6	0.819
UBE2R2	0.42425
H1FNT	-0.03175
TATDN2	0.211666666666667
LILRB1	3.1175
P2RY5	2.039
NUCB2	-0.1615
C2orf37	0.679
SNX27	0.379333333333333
MTA3	-0.091875
FOXO4	0.367375
ID4	-0.223666666666667
SOX5	-1.99433333333333
PXMP3	0.663
OR52M1	0.049
SFT2D3	0.202375
INA	-3.8905
MCOLN1	0.53275
NFIX	-0.328
CLEC14A	4.31633333333333
HIBCH	0.168166666666667
PLA2G5	1.43325
TIMM10	-0.358833333333333
MED17	0.0266
COL4A4	3.0225
TPP1	0.965333333333333
GJA3	-1.79233333333333
TMPRSS5	-1.40575
AADACL3	0.455
DNMBP	2.00775
ENPP5	-0.142166666666667
NQO1	-1.0139
ZSCAN2	-0.72075
SEC24C	0.5835
GTF2A1L	-1.447
AXIN2	-1.2524
FAM33A	-1.00983333333333
C16orf13	-0.333625
SPNS2	1.0915
TAF1	0.36925
AP1G2	0.072
RBM42	0.0728333333333333
HCN2	-0.483
EFHB	0.630333333333333
RUSC1	0.0426666666666667
GRIK5	0.0275
USP21	-0.141166666666667
ATAD3C	-0.509
ORMDL2	0.1975
PRSS7	-4.28175
PSAT1	-4.28425
FLJ13195	0.4895
TBC1D1	0.381
IFNG	4.492
OTOS	0.255166666666667
ZNF773	0.409833333333333
EMD	-0.794
RETN	0.213
CCL8	3.3645
APH1A	-0.247
COX18	0.878625
GTF2IRD2	-0.0925
CCDC82	-0.592583333333333
PAFAH2	0.2898
NPEPL1	-0.3409
RP11-114G1.1	1.251
TP53INP1	0.817125
ZNF300	-0.463666666666667
FOXL2	-3.48925
LARP2	-0.07475
LATS1	0.5055
HTR6	-0.344
SPOCK2	2.47883333333333
RNF144B	2.60466666666667
HTATIP2	-0.18225
MGC10334	0.10225
CENTA2	2.3565
FGF2	-0.7835
FXYD7	0.5695
PHYHIPL	-2.78875
GPR34	6.238
DDX6	-0.0853333333333333
OR10W1	0.3395
LHFPL1	-0.9985
ZNF313	0.255285714285714
VPS28	0.47625
AP3M1	0.5363
AKR1CL2	-1.2925
TRAF4	-0.174375
OR2B11	0.018
C19orf12	0.612333333333333
AKAP9	0.0386666666666667
C1orf62	0.0455
SLC20A1	-0.3398
FAM112A	1.515
LDB2	1.199375
MRPS23	-0.01975
KLK5	0.685125
SPTB	0.0046
EFEMP2	0.616
EFNB2	2.09
PCM1	-0.218642857142857
NMNAT3	2.517375
TSG101	-0.115666666666667
C8orf40	-0.183166666666667
NOB1	-0.90275
ABHD3	-0.6355
GTF3C4	-0.662875
PIGN	0.711333333333333
GALNTL1	1.0225
AEBP1	1.764875
OR9Q1	0.164
ANKRD2	0.1125
CCL28	-1.823
TRIM38	1.68166666666667
TMCC1	0.499916666666667
SMG5	0.312
LRRC7	-0.7265
NCAPD2	-0.905166666666667
C6orf153	-0.5565
C1orf74	-0.144
OTUD6A	-0.4995
DCP2	-0.191333333333333
TMEM24	-0.3975
RPL18	0.063
TMEM177	-0.08175
LRRC37A3	-0.50025
C1D	-0.118833333333333
LDHC	-2.998
UBE4B	-0.324333333333333
NIT1	0.261375
BTN3A3	1.57275
RASD1	2.68775
COMMD3	0.168
SHFM1	-0.38575
BIRC8	0.2765
DUT	-0.4575
C12orf51	0.084
LRRC59	-0.8555
LY6H	0.65675
WDR22	0.715166666666667
EDEM1	-0.217857142857143
ADH1A	3.045
PANX2	-0.4059
CYP11B1	0.6495
CDC73	0.2845
GPR172A	0.09725
GSTM3	2.20223076923077
KCNA5	0.6155
SERAC1	0.685333333333333
NFATC2	0.704
ANAPC5	-0.3812
C15orf24	0.06925
NFATC2IP	-0.379416666666667
TNRC6C	0.738
MGC102966	-0.928875
FGD5	1.194
MED9	0.20525
RAB13	0.3815
C15orf49	-0.245
CRYGS	-0.2216
C12orf53	-1.5984
LOC283693	-0.0905
COX6B2	-0.785
PHF14	0.365875
FAM3A	0.00125
RPL13	0.0114
PRDX2	0.394
FLJ34047	-1.8255
PRMT3	-0.22775
KCTD19	0.221
TRIM10	-1.22033333333333
MGC26597	0.116333333333333
GCNT4	0.282
GPRASP1	1.039
CDKN1C	-0.618416666666667
RHBDL2	1.8836
HSPH1	0.059
AQP1	2.784
COL17A1	0.3852
GFAP	-0.078625
CDC16	-0.31525
KIAA1614	0.017
C6orf118	-0.813166666666667
ZSWIM5	-2.07125
FAM83F	3.01525
LYNX1	1.1814375
SYNPR	-1.36525
XG	2.90583333333333
PRSS16	-2.065
KIF13B	0.381714285714286
PCDH9	-0.878625
HIST1H2AH	0.0315
RBM18	-0.665
ZNF626	1.0935
HEXIM2	-0.254666666666667
ITFG1	0.1065
TUBG2	-0.725
SFRS7	-0.093
C9orf14	0.148
EXTL1	-1.52775
GBP3	1.68183333333333
WDR5	-0.70775
RARG	-0.0461666666666667
MYO7A	0.403375
CECR6	-0.233
C13orf3	-1.348875
SFRS18	-0.16725
ACVR1B	-0.0346666666666667
PSMD1	0.0233
C7orf31	1.10666666666667
ILVBL	0.2465
IFNGR1	1.788
RNF186	1.45175
NOL9	-0.24325
MAGEL2	0.3145
SLC29A2	-0.09875
NHSL1	-1.90525
RBMX	-0.3675
PSORS1C2	-0.037375
RAD51L3	0.0508333333333333
LCN6	1.66225
ORAI2	-0.10775
BRUNOL6	0.4846
OR4K5	-0.0105
CDC123	-0.058625
MSLN	-1.86183333333333
WWTR1	-0.623666666666667
ZNF700	-0.0005
COBL	-0.7515
PPP1R16B	2.19025
GAS7	0.9022
MDN1	-0.670375
HAAO	0.424
C9orf68	0.643
TNFAIP2	0.71675
FOXN1	-0.402
hCG_2033311	-0.181666666666667
ATP6V0D2	-1.6373
RPL41	-0.075
SLC38A1	-0.114375
ARHGAP6	-1.05533333333333
ADAD2	-0.2675
PHF20L1	0.4099375
MCM3AP	-0.134
ST3GAL3	-0.201
SNX1	0.117
ELF5	2.4775
PARP3	-0.115375
RBM8A	-0.0724375
LINGO4	0.308
ITGA9	0.981666666666667
ZFR	0.195
ACSL6	1.293125
FLJ20699	-0.3896
DAOA	-0.3355
FABP4	5.14825
KCNB1	-0.03825
CANX	0.0621
SLC25A28	1.60116666666667
ADIPOR2	0.455375
ECHDC2	0.9515
SMA4	-1.70975
FRZB	2.9675
PABPC1	-0.132666666666667
DMRTB1	-0.5045
APOBEC3G	2.181
CATSPER2	-0.358333333333333
CUEDC1	0.503833333333333
STARD9	-0.807875
CLDN8	2.98425
LOC23117	-0.442545454545455
E2F6	-0.0842222222222222
TMEM126B	0.0495
DPY19L4	0.273
GIMAP5	2.6535
NDUFA9	0.0576666666666667
FAM77C	0.643
CTPS2	1.30725
LOC51035	0.0005
WDSOF1	-0.80275
EGLN3	-0.256125
PITX3	-0.0681666666666667
OR52E8	0.1785
GRM4	2.081
KLK1	-0.211166666666667
GPM6B	-0.29225
RRAGD	-1.068
PAGE5	-1.313
UCHL5	-1.0845
ULK3	-0.752833333333333
AIM2	4.06283333333333
PNO1	-0.139833333333333
OR2F2	0.042
GNAT2	-0.206
SIX1	-1.855
ST13	0.996833333333334
ZBTB44	0.173375
TIMP2	0.09375
ZMAT4	-4.18125
GTF2IRD1	-0.792
ZNF19	0.225166666666667
ZNF714	0.4575
RSC1A1	0.22925
C9orf80	-0.28825
PSMA8	2.14983333333333
TMEM141	0.0115
COX4I1	0.0225714285714286
CTAGE1	0.7115
DTWD1	-1.067
HSD11B1	2.903
KRT6B	2.97375
ARID4B	0.76925
LHFPL3	-0.0485
WWP2	0.169333333333333
ZNF326	-0.398666666666667
RGPD1	-0.431
CTSH	1.72216666666667
FASTKD1	-0.701875
PAF1	0.2219
TTC9C	-0.22875
IFT57	0.7359
PRSS36	-1.405
IL20RB	-1.8365
ZNF592	-0.345333333333333
DCTD	-0.2389
CFP	2.47375
MFNG	1.1215
JMJD2B	0.6105
ALDH3B1	-0.410875
THSD4	0.108666666666667
KCNJ5	2.60633333333333
LMNA	-0.356833333333333
TBCD	0.132875
ZNF250	-0.162666666666667
CASQ2	2.057
PEG10	-0.881583333333333
PRAME	-4.13173333333333
NP	-0.298
TRIM59	-0.282166666666667
ZNF12	0.019125
XTP3TPA	-0.293
SIGLEC7	1.1279
PANK4	-0.348
FAM70A	-1.70583333333333
SNED1	0.117
HIP1	0.4644
RAET1E	-1.79733333333333
AMAC1L2	-0.43
AHNAK2	-1.05216666666667
TOE1	-0.715333333333333
RECQL4	-0.89425
SPRYD3	0.0415
DPAGT1	-0.5635
MAGED2	1.4988
ANKRD55	2.1415
TRPS1	2.74433333333333
DOK7	-1.052
TFPI2	-4.6005
GTF2H3	-0.0278333333333333
CYP4F11	0.039625
LHX2	-1.68866666666667
ATG16L1	0.0848333333333333
ASB12	-0.002
C1orf116	0.659625
NF2	-0.2735
POM121	-0.5003
PHYHD1	0.2877
TXNDC17	-0.3355
DKFZp779O175	-0.33625
NUP62	-0.300214285714286
MYO18B	-1.811
PRAMEF1	-0.436
TCBA1	0.44725
TMEM168	0.15075
FJX1	-0.775666666666667
CLCF1	0.07075
SEPN1	0.6415
IGSF2	2.034
NUDCD1	-0.0785
TFF3	1.1045
NDFIP1	0.965857142857143
CHCHD4	-0.945
TNR	0.5855
CUTA	0.005
USP44	-3.13075
DPP10	-0.897
IWS1	-0.06
PCGF1	0.44975
SULT1C4	0.329
NTF5	1.7395
PTPN13	0.48675
SSTR5	1.643
SFRP1	-1.54175
IDH3B	-0.147125
SUOX	0.253
TMCO5	-0.0455
GOLT1B	0.03175
MIB1	0.1805
PCDHGB1	-0.1795
SUSD1	0.73625
ICAM5	-3.1205
PAPOLB	0.1915
URM1	-0.0459
TMEM106B	0.0185
LRIG2	-0.4535
SLC27A5	-0.82975
CLIC6	0.3347
ZNF420	1.06666666666667
SCN9A	-1.0195
KIAA1909	-1.602
ELMOD1	-2.64175
PRKAG1	-0.05375
FAM64A	-1.204
EEF1G	0.2488
SMAD5	0.5905
INCENP	-1.42175
WASF2	-0.7475
GARS	-0.7397
CDK10	-0.1507
HLX	0.252666666666667
MDM4	0.063125
ZNRF1	-0.455
HHATL	-1.77966666666667
FAM21C	0.0499000000000001
HIST2H3C	0.39125
PFDN2	-0.30325
ZNF200	-0.116
NDN	0.08075
HBA2	-2.117
FBLN5	1.89625
PUM1	0.467714285714286
TNNT1	-0.0815
C19orf59	-0.248333333333333
HNRPH2	0.767333333333333
RAB7A	0.932666666666667
PMS2	-0.2705
BIRC3	1.90916666666667
NRSN2	0.43325
OR52K2	0.569333333333333
SPOCK1	-0.129642857142857
H2AFY	0.25175
RXRB	-0.63925
ZNF638	0.00733333333333333
ANKRD45	0.80775
ACTN4	-0.345166666666667
FXC1	-0.186
EIF2B5	-0.11125
VPS33A	0.05125
PINK1	0.398875
FAM106A	-0.526
SKIP	1.1478125
GAPDHS	-0.14675
MUM1L1	3.189
PSTPIP1	2.14625
CNTNAP1	-1.8261
CYP26A1	-4.18
APOL2	1.2206
TACC2	0.9305
COX7A2L	-0.0894285714285714
HSD17B1	0.31725
ARRB2	0.7135
SLC7A6	-0.1601
HSD17B10	1.15975
RBJ	0.5205
NUP155	-0.8945
MRPL10	-0.457333333333333
CYCS	-0.586416666666667
CCDC46	0.4565
TECTA	0.3755
GNAL	-0.665
LPO	0.00650000000000001
PEBP4	0.95825
DDX11	-1.713
C18orf12	0.2405
TAF9B	0.473833333333333
IMP4	0.53275
RPA4	0.303333333333333
NDUFS1	-0.278
UPK1A	0.0311666666666667
ARRDC2	1.00266666666667
C18orf20	0.3295
AES	0.515571428571428
CD2BP2	0.0821666666666667
C16orf54	1.3315
UGT2B17	-2.814875
FGFR1	-0.401272727272727
CEACAM6	-2.039
CHRM5	0.279
CERK	0.37525
AP3S2	-0.0118571428571429
ANKS4B	-2.2385
CLCNKA	-0.211
ZNF208	0.706833333333333
HLA-DRB5	3.451
CARKL	-0.3245
GOT1	1.47616666666667
CASP6	0.764625
HOXA1	-0.3305
RCL1	-1.03075
ZNF181	0.631166666666667
RAB40B	1.0845
MRPL38	0.085875
LRRN2	-0.094
C3orf25	0.8435
OR5D14	0.161
OR10AG1	-0.2025
BET1L	0.2203
FRY	2.63075
AK3L1	-1.58
CSF3R	1.412
POLR3K	-0.844333333333333
ATG2B	0.707333333333333
EPS8	0.175166666666667
DARS	-0.249875
C10orf56	0.634833333333333
DAD1	-0.10275
RIOK1	-0.283833333333333
HERC2	-0.523
HSD11B2	0.781333333333333
FAM96B	-0.17025
MGC13057	-1.337
BSN	0.3495
CAND1	0.547333333333333
HCST	2.9275
ACTR10	0.390166666666667
OR8D4	-0.0365
NASP	-0.9649
COL9A2	-0.434666666666667
LYZL1	1.374
GPC5	-2.87925
TBL3	-0.238666666666667
CENTD2	0.7793
OR5AP2	-0.205
TLR1	3.61525
LMO6	-0.335
ZIC2	-2.292375
CPNE5	1.71675
ZMYND15	1.83275
FLJ22374	-0.6435
CCDC106	0.03275
PARP16	-0.35325
PDIA3	0.8165
C14orf126	0.07025
CECR2	-1.8415
SFRS1	-0.700785714285714
FIGLA	1.6625
DCP1A	-0.386833333333333
MGC45800	-2.0352
TEKT1	0.266
C10orf67	-0.896
CLN5	0.631
NTN2L	-0.293
GLE1L	-0.4945
CES2	-0.261
GNAS	1.59172222222222
DDX53	0.0225
TSPAN13	3.3765
MRPL52	-0.5225
SPIRE2	-0.663625
TAS2R39	0.22875
SCUBE3	-0.52025
UCRC	0.3114
CDKL3	-0.92425
KIAA1715	0.1432
ZNF345	0.794
RTF1	0.000749999999999994
DHRS7	0.52425
RIPK4	-1.345
EXOSC2	-1.35883333333333
MS4A2	2.48075
FGF17	-0.04725
WDR59	-0.5135
EVI2A	1.70925
IL17RC	0.0536666666666667
HS3ST1	2.684
ITGB1BP2	-1.0495
RBPJ	-0.8005
GIMAP1	3.473
INE1	0.095
ALDH18A1	-0.446375
TPI1	-1.31075
GATA6	0.87525
CABP1	0.0666666666666667
ZNF484	0.337
DAPK3	0.14
GJB1	-2.63516666666667
PIN1	-0.041
SLC6A15	-4.15575
CNO	-0.30575
RIN2	2.082375
FRRS1	-0.385
CYorf15B	-4.26525
DMRT3	2.386875
ATAD1	-0.14175
OTUD4	0.219333333333333
ATOH8	-1.25725
ZSCAN16	0.61175
ASCC1	1.4275
OTUD3	0.264625
MGC33212	-0.9825
YME1L1	0.104125
RP11-218C14.6	0.02075
PCBP4	-0.279
TNFRSF10A	0.88025
CDH10	-4.58883333333333
KL	3.55
SCP2	0.19125
C9orf119	-0.579375
SON	0.656916666666667
MAFK	-0.756
SBNO2	0.314
SLC6A6	-0.138083333333333
SC4MOL	-1.392875
FAM35B	0.351625
PPP1R9A	-2.52525
PDZRN3	0.5235
CXorf20	0.303
C6orf126	0.4685
AVEN	-0.289
FLJ21075	-1.95
C14orf132	0.599875
PCK2	-0.06975
GUCY2C	1.151
BARX2	-0.50575
PEX11G	1.072
DAO	-0.7885
C10orf49	-0.73275
EDNRA	2.24766666666667
PPP2R5A	1.1115
DDX39	0.0316666666666667
SERF1A	0.1035
ASCIZ	0.6204
FNDC8	-0.26825
PTMS	-0.363
PHF7	-0.0195
PIP4K2B	-0.39025
HHLA2	0.13225
BDH2	0.3274
APOBEC2	-0.971
PENK	1.701
SMAD9	-1.00825
MT3	-0.4465
RGL1	0.618
ATG10	-0.768875
DLGAP4	1.28183333333333
APPBP2	-0.995214285714286
BACE2	-0.528928571428571
LOC339344	-0.342
ZNF395	-0.964375
HIST1H2BL	-1.1615
ZNF467	0.142625
SLC25A21	-2.8425
PALM2	-0.405
NSUN5C	-0.621
IL5	-0.153
CLSTN2	2.714
ANXA8L2	-1.087
PTGES	1.046625
GDAP1L1	-2.11683333333333
OPRK1	-1.80766666666667
WDR20	0.1685
C12orf4	0.581125
NUP88	-0.133875
XRCC6BP1	0.322666666666667
FCGBP	1.03321428571429
LEMD2	-0.129
NOMO1	-0.70925
C10orf79	0.368875
ZNF79	-0.1158
OCRL	0.4027
HSPA8	-0.161375
DIDO1	0.322541666666667
PLA2R1	1.9605
COG3	0.1853
NGDN	-0.44475
CBFA2T2	0.626875
PNOC	1.53425
PRRG1	-0.11075
AGGF1	0.290357142857143
DPF2	-0.776
YIPF7	0.0795
TRPV5	0.124
ZNF322B	0.49575
MED12	0.0476666666666667
CARS	-0.519833333333333
ABCC11	3.44316666666667
C9orf25	0.492
MYH1	0.922
FRYL	0.726333333333333
AGTRAP	0.30175
MMP27	1.9385
ZNF432	0.661625
OR8D1	-0.086
OR13D1	-0.2005
VWA1	1.45175
STON1	1.0025
IL5RA	0.03775
PERP	-2.0925
C10orf107	-1.72816666666667
TNFSF12	2.03825
FN1	0.267958333333333
MTR	-0.0368333333333333
PHLPPL	0.423666666666667
ZNF425	-0.335
DHFR	-1.50183333333333
PPP1R12A	0.58725
RSPO2	-2.39357142857143
ZNF7	-0.03825
ZNF583	0.829
TPMT	-0.510833333333333
GPR132	1.96425
OR2T12	-0.937
SERTAD2	0.3317
ATP1A1	-0.0371
FRMPD3	0.8035
ZNF672	0.18475
PLXNB3	0.959
EML5	-0.243
FAIM3	1.413
UBQLN2	0.60425
SORCS2	0.48225
PRIM2	-0.835
ACVR2A	0.707166666666667
YWHAZ	0.939833333333333
PGM2L1	0.907875
GNAO1	1.07264285714286
RPL10	-0.0171
RPS6KA6	-1.346
PFKL	-0.421166666666667
SH3D19	0.50725
AURKB	-1.37433333333333
ZC3H6	0.959375
DISC1	0.551333333333333
FLJ39660	-1.40766666666667
TMEM25	1.288125
OSBPL10	-0.242875
CLTCL1	-1.572
ALG6	-0.333
CATSPER4	0.9325
LRTM1	-0.218
RRAD	1.684
TIPIN	-1.86775
CARD14	1.07325
RBM9	0.262166666666667
RASSF4	1.1675
SLC25A18	2.38633333333333
C6orf58	-1.00766666666667
IGHD	1.3565
PLA2G6	0.1405
TPT1	0.776125
SEC63	0.8383
CCDC113	0.0739
TDRD10	0.914375
KIAA1666	0.2155
TOR1AIP1	0.311083333333333
SYTL4	0.160333333333333
SPRR2F	-0.822
CEBPD	2.34825
SNTG2	-0.451
C20orf77	0.682
TAS2R49	0.2945
C6orf173	-1.20383333333333
SVEP1	1.4042
PXN	-0.107285714285714
VIL2	1.65933333333333
C5orf21	0.381166666666667
DIXDC1	0.191125
GANAB	-0.698333333333333
PDSS1	-0.44375
NGFR	0.734375
ATP8B4	2.31125
BMP8A	-0.023
CCDC132	0.369333333333333
GNRH1	-1.3225
OR10T2	-0.7115
PDGFD	3.38316666666667
OR6W1P	-0.002
HARS	-0.438916666666667
KRT77	0.09
AQP8	-0.40925
ITGB1	0.7116
ZNF254	0.5359
PAX1	-0.153
PSMC4	-0.4841
ANKRD22	4.297
PSMD8	0.152333333333333
HTR1E	-1.9305
SOX10	-2.2866
OR5B2	0.3285
RABGEF1	-0.221785714285714
MAP1LC3B	0.6455
CYB5R4	1.0035
AGXT2L1	1.773
FLJ41603	1.116
TRAPPC2	0.872333333333333
FNTB	-0.1971
FLJ14107	-0.721333333333333
AURKAIP1	0.39
DSE	2.36925
NFKBIZ	-0.533666666666667
OSBPL3	-0.885666666666667
LOC130576	2.3345
SLC39A9	-0.0423333333333333
LOC137886	0.0594166666666667
RHCE	-2.4405
ATG7	0.325333333333333
FAM82A	0.888166666666667
FBN3	-0.9875
MCFD2	-0.6815
CASP14	0.648
EPS15	0.860083333333333
SFRS2B	0.149416666666667
C19orf47	-0.406
PLAC9	1.0645
GPR23	-0.2195
BTNL3	0.0141666666666667
RGS8	-0.5115
GNS	0.969625
ENO2	-2.706
CBX1	0.1
PEX26	0.0465
LRP5	-0.742
ADAMTSL4	-1.35816666666667
ARR3	-0.106333333333333
MAP1A	-0.04975
CD2	5.42825
NAV2	-0.6791875
TMEM69	-0.326
ATXN7	-0.2985
CHN2	0.248666666666667
ZNF781	0.495833333333333
HAS2	-1.5275
KIAA0241	-0.674
BIC	3.4855
MOBKL2A	0.34825
CYP2C9	1.166
CNOT7	-0.134428571428571
SFRS10	-0.4555
CST11	0.39125
FLJ37543	0.9485
NKAP	-0.27075
RUNX1T1	3.1715
EAF1	-0.0502
IL4I1	2.67925
LRRC61	0.206833333333333
PSIP1	-0.743
SPRR4	-0.153
ZFP90	0.696166666666667
AP2B1	-0.596538461538461
SLC30A7	0.71325
C7orf28A	0.016
S100B	-0.253166666666667
BMP2	-1.396125
ESR1	0.43225
ZFPL1	-0.33175
ARHGAP12	-0.004
LRRC19	0.842
ZNF767	-0.817833333333333
NACA	-0.1172
OLIG1	-3.136125
PRF1	2.416
LST1	2.46016666666667
SPATA9	-0.486333333333333
CNFN	-0.1895
CDK4	-0.362
TCF15	-1.271
PARC	-0.09825
PPM2C	2.25225
LOC283345	0.7875
FAM107B	1.93325
DMXL1	0.17975
RBM3	0.145
HTR5A	-1.93533333333333
SCFD1	-0.232833333333333
EPHB3	1.176625
ROPN1L	-0.4915
RAMP3	1.333
TSPYL5	3.08609090909091
GAP43	-2.4375
PAPD4	0.330875
PDE3A	-2.0295
TNFRSF10C	0.83825
JMJD5	-0.363666666666667
RASGEF1A	0.1525
C16orf65	-0.394166666666667
HIPK3	0.3935
XYLT2	0.3235
XPOT	-0.664833333333333
GAL3ST1	-2.79125
DHCR7	0.13375
AMIGO3	0.0313333333333333
FGFR4	-0.0415
CRAT	0.17875
PPP1R14D	-0.1445
TRIM14	1.1947
TMPRSS11D	-0.4235
SLC7A11	-1.51264285714286
OR10H2	0.5695
PPM1E	-2.1381
DOCK4	0.749375
FAM127A	0.239125
ENOPH1	0.14225
SLC5A3	-0.4514
ZNF530	-0.0187
NTS	-5.37325
FRMD4A	0.508125
BCL11B	-0.1865
PRM1	-0.50375
UQCC	0.0153
S100A16	1.06183333333333
PLS3	-0.27375
WWOX	0.903214285714286
CCDC23	0.41475
GTSE1	-0.773
