Hybridization REF	TCGA-E2-A15F-01A-11R-A115-07
GRRP1	2.08266666666667
CD8B	-3.067
HIST1H3D	-0.9
SLC6A12	0.888125
FAM27L	-0.1175
CD84	0.8331
RASA1	0.106
PHKG1	-1.228
MAGEA11	-1.571
IMPA1	0.3206
NPM3	-1.35425
RARRES1	3.915
SH3BP1	-0.33175
B3GNTL1	-0.406
ARPC5L	0.37
KLHL26	0.242
SIM2	0.728625
GJC1	0.478
C20orf194	-1.102
EXO1	-2.69675
SLC2A2	-2.616
LOC285074	-1.28725
LRG1	3.7025
KIRREL	-2.0595
PIK3R1	0.978928571428572
C4orf34	1.4745
MAF	-1.35761111111111
ADCY4	3.88433333333333
ZMIZ2	0.9294
SLC46A3	2.852
STAMBP	0.0668333333333333
CCDC16	1.29125
MS4A12	-0.5145
TCF20	-0.20025
LRRC46	1.38775
C20orf152	0.85825
MRPS6	0.1175
ABCB11	0.4445
KCNC2	0.443833333333333
CDH19	-2.23733333333333
C9orf123	-0.132
SSH3	0.871125
LDLRAD1	-2.84275
CCBE1	-1.522
ZNF135	0.344625
TAAR1	1.793
WFDC12	0.337
CCDC42	0.980333333333333
FLJ12529	-0.96425
PER1	-0.677666666666667
TIMM50	0.219
SMARCAD1	0.451166666666667
FAM26C	1.5315
TP53TG3	-2.72633333333333
SH3RF1	1.3449
LMCD1	3.44275
GPR63	0.105
FLJ21986	-3.1395
AIFM3	-1.36225
MICAL1	-0.884
BLZF1	1.00083333333333
IQCA	2.2075
PCDHGC3	-0.9765
SAC	0.4765
BCL6B	1.8485
DDO	0.23775
MARCO	2.8515
DCHS1	0.929833333333333
C1orf170	0.409333333333333
CD200R1	2.35866666666667
C22orf15	-0.4915
SEPT11	1.0655
ADNP	0.281
UST	-0.2362
C13orf34	-0.3155
RFFL	0.749928571428571
APBA3	0.159
C2orf60	0.531
CUTL1	-0.1362
PMS1	-0.751875
ZNF689	-0.005
EIF3E	-0.970333333333333
IL9	-0.0281666666666667
RPL31	0.29825
LY9	0.3475
ATP2B3	0.255
KDELR2	0.30625
TFCP2	0.127375
NLRP12	1.175
FLJ45422	-1.74625
TLE4	-1.5927
ZNF570	0.2535
FLJ43806	-0.9755
TLK2	-0.907375
CIR	1.36325
MARS2	1.0915
COL24A1	1.03775
SDF2L1	0.1175
HIBADH	0.301
IGFBP3	-2.32228571428571
C12orf23	1.643375
PSPC1	-0.2975
C20orf43	-0.82775
TRAV20	0.893
ARHGAP24	0.142125
KIAA1975	0.74825
C1QA	3.324
DNTT	-4.6925
C10orf6	-0.3315
C11orf41	-0.3815
HNRPF	1.00475
COL11A1	4.08366666666667
UBAP2	-1.29216666666667
CDKN2AIPNL	0.1145
C20orf174	4.21675
SPRED2	0.00574999999999998
PLA2G12A	0.3555
ICEBERG	-2.8905
SCN10A	-0.8935
C11orf65	0.06625
GBP5	4.74575
PITPNC1	-1.31416666666667
POU3F3	-1.6375
NCOA7	-0.408
LIN7C	0.5737
LOC348840	-1.576
NKX2-2	-4.571
ANKRD13D	-0.0745
LOC123688	0.726
FUT2	2.66466666666667
TAAR8	0.632
FZD4	1.00558333333333
PNMA3	-1.28133333333333
OR4L1	0.19
WIT1	-2.734
EXOC3L	1.00175
ATPBD4	0.9732
KRBA1	-0.24175
UBXD6	-0.40725
HOXB7	-1.47985714285714
C7orf23	-0.092
UNQ338	-0.45125
STAB2	1.7315
CDC20B	0.80925
IRF9	1.932
CENTG1	0.787666666666667
TNPO2	-1.70325
MCPH1	0.0133750000000001
BMS1P5	-0.0785
SLC26A7	1.10075
HIST1H3J	0.461
C9orf3	-0.2904
LBH	0.254125
MYO1D	0.081125
PTDSS2	-0.0715
NFU1	1.21675
DEPDC4	-0.95525
WNT7B	0.402
GLP2R	-0.8194
SETD4	0.1685
DYNLT3	1.0358
FKBP11	-0.964166666666667
SESTD1	-0.067
FLII	0.0805
RPS16	0.7418
CHPF	-0.326
CSNK2A1	-0.776166666666667
SUMO1P1	0.7145
FKBP6	-0.4265
ZNF214	2.12616666666667
TWIST1	0.698833333333333
DDX56	-1.21566666666667
TRAM1L1	3.5544
EPO	-1.82816666666667
MRPS18B	-0.553
ZNF682	0.114
RPL14	-0.236
MAFF	-0.788
LOC51136	0.962125
LY96	0.30725
DDX20	0.43825
ABTB1	0.0396666666666667
ARL5A	-0.358
CCT6A	-0.86925
HEPACAM	-0.763833333333333
EHHADH	0.166333333333333
RBAK	-1.197
CGB1	0.619
ITGB5	0.0375
YIPF3	-0.3195
FKBP2	0.93225
NR1D1	-0.9603
TMEM110	0.9425
NEK2	-1.17483333333333
PRAMEF8	-2.733
C20orf52	1.58033333333333
PCDHGA3	-1.0855
VWA3B	0.863
NDUFA5	0.617375
THAP9	0.53225
FLVCR2	-0.347666666666667
AP1S1	-1.206875
SMAD6	-2.2495
SAV1	-0.047625
SAT1	1.28525
ZNF251	1.924375
ADAMTS7	-0.3975
RPP38	0.4185
C1orf211	-0.561
YPEL2	0.7406
RBMS1	-0.354
ZNF445	-0.7335
NRXN2	0.705333333333333
PGBD4	-1.005375
UGT2B28	-3.18675
WBSCR16	-0.4424
NLRC3	0.9685
ASTL	0.343
ST6GALNAC1	-3.1725
ZADH2	-0.294375
MLLT4	0.201166666666667
ARL6	1.45583333333333
MEF2C	-0.265
CBFA2T3	0.1865
AFF3	2.50742857142857
COG7	0.506666666666667
MYB	0.542333333333333
PLXNA3	0.324
XRCC2	-1.34416666666667
MMS19	-0.6085
ST8SIA5	-1.1395
CHPT1	0.259333333333333
KIAA1712	0.00925000000000005
OR6X1	0.5585
ACTR3	0.186125
UGCG	1.81333333333333
OR4P4	1.253
ZAP70	-2.85125
LPP	0.54075
ZNF485	-0.47725
PTPRCAP	0.183
IL12RB1	0.0815
ATRX	-0.1613
CHST8	2.136125
C14orf109	0.355
ARV1	0.51475
NMB	-0.735285714285714
COX5A	-0.457333333333333
EIF6	0.358
MPPED2	1.48716666666667
SEMG1	-2.823
CHRDL1	0.55
TRAF3IP2	-0.021
WNK2	-0.891125
LILRA4	2.70366666666667
LAMA2	4.278
PXT1	0.372
RLBP1	-3.006
CD300C	0.266
SLTM	0.4715
FLJ10404	-0.95825
APOBEC3D	-1.83683333333333
RENBP	-0.349333333333333
ATXN7L1	0.00275
NID1	-0.683
TUBGCP3	-0.23825
ITIH5	0.857555555555556
CCDC110	2.70925
C8A	-2.6715
MGC87042	0.47525
HOXC13	-0.854
TFDP2	-0.76775
HCP5	1.125625
POLI	0.87
UCN	-1.2285
ZNF764	0.9255
C8orf45	0.75
FHL3	-1.311
SPATA5L1	0.282
MMRN2	2.79933333333333
NDST1	-0.394
COL20A1	-0.3655
ZNF248	-0.0343333333333333
PELP1	-0.512166666666667
MBL2	-3.55916666666667
RNF41	0.529125
C5orf24	-0.636875
THOC5	-1.80525
SERINC3	0.360083333333333
RP11-151A6.2	0.66025
CDCP2	-0.35425
HIST1H2AA	0.06875
C11orf75	1.03716666666667
FKBP7	-0.6805
DDOST	-0.648
GPNMB	-0.138333333333333
TTF2	-2.06866666666667
KCNT1	-0.0331666666666667
SLC39A14	-1.509625
NGRN	0.2991
GPR137B	2.23125
MECP2	-0.12175
PSMA1	0.121
C16orf73	-5.46425
TMEM60	-0.337
CSN3	0.255
NOS1	0.251666666666667
RAB7L1	-0.937333333333333
YBX2	-0.404
KIAA1166	-0.499
FUBP3	0.141
ABCG1	1.407
ACACA	-0.425
ARL11	0.4648
ATOH1	-0.0605
ODF1	0.0383333333333333
CREB3L3	-1.57333333333333
TMEM127	1.98642857142857
DSCAML1	2.0805
PLN	3.10116666666667
LYPLA1	0.0153333333333333
PRDM9	-2.46825
SASP	0.4515
PLUNC	0.0253333333333333
INTU	1.08675
HISPPD1	0.01125
LNPEP	-0.00833333333333332
YARS2	-0.161166666666667
APCDD1L	-1.626
ZCCHC4	-0.4041
FBXO22	0.0586666666666666
TTLL13	-0.07
ZNF669	-2.017
PTGDR	2.12825
DDX27	0.153
KIAA0409	0.0488333333333333
GJB6	1.1005
ASB8	0.79125
PLP2	0.8465
MEPE	0.57375
OR10J5	-0.385
KRT222P	2.72525
COQ7	0.409166666666667
C1orf101	1.89225
RERG	3.8153
CHMP5	1.514125
THAP11	-0.696625
ZNF43	0.0101666666666667
ZRANB3	-1.35066666666667
KRT13	1.21025
MRPL19	-0.056625
RBBP9	-0.363125
SPATA17	1.049625
BXDC5	0.951166666666667
PAFAH1B1	0.297583333333333
MAGEE1	1.838
OSTF1	-0.10925
KIAA0323	-0.88125
TXNDC13	-0.746166666666667
CNTN4	4.73475
LCE1B	-0.7435
UNQ501	1.05525
ZNF154	0.9575
C3orf64	0.7505
SYT5	-0.0246
PON1	0.0603333333333333
FLJ10357	-0.48275
ATP4A	-1.195
GNPDA1	-0.8255
MGAT1	0.2415
C14orf121	-0.12725
SLC35B2	-1.4905
MIER3	1.84216666666667
CHEK1	-2.85625
ZNF8	0.228833333333333
TXNDC1	-1.33316666666667
CKB	-1.7036
RTN3	0.323285714285714
FZD2	-0.4595
PART1	-1.024
PSMB6	0.65475
PCDHB8	-1.2645
PHC3	0.0226
PPP1R8	-0.268
NOVA2	1.84633333333333
TNFRSF11B	-3.246125
GOLPH3	0.5925
UBLCP1	0.315
SUHW3	-0.42575
TTLL1	0.9375
OPN4	0.317
OR13G1	-0.2865
ZPBP2	-0.130166666666667
HSD17B11	-2.042375
C9orf50	0.613
DHDDS	0.0299285714285714
CTSW	0.7881
NEFM	-1.3375
MRPL28	-1.1095
SYN1	0.5955
PIGV	-0.178833333333333
ZIM2	4.39475
APBB1	-0.3935
SND1	-0.52125
C1orf123	0.208166666666667
CHD3	-1.866
BHLHB8	-0.133
RNASE2	0.602
BCAP31	0.831375
SLC25A44	0.2845
CHD6	-2.1116
PIB5PA	2.29046153846154
SELS	1.224125
LOC541471	-0.2695
FAT2	0.5765
ZNF81	-0.118
OR4C16	0.5495
FLJ10081	0.0488
LRRC4	0.1965
CS	-0.3455
N4BP2	-1.13575
IGFBP7	1.458
ZNF318	-0.175
NDNL2	0.822375
ZNF609	-0.014125
SIRT4	-0.06525
EXOSC10	-0.27
ECE2	-0.135916666666667
OVGP1	1.24975
GTPBP3	0.0465
PACS2	-0.6878
C19orf36	0.317
ARL4C	-1.723125
ATG4B	-0.09125
UBQLNL	1.26575
RHOXF2B	-3.567
PLEKHG2	-1.59
GALR1	-0.719
AQP4	0.437833333333333
HDAC7A	-0.216666666666667
DCUN1D3	0.57
OR8A1	-0.6455
CCRN4L	2.092375
CBR4	-0.102833333333333
KIFC1	-2.70366666666667
SLC7A14	-2.09
LHX5	0.405
TRPC7	0.646
LPXN	-0.411
SERPINA1	-2.03125
RPS13	-0.5833
BPIL3	0.017
PRKAA1	-0.65775
FADS2	-0.6172
ENAH	-0.7285
PRO1768	0.6085
APBA2BP	-0.011
LIPH	1.18883333333333
C3orf33	0.14225
RCC2	-0.676857142857143
ALDH1A2	-3.5189
RNF103	2.7835
AHCY	-1.33875
ALG12	-0.407
CCL17	3.88875
ZNF543	1.36283333333333
ESRRG	2.2809
CNGA1	1.6125
RDH5	0.459
OTX1	-2.2682
PTGFR	-2.059
CDR2	-0.071625
SELE	6.6495
NLGN2	-0.809
EXOSC9	-0.88625
ZNF566	-0.00016666666666663
KLRC2	-2.7055
GPR12	0.9425
KIAA0196	0.58675
PDRG1	0.54925
SSR3	0.335571428571429
MSI1	0.19
CST9	4.149
CC2D1A	-0.305875
PLAGL1	-0.41
ZNF778	0.604
RNF2	0.64575
KLF6	0.6945
THBD	3.10183333333333
tcag7.1314	2.00075
NR5A1	-0.889166666666667
ABCD2	0.56225
DNAJC7	-0.93575
CLEC4C	0.6945
TM2D3	1.55625
CCDC4	-2.0115
PLAC2	0.31875
DCD	0.426
FAAH	2.050125
POLA1	-1.00766666666667
TM7SF2	-0.1325
FLJ39822	-1.88216666666667
FLOT2	-0.516125
MAP4K1	-0.651
SRP68	0.596625
C21orf74	-0.129
ARPC5	-0.257
LOC126075	1.3415
HECW2	0.857125
ZDHHC4	0.32775
ANKRD42	2.2346
PDE9A	-1.44916666666667
ABCA8	1.4925
NDUFS2	-0.26125
UBR5	-0.113375
BTBD16	-2.84575
LOC554174	-0.3815
ZNF20	1.2765
KIAA1843	-0.3585
WDR17	-0.291875
C15orf33	1.194
RNF113A	0.03675
CAMKK1	-1.1696
CLCN2	-0.106
ANXA6	-0.9975
LOC340069	0.0055
EMID1	1.223125
DPM3	0.350166666666667
ELA1	-0.1815
SLC25A13	-0.4883
KRT24	0.92875
SMPD1	0.133666666666667
TH	-0.0535
COL6A2	-0.247714285714286
ANKS1B	1.518
GPR126	-1.1731
ZC3H12A	0.494166666666667
TMEM47	0.305166666666667
C2orf51	-0.263833333333333
C1orf88	3.28933333333333
HSF2BP	0.39975
AKAP10	1.226
RPAP3	-0.046
KLHDC8B	0.091
STOM	-0.0177
MUPCDH	-0.193375
C10orf72	-0.271125
PLEKHA3	1.5175
TCP11L1	0.42175
CWF19L1	0.1315
SPEF1	0.449615384615385
YSK4	0.19625
ELN	1.7499
SAMD8	1.21566666666667
MPI	-1.366
MEPCE	-0.4719
ABCC3	-1.692125
NANOGP1	-1.3645
KCNK17	1.355
HLA-DMB	4.22633333333333
RRAGA	0.28425
ANGEL1	-0.62275
RBM32B	0.196
CPN1	-3.07625
MGC52282	-0.7908
HLA-A	0.6635
OR9G4	0.524
EDNRB	-1.784875
SCD	0.0225714285714287
C14orf80	-1.2215
BAGE2	-1.5825
RABL4	0.403166666666667
RCVRN	0.4295
SHANK1	0.322
NLRP7	-2.80125
CD226	1.55725
STAT3	0.3053125
SYNJ2	-2.0153
TPCN2	0.299833333333333
WDR36	-1.06725
MBD4	0.5585
ROBO1	-1.0645
ST3GAL6	-2.427
SLAMF8	2.97416666666667
ATN1	0.279166666666667
GPR141	-0.0387500000000001
KRT36	0.0875
TPH1	0.199
DDX52	-0.03975
ZSCAN29	0.749666666666667
TRPT1	-0.376
DPEP3	0.537333333333333
DENND4A	-0.863875
TSPAN16	-0.54
PTCHD2	-0.5265
LOC145814	0.06925
CAP1	-0.271
EIF5A2	0.0942
NT5DC3	-0.792125
SEPT9	-0.429
SEZ6L2	1.2505
EGFLAM	3.36075
VPS11	-0.109875
NDUFB5	-0.0165
CIDEA	4.276
IER5L	-0.50875
N6AMT1	1.751
FAM83C	-0.203
OXR1	1.14616666666667
IRX1	-0.865
DGKB	-1.049
GCN5L2	-1.46875
MIR16	0.359
FBXW9	-0.02225
WDR4	-1.29533333333333
PDC	-0.633
VPS33B	-0.7355
HEXB	0.03075
FLJ32214	0.07325
TCEB3	-0.364
CRLF1	-3.14175
ABI3BP	1.604
C8orf22	-4.073
PYCR1	-1.925375
KIAA1706	0.70375
CDK5R2	0.26475
WAS	0.4425
C12orf60	2.6105
CCBL2	0.127125
MADD	-0.491
C5orf34	-1.167
WDR42A	0.7908
KLF12	-0.73
HSPA1A	1.8175
ITM2C	-2.08633333333333
DAPK2	3.29933333333333
LOC442590	0.9395
SUMF2	-0.089
CENPA	-1.26553846153846
TMED5	0.20525
CDH6	-1.2696
BRP44	2.7385
THG1L	-0.6155
GABRA2	-5.0565
C14orf166	-0.403
MYL1	-2.14966666666667
TNFSF18	-0.073
PAP2D	-1.40133333333333
PPIB	-0.66225
KLHL4	-1.13025
SFN	0.319
CCDC127	0.74475
FRAP1	-0.267
GOLGA5	0.57125
SDCCAG1	-0.15975
MGC21675	-0.0788333333333333
C10orf95	-0.358
KIAA1345	-0.176833333333333
C1orf163	-1.7515
LACE1	-0.0348333333333334
OR10K2	1.3295
CENPN	-2.18556
TMED2	1.0845
UGT1A6	-1.3025
ANG	-0.61225
U2AF1	-0.728833333333333
CASC2	0.879
NMT2	-0.597333333333333
OSGEPL1	0.83975
DFNB31	-1.7575
SLC6A20	0.752
DKC1	-0.9335
FXYD4	-1.4395
WDR64	0.36775
MGC5590	0.974
CREBZF	0.545833333333333
DAZ1	-0.493
PRPSAP1	-0.5835
GCHFR	-1.7695
TTC7A	-0.5285
LOC196993	1.141
UBD	3.11433333333333
S100A1	-0.0715
RPL6	0.597166666666667
DNAJB6	1.2907
NAGS	2.6009
C2orf58	0.557
KERA	1.71466666666667
MT1X	0.3184
UBE2B	2.305
KEAP1	0.121
MST1	-2.76525
OMA1	1.0715
ABLIM2	2.80825
BCL2L13	-0.37425
JAZF1	0.731666666666667
TMEM63B	0.075
S100A8	2.9468
ARFIP2	-0.12475
UROS	-0.3035
KHDRBS2	-1.126
POLQ	-1.37475
SOAT1	-1.008
SPAG4	-0.58475
MRPS30	2.548
LOC494141	-0.68525
OR2T11	1.0895
ORAOV1	0.6032
ZNF184	-0.365666666666667
TCEB3B	0.0212
ADAM21	-0.1185
GDPD1	-0.49525
SPINLW1	0.637
PRR14	-0.185166666666667
KCTD9	-0.5473
NUDT3	0.285
KIAA1822	-0.0363
HIST1H4K	0.4195
DFNA5	-1.28675
GABPA	-0.017
C14orf44	-0.51325
POLB	1.73975
PTAR1	-1.2365
SEC31A	0.9557
TRIM58	-0.50625
TAS2R14	0.074
VPS8	0.000249999999999998
H1F0	-0.614833333333333
PRKCB1	-2.25633333333333
UGT2A1	0.36
TOR1B	-0.5505
LSS	-1.26366666666667
C2orf19	0.171
HNRNPC	0.602642857142857
TMEM100	0.6635
LOC116349	-0.72975
OR51M1	0.3
CCDC142	-0.79475
ISG15	3.30425
ZCCHC14	-0.185875
CREBL2	1.0385
TGDS	-0.82475
DC2	-0.1855
CACNA2D3	-0.766071428571428
ZNF429	-0.458875
LYPD6	1.49366666666667
SUCLG1	0.3605
OR51I1	-1.3055
MAGEH1	2.0595
PRPF40A	-0.15
SMR3A	0.7365
SPINK2	0.896
THAP2	0.722625
NPY5R	-0.639375
IRF4	-2.194
SPESP1	-2.49416666666667
OR10S1	0.5915
DTD1	-0.6005
TUBE1	-0.65225
DDX19A	-0.3425
PDPN	-1.212125
TMEM34	0.31525
MGAM	2.4665
COL3A1	5.48361111111111
GFM2	0.351
OR5A2	-0.064
PSG9	-1.53275
ARHGEF11	-0.344
IVNS1ABP	-0.6695625
SIGIRR	1.108
DUSP19	-0.745375
DNAJC14	-0.0461
ACSS1	-0.5265
IL1RAPL2	-0.5045
C4orf30	-2.326
SEPT4	2.4
LANCL3	-1.82225
SPAG17	2.4915
PRDX3	1.43
HNF1A	-1.471125
P4HA2	-0.103
RFWD3	-1.3825
MOV10	-1.30025
DNAJA5	0.366
LOC729440	0.04575
LOC200383	1.929
SMC2	-1.917
MIXL1	-1.0585
TMEM9	0.4105
FAM86A	1.312
ZNF174	0.6865
MYH14	-0.56875
CCR8	0.116
VPS37C	1.234
GPATCH1	0.764666666666667
B3GNT8	2.719
TBX4	-0.95125
CNR2	0.7365
PCDH1	0.99725
C5orf29	5.547875
OCIAD2	1.794
PLCG2	0.803
KIAA0247	1.58375
HRH3	-0.2061
CAPN13	3.364
CCR1	-0.2507
MGC15523	-0.540222222222222
UVRAG	0.2665
DNAJA2	0.503666666666667
ITGA2B	-1.00233333333333
CLDN5	2.66375
PTPRN2	1.19078571428571
ZNF512	-0.664666666666667
PSAP	0.656785714285714
CCDC140	-2.6
LRRC55	-0.78825
CYP26C1	0.453
C8orf47	-0.00225
LYN	-0.5295
DUSP6	-0.941333333333333
TGFB3	3.2802
ELK1	-0.5916
PCDH11Y	-0.5025
HGD	-2.253
C17orf58	1.0675
MYO3A	0.17
SERPINE2	-3.816
AARSD1	-0.524
C14orf73	-1.46925
ADAM33	-0.02425
ZNF491	-0.2385
MAPK6	-1.3145
TCN1	2.80316666666667
SLC24A6	0.5195
UBE2R2	-0.844
H1FNT	0.45525
TATDN2	0.625666666666667
LILRB1	1.9205
P2RY5	0.9
NUCB2	1.34775
C2orf37	1.75275
SNX27	0.062
MTA3	0.611375
FOXO4	-0.22475
ID4	4.18266666666667
SOX5	-2.57883333333333
PXMP3	0.88675
OR52M1	0.2925
SFT2D3	0.210625
INA	-3.31866666666667
MCOLN1	0.6435
NFIX	-1.151
CLEC14A	5.16866666666667
HIBCH	0.402
PLA2G5	0.90075
TIMM10	0.949166666666667
MED17	0.4655
COL4A4	-2.3
TPP1	0.0568333333333333
GJA3	0.204666666666667
TMPRSS5	-1.23425
AADACL3	0.7595
DNMBP	-0.054
ENPP5	3.8085
NQO1	-0.8708
ZSCAN2	-0.66875
SEC24C	-0.392
GTF2A1L	0.0515
AXIN2	0.4748
FAM33A	-1.47775
C16orf13	-0.01425
SPNS2	0.7905
TAF1	-1.21
AP1G2	-0.923166666666667
RBM42	-0.579166666666667
HCN2	-1.17316666666667
EFHB	0.2755
RUSC1	0.0308333333333333
GRIK5	-0.052
USP21	-0.0211666666666667
ATAD3C	1.187
ORMDL2	0.67775
PRSS7	-3.76725
PSAT1	-5.415
FLJ13195	-1.295
TBC1D1	-0.138
IFNG	1.4825
OTOS	1.49516666666667
ZNF773	0.357166666666667
EMD	-0.76175
RETN	1.4695
CCL8	4.9885
APH1A	-0.82
COX18	0.0945
GTF2IRD2	0.49575
CCDC82	-1.30383333333333
PAFAH2	0.7394
NPEPL1	-0.3642
RP11-114G1.1	1.953
TP53INP1	1.325875
ZNF300	-2.19366666666667
FOXL2	-2.6915
LARP2	1.17275
LATS1	-0.6825
HTR6	-0.216
SPOCK2	0.165833333333333
RNF144B	2.70633333333333
HTATIP2	0.977875
MGC10334	-0.385416666666667
CENTA2	2.7225
FGF2	0.1525
FXYD7	0.41275
PHYHIPL	-2.288625
GPR34	5.69825
DDX6	-1.88066666666667
OR10W1	1.3725
LHFPL1	-0.7355
ZNF313	0.547785714285714
VPS28	1.36375
AP3M1	0.3516
AKR1CL2	-1.23075
TRAF4	-1.30575
OR2B11	0.7695
C19orf12	0.652833333333333
AKAP9	0.275666666666667
C1orf62	-0.9305
SLC20A1	-0.7502
FAM112A	0.6025
LDB2	0.67075
MRPS23	0.24125
KLK5	2.955375
SPTB	-0.8752
EFEMP2	0.17825
EFNB2	0.534625
PCM1	-0.674428571428571
NMNAT3	2.219625
TSG101	1.23983333333333
C8orf40	1.27416666666667
NOB1	-2.12025
ABHD3	-0.31075
GTF3C4	-1.33875
PIGN	1.13816666666667
GALNTL1	0.09075
AEBP1	1.17775
OR9Q1	0.5345
ANKRD2	0.962125
CCL28	-3.11025
TRIM38	-0.441
TMCC1	0.311916666666667
SMG5	-0.045
LRRC7	-1.283
NCAPD2	-2.24466666666667
C6orf153	-0.76225
C1orf74	-0.17475
OTUD6A	-0.1115
DCP2	-0.588166666666667
TMEM24	-0.28825
RPL18	0.0488333333333333
TMEM177	-1.20675
LRRC37A3	0.28875
C1D	-0.202833333333333
LDHC	1.4855
UBE4B	0.187
NIT1	0.1895
BTN3A3	-0.36275
RASD1	0.850875
COMMD3	1.368
SHFM1	0.6355
BIRC8	0.334
DUT	-0.386
C12orf51	-1.2035
LRRC59	-0.886833333333333
LY6H	-0.1595
WDR22	-0.197833333333333
EDEM1	0.184
ADH1A	4.0885
PANX2	-0.3895
CYP11B1	0.91175
CDC73	0.00275
GPR172A	0.1605
GSTM3	1.43453846153846
KCNA5	-0.529375
SERAC1	0.6435
NFATC2	0.966
ANAPC5	0.1016
C15orf24	1.24175
NFATC2IP	-1.113
TNRC6C	-0.0326666666666667
MGC102966	-0.138
FGD5	0.194333333333333
MED9	0.24
RAB13	0.115833333333333
C15orf49	0.239
CRYGS	0.2561
C12orf53	-0.7842
LOC283693	-0.748
COX6B2	-0.066375
PHF14	0.061875
FAM3A	-1.0835
RPL13	-1.3191
PRDX2	0.4091
FLJ34047	-2.29775
PRMT3	-0.33025
KCTD19	-1.7405
TRIM10	-0.5735
MGC26597	-1.26116666666667
GCNT4	1.07675
GPRASP1	0.59925
CDKN1C	-0.6315
RHBDL2	2.5541
HSPH1	1.75725
AQP1	2.6545
COL17A1	1.687
GFAP	0.2475
CDC16	0.33175
KIAA1614	-0.5935
C6orf118	0.453833333333333
ZSWIM5	-0.81225
FAM83F	3.18475
LYNX1	1.5626875
SYNPR	-0.71025
XG	4.03933333333333
PRSS16	0.08475
KIF13B	0.339642857142857
PCDH9	-1.465875
HIST1H2AH	1.75033333333333
RBM18	-0.741
ZNF626	1.254125
HEXIM2	0.859333333333333
ITFG1	1.2275
TUBG2	-0.882
SFRS7	0.431416666666667
C9orf14	0.2405
EXTL1	1.18925
GBP3	1.773
WDR5	-1.363
RARG	0.100333333333333
MYO7A	0.62325
CECR6	1.86475
C13orf3	-1.299625
SFRS18	-1.359
ACVR1B	-0.3325
PSMD1	0.0379
C7orf31	0.0705
ILVBL	-1.5075
IFNGR1	0.861
RNF186	2.092
NOL9	-1.021
MAGEL2	0.284
SLC29A2	-0.442
NHSL1	-1.13775
RBMX	-1.1255
PSORS1C2	0.37975
RAD51L3	-0.2295
LCN6	3.52225
ORAI2	-1.31425
BRUNOL6	-0.4163
OR4K5	0.1965
CDC123	-0.216
MSLN	-2.325
WWTR1	-1.509
ZNF700	-0.4715
COBL	-1.008
PPP1R16B	0.346125
GAS7	-0.772
MDN1	-1.691375
HAAO	0.325
C9orf68	0.76325
TNFAIP2	0.36375
FOXN1	0.439
hCG_2033311	0.582333333333333
ATP6V0D2	1.2575
RPL41	1.969125
SLC38A1	0.84775
ARHGAP6	-1.679
ADAD2	-0.6465
PHF20L1	0.7281875
MCM3AP	0.454333333333333
ST3GAL3	-0.9985
SNX1	0.6875
ELF5	1.15225
PARP3	0.242125
RBM8A	0.113875
LINGO4	0.547
ITGA9	0.742833333333333
ZFR	-0.10825
ACSL6	1.426
FLJ20699	0.123
DAOA	1.004
FABP4	6.423
KCNB1	-0.15
CANX	0.3588
SLC25A28	0.568333333333333
ADIPOR2	0.553125
ECHDC2	1.532
SMA4	-0.2355
FRZB	3.23525
PABPC1	-1.10283333333333
DMRTB1	-0.615375
APOBEC3G	0.539
CATSPER2	-0.295333333333333
CUEDC1	-1.3235
STARD9	-1.62425
CLDN8	5.829875
LOC23117	-0.833363636363636
E2F6	0.303833333333333
TMEM126B	-0.047
DPY19L4	1.087
GIMAP5	3.2135
NDUFA9	0.0736666666666667
FAM77C	3.113
CTPS2	0.74
LOC51035	-0.2225
WDSOF1	0.50375
EGLN3	-0.70875
PITX3	-0.1335
OR52E8	0.9425
GRM4	0.5645
KLK1	-2.0225
GPM6B	-2.817625
RRAGD	-1.30816666666667
PAGE5	-2.71725
UCHL5	-1.3725
ULK3	-1.3045
AIM2	2.16966666666667
PNO1	0.062
OR2F2	0.478
GNAT2	-0.5805
SIX1	-1.16125
ST13	0.0950833333333333
ZBTB44	-0.175875
TIMP2	0.01125
ZMAT4	-2.53575
GTF2IRD1	-0.952333333333333
ZNF19	0.249333333333333
ZNF714	-1.08075
RSC1A1	0.41275
C9orf80	-0.679
PSMA8	0.185
TMEM141	0.22
COX4I1	-0.311642857142857
CTAGE1	-0.069
DTWD1	-0.5205
HSD11B1	2.53375
KRT6B	5.181125
ARID4B	1.10775
LHFPL3	-0.17725
WWP2	-0.842833333333333
ZNF326	2.03033333333333
RGPD1	-0.6265
CTSH	1.55816666666667
FASTKD1	-0.274
PAF1	0.7085
TTC9C	0.1835
IFT57	2.0329
PRSS36	0.5385
IL20RB	-1.9985
ZNF592	0.3025
DCTD	0.2855
CFP	3.03325
MFNG	-0.65325
JMJD2B	1.6265
ALDH3B1	-1.724625
THSD4	2.0575
KCNJ5	2.3465
LMNA	-0.806333333333333
TBCD	-0.163875
ZNF250	0.539666666666667
CASQ2	1.41266666666667
PEG10	-4.63966666666667
PRAME	-4.9078
NP	-0.086875
TRIM59	-0.665166666666667
ZNF12	-0.17675
XTP3TPA	0.2825
SIGLEC7	-0.188
PANK4	-0.666
FAM70A	-2.40183333333333
SNED1	0.89
HIP1	-0.8787
RAET1E	-1.88316666666667
