Hybridization REF	TCGA-A8-A09D-01A-11R-A00Z-07
C12orf60	-2.0125
CCBL2	-0.320125
MADD	-0.228
C5orf34	-2.39275
WDR42A	0.0542
KLF12	0.1215
HSPA1A	1.029
ITM2C	-2.12133333333333
DAPK2	1.4555
LOC442590	0.3265
SUMF2	0.84425
CENPA	-1.92830769230769
TMED5	-0.410625
CDH6	-0.693
BRP44	1.608125
THG1L	-0.37175
GABRA2	-1.8955
C14orf166	-0.6185
MYL1	-2.10266666666667
TNFSF18	-0.2535
PAP2D	-0.669666666666667
PPIB	0.07325
KLHL4	-0.319375
SFN	0.0291666666666667
CCDC127	0.17675
FRAP1	-0.6405
GOLGA5	0.01825
SDCCAG1	-0.406
MGC21675	-0.4825
C10orf95	-0.18575
KIAA1345	-1.2175
C1orf163	-0.6275
LACE1	-0.488833333333333
OR10K2	0.052
CENPN	-1.7176
TMED2	0.61525
UGT1A6	-1.5075
ANG	-0.9845
U2AF1	-1.2915
CASC2	0.531333333333333
NMT2	0.8005
OSGEPL1	-0.559875
DFNB31	-1.013
SLC6A20	0.624285714285714
DKC1	-0.69325
FXYD4	-0.87375
WDR64	-0.37025
MGC5590	0.424
CREBZF	-0.399333333333333
DAZ1	-0.4905
PRPSAP1	0.0945
GCHFR	0.1625
TTC7A	-0.585
LOC196993	0.83375
UBD	-1.01883333333333
S100A1	-0.2825
RPL6	-0.7525
DNAJB6	0.5638
NAGS	-0.2441
C2orf58	-0.2385
KERA	1.483
MT1X	-0.00809999999999998
UBE2B	1.1385
KEAP1	0.38775
MST1	-3.87925
OMA1	0.221
ABLIM2	2.36575
BCL2L13	0.401
JAZF1	0.668166666666667
TMEM63B	0.6525
S100A8	1.3169
ARFIP2	0.4355
UROS	0.08575
KHDRBS2	-1.39
POLQ	-1.967375
SOAT1	-0.54775
SPAG4	-2.714
MRPS30	-1.11966666666667
LOC494141	-0.5365
OR2T11	0.297
ORAOV1	-0.3465
ZNF184	-0.724333333333333
TCEB3B	0.651333333333333
ADAM21	-1.0835
GDPD1	0.95375
SPINLW1	0.109666666666667
PRR14	-0.344
KCTD9	-0.0095
NUDT3	0.01825
KIAA1822	0.9819
HIST1H4K	1.2315
DFNA5	-1.0195
GABPA	-0.93625
C14orf44	0.56875
POLB	-0.432125
PTAR1	-0.71425
SEC31A	0.6768
TRIM58	-2.01925
TAS2R14	-0.4565
VPS8	-0.185875
H1F0	-0.390833333333333
PRKCB1	-2.87383333333333
UGT2A1	0.692
TOR1B	0.25725
LSS	-0.7315
C2orf19	-0.085
HNRNPC	0.242357142857143
TMEM100	0.492166666666667
LOC116349	-0.501
OR51M1	0.32
CCDC142	-0.709
ISG15	2.7824375
ZCCHC14	0.2535
CREBL2	0.679875
TGDS	-0.9945
DC2	-0.28075
CACNA2D3	-1.93692857142857
ZNF429	-0.018375
LYPD6	-1.60666666666667
SUCLG1	0.0871666666666667
OR51I1	-0.754
MAGEH1	1.33725
PRPF40A	-0.5935
SMR3A	0.6155
SPINK2	-1.4655
THAP2	1.64475
NPY5R	1.234
IRF4	-2.85775
SPESP1	-1.3695
OR10S1	0.282
DTD1	-1.22575
TUBE1	-0.95775
DDX19A	-0.645
PDPN	-1.08375
TMEM34	0.309416666666667
MGAM	-0.0485
COL3A1	6.332
GFM2	-0.769
OR5A2	0.133
PSG9	-1.06825
ARHGEF11	-0.242833333333333
IVNS1ABP	-1.29425
SIGIRR	1.39425
DUSP19	-1.163625
DNAJC14	-0.337
ACSS1	0.905875
IL1RAPL2	0.647
C4orf30	-0.597
SEPT4	2.62725
LANCL3	-2.574
SPAG17	1.62866666666667
PRDX3	-0.323625
HNF1A	-1.564625
P4HA2	-0.02525
RFWD3	-0.759666666666667
MOV10	-0.71075
DNAJA5	0.383357142857143
LOC729440	0.45225
LOC200383	-0.4775
SMC2	-2.3585
MIXL1	-2.15516666666667
TMEM9	-0.6545
FAM86A	0.709
ZNF174	-0.1244
MYH14	-0.53775
CCR8	-0.01775
VPS37C	1.08633333333333
GPATCH1	0.0628333333333333
B3GNT8	3.1155
TBX4	-0.7085
CNR2	0.1605
PCDH1	0.96325
C5orf29	3.87725
OCIAD2	0.6285
PLCG2	0.91425
KIAA0247	1.603875
HRH3	0.2679
CAPN13	3.475
CCR1	0.1958
MGC15523	0.163777777777778
UVRAG	-0.273833333333333
DNAJA2	0.172333333333333
ITGA2B	-0.624
CLDN5	4.334875
PTPRN2	0.274142857142857
ZNF512	-0.876166666666667
PSAP	1.36171428571429
CCDC140	0.2035
LRRC55	-0.39
CYP26C1	0.712
C8orf47	-1.36
LYN	0.298125
DUSP6	-0.0933333333333333
TGFB3	3.7622
ELK1	-0.6726
PCDH11Y	-0.891833333333333
HGD	-1.88875
C17orf58	1.25875
MYO3A	-0.037
SERPINE2	-3.8875
AARSD1	-1.378875
C14orf73	-2.077
ADAM33	-0.1065
ZNF491	-0.068
MAPK6	-1.40116666666667
TCN1	-0.194666666666667
SLC24A6	0.721
UBE2R2	0.80425
H1FNT	0.2705
TATDN2	-0.457666666666667
LILRB1	2.2215
P2RY5	1.3435
NUCB2	0.4195
C2orf37	-0.214
SNX27	0.933833333333333
MTA3	0.72825
FOXO4	-0.2475
ID4	0.661
SOX5	-1.18766666666667
PXMP3	2.11525
OR52M1	0.101
SFT2D3	-0.62275
INA	-3.29183333333333
MCOLN1	1.5565
NFIX	0.1344
CLEC14A	5.7605
HIBCH	-0.1955
PLA2G5	1.88425
TIMM10	0.0421666666666667
MED17	-0.3436
COL4A4	0.5745
TPP1	0.2885
GJA3	1.16433333333333
TMPRSS5	-1.678
AADACL3	0.7225
DNMBP	0.23825
ENPP5	2.2485
NQO1	-1.0205
ZSCAN2	-0.39925
SEC24C	-0.339833333333333
GTF2A1L	1.553
AXIN2	-0.8178
FAM33A	-0.673166666666667
C16orf13	0.124375
SPNS2	1.20425
TAF1	-0.06775
AP1G2	0.222833333333333
RBM42	0.292166666666667
HCN2	0.930833333333333
EFHB	1.48883333333333
RUSC1	0.67
GRIK5	0.241
USP21	-0.45
ATAD3C	1.1145
ORMDL2	0.67725
PRSS7	-4.07725
PSAT1	-4.11225
FLJ13195	-0.827
TBC1D1	-0.241666666666667
IFNG	1.0885
OTOS	0.306833333333333
ZNF773	0.585333333333333
EMD	-1.1545
RETN	0.90225
CCL8	5.6025
APH1A	-0.90025
COX18	-1.131875
GTF2IRD2	0.23575
CCDC82	-1.26083333333333
PAFAH2	0.3982
NPEPL1	0.3256
RP11-114G1.1	0.4485
TP53INP1	3.272375
ZNF300	-2.27833333333333
FOXL2	-2.00725
LARP2	0.498416666666667
LATS1	0.7095
HTR6	0.285
SPOCK2	0.637166666666667
RNF144B	1.69666666666667
HTATIP2	-1.3405
MGC10334	0.600916666666667
CENTA2	2.87733333333333
FGF2	-0.22925
FXYD7	-0.05775
PHYHIPL	-2.15475
GPR34	6.2105
DDX6	0.423833333333333
OR10W1	0.7165
LHFPL1	-1.467
ZNF313	-0.6855
VPS28	0.72925
AP3M1	-0.2486
AKR1CL2	-0.608
TRAF4	-0.389
OR2B11	0.421
C19orf12	0.854
AKAP9	0.0473333333333333
C1orf62	0.11175
SLC20A1	-1.2007
FAM112A	-0.31775
LDB2	1.27775
MRPS23	-0.49375
KLK5	-0.269375
SPTB	-0.2976
EFEMP2	0.847
EFNB2	2.011125
PCM1	0.0506428571428571
NMNAT3	1.692125
TSG101	0.278833333333333
C8orf40	-0.211
NOB1	-0.98925
ABHD3	-0.23475
GTF3C4	-0.3025
PIGN	0.1815
GALNTL1	0.70975
AEBP1	2.868
OR9Q1	0.0945
ANKRD2	-0.017375
CCL28	-2.5015
TRIM38	-0.0998333333333333
TMCC1	0.328583333333333
SMG5	0.7395
LRRC7	-0.7115
NCAPD2	-1.51283333333333
C6orf153	-0.31375
C1orf74	0.0035
OTUD6A	0.4535
DCP2	-0.53
TMEM24	-0.16025
RPL18	-0.278
TMEM177	-1.16925
LRRC37A3	1.2295
C1D	-0.863166666666667
LDHC	1.75475
UBE4B	-0.126666666666667
NIT1	-0.3365
BTN3A3	0.17725
RASD1	2.577625
COMMD3	0.03875
SHFM1	-0.3905
BIRC8	0.2005
DUT	-0.95825
C12orf51	0.803
LRRC59	0.0853333333333333
LY6H	2.30025
WDR22	0.52525
EDEM1	0.504142857142857
ADH1A	4.1045
PANX2	-0.1178
CYP11B1	0.7835
CDC73	-0.6695
GPR172A	0.27425
GSTM3	-0.814230769230769
KCNA5	-0.24425
SERAC1	0.5665
NFATC2	0.4405
ANAPC5	-1.054
C15orf24	0.158
NFATC2IP	-0.859
TNRC6C	1.268
MGC102966	-1.9165
FGD5	1.628
MED9	0.571
RAB13	-0.446333333333333
C15orf49	-0.295
CRYGS	-0.8408
C12orf53	-1.4221
LOC283693	-0.9155
COX6B2	-0.11125
PHF14	-0.669125
FAM3A	-0.8065
RPL13	-0.3239
PRDX2	0.0842
FLJ34047	-1.81725
PRMT3	-0.6115
KCTD19	-1.957
TRIM10	-0.5805
MGC26597	-1.2285
GCNT4	-0.03925
GPRASP1	0.45575
CDKN1C	-0.207833333333333
RHBDL2	0.2213
HSPH1	0.1775
AQP1	3.863375
COL17A1	-2.8526
GFAP	0.6405
CDC16	-0.33025
KIAA1614	0.0725
C6orf118	-0.343333333333333
ZSWIM5	-0.24175
FAM83F	3.49025
LYNX1	0.5784375
SYNPR	-0.55825
XG	4.17766666666667
PRSS16	-1.748
KIF13B	1.02728571428571
PCDH9	1.43375
HIST1H2AH	1.63883333333333
RBM18	-0.68625
ZNF626	1.055625
HEXIM2	-0.406333333333333
ITFG1	0.088
TUBG2	-1.3485
SFRS7	-0.14
C9orf14	0.428
EXTL1	0.4685
GBP3	0.304
WDR5	-0.69225
RARG	0.274833333333333
MYO7A	0.087625
CECR6	0.58675
C13orf3	-1.26575
SFRS18	-0.91325
ACVR1B	0.397
PSMD1	-0.1842
C7orf31	-0.8052
ILVBL	0.3415
IFNGR1	1.13425
RNF186	0.09075
NOL9	-0.6935
MAGEL2	0.13
SLC29A2	-0.192
NHSL1	-0.5665
RBMX	-0.8215
PSORS1C2	0.640625
RAD51L3	-0.0318333333333333
LCN6	1.4755
ORAI2	0.0005
BRUNOL6	-0.3043
OR4K5	0.1275
CDC123	-0.4935
MSLN	-2.51316666666667
WWTR1	-1.58333333333333
ZNF700	-0.934
COBL	0.66475
PPP1R16B	0.288375
GAS7	0.4791
MDN1	-0.991875
HAAO	0.146
C9orf68	0.77125
TNFAIP2	0.43525
FOXN1	-0.041
hCG_2033311	0.386166666666667
ATP6V0D2	1.5648
RPL41	0.247875
SLC38A1	1.0165
ARHGAP6	-0.670636363636364
ADAD2	-0.49775
PHF20L1	-0.6595625
MCM3AP	-0.0363333333333333
ST3GAL3	-0.487833333333333
SNX1	-0.309333333333333
ELF5	4.7785
PARP3	-0.981875
RBM8A	-0.6913125
LINGO4	0.0355
ITGA9	0.407
ZFR	0.241
ACSL6	-0.611714285714286
FLJ20699	-0.3201
DAOA	0.23325
FABP4	7.499
KCNB1	2.3315
CANX	0.3583
SLC25A28	0.659333333333333
ADIPOR2	0.4315
ECHDC2	0.74125
SMA4	2.165
FRZB	3.22675
PABPC1	0.766333333333333
DMRTB1	-0.394625
APOBEC3G	-0.20375
CATSPER2	-1.53233333333333
CUEDC1	1.18666666666667
STARD9	-1.0675
CLDN8	3.865625
LOC23117	-0.827136363636364
E2F6	-0.191833333333333
TMEM126B	-1.21183333333333
DPY19L4	2.2395
GIMAP5	3.79116666666667
NDUFA9	-0.0405
FAM77C	0.6585
CTPS2	0.96
LOC51035	-0.110125
WDSOF1	-0.22225
EGLN3	-1.668375
PITX3	1.0475
OR52E8	-0.164
GRM4	0.7125
KLK1	-2.54866666666667
GPM6B	-1.49625
RRAGD	-0.104333333333333
PAGE5	-3.81625
UCHL5	-1.747
ULK3	-0.584666666666667
AIM2	0.594333333333333
PNO1	-0.472166666666667
OR2F2	0.3
GNAT2	-0.692
SIX1	5.52925
ST13	-0.57025
ZBTB44	-0.35675
TIMP2	0.76675
ZMAT4	-4.656
GTF2IRD1	-0.663166666666667
ZNF19	0.138166666666667
ZNF714	0.37975
RSC1A1	0.5945
C9orf80	-0.196
PSMA8	0.2515
TMEM141	0.29675
COX4I1	0.0702857142857143
CTAGE1	0.892833333333333
DTWD1	-0.89775
HSD11B1	3.655
KRT6B	-1.686
ARID4B	0.338
LHFPL3	0.222
WWP2	0.313
ZNF326	-0.356833333333333
RGPD1	-0.6145
CTSH	1.11933333333333
FASTKD1	-1.03825
PAF1	0.5671
TTC9C	-0.31325
IFT57	0.2709
PRSS36	0.234
IL20RB	-1.5605
ZNF592	0.037
DCTD	-0.3003
CFP	1.69925
MFNG	0.14725
JMJD2B	0.9485
ALDH3B1	-0.612375
THSD4	2.18633333333333
KCNJ5	4.331
LMNA	0.192666666666667
TBCD	0.2695
ZNF250	-0.805166666666667
CASQ2	2.096
PEG10	-4.43416666666667
PRAME	-3.11126666666667
NP	0.14825
TRIM59	0.00866666666666667
ZNF12	0.823
XTP3TPA	-0.329
SIGLEC7	0.5509
PANK4	-0.2975
FAM70A	-0.742166666666667
SNED1	0.32125
HIP1	0.1136
RAET1E	-1.926
AMAC1L2	0.052
AHNAK2	-0.320333333333333
TOE1	-0.475
RECQL4	-1.413
SPRYD3	1.269
DPAGT1	-0.84975
MAGED2	1.5601
ANKRD55	0.99675
TRPS1	3.74258333333333
DOK7	-0.265
TFPI2	-6.24325
GTF2H3	-1.674
CYP4F11	-0.786875
LHX2	-2.74866666666667
ATG16L1	1.23033333333333
ASB12	0.2655
C1orf116	-0.603125
NF2	0.21895
POM121	-0.4401
PHYHD1	1.0121
TXNDC17	-0.219833333333333
DKFZp779O175	-0.2485
NUP62	-0.292642857142857
MYO18B	-1.75516666666667
PRAMEF1	-0.002
TCBA1	1.089125
TMEM168	0.4615
FJX1	-0.535666666666667
CLCF1	-1.34025
SEPN1	0.20975
IGSF2	-0.22125
NUDCD1	-1.6498
TFF3	2.56016666666667
NDFIP1	0.424571428571429
CHCHD4	0.2495
TNR	0.3665
CUTA	-0.564
USP44	-4.52125
DPP10	-0.672
IWS1	-1.50266666666667
PCGF1	-0.0095
SULT1C4	0.4575
NTF5	-2.227
PTPN13	-0.59775
SSTR5	0.01
SFRP1	-1.259875
IDH3B	-0.4545
SUOX	0.844333333333333
TMCO5	-0.24225
GOLT1B	-0.217
MIB1	0.0817857142857143
PCDHGB1	0.868
SUSD1	0.464
ICAM5	-3.13666666666667
PAPOLB	0.199333333333333
URM1	-0.2041
TMEM106B	-0.134666666666667
LRIG2	-1.3275
SLC27A5	-1.8095
CLIC6	1.5581
ZNF420	0.621
SCN9A	-1.4223
KIAA1909	-1.3035
ELMOD1	-2.4785
PRKAG1	-0.66075
FAM64A	-1.014
EEF1G	-0.01275
SMAD5	1.0175
INCENP	-1.91425
WASF2	-1.407
GARS	-0.9841
CDK10	-0.6171
HLX	0.3235
MDM4	-1.149625
ZNRF1	-0.466857142857143
HHATL	-1.7245
FAM21C	0.5246
HIST2H3C	0.9385
PFDN2	-0.219
ZNF200	-0.45875
NDN	0.0545
HBA2	-1.38883333333333
FBLN5	1.79925
PUM1	0.410785714285714
TNNT1	-3.6225
C19orf59	1.63716666666667
HNRPH2	0.0546666666666667
RAB7A	0.139833333333333
PMS2	-0.786125
BIRC3	-1.58766666666667
NRSN2	0.447125
OR52K2	0.346333333333333
SPOCK1	0.978857142857143
H2AFY	1.065
RXRB	-0.58125
ZNF638	-0.0965
ANKRD45	-0.0255
ACTN4	0.294
FXC1	0.705
EIF2B5	0.028
VPS33A	-0.5295
PINK1	0.849625
FAM106A	0.7745
SKIP	1.028375
GAPDHS	0.387
MUM1L1	-0.212
PSTPIP1	0.8765
CNTNAP1	-1.844
CYP26A1	-0.78025
APOL2	-0.0721
TACC2	0.80475
COX7A2L	0.0407857142857143
HSD17B1	0.8999375
ARRB2	0.3595
SLC7A6	-0.2388
HSD17B10	-0.29925
RBJ	0.01125
NUP155	-1.90575
MRPL10	-0.025
CYCS	-1.66958333333333
CCDC46	-0.0458333333333333
TECTA	0.3775
GNAL	-0.775
LPO	-0.585
PEBP4	0.9505
DDX11	-2.154
C18orf12	0.6205
TAF9B	-0.526
IMP4	-0.0735
RPA4	-0.159166666666667
NDUFS1	-0.91375
UPK1A	0.363833333333333
ARRDC2	0.507166666666667
C18orf20	0.29
AES	-0.0697857142857143
CD2BP2	-0.108166666666667
C16orf54	-0.0395
UGT2B17	-2.774
FGFR1	0.449818181818182
CEACAM6	1.1245
CHRM5	-0.05075
CERK	-1.15925
AP3S2	0.535285714285714
ANKS4B	-1.51575
CLCNKA	-0.108
ZNF208	1.014
HLA-DRB5	5.224
CARKL	0.73925
GOT1	0.0765
CASP6	0.442375
HOXA1	-1.4135
RCL1	0.0525
ZNF181	0.0601666666666667
RAB40B	1.849
MRPL38	1.08825
LRRN2	0.61625
C3orf25	-0.009
OR5D14	-0.3355
OR10AG1	0.7885
BET1L	0.4299
FRY	3.36725
AK3L1	0.567
CSF3R	1.39816666666667
POLR3K	-0.494666666666667
ATG2B	-0.576833333333333
EPS8	0.866166666666667
DARS	-1.057
C10orf56	1.20583333333333
DAD1	0.63725
RIOK1	-0.226166666666667
HERC2	-0.12075
HSD11B2	-0.396666666666667
FAM96B	0.30975
MGC13057	-1.572125
BSN	1.69775
CAND1	0.472833333333333
HCST	2.30075
ACTR10	1.26433333333333
OR8D4	0.223
NASP	-2.0359
COL9A2	0.118333333333333
LYZL1	-0.444
GPC5	-3.20525
TBL3	-0.548333333333333
CENTD2	0.6262
OR5AP2	0.91425
TLR1	2.47525
LMO6	-0.36075
ZIC2	-0.982375
CPNE5	1.37166666666667
ZMYND15	1.27075
FLJ22374	0.45325
CCDC106	0.07925
PARP16	-0.382
PDIA3	0.928
C14orf126	-0.03375
CECR2	1.7425
SFRS1	-0.529428571428571
FIGLA	0.0745
DCP1A	-0.486333333333333
MGC45800	-1.0004
TEKT1	0.2605
C10orf67	1.422
CLN5	1.06625
NTN2L	0.1205
GLE1L	-0.67
CES2	-0.2924
GNAS	0.259888888888889
DDX53	1.101
TSPAN13	2.86
MRPL52	-0.1494
SPIRE2	0.01825
TAS2R39	0.34425
SCUBE3	-0.593
UCRC	0.8568
CDKL3	-0.70075
KIAA1715	-0.1618
ZNF345	0.84925
RTF1	-0.1205
DHRS7	1.54825
RIPK4	-0.6895
EXOSC2	-2.05283333333333
MS4A2	1.864
FGF17	-1.19975
WDR59	-0.588375
EVI2A	-0.8305
IL17RC	0.857666666666667
HS3ST1	2.75575
ITGB1BP2	-2.163
RBPJ	-0.434166666666667
GIMAP1	3.974
INE1	-0.602833333333333
ALDH18A1	0.764125
TPI1	-1.48125
GATA6	-0.63875
CABP1	-0.992166666666667
ZNF484	0.00924999999999999
DAPK3	0.736
GJB1	-3.0145
PIN1	-0.234875
SLC6A15	-4.258
CNO	-0.37225
RIN2	2.076125
FRRS1	-0.336
CYorf15B	-4.184875
DMRT3	1.004625
ATAD1	0.00712499999999999
OTUD4	-0.442777777777778
ATOH8	-0.7565
ZSCAN16	0.632
ASCC1	-0.54925
OTUD3	1.522375
MGC33212	-0.658666666666667
YME1L1	0.583
RP11-218C14.6	0.09375
PCBP4	-0.62275
TNFRSF10A	0.406
CDH10	-4.1606
KL	1.863625
SCP2	0.283583333333333
C9orf119	-0.352375
SON	-0.05575
MAFK	0.379
SBNO2	0.55
SLC6A6	0.772583333333333
SC4MOL	-0.697625
FAM35B	0.744875
PPP1R9A	0.5755
PDZRN3	0.94025
CXorf20	0.0345
C6orf126	0.4225
AVEN	0.5865
FLJ21075	-2.314
C14orf132	-0.86975
PCK2	0.52725
GUCY2C	0.768
BARX2	0.20175
PEX11G	0.588
DAO	-1.19316666666667
C10orf49	-0.029
EDNRA	3.61766666666667
PPP2R5A	1.0164
DDX39	-0.266666666666667
SERF1A	-1.1255
ASCIZ	0.6137
FNDC8	-0.19275
PTMS	0.5295
PHF7	0.09575
PIP4K2B	0.0663125
HHLA2	0.556666666666667
BDH2	-0.2889
APOBEC2	-0.9915
PENK	-0.261666666666667
SMAD9	-1.074
MT3	-0.5755
RGL1	0.24425
ATG10	-1.50625
DLGAP4	1.26316666666667
APPBP2	0.620071428571428
BACE2	-0.0542857142857143
LOC339344	0.876166666666667
ZNF395	-0.4058125
HIST1H2BL	1.14175
ZNF467	1.443
SLC25A21	-0.70975
PALM2	-0.774
NSUN5C	-0.97275
IL5	0.075
CLSTN2	3.747
ANXA8L2	-2.71275
PTGES	0.96425
GDAP1L1	-2.33516666666667
OPRK1	-1.0462
WDR20	0.727
C12orf4	-0.2405
NUP88	-0.766375
XRCC6BP1	0.486666666666667
FCGBP	0.0976428571428571
LEMD2	0.298
NOMO1	-0.2525
C10orf79	1.03457142857143
ZNF79	1.2919
OCRL	0.5757
HSPA8	-0.574875
DIDO1	0.0225
PLA2R1	0.64775
COG3	0.663
NGDN	0.21325
CBFA2T2	0.054375
PNOC	-0.1715
PRRG1	-0.0804166666666667
AGGF1	-0.243714285714286
DPF2	0.249
YIPF7	0.019
TRPV5	0.70075
ZNF322B	1.10625
MED12	-0.282
CARS	-0.236
ABCC11	2.01933333333333
C9orf25	0.316
MYH1	2.668
FRYL	0.794
AGTRAP	0.05925
MMP27	1.12
ZNF432	-0.688125
OR8D1	-0.362
OR13D1	0.30375
VWA1	2.07575
STON1	0.96775
IL5RA	-1.36925
PERP	-0.0408
C10orf107	-1.42733333333333
TNFSF12	2.4355
FN1	0.828541666666667
MTR	-0.850666666666667
PHLPPL	0.313666666666667
ZNF425	0.70225
DHFR	-1.7165
PPP1R12A	2.212375
RSPO2	-1.37971428571429
ZNF7	-0.35175
ZNF583	-0.015
TPMT	-1.91566666666667
GPR132	0.534375
OR2T12	-0.99725
SERTAD2	-0.3486
ATP1A1	-0.8355
FRMPD3	0.8455
ZNF672	-0.26475
PLXNB3	-0.148375
EML5	-0.3165
FAIM3	0.358
UBQLN2	0.33075
SORCS2	2.0965
PRIM2	-1.7325
ACVR2A	0.1535
YWHAZ	1.5365
PGM2L1	0.563375
GNAO1	0.410285714285714
RPL10	-0.1165
RPS6KA6	-0.36
PFKL	-0.00883333333333332
SH3D19	0.9675
AURKB	-1.68416666666667
ZC3H6	0.56725
DISC1	-0.206
FLJ39660	-2.80083333333333
TMEM25	2.51225
OSBPL10	-0.388625
CLTCL1	-1.47233333333333
ALG6	-0.45275
CATSPER4	1.111
LRTM1	0.4735
RRAD	0.854666666666667
TIPIN	-2.093
CARD14	1.579
RBM9	0.182
RASSF4	1.005
SLC25A18	1.38116666666667
C6orf58	-0.550333333333333
IGHD	0.4795
PLA2G6	-0.24
TPT1	0.59275
SEC63	0.8986
CCDC113	0.407
TDRD10	0.292875
KIAA1666	-0.072125
TOR1AIP1	0.367583333333333
SYTL4	-0.380166666666667
SPRR2F	-1.4235
CEBPD	1.43875
SNTG2	-1.52225
C20orf77	0.00766666666666666
TAS2R49	-1.0035
C6orf173	-0.961166666666667
SVEP1	1.5675
PXN	-0.639642857142857
VIL2	1.26366666666667
C5orf21	1.04025
DIXDC1	0.545
GANAB	-0.818833333333333
PDSS1	-0.92475
NGFR	0.172625
ATP8B4	2.0515
BMP8A	-0.5955
CCDC132	-0.201833333333333
GNRH1	-1.56225
OR10T2	0.192666666666667
PDGFD	3.494
OR6W1P	0.3045
HARS	-0.316833333333333
KRT77	0.1295
AQP8	0.3585
ITGB1	0.9377
ZNF254	0.3091
PAX1	0.1
PSMC4	-0.3222
ANKRD22	3.3855
PSMD8	0.661666666666667
HTR1E	-0.306833333333333
SOX10	-2.4612
OR5B2	0.047
RABGEF1	-0.402142857142857
MAP1LC3B	-0.05075
CYB5R4	0.7765
AGXT2L1	-3.02775
FLJ41603	2.69
TRAPPC2	0.636666666666667
FNTB	-0.2532
FLJ14107	-1.05866666666667
AURKAIP1	0.86675
DSE	2.399
NFKBIZ	0.477333333333333
OSBPL3	-2.02466666666667
LOC130576	-0.91925
SLC39A9	0.4555
LOC137886	-1.14075
RHCE	-2.067
ATG7	0.362166666666667
FAM82A	0.640333333333333
FBN3	-0.051
MCFD2	-1.44166666666667
CASP14	-0.6225
EPS15	0.616083333333333
SFRS2B	0.0698333333333334
C19orf47	0.2535
PLAC9	2.895
GPR23	-0.548
BTNL3	0.188
RGS8	0.7745
GNS	1.608625
ENO2	-3.34066666666667
CBX1	0.5
PEX26	0.392
LRP5	-0.773
ADAMTSL4	-2.42233333333333
ARR3	0.0106666666666666
MAP1A	0.32525
CD2	3.80375
NAV2	-1.5608125
TMEM69	-1.20225
ATXN7	-1.10216666666667
CHN2	-0.753666666666667
ZNF781	0.251166666666667
HAS2	-3.59233333333333
KIAA0241	-1.14116666666667
BIC	1.101
MOBKL2A	0.13475
CYP2C9	0.0495
CNOT7	0.577428571428571
SFRS10	-0.395
CST11	0.7145
FLJ37543	-0.1625
NKAP	-1.29575
RUNX1T1	3.79675
EAF1	0.8324
IL4I1	3.39375
LRRC61	-1.064
PSIP1	-1.75608333333333
SPRR4	-0.9695
ZFP90	0.776833333333333
AP2B1	-0.929307692307692
SLC30A7	0.742916666666667
C7orf28A	0.0841666666666667
S100B	0.472833333333333
BMP2	-1.0265
ESR1	1.90508333333333
ZFPL1	0.2615
ARHGAP12	0.116
LRRC19	-0.4506
ZNF767	-1.26566666666667
NACA	-0.3753
OLIG1	-0.011375
PRF1	1.67575
LST1	3.31033333333333
SPATA9	0.1015
CNFN	0.414
CDK4	0.397
TCF15	1.29416666666667
PARC	-0.157
PPM2C	4.0895
LOC283345	-0.585
FAM107B	0.79175
DMXL1	0.240571428571429
RBM3	0.43075
HTR5A	-1.68883333333333
SCFD1	-0.471
EPHB3	1.827125
ROPN1L	0.566333333333333
RAMP3	0.88075
TSPYL5	3.84809090909091
GAP43	-2.2415
PAPD4	-0.16175
PDE3A	-4.25975
TNFRSF10C	1.356
JMJD5	0.118833333333333
RASGEF1A	1.8608
C16orf65	0.0615
HIPK3	0.862
XYLT2	0.36975
XPOT	0.0246666666666667
GAL3ST1	-2.14025
DHCR7	-0.221
AMIGO3	0.3765
FGFR4	-0.0956666666666667
CRAT	1.68925
PPP1R14D	0.248
TRIM14	0.4575
TMPRSS11D	0.187
SLC7A11	-2.81607142857143
OR10H2	0.64875
PPM1E	-0.8699
DOCK4	0.362
FAM127A	-0.218
ENOPH1	0.043
SLC5A3	0.82
ZNF530	-0.3819
NTS	-5.9645
FRMD4A	1.539
BCL11B	-3.055
PRM1	0.0275
UQCC	-0.6584
S100A16	0.822166666666667
PLS3	-0.15425
WWOX	-0.662857142857143
CCDC23	0.6315
GTSE1	-2.16133333333333
GP2	3.951
FLJ32549	2.769125
CHIT1	4.37875
KLF9	0.18375
RPS24	0.4234
MIA	-4.71325
FIGN	-0.878
PYROXD1	-0.394375
PCSK2	-0.740285714285714
MRPL9	-0.736
RPL24	-0.578125
C12orf32	-0.80625
HIST1H2BE	1.13875
RGS18	3.2185
LFNG	2.586625
RAB4B	0.0738
FBXO25	0.497166666666667
TSPAN31	1.87283333333333
ARL8A	0.644428571428571
C10orf83	-0.1901
OR51B6	-0.145
CNKSR2	-0.3675
C1orf156	-0.0695
IBSP	1.4575
GFRA2	0.6759
ALKBH7	1.422
NEK10	-0.6415
VN1R3	-0.00616666666666665
LOC91948	0.3845
CPZ	0.24275
IHPK3	-0.119333333333333
COL8A1	1.33525
RBPJL	-0.577
OR10A4	0.30475
CASP8AP2	-1.291875
MMP12	3.8725
OR8B12	-0.694
CDCA5	-1.38166666666667
LIX1L	-0.951
PEX11B	0.633375
GABRA1	0.0881666666666667
HABP2	0.0865
REEP1	1.02116666666667
FBXO15	0.7265
CD68	1.8855
WFDC9	-0.0515
