Hybridization REF	TCGA-AN-A0XS-01A-22R-A109-07
SLC25A39	-0.783666666666667
KIF1B	-0.802375
AMOTL2	1.68225
C6orf120	0.623
PSRC1	-2.0385
PLA2G10	3.934
KIF5C	1.75675
MRPL37	-0.8125
C17orf62	0.747166666666667
C9orf135	-1.33016666666667
DUSP10	-0.1652
CLCNKB	-0.082
PSMA5	-0.3525
C8orf53	1.10475
AMPD3	0.520666666666667
PIAS1	-0.209
ADCYAP1R1	0.0505
GYLTL1B	-0.9665
CDH20	0.0566666666666667
FBXO7	-0.053
TMEM134	0.4615
FLJ14213	1.15516666666667
ZNF3	-0.46325
LRRFIP1	0.625291666666667
CNOT2	0.645333333333333
ABI3	2.98275
ALDH5A1	-1.13208333333333
HNT	3.4676
SERPINA4	-2.65225
TK2	0.55375
STMN1	-1.56644444444444
GUCA2A	0.0123333333333333
GALNT10	1.11964285714286
DPP6	-0.9893
C9orf93	-0.35475
PRELID2	-2.30625
STK39	-1.770375
SFTPA1	-1.123
CKS2	-1.65688888888889
RHO	0.05875
C20orf135	0.000750000000000001
XKR3	-2.444
CR1	0.30325
RPS6KA2	1.38828571428571
C20orf112	0.44925
MRPL22	-0.0505
C4orf23	0.435666666666667
GADD45B	1.917
KLHDC1	1.3575
C2orf48	-2.6265
ZNF287	0.7805
DAAM2	-0.97625
DPPA2	-3.13316666666667
TCTN3	0.241833333333333
DNAJB11	-0.158125
FPR1	3.914
DEFB4	0.061
PTCD2	-0.8575
SMOC2	5.476
CABP7	-0.0635
SERPINB11	-0.36
MAGEF1	0.48625
NDE1	0.8665
ITGA10	0.0905
FSHB	0.0735
ANXA2	0.515625
HORMAD2	-0.23225
HLCS	0.17775
MCF2L	1.68241666666667
FH	-0.67075
TBC1D24	1.69725
KIAA1505	1.425
LGALS2	0.786
CNBD1	0.418
SYNPO2L	0.24475
PTPN23	0.240785714285714
C1orf183	-0.239666666666667
MAGEA8	-3.36125
DGCR8	-1.249875
GSR	-2.16125
PAQR7	-0.0085
ZNF676	-0.7445
CACNA1C	0.5906
SP7	0.1735
PDCD6	-0.5195
NRN1L	-0.7215
BRI3BP	-0.603583333333333
KIAA1183	1.217
ASB4	-0.0226666666666667
CCL23	0.8141
OBSL1	-0.809875
SLC12A7	0.2645
KIAA0240	1.37575
CD1B	-2.50033333333333
FCGR2A	2.28
MDC1	-0.6885
HTR1A	0.398166666666667
OCEL1	1.1015
ATP11B	-0.2760625
FBXO34	0.325833333333333
PCDH12	4.13033333333333
RPE	-0.82175
C17orf74	0.257
CSDC2	0.936833333333333
PET112L	0.447
TMBIM1	0.780125
P2RXL1	-0.37575
TCHP	-0.83375
TRMT1	-0.839166666666667
F2RL2	0.279
LRRC32	3.55966666666667
IMPG2	0.443
BGLAP	-0.143
LOC493869	-1.06341666666667
MRAS	1.762875
SLC35F5	0.3925
CBWD1	0.07
AXL	-1.29925
ATP2C2	-2.8775
TELO2	0.69225
PNPLA3	-2.05925
PCDHB14	0.48125
CD276	0.098
KRT80	-0.614125
DUSP28	-0.0665
CSNK1E	-0.0856666666666667
SRP14	0.786
KCNQ4	-0.1625
KRT72	-0.189333333333333
CCDC117	0.82
C6orf89	0.394
TUBB2B	-2.35733333333333
RTN4IP1	-0.22625
CR1L	-2.98783333333333
CEND1	0.648
C12orf41	-0.711
RNF31	0.556
UBN1	0.972833333333333
C17orf32	1.234625
SLC5A7	0.3015
GPR92	1.26716666666667
ESAM	2.8069
CTNNA1	1.12666666666667
HRBL	-0.3382
CBX4	0.04675
TMEM182	-0.99725
SH3TC2	-1.51816666666667
IL10	0.91
PXMP4	0.877
RNF167	0.3146
PAK7	0.947833333333333
ETV3	-0.676
ATPIF1	-0.297666666666667
LOC554207	-1.91566666666667
OR8H1	0.155
WDFY3	1.017
DPM1	-1.35725
GPSM1	-0.3945
WDR92	0.2788
LRP1	1.38333333333333
ANKH	0.225875
THUMPD3	-1.21875
POLR1B	-0.899
OLFM4	2.91883333333333
RAD9B	0.34625
TSPY2	-3.953
PAX6	-1.63166666666667
SCG2	-2.516125
SLC17A6	0.4585
FMO3	3.639375
PADI4	-0.0439999999999999
TUBB4	-1.1197
NLK	0.45725
POU4F3	-0.363
SDF4	-0.304
ITGBL1	4.0395
NETO1	-2.276875
TAP2	-0.240875
ABBA-1	0.382666666666667
GNAI1	-0.244
VPS4B	0.61375
NOPE	-0.8566
GALNT6	2.672
SESN1	0.70475
GBE1	-1.78633333333333
CLASP1	0.38675
RASGEF1B	0.745375
ACOT11	-0.227428571428571
AFAP1	1.488
OR2H2	0.42125
DPY19L2P1	-1.52025
DZIP1	-1.61425
SEC22C	0.317666666666667
GPR161	-0.454833333333333
RNF146	0.03975
WDR74	-0.676125
GALP	0.3455
PURA	1.2155
DNPEP	0.4855
RP11-78J21.1	-2.10925
ERBB2	2.163
FANCM	-0.943666666666667
NEO1	0.1435
DDX3Y	-4.9945
RPS3A	0.06375
MXRA7	0.145785714285714
LGALS3	-0.149
GLT8D1	0.4545
CFL2	-1.685
UPB1	0.37775
NAP1L5	-0.996
CLDN14	1.15925
DHX38	-0.81375
BTBD1	-0.32525
TARS2	0.0128333333333333
ABCF1	0.1218
FCF1	-0.348333333333333
LRRC49	0.13025
GUCY1B2	-2.1165
C1orf177	0.469333333333333
SMARCA4	-0.633785714285714
LRP8	-3.59833333333333
TAGLN3	-1.181
MRPL14	-0.041
TTRAP	-0.1265
ZDHHC20	0.30025
NFE2L3	-1.9885
KIAA1377	0.139875
PALMD	1.2547
TMEM43	-0.09225
TTL	-1.20575
STAT5B	-0.936166666666667
SSB	-0.868625
OR10H5	0.222
SLC22A13	-0.69825
AKAP3	0.00725000000000001
TIMM23	-0.349833333333333
OAS2	1.56516666666667
KIAA0423	0.18525
TRIM11	0.0678333333333333
GLIS3	1.529375
TMEM50B	0.758666666666667
ARHGEF4	-1.342625
DEGS1	-0.394
TBL1XR1	1.08936666666667
G6PD	-1.7595
SP140	1.2836
MUC17	0.166642857142857
NUDC	0.0212
DNAJC5B	2.75316666666667
SCARA3	-1.11783333333333
CPA3	5.98216666666667
BCAT2	-0.00399999999999999
MFN1	-0.6026
NRG3	-0.0345
SNX11	0.3535
PLEKHH1	-0.5205
GPR177	-1.84433333333333
HCFC2	0.0425
TCAP	-0.261
MOCOS	-2.7055
C14orf93	0.1625
PRDM10	-0.266
SLC16A4	-0.451416666666667
SRGAP1	-0.184
VIP	0.61925
DUSP27	0.874166666666667
LILRA1	1.02
MC2R	0.5915
MGC24103	-0.54425
MBTD1	-1.8815
FUT11	-0.546166666666667
USP33	0.0514
C15orf39	-0.62325
MAP3K12	0.180125
PAAF1	-0.718333333333333
BARHL1	0.0635
FLJ16165	-0.6235
PIWIL2	-2.37775
SYNE1	0.47575
CMTM4	0.37725
TSPYL1	1.0691
GUF1	-0.467666666666667
TMEM157	1.445
WDR44	0.497
HIST1H3C	0.40425
DKFZp666G057	1.7745
RNPEP	-0.46525
GAS2L2	0.624666666666667
ADH4	-4.32925
GRPR	4.8745
FBXL17	2.119
ZBTB10	0.360416666666667
Gcom1	0.184
HTRA1	2.5571
ZNF585A	0.255833333333333
SLC26A2	-0.362285714285714
OTOP3	0.261833333333333
WISP1	2.28722222222222
ATP2B4	-0.349666666666667
FLJ10769	0.957
CRAMP1L	1.617125
CHST12	-0.52625
RAB22A	0.447166666666667
TARDBP	-0.0752142857142857
STAU1	-0.052
CRB3	1.95316666666667
MIG7	-2.263
CHMP1A	-0.307833333333333
ZNF160	-0.219625
B3GALT6	0.140125
BARX1	-1.49816666666667
C6orf167	-2.3415625
NXNL1	0.5515
DHX29	0.14825
HADHB	0.5135
PLXNB2	0.573
ILDR1	-0.719
SLC15A3	3.1505
GAS2	-3.05316666666667
C20orf69	-0.28
NUMB	0.2785
TNIP1	0.481625
MESP1	-0.946166666666667
PSKH1	0.089
NSFL1C	-0.126
RHOG	0.2715
HEY1	-1.78983333333333
KNG1	-2.1695
ITGAX	2.0848
LIN9	-1.66216666666667
CANT1	0.6535
XRN1	0.568142857142857
CCDC96	1.4697
HEATR6	-0.998666666666667
GNG7	0.94025
RUNX2	1.7653125
SOX1	0.777666666666667
FCRL5	2.5806
ZNF99	-0.104375
FAM9A	0.4375
SNX22	0.503833333333333
MBNL3	-2.0695
ODC1	-2.7307
ADORA2B	-2.15416666666667
NR2F6	-0.035
ZFYVE16	0.372777777777778
SYNJ2BP	0.7714
POLE	-1.072125
E2F2	-1.631875
THRA	0.222833333333333
PTGES2	-1.025
HIP1R	0.501333333333333
TMUB1	-0.984833333333333
ENO3	-2.294
RSPH10B	-0.887
CXorf39	0.557
IRGC	0.19575
GPR109B	1.17325
FLJ13305	-0.9555
LCE3A	-0.368
TNFRSF18	0.209
DET1	-0.06375
TRPM3	-0.0209166666666667
C16orf79	-0.402
FECH	-0.415666666666667
RAP2A	0.151666666666667
CRIP1	1.90433333333333
AZIN1	0.262
SLC7A7	3.99725
IL10RA	1.3471
TMEM64	1.4885
CDC42EP4	0.5708
C16orf58	0.5974
ARG2	-2.09925
POU5F1P4	-4.12575
FAM62B	-0.429625
DNAH8	-1.7146
ASH2L	-0.327125
TSLP	-2.67983333333333
CNTNAP5	-0.177666666666667
TMEM16C	-0.00974999999999999
IFNA14	-0.0135
SLC1A3	0.915
CABYR	0.70375
BCL7B	-0.6456
NUDT13	-1.43133333333333
C13orf28	0.15675
C1orf53	-0.438
ARL6IP4	0.2033
RPL35A	-0.05
EMR3	0.451
RAB40C	1.10025
SLC41A1	-0.689833333333333
LRCH1	0.05425
LY6G5B	-1.6125
FAM124A	-0.362142857142857
MGC10981	-4.02566666666667
CLIP3	0.7643
MAP4K2	-0.569333333333333
CHIC1	0.0925
SULF1	5.41316666666667
C20orf30	0.0045
PRDM5	-0.592125
ELOVL1	-0.23
C11orf48	-0.823875
SLC39A10	-0.38575
KCNV1	-0.33175
ACP1	-0.869
ZMYM2	-0.493
B3GNT6	-0.124333333333333
C9orf69	-1.224
C2orf15	1.10275
C20orf166	-0.0185
HSP90AA6P	-0.926
EDG7	-0.958
NEURL	-0.629375
LPL	2.6445
CLEC2D	-0.0506428571428572
GRRP1	2.1665
CD8B	-2.3057
HIST1H3D	-0.477166666666667
SLC6A12	0.892125
FAM27L	-0.304
CD84	2.3658
RASA1	-0.1885
PHKG1	0.239
MAGEA11	-2.101
IMPA1	-0.8055
NPM3	-1.545
RARRES1	3.732
SH3BP1	0.239125
B3GNTL1	-0.028
ARPC5L	-0.732
KLHL26	0.62025
SIM2	-1.414
GJC1	0.825
C20orf194	0.36325
EXO1	-3.325
SLC2A2	-2.7605
LOC285074	0.68
LRG1	1.29175
KIRREL	0.0925
PIK3R1	2.07707142857143
C4orf34	1.28575
MAF	-0.421777777777778
ADCY4	3.90833333333333
ZMIZ2	0.6163
SLC46A3	2.14633333333333
STAMBP	-0.269666666666667
CCDC16	0.5185
MS4A12	0.136
TCF20	-0.38
LRRC46	2.63625
C20orf152	0.367
MRPS6	-0.511375
ABCB11	0.3115
KCNC2	0.206
CDH19	-2.1495
C9orf123	0.161333333333333
SSH3	0.851375
LDLRAD1	-2.8165
CCBE1	-0.09975
ZNF135	1.632375
TAAR1	-0.447
WFDC12	0.6805
CCDC42	0.3545
FLJ12529	-0.9855
PER1	-0.297
TIMM50	-0.159
SMARCAD1	-0.475333333333333
FAM26C	0.3
TP53TG3	-0.117166666666667
SH3RF1	1.5116
LMCD1	2.81625
GPR63	-0.795
FLJ21986	-1.70475
AIFM3	-0.57925
MICAL1	-0.443333333333333
BLZF1	-0.204333333333333
IQCA	4.63616666666667
PCDHGC3	0.18
SAC	0.20625
BCL6B	2.705
DDO	1.75875
MARCO	4.434
DCHS1	1.218
C1orf170	2.39366666666667
CD200R1	1.19516666666667
C22orf15	-0.503
SEPT11	-0.150333333333333
ADNP	-0.076
UST	0.0239
C13orf34	-1.23633333333333
RFFL	0.666428571428572
APBA3	-0.013
C2orf60	-0.405875
CUTL1	0.2845
PMS1	-0.99475
ZNF689	-1.04
EIF3E	-0.745
IL9	0.606166666666667
RPL31	-0.538875
LY9	1.36166666666667
ATP2B3	0.222
KDELR2	-0.275791666666667
TFCP2	0.323
NLRP12	0.5265
FLJ45422	0.04875
TLE4	-0.8919
ZNF570	-0.403
FLJ43806	-1.132
TLK2	-0.630375
CIR	0.6245
MARS2	-0.663
COL24A1	0.59625
SDF2L1	-0.1535
HIBADH	-0.850333333333333
IGFBP3	-2.27971428571429
C12orf23	0.79275
PSPC1	0.02725
C20orf43	0.2025
TRAV20	0.5485
ARHGAP24	0.942625
KIAA1975	1.686375
C1QA	3.8883
DNTT	-4.58616666666667
C10orf6	-0.739166666666667
C11orf41	0.29725
HNRPF	0.302875
COL11A1	7.436
UBAP2	-0.772333333333333
CDKN2AIPNL	-0.043
C20orf174	3.93375
SPRED2	0.70025
PLA2G12A	-0.0801666666666667
ICEBERG	-2.04766666666667
SCN10A	-0.3905
C11orf65	-0.20975
GBP5	5.0165
PITPNC1	-1.06383333333333
POU3F3	2.07
NCOA7	-0.592625
LIN7C	-0.4556
LOC348840	-0.976
NKX2-2	-2.77825
ANKRD13D	0.40875
LOC123688	0.296
FUT2	0.036
TAAR8	0.0735
FZD4	1.17041666666667
PNMA3	-0.887166666666667
OR4L1	0.075
WIT1	-2.1575
EXOC3L	1.9995
ATPBD4	-0.5066
KRBA1	-0.86925
UBXD6	-1.59075
HOXB7	-0.321571428571429
C7orf23	-0.9335
UNQ338	3.1875
STAB2	0.46125
CDC20B	0.361
IRF9	2.18675
CENTG1	1.09725
TNPO2	-1.09675
MCPH1	-0.046375
BMS1P5	-1.7975
SLC26A7	0.332
HIST1H3J	0.526
C9orf3	0.1477
LBH	1.77575
MYO1D	0.962625
PTDSS2	0.1835
NFU1	0.66775
DEPDC4	-1.65625
WNT7B	1.4712
GLP2R	-0.2698
SETD4	-0.6049
DYNLT3	0.1695
FKBP11	0.527333333333333
SESTD1	1.8115
FLII	0.21575
RPS16	-0.0184
CHPF	0.134
CSNK2A1	-0.341
SUMO1P1	-0.661
FKBP6	-0.9805
ZNF214	0.941
TWIST1	0.425333333333333
DDX56	-1.097
TRAM1L1	0.4864
EPO	-2.762
MRPS18B	0.12625
ZNF682	-0.374333333333333
RPL14	-0.409
MAFF	-0.196
LOC51136	-1.07825
LY96	1.091
DDX20	-0.607
ABTB1	0.993
ARL5A	-0.1603
CCT6A	-1.64925
HEPACAM	-0.361166666666667
EHHADH	-1.29633333333333
RBAK	-0.470333333333333
CGB1	0.32475
ITGB5	1.1925
YIPF3	0.3595
FKBP2	0.58225
NR1D1	-0.6116
TMEM110	-0.0725
NEK2	-2.81383333333333
PRAMEF8	-3.401
C20orf52	-0.301
PCDHGA3	-0.6285
VWA3B	0.02375
NDUFA5	0.10875
THAP9	-0.61075
FLVCR2	-0.255
AP1S1	-1.303875
SMAD6	-1.1425
SAV1	0.25775
SAT1	0.633375
ZNF251	1.40425
ADAMTS7	0.7835
RPP38	0.01275
C1orf211	-1.622
YPEL2	1.21865
RBMS1	-0.27175
ZNF445	-0.0208333333333334
NRXN2	0.203166666666667
PGBD4	-0.362125
UGT2B28	-2.931
WBSCR16	-0.6931
NLRC3	0.8705
ASTL	0.1615
ST6GALNAC1	-2.6965
ZADH2	0.25275
MLLT4	0.492833333333333
ARL6	-0.437333333333333
MEF2C	0.893
CBFA2T3	0.0385
AFF3	1.3135
COG7	0.992333333333333
MYB	1.55366666666667
PLXNA3	0.215
XRCC2	-2.56266666666667
MMS19	-0.390875
ST8SIA5	-1.2925
CHPT1	0.0713333333333333
KIAA1712	-0.2615
OR6X1	3.649
ACTR3	-0.877375
UGCG	1.58066666666667
OR4P4	0.071
ZAP70	-2.1015
LPP	1.849125
ZNF485	-0.2315
PTPRCAP	0.97275
IL12RB1	0.817
ATRX	-0.0711
CHST8	3.23675
C14orf109	0.552
ARV1	-0.14975
NMB	0.143857142857143
COX5A	-1.1605
EIF6	-0.244
MPPED2	-0.834
SEMG1	-1.0425
CHRDL1	1.8225
TRAF3IP2	1.124
WNK2	-0.15275
LILRA4	2.64616666666667
LAMA2	4.7915
PXT1	-0.304
RLBP1	-3.3185
CD300C	0.5955
SLTM	-0.420375
FLJ10404	-0.0375
APOBEC3D	-1.98183333333333
RENBP	0.826666666666667
ATXN7L1	0.0495
NID1	-0.0155
TUBGCP3	-1.174
ITIH5	2.10644444444444
CCDC110	1.16975
C8A	-3.175
MGC87042	-2.1165
HOXC13	2.25875
TFDP2	-0.91225
HCP5	2.181
POLI	0.3145
UCN	-0.0986666666666667
ZNF764	1.00516666666667
C8orf45	2.0955
FHL3	0.12525
SPATA5L1	-0.962
MMRN2	3.32716666666667
NDST1	1.17816666666667
COL20A1	0.0396666666666666
ZNF248	-0.534833333333333
PELP1	0.00733333333333333
MBL2	-2.613
RNF41	0.4625
C5orf24	0.66725
THOC5	-0.3835
SERINC3	-0.04825
RP11-151A6.2	0.30125
CDCP2	-0.135
HIST1H2AA	-0.037
C11orf75	0.203
FKBP7	0.01925
DDOST	-0.5265
GPNMB	1.46483333333333
TTF2	-1.49466666666667
KCNT1	0.179
SLC39A14	-1.07925
NGRN	-0.0416
GPR137B	1.49975
MECP2	0.205375
PSMA1	-0.68775
C16orf73	-5.39475
TMEM60	0.216666666666667
CSN3	-0.1475
NOS1	0.182833333333333
RAB7L1	0.205666666666667
YBX2	0.349
KIAA1166	-0.392375
FUBP3	-0.851
ABCG1	1.937
ACACA	-0.554
ARL11	0.1534
ATOH1	0.09
ODF1	-0.0423333333333333
CREB3L3	-1.70316666666667
TMEM127	1.61414285714286
DSCAML1	-0.4715
PLN	2.835
LYPLA1	0.837583333333333
PRDM9	-2.6015
SASP	0.41225
PLUNC	0.0968333333333333
INTU	0.31275
HISPPD1	0.1105
LNPEP	0.5955
YARS2	-0.851166666666667
APCDD1L	-1.2295
ZCCHC4	-0.8379
FBXO22	-0.908333333333333
TTLL13	-0.28
ZNF669	-0.613166666666667
PTGDR	3.18775
DDX27	-0.285
KIAA0409	-0.4365
GJB6	-0.2965
ASB8	0.93425
PLP2	-0.226
MEPE	0.52975
OR10J5	-0.1335
KRT222P	0.96275
COQ7	1.2345
C1orf101	1.03325
RERG	1.3722
CHMP5	0.33375
THAP11	0.00675
ZNF43	-0.186
ZRANB3	-1.10733333333333
KRT13	0.293375
MRPL19	-0.661625
RBBP9	0.49275
SPATA17	1.048
BXDC5	0.0965
PAFAH1B1	-0.46075
MAGEE1	0.90025
OSTF1	0.5375
KIAA0323	0.128
TXNDC13	-0.979333333333333
CNTN4	2.056375
LCE1B	-0.1
UNQ501	0.7835
ZNF154	-0.03325
C3orf64	-0.4595
SYT5	-0.1762
PON1	-0.279833333333333
FLJ10357	-0.1515
ATP4A	-1.667
GNPDA1	-0.433
MGAT1	1.24533333333333
C14orf121	0.00175
SLC35B2	0.13575
MIER3	0.970666666666667
CHEK1	-3.839125
ZNF8	-0.226833333333333
TXNDC1	-0.977
CKB	-0.8329
RTN3	0.668357142857143
FZD2	-0.338166666666667
PART1	-0.6275
PSMB6	0.08375
PCDHB8	-0.9125
PHC3	0.2708
PPP1R8	-0.727833333333333
NOVA2	1.80866666666667
TNFRSF11B	-3.05975
GOLPH3	0.7975
UBLCP1	-0.61975
SUHW3	-0.6955
TTLL1	1.5255
OPN4	0.1835
OR13G1	-0.3445
ZPBP2	0.0516666666666667
HSD17B11	-0.62025
C9orf50	0.495
DHDDS	0.350285714285714
CTSW	1.9462
NEFM	-1.85983333333333
MRPL28	0.573
SYN1	1.11383333333333
PIGV	0.179833333333333
ZIM2	-0.7835
APBB1	0.355666666666667
SND1	-0.60575
C1orf123	-0.048
CHD3	-0.40625
BHLHB8	0.44675
RNASE2	0.821666666666667
BCAP31	-0.03125
SLC25A44	0.172333333333333
CHD6	0.2715
PIB5PA	2.12084615384615
SELS	0.158625
LOC541471	0.26325
FAT2	-0.284
ZNF81	-0.302
OR4C16	0.149
FLJ10081	0.4882
LRRC4	0.23675
CS	-0.955166666666667
N4BP2	-0.555
IGFBP7	2.5985
ZNF318	0.454416666666667
NDNL2	-0.277875
ZNF609	-0.025875
SIRT4	0.157
EXOSC10	-0.042
ECE2	-0.0750833333333333
OVGP1	0.45525
GTPBP3	-0.32375
PACS2	0.4629
C19orf36	-0.0916666666666667
ARL4C	-0.467625
ATG4B	-0.244
UBQLNL	0.24975
RHOXF2B	-3.751
PLEKHG2	-0.1605
GALR1	-0.5245
AQP4	0.1176
HDAC7A	0.313666666666667
DCUN1D3	0.872
OR8A1	-1.0625
CCRN4L	0.059625
CBR4	-0.318333333333333
KIFC1	-2.57816666666667
SLC7A14	-1.14083333333333
LHX5	-0.002
TRPC7	-0.1965
LPXN	-0.00625
SERPINA1	-1.62525
RPS13	-0.5438
BPIL3	-0.112
PRKAA1	-1.16325
FADS2	-1.3637
ENAH	-0.2495
PRO1768	-0.437
APBA2BP	-0.1885
LIPH	2.72633333333333
C3orf33	-0.525
RCC2	0.280642857142857
ALDH1A2	-2.815
RNF103	1.60625
AHCY	-1.135
ALG12	0.433
CCL17	2.85375
ZNF543	0.064
ESRRG	2.0925
CNGA1	0.045
RDH5	1.06533333333333
OTX1	-0.2034
PTGFR	-1.98916666666667
CDR2	-0.035625
SELE	3.98575
NLGN2	-0.285833333333333
EXOSC9	-1.13525
ZNF566	-0.189
KLRC2	-4.431
GPR12	0.774
KIAA0196	1.44275
PDRG1	0.18325
SSR3	-0.293142857142857
MSI1	-0.734
CST9	3.9035
CC2D1A	0.07175
PLAGL1	-0.260055555555556
ZNF778	-0.43
RNF2	0.244125
KLF6	0.784333333333333
THBD	3.25516666666667
tcag7.1314	0.88625
NR5A1	-0.100666666666667
ABCD2	0.8085
DNAJC7	-1.9885
CLEC4C	0.1835
TM2D3	0.192625
CCDC4	-1.5135
PLAC2	0.77625
DCD	0.326
FAAH	1.659875
POLA1	-0.543166666666667
TM7SF2	-0.1205
FLJ39822	-1.30833333333333
FLOT2	0.3965
MAP4K1	0.307333333333333
SRP68	0.0456249999999999
C21orf74	0.04
ARPC5	-0.187875
LOC126075	1.789
HECW2	0.340285714285714
ZDHHC4	-0.62875
ANKRD42	1.7614
PDE9A	-1.14316666666667
ABCA8	1.26625
NDUFS2	-0.27025
UBR5	-0.042125
BTBD16	-3.30725
LOC554174	0.3795
ZNF20	1.477
KIAA1843	-0.2505
WDR17	-0.71675
C15orf33	0.2195
RNF113A	-0.23225
CAMKK1	-0.7642
CLCN2	-0.643
ANXA6	-1.523
LOC340069	0.288
EMID1	0.759375
DPM3	-0.380916666666667
ELA1	-0.1855
SLC25A13	-1.2311
KRT24	-0.4425
SMPD1	0.202833333333333
TH	-0.02025
COL6A2	1.58492857142857
ANKS1B	1.91025
GPR126	-3.168
ZC3H12A	-0.408833333333333
TMEM47	0.579
C2orf51	-0.333166666666667
C1orf88	2.33483333333333
HSF2BP	-0.075
AKAP10	-0.13675
RPAP3	-0.8655
KLHDC8B	0.99425
STOM	0.7925
MUPCDH	0.070875
C10orf72	-0.064625
PLEKHA3	0.5845
TCP11L1	-0.316
CWF19L1	-0.053
SPEF1	2.61730769230769
YSK4	-0.39175
ELN	2.4161
SAMD8	0.296666666666667
MPI	-0.9075
MEPCE	-0.371
ABCC3	-0.23125
NANOGP1	-3.8495
KCNK17	1.0555
HLA-DMB	4.6805
RRAGA	0.82175
ANGEL1	0.25375
RBM32B	0.2725
CPN1	-3.26
MGC52282	-0.7034
HLA-A	1.76683333333333
OR9G4	0.02
EDNRB	-1.0575
SCD	-1.19342857142857
C14orf80	-0.604666666666667
BAGE2	-0.642
RABL4	1.52766666666667
RCVRN	0.227
SHANK1	-0.158
NLRP7	-0.419
CD226	1.43575
STAT3	0.931
SYNJ2	-0.4381
TPCN2	-0.402166666666667
WDR36	-0.508416666666667
MBD4	0.09125
ROBO1	-1.0871
ST3GAL6	-2.60925
SLAMF8	3.1445
ATN1	0.759
GPR141	0.46875
KRT36	-0.178
TPH1	0.012
DDX52	-0.03175
ZSCAN29	0.1095
TRPT1	-0.0915
DPEP3	1.09525
DENND4A	-0.97125
TSPAN16	0.047
PTCHD2	-0.517
LOC145814	-1.32925
CAP1	0.530666666666667
EIF5A2	-0.5418
NT5DC3	-0.681625
SEPT9	-0.14775
SEZ6L2	0.71575
EGFLAM	3.0815
VPS11	0.787375
NDUFB5	-0.452
CIDEA	4.71316666666667
IER5L	0.39725
N6AMT1	-0.2625
FAM83C	-0.065
OXR1	1.27191666666667
IRX1	-0.173
DGKB	-0.2925
GCN5L2	-1.6885
MIR16	1.3905
FBXW9	0.68875
WDR4	-1.47866666666667
PDC	0.383
VPS33B	-0.171
HEXB	-0.26175
FLJ32214	1.03775
TCEB3	-1.07525
CRLF1	-2.74175
ABI3BP	1.95725
C8orf22	-3.997
PYCR1	-1.1745
KIAA1706	0.48875
CDK5R2	0.8845
WAS	0.6575
C12orf60	-0.346
CCBL2	-0.107125
MADD	0.1955
C5orf34	-2.51275
WDR42A	0.6718
KLF12	1.17675
HSPA1A	2.8355
ITM2C	-1.25583333333333
DAPK2	2.007
LOC442590	0.6455
SUMF2	0.341125
CENPA	-2.83561538461538
TMED5	-0.507875
CDH6	-0.7872
BRP44	0.022875
THG1L	-0.5855
GABRA2	-2.37325
C14orf166	-0.17575
MYL1	-1.3154
TNFSF18	0.0765
PAP2D	-0.5995
PPIB	-0.97775
KLHL4	-0.620625
SFN	-0.359833333333333
CCDC127	0.30475
FRAP1	-0.445
GOLGA5	0.63125
SDCCAG1	0.214875
MGC21675	0.0535
C10orf95	-0.82375
KIAA1345	-1.2355
C1orf163	-1.189
LACE1	-0.307833333333333
OR10K2	0.3225
CENPN	-2.74992
TMED2	-0.63075
UGT1A6	-1.7695
ANG	-0.29925
U2AF1	-2.00566666666667
CASC2	0.0408333333333333
NMT2	-0.551
OSGEPL1	-0.150625
DFNB31	-1.24
SLC6A20	-0.00842857142857142
DKC1	-1.37775
FXYD4	-0.895
WDR64	0.56975
MGC5590	0.0795
CREBZF	-0.332333333333333
DAZ1	-0.422
PRPSAP1	-0.571
GCHFR	-0.4075
TTC7A	-0.3695
LOC196993	0.4615
UBD	1.49883333333333
S100A1	0.184
RPL6	0.338833333333333
DNAJB6	0.11165
NAGS	1.8729
C2orf58	-0.7915
KERA	0.806666666666667
MT1X	-0.1339
UBE2B	1.3822
KEAP1	0.3655
MST1	-2.918875
OMA1	0.5535
ABLIM2	0.16075
BCL2L13	-0.547166666666667
JAZF1	0.448833333333333
TMEM63B	0.144
S100A8	0.7102
ARFIP2	0.786
UROS	0.42325
KHDRBS2	-0.384
POLQ	-2.891
SOAT1	-1.498
SPAG4	-0.9345
MRPS30	-1.6985
LOC494141	-0.7825
OR2T11	0.361
ORAOV1	-0.901
ZNF184	0.282666666666667
TCEB3B	-0.262166666666667
ADAM21	-0.015
GDPD1	0.025
SPINLW1	0.0195
PRR14	0.696833333333333
KCTD9	-0.7787
NUDT3	0.09075
KIAA1822	1.0756
HIST1H4K	2.337
DFNA5	-1.63925
GABPA	-0.65775
C14orf44	0.79575
POLB	0.703875
PTAR1	-0.71675
SEC31A	0.6969
TRIM58	-0.09925
TAS2R14	-0.688
VPS8	0.763125
H1F0	1.06916666666667
PRKCB1	-1.63933333333333
UGT2A1	0.1575
TOR1B	-0.4215
LSS	-1.72733333333333
C2orf19	0.6425
HNRNPC	0.254214285714286
TMEM100	-0.0428333333333333
LOC116349	0.16725
OR51M1	-0.1325
CCDC142	-0.695
ISG15	1.2839375
ZCCHC14	0.17975
CREBL2	1.09
TGDS	-1.2765
DC2	-0.37925
CACNA2D3	-1.72985714285714
ZNF429	-0.533125
LYPD6	0.2955
SUCLG1	0.1275
OR51I1	-1.536
MAGEH1	1.71625
PRPF40A	-0.5055
