Hybridization REF	TCGA-A2-A04Y-01A-21R-A034-07
OR4L1	0.603
WIT1	-2.6495
EXOC3L	1.9175
ATPBD4	-0.4957
KRBA1	-0.20725
UBXD6	-1.5305
HOXB7	0.442857142857143
C7orf23	-1.1045
UNQ338	0.026
STAB2	0.23525
CDC20B	0.216
IRF9	2.973
CENTG1	1.00958333333333
TNPO2	-0.368
MCPH1	0.647
BMS1P5	-0.37725
SLC26A7	0.5615
HIST1H3J	-0.287
C9orf3	-0.269
LBH	1.519
MYO1D	0.334125
PTDSS2	0.044
NFU1	-0.08925
DEPDC4	-1.76475
WNT7B	1.9084
GLP2R	0.0786
SETD4	0.0528
DYNLT3	-1.4927
FKBP11	-1.239
SESTD1	-0.453
FLII	-0.53
RPS16	-0.7848
CHPF	0.220833333333333
CSNK2A1	-0.1895
SUMO1P1	-1.04575
FKBP6	-1.231
ZNF214	-1.75566666666667
TWIST1	0.357166666666667
DDX56	-0.658
TRAM1L1	0.2362
EPO	-1.27033333333333
MRPS18B	-0.3085
ZNF682	-0.119333333333333
RPL14	-0.2875
MAFF	-0.393
LOC51136	-0.921125
LY96	0.06875
DDX20	6.93889390390723e-18
ABTB1	0.538
ARL5A	0.2788
CCT6A	-1.2915
HEPACAM	-0.7105
EHHADH	-1.523
RBAK	0.515
CGB1	2.0525
ITGB5	0.8303
YIPF3	-0.16525
FKBP2	0.56425
NR1D1	-0.4767
TMEM110	0.0435
NEK2	-0.937333333333333
PRAMEF8	-3.07075
C20orf52	0.015
PCDHGA3	0.027
VWA3B	-0.08925
NDUFA5	-0.88875
THAP9	-0.63975
FLVCR2	-0.0533333333333333
AP1S1	-1.476125
SMAD6	-0.953
SAV1	0.2635
SAT1	0.5575
ZNF251	0.17375
ADAMTS7	0.6999
RPP38	0.184
C1orf211	0.813
YPEL2	-0.11845
RBMS1	-1.013
ZNF445	-0.387
NRXN2	0.520166666666667
PGBD4	-0.078
UGT2B28	-3.2955
WBSCR16	-0.6697
NLRC3	0.521875
ASTL	0.2905
ST6GALNAC1	-2.8645
ZADH2	-0.67975
MLLT4	1.25041666666667
ARL6	-1.15166666666667
MEF2C	1.428
CBFA2T3	0.7885
AFF3	2.747
COG7	-0.150666666666667
MYB	-0.344666666666667
PLXNA3	0.4475
XRCC2	-2.115
MMS19	-0.436375
ST8SIA5	-0.86025
CHPT1	-1.51916666666667
KIAA1712	-0.629625
OR6X1	0.84
ACTR3	-0.18325
UGCG	1.485
OR4P4	-0.2075
ZAP70	-1.9285
LPP	0.049875
ZNF485	0.23975
PTPRCAP	0.24175
IL12RB1	0.52225
ATRX	-0.1183
CHST8	-0.311625
C14orf109	-0.74625
ARV1	-1.6115
NMB	-0.616857142857143
COX5A	-0.415833333333333
EIF6	-0.77075
MPPED2	2.06316666666667
SEMG1	-1.5665
CHRDL1	0.9215
TRAF3IP2	0.441
WNK2	-0.371375
LILRA4	1.47333333333333
LAMA2	3.24725
PXT1	-0.2175
RLBP1	-2.727
CD300C	0.56325
SLTM	-0.0575
FLJ10404	0.8651875
APOBEC3D	-2.13666666666667
RENBP	0.876333333333334
ATXN7L1	0.082375
NID1	-0.361
TUBGCP3	-0.210625
ITIH5	1.1505
CCDC110	1.57175
C8A	-2.90025
MGC87042	-2.9435
HOXC13	-0.27975
TFDP2	-1.258
HCP5	0.956
POLI	0.89425
UCN	-0.291666666666667
ZNF764	0.768333333333333
C8orf45	1.20775
FHL3	-1.20975
SPATA5L1	-0.47975
MMRN2	2.667
NDST1	0.878666666666667
COL20A1	0.0675
ZNF248	-0.6545
PELP1	-0.499
MBL2	-3.05266666666667
RNF41	0.010875
C5orf24	1.4425
THOC5	-1.22425
SERINC3	-0.399
RP11-151A6.2	1.1245
CDCP2	-0.4815
HIST1H2AA	-0.12675
C11orf75	-0.081
FKBP7	-1.39475
DDOST	0.04775
GPNMB	0.440666666666667
TTF2	-0.503333333333333
KCNT1	-0.506666666666667
SLC39A14	-1.63875
NGRN	0.0467
GPR137B	1.96475
MECP2	0.19825
PSMA1	-0.38225
C16orf73	-4.97175
TMEM60	-0.957333333333333
CSN3	0.0885
NOS1	0.514166666666667
RAB7L1	-0.2465
YBX2	-0.5805
KIAA1166	-0.539125
FUBP3	-0.365666666666667
ABCG1	2.083
ACACA	-0.41275
ARL11	1.7408
ATOH1	-2.328
ODF1	-0.0111666666666667
CREB3L3	-1.5405
TMEM127	1.06828571428571
DSCAML1	0.19075
PLN	1.4095
LYPLA1	-0.48125
PRDM9	-1.40775
SASP	-0.875
PLUNC	-0.0405
INTU	-0.5285
HISPPD1	-0.39325
LNPEP	0.271666666666667
YARS2	-0.686833333333333
APCDD1L	-1.258
ZCCHC4	-1.1745
FBXO22	-0.892333333333333
TTLL13	-1.1125
ZNF669	0.636166666666667
PTGDR	1.86025
DDX27	-0.027
KIAA0409	-0.547666666666667
GJB6	0.2845
ASB8	0.92525
PLP2	-0.171
MEPE	0.13175
OR10J5	-0.5455
KRT222P	0.03125
COQ7	0.235333333333333
C1orf101	1.32825
RERG	3.3565
CHMP5	0.333875
THAP11	-0.267375
ZNF43	0.404333333333333
ZRANB3	-0.976
KRT13	0.692875
MRPL19	-0.115125
RBBP9	-1.095
SPATA17	0.4425
BXDC5	-0.434833333333333
PAFAH1B1	-1.22066666666667
MAGEE1	0.902
OSTF1	0.0705
KIAA0323	0.154666666666667
TXNDC13	-0.169666666666667
CNTN4	0.045125
LCE1B	1.0005
UNQ501	1.29625
ZNF154	0.4895
C3orf64	-0.13375
SYT5	0.0396
PON1	-0.847166666666667
FLJ10357	-0.68075
ATP4A	-1.203
GNPDA1	-1.20833333333333
MGAT1	0.664
C14orf121	-0.126
SLC35B2	-0.16225
MIER3	-0.101166666666667
CHEK1	-3.285375
ZNF8	0.182833333333333
TXNDC1	-1.1
CKB	0.3702
RTN3	1.13442857142857
FZD2	-1.087
PART1	-0.591875
PSMB6	-1.179
PCDHB8	-0.4745
PHC3	0.4628
PPP1R8	0.352666666666667
NOVA2	1.39066666666667
TNFRSF11B	-4.0525
GOLPH3	0.9775
UBLCP1	-1.11775
SUHW3	-0.71875
TTLL1	0.2965
OPN4	0.7675
OR13G1	0.5225
ZPBP2	0.501
HSD17B11	-1.703
C9orf50	0.4285
DHDDS	-0.366714285714286
CTSW	1.3397
NEFM	-2.22383333333333
MRPL28	-0.872
SYN1	1.15716666666667
PIGV	-0.480833333333333
ZIM2	-0.32525
APBB1	-0.662833333333333
SND1	-0.114
C1orf123	-0.304666666666667
CHD3	-1.50825
BHLHB8	0.56125
RNASE2	0.018
BCAP31	0.42525
SLC25A44	0.409166666666667
CHD6	0.9014
PIB5PA	1.41884615384615
SELS	0.413625
LOC541471	-0.858125
FAT2	0.0525
ZNF81	0.4755
OR4C16	0.578
FLJ10081	0.2776
LRRC4	0.9495
CS	-0.475166666666667
N4BP2	0.22225
IGFBP7	1.26025
ZNF318	0.469416666666667
NDNL2	1.893625
ZNF609	1.378375
SIRT4	-0.0785
EXOSC10	-0.09125
ECE2	-0.04
OVGP1	1.3
GTPBP3	-0.262
PACS2	0.4853
C19orf36	-0.5375
ARL4C	0.2385
ATG4B	-1.069625
UBQLNL	-0.092
RHOXF2B	-3.4605
PLEKHG2	-1.1515
GALR1	-1.624
AQP4	0.0861666666666667
HDAC7A	0.0166666666666667
DCUN1D3	0.2725
OR8A1	-0.672
CCRN4L	0.80275
CBR4	-0.6965
KIFC1	-1.1295
SLC7A14	-1.477
LHX5	0.132
TRPC7	-0.132
LPXN	-0.117
SERPINA1	-0.20725
RPS13	-0.7289
BPIL3	0.072
PRKAA1	-1.4525
FADS2	1.8622
ENAH	-1.6588125
PRO1768	-0.828
APBA2BP	0.66675
LIPH	0.715
C3orf33	-0.533
RCC2	-0.0403571428571429
ALDH1A2	-3.0625
RNF103	2.26675
AHCY	-0.759875
ALG12	0.4095
CCL17	1.05775
ZNF543	1.08183333333333
ESRRG	0.7384
CNGA1	-0.48325
RDH5	0.511833333333333
OTX1	0.0164
PTGFR	-1.62333333333333
CDR2	1.34225
SELE	4.95075
NLGN2	-1.06
EXOSC9	-0.89975
ZNF566	0.0361666666666667
KLRC2	-4.4525
GPR12	0.8265
KIAA0196	3.288
PDRG1	-0.4085
SSR3	-0.794642857142857
MSI1	0.0515
CST9	0.023
CC2D1A	0.250875
PLAGL1	-0.282611111111111
ZNF778	0.58
RNF2	-0.3895
KLF6	1.07133333333333
THBD	2.251
tcag7.1314	1.39475
NR5A1	0.186333333333333
ABCD2	0.194
DNAJC7	-0.90975
CLEC4C	0.1
TM2D3	-0.209
CCDC4	-1.376
PLAC2	1.372
DCD	-0.4855
FAAH	1.640625
POLA1	-0.284166666666667
TM7SF2	1.326625
FLJ39822	-0.266666666666667
FLOT2	0.02
MAP4K1	-0.330833333333333
SRP68	-0.235125
C21orf74	-0.6945
ARPC5	0.065375
LOC126075	1.84275
HECW2	0.063625
ZDHHC4	-0.7765
ANKRD42	1.5816
PDE9A	-1.02816666666667
ABCA8	0.67175
NDUFS2	-0.85625
UBR5	-0.4335
BTBD16	-2.74175
LOC554174	-0.0155
ZNF20	0.4705
KIAA1843	0.4595
WDR17	-0.4755
C15orf33	-0.5975
RNF113A	-0.44075
CAMKK1	-0.389
CLCN2	0.07975
ANXA6	-0.201
LOC340069	0.338
EMID1	-0.63875
DPM3	0.12175
ELA1	-0.326
SLC25A13	-0.1234
KRT24	0.0285
SMPD1	-0.469666666666667
TH	2.014625
COL6A2	-0.2165
ANKS1B	0.135
GPR126	-0.6348
ZC3H12A	2.14333333333333
TMEM47	-0.482166666666667
C2orf51	0.132166666666667
C1orf88	3.35433333333333
HSF2BP	-0.409
AKAP10	0.06875
RPAP3	-0.7415
KLHDC8B	-0.105875
STOM	1.2059
MUPCDH	0.26175
C10orf72	-0.764875
PLEKHA3	0.109416666666667
TCP11L1	-0.73975
CWF19L1	-0.566875
SPEF1	0.612384615384615
YSK4	0.07875
ELN	0.8869
SAMD8	-0.167666666666667
MPI	-1.27133333333333
MEPCE	0.3111
ABCC3	-1.36075
NANOGP1	-2.142
KCNK17	4.3465
HLA-DMB	4.74833333333333
RRAGA	0.4385
ANGEL1	-0.16275
RBM32B	0.112
CPN1	-2.85675
MGC52282	-0.6153
HLA-A	1.31158333333333
OR9G4	-0.044
EDNRB	-1.336375
SCD	-0.144
C14orf80	0.110333333333333
BAGE2	1.6105
RABL4	0.000666666666666657
RCVRN	0.296
SHANK1	-0.1405
NLRP7	-3.48175
CD226	0.71275
STAT3	0.331
SYNJ2	-0.7606
TPCN2	0.5575
WDR36	-1.34808333333333
MBD4	-0.23275
ROBO1	-1.0839
ST3GAL6	-3.01225
SLAMF8	3.07783333333333
ATN1	1.149
GPR141	0.046
KRT36	0.1435
TPH1	-0.363
DDX52	0.495
ZSCAN29	0.2725
TRPT1	0.28
DPEP3	0.78475
DENND4A	-0.47575
TSPAN16	-0.228
PTCHD2	-0.017
LOC145814	-0.8985
CAP1	-0.227666666666667
EIF5A2	-1.5244
NT5DC3	-1.65575
SEPT9	0.589125
SEZ6L2	0.351875
EGFLAM	2.93825
VPS11	1.00375
NDUFB5	-1.2675
CIDEA	3.9015
IER5L	1.6245
N6AMT1	0.46325
FAM83C	-0.288
OXR1	0.509333333333333
IRX1	0.0525
DGKB	-0.948666666666667
GCN5L2	-1.21975
MIR16	0.167625
FBXW9	-0.6415
WDR4	-2.074
PDC	0.4065
VPS33B	-0.322
HEXB	-0.91175
FLJ32214	1.5685
TCEB3	-0.336
CRLF1	-3.83475
ABI3BP	0.10375
C8orf22	-4.00475
PYCR1	-0.884375
KIAA1706	1.24
CDK5R2	1.12275
WAS	0.682
C12orf60	-2.6125
CCBL2	-0.50125
MADD	0.088
C5orf34	-2.46925
WDR42A	0.5402
KLF12	-0.939625
HSPA1A	-0.12725
ITM2C	-1.67
DAPK2	1.18533333333333
LOC442590	0.202
SUMF2	-0.103125
CENPA	-1.78138461538462
TMED5	-1.330375
CDH6	-0.9698
BRP44	0.15025
THG1L	-1.09125
GABRA2	-1.67475
C14orf166	-0.71275
MYL1	-1.2885
TNFSF18	0.5525
PAP2D	-1.55583333333333
PPIB	0.917
KLHL4	-0.54825
SFN	-0.0593333333333333
CCDC127	0.25525
FRAP1	-0.195
GOLGA5	0.8955
SDCCAG1	0.079
MGC21675	0.6805
C10orf95	0.06825
KIAA1345	-0.433666666666667
C1orf163	-0.853
LACE1	0.1555
OR10K2	-0.043
CENPN	-1.7058
TMED2	0.04075
UGT1A6	-1.041
ANG	-2.03425
U2AF1	-1.2375
CASC2	0.471333333333333
NMT2	-1.02883333333333
OSGEPL1	-0.835125
DFNB31	-0.943
SLC6A20	0.036625
DKC1	-1.02175
FXYD4	-0.83875
WDR64	-0.334
MGC5590	0.252
CREBZF	0.105833333333333
DAZ1	-0.28275
PRPSAP1	-0.13875
GCHFR	-1.166
TTC7A	-0.67375
LOC196993	0.73275
UBD	0.438833333333333
S100A1	-0.74525
RPL6	0.338666666666667
DNAJB6	0.4057
NAGS	0.0744
C2orf58	0.1705
KERA	0.633666666666667
MT1X	-1.4042
UBE2B	0.6328
KEAP1	0.5465
MST1	-1.723
OMA1	0.484
ABLIM2	0.5145
BCL2L13	-0.654083333333333
JAZF1	-0.0538333333333333
TMEM63B	1.294
S100A8	1.7105
ARFIP2	0.74375
UROS	0.03675
KHDRBS2	-1.412
POLQ	-1.480625
SOAT1	-1.63725
SPAG4	-1.4335
MRPS30	-1.277
LOC494141	-1.45075
OR2T11	1.697
ORAOV1	-0.7625
ZNF184	-0.705
TCEB3B	-0.442166666666667
ADAM21	-0.569
GDPD1	-0.6815
SPINLW1	-0.316
PRR14	0.355333333333333
KCTD9	-1.1218
NUDT3	0.6325
KIAA1822	1.2224
HIST1H4K	1.7415
DFNA5	-2.322
GABPA	-0.28475
C14orf44	0.25325
POLB	-1.465
PTAR1	-1.449
SEC31A	1.137
TRIM58	-0.808
TAS2R14	-0.293
VPS8	0.0045
H1F0	0.969333333333333
PRKCB1	-2.56416666666667
UGT2A1	0.499
TOR1B	0.16225
LSS	-0.147916666666667
C2orf19	-0.0355
HNRNPC	0.118714285714286
TMEM100	-1.6775
LOC116349	0.0675
OR51M1	0.383
CCDC142	-0.5555
ISG15	3.651
ZCCHC14	0.451375
CREBL2	0.384625
TGDS	-1.69825
DC2	-0.9455
CACNA2D3	-0.468928571428571
ZNF429	-0.18675
LYPD6	-1.26
SUCLG1	-0.542166666666667
OR51I1	-0.6775
MAGEH1	0.72625
PRPF40A	0.1735
SMR3A	0.9425
SPINK2	-2.26675
THAP2	-1.087625
NPY5R	0.658625
IRF4	-2.358625
SPESP1	-2.26083333333333
OR10S1	0.00800000000000001
DTD1	-1.06275
TUBE1	-1.86825
DDX19A	-0.9225
PDPN	-1.931
TMEM34	0.1095
MGAM	-0.57875
COL3A1	5.19905555555556
GFM2	-0.6839
OR5A2	0.58
PSG9	0.4295
ARHGEF11	0.130166666666667
IVNS1ABP	-0.798
SIGIRR	2.23
DUSP19	-1.5095
DNAJC14	0.15
ACSS1	0.848
IL1RAPL2	0.15
C4orf30	-0.616
SEPT4	1.84225
LANCL3	-2.47775
SPAG17	-0.332
PRDX3	-0.792
HNF1A	-1.032375
P4HA2	-1.00475
RFWD3	-0.641
MOV10	0.67425
DNAJA5	0.2605
LOC729440	-0.08875
LOC200383	-0.165
SMC2	-2.643
MIXL1	-1.216
TMEM9	0.21425
FAM86A	1.1625
ZNF174	0.1855
MYH14	-0.31225
CCR8	0.881
VPS37C	1.251
GPATCH1	0.586166666666667
B3GNT8	2.4045
TBX4	-1.04125
CNR2	0.260333333333333
PCDH1	0.318
C5orf29	3.681
OCIAD2	0.7315
PLCG2	0.88525
KIAA0247	1.6035
HRH3	0.2117
CAPN13	2.970875
CCR1	0.4109
MGC15523	0.368055555555556
UVRAG	-0.208333333333333
DNAJA2	0.184666666666667
ITGA2B	-0.695166666666667
CLDN5	3.59875
PTPRN2	-1.29707142857143
ZNF512	-0.779333333333333
PSAP	0.328142857142857
CCDC140	-0.759
LRRC55	0.0715
CYP26C1	-0.1755
C8orf47	-0.62575
LYN	0.72625
DUSP6	-0.671833333333333
TGFB3	2.44526666666667
ELK1	-0.6365
PCDH11Y	-0.8955
HGD	1.87125
C17orf58	0.514
MYO3A	0.21
SERPINE2	-4.685
AARSD1	-0.759
C14orf73	-1.04825
ADAM33	0.0055
ZNF491	0.3395
MAPK6	-1.60133333333333
TCN1	-0.957833333333333
SLC24A6	0.7885
UBE2R2	0.18825
H1FNT	0.93075
TATDN2	0.5705
LILRB1	2.33425
P2RY5	0.6985
NUCB2	2.2645
C2orf37	0.714
SNX27	1.18116666666667
MTA3	0.26
FOXO4	0.00349999999999999
ID4	-0.171833333333333
SOX5	-2.35766666666667
PXMP3	0.12875
OR52M1	1.01
SFT2D3	-0.23775
INA	-2.70216666666667
MCOLN1	1.12525
NFIX	-0.1099
CLEC14A	5.29066666666667
HIBCH	-0.28
PLA2G5	0.97075
TIMM10	-0.802166666666667
MED17	-0.2706
COL4A4	-1.2715
TPP1	-0.0781666666666667
GJA3	-1.642
TMPRSS5	-0.67975
AADACL3	0.2575
DNMBP	-0.348
ENPP5	2.815
NQO1	-0.8833
ZSCAN2	0.100625
SEC24C	-0.363666666666667
GTF2A1L	-0.8495
AXIN2	-2.0577
FAM33A	-1.095
C16orf13	-0.151125
SPNS2	1.547
TAF1	-0.3035
AP1G2	0.976833333333333
RBM42	0.415833333333333
HCN2	1.057
EFHB	1.6435
RUSC1	0.379
GRIK5	0.077
USP21	-0.145166666666667
ATAD3C	1.29825
ORMDL2	0.787375
PRSS7	-3.0335
PSAT1	-5.502
FLJ13195	-1.26983333333333
TBC1D1	-0.0715
IFNG	1.94525
OTOS	0.198333333333333
ZNF773	0.558333333333333
EMD	-1.2325
RETN	-0.29725
CCL8	5.1045
APH1A	-0.755
COX18	-0.197125
GTF2IRD2	0.3355
CCDC82	-2.12463636363636
PAFAH2	0.2732
NPEPL1	2.2236
RP11-114G1.1	0.4035
TP53INP1	1.604625
ZNF300	-2.56283333333333
FOXL2	-3.23575
LARP2	0.698166666666667
LATS1	0.1105
HTR6	-0.8315
SPOCK2	1.551
RNF144B	1.639
HTATIP2	-0.580375
MGC10334	0.97325
CENTA2	3.21766666666667
FGF2	-1.85575
FXYD7	0.32875
PHYHIPL	-1.806375
GPR34	4
DDX6	0.565666666666667
OR10W1	0.023
LHFPL1	-0.9295
ZNF313	2.48171428571429
VPS28	0.81525
AP3M1	-0.7698
AKR1CL2	-1.38125
TRAF4	0.497625
OR2B11	0.3975
C19orf12	0.0461666666666667
AKAP9	-0.00499999999999999
C1orf62	0.01975
SLC20A1	-0.8273
FAM112A	0.3185
LDB2	0.953
MRPS23	-1.085
KLK5	-0.149625
SPTB	-0.572
EFEMP2	-0.0345
EFNB2	0.293625
PCM1	-0.622714285714286
NMNAT3	0.601875
TSG101	0.420166666666667
C8orf40	-1.34316666666667
NOB1	-1.4885
ABHD3	-0.47475
GTF3C4	-0.38075
PIGN	0.7665
GALNTL1	-0.478
AEBP1	1.31475
OR9Q1	0.478
ANKRD2	0.1405
CCL28	4.286
TRIM38	0.613333333333333
TMCC1	0.2235
SMG5	-0.016
LRRC7	-0.758
NCAPD2	-1.4655
C6orf153	0.1445
C1orf74	-0.532
OTUD6A	0.551
DCP2	-0.718833333333333
TMEM24	1.13675
RPL18	-0.729333333333333
TMEM177	0.66375
LRRC37A3	1.335
C1D	-1.20233333333333
LDHC	-1.97675
UBE4B	0.2735
NIT1	0.2365
BTN3A3	0.162125
RASD1	2.510125
COMMD3	-0.13625
SHFM1	0.11925
BIRC8	0.6375
DUT	-0.57175
C12orf51	2.206
LRRC59	0.0513333333333333
LY6H	0.35825
WDR22	0.79275
EDEM1	0.204857142857143
ADH1A	3.7275
PANX2	0.0425
CYP11B1	0.77275
CDC73	-0.524
GPR172A	0.3565
GSTM3	2.47415384615385
KCNA5	-0.194375
SERAC1	-0.144666666666667
NFATC2	0.298
ANAPC5	-0.3368
C15orf24	0.12375
NFATC2IP	-0.600083333333333
TNRC6C	0.935666666666667
MGC102966	-1.455125
FGD5	0.951333333333333
MED9	-0.48975
RAB13	0.3455
C15orf49	0.1555
CRYGS	0.167
C12orf53	-1.1194
LOC283693	-0.235
COX6B2	-0.589125
PHF14	-0.308375
FAM3A	-0.847875
RPL13	-0.2587
PRDX2	0.1936
FLJ34047	-1.27075
PRMT3	-1.30475
KCTD19	-1.9615
TRIM10	-0.367166666666667
MGC26597	0.668666666666667
GCNT4	0.0725
GPRASP1	0.2105
CDKN1C	-0.0795
RHBDL2	0.4984
HSPH1	-0.56425
AQP1	3.38925
COL17A1	0.1355
GFAP	0.376428571428571
CDC16	-0.17825
KIAA1614	-0.227
C6orf118	-0.184666666666667
ZSWIM5	-1.539
FAM83F	2.58275
LYNX1	0.81775
SYNPR	-0.58
XG	3.051
PRSS16	-0.658625
KIF13B	0.564357142857143
PCDH9	-1.764
HIST1H2AH	1.68583333333333
RBM18	-0.44875
ZNF626	0.6215
HEXIM2	0.7925
ITFG1	-0.2745
TUBG2	-1.0645
SFRS7	-0.52625
C9orf14	0.8975
EXTL1	0.48175
GBP3	1.7115
WDR5	-1.15275
RARG	0.0715
MYO7A	-0.355
CECR6	0.282
C13orf3	-0.88725
SFRS18	0.465125
ACVR1B	0.6855
PSMD1	-0.9028
C7orf31	-0.674
ILVBL	-0.2735
IFNGR1	0.99
RNF186	1.169
NOL9	0.051
MAGEL2	-0.311
SLC29A2	-0.4795
NHSL1	0.00549999999999999
RBMX	-0.928
PSORS1C2	0.718375
RAD51L3	-0.6755
LCN6	1.159
ORAI2	-0.723125
BRUNOL6	0.3422
OR4K5	0.034
CDC123	-1.11125
MSLN	-2.3535
WWTR1	-0.772666666666667
ZNF700	-0.226833333333333
COBL	0.83025
PPP1R16B	0.2225
GAS7	-0.2076
MDN1	-0.9255
HAAO	0.471
C9orf68	0.22275
TNFAIP2	0.826375
FOXN1	-0.7245
hCG_2033311	0.4035
ATP6V0D2	0.423
RPL41	-0.054125
SLC38A1	1.401875
ARHGAP6	-1.28258333333333
ADAD2	0.00974999999999999
PHF20L1	2.75275
MCM3AP	1.135
ST3GAL3	-1.02666666666667
SNX1	0.197666666666667
ELF5	3.662
PARP3	0.012125
RBM8A	-0.1009375
LINGO4	0.3215
ITGA9	0.648166666666667
ZFR	0.15975
ACSL6	-0.188875
FLJ20699	-0.0393
DAOA	0.90725
FABP4	6.16925
KCNB1	-0.2875
CANX	0.5443
SLC25A28	0.540333333333333
ADIPOR2	-0.145875
ECHDC2	1.65
SMA4	0.76575
FRZB	1.958125
PABPC1	1.9525
DMRTB1	-0.0328750000000001
APOBEC3G	0.25275
CATSPER2	-0.177833333333333
CUEDC1	1.27866666666667
STARD9	-0.813
CLDN8	1.637625
LOC23117	0.180863636363636
E2F6	-1.04833333333333
TMEM126B	-1.148
DPY19L4	0.62425
GIMAP5	3.40766666666667
NDUFA9	-1.0805
FAM77C	0.2945
CTPS2	0.64875
LOC51035	-0.072875
WDSOF1	0.76825
EGLN3	-2.307625
PITX3	1.1525
OR52E8	0.776
GRM4	-0.167
KLK1	-2.269
GPM6B	-1.961
RRAGD	0.473666666666667
PAGE5	-3.082
UCHL5	-1.41383333333333
ULK3	0.461833333333333
AIM2	1.765
PNO1	-1.2202
OR2F2	0.0745
GNAT2	-0.7755
SIX1	2.52725
ST13	-1.27491666666667
ZBTB44	0.534625
TIMP2	0.7355
ZMAT4	-4.0375
GTF2IRD1	-0.365666666666667
ZNF19	0.378
ZNF714	-0.50175
RSC1A1	0.54075
C9orf80	-0.12525
PSMA8	0.114833333333333
TMEM141	0.73375
COX4I1	-0.0507142857142857
CTAGE1	-0.294333333333333
DTWD1	-1.6935
HSD11B1	0.77575
KRT6B	0.619125
ARID4B	1.17925
LHFPL3	-0.01575
WWP2	0.439583333333333
ZNF326	-0.1315
RGPD1	-0.6665
CTSH	1.968
FASTKD1	-1.499125
PAF1	0.554
TTC9C	-0.33575
IFT57	0.00909999999999999
PRSS36	0.7675
IL20RB	-0.8925
ZNF592	-0.0705
DCTD	-0.565
CFP	1.19975
MFNG	-0.14325
JMJD2B	1.16425
ALDH3B1	-0.068875
THSD4	2.329
KCNJ5	1.64583333333333
LMNA	0.296666666666667
TBCD	0.44175
ZNF250	-0.177
CASQ2	1.20666666666667
PEG10	-3.72758333333333
PRAME	-5.09593333333333
NP	0.02325
TRIM59	-0.297833333333333
ZNF12	0.290875
XTP3TPA	-1.43575
SIGLEC7	0.5274
PANK4	0.14675
FAM70A	-2.264
SNED1	0.83875
HIP1	0.9245
RAET1E	0.856666666666667
AMAC1L2	-0.5895
AHNAK2	-0.877333333333333
TOE1	-1.155
RECQL4	-1.1335
SPRYD3	1.07775
DPAGT1	-0.092
MAGED2	0.9193
ANKRD55	-0.3965
TRPS1	3.55541666666667
DOK7	1.04825
TFPI2	-0.42325
GTF2H3	-0.996666666666667
CYP4F11	1.308
LHX2	-2.925
ATG16L1	0.224333333333333
ASB12	0.2685
C1orf116	-0.2845
NF2	-0.92535
POM121	-0.6299
PHYHD1	1.9588
TXNDC17	-0.618833333333333
DKFZp779O175	0.3945
NUP62	-0.0784285714285714
MYO18B	-1.27216666666667
PRAMEF1	0.052
TCBA1	0.221875
TMEM168	0.36825
FJX1	0.5515
CLCF1	-1.485
SEPN1	0.2805
IGSF2	0.509
NUDCD1	0.696166666666667
TFF3	3.1575
NDFIP1	0.154428571428571
CHCHD4	-0.533
TNR	0.365
CUTA	0.1445
USP44	-3.37125
DPP10	0.0176666666666667
IWS1	0.0498333333333333
PCGF1	-0.0995
SULT1C4	-0.6975
NTF5	0.28125
PTPN13	-0.9495
SSTR5	-0.838
SFRP1	-1.477875
IDH3B	-1.314375
SUOX	0.722666666666667
TMCO5	0.11625
GOLT1B	-1.2415
MIB1	-0.0685714285714286
PCDHGB1	0.3755
SUSD1	-0.27625
ICAM5	-2.17516666666667
PAPOLB	-0.595
URM1	-0.8685
TMEM106B	-0.270166666666667
LRIG2	-0.194
SLC27A5	-1.46525
CLIC6	4.2652
ZNF420	-0.225166666666667
SCN9A	-1.87266666666667
KIAA1909	-1.1425
ELMOD1	-2.105
PRKAG1	-0.54725
FAM64A	-2.43866666666667
EEF1G	-0.93705
SMAD5	1.01975
INCENP	-1.2725
WASF2	-1.423
GARS	-1.7341
CDK10	-0.8581
HLX	0.320666666666667
MDM4	1.64825
ZNRF1	-0.522357142857143
HHATL	-1.6155
FAM21C	1.1957
HIST2H3C	-0.431
PFDN2	0.436125
ZNF200	-0.8555
NDN	-1.41775
HBA2	-2.3295
FBLN5	1.366625
PUM1	0.205714285714286
TNNT1	-3.15783333333333
C19orf59	-0.868666666666667
HNRPH2	0.241
RAB7A	0.322166666666667
PMS2	-0.496
BIRC3	-0.9935
NRSN2	0.91175
OR52K2	0.107
SPOCK1	-0.596357142857143
H2AFY	1.0275
RXRB	-0.97325
ZNF638	-0.2505
ANKRD45	-0.45975
ACTN4	0.344166666666667
FXC1	0.211
EIF2B5	-0.69425
VPS33A	0.000999999999999997
PINK1	0.8875
FAM106A	0.216
SKIP	0.5488125
GAPDHS	0.00449999999999999
MUM1L1	-0.902
PSTPIP1	1.556
CNTNAP1	-1.3475
CYP26A1	-2.8705
APOL2	-0.1881
TACC2	0.701375
COX7A2L	-0.670071428571429
HSD17B1	2.9
ARRB2	0.2135
SLC7A6	-0.0134
HSD17B10	-0.46275
RBJ	-0.08125
NUP155	-2.091
MRPL10	-0.954666666666667
CYCS	-1.33983333333333
CCDC46	-0.864833333333333
TECTA	0.536
GNAL	-0.96425
LPO	-0.028
PEBP4	0.00349999999999999
DDX11	-1.5565
C18orf12	0.9255
