Hybridization REF	TCGA-BH-A0HU-01A-11R-A034-07
TEKT2	3.009
CDKN2B	0.337666666666667
ZNF480	-0.26325
MAP3K6	-0.3271
MAP6	1.02666666666667
HN1	1.1811
OR2L13	0.132666666666667
SLC16A11	0.46975
FAM96A	-1.05625
APOL1	-0.41
C5orf32	0.997
RTP1	0.2802
RNF175	-0.944125
ZBTB41	1.1435
AHCTF1	0.3191
SAE2	-0.789
ITGA2	0.0133333333333333
MME	-1.76966666666667
CCDC14	-1.01225
MAST4	0.453928571428571
KRT33B	-0.918
KCTD2	0.0606666666666666
WDR26	0.463833333333333
MFI2	0.774375
NR4A3	-1.799125
ARSA	1.08525
UNKL	-0.286166666666667
SULT6B1	0.4085
CCNA2	-1.1355
SOX15	0.7175
PPAPDC1B	-1.477
C19orf44	1.602
MCAT	0.211666666666667
ARID1B	1.234375
OR52N1	-0.6535
C12orf48	-1.802
MAGI1	0.261375
NIPA2	-0.3985
GBX2	-2.43375
RSHL3	-2.66425
RAVER1	0.314666666666667
C15orf17	-0.8935
SLC30A2	1.541875
ZNF518	0.5065
PCYT1B	-0.849333333333333
C10orf114	-1.78275
EIF3H	0.639166666666667
SLC25A39	-0.462
KIF1B	-0.830625
AMOTL2	-0.619
C6orf120	0.4075
PSRC1	-0.551
PLA2G10	2.33925
KIF5C	-0.745714285714286
MRPL37	0.8675
C17orf62	0.8495
C9orf135	-0.5295
DUSP10	1.6541
CLCNKB	0.359
PSMA5	-0.525
C8orf53	1.0315
AMPD3	0.565333333333333
PIAS1	-1.08975
ADCYAP1R1	-0.0695
GYLTL1B	2.0095
CDH20	0.61125
FBXO7	-0.3345
TMEM134	0.384833333333333
FLJ14213	-0.728
ZNF3	-0.5525
LRRFIP1	-0.250041666666667
CNOT2	0.586
ABI3	1.87825
ALDH5A1	-0.804083333333333
HNT	2.4941
SERPINA4	-1.59125
TK2	0.703416666666667
STMN1	-0.822555555555556
GUCA2A	0.423
GALNT10	1.09992857142857
DPP6	-1.19755555555556
C9orf93	0.23825
PRELID2	-0.5725
STK39	1.217625
SFTPA1	-0.90175
CKS2	0.0927777777777778
RHO	0.442125
C20orf135	-0.23775
XKR3	-2.5125
CR1	-0.3545
RPS6KA2	0.459785714285714
C20orf112	0.8655
MRPL22	0.545
C4orf23	0.652666666666667
GADD45B	0.232
KLHDC1	-0.558166666666667
C2orf48	-1.5685
ZNF287	0.849
DAAM2	-2.07525
DPPA2	-3.43
TCTN3	0.480833333333333
DNAJB11	1.300375
FPR1	2.4335
DEFB4	0.648
PTCD2	-0.287
SMOC2	4.63233333333333
CABP7	0.56375
SERPINB11	-0.16775
MAGEF1	0.4075
NDE1	0.497
ITGA10	-0.313
FSHB	-1.742
ANXA2	0.696625
HORMAD2	-2.54766666666667
HLCS	0.15025
MCF2L	1.49616666666667
FH	-0.073
TBC1D24	1.16825
KIAA1505	1.4195
LGALS2	-2.8105
CNBD1	-1.38
SYNPO2L	-1.64325
PTPN23	-0.0812857142857143
C1orf183	-0.318833333333333
MAGEA8	-1.0805
DGCR8	-0.943
GSR	-2.74475
PAQR7	-0.10775
ZNF676	0.897
CACNA1C	-0.7402
SP7	1.0505
PDCD6	0.1455
NRN1L	-1.627
BRI3BP	0.388545454545455
KIAA1183	0.70875
ASB4	0.66125
CCL23	0.4784
OBSL1	-2.76175
SLC12A7	0.0911666666666667
KIAA0240	2.136
CD1B	-3.551
FCGR2A	0.320375
MDC1	-0.8425
HTR1A	0.8688
OCEL1	0.73325
ATP11B	0.14175
FBXO34	0.5485
PCDH12	3.594
RPE	-0.967
C17orf74	1.0855
CSDC2	0.904333333333333
PET112L	0.148
TMBIM1	-0.957125
P2RXL1	0.69025
TCHP	-0.46025
TRMT1	-0.676666666666667
F2RL2	-0.775583333333333
LRRC32	2.46966666666667
IMPG2	0.106
BGLAP	0.067
LOC493869	-0.46175
MRAS	1.565875
SLC35F5	0.243
CBWD1	0.012
AXL	-2.645125
ATP2C2	1.17175
TELO2	-0.13025
PNPLA3	-1.4275
PCDHB14	1.3405
CD276	-0.40175
KRT80	-1.19042857142857
DUSP28	-0.9105
CSNK1E	-0.812333333333333
SRP14	0.0735
KCNQ4	1.038
KRT72	0.718833333333333
CCDC117	0.103625
C6orf89	0.2995
TUBB2B	-1.908
RTN4IP1	-0.76725
CR1L	-3.338
CEND1	0.1615
C12orf41	-0.595166666666667
RNF31	0.88325
UBN1	0.619
C17orf32	0.9975
SLC5A7	0.742666666666667
GPR92	-0.690333333333333
ESAM	2.0518
CTNNA1	0.572083333333333
HRBL	0.4396
CBX4	-0.89425
TMEM182	-0.5325
SH3TC2	-2.30566666666667
IL10	0.526
PXMP4	2.141
RNF167	-0.0171
PAK7	0.534333333333333
ETV3	-0.5825
ATPIF1	-1.557
LOC554207	-2.33016666666667
OR8H1	0.2745
WDFY3	0.664875
DPM1	-0.67425
GPSM1	-0.524
WDR92	-0.2607
LRP1	0.149
ANKH	-1.852875
THUMPD3	-1.3945
POLR1B	-0.2515
OLFM4	2.3722
RAD9B	0.307
TSPY2	-4.692
PAX6	-4.106
SCG2	-3.319875
SLC17A6	2.292
FMO3	4.627
PADI4	-0.449857142857143
TUBB4	-0.8256
NLK	0.72525
POU4F3	-0.339
SDF4	-0.48975
ITGBL1	1.96783333333333
NETO1	-2.40125
TAP2	0.02475
ABBA-1	-0.735
GNAI1	-1.1775
VPS4B	-0.174
NOPE	-0.9265
GALNT6	3.65416666666667
SESN1	0.2045
GBE1	-1.964
CLASP1	0.744
RASGEF1B	-0.19575
ACOT11	0.153857142857143
AFAP1	0.50225
OR2H2	0.399
DPY19L2P1	-1.2765
DZIP1	-2.12925
SEC22C	-0.12425
GPR161	0.823666666666667
RNF146	0.85375
WDR74	-0.4845
GALP	0.337
PURA	0.332
DNPEP	0.95425
RP11-78J21.1	-0.90325
ERBB2	2.302125
FANCM	-0.297166666666667
NEO1	0.6045
DDX3Y	-4.8268
RPS3A	-0.0565
MXRA7	-0.767214285714286
LGALS3	-0.710333333333333
GLT8D1	0.0735
CFL2	-2.11916666666667
UPB1	-0.1735
NAP1L5	-0.286
CLDN14	-0.746
DHX38	-1.21125
BTBD1	-1.06225
TARS2	0.688333333333333
ABCF1	-0.0161
FCF1	-0.0765
LRRC49	-0.69275
GUCY1B2	1.827
C1orf177	0.427166666666667
SMARCA4	-0.605571428571429
LRP8	-0.432166666666667
TAGLN3	-1.509
MRPL14	0.054
TTRAP	-0.225
ZDHHC20	1.29325
NFE2L3	-2.55625
KIAA1377	0.883625
PALMD	0.3945
TMEM43	-0.3405
TTL	-0.79475
STAT5B	-0.65
SSB	-0.98525
OR10H5	0.2145
SLC22A13	-1.44475
AKAP3	-1.97366666666667
TIMM23	0.848
OAS2	1.58981818181818
KIAA0423	-0.29125
TRIM11	2.01983333333333
GLIS3	1.35425
TMEM50B	-0.733
ARHGEF4	-1.328
DEGS1	1.29245454545455
TBL1XR1	0.565866666666667
G6PD	-2.167
SP140	1.498
MUC17	0.113076923076923
NUDC	-0.9409
DNAJC5B	2.21016666666667
SCARA3	-1.57016666666667
CPA3	4.77833333333333
BCAT2	-0.06975
MFN1	0.4332
NRG3	-0.9235
SNX11	0.9635
PLEKHH1	-0.612
GPR177	0.470333333333333
HCFC2	1.257
TCAP	-0.2105
MOCOS	-4.0005
C14orf93	0.46225
PRDM10	-0.599
SLC16A4	-0.579583333333333
SRGAP1	-0.609166666666667
VIP	-0.3105
DUSP27	-0.268666666666667
LILRA1	-0.2303
MC2R	1.342
MGC24103	-2.31775
MBTD1	-2.3065
FUT11	0.0655
USP33	1.0066
C15orf39	-1.65725
MAP3K12	-0.776125
PAAF1	-1.43816666666667
BARHL1	0.9205
FLJ16165	0.44
PIWIL2	-3.5065
SYNE1	0.0490833333333333
CMTM4	0.0525
TSPYL1	0.51
GUF1	-0.908
TMEM157	1.871
WDR44	-0.688
HIST1H3C	-0.515
DKFZp666G057	-1.553
RNPEP	-0.6235
GAS2L2	-1.7796
ADH4	-5.0855
GRPR	1.812
FBXL17	0.486
ZBTB10	-1.0526
Gcom1	0.130166666666667
HTRA1	0.7317
ZNF585A	0.252166666666667
SLC26A2	0.215307692307692
OTOP3	0.475666666666667
WISP1	2.05111111111111
ATP2B4	-0.279666666666667
FLJ10769	0.71675
CRAMP1L	0.416
CHST12	0.28925
RAB22A	0.608
TARDBP	-0.166857142857143
STAU1	-0.21225
CRB3	2.03716666666667
MIG7	-1.3085
CHMP1A	-0.145166666666667
ZNF160	-0.12525
B3GALT6	0.305125
BARX1	-2.32583333333333
C6orf167	-0.4045
NXNL1	-0.5715
DHX29	0.9485
HADHB	-0.70125
PLXNB2	-0.055625
ILDR1	-1.44975
SLC15A3	2.48425
GAS2	-3.99783333333333
C20orf69	-0.046
NUMB	0.28975
TNIP1	-0.471375
MESP1	0.438833333333333
PSKH1	0.22925
NSFL1C	-0.46925
RHOG	0.2185
HEY1	-2.5865
KNG1	-2.904125
ITGAX	0.9193
LIN9	-0.0558333333333333
CANT1	0.963
XRN1	-0.0256428571428572
CCDC96	1.5443
HEATR6	-1.03533333333333
GNG7	-1.16658333333333
RUNX2	0.83625
SOX1	1.46525
FCRL5	-0.4281
ZNF99	0.7235
FAM9A	null
SNX22	0.7075
MBNL3	-2.0085
ODC1	-3.7762
ADORA2B	-3.202
NR2F6	0.57525
ZFYVE16	-0.320388888888889
SYNJ2BP	-0.0142
POLE	-0.946
E2F2	-0.55125
THRA	0.163833333333333
PTGES2	-0.880833333333333
HIP1R	0.943166666666667
TMUB1	-0.133666666666667
ENO3	-2.13425
RSPH10B	-2.217
CXorf39	0.81675
IRGC	0.05025
GPR109B	-0.03325
FLJ13305	-0.4095
LCE3A	-0.0865
TNFRSF18	-1.71166666666667
DET1	-1.1615
TRPM3	-0.0755833333333334
C16orf79	-1.2325
FECH	-1.4995
RAP2A	0.0421666666666667
CRIP1	3.2415
AZIN1	0.135625
SLC7A7	3.196
IL10RA	0.1739
TMEM64	-4.275
CDC42EP4	0.889
C16orf58	-0.211
ARG2	-1.492
POU5F1P4	-4.94475
FAM62B	-0.167
DNAH8	-1.00522222222222
ASH2L	-0.788
TSLP	-4.46833333333333
CNTNAP5	-0.602333333333333
TMEM16C	4.58975
IFNA14	1.1955
SLC1A3	-0.133
CABYR	2.748
BCL7B	-0.0648
NUDT13	-2.76833333333333
C13orf28	0.437666666666667
C1orf53	0.7355
ARL6IP4	0.4461
RPL35A	0.1085
EMR3	1.313
RAB40C	0.840333333333333
SLC41A1	0.261833333333333
LRCH1	-0.2325
LY6G5B	-0.4195
FAM124A	-0.0712142857142858
MGC10981	-3.901
CLIP3	-0.3164
MAP4K2	1.14933333333333
CHIC1	-0.9205
SULF1	2.99933333333333
C20orf30	-0.487928571428571
PRDM5	-1.02525
ELOVL1	1.1165
C11orf48	-0.45325
SLC39A10	-0.72025
KCNV1	0.588
ACP1	-0.8245
ZMYM2	-0.12325
B3GNT6	-1.5375
C9orf69	0.11675
C2orf15	1.68725
C20orf166	-0.2415
HSP90AA6P	-0.666
EDG7	-0.42
NEURL	0.736375
LPL	0.919
CLEC2D	-0.878615384615385
GRRP1	2.0775
CD8B	-3.395
HIST1H3D	-0.7805
SLC6A12	-0.096375
FAM27L	0.088
CD84	0.9459
RASA1	-1.215
PHKG1	-0.3625
MAGEA11	-2.8855
IMPA1	-2.477
NPM3	-0.6635
RARRES1	2.8495
SH3BP1	-0.211
B3GNTL1	-0.475
ARPC5L	0.406
KLHL26	-0.039
SIM2	-2.03414285714286
GJC1	1.0755
C20orf194	-0.23925
EXO1	-1.81175
SLC2A2	-2.013
LOC285074	0.22975
LRG1	2.77475
KIRREL	-0.712
PIK3R1	0.816857142857143
C4orf34	-0.10075
MAF	-1.85605555555556
ADCY4	3.37933333333333
ZMIZ2	0.8974
SLC46A3	0.268833333333333
STAMBP	-0.4615
CCDC16	0.56325
MS4A12	0.5835
TCF20	0.3505
LRRC46	1.99925
C20orf152	-0.35825
MRPS6	-1.063875
ABCB11	-1.608
KCNC2	5.69225
CDH19	-3.3965
C9orf123	-0.641666666666667
SSH3	1.056625
LDLRAD1	-2.04725
CCBE1	-0.80125
ZNF135	2.02025
TAAR1	-1.042
WFDC12	0.5085
CCDC42	-0.5105
FLJ12529	0.415
PER1	-1.16516666666667
TIMM50	0.11
SMARCAD1	-0.7295
FAM26C	0.665
TP53TG3	-2.1605
SH3RF1	1.3363
LMCD1	1.00425
GPR63	-0.381
FLJ21986	-2.588875
AIFM3	0.08925
MICAL1	-0.903666666666667
BLZF1	0.469166666666667
IQCA	3.21083333333333
PCDHGC3	-1.5195
SAC	0.302
BCL6B	1.784
DDO	0.08375
MARCO	4.10575
DCHS1	1.48933333333333
C1orf170	-1.3305
CD200R1	0.6762
C22orf15	0.27
SEPT11	0.0303333333333333
ADNP	-0.513
UST	-1.3578
C13orf34	-0.856666666666667
RFFL	1.35392857142857
APBA3	-0.419
C2orf60	-0.581875
CUTL1	-0.0962
PMS1	-0.9825
ZNF689	-0.4605
EIF3E	-2.22266666666667
IL9	-0.448666666666667
RPL31	0.76525
LY9	-1.0775
ATP2B3	0.58125
KDELR2	0.486833333333333
TFCP2	0.38425
NLRP12	-0.1855
FLJ45422	0.49675
TLE4	-1.8261
ZNF570	0.03
FLJ43806	-0.9375
TLK2	0.0065
CIR	0.42675
MARS2	-0.072
COL24A1	-0.00474999999999998
SDF2L1	-0.1305
HIBADH	-0.344833333333333
IGFBP3	-2.92438461538462
C12orf23	0.868375
PSPC1	0.38875
C20orf43	-0.25275
TRAV20	1.1055
ARHGAP24	-0.674375
KIAA1975	-0.685375
C1QA	3.4053
DNTT	-4.2495
C10orf6	0.134
C11orf41	-0.739625
HNRPF	1.04175
COL11A1	6.38783333333333
UBAP2	0.215333333333333
CDKN2AIPNL	-1.171
C20orf174	1.195
SPRED2	-1.4335
PLA2G12A	-0.0818333333333333
ICEBERG	-3.3372
SCN10A	-1.408
C11orf65	-1.302
GBP5	4.60425
PITPNC1	-2.36783333333333
POU3F3	0.7675
NCOA7	0.597375
LIN7C	-0.1461
LOC348840	-5.119
NKX2-2	-4.377
ANKRD13D	0.091125
LOC123688	-1.80025
FUT2	2.30683333333333
TAAR8	0.6765
FZD4	-0.6535
PNMA3	-0.990666666666667
OR4L1	0.593
WIT1	-2.4665
EXOC3L	1.503
ATPBD4	0.0854
KRBA1	-0.34575
UBXD6	-1.989
HOXB7	0.163214285714286
C7orf23	-1.157
UNQ338	4.0015
STAB2	1.008
CDC20B	0.6145
IRF9	1.89225
CENTG1	0.253833333333333
TNPO2	-0.50675
MCPH1	-0.90375
BMS1P5	-1.47075
SLC26A7	0.187333333333333
HIST1H3J	1.97775
C9orf3	0.0823
LBH	1.126875
MYO1D	1.061625
PTDSS2	0.54125
NFU1	0.10925
DEPDC4	0.321
WNT7B	-0.289444444444444
GLP2R	-1.1796
SETD4	-0.5622
DYNLT3	-0.585
FKBP11	-2.23333333333333
SESTD1	0.642166666666667
FLII	-1.31425
RPS16	0.3174
CHPF	-0.862
CSNK2A1	-0.145166666666667
SUMO1P1	0.184
FKBP6	-0.3055
ZNF214	0.000166666666666681
TWIST1	-0.885333333333333
DDX56	-1.06766666666667
TRAM1L1	1.6064
EPO	-2.3476
MRPS18B	0.54175
ZNF682	0.435666666666667
RPL14	-0.554666666666667
MAFF	-0.7875
LOC51136	-1.623125
LY96	-0.814
DDX20	0.14725
ABTB1	1.13566666666667
ARL5A	-0.408
CCT6A	-0.48325
HEPACAM	-1.282
EHHADH	-0.159333333333333
RBAK	-1.19216666666667
CGB1	-0.1495
ITGB5	0.2738
YIPF3	-0.136
FKBP2	-0.5495
NR1D1	-0.5988
TMEM110	0.0275
NEK2	0.4385
PRAMEF8	-3.10425
C20orf52	-0.326166666666667
PCDHGA3	2.0295
VWA3B	-1.316
NDUFA5	-0.45975
THAP9	0.44725
FLVCR2	-1.4685
AP1S1	-1.118625
SMAD6	-1.2365
SAV1	1.372875
SAT1	-0.36175
ZNF251	0.471
ADAMTS7	-0.4306
RPP38	0.79275
C1orf211	-1.268
YPEL2	1.36565
RBMS1	-0.77125
ZNF445	-0.0351666666666667
NRXN2	0.377166666666667
PGBD4	-1.08671428571429
UGT2B28	-1.06175
WBSCR16	-0.5162
NLRC3	0.29275
ASTL	0.6025
ST6GALNAC1	-3.06975
ZADH2	0.0938749999999999
MLLT4	0.751333333333333
ARL6	1.04283333333333
MEF2C	-0.876
CBFA2T3	-1.736
AFF3	1.18557142857143
COG7	0.455166666666667
MYB	0.761333333333333
PLXNA3	0.459
XRCC2	-1.09483333333333
MMS19	-0.19975
ST8SIA5	-1.409125
CHPT1	0.0616666666666666
KIAA1712	-0.95325
OR6X1	0.6435
ACTR3	-0.42375
UGCG	1.9645
OR4P4	2.3385
ZAP70	-2.867
LPP	1.731625
ZNF485	-0.14525
PTPRCAP	0.06925
IL12RB1	0.122
ATRX	-0.3347
CHST8	3.23525
C14orf109	-0.3625
ARV1	0.6
NMB	-1.49742857142857
COX5A	-1.41266666666667
EIF6	0.15575
MPPED2	-1.779
SEMG1	-1.199
CHRDL1	0.188
TRAF3IP2	0.59675
WNK2	-0.236625
LILRA4	1.8355
LAMA2	2.978
PXT1	0.614
RLBP1	-2.9395
CD300C	-0.61175
SLTM	-0.56175
FLJ10404	-0.0947500000000001
APOBEC3D	-1.22266666666667
RENBP	-0.398333333333333
ATXN7L1	0.293625
NID1	-0.5105
TUBGCP3	-0.1855
ITIH5	1.16542857142857
CCDC110	2.084
C8A	-3.10125
MGC87042	-2.13525
HOXC13	2.06825
TFDP2	-0.748
HCP5	2.12025
POLI	-0.17975
UCN	-0.956333333333333
ZNF764	0.656
C8orf45	0.39
FHL3	-0.591
SPATA5L1	-0.57125
MMRN2	2.666
NDST1	0.627666666666667
COL20A1	0.581833333333333
ZNF248	-0.151666666666667
PELP1	0.112833333333333
MBL2	-2.68166666666667
RNF41	0.723
C5orf24	0.84
THOC5	-0.733625
SERINC3	-0.21825
RP11-151A6.2	-0.18325
CDCP2	-0.460666666666667
HIST1H2AA	-0.0376666666666667
C11orf75	-0.246833333333333
FKBP7	-0.6
DDOST	-0.72925
GPNMB	-0.139333333333333
TTF2	-1.57683333333333
KCNT1	-0.130833333333333
SLC39A14	-2.396
NGRN	-0.3094
GPR137B	1.09825
MECP2	-0.28825
PSMA1	-0.55175
C16orf73	-5.45075
TMEM60	-0.0266666666666667
CSN3	0.484
NOS1	0.762
RAB7L1	-0.144833333333333
YBX2	1.3575
KIAA1166	0.93575
FUBP3	0.544666666666667
ABCG1	1.1085
ACACA	0.448583333333333
ARL11	0.576222222222222
ATOH1	-1.535
ODF1	-0.48
CREB3L3	-2.43683333333333
TMEM127	1.22478571428571
DSCAML1	1.82775
PLN	2.21383333333333
LYPLA1	0.0350833333333333
PRDM9	-2.7065
SASP	-0.96525
PLUNC	2.03366666666667
INTU	0.50275
HISPPD1	-0.6205
LNPEP	-0.0321666666666666
YARS2	-0.651666666666667
APCDD1L	-0.8675
ZCCHC4	-0.3088
FBXO22	-0.904166666666667
TTLL13	-0.417
ZNF669	0.174833333333333
PTGDR	2.00525
DDX27	0.42925
KIAA0409	0.137166666666667
GJB6	-0.478666666666667
ASB8	1.08875
PLP2	0.836333333333333
MEPE	1.213
OR10J5	0.1935
KRT222P	1.407
COQ7	1.1155
C1orf101	0.23175
RERG	3.2602
CHMP5	0.00662499999999996
THAP11	-0.71775
ZNF43	0.6115
ZRANB3	-1.5685
KRT13	-1.725125
MRPL19	-0.580875
RBBP9	0.197875
SPATA17	-0.228
BXDC5	-0.761166666666667
PAFAH1B1	-0.77825
MAGEE1	1.523
OSTF1	0.646
KIAA0323	-0.234583333333333
TXNDC13	-0.4075
CNTN4	0.267285714285714
LCE1B	null
UNQ501	0.519
ZNF154	0.2415
C3orf64	-0.823
SYT5	0.1533
PON1	-1.17625
FLJ10357	-0.6395
ATP4A	-3.5955
GNPDA1	-1.01316666666667
MGAT1	0.595666666666667
C14orf121	-0.46375
SLC35B2	0.53525
MIER3	0.5255
CHEK1	-1.686
ZNF8	0.447
TXNDC1	-0.0548333333333333
CKB	-1.905
RTN3	0.888428571428572
FZD2	-0.4635
PART1	-1.01857142857143
PSMB6	-0.54675
PCDHB8	1.7425
PHC3	0.0268888888888888
PPP1R8	-0.261666666666667
NOVA2	1.78033333333333
TNFRSF11B	-4.566875
GOLPH3	1.2365
UBLCP1	-1.03725
SUHW3	-0.598
TTLL1	1.00625
OPN4	0.628
OR13G1	-0.8325
ZPBP2	-0.233166666666667
HSD17B11	-2.2475
C9orf50	0.154
DHDDS	-0.499785714285714
CTSW	0.289
NEFM	-2.08516666666667
MRPL28	0.0205
SYN1	0.423333333333333
PIGV	-0.337833333333333
ZIM2	1.43325
APBB1	0.393666666666667
SND1	-0.42125
C1orf123	0.7955
CHD3	-1.1365
BHLHB8	-0.1785
RNASE2	-0.602833333333333
BCAP31	-0.441375
SLC25A44	1.15466666666667
CHD6	-0.1384
PIB5PA	2.22238461538462
SELS	-0.236875
LOC541471	-0.049875
FAT2	-0.22
ZNF81	-0.203
OR4C16	-0.5655
FLJ10081	-0.2399
LRRC4	1.10325
CS	-0.407666666666667
N4BP2	-0.6005
IGFBP7	0.9495
ZNF318	0.50075
NDNL2	-0.1045
ZNF609	-0.56475
SIRT4	0.84525
EXOSC10	-0.87425
ECE2	-0.2255
OVGP1	-0.10275
GTPBP3	0.96325
PACS2	1.1961
C19orf36	-2.1735
ARL4C	-2.061125
ATG4B	0.047375
UBQLNL	-2.359
RHOXF2B	-3.582
PLEKHG2	-1.853
GALR1	null
AQP4	0.946666666666667
HDAC7A	-0.565
DCUN1D3	0.43575
OR8A1	-1.627
CCRN4L	0.269714285714286
CBR4	-0.876
KIFC1	0.3745
SLC7A14	-2.04175
LHX5	-3.671
TRPC7	0.714
LPXN	-0.8405
SERPINA1	-2.235375
RPS13	-0.3843
BPIL3	0.1405
PRKAA1	-1.179
FADS2	2.3305
ENAH	0.869375
PRO1768	2.622
APBA2BP	-0.33825
LIPH	2.4455
C3orf33	-0.70425
RCC2	0.315714285714286
ALDH1A2	-3.3907
RNF103	1.7785
AHCY	-0.27725
ALG12	0.183
CCL17	1.67225
ZNF543	1.25316666666667
ESRRG	1.038
CNGA1	0.43325
RDH5	-0.0718333333333333
OTX1	-0.1825
PTGFR	-1.6036
CDR2	0.00862500000000002
SELE	1.537
NLGN2	-1.62066666666667
EXOSC9	-0.1255
ZNF566	0.1565
KLRC2	-3.9485
GPR12	1.4565
KIAA0196	0.056
PDRG1	1.4115
SSR3	0.104928571428571
MSI1	0.0375
CST9	1.022
CC2D1A	0.252
PLAGL1	-1.02088888888889
ZNF778	1.065
RNF2	1.384875
KLF6	0.737333333333333
THBD	0.0746666666666667
tcag7.1314	0.928
NR5A1	-0.126833333333333
ABCD2	0.44275
DNAJC7	-0.63675
CLEC4C	0.226
TM2D3	-0.11425
CCDC4	-5.193
PLAC2	-1.1625
DCD	9.03
FAAH	2.025125
POLA1	0.545333333333333
TM7SF2	-0.2355
FLJ39822	-0.948833333333333
FLOT2	-0.26675
MAP4K1	-1.05816666666667
SRP68	0.25
C21orf74	null
ARPC5	0.67475
LOC126075	0.9275
HECW2	0.267714285714286
ZDHHC4	-0.42975
ANKRD42	0.8333
PDE9A	-0.852
ABCA8	-0.07925
NDUFS2	-0.1155
UBR5	0.071
BTBD16	-2.75725
LOC554174	1.974
ZNF20	0.898
KIAA1843	0.856
WDR17	-1.26783333333333
C15orf33	0.066
RNF113A	-0.991
CAMKK1	-0.5083
CLCN2	0.72725
ANXA6	-0.618
LOC340069	1.635
EMID1	1.09525
DPM3	-0.382583333333333
ELA1	0.024
SLC25A13	-1.4659
KRT24	-0.225
SMPD1	-0.3215
TH	-0.758625
COL6A2	-0.242642857142857
ANKS1B	1.669
GPR126	-3.4335
ZC3H12A	0.139666666666667
TMEM47	-0.044
C2orf51	-1.6586
C1orf88	2.14583333333333
HSF2BP	-0.404
AKAP10	-0.613
RPAP3	-0.728
KLHDC8B	0.22575
STOM	0.0586
MUPCDH	0.269857142857143
C10orf72	-1.040875
PLEKHA3	0.570166666666667
TCP11L1	0.40275
CWF19L1	0.6985
SPEF1	2.02107692307692
YSK4	-0.876
ELN	1.2357
SAMD8	0.705666666666667
MPI	-1.55916666666667
MEPCE	0.6847
ABCC3	-2.133
NANOGP1	-3.3895
KCNK17	0.644625
HLA-DMB	4.35183333333333
RRAGA	0.5205
ANGEL1	0.186
RBM32B	0.281
CPN1	-3.236
MGC52282	-0.4985
HLA-A	1.26508333333333
OR9G4	0.4155
EDNRB	-1.35025
SCD	0.791357142857143
C14orf80	0.239833333333333
BAGE2	0.456
RABL4	0.556666666666667
RCVRN	null
SHANK1	0.9475
NLRP7	-3.56625
CD226	0.73775
STAT3	0.7385
SYNJ2	-0.7069
TPCN2	0.497333333333333
WDR36	-1.03625
MBD4	0.763
ROBO1	-1.221
ST3GAL6	-4.045
SLAMF8	2.52616666666667
ATN1	0.653833333333333
GPR141	-0.5635
KRT36	0.0365
TPH1	-0.3885
DDX52	0.1335
ZSCAN29	0.0883333333333333
TRPT1	-0.271
DPEP3	-0.0374999999999999
DENND4A	-1.193875
TSPAN16	-1.266
PTCHD2	0.5635
LOC145814	-0.12925
CAP1	0.589166666666667
EIF5A2	0.1564
NT5DC3	-1.033625
SEPT9	-1.265875
SEZ6L2	-0.132
EGFLAM	3.16075
VPS11	-0.041625
NDUFB5	-0.341833333333333
CIDEA	3.5505
IER5L	0.8595
N6AMT1	0.30225
FAM83C	-1.62975
OXR1	1.14525
IRX1	-0.32
DGKB	-0.9642
GCN5L2	-1.21225
MIR16	0.746125
FBXW9	0.66925
WDR4	-1.20683333333333
PDC	1.165
VPS33B	-1.02125
HEXB	-0.53525
FLJ32214	0.6955
TCEB3	-0.71225
CRLF1	-4.5115
ABI3BP	-0.72875
C8orf22	-3.83425
PYCR1	-1.214125
KIAA1706	1.05725
CDK5R2	0.9575
WAS	0.317
C12orf60	-0.60925
CCBL2	-0.478125
MADD	-0.1
C5orf34	-1.7505
WDR42A	0.6524
KLF12	-0.257375
HSPA1A	1.3965
ITM2C	-1.88575
DAPK2	2.41066666666667
LOC442590	0.8275
SUMF2	-0.151625
CENPA	-0.473461538461539
TMED5	-1.518
CDH6	-1.324
BRP44	1.224375
THG1L	0.1505
GABRA2	-2.282
C14orf166	-0.1285
MYL1	-2.76883333333333
TNFSF18	-0.1285
PAP2D	-1.9634
PPIB	-1.40375
KLHL4	-0.324125
SFN	0.776666666666667
CCDC127	0.945
FRAP1	-1.28275
GOLGA5	0.79825
SDCCAG1	-0.22025
MGC21675	-0.078
C10orf95	1.10825
KIAA1345	-0.390666666666667
C1orf163	1.2
LACE1	-0.235333333333333
OR10K2	-1.2095
CENPN	-1.48228
TMED2	0.37
UGT1A6	-1.6545
ANG	0.90625
U2AF1	-1.42633333333333
CASC2	0.553
NMT2	-0.309666666666667
OSGEPL1	-0.302625
DFNB31	-1.05
SLC6A20	-0.248
DKC1	-1.45675
FXYD4	-2.03775
WDR64	0.292
MGC5590	1.0135
CREBZF	-0.9875
DAZ1	-1.152
PRPSAP1	-0.45575
GCHFR	-1.50125
TTC7A	-0.862
LOC196993	0.601
UBD	2.8225
S100A1	-0.977125
RPL6	0.229
DNAJB6	0.42995
NAGS	1.4006
C2orf58	-0.6015
KERA	0.701666666666667
MT1X	-0.3906
UBE2B	0.0548
KEAP1	0.77475
MST1	-3.02675
OMA1	1.5135
ABLIM2	2.03375
BCL2L13	-0.3465
JAZF1	-1.30716666666667
TMEM63B	1.1245
S100A8	-0.094
ARFIP2	1.4005
UROS	0.16125
KHDRBS2	-3.8275
POLQ	-1.06275
SOAT1	-0.933
