Hybridization REF	TCGA-BH-A0EA-01A-11R-A115-07
KIAA1706	0.993
CDK5R2	0.206
WAS	0.3595
C12orf60	-0.65825
CCBL2	0.1485
MADD	-0.031
C5orf34	-2.50825
WDR42A	1.104
KLF12	-0.00799999999999998
HSPA1A	1.07075
ITM2C	-1.86958333333333
DAPK2	2.48383333333333
LOC442590	0.785
SUMF2	0.103875
CENPA	-4.52392307692308
TMED5	-0.4415
CDH6	0.3776
BRP44	0.682875
THG1L	-1.26025
GABRA2	-0.86425
C14orf166	-0.3305
MYL1	-1.74533333333333
TNFSF18	0.468
PAP2D	-1.0915
PPIB	-0.747
KLHL4	-0.41825
SFN	0.649166666666667
CCDC127	-0.00325
FRAP1	-0.5435
GOLGA5	0.90325
SDCCAG1	0.255625
MGC21675	0.245333333333333
C10orf95	-1.05725
KIAA1345	0.4625
C1orf163	-1.0325
LACE1	-0.529833333333333
OR10K2	0.0815
CENPN	-3.16996
TMED2	-0.375
UGT1A6	-1.5365
ANG	-0.014
U2AF1	-1.18016666666667
CASC2	1.16583333333333
NMT2	-0.254666666666667
OSGEPL1	-0.175
DFNB31	0.452
SLC6A20	-0.2225
DKC1	-0.7585
FXYD4	-1.262
WDR64	0.68225
MGC5590	-0.113
CREBZF	-0.605833333333333
DAZ1	-0.8225
PRPSAP1	-0.09475
GCHFR	-0.7505
TTC7A	-1.067375
LOC196993	0.25725
UBD	3.2405
S100A1	1.108125
RPL6	-0.434833333333333
DNAJB6	-0.01915
NAGS	1.3701
C2orf58	0.2605
KERA	1.74416666666667
MT1X	0.3404
UBE2B	0.212
KEAP1	-0.01825
MST1	-2.493625
OMA1	0.2125
ABLIM2	1.70475
BCL2L13	-0.495416666666667
JAZF1	0.412833333333333
TMEM63B	-0.6865
S100A8	0.1147
ARFIP2	0.92475
UROS	0.04075
KHDRBS2	1.1135
POLQ	-4.4905
SOAT1	-0.61425
SPAG4	-2.197
MRPS30	0.0783333333333334
LOC494141	-0.37825
OR2T11	-0.021
ORAOV1	-1.0133
ZNF184	-0.262666666666667
TCEB3B	0.00380000000000002
ADAM21	-0.3875
GDPD1	0.6315
SPINLW1	0.61125
PRR14	0.605666666666667
KCTD9	0.3381
NUDT3	-0.1615
KIAA1822	0.9046
HIST1H4K	0.6295
DFNA5	-1.289
GABPA	0.1215
C14orf44	1.40625
POLB	-0.0165
PTAR1	-0.3395
SEC31A	0.8163
TRIM58	1.16525
TAS2R14	-0.819
VPS8	0.02275
H1F0	0.179
PRKCB1	-2.37816666666667
UGT2A1	0.1525
TOR1B	0.21225
LSS	-1.04933333333333
C2orf19	-0.309
HNRNPC	0.108142857142857
TMEM100	0.598166666666667
LOC116349	-0.27
OR51M1	-0.3395
CCDC142	-0.12675
ISG15	-0.133375
ZCCHC14	0.051125
CREBL2	0.849625
TGDS	-1.2695
DC2	-0.172
CACNA2D3	0.937571428571429
ZNF429	0.235125
LYPD6	1.48216666666667
SUCLG1	-0.2555
OR51I1	-1.235
MAGEH1	1.91625
PRPF40A	-0.5615
SMR3A	0.191
SPINK2	-0.666
THAP2	0.702125
NPY5R	2.294125
IRF4	-2.2305
SPESP1	-0.718333333333333
OR10S1	0.3615
DTD1	-1.0295
TUBE1	-1.2915
DDX19A	-1.72
PDPN	-0.908125
TMEM34	0.600333333333333
MGAM	0.11275
COL3A1	5.70011111111111
GFM2	-1.0216
OR5A2	-0.4745
PSG9	-0.8985
ARHGEF11	0.4175
IVNS1ABP	-0.2170625
SIGIRR	0.75
DUSP19	-0.0135
DNAJC14	-0.5034
ACSS1	0.099875
IL1RAPL2	-0.188
C4orf30	0.03625
SEPT4	2.966
LANCL3	-2.169
SPAG17	4.26583333333333
PRDX3	-0.94175
HNF1A	-0.756
P4HA2	-0.801125
RFWD3	-1.69566666666667
MOV10	-0.5435
DNAJA5	0.823142857142857
LOC729440	-0.16425
LOC200383	1.805125
SMC2	-2.704
MIXL1	-1.29466666666667
TMEM9	0.42675
FAM86A	0.7785
ZNF174	0.6697
MYH14	-0.31625
CCR8	-0.27725
VPS37C	0.548333333333333
GPATCH1	0.472833333333333
B3GNT8	2.681
TBX4	-0.585
CNR2	0.421666666666667
PCDH1	1.606
C5orf29	3.320625
OCIAD2	0.55125
PLCG2	1.05675
KIAA0247	1.848375
HRH3	-0.247666666666667
CAPN13	4.11375
CCR1	-0.8417
MGC15523	-0.089888888888889
UVRAG	0.808
DNAJA2	-1.52816666666667
ITGA2B	-1.0695
CLDN5	4.08
PTPRN2	-1.36028571428571
ZNF512	-0.0708333333333333
PSAP	-0.0182857142857143
CCDC140	-0.734
LRRC55	-0.26275
CYP26C1	0.026
C8orf47	1.4705
LYN	0.053375
DUSP6	1.59716666666667
TGFB3	4.25326666666667
ELK1	-0.803
PCDH11Y	0.337666666666667
HGD	-1.50475
C17orf58	0.557
MYO3A	0.291
SERPINE2	-3.7275
AARSD1	-1.2085
C14orf73	-1.54125
ADAM33	-0.08425
ZNF491	0.5675
MAPK6	-1.0575
TCN1	2.996
SLC24A6	0.85
UBE2R2	0.68825
H1FNT	-0.04425
TATDN2	0.031
LILRB1	1.489
P2RY5	1.7845
NUCB2	0.254
C2orf37	-0.4625
SNX27	1.944
MTA3	0.424625
FOXO4	1.242375
ID4	1.33583333333333
SOX5	-1.40633333333333
PXMP3	0.415375
OR52M1	-0.105
SFT2D3	0.186625
INA	-4.16416666666667
MCOLN1	0.81875
NFIX	1.3391
CLEC14A	5.60433333333333
HIBCH	-0.3735
PLA2G5	2.29475
TIMM10	0.254333333333333
MED17	0.5931
COL4A4	-0.35
TPP1	1.05033333333333
GJA3	-1.1925
TMPRSS5	-1.1845
AADACL3	-0.011
DNMBP	0.467
ENPP5	3.17333333333333
NQO1	-1.3923
ZSCAN2	-0.694
SEC24C	-0.5355
GTF2A1L	1.1175
AXIN2	0.5251
FAM33A	-2.43825
C16orf13	0.056
SPNS2	1.2295
TAF1	1.29325
AP1G2	-0.313666666666667
RBM42	0.898166666666667
HCN2	1.23483333333333
EFHB	2.45583333333333
RUSC1	0.42
GRIK5	0.2445
USP21	1.3985
ATAD3C	1.297
ORMDL2	0.6235
PRSS7	-4.5605
PSAT1	-5.397
FLJ13195	-0.476
TBC1D1	0.0546666666666667
IFNG	1.1425
OTOS	-0.116666666666667
ZNF773	0.179666666666667
EMD	-1.227
RETN	-0.77175
CCL8	3.8195
APH1A	-0.293625
COX18	-0.210875
GTF2IRD2	-0.316
CCDC82	-1.49141666666667
PAFAH2	0.329
NPEPL1	-1.1946
RP11-114G1.1	0.4765
TP53INP1	1.917375
ZNF300	-1.83516666666667
FOXL2	-3.02825
LARP2	-0.133833333333333
LATS1	0.71525
HTR6	0.176
SPOCK2	0.0351666666666667
RNF144B	3.07583333333333
HTATIP2	-0.772875
MGC10334	0.274833333333333
CENTA2	2.062
FGF2	-0.77025
FXYD7	0.32775
PHYHIPL	-2.86214285714286
GPR34	4.9105
DDX6	-0.0101666666666666
OR10W1	-0.163
LHFPL1	-0.627
ZNF313	-0.9
VPS28	0.83075
AP3M1	-0.4298
AKR1CL2	-1.16975
TRAF4	-0.5555
OR2B11	0.0625
C19orf12	0.4105
AKAP9	0.490666666666667
C1orf62	-0.224
SLC20A1	-1.9185
FAM112A	0.1565
LDB2	1.66375
MRPS23	-1.83475
KLK5	3.1435
SPTB	-0.308333333333333
EFEMP2	0.84325
EFNB2	1.282375
PCM1	0.943714285714286
NMNAT3	0.065375
TSG101	0.111333333333333
C8orf40	1.0055
NOB1	-1.1925
ABHD3	0.11475
GTF3C4	-0.204125
PIGN	0.513333333333333
GALNTL1	1.7865
AEBP1	2.130625
OR9Q1	0.3315
ANKRD2	-0.489625
CCL28	-2.65975
TRIM38	0.7315
TMCC1	0.168083333333333
SMG5	0.14325
LRRC7	-0.477
NCAPD2	-1.64933333333333
C6orf153	-0.80475
C1orf74	0.0475
OTUD6A	0.238
DCP2	-0.899
TMEM24	0.50875
RPL18	0.330833333333333
TMEM177	-0.765
LRRC37A3	1.48975
C1D	-0.556166666666667
LDHC	-1.10875
UBE4B	-0.4025
NIT1	0.474875
BTN3A3	0.421375
RASD1	2.914875
COMMD3	1.242
SHFM1	0.05925
BIRC8	0.3455
DUT	-0.148
C12orf51	1.6395
LRRC59	-1.323
LY6H	0.97275
WDR22	0.83875
EDEM1	0.114714285714286
ADH1A	3.9585
PANX2	-0.2969
CYP11B1	0.72675
CDC73	-0.50275
GPR172A	-0.48875
GSTM3	1.34776923076923
KCNA5	1.296875
SERAC1	0.558
NFATC2	-0.1545
ANAPC5	-0.7047
C15orf24	-0.44325
NFATC2IP	-0.343583333333333
TNRC6C	0.651833333333333
MGC102966	2.09775
FGD5	2.02733333333333
MED9	0.14275
RAB13	1.16933333333333
C15orf49	-0.504
CRYGS	-0.4018
C12orf53	-1.5683
LOC283693	-0.1805
COX6B2	1.047875
PHF14	-0.0205
FAM3A	0.418125
RPL13	-0.0188
PRDX2	0.2632
FLJ34047	-2.02075
PRMT3	-1.64
KCTD19	-0.487
TRIM10	-0.680166666666667
MGC26597	-0.0355
GCNT4	-0.043
GPRASP1	1.05475
CDKN1C	0.89225
RHBDL2	0.9603
HSPH1	-0.46625
AQP1	3.83925
COL17A1	3.3329
GFAP	0.305875
CDC16	-0.78725
KIAA1614	0.429
C6orf118	-0.260166666666667
ZSWIM5	0.49775
FAM83F	2.899
LYNX1	0.756625
SYNPR	-0.54575
XG	4.15366666666667
PRSS16	1.373625
KIF13B	1.96285714285714
PCDH9	0.891875
HIST1H2AH	0.767833333333333
RBM18	-0.4855
ZNF626	0.68925
HEXIM2	0.418833333333333
ITFG1	-0.9145
TUBG2	-0.6245
SFRS7	-0.854916666666667
C9orf14	0.349
EXTL1	-0.092
GBP3	1.891
WDR5	-1.798
RARG	0.879166666666667
MYO7A	-0.293375
CECR6	-0.51775
C13orf3	-4.084625
SFRS18	-0.21
ACVR1B	0.225666666666667
PSMD1	-0.3882
C7orf31	-0.0201666666666667
ILVBL	-0.41925
IFNGR1	2.1235
RNF186	2.26025
NOL9	-1.373
MAGEL2	1.10425
SLC29A2	-0.523
NHSL1	-1.74725
RBMX	-0.229
PSORS1C2	0.160125
RAD51L3	-0.560583333333333
LCN6	2.33975
ORAI2	-0.033125
BRUNOL6	0.5928
OR4K5	-0.0715
CDC123	-1.17725
MSLN	-2.34416666666667
WWTR1	-0.877333333333333
ZNF700	-0.033
COBL	-0.445
PPP1R16B	0.788
GAS7	0.5635
MDN1	-1.5845
HAAO	0.5455
C9orf68	3.27
TNFAIP2	0.223125
FOXN1	-0.441
hCG_2033311	1.15033333333333
ATP6V0D2	1.3842
RPL41	-0.02325
SLC38A1	0.115
ARHGAP6	-0.71525
ADAD2	0.742
PHF20L1	-0.1701875
MCM3AP	-0.336
ST3GAL3	0.0113333333333334
SNX1	0.0355
ELF5	3.8915
PARP3	0.67975
RBM8A	-0.5231875
LINGO4	-0.088
ITGA9	1.216
ZFR	0.134
ACSL6	0.2825
FLJ20699	0.4296
DAOA	0.5825
FABP4	6.44725
KCNB1	1.8215
CANX	-0.6143
SLC25A28	0.283
ADIPOR2	0.47225
ECHDC2	1.736875
SMA4	2.47675
FRZB	3.387125
PABPC1	-0.243666666666667
DMRTB1	-0.604
APOBEC3G	-0.17975
CATSPER2	-0.875666666666667
CUEDC1	0.902
STARD9	-0.523875
CLDN8	4.240625
LOC23117	0.069
E2F6	-0.993888888888889
TMEM126B	-1.17616666666667
DPY19L4	0.221
GIMAP5	3.24183333333333
NDUFA9	-1.233
FAM77C	-3.053
CTPS2	-0.2725
LOC51035	0.220875
WDSOF1	-1.93725
EGLN3	-1.204375
PITX3	0.808333333333333
OR52E8	0.233
GRM4	1.0355
KLK1	-1.93216666666667
GPM6B	-0.833125
RRAGD	-0.920333333333333
PAGE5	-3.9995
UCHL5	-1.26483333333333
ULK3	-0.5525
AIM2	0.650333333333333
PNO1	-1.1875
OR2F2	0.2325
GNAT2	-1.1325
SIX1	3.00275
ST13	-0.160833333333333
ZBTB44	0.44575
TIMP2	0.3175
ZMAT4	-1.825
GTF2IRD1	-0.758333333333333
ZNF19	1.10433333333333
ZNF714	-0.24125
RSC1A1	-0.27375
C9orf80	-0.108
PSMA8	0.588833333333333
TMEM141	0.48125
COX4I1	-0.464857142857143
CTAGE1	0.33
DTWD1	-0.8655
HSD11B1	0.8605
KRT6B	5.410375
ARID4B	1.15325
LHFPL3	0.12325
WWP2	0.211583333333333
ZNF326	-0.733833333333333
RGPD1	0.322
CTSH	0.962166666666667
FASTKD1	-1.209
PAF1	0.4813
TTC9C	-0.68125
IFT57	0.6726
PRSS36	0.2925
IL20RB	-2.572
ZNF592	0.3345
DCTD	-0.5592
CFP	2.18675
MFNG	0.5525
JMJD2B	0.65325
ALDH3B1	-0.723125
THSD4	1.56116666666667
KCNJ5	2.72916666666667
LMNA	0.346833333333333
TBCD	-0.525375
ZNF250	0.416333333333333
CASQ2	4.19816666666667
PEG10	-0.0933333333333333
PRAME	-5.09326666666667
NP	-1.080125
TRIM59	-0.7855
ZNF12	0.81875
XTP3TPA	-0.23525
SIGLEC7	0.00360000000000001
PANK4	-0.71075
FAM70A	-1.1515
SNED1	0.5815
HIP1	1.0103
RAET1E	-1.19683333333333
AMAC1L2	0.537
AHNAK2	0.766083333333333
TOE1	-0.6915
RECQL4	-2.824
SPRYD3	1.08525
DPAGT1	-0.96925
MAGED2	1.8447
ANKRD55	0.5895
TRPS1	4.07283333333333
DOK7	-1.09275
TFPI2	-5.43275
GTF2H3	-1.25433333333333
CYP4F11	0.045375
LHX2	-5.4145
ATG16L1	0.0978333333333333
ASB12	0.0605
C1orf116	1.961375
NF2	-0.2963
POM121	-0.6652
PHYHD1	2.6525
TXNDC17	-0.0616666666666667
DKFZp779O175	-0.4775
NUP62	-0.619928571428572
MYO18B	-0.1445
PRAMEF1	0.1155
TCBA1	1.231625
TMEM168	1.14225
FJX1	0.4145
CLCF1	-0.8155
SEPN1	1.3055
IGSF2	0.6675
NUDCD1	-0.819833333333333
TFF3	1.78733333333333
NDFIP1	1.19235714285714
CHCHD4	-0.90525
TNR	0.3855
CUTA	0.289333333333333
USP44	-4.76975
DPP10	-1.24683333333333
IWS1	-0.637833333333333
PCGF1	1.04725
SULT1C4	0.3785
NTF5	2.56025
PTPN13	1.6415
SSTR5	0.163
SFRP1	0.17475
IDH3B	-1.221875
SUOX	0.914333333333333
TMCO5	0.35475
GOLT1B	-0.59775
MIB1	0.605071428571429
PCDHGB1	-0.032
SUSD1	-0.15
ICAM5	-2.6165
PAPOLB	0.342
URM1	0.0284
TMEM106B	0.5225
LRIG2	-0.99025
SLC27A5	-0.9595
CLIC6	0.6894
ZNF420	1.49733333333333
SCN9A	-1.0943
KIAA1909	0.159
ELMOD1	-1.5815
PRKAG1	-0.08925
FAM64A	-3.67688888888889
EEF1G	0.1292
SMAD5	1.5705
INCENP	-2.0585
WASF2	-0.821
GARS	-1.4928
CDK10	-1.0201
HLX	0.4605
MDM4	0.27825
ZNRF1	-1.17828571428571
HHATL	-0.9255
FAM21C	1.4527
HIST2H3C	-0.56325
PFDN2	-0.666125
ZNF200	-0.53625
NDN	0.356
HBA2	-0.425833333333333
FBLN5	2.152125
PUM1	0.784214285714286
TNNT1	-0.4205
C19orf59	-1.26733333333333
HNRPH2	1.15083333333333
RAB7A	0.190333333333333
PMS2	-0.519875
BIRC3	-0.7685
NRSN2	0.91525
OR52K2	0.480166666666667
SPOCK1	0.332714285714286
H2AFY	0.17975
RXRB	-0.3
ZNF638	0.260166666666667
ANKRD45	0.288
ACTN4	0.7565
FXC1	-0.10325
EIF2B5	-0.483
VPS33A	-0.7615
PINK1	0.3065
FAM106A	0.4925
SKIP	0.89125
GAPDHS	0.145333333333333
MUM1L1	3.31125
PSTPIP1	1.02525
CNTNAP1	-1.27
CYP26A1	-0.88975
APOL2	-0.2833
TACC2	0.667625
COX7A2L	-0.603357142857143
HSD17B1	0.5565
ARRB2	0.076
SLC7A6	-0.8964
HSD17B10	0.37375
RBJ	0.4325
NUP155	-2.21825
MRPL10	-0.787
CYCS	-1.82533333333333
CCDC46	1.42883333333333
TECTA	0.367
GNAL	-0.0375
LPO	-0.147
PEBP4	4.122
DDX11	-1.9855
C18orf12	0.3895
TAF9B	0.361916666666667
IMP4	-0.46325
RPA4	0.00933333333333319
NDUFS1	-0.94
UPK1A	1.39366666666667
ARRDC2	0.857
C18orf20	-0.335
AES	0.420071428571429
CD2BP2	0.143166666666667
C16orf54	0.499
UGT2B17	-0.063
FGFR1	0.329590909090909
CEACAM6	5.169
CHRM5	0.4695
CERK	-1.636
AP3S2	0.0682142857142857
ANKS4B	-1.56725
CLCNKA	0.1035
ZNF208	0.6325
HLA-DRB5	4.7155
CARKL	-0.46475
GOT1	-1.12683333333333
CASP6	0.564625
HOXA1	-0.313
RCL1	-0.557
ZNF181	0.553666666666667
RAB40B	1.32
MRPL38	-0.5225
LRRN2	1.88325
C3orf25	1.843
OR5D14	1.6545
OR10AG1	0.3185
BET1L	0.3019
FRY	4.547
AK3L1	-1.17325
CSF3R	1.55833333333333
POLR3K	-0.548166666666667
ATG2B	1.02666666666667
EPS8	0.883833333333333
DARS	-2.219375
C10orf56	0.872166666666667
DAD1	0.219166666666667
RIOK1	-0.950166666666667
HERC2	-0.33925
HSD11B2	0.000833333333333338
FAM96B	-1.209
MGC13057	-1.747
BSN	-0.1715
CAND1	-0.349833333333333
HCST	2.22775
ACTR10	-0.0765
OR8D4	0.259
NASP	-1.9835
COL9A2	1.9935
LYZL1	-0.583
GPC5	-3.072
TBL3	0.164666666666667
CENTD2	0.2208
OR5AP2	0.1645
TLR1	2.2615
LMO6	0.253
ZIC2	-4.1595
CPNE5	0.67875
ZMYND15	1.7035
FLJ22374	0.2335
CCDC106	0.4795
PARP16	0.06325
PDIA3	-0.54825
C14orf126	-0.7495
CECR2	-1.1825
SFRS1	-1.65778571428571
FIGLA	-0.396
DCP1A	0.0223333333333333
MGC45800	-1.4841
TEKT1	0.403333333333333
C10orf67	-0.145
CLN5	1.168
NTN2L	0.35
GLE1L	-1.2325
CES2	-0.3738
GNAS	-0.103555555555556
DDX53	0.33
TSPAN13	1.925
MRPL52	-0.6171
SPIRE2	-0.905625
TAS2R39	0.1195
SCUBE3	2.21025
UCRC	0.6632
CDKL3	0.34775
KIAA1715	-1.2042
ZNF345	1.63175
RTF1	-0.373375
DHRS7	0.3795
RIPK4	-1.87616666666667
EXOSC2	-1.59
MS4A2	2.103
FGF17	-0.22
WDR59	-0.971125
EVI2A	-1.13575
IL17RC	0.932666666666667
HS3ST1	2.308
ITGB1BP2	-1.3985
RBPJ	-0.62
GIMAP1	4.168
INE1	-0.272333333333333
ALDH18A1	0.408
TPI1	-1.95975
GATA6	0.997
CABP1	0.523333333333333
ZNF484	0.584
DAPK3	0.2895
GJB1	-2.77725
PIN1	0.107625
SLC6A15	-4.37
CNO	-0.18275
RIN2	1.540125
FRRS1	0.067
CYorf15B	-4.20542857142857
DMRT3	1.825375
ATAD1	-0.151625
OTUD4	-0.219555555555556
ATOH8	-0.298
ZSCAN16	0.28375
ASCC1	-0.48525
OTUD3	1.269625
MGC33212	0.255166666666667
YME1L1	-0.392125
RP11-218C14.6	0.88575
PCBP4	-0.169
TNFRSF10A	-0.48075
CDH10	-3.22366666666667
KL	2.962625
SCP2	0.276
C9orf119	-0.078875
SON	0.156083333333333
MAFK	-0.426
SBNO2	0.3415
SLC6A6	-0.142166666666667
SC4MOL	-1.940125
FAM35B	-0.15775
PPP1R9A	1.791625
PDZRN3	1.120125
CXorf20	0.79
C6orf126	2.26
AVEN	-0.48625
FLJ21075	-2.2675
C14orf132	0.035625
PCK2	-0.819625
GUCY2C	-0.1205
BARX2	0.53925
PEX11G	1.276
DAO	-0.8445
C10orf49	-0.3095
EDNRA	2.47983333333333
PPP2R5A	1.5541
DDX39	-1.85633333333333
SERF1A	-0.407
ASCIZ	-0.026
FNDC8	-0.00925
PTMS	0.7125
PHF7	0.3125
PIP4K2B	-0.228875
HHLA2	-0.647
BDH2	0.696
APOBEC2	-0.61375
PENK	-0.848333333333333
SMAD9	0.61025
MT3	-0.88225
RGL1	0.910625
ATG10	-0.656875
DLGAP4	1.36683333333333
APPBP2	-1.09478571428571
BACE2	-0.117857142857143
LOC339344	1.19783333333333
ZNF395	0.314375
HIST1H2BL	0.1855
ZNF467	2.004125
SLC25A21	-1.587
PALM2	-0.289333333333333
NSUN5C	-1.3855
IL5	0.1019
CLSTN2	2.163
ANXA8L2	1.69775
PTGES	0.499125
GDAP1L1	-2.43316666666667
OPRK1	-1.61816666666667
WDR20	0.0729166666666666
C12orf4	-0.152625
NUP88	-0.622375
XRCC6BP1	-0.909333333333334
FCGBP	3.6725
LEMD2	0.1805
NOMO1	-0.6275
C10orf79	2.78525
ZNF79	0.7105
OCRL	-0.0752
HSPA8	-1.10095833333333
DIDO1	-0.421125
PLA2R1	2.6245
COG3	0.879
NGDN	-0.95225
CBFA2T2	0.3455
PNOC	-0.31275
PRRG1	-0.234583333333333
AGGF1	-0.158142857142857
DPF2	0.0175
YIPF7	0.295
TRPV5	0.08375
ZNF322B	1.36275
MED12	0.646333333333333
CARS	-1.1085
ABCC11	3.901
C9orf25	0.484
MYH1	3.025
FRYL	0.537916666666667
AGTRAP	0.5235
MMP27	0.4345
ZNF432	-0.192875
OR8D1	-0.119
OR13D1	-0.077
VWA1	1.9595
STON1	1.94875
IL5RA	-0.3045
PERP	0.0881
C10orf107	2.46533333333333
TNFSF12	2.42825
FN1	0.131875
MTR	-0.117166666666667
PHLPPL	-0.355333333333333
ZNF425	1.12575
DHFR	-2.602
PPP1R12A	0.4135
RSPO2	-2.642375
ZNF7	-0.17925
ZNF583	0.399
TPMT	-1.62066666666667
GPR132	0.673
OR2T12	-0.52575
SERTAD2	0.3146
ATP1A1	0.1073
FRMPD3	0.089
ZNF672	0.63125
PLXNB3	0.77525
EML5	0.5725
FAIM3	1.062
UBQLN2	1.0445
SORCS2	2.8765
PRIM2	-2.608
ACVR2A	0.0266666666666667
YWHAZ	-0.784583333333333
PGM2L1	1.2735
GNAO1	0.582285714285714
RPL10	0.6112
RPS6KA6	1.221
PFKL	-0.622166666666667
SH3D19	1.184375
AURKB	-3.823
ZC3H6	2.389125
DISC1	0.119166666666667
FLJ39660	-3.36966666666667
TMEM25	2.413125
OSBPL10	-0.62225
CLTCL1	-1.56266666666667
ALG6	-0.707
CATSPER4	0.5715
LRTM1	-0.0635
RRAD	2.48883333333333
TIPIN	-2.49425
CARD14	1.127
RBM9	0.202166666666667
RASSF4	1.3635
SLC25A18	0.698
C6orf58	-0.384333333333333
IGHD	0.011
PLA2G6	-0.218
TPT1	0.422625
SEC63	0.555
CCDC113	0.118
TDRD10	0.8385
KIAA1666	-1.402625
TOR1AIP1	0.885916666666667
SYTL4	1.71183333333333
SPRR2F	-1.35
CEBPD	3.0675
SNTG2	1.46525
C20orf77	-0.2415
TAS2R49	-0.6265
C6orf173	-2.61983333333333
SVEP1	1.7327
PXN	-0.462071428571429
VIL2	0.307083333333333
C5orf21	1.47491666666667
DIXDC1	0.845625
GANAB	-0.461166666666667
PDSS1	-1.78525
NGFR	1.6405
ATP8B4	2.4805
BMP8A	0.7625
CCDC132	0.296416666666667
GNRH1	-1.2205
OR10T2	0.05775
PDGFD	3.166
OR6W1P	0.235
HARS	-0.530333333333333
KRT77	0.279
AQP8	-0.141
ITGB1	0.2171
ZNF254	0.4832
PAX1	-0.317
PSMC4	-0.4584
ANKRD22	2.6235
PSMD8	-0.242666666666667
HTR1E	-1.41
SOX10	-1.7996
OR5B2	-0.4625
RABGEF1	-0.992357142857143
MAP1LC3B	0.38275
CYB5R4	-0.2965
AGXT2L1	1.58775
FLJ41603	2.26516666666667
TRAPPC2	0.339833333333333
FNTB	0.0972
FLJ14107	-0.4595
AURKAIP1	-0.0205
DSE	2.12275
NFKBIZ	-1.01216666666667
OSBPL3	-1.211
LOC130576	2.0025
SLC39A9	0.300166666666667
LOC137886	0.302583333333333
RHCE	-2.605
ATG7	-0.122833333333333
FAM82A	0.1965
FBN3	-0.5795
MCFD2	-1.47783333333333
CASP14	-0.2435
EPS15	0.455416666666667
SFRS2B	0.249083333333333
C19orf47	0.0435
PLAC9	2.624
GPR23	0.3735
BTNL3	-0.8064
RGS8	0.136
GNS	-0.02875
ENO2	-2.05616666666667
CBX1	0.777
PEX26	-0.169
LRP5	-0.315
ADAMTSL4	-0.262166666666667
ARR3	0.0223333333333333
MAP1A	0.27625
CD2	3.7865
NAV2	0.09425
TMEM69	-0.77475
ATXN7	-0.190833333333333
CHN2	0.647
ZNF781	0.00500000000000001
HAS2	-3.5595
KIAA0241	-1.79133333333333
BIC	0.333
MOBKL2A	0.4885
CYP2C9	-0.2275
CNOT7	-0.191
SFRS10	-0.78725
CST11	1.083
FLJ37543	0.869
NKAP	-0.76925
RUNX1T1	4.29275
EAF1	-0.4937
IL4I1	1.20125
LRRC61	0.163166666666667
PSIP1	-2.22408333333333
SPRR4	-0.062
ZFP90	0.979666666666667
AP2B1	-0.710076923076923
SLC30A7	0.244666666666667
C7orf28A	-0.4235
S100B	1.0735
BMP2	-0.08275
ESR1	3.70991666666667
ZFPL1	-0.15825
ARHGAP12	0.4985
LRRC19	0.0393333333333334
ZNF767	-0.3965
NACA	-0.4966
OLIG1	-2.755375
PRF1	0.631
LST1	2.96483333333333
SPATA9	0.0958333333333333
CNFN	1.5805
CDK4	-0.4242
TCF15	0.547333333333333
PARC	0.11425
PPM2C	2.4615
LOC283345	-0.098
FAM107B	1.02675
DMXL1	-0.111875
RBM3	-0.225125
HTR5A	-1.93766666666667
SCFD1	-0.343833333333333
EPHB3	2.001875
ROPN1L	0.3165
RAMP3	1.16825
TSPYL5	1.15845454545455
GAP43	-2.296
PAPD4	-0.167125
PDE3A	-1.51825
TNFRSF10C	1.3815
JMJD5	-0.141666666666667
RASGEF1A	2.0243
C16orf65	-0.217833333333333
HIPK3	1.42933333333333
XYLT2	0.18925
XPOT	-1.86
GAL3ST1	-2.221
DHCR7	-1.61675
AMIGO3	-0.258333333333333
FGFR4	-1.58866666666667
CRAT	1.529625
PPP1R14D	-0.1985
TRIM14	0.6021
TMPRSS11D	-0.3815
SLC7A11	-3.36528571428571
OR10H2	0.1455
PPM1E	-2.0377
DOCK4	0.36025
FAM127A	1.058875
ENOPH1	-0.54725
SLC5A3	-0.3329
ZNF530	-0.7153
NTS	-6.42125
FRMD4A	0.513
BCL11B	-3.35166666666667
PRM1	0.01525
UQCC	-0.8694
S100A16	1.263
PLS3	0.87375
WWOX	-1.34607142857143
CCDC23	1.085
GTSE1	-3.22316666666667
GP2	4.9285
FLJ32549	-0.141125
CHIT1	4.43075
KLF9	1.003
RPS24	0.743
MIA	0.62
FIGN	0.0785
PYROXD1	0.454
PCSK2	-0.26675
MRPL9	0.56975
RPL24	0.3205
C12orf32	-1.903125
HIST1H2BE	0.251
RGS18	2.803
LFNG	1.840875
RAB4B	1.0887
FBXO25	0.645
TSPAN31	0.520166666666667
ARL8A	0.586571428571429
C10orf83	0.2363
OR51B6	0.116
CNKSR2	0.093
C1orf156	1.0205
IBSP	1.7255
GFRA2	0.9866
ALKBH7	0.942
NEK10	4.40925
VN1R3	0.2442
LOC91948	-1.12
CPZ	-0.18775
IHPK3	0.053
COL8A1	2.209
RBPJL	0.329
OR10A4	-0.23925
CASP8AP2	-0.703375
MMP12	3.696
OR8B12	0.2105
CDCA5	-4.4225
LIX1L	-0.834
PEX11B	1.462
GABRA1	0.495666666666667
HABP2	2.1025
REEP1	2.1235
FBXO15	2.82
CD68	0.9025
WFDC9	-0.001
GHDC	1.68733333333333
SMARCA1	0.234
SPAST	-0.0866666666666667
