Hybridization REF	TCGA-A1-A0SD-01A-11R-A115-07
TXNDC17	-1.244
DKFZp779O175	-0.30375
NUP62	-0.396214285714286
MYO18B	-0.666
PRAMEF1	-0.015
TCBA1	0.748428571428571
TMEM168	1.0715
FJX1	-0.973
CLCF1	0.078
SEPN1	0.189125
IGSF2	0.42175
NUDCD1	-0.473333333333333
TFF3	2.8885
NDFIP1	1.62392857142857
CHCHD4	-0.07175
TNR	0.562
CUTA	0.661
USP44	-4.266
DPP10	2.2515
IWS1	-0.3035
PCGF1	0.58575
SULT1C4	0.104
NTF5	-0.44175
PTPN13	1.71175
SSTR5	-0.01
SFRP1	-0.999625
IDH3B	-0.459
SUOX	0.478
TMCO5	0.58525
GOLT1B	-0.59175
MIB1	0.0839285714285714
PCDHGB1	0.147
SUSD1	0.4445
ICAM5	-2.98
PAPOLB	-0.26625
URM1	-0.3596
TMEM106B	1.202
LRIG2	-0.69
SLC27A5	0.03575
CLIC6	0.3751
ZNF420	1.17283333333333
SCN9A	-1.0929
KIAA1909	0.8225
ELMOD1	-0.88425
PRKAG1	-0.00725
FAM64A	-1.61166666666667
EEF1G	-0.94535
SMAD5	0.01125
INCENP	-3.10875
WASF2	-1.565
GARS	-1.8915
CDK10	-1.358
HLX	-0.817833333333333
MDM4	-1.28625
ZNRF1	0.0207142857142857
HHATL	-1.5825
FAM21C	0.3717
HIST2H3C	-0.10925
PFDN2	-0.394625
ZNF200	-0.54475
NDN	0.32875
HBA2	-2.84016666666667
FBLN5	1.88275
PUM1	-0.0312142857142857
TNNT1	0.358166666666667
C19orf59	-0.3645
HNRPH2	1.85616666666667
RAB7A	-0.1595
PMS2	-0.57175
BIRC3	-2.00633333333333
NRSN2	0.25
OR52K2	0.862833333333333
SPOCK1	1.15057142857143
H2AFY	-0.539
RXRB	-0.76875
ZNF638	0.0665
ANKRD45	-0.82675
ACTN4	-0.786333333333333
FXC1	0.79175
EIF2B5	-0.69075
VPS33A	-0.57025
PINK1	0.61575
FAM106A	-0.456
SKIP	0.7663125
GAPDHS	0.037
MUM1L1	7.81425
PSTPIP1	-0.17025
CNTNAP1	-1.0519
CYP26A1	-1.98575
APOL2	-0.4349
TACC2	0.498375
COX7A2L	0.268142857142857
HSD17B1	0.0965625
ARRB2	-0.549
SLC7A6	-0.376
HSD17B10	0.59525
RBJ	0.16475
NUP155	-1.24575
MRPL10	-0.819833333333333
CYCS	-1.77491666666667
CCDC46	0.7505
TECTA	-0.1155
GNAL	-0.09925
LPO	0.641
PEBP4	1.754
DDX11	-2.44025
C18orf12	0.516
TAF9B	1.16916666666667
IMP4	-0.7835
RPA4	-0.740166666666667
NDUFS1	-0.76075
UPK1A	-0.097
ARRDC2	0.00783333333333334
C18orf20	-0.3215
AES	0.500428571428571
CD2BP2	-0.388833333333333
C16orf54	-0.3855
UGT2B17	-2.303375
FGFR1	1.79422727272727
CEACAM6	-0.8244
CHRM5	-0.0855
CERK	-1.003875
AP3S2	0.267357142857143
ANKS4B	-0.74875
CLCNKA	-0.00316666666666666
ZNF208	0.550333333333333
HLA-DRB5	4.5235
CARKL	-0.81475
GOT1	-1.176
CASP6	0.065
HOXA1	-1.1065
RCL1	0.022
ZNF181	1.12033333333333
RAB40B	0.8355
MRPL38	-0.493375
LRRN2	2.3245
C3orf25	0.317
OR5D14	0.164
OR10AG1	null
BET1L	0.721
FRY	5.117
AK3L1	-1.34625
CSF3R	0.901666666666667
POLR3K	-0.512333333333333
ATG2B	0.885666666666667
EPS8	-0.199333333333333
DARS	-0.740125
C10orf56	0.912166666666667
DAD1	0.15175
RIOK1	-0.505666666666667
HERC2	-0.458
HSD11B2	0.161
FAM96B	-0.58475
MGC13057	-2.427125
BSN	1.325
CAND1	-0.347666666666667
HCST	1.545
ACTR10	0.889666666666667
OR8D4	0.5515
NASP	-1.5395
COL9A2	-0.892833333333333
LYZL1	1.5815
GPC5	-2.5265
TBL3	-1.28033333333333
CENTD2	0.0265
OR5AP2	0.3905
TLR1	1.57325
LMO6	-0.17
ZIC2	-4.179875
CPNE5	0.564
ZMYND15	1.65775
FLJ22374	-1.9995
CCDC106	0.66225
PARP16	0.2615
PDIA3	0.72475
C14orf126	0.354
CECR2	-0.6085
SFRS1	-1.15914285714286
FIGLA	-0.4025
DCP1A	0.212333333333333
MGC45800	-1.2939
TEKT1	0.324333333333333
C10orf67	1.291
CLN5	2.22625
NTN2L	0.186
GLE1L	-0.64175
CES2	-0.0731
GNAS	-0.576555555555556
DDX53	-0.012
TSPAN13	2.71675
MRPL52	-0.2007
SPIRE2	-0.666625
TAS2R39	0.308
SCUBE3	0.75375
UCRC	0.5386
CDKL3	1.11375
KIAA1715	-0.1411
ZNF345	1.239
RTF1	0.178875
DHRS7	1.96625
RIPK4	-1.7445
EXOSC2	-1.1265
MS4A2	4.67925
FGF17	0.14525
WDR59	-0.73275
EVI2A	0.12975
IL17RC	0.0536666666666667
HS3ST1	1.61425
ITGB1BP2	-1.432
RBPJ	-0.317333333333333
GIMAP1	2.904
INE1	-1.24983333333333
ALDH18A1	-0.662
TPI1	-1.66225
GATA6	-1.4895
CABP1	-0.891333333333333
ZNF484	0.76425
DAPK3	-0.2245
GJB1	-3.10308333333333
PIN1	-0.379625
SLC6A15	-3.71241666666667
CNO	0.36875
RIN2	3.45175
FRRS1	-0.48
CYorf15B	-3.291
DMRT3	1.252375
ATAD1	0.22325
OTUD4	-0.209388888888889
ATOH8	-1.8715
ZSCAN16	1.442625
ASCC1	-0.018
OTUD3	0.423375
MGC33212	0.469166666666667
YME1L1	0.117125
RP11-218C14.6	2.397
PCBP4	0.38775
TNFRSF10A	-2.22475
CDH10	-3.96766666666667
KL	1.365
SCP2	0.90075
C9orf119	0.716875
SON	-0.287083333333333
MAFK	0.001
SBNO2	-0.704
SLC6A6	0.07175
SC4MOL	-1.44375
FAM35B	0.533125
PPP1R9A	0.86725
PDZRN3	0.813875
CXorf20	0.028
C6orf126	1.06425
AVEN	-0.164
FLJ21075	-1.9615
C14orf132	2.313875
PCK2	-0.90575
GUCY2C	-0.2365
BARX2	0.13675
PEX11G	1.183
DAO	-1.15433333333333
C10orf49	-0.59875
EDNRA	3.17416666666667
PPP2R5A	0.3746
DDX39	-1.8705
SERF1A	0.17125
ASCIZ	0.7073
FNDC8	-0.1495
PTMS	-0.053625
PHF7	0.692
PIP4K2B	0.00743749999999994
HHLA2	-0.374
BDH2	1.4131
APOBEC2	-0.861
PENK	-1.32783333333333
SMAD9	-1.33
MT3	0.091
RGL1	-0.553
ATG10	-0.259625
DLGAP4	0.346833333333333
APPBP2	-0.338857142857143
BACE2	-1.40992857142857
LOC339344	-0.3875
ZNF395	-0.824125
HIST1H2BL	0.516
ZNF467	0.529375
SLC25A21	-1.7805
PALM2	-1.40566666666667
NSUN5C	-1.1185
IL5	0.1305
CLSTN2	2.586
ANXA8L2	-1.43275
PTGES	0.8275
GDAP1L1	-1.62416666666667
OPRK1	-1.45366666666667
WDR20	0.996666666666667
C12orf4	0.419875
NUP88	-1.02375
XRCC6BP1	-0.842666666666667
FCGBP	1.89692857142857
LEMD2	0.18275
NOMO1	-1.43925
C10orf79	1.7065
ZNF79	0.7507
OCRL	1.2091
HSPA8	-1.09404166666667
DIDO1	-0.0609166666666667
PLA2R1	2.11325
COG3	0.1635
NGDN	0.03475
CBFA2T2	0.666125
PNOC	-2.701
PRRG1	-0.582416666666667
AGGF1	0.0617857142857143
DPF2	0.582
YIPF7	0.1985
TRPV5	0.39875
ZNF322B	1.191
MED12	0.0135
CARS	-1.18616666666667
ABCC11	3.57216666666667
C9orf25	0.1145
MYH1	0.0275
FRYL	0.15875
AGTRAP	-0.05375
MMP27	1.5975
ZNF432	0.11325
OR8D1	0.3755
OR13D1	0.778
VWA1	1.37175
STON1	0.67925
IL5RA	-0.21
PERP	-0.5081
C10orf107	0.0503333333333333
TNFSF12	2.52425
FN1	1.733375
MTR	-0.210166666666667
PHLPPL	0.275166666666667
ZNF425	1.399
DHFR	-1.8115
PPP1R12A	0.10775
RSPO2	-2.590625
ZNF7	-0.26575
ZNF583	0.75275
TPMT	-0.206833333333333
GPR132	0.0545
OR2T12	-0.25925
SERTAD2	0.2201
ATP1A1	-0.4149
FRMPD3	0.554
ZNF672	-0.174
PLXNB3	0.548875
EML5	1.03
FAIM3	-1.301
UBQLN2	1.12975
SORCS2	3.7435
PRIM2	-1.1565
ACVR2A	0.607
YWHAZ	-0.00499999999999999
PGM2L1	1.69825
GNAO1	0.602285714285714
RPL10	0.5197
RPS6KA6	2.3125
PFKL	-1.29766666666667
SH3D19	1.41975
AURKB	-3.17633333333333
ZC3H6	1.80775
DISC1	-0.358166666666667
FLJ39660	-2.42366666666667
TMEM25	0.909125
OSBPL10	0.416125
CLTCL1	-1.651
ALG6	-0.7735
CATSPER4	-0.411
LRTM1	-0.201
RRAD	0.553333333333333
TIPIN	-1.5775
CARD14	1.154
RBM9	-0.183333333333333
RASSF4	-1.403
SLC25A18	-1.37183333333333
C6orf58	0.152833333333333
IGHD	0.316
PLA2G6	-0.5565
TPT1	0.984625
SEC63	-0.1185
CCDC113	0.6311
TDRD10	0.047875
KIAA1666	0.871
TOR1AIP1	0.634916666666667
SYTL4	3.22066666666667
SPRR2F	-1.06
CEBPD	3.01725
SNTG2	-1.138
C20orf77	0.141916666666667
TAS2R49	-1.547
C6orf173	-2.15816666666667
SVEP1	-0.351
PXN	-1.0005
VIL2	0.0428333333333334
C5orf21	1.15141666666667
DIXDC1	0.471875
GANAB	-1.36916666666667
PDSS1	-1.41975
NGFR	-0.97475
ATP8B4	1.611
BMP8A	0.7705
CCDC132	0.149416666666667
GNRH1	-1.23575
OR10T2	0.08325
PDGFD	3.31133333333333
OR6W1P	0.1915
HARS	-0.423083333333333
KRT77	0.418
AQP8	0.19025
ITGB1	0.9551
ZNF254	0.6769
PAX1	0.237666666666667
PSMC4	-0.7451
ANKRD22	3.0755
PSMD8	-0.100166666666667
HTR1E	-0.263333333333333
SOX10	-2.5028
OR5B2	1.0345
RABGEF1	-0.453928571428571
MAP1LC3B	0.3695
CYB5R4	-0.30725
AGXT2L1	-2.306
FLJ41603	1.23716666666667
TRAPPC2	1.27316666666667
FNTB	0.0701
FLJ14107	-0.903666666666667
AURKAIP1	-0.2375
DSE	1.98125
NFKBIZ	-1.52366666666667
OSBPL3	-1.07533333333333
LOC130576	3.0355
SLC39A9	0.584333333333333
LOC137886	0.31025
RHCE	-2.247
ATG7	-0.228333333333333
FAM82A	1.60666666666667
FBN3	-0.712
MCFD2	-1.02633333333333
CASP14	-0.2605
EPS15	0.793916666666667
SFRS2B	0.309083333333333
C19orf47	-0.526
PLAC9	1.231
GPR23	-0.276
BTNL3	0.1305
RGS8	0.2155
GNS	0.71425
ENO2	-0.987833333333333
CBX1	-0.7992
PEX26	-0.0915
LRP5	-0.779333333333333
ADAMTSL4	-2.14333333333333
ARR3	-0.0838333333333333
MAP1A	0.3965
CD2	1.69125
NAV2	-1.4285625
TMEM69	-1.16725
ATXN7	-1.30633333333333
CHN2	2.1325
ZNF781	0.0155
HAS2	-0.2845
KIAA0241	-1.60533333333333
BIC	1.2255
MOBKL2A	-0.1085
CYP2C9	1.625
CNOT7	-0.439142857142857
SFRS10	-0.6665
CST11	3.3445
FLJ37543	0.1765
NKAP	0.24425
RUNX1T1	4.09725
EAF1	0.3451
IL4I1	1.65525
LRRC61	0.434666666666667
PSIP1	-0.403833333333333
SPRR4	-0.5085
ZFP90	1.243
AP2B1	-0.759153846153846
SLC30A7	0.508333333333333
C7orf28A	0.234666666666667
S100B	-3.77133333333333
BMP2	-1.4765
ESR1	3.08425
ZFPL1	-0.7685
ARHGAP12	0.72325
LRRC19	0.230666666666667
ZNF767	-1.10116666666667
NACA	0.6023
OLIG1	-2.4725
PRF1	-0.142
LST1	2.69283333333333
SPATA9	0.513
CNFN	0.565
CDK4	-0.75
TCF15	-1.6215
PARC	0.197
PPM2C	1.45775
LOC283345	-0.29
FAM107B	0.70225
DMXL1	0.013125
RBM3	0.852625
HTR5A	-2.70716666666667
SCFD1	0.151333333333333
EPHB3	1.908375
ROPN1L	0.899333333333333
RAMP3	-0.4615
TSPYL5	1.16927272727273
GAP43	-2.387
PAPD4	-0.1875
PDE3A	-1.8715
TNFRSF10C	-0.24325
JMJD5	-0.624833333333333
RASGEF1A	2.398
C16orf65	-0.325833333333333
HIPK3	0.612
XYLT2	0.41475
XPOT	-1.4665
GAL3ST1	-2.179
DHCR7	-1.216
AMIGO3	0.028
FGFR4	-2.78383333333333
CRAT	-0.370625
PPP1R14D	-0.1615
TRIM14	-0.5133
TMPRSS11D	0.5925
SLC7A11	-1.19071428571429
OR10H2	0.33075
PPM1E	-1.2402
DOCK4	0.60075
FAM127A	-0.029
ENOPH1	0.412
SLC5A3	-0.2384
ZNF530	-0.0049
NTS	4.347
FRMD4A	0.211625
BCL11B	-3.753
PRM1	-0.0555
UQCC	-0.1661
S100A16	0.4985
PLS3	1.0855
WWOX	0.115071428571429
CCDC23	0.97225
GTSE1	-2.4175
GP2	-0.0875
FLJ32549	0.415625
CHIT1	2.29525
KLF9	-0.930375
RPS24	0.5874
MIA	-2.17325
FIGN	-1.95075
PYROXD1	-0.02
PCSK2	2.409375
MRPL9	-0.63275
RPL24	0.44
C12orf32	-1.093375
HIST1H2BE	0.642
RGS18	2.8395
LFNG	2.54625
RAB4B	0.2704
FBXO25	0.309
TSPAN31	1.28233333333333
ARL8A	-0.212785714285714
C10orf83	0.6488
OR51B6	0.25
CNKSR2	0.57125
C1orf156	1.2595
IBSP	2.4925
GFRA2	0.753
ALKBH7	1.0491
NEK10	0.51575
VN1R3	-0.265666666666667
LOC91948	0.9625
CPZ	-1.1835
IHPK3	2.44066666666667
COL8A1	0.5505
RBPJL	-0.1015
OR10A4	0.489
CASP8AP2	-0.708
MMP12	0.363833333333333
OR8B12	0.1615
CDCA5	-3.4275
LIX1L	-1.36225
PEX11B	1.2595
GABRA1	2.88433333333333
HABP2	-0.149
REEP1	2.132
FBXO15	2.65775
CD68	0.21025
WFDC9	0.204
GHDC	1.10983333333333
SMARCA1	0.99825
SPAST	0.347166666666667
PLXND1	-0.32475
MLCK	-0.8995
INTS5	-1.13733333333333
BSG	-0.686357142857143
PARP8	0.00566666666666669
TEAD4	-1.30833333333333
ZNF498	-0.0355
TMEM89	-0.571166666666667
DTX4	0.409875
TNRC6B	0.9469375
ARMC2	-0.21075
FGFBP1	-3.29566666666667
TIMM8A	-0.756833333333333
AJAP1	-1.7608
ZNF608	-0.42225
SLC25A42	-0.675875
SYP	0.814666666666667
MMP11	3.49483333333333
USP40	0.0827
C3orf62	0.996
MYO1E	-0.1896
LRFN4	-0.90475
XCL1	-0.822833333333333
GPR155	1.632875
VPS29	0.175375
CARHSP1	-0.9945
ARHGAP20	0.312166666666667
GREM2	0.639571428571429
CCDC102B	3.381
ZNF577	-0.00766666666666667
HDDC2	-0.72075
SHC2	1.4923
NCOA5	0.260666666666667
INPPL1	-0.313
CHGB	-3.1254
IHH	-0.197
DDEF2	-0.967833333333333
DIAPH3	-2.34033333333333
BUB3	0.661916666666667
GGH	-0.446
VPS35	0.3075
CNN2	0.355416666666666
ASNA1	-0.60825
WDTC1	0.61
AMAC1	0.6595
HAS3	0.357666666666667
SLC1A6	-1.44433333333333
ZNF563	1.0405
C1S	3.922
TCF7L1	-0.773875
OR10Z1	-0.7345
ME2	-0.6575
C6orf151	-0.220625
KPNA4	-0.1161
GLO1	-0.108625
WDR61	0.0255
CD302	0.82375
SIRT7	-0.953666666666667
C11orf59	0.854
PKIG	0.649
PPIL3	-0.0425
CCDC74B	-0.141375
ZNF528	0.6855
EFNA5	-0.3355
FCGRT	1.746
NOL4	0.7365
CCS	-0.0305
LOC374491	0.0295
MFSD7	3.505
ZNF555	0.4985
LIMS3	-0.39525
TSSC4	0.434833333333333
COL11A2	-1.118
C1orf119	1.41033333333333
BPNT1	-1.079125
CHRNA6	1.855
C1orf173	0.743333333333333
PLD2	-0.01725
ORC1L	-3.58175
SASH1	0.066
CDC14B	-0.10425
RLBP1L1	0.8125
LDLRAP1	-0.414
NAT8B	0.0368333333333333
HHEX	-1.935
LGALS7	0.93075
PLCH1	-1.67725
OR1M1	0.4475
PRAMEF16	-0.372
HECTD1	-0.168
C14orf39	0.257
TLN2	-0.2576
HDAC4	-0.846142857142857
SYCP2L	-2.72625
GLRA1	-0.185
RPS6	0.491
hCG_1757335	0.283
KLHL1	-0.4315
CTNNBIP1	1.009
SCAND2	-0.7982
HMGN2	-0.1124
YAF2	0.307
BRPF1	-1.0355
LIAS	0.06675
CTA-246H3.1	-3.19625
SAG	4.54225
C20orf10	1.32125
HNRNPA2B1	-0.467666666666667
GADD45A	-1.3105
MSH4	0.094
TMEM70	-0.395
HIST1H2AM	0.488125
C19orf26	0.331
C1orf50	0.39625
GNG3	1.77725
FTO	1.40575
CALCB	-0.9495
PPP3R1	-0.611125
C15orf42	-3.0965
CCNJ	0.585
GNAZ	0.706266666666667
PSD	-0.093
FAM57A	-0.934
STIM2	0.519166666666667
DHX8	0.1055
MOGAT3	-0.58475
UBE3B	0.640166666666667
PLAT	1.96616666666667
C6orf206	0.653
COPE	-0.3895
EIF3A	-0.317125
C1QL2	-0.392
IQCE	-0.0510833333333333
KIAA0182	-0.243083333333333
SLC22A7	0.0159
PPFIA2	0.698
ADAMTS15	0.5965
ODZ1	-0.097
THBS4	3.086
ARHGAP1	0.9985
B4GALNT3	-0.424
FCHO1	-2.886
LOC440456	0.026
HOXD10	0.210833333333333
CXCR3	0.778666666666667
CHI3L2	1.018125
SRPX2	2.3985
ZNF132	0.536333333333333
UBAC2	-0.602333333333333
RPL32P3	-0.3995
CBWD6	0.7655
ST6GALNAC4	-1.407
KIAA0391	0.233666666666667
LOC388969	-1.2395
KRTAP5-8	0.307333333333333
ZNF786	0.53
LYVE1	1.95833333333333
GPR144	0.41325
APOH	-5.70775
TSC22D2	-0.2
PLCD1	-0.14675
FLG2	-0.00499999999999989
M-RIP	-1.0036
NDUFV1	-1.142
POLDIP2	-1.18683333333333
RAB3GAP2	0.6695
RPSAP15	-0.8335
CLEC7A	0.771375
HSPA14	-0.746
TAAR5	0.34325
FAM132A	-1.16225
C2orf43	-0.26425
OR10V1	0.4325
SELPLG	0.2015
C1QTNF6	1.10816666666667
OPCML	1.138
DTYMK	-0.5155
ALDH16A1	-0.633875
F13B	-1.0195
MGC16169	0.14175
KIRREL2	1.25883333333333
C14orf32	-0.2
SLAIN2	0.9482
HSD3B2	-0.271
AMMECR1L	-0.1927
LRRC37B	-0.9235
HMG20A	0.204333333333333
C22orf27	-0.2099
FBXL22	0.7895
AP1B1	-0.871833333333333
TNKS1BP1	0.4515
CD74	3.76725
HSPA12B	2.36233333333333
PLSCR1	1.287
SLC35E1	-0.982
FEZ1	-1.569
APOD	2.48725
C16orf44	-0.78575
C1orf166	-0.174
KCTD11	-0.151
NELF	-0.4995
SRP54	-0.293
MGC35361	0.4615
GPR35	-1.8875
NRGN	-1.873125
SIGLEC12	-0.18725
SCN1B	0.31825
IFNW1	0.318
STAR	-4.20675
HLA-DQA2	3.456
RNASEH2B	0.0775
TAAR2	0.284
VAMP5	0.8895
TUBA1C	-1.76892857142857
PIK3R2	-0.337
ARD1A	0.216666666666667
EBF2	0.294666666666667
CAMSAP1L1	0.647
CYP3A43	-0.08525
AKR1B1	-1.74325
KIAA1729	-1.083
KAL1	1.3412
CYBB	0.128375
UXS1	0.42975
LOC338579	0.22525
C11orf45	0.3295
SHB	0.46875
IKZF4	0.908625
NDUFA1	1.162
HSPE1	-1.32775
C1orf215	-0.5965
GPR113	-0.0716666666666667
ZNF573	1.32775
TBX18	1.173
GGTA1	6.93175
PCDHGA8	0.268
RPS6KL1	-0.231125
DPP9	-0.65525
SLC43A2	-0.2855
COPS3	-1.187
PMPCB	-0.307
HYLS1	-1.016
LSM8	-0.633333333333333
PDE6B	1.762625
C10orf118	1.1261
OR1C1	0.548666666666667
ZNF415	1.8175
OR2F1	0.36775
ZDHHC13	1.543
FZD8	-0.3171
TCEA1	0.0622
SUSD4	3.070875
C22orf24	-1.009
TNFRSF14	-0.278
TRIM28	-0.974166666666667
FGF5	-1.957375
CSPG5	-0.0723333333333333
RNF133	0.446
FKBP15	-0.421
BZW2	-1.14625
NSMCE1	0.54875
PTPRN	0.642
TST	-0.102875
POP1	-1.645
RNF24	-0.581666666666667
SFRS4	-0.575375
REPS1	-0.429
CD70	-2.97266666666667
PDXDC1	-0.73525
SRC	0.0511
NTNG1	-2.2808
SETD1B	0.30875
TINP1	0.4079
ZNF606	1.762
SSR1	0.1344375
RGNEF	-0.755333333333333
NFS1	-0.659
CENTB5	-1.03683333333333
CRMP1	-2.071
ADAM18	0.33175
CCDC87	1.75733333333333
LRRC8B	-0.31175
CSNK1G1	-0.305666666666667
MAFB	3.03833333333333
C12orf45	-0.23075
C1orf54	2.51725
DPEP1	-0.512666666666667
FLJ13137	-0.4575
C14orf118	0.883166666666667
ANKRD19	-0.1605
ABCA9	1.9689
TMEM87A	0.7403
BBS5	0.5954
CYP17A1	0.091875
SCG3	-3.7955
ESCO2	-2.377
GFER	0.1435
NRIP2	0.0998333333333333
DDX59	0.5355
RIC8B	0.3668
TNNI1	0.0705
KTELC1	0.84375
GPR85	0.748833333333333
SP3	0.793375
GOSR2	0.0181666666666667
DDX1	0.227
DSCR9	-0.011
KIAA1984	-0.428
FLRT3	-2.29
RNPS1	-1.04121428571429
ZNF772	1.7525
SLC25A10	-1.17566666666667
ADAMTS3	-1.36744444444444
TBC1D7	-1.79675
PCYOX1L	0.52225
LOC339745	1.623375
VPS54	-0.107125
PCDHB12	1.713125
C4orf6	-0.71825
CCL5	0.61625
PEX5	-1.301125
LENG1	0.688166666666667
LOC51336	-2.1195
FLJ25371	0.9505
WDR45L	-0.131666666666667
SPAG8	1.73666666666667
GUCA1C	0.531
LOX	-0.620833333333333
FIZ1	0.435
BAG5	0.08725
BUD13	-0.511333333333333
MGC2752	0.192125
IQSEC3	0.074375
TGFBR3	-1.0745
CASP9	-0.648
PPA2	0.2365
MED24	-0.863125
MAP3K7	-0.702
SRPR	-0.477125
C17orf81	0.33225
RIPPLY1	-1.314
EID2	0.351
AKR1C1	-3.47683333333333
IMMP2L	0.483625
SPSB4	0.341
BAG4	3.180375
ZNF32	1.64566666666667
KLHL34	0.6975
BRD2	-0.450375
IL32	-1.28066666666667
FAM53B	0.462333333333333
SLC7A1	-0.711875
KAAG1	-0.48
CCDC54	0.0478333333333333
PRKCQ	-3.0725
TIRAP	-0.082375
SPSB1	1.22933333333333
USP36	-0.2385
FLJ32569	0.9475
LYZ	-0.94925
TMEM186	-0.567333333333333
TPM2	0.567166666666667
C9orf100	-1.26766666666667
PPP1R11	-0.2436
OLFML3	1.949
ELAVL1	0.06125
DNAJC17	0.1935
ABCA2	-0.2345
BNIP3L	-0.019625
ATP10D	2.6765
GALNT8	-0.840833333333333
PRKCH	0.61075
USP12	-0.6835
STXBP1	-1.1431
LSM2	-0.287666666666667
ANKRD30A	6.7705
LAP3	0.08475
C9orf40	-0.707333333333333
KATNAL2	0.312166666666667
RG9MTD2	1.0725
PNPLA7	0.324
IDH1	-0.8955
C1orf57	-0.15575
XRCC5	-0.1073
TBRG4	-1.684375
DCDC5	2.4885
POU5F1	-4.74875
RAB1A	0.636928571428571
KRTAP15-1	0.4135
INHA	0.752666666666667
WDR90	-1.6075
MLL2	0.720333333333333
FAM104B	1.69225
SF3B14	0.02775
STX1B	0.048
SNX12	1.1045
KMO	0.3325
FAM100B	-0.193
CDRT15	0.022
RAB9A	0.1245
RUFY3	0.393375
UBE2U	-0.2805
NFKB1	1.0409
FBXO38	0.981375
VRK3	-0.74075
TUBB8	-1.449
IFNA6	0.576
AYTL1	-0.246666666666667
RBP3	-0.0335714285714286
MUC13	-1.9655
C8orf30A	-0.364
MFAP1	0.286
NHLH1	0.22875
CXorf34	-0.161
SP8	-5.2075
RNF151	-0.0881666666666667
TDRD7	0.6535
KCND2	6.1955
FKBP9L	0.326666666666667
C17orf44	2.12275
TIMM17B	0.212
WIPF1	-0.0288
SNX15	-0.4887
IGF2R	-0.7045
SBSN	-1.368
RBM15B	-0.2925
AGBL5	-0.228833333333333
APEX2	0.47775
C17orf39	-1.46325
UBE3A	0.4066
SPANXC	-2.5695
TGFB1I1	0.2975
RBM13	-0.66625
TOP2B	0.639
NPVF	-0.1355
RIMS4	1.111
RAD54L2	-0.108
RSPO3	3.97683333333333
C2orf47	-0.195
TSPAN4	-0.615083333333333
DNAL1	-0.23825
DKFZp761E198	-1.317
NLE1	-1.0375
TPST1	0.7745
SREBF1	-0.11075
CLEC12B	-0.4185
FUK	0.75925
IL21	-0.8985
LTK	-1.74675
DKKL1	-1.62925
EPAS1	-0.37375
UBTF	-0.0963
HIST2H2AB	-0.0723333333333334
TMPRSS12	0.63475
KIAA0427	1.2205
CYP8B1	-1.39233333333333
FPRL2	3.21725
LOC402573	-0.77375
HSDL2	-0.6035
SEMA6B	-0.377
AKR1A1	0.172642857142857
CLTB	-0.0460833333333333
NXT2	1.715
HSPB7	-1.6895
MLLT11	-0.9805
OLFM3	-0.5505
SEC61B	0.192416666666667
GPR139	0.709
RRP15	0.203125
OR3A2	-0.507
RSL1D1	-0.610125
P2RX7	-1.18833333333333
PSME2	-0.063
ADNP2	0.4615
RBM25	-0.306583333333333
IFITM1	2.16575
POLR2E	-0.94125
ZNF643	-0.749
ZBTB25	-1.25883333333333
SPTBN4	0.353125
FBXO28	-0.277
CLEC10A	0.8045
EPHA8	-0.926375
BEST4	0.53
GAS6	0.889666666666666
TSHR	-0.5795
TMTC1	-1.29277272727273
GSTM2	0.375
ETV1	0.375
ADAM11	-0.857833333333333
ERGIC2	0.482666666666667
ATP6V0E2	-0.170666666666667
HGFAC	-2.30666666666667
CTTNBP2NL	0.40575
FLJ20628	0.5815
MTCH2	0.208
BACH2	0.846833333333333
AUTS2	2.9315
FSD1L	0.3935
RPRM	-2.64533333333333
PPP2R3A	0.5145
BAT2	-1.06525
LPHN2	0.940833333333333
MGC71993	0.515
PPARGC1B	-2.15425
CENPT	-1.173375
RNF123	-0.438166666666667
COL27A1	-0.3037
ZP2	0.439
C2orf21	0.55
CCDC78	-2.07925
MCM8	-1.64583333333333
PHLDB2	1.588875
PLAUR	-0.362125
HDPY-30	0.00325
BMP5	-2.5635
MUM1	-0.090625
FAM62C	-0.677
MID2	2.67
SYT16	-0.4375
ISG20L1	-1.1335
C2orf40	3.7065
SRRM2	-0.419071428571429
FCRL1	0.387125
C1orf90	0.911166666666667
MEP1B	1.0735
PCSK7	-0.9171
PBX2	-0.701
CENTB1	-1.19133333333333
GLT6D1	-0.226
HGS	-0.668166666666667
WDR51B	0.63375
KCNJ8	1.44575
NOL10	-0.222375
EDEM3	0.530875
TCOF1	-1.601
SLC16A1	-1.56033333333333
SF3B3	-0.82675
NUDT21	-0.648375
ZNF235	0.78
KIAA0644	3.11925
ERC1	-0.2311875
NKIRAS2	-0.606333333333333
TRMT5	0.2085
PPP1R7	0.133
C14orf177	-0.773
HTRA4	6.15725
FAM139A	0.0908333333333333
C16orf30	5.225
C10orf32	2.16925
VCX2	-3.16975
MGC27016	-0.148666666666667
LARP5	-0.175333333333333
THNSL2	1.7845
TRADD	0.575333333333333
C1QTNF1	0.3715
C1orf43	-0.0183
AS3MT	0.609
SCARF1	1.2415
PHF23	-0.66525
B3GNT2	1.9505
FNBP1	-0.376
ZNF780A	0.685
MAGEB2	-3.119
FANCG	-1.164
EYA2	2.14616666666667
ZNF471	1.079375
C14orf153	-0.326666666666667
BCL2L14	-0.554
EFS	0.693833333333333
CKAP4	-0.576
ZNF224	0.3168
