Hybridization REF	TCGA-B6-A0WY-01A-11R-A109-07
TRIM74	-1.83
REEP6	1.15375
ATP5G2	0.38925
ERG	0.847125
TMEM42	-0.5075
PARN	-0.0503333333333333
SOD2	-0.3080625
DIRAS1	0.7835
PNPT1	-0.79875
JOSD3	-1.183
hCG_40738	-0.6715
PDE1C	-0.573
SEMA4D	-0.043625
AGPAT1	0.357833333333333
NOSTRIN	0.52325
MAP3K3	-0.4355
MAX	0.625142857142857
CAPS	2.37266666666667
SERPINA12	0.5595
OSBPL8	0.097375
RICS	1.5344
NR4A2	1.0905
PPCS	0.761333333333333
LONP1	-0.99425
SCYL3	0.852
HERC2P2	-2.06883333333333
FIBCD1	-0.928
C15orf41	-0.5735
DMC1	-1.51716666666667
C20orf27	-0.83975
RPS6KA5	-0.1673
FAHD1	-0.319333333333333
SLC12A4	0.87
BRCA1	-1.5505
GBL	-0.10425
SLK	0.174666666666667
NUDT9P1	-0.187
NOXO1	0.912
USP52	-0.81375
BAZ1B	0.201625
SLCO2B1	2.419
BBS12	1.2505
LRGUK	-0.598
TERF2IP	0.67075
COL1A1	5.1025
KIAA0090	0.06725
GRK5	-0.707333333333333
AP1S2	-1.9643
TMEM52	-0.966666666666667
CA11	0.111875
OR4A15	0.263
ACBD3	0.5897
SPAG11B	0.054375
PRDM2	0.7483
FOXP3	0.54775
SMYD3	-0.3941
LOC389199	2.0265
LGI2	0.509
NAPE-PLD	-0.5684
ANKRD6	1.329
WDR45	0.704333333333333
SHROOM1	-0.34475
PSCD3	0.814
PYY	1.4725
KCNC1	0.7305
ARHGEF9	0.2267
OR8J1	0.19575
GPR55	-0.0201666666666667
NS3BP	-2.0645
C10orf22	0.537166666666667
NAT8L	0.19925
DUSP4	-0.0228333333333333
FOXM1	-2.17183333333333
GRAMD2	2.2653
ZBTB48	-0.0693333333333333
BUD31	-0.68
PABPC5	0.581
CCDC41	-0.71375
FBXO11	-0.083
C6orf148	0.009
RFXAP	-1.05575
C6orf15	0.244833333333333
CDK8	-0.682166666666667
C6orf70	0.043125
TESSP2	0.1355
ALG2	0.527
PPP1R3D	1.24875
TPM3	0.424222222222222
SYT13	0.43075
EPB42	-1.088
CETN3	-0.237
PRY	-0.123
NTHL1	0.6365
POLR2B	-0.478
RPS28	0.409
P2RX3	0.35325
LYZL4	0.57125
WBP4	-0.0311
PMM1	-0.888
C11orf79	0.35025
CBLL1	-0.3575
IL1F10	1.594
VAX2	1.026
SETDB1	-0.0728333333333333
LRAP	-0.761
GCLM	-0.213833333333333
CPEB3	1.01275
PPM1A	0.1775625
INTS1	-0.668
CAMTA1	0.914583333333333
SAMSN1	-2.208
LOC158830	-2.15216666666667
GMPPA	0.00562500000000001
AIPL1	-0.02975
IL24	0.24825
BDKRB1	-1.36233333333333
MLF1	1.148
TAF12	-0.523
ID1	-1.978875
THADA	-0.30275
PIK3CB	-0.84275
OR4N5	-0.565
TBC1D17	-0.398166666666667
COX8A	-0.2645
CDCA4	-1.382
C2orf44	-0.274
ZNF534	-1.145
IMMP1L	0.128
NIPSNAP3B	0.031875
FTMT	0.385125
PWP2	-0.4905
MMP15	0.1775
DNAH11	-1.41575
MTMR14	-0.532125
DNAL4	0.78975
IPP	-1.2715
TMEM59	0.53375
C1orf157	0.813
RGS4	1.17066666666667
DDX18	-0.418
SNX6	0.06125
ZNHIT2	0.8915
NCDN	0.0928333333333333
FLJ33534	0.5355
RAG1	-1.497125
OR4D10	0.22
PTPN5	-0.2855
POMT1	0.3165
LRRC8A	0.6476
CYP1A1	-0.07
CAPN1	0.112666666666667
DDHD2	-0.527125
GRIK2	-1.5175
GNRHR	-0.38075
PPBP	0.45775
HTR3A	-1.271375
SLITRK4	-2.19875
ANKRD49	0.301
BTF3	0.1957
SARS	-0.04675
C13orf18	0.368833333333333
CACNB1	0.147857142857143
QKI	0.258045454545455
SETMAR	0.361125
MAN2B1	0.832333333333333
EML3	-0.66375
ACADL	-0.6705
OFD1	-0.3645
DEFB114	0.434
CGA	-2.5892
PEX16	0.382333333333333
LRRC10	-0.384
GNG12	-0.1775
C1orf152	0.276666666666667
CHRM1	0.383
CD53	0.215
DBH	-0.20175
TFAP2B	4.1125
HIST1H2BJ	-0.2205
FAM46D	0.6695
TMEM11	0.62825
C3orf32	-2.69325
PCCB	-0.673
IPO13	-0.007375
C6orf105	-0.12
COMMD5	1.5135
SUV420H1	0.0018
LTBR	0.881
ARHGAP15	-1.174125
HDHD2	0.341
TDRKH	0.0598333333333333
LOC401052	0.3845
PSG4	-1.07525
GNB4	-0.5577
SPATA4	1.47675
SLC9A3	-0.098
OSBP	0.249833333333333
NBPF3	-1.06958333333333
DOCK11	-1.9435
SLC39A5	-1.681
PRR5	1.4432
C10orf63	0.319375
SMTNL2	-1.98375
ADRA1A	-0.183
ASAH1	1.8374
DOM3Z	-0.1765
GIPR	1.18033333333333
AHI1	-0.794916666666667
NADSYN1	0.591
RGS14	-0.4525
IL18BP	1.3875
RTN4RL1	1.82925
ARMC6	-0.3015
PSMD5	-0.3035
HK3	0.9301
OR4S1	2.489
RSU1	1.1908
MAD2L1	-3.35866666666667
EIF4A3	-0.31025
DLEC1	-1.03466666666667
E4F1	0.0725
CHMP2B	0.3542
CAMSAP1	-0.1815
RPS21	-0.237833333333333
ARID5A	1.023
UBE2N	0.1702
IGSF8	0.577833333333333
MAGEB6	-1.0375
ACAD11	-1.3853
MGC4172	-0.5715
LMO4	0.2455
KLKB1	-0.1315
HP	-0.56
HDAC3	-0.14375
SCHIP1	1.1195
CLCA1	-0.0925
OLFML2A	1.62525
C1orf112	-1.6935
KIF19	0.916833333333333
HAPLN4	0.4076
CXCR7	1.5145
GOT2	0.2375
RAB38	-1.868
DCX	4.05975
PPM1H	0.307916666666667
NFYC	0.891583333333333
KIN	0.051
ZNF228	0.6945
PLSCR4	2.674
HIG2	-0.75375
FAM79B	4.398
C21orf86	-0.7433
KCNK10	0.382
ZNF738	-1.309875
FSTL5	-0.539166666666667
OR6A2	0.653
OTOA	0.609
EXOC1	0.020625
AHRR	-2.527875
PDAP1	-1.84775
C19orf6	-0.32125
ZAN	0.523
LY6G6E	-0.0635
EIF4E2	-0.03875
C20orf198	0.31375
ZNF324	0.20125
CYP3A5	-3.70383333333333
ENTPD7	1.22283333333333
MBOAT5	0.275
GJB5	2.33275
TTC13	-0.485
S100Z	-1.252
KIAA0664	-0.794
PDGFRB	2.53258333333333
IL17D	-1.035
OR56B4	0.199
RDX	-1.87116666666667
SLC34A3	1.634
IL28B	0.684
JUND	1.032
CHRNB1	0.266125
CAMK2B	2.82875
FETUB	-1.95025
CXorf23	0.937
MRTO4	-1.00225
TTC3	0.2939
NDUFB8	0.0375
EDG2	-0.89
SEMA3G	1.1415
IL23A	-1.8165
GRHL1	0.6476
LOC441054	-1.4215
WDR65	0.64025
PSTK	0.24425
STOML3	0.251166666666667
R3HDM2	-0.0508
C5	-2.38125
SLC2A10	0.770333333333333
C3orf22	0.50575
PAQR3	-0.731846153846154
ANKRD26	-0.562
HCRTR1	0.117
LOC399947	-0.1115
PSD2	2.09025
TIGD2	0.152666666666667
SCRN1	-1.7115
COQ10A	-0.48725
DDI2	-0.7325
METTL7B	-0.382666666666667
UCN2	0.82825
FAM92A3	-0.6955
WDR16	0.382
ZNF511	0.148333333333333
ZMYM5	0.3275
POLR3G	-1.93075
ZNF586	-0.41475
C1orf49	0.369166666666667
TANK	-0.0265
RCAN1	0.701166666666667
PELI3	1.07233333333333
LIMD2	-0.3545
TMEM189	-0.134
NTN4	1.147
LOC151300	0.014
CLEC2A	-1.3445
GPR135	-0.188625
DPYSL4	-1.7731
JAK2	0.250333333333333
TSHZ1	0.3585
TM9SF4	-0.10475
ZNF264	0.058
SIRPG	1.7155
BICD1	0.65
HERC6	3.83366666666667
METTL5	-0.7385
CASP1	1.9515
PRRT1	0.0853333333333333
PLA2G4C	1.82516666666667
ICA1L	-0.0824285714285714
TPTE2	0.458666666666667
OTUD7A	1.67033333333333
AQP11	-0.88525
APOA2	-4.0518
KALRN	0.1122
SECTM1	0.28575
IFNAR1	0.2285
TALDO1	0.380875
RAB11FIP4	0.441416666666667
EIF5A	-0.944
FAM49A	2.18975
NEGR1	-0.306833333333333
YTHDC2	0.430375
EHD2	0.06025
NCF1	2.3941
SCRT2	1.3725
HOXA5	1.76583333333333
NUP133	-0.24125
FGF12	-1.0428125
SLMO2	0.01075
SNTA1	-0.361375
CACNG2	0.273875
GCM1	0.239625
ELF1	0.4925
TLR5	3.0335
TCFL5	-0.99525
RBMY2FP	-1.9365
LOC100125556	0.550875
FAM129B	0.899625
MAP3K7IP1	-0.000624999999999987
NCK2	0.1975
OXA1L	-0.345
FMO9P	0.8825
ZSCAN12	-0.092
PSMD12	-0.308
HSCB	-0.39775
CLDN10	-3.625
MGC13053	-0.30475
HPCAL4	-0.799333333333333
ASZ1	-0.2555
MEX3D	0.73025
NFAT5	0.1096
CSPG4LYP1	-0.276
FBXO3	0.3316
DVL1	-0.713666666666667
CMKLR1	2.36916666666667
TYMS	-3.56425
PEF1	0.88625
ZNF750	0.7145
MCM5	-0.8948
MEGF11	-0.245
KCNK7	0.1165
PTP4A3	0.773
C1QTNF2	-0.940333333333333
OR6S1	0.15
FAM122B	-1.7375
ZNF551	-0.38
HBQ1	-2.399
GEMIN6	0.13
ARSK	0.15975
RBP7	1.97533333333333
CPNE9	0.11475
DSC1	1.7405
LOC730112	-0.945
MAP2K4	0.73725
HS3ST5	-0.991
EPB41L3	-1.13275
TEKT2	1.14925
CDKN2B	0.213083333333333
ZNF480	-0.978
MAP3K6	0.8371
MAP6	2.45616666666667
HN1	-0.0237
OR2L13	0.258333333333333
SLC16A11	0.61675
FAM96A	-0.80625
APOL1	0.4085
C5orf32	0.51325
RTP1	0.0635
RNF175	0.753375
ZBTB41	0.770375
AHCTF1	-0.7744
SAE2	-0.5854
ITGA2	1.66066666666667
MME	1.20383333333333
CCDC14	-1.458
MAST4	1.08121428571429
KRT33B	-0.2915
KCTD2	-0.0158333333333333
WDR26	0.116333333333333
MFI2	0.608125
NR4A3	-0.189875
ARSA	1.211
UNKL	-0.08
SULT6B1	0.228
CCNA2	-3.12733333333333
SOX15	-0.193
PPAPDC1B	-0.453333333333333
C19orf44	0.692
MCAT	1.23408333333333
ARID1B	0.356
OR52N1	-0.1185
C12orf48	-1.84925
MAGI1	-0.12975
NIPA2	-0.24975
GBX2	-2.10725
RSHL3	0.18925
RAVER1	1.113
C15orf17	-0.437
SLC30A2	1.31
ZNF518	-0.1875
PCYT1B	-0.19975
C10orf114	-0.2355
EIF3H	0.70275
SLC25A39	-0.299166666666667
KIF1B	-0.164625
AMOTL2	0.086
C6orf120	0.045875
PSRC1	-1.8015
PLA2G10	3.717875
KIF5C	0.859875
MRPL37	-0.6755
C17orf62	0.223666666666667
C9orf135	-0.891833333333333
DUSP10	0.5533
CLCNKB	-0.0175
PSMA5	-0.2245
C8orf53	0.848
AMPD3	0.948166666666667
PIAS1	-0.14625
ADCYAP1R1	-0.133
GYLTL1B	1.47825
CDH20	-0.5465
FBXO7	0.02725
TMEM134	0.831
FLJ14213	0.182166666666667
ZNF3	-0.38
LRRFIP1	0.289125
CNOT2	0.48975
ABI3	3.14725
ALDH5A1	-0.0579166666666667
HNT	2.4123
SERPINA4	-1.915
TK2	0.794666666666667
STMN1	-2.02444444444444
GUCA2A	0.134166666666667
GALNT10	0.691142857142857
DPP6	0.00699999999999997
C9orf93	0.138625
PRELID2	-1.169125
STK39	0.824625
SFTPA1	-0.6905
CKS2	-1.945
RHO	0.2015
C20orf135	-0.014
XKR3	-2.37
CR1	-0.2265
RPS6KA2	0.950285714285714
C20orf112	0.52025
MRPL22	0.011
C4orf23	0.432833333333333
GADD45B	1.26475
KLHDC1	0.658166666666667
C2orf48	-3.395
ZNF287	1.454
DAAM2	-1.209
DPPA2	-2.81066666666667
TCTN3	0.738333333333333
DNAJB11	0.588875
FPR1	3.30075
DEFB4	0.1565
PTCD2	-0.8272
SMOC2	4.898
CABP7	3.05925
SERPINB11	0.086
MAGEF1	0.87125
NDE1	-0.3285
ITGA10	0.751
FSHB	0.1405
ANXA2	0.68525
HORMAD2	-0.23925
HLCS	0.59575
MCF2L	1.5185
FH	-0.54125
TBC1D24	0.6815
KIAA1505	0.148
LGALS2	-0.61075
CNBD1	0.661
SYNPO2L	-0.65275
PTPN23	-0.0485714285714286
C1orf183	0.0533333333333333
MAGEA8	-2.4765
DGCR8	-1.629375
GSR	-0.31
PAQR7	0.35825
ZNF676	-0.77975
CACNA1C	0.4394
SP7	0.385
PDCD6	-0.012
NRN1L	-1.001
BRI3BP	-0.608166666666667
KIAA1183	1.12825
ASB4	-0.13125
CCL23	-0.0311
OBSL1	-0.35575
SLC12A7	0.206
KIAA0240	1.067375
CD1B	-2.53916666666667
FCGR2A	1.080375
MDC1	-1.4905
HTR1A	0.100333333333333
OCEL1	1.3125
ATP11B	-0.48425
FBXO34	0.524666666666667
PCDH12	4.01283333333333
RPE	-0.47475
C17orf74	-0.0545
CSDC2	1.42266666666667
PET112L	0.09925
TMBIM1	0.644125
P2RXL1	-0.539
TCHP	-0.54075
TRMT1	-0.965666666666667
F2RL2	1.95616666666667
LRRC32	3.33166666666667
IMPG2	0.3215
BGLAP	0.323
LOC493869	-0.175416666666667
MRAS	2.03325
SLC35F5	0.045
CBWD1	0.0725
AXL	-1.154
ATP2C2	2.26375
TELO2	-0.15625
PNPLA3	-3.5505
PCDHB14	2.1425
CD276	0.99
KRT80	-0.065875
DUSP28	-0.178
CSNK1E	-0.237
SRP14	0.703
KCNQ4	-1.3415
KRT72	-0.121333333333333
CCDC117	2.32525
C6orf89	0.0632777777777778
TUBB2B	-0.370166666666667
RTN4IP1	-0.7445
CR1L	-3.24166666666667
CEND1	0.55325
C12orf41	-0.175166666666667
RNF31	0.608
UBN1	0.0696666666666667
C17orf32	0.978
SLC5A7	0.144
GPR92	0.948833333333333
ESAM	2.6391
CTNNA1	0.717333333333333
HRBL	-0.1734
CBX4	-0.40425
TMEM182	-0.1315
SH3TC2	-1.09133333333333
IL10	0.828833333333333
PXMP4	1.124
RNF167	-0.0651
PAK7	4.33333333333333
ETV3	-0.634
ATPIF1	-0.4305
LOC554207	-1.4045
OR8H1	-0.088
WDFY3	0.767875
DPM1	-0.55075
GPSM1	-0.101
WDR92	-0.1731
LRP1	0.719333333333333
ANKH	0.617375
THUMPD3	-1.2255
POLR1B	-0.587
OLFM4	5.04766666666667
RAD9B	0.3675
TSPY2	-3.9215
PAX6	-1.88516666666667
SCG2	-2.685375
SLC17A6	0.4925
FMO3	1.296125
PADI4	0.096125
TUBB4	-0.8451
NLK	-0.124
POU4F3	-0.581
SDF4	-0.29225
ITGBL1	1.748
NETO1	-1.972125
TAP2	0.2595
ABBA-1	0.229416666666667
GNAI1	-0.34275
VPS4B	0.2415
NOPE	-0.2043
GALNT6	2.83866666666667
SESN1	0.586
GBE1	-2.31877777777778
CLASP1	0.2465
RASGEF1B	0.718
ACOT11	-0.051
AFAP1	0.64825
OR2H2	0.3245
DPY19L2P1	-1.10875
DZIP1	-1.1995
SEC22C	-0.325666666666667
GPR161	0.0579166666666667
RNF146	-0.42025
WDR74	-0.324125
GALP	-0.4845
PURA	1.08125
DNPEP	1.88316666666667
RP11-78J21.1	-1.3825
ERBB2	2.300375
FANCM	-0.72125
NEO1	1.25266666666667
DDX3Y	-4.6232
RPS3A	0.190125
MXRA7	0.0873571428571428
LGALS3	-0.365333333333333
GLT8D1	-0.19025
CFL2	-1.60083333333333
UPB1	0.34775
NAP1L5	0.085875
CLDN14	-0.60025
DHX38	-0.4615
BTBD1	-0.252
TARS2	0.00516666666666667
ABCF1	-0.1176
FCF1	-0.7875
LRRC49	0.4285
GUCY1B2	-2.0365
C1orf177	-0.0883333333333333
SMARCA4	0.312642857142857
LRP8	-2.75066666666667
TAGLN3	-0.93925
MRPL14	0.33475
TTRAP	-0.41225
ZDHHC20	0.7975
NFE2L3	-2.179
KIAA1377	0.415125
PALMD	1.0756
TMEM43	-0.08975
TTL	-1.162125
STAT5B	-0.798666666666667
SSB	-0.838125
OR10H5	0.2375
SLC22A13	-0.83
AKAP3	0.436
TIMM23	0.0715
OAS2	3.76225
KIAA0423	0.52675
TRIM11	-0.004
GLIS3	0.669
TMEM50B	0.59
ARHGEF4	-0.087625
DEGS1	-0.907454545454545
TBL1XR1	1.54096666666667
G6PD	-1.496
SP140	0.6631
MUC17	0.145538461538462
NUDC	-0.3436
DNAJC5B	1.11516666666667
SCARA3	-0.914333333333333
CPA3	5.45066666666667
BCAT2	-0.472625
MFN1	-0.1977
NRG3	0.1955
SNX11	0.89825
PLEKHH1	-0.747333333333333
GPR177	0.878
HCFC2	0.28525
TCAP	0.1275
MOCOS	-1.4225
C14orf93	0.1915
PRDM10	-0.1645
SLC16A4	1.30583333333333
SRGAP1	0.202333333333333
VIP	0.26675
DUSP27	0.1255
LILRA1	0.4652
MC2R	0.17
MGC24103	-1.54175
MBTD1	-1.977
FUT11	-0.2005
USP33	-0.1763
C15orf39	0.3005
MAP3K12	0.170375
PAAF1	-0.265
BARHL1	-0.0525
FLJ16165	-0.284
PIWIL2	-2.74275
SYNE1	0.27
CMTM4	0.58875
TSPYL1	0.5448
GUF1	-0.278166666666667
TMEM157	1.335
WDR44	0.2525
HIST1H3C	0.09325
DKFZp666G057	0.02475
RNPEP	-0.053
GAS2L2	0.459166666666667
ADH4	-4.52325
GRPR	1.99266666666667
FBXL17	2.02925
ZBTB10	0.37
Gcom1	0.0492222222222222
HTRA1	2.0586
ZNF585A	-0.0219999999999999
SLC26A2	-0.113142857142857
OTOP3	0.527
WISP1	2.58
ATP2B4	-0.2635
FLJ10769	0.8175
CRAMP1L	-0.501125
CHST12	-0.99175
RAB22A	0.303
TARDBP	-0.327214285714286
STAU1	0.131
CRB3	2.28033333333333
MIG7	-2.24825
CHMP1A	0.326333333333333
ZNF160	-0.67375
B3GALT6	-0.00125000000000001
BARX1	-1.0785
C6orf167	-2.0410625
NXNL1	0.285
DHX29	0.229
HADHB	0.23225
PLXNB2	0.887125
ILDR1	-1.69275
SLC15A3	2.96525
GAS2	-1.37066666666667
C20orf69	-2.26375
NUMB	-0.3455
TNIP1	0.296375
MESP1	-0.8545
PSKH1	0.443
NSFL1C	-0.025375
RHOG	0.32
HEY1	-0.0166666666666667
KNG1	-1.5065
ITGAX	1.13
LIN9	-1.06483333333333
CANT1	0.992625
XRN1	0.117571428571429
CCDC96	1.2893
HEATR6	-1.21366666666667
GNG7	1.4365
RUNX2	0.8013125
SOX1	0.9445
FCRL5	0.2491
ZNF99	0.076375
FAM9A	0.3695
SNX22	1.341
MBNL3	-1.49066666666667
ODC1	-2.5298
ADORA2B	-1.07516666666667
NR2F6	0.7555
ZFYVE16	-0.194555555555556
SYNJ2BP	0.6431
POLE	-1.478125
E2F2	-1.320625
THRA	0.752333333333333
PTGES2	-0.550166666666667
HIP1R	0.431333333333333
TMUB1	-0.729666666666667
ENO3	-2.33075
RSPH10B	0.0565
CXorf39	0.830375
IRGC	-0.144
GPR109B	-0.427
FLJ13305	-0.8345
LCE3A	-0.134
TNFRSF18	-0.920333333333333
DET1	0.261
TRPM3	-0.6685
C16orf79	-1.769
FECH	-0.468666666666667
RAP2A	0.501666666666667
CRIP1	2.85116666666667
AZIN1	0.151375
SLC7A7	3.712
IL10RA	0.4002
TMEM64	-0.243
CDC42EP4	0.8586
C16orf58	-0.2096
ARG2	-2.45625
POU5F1P4	-4.66725
FAM62B	-0.636375
DNAH8	-2.1949
ASH2L	-0.395875
TSLP	-0.2035
CNTNAP5	-0.426833333333333
TMEM16C	-1.242
IFNA14	0.21
SLC1A3	-0.775375
CABYR	0.6725
BCL7B	-0.6974
NUDT13	-1.16716666666667
C13orf28	0.4135
C1orf53	0.7205
ARL6IP4	0.3164
RPL35A	0.7255
EMR3	0.53675
RAB40C	0.233833333333333
SLC41A1	-0.322833333333333
LRCH1	0.21425
LY6G5B	-0.8235
FAM124A	-0.3135
MGC10981	-3.93316666666667
CLIP3	0.827
MAP4K2	-0.834
CHIC1	-0.00750000000000002
SULF1	3.5665
C20orf30	0.109785714285714
PRDM5	-0.297375
ELOVL1	0.04075
C11orf48	-0.147625
SLC39A10	-0.41025
KCNV1	0.018
ACP1	-1.0715
ZMYM2	-0.5915
B3GNT6	-0.00716666666666668
C9orf69	-0.256
C2orf15	1.2295
C20orf166	0.116
HSP90AA6P	-1.5275
EDG7	1.353
NEURL	0.6805
LPL	0.391166666666667
CLEC2D	-0.316571428571429
GRRP1	2.07283333333333
CD8B	-2.1554
HIST1H3D	0.973166666666667
SLC6A12	0.03275
FAM27L	-0.18
CD84	1.172
RASA1	-0.3255
PHKG1	0.1595
MAGEA11	-2.934
IMPA1	-1.0481
NPM3	-0.88925
RARRES1	5.556
SH3BP1	0.276625
B3GNTL1	0.0855
ARPC5L	-0.0988333333333333
KLHL26	0.157
SIM2	-2.250375
GJC1	0.5275
C20orf194	0.23725
EXO1	-2.8335
SLC2A2	-2.417
LOC285074	-0.8535
LRG1	0.9965
KIRREL	0.6365
PIK3R1	2.29114285714286
C4orf34	0.942
MAF	-0.545
ADCY4	3.57166666666667
ZMIZ2	0.2333
SLC46A3	1.93966666666667
STAMBP	-0.222166666666667
CCDC16	0.2945
MS4A12	0.865
TCF20	-0.52225
LRRC46	1.697
C20orf152	0.7385
MRPS6	-0.41275
ABCB11	0.3535
KCNC2	3.87866666666667
CDH19	-1.7365
C9orf123	-0.339333333333333
SSH3	0.764625
LDLRAD1	-1.21225
CCBE1	-1.7985
ZNF135	1.065375
TAAR1	0.518
WFDC12	-0.2975
CCDC42	-0.0818333333333333
FLJ12529	-0.937
PER1	-0.301333333333333
TIMM50	-0.162166666666667
SMARCAD1	-0.21
FAM26C	0.496
TP53TG3	0.0981666666666667
SH3RF1	1.3724
LMCD1	1.79825
GPR63	-0.323
FLJ21986	-1.74325
AIFM3	-0.4715
MICAL1	-0.157333333333333
BLZF1	0.00150000000000003
IQCA	3.11016666666667
PCDHGC3	0.143
SAC	0.15175
BCL6B	2.446
DDO	0.22575
MARCO	1.4575
DCHS1	1.50883333333333
C1orf170	-0.251833333333333
CD200R1	1.19016666666667
C22orf15	-0.5285
SEPT11	-0.0253333333333333
ADNP	0.115
UST	0.5352
C13orf34	-0.838166666666667
RFFL	0.677285714285714
APBA3	-0.25
C2orf60	-0.61225
CUTL1	0.0348
PMS1	-1.01975
ZNF689	2.2015
EIF3E	-0.393333333333333
IL9	-0.242833333333333
RPL31	-0.133
LY9	-0.0145
ATP2B3	-0.6545
KDELR2	-0.315458333333333
TFCP2	0.17925
NLRP12	-0.589375
FLJ45422	0.13825
TLE4	-0.2352
ZNF570	-0.042
FLJ43806	-0.9185
TLK2	-0.4815
CIR	0.44625
MARS2	-0.478
COL24A1	-0.9725
SDF2L1	-0.281
HIBADH	-0.977166666666667
IGFBP3	-2.02364285714286
C12orf23	0.350625
PSPC1	0.148
C20orf43	0.40275
TRAV20	-0.356
ARHGAP24	0.4565
KIAA1975	0.4995
C1QA	3.7744
DNTT	-4.0435
C10orf6	-0.553416666666667
C11orf41	0.814125
HNRPF	0.136875
COL11A1	4.42533333333333
UBAP2	-0.310333333333333
CDKN2AIPNL	-1.539
C20orf174	2.87375
SPRED2	0.06375
PLA2G12A	-0.126166666666667
ICEBERG	-0.738333333333333
SCN10A	-0.2265
C11orf65	0.12675
GBP5	4.63625
PITPNC1	-1.262
POU3F3	2.2525
NCOA7	0.28925
LIN7C	-0.3876
LOC348840	-2.557
NKX2-2	-3.71175
ANKRD13D	0.064125
LOC123688	0.846
FUT2	0.716833333333333
TAAR8	0.338
FZD4	-0.223166666666667
PNMA3	-0.346333333333333
OR4L1	0.365
WIT1	-3.394
EXOC3L	2.545
ATPBD4	-0.3814
KRBA1	-0.482
UBXD6	-0.42075
HOXB7	0.359928571428571
C7orf23	-1.1335
UNQ338	1.52
STAB2	0.2315
CDC20B	0.441
IRF9	2.91975
CENTG1	1.17091666666667
TNPO2	-0.9155
MCPH1	-0.111125
BMS1P5	-1.59175
SLC26A7	0.577
HIST1H3J	0.6615
C9orf3	0.6789
LBH	1.986125
MYO1D	0.77375
PTDSS2	0.063
NFU1	0.32
DEPDC4	-0.519
WNT7B	0.1727
GLP2R	-0.134166666666667
SETD4	-0.2931
DYNLT3	-0.5951
FKBP11	-0.754333333333333
SESTD1	0.194666666666667
FLII	0.124
RPS16	0.3185
CHPF	0.305833333333333
CSNK2A1	-0.022
SUMO1P1	-0.175
FKBP6	-1.5685
ZNF214	0.710166666666667
TWIST1	1.04083333333333
DDX56	-0.977166666666667
TRAM1L1	1.1583
EPO	-2.23716666666667
MRPS18B	-0.111
ZNF682	-0.448
RPL14	-0.434333333333333
MAFF	-0.3475
LOC51136	-1.0485
LY96	0.68975
DDX20	-0.5965
ABTB1	0.794166666666667
ARL5A	0.0316
CCT6A	-1.6155
HEPACAM	-0.207666666666667
EHHADH	-0.509
RBAK	0.0221666666666667
CGB1	3.689
ITGB5	0.5638
YIPF3	0.4955
FKBP2	0.1475
NR1D1	0.9976
TMEM110	0.291
NEK2	-2.577
PRAMEF8	-2.97125
C20orf52	0.304833333333333
PCDHGA3	0.2645
VWA3B	0.35575
NDUFA5	-0.264625
THAP9	-0.73775
FLVCR2	0.154166666666667
AP1S1	-1.150125
SMAD6	-0.87575
SAV1	0.713625
SAT1	0.91975
ZNF251	0.730625
ADAMTS7	0.5846
RPP38	0.20875
C1orf211	-1.48
YPEL2	0.76445
RBMS1	-0.01075
ZNF445	-0.547166666666667
NRXN2	1.60833333333333
PGBD4	-0.2825
UGT2B28	-2.09175
WBSCR16	-0.8341
NLRC3	0.132875
ASTL	0.3675
ST6GALNAC1	-3.0565
ZADH2	-0.681875
MLLT4	0.109166666666667
ARL6	0.170666666666667
MEF2C	0.607
CBFA2T3	0.1655
AFF3	2.17614285714286
COG7	0.206333333333333
MYB	-0.043
PLXNA3	-0.3415
XRCC2	-2.03616666666667
MMS19	-0.492875
ST8SIA5	-1.244625
CHPT1	0.681333333333333
KIAA1712	-0.412875
OR6X1	0.7705
ACTR3	-0.4165
UGCG	1.47583333333333
OR4P4	-0.3145
ZAP70	-2.88775
LPP	1.767375
ZNF485	-0.54425
PTPRCAP	0.15425
IL12RB1	0.197
ATRX	-0.2221
CHST8	1.289125
C14orf109	-0.30475
ARV1	-0.4475
NMB	-0.895714285714286
COX5A	-0.491
EIF6	0.3075
MPPED2	0.180666666666667
SEMG1	-0.4965
CHRDL1	-0.3615
TRAF3IP2	1.24125
WNK2	-0.174125
LILRA4	2.95566666666667
LAMA2	4.77575
PXT1	0.6675
RLBP1	-2.448
CD300C	0.53325
SLTM	-0.75775
FLJ10404	-0.1855625
APOBEC3D	-1.19666666666667
RENBP	-0.0195
ATXN7L1	0.098375
NID1	0.34175
TUBGCP3	-1.000375
ITIH5	1.23177777777778
CCDC110	2.233
C8A	-2.83
MGC87042	-1.462
HOXC13	1.52175
TFDP2	-0.86375
HCP5	2.14025
POLI	-0.33
UCN	-1.2115
ZNF764	0.110333333333333
C8orf45	0.05975
FHL3	0.2825
SPATA5L1	-0.932
MMRN2	3.61483333333333
NDST1	0.667833333333333
COL20A1	-0.0383333333333333
ZNF248	-0.534833333333333
PELP1	-0.331166666666667
MBL2	-1.70833333333333
RNF41	0.51575
C5orf24	0.695625
THOC5	-0.385
SERINC3	0.718833333333333
RP11-151A6.2	0.301
CDCP2	0.01675
HIST1H2AA	0.615
C11orf75	0.150833333333333
FKBP7	0.3265
DDOST	-0.185
GPNMB	1.14633333333333
TTF2	-1.88166666666667
KCNT1	0.391333333333333
SLC39A14	-0.485625
