Hybridization REF	TCGA-E2-A15S-01A-11R-A115-07
CAMTA1	-0.0225833333333333
SAMSN1	-3.823
LOC158830	-2.34883333333333
GMPPA	-0.037375
AIPL1	0.03675
IL24	0.501083333333333
BDKRB1	-2.31433333333333
MLF1	1.2299
TAF12	0.514
ID1	-3.03525
THADA	-0.31175
PIK3CB	0.91675
OR4N5	-0.128
TBC1D17	-0.0638333333333334
COX8A	0.623
CDCA4	-1.30125
C2orf44	-0.21175
ZNF534	0.19625
IMMP1L	1.009
NIPSNAP3B	0.27225
FTMT	-0.105875
PWP2	-0.705333333333333
MMP15	-1.0927
DNAH11	-1.09275
MTMR14	0.136
DNAL4	1.268
IPP	0.96775
TMEM59	0.690125
C1orf157	0.818
RGS4	0.204666666666667
DDX18	-0.0508333333333333
SNX6	-0.64375
ZNHIT2	0.838666666666667
NCDN	0.929666666666667
FLJ33534	-0.00875000000000001
RAG1	-3.064875
OR4D10	0.5285
PTPN5	0.707833333333333
POMT1	0.71575
LRRC8A	-0.4819
CYP1A1	0.17975
CAPN1	0.293666666666667
DDHD2	0.462625
GRIK2	-0.39
GNRHR	-0.16475
PPBP	0.7305
HTR3A	-0.644625
SLITRK4	-2.061
ANKRD49	-0.6215
BTF3	0.0693
SARS	-0.8255
C13orf18	0.339666666666667
CACNB1	-0.224928571428572
QKI	-0.888863636363637
SETMAR	0.5045
MAN2B1	-0.4175
EML3	-0.0035
ACADL	-0.861833333333333
OFD1	0.432875
DEFB114	-0.45
CGA	1.9883
PEX16	0.0701666666666667
LRRC10	0.1045
GNG12	-2.296
C1orf152	-0.992
CHRM1	0.377
CD53	-1.45675
DBH	-0.59425
TFAP2B	-1.692
HIST1H2BJ	0.433666666666667
FAM46D	-0.0375
TMEM11	-0.1135
C3orf32	-3.1975
PCCB	-1.608625
IPO13	0.485375
C6orf105	-5.33675
COMMD5	1.17
SUV420H1	0.3046
LTBR	0.44175
ARHGAP15	-2.020125
HDHD2	0.65325
TDRKH	0.859
LOC401052	1.376
PSG4	-1.30725
GNB4	-1.1625
SPATA4	1.70725
SLC9A3	-0.732
OSBP	0.4855
NBPF3	0.422
DOCK11	-1.881
SLC39A5	-1.8045
PRR5	0.5058
C10orf63	-0.0505
SMTNL2	-1.46825
ADRA1A	0.44475
ASAH1	0.2101
DOM3Z	0.7135
GIPR	0.3895
AHI1	-0.3285
NADSYN1	0.183333333333333
RGS14	-0.8172
IL18BP	0.0201
RTN4RL1	0.726
ARMC6	-1.32575
PSMD5	0.234166666666667
HK3	1.1566
OR4S1	0.309
RSU1	-0.6234
MAD2L1	-0.812222222222222
EIF4A3	0.91925
DLEC1	-1.01083333333333
E4F1	-0.358166666666667
CHMP2B	0.8277
CAMSAP1	0.98475
RPS21	0.3015
ARID5A	-1.1015
UBE2N	0.4539
IGSF8	1.642
MAGEB6	-1.758
ACAD11	-0.3964
MGC4172	-1.201
LMO4	-0.72875
KLKB1	0.04375
HP	-1.5935
HDAC3	-0.19175
SCHIP1	-1.29475
CLCA1	-0.076
OLFML2A	1.453625
C1orf112	-0.6275
KIF19	0.3465
HAPLN4	0.0307
CXCR7	-2.26083333333333
GOT2	-0.4105
RAB38	-4.07225
DCX	4.90625
PPM1H	1.01916666666667
NFYC	-0.0625833333333333
KIN	0.716
ZNF228	0.82675
PLSCR4	0.434666666666667
HIG2	-0.03425
FAM79B	4.483
C21orf86	-0.6422
KCNK10	0.11575
ZNF738	-1.43675
FSTL5	-1.13333333333333
OR6A2	0.417
OTOA	0.636333333333333
EXOC1	0.3285
AHRR	-2.397875
PDAP1	-1.24441666666667
C19orf6	-0.83475
ZAN	0.186
LY6G6E	0.1685
EIF4E2	-1.26575
C20orf198	1.17975
ZNF324	0.5225
CYP3A5	-0.332166666666667
ENTPD7	1.912
MBOAT5	0.0331666666666667
GJB5	1.7265
TTC13	-0.07475
S100Z	-1.30183333333333
KIAA0664	-1.45666666666667
PDGFRB	1.55175
IL17D	-0.551
OR56B4	-0.153
RDX	-1.92266666666667
SLC34A3	-0.0075
IL28B	0.343
JUND	-0.3755
CHRNB1	-0.6655
CAMK2B	1.94975
FETUB	-1.46525
CXorf23	1.069875
MRTO4	-0.98975
TTC3	1.0005
NDUFB8	0.3275
EDG2	-0.13825
SEMA3G	0.348
IL23A	0.32275
GRHL1	1.3748
LOC441054	-2.162
WDR65	0.593125
PSTK	-0.067
STOML3	0.142833333333333
R3HDM2	0.4077
C5	-2.9585
SLC2A10	0.837666666666667
C3orf22	0.02925
PAQR3	-1.11615384615385
ANKRD26	1.65275
HCRTR1	-0.6445
LOC399947	-0.987
PSD2	-0.03775
TIGD2	-0.519166666666667
SCRN1	-0.053625
COQ10A	2.285
DDI2	0.222
METTL7B	-0.987
UCN2	-0.1305
FAM92A3	1.57175
WDR16	1.20325
ZNF511	-0.7865
ZMYM5	-0.288
POLR3G	-2.598
ZNF586	0.42025
C1orf49	0.527333333333333
TANK	0.518166666666667
RCAN1	-1.909
PELI3	1.677
LIMD2	-0.829916666666667
TMEM189	0.672
NTN4	-1.6455
LOC151300	0.4725
CLEC2A	-2.0805
GPR135	1.494875
DPYSL4	-3.3195
JAK2	-0.915833333333333
TSHZ1	0.982833333333333
TM9SF4	-0.417375
ZNF264	1.88516666666667
SIRPG	0.00499999999999999
BICD1	-1.4765
HERC6	-0.0175
METTL5	-1.233
CASP1	-1.381
PRRT1	-0.0285
PLA2G4C	1.31733333333333
ICA1L	1.355
TPTE2	0.4325
OTUD7A	0.178
AQP11	0.8855
APOA2	-3.7619
KALRN	-0.273
SECTM1	-0.0228333333333333
IFNAR1	-0.017
TALDO1	0.17975
RAB11FIP4	0.05125
EIF5A	-1.8065
FAM49A	0.622
NEGR1	-0.434166666666667
YTHDC2	0.749375
EHD2	-1.266625
NCF1	0.5159
SCRT2	-0.182
HOXA5	-1.0795
NUP133	-0.41075
FGF12	0.0975625
SLMO2	0.584
SNTA1	-0.421375
CACNG2	-0.0785
GCM1	0.687375
ELF1	0.698666666666667
TLR5	2.2545
TCFL5	-0.733083333333334
RBMY2FP	-0.954
LOC100125556	0.56925
FAM129B	0.13425
MAP3K7IP1	0.22975
NCK2	0.119
OXA1L	-1.238
FMO9P	-0.1025
ZSCAN12	1.0585
PSMD12	0.50975
HSCB	1.0515
CLDN10	-3.66675
MGC13053	-0.71025
HPCAL4	-0.0988333333333333
ASZ1	-0.4505
MEX3D	-0.507666666666667
NFAT5	0.5835
CSPG4LYP1	-0.251333333333333
FBXO3	0.9628
DVL1	0.301333333333333
CMKLR1	1.57716666666667
TYMS	-0.802125
PEF1	0.61625
ZNF750	1.50066666666667
MCM5	-1.4281
MEGF11	-0.39025
KCNK7	-0.2155
PTP4A3	-0.427
C1QTNF2	-1.29566666666667
OR6S1	0.2415
FAM122B	-1.0215
ZNF551	0.9045
HBQ1	-2.1315
GEMIN6	0.48625
ARSK	-1.46825
RBP7	3.2675
CPNE9	0.2385
DSC1	1.003
LOC730112	-0.57675
MAP2K4	-0.1945
HS3ST5	-0.8985
EPB41L3	1.80025
TEKT2	1.17125
CDKN2B	-0.787833333333333
ZNF480	-0.02625
MAP3K6	-0.2517
MAP6	3.28483333333333
HN1	0.2234
OR2L13	0.42
SLC16A11	0.757
FAM96A	-0.45825
APOL1	-0.9125
C5orf32	-0.849
RTP1	-0.59
RNF175	-1.547625
ZBTB41	1.51175
AHCTF1	0.5
SAE2	-0.6502
ITGA2	-1.434
MME	-2.38333333333333
CCDC14	-0.7515
MAST4	-0.560928571428571
KRT33B	0.4385
KCTD2	0.3465
WDR26	0.725833333333333
MFI2	0.43
NR4A3	-1.33225
ARSA	0.74
UNKL	-0.371666666666667
SULT6B1	0.301
CCNA2	-1.90433333333333
SOX15	-0.579
PPAPDC1B	1.57366666666667
C19orf44	-0.874
MCAT	0.1165
ARID1B	-0.492375
OR52N1	-0.0955
C12orf48	0.14125
MAGI1	0.713
NIPA2	-0.3605
GBX2	-1.98425
RSHL3	1.7095
RAVER1	-0.428833333333333
C15orf17	-0.0515
SLC30A2	2.25375
ZNF518	1.2325
PCYT1B	-1.82675
C10orf114	0.0815
EIF3H	0.464083333333333
SLC25A39	0.163833333333333
KIF1B	-0.42625
AMOTL2	-1.59925
C6orf120	-0.372
PSRC1	-0.70475
PLA2G10	3.105875
KIF5C	1.372375
MRPL37	-0.8145
C17orf62	0.101166666666667
C9orf135	-1.37216666666667
DUSP10	-0.8979
CLCNKB	-0.076
PSMA5	-1.2855
C8orf53	2.003
AMPD3	1.28366666666667
PIAS1	0.51175
ADCYAP1R1	0.2575
GYLTL1B	0.203
CDH20	-0.212833333333333
FBXO7	0.406
TMEM134	0.0736666666666667
FLJ14213	-0.515333333333333
ZNF3	0.38675
LRRFIP1	-0.762916666666667
CNOT2	0.759666666666667
ABI3	1.3825
ALDH5A1	0.813583333333333
HNT	1.676
SERPINA4	-2.6935
TK2	-0.00283333333333334
STMN1	-0.535555555555556
GUCA2A	0.132833333333333
GALNT10	0.0236428571428572
DPP6	-0.6221
C9orf93	0.63675
PRELID2	-1.918875
STK39	0.498
SFTPA1	-1.56575
CKS2	-0.558888888888889
RHO	0.286
C20orf135	0.14175
XKR3	-2.767
CR1	0.040125
RPS6KA2	0.549214285714286
C20orf112	0.9655
MRPL22	0.11825
C4orf23	0.304333333333333
GADD45B	0.88725
KLHDC1	2.2235
C2orf48	-2.222
ZNF287	1.6265
DAAM2	-0.00125
DPPA2	-3.17083333333333
TCTN3	0.8655
DNAJB11	-0.6755
FPR1	0.66375
DEFB4	0.2555
PTCD2	-0.4803
SMOC2	3.71133333333333
CABP7	0.312
SERPINB11	0.0265
MAGEF1	0.9115
NDE1	-0.611166666666667
ITGA10	0.2115
FSHB	0.2955
ANXA2	-0.4115
HORMAD2	0.04225
HLCS	0.304
MCF2L	1.23233333333333
FH	-0.93275
TBC1D24	0.18675
KIAA1505	0.12525
LGALS2	-2.13475
CNBD1	-0.1435
SYNPO2L	2.3465
PTPN23	0.421428571428571
C1orf183	0.6055
MAGEA8	-3.0155
DGCR8	-0.582125
GSR	-1.60325
PAQR7	0.183
ZNF676	0.9045
CACNA1C	-1.0754
SP7	0.2965
PDCD6	0.656
NRN1L	-0.546
BRI3BP	0.963416666666667
KIAA1183	0.4595
ASB4	0.15825
CCL23	0.3731
OBSL1	-0.384625
SLC12A7	0.363083333333333
KIAA0240	1.482375
CD1B	-2.8115
FCGR2A	0.080625
MDC1	-0.16
HTR1A	0.0218333333333333
OCEL1	0.529
ATP11B	-0.71
FBXO34	0.4585
PCDH12	2.6395
RPE	-0.69425
C17orf74	-0.2475
CSDC2	-0.00433333333333333
PET112L	-0.75075
TMBIM1	-0.299625
P2RXL1	-0.40125
TCHP	-0.6985
TRMT1	-1.44733333333333
F2RL2	0.31525
LRRC32	1.78783333333333
IMPG2	0.309
BGLAP	-0.38125
LOC493869	-3.52758333333333
MRAS	0.69275
SLC35F5	0.43975
CBWD1	0.4865
AXL	-3.355
ATP2C2	3.3615
TELO2	-0.816
PNPLA3	-4.12575
PCDHB14	-1.03825
CD276	-0.06575
KRT80	-0.434625
DUSP28	-0.0435
CSNK1E	0.4135
SRP14	1.4945
KCNQ4	-0.1265
KRT72	0.0798333333333333
CCDC117	1.205
C6orf89	0.636388888888889
TUBB2B	-2.70016666666667
RTN4IP1	-1.6065
CR1L	-4.15833333333333
CEND1	-0.207625
C12orf41	0.1675
RNF31	0.29675
UBN1	0.278
C17orf32	1.229375
SLC5A7	0.1175
GPR92	-0.3535
ESAM	1.6724
CTNNA1	0.299166666666667
HRBL	-0.1525
CBX4	1.62675
TMEM182	-0.91275
SH3TC2	0.163833333333333
IL10	0.3615
PXMP4	-2.5955
RNF167	-0.0293
PAK7	1.11166666666667
ETV3	0.1975
ATPIF1	0.427
LOC554207	-1.7985
OR8H1	0.08525
WDFY3	1.323875
DPM1	0.183
GPSM1	0.164
WDR92	-0.0623
LRP1	-0.756333333333333
ANKH	-1.863875
THUMPD3	-0.419
POLR1B	-0.551
OLFM4	3.08133333333333
RAD9B	0.5375
TSPY2	-3.448
PAX6	-0.709166666666667
SCG2	-2.257125
SLC17A6	0.1615
FMO3	2.042875
PADI4	0.057625
TUBB4	-0.7053
NLK	-0.283
POU4F3	0.3485
SDF4	0.2245
ITGBL1	0.027
NETO1	-2.138125
TAP2	-0.184125
ABBA-1	-0.65175
GNAI1	0.566
VPS4B	1.19375
NOPE	-0.5553
GALNT6	3.01116666666667
SESN1	0.838
GBE1	-2.44633333333333
CLASP1	0.53725
RASGEF1B	0.34
ACOT11	0.134357142857143
AFAP1	1.25125
OR2H2	0.16175
DPY19L2P1	1.1255
DZIP1	-2.8735
SEC22C	0.520916666666667
GPR161	-0.553
RNF146	-0.2085
WDR74	-1.196375
GALP	-0.6625
PURA	1.5265
DNPEP	0.119416666666667
RP11-78J21.1	-0.577
ERBB2	1.67
FANCM	0.0273333333333334
NEO1	0.741833333333333
DDX3Y	-5.0385
RPS3A	-0.54975
MXRA7	-0.223
LGALS3	-1.63766666666667
GLT8D1	0.50275
CFL2	-1.62683333333333
UPB1	1.6315
NAP1L5	-0.95525
CLDN14	-3.1565
DHX38	-1.3415
BTBD1	0.2055
TARS2	0.0965
ABCF1	-0.0548
FCF1	0.213166666666667
LRRC49	1.12575
GUCY1B2	-1.754
C1orf177	-0.339
SMARCA4	-1.313
LRP8	-1.466
TAGLN3	-1.389
MRPL14	1.03925
TTRAP	1.176
ZDHHC20	0.4065
NFE2L3	-3.015
KIAA1377	0.6445
PALMD	0.2434
TMEM43	-0.09125
TTL	-1.671
STAT5B	-0.731
SSB	-0.3785
OR10H5	0.5355
SLC22A13	-0.58375
AKAP3	-0.75325
TIMM23	-0.00900000000000001
OAS2	0.807333333333334
KIAA0423	2.693
TRIM11	0.521166666666667
GLIS3	-0.92775
TMEM50B	0.8925
ARHGEF4	-1.359625
DEGS1	-0.790818181818182
TBL1XR1	1.57056666666667
G6PD	-1.68075
SP140	-1.2057
MUC17	0.2725
NUDC	-1.5388
DNAJC5B	1.97266666666667
SCARA3	-1.62833333333333
CPA3	3.9565
BCAT2	-0.08225
MFN1	-0.6556
NRG3	0.201
SNX11	0.42975
PLEKHH1	-0.0726666666666667
GPR177	-1.9865
HCFC2	0.58375
TCAP	-1.05475
MOCOS	-1.60375
C14orf93	-0.35425
PRDM10	-0.118833333333333
SLC16A4	-0.68475
SRGAP1	1.08516666666667
VIP	0.81775
DUSP27	-0.646
LILRA1	0.2354
MC2R	-0.037
MGC24103	-3.17275
MBTD1	-0.2
FUT11	-0.615666666666667
USP33	1.5314
C15orf39	0.19575
MAP3K12	1.484375
PAAF1	-0.645666666666667
BARHL1	-0.0815
FLJ16165	-0.2975
PIWIL2	-2.952
SYNE1	-0.3385
CMTM4	0.459625
TSPYL1	0.9612
GUF1	0.679
TMEM157	1.8045
WDR44	-0.3595
HIST1H3C	0.128
DKFZp666G057	-0.0505
RNPEP	0.68725
GAS2L2	-0.00200000000000001
ADH4	-5.10375
GRPR	1.3475
FBXL17	-0.5725
ZBTB10	0.882416666666667
Gcom1	0.199666666666667
HTRA1	-0.5231
ZNF585A	1.10433333333333
SLC26A2	0.301785714285714
OTOP3	0.0508333333333333
WISP1	0.672444444444444
ATP2B4	-0.0795
FLJ10769	0.91475
CRAMP1L	0.271375
CHST12	-0.49975
RAB22A	1.07341666666667
TARDBP	-0.385571428571429
STAU1	0.4285
CRB3	1.27083333333333
MIG7	-1.71275
CHMP1A	-0.8265
ZNF160	1.04625
B3GALT6	0.495125
BARX1	-2.2375
C6orf167	-0.1261875
NXNL1	0.07
DHX29	0.163125
HADHB	0.35375
PLXNB2	0.27125
ILDR1	0.07075
SLC15A3	0.79325
GAS2	-4.832
C20orf69	0.907
NUMB	-1.22
TNIP1	-0.03325
MESP1	-0.583333333333333
PSKH1	-0.494
NSFL1C	-0.708875
RHOG	-0.41075
HEY1	-0.0958333333333333
KNG1	-2.13375
ITGAX	1.2121
LIN9	-0.4845
CANT1	1.462375
XRN1	0.580214285714286
CCDC96	1.813
HEATR6	-0.137
GNG7	-0.412416666666667
RUNX2	-0.283625
SOX1	-0.455
FCRL5	-0.2809
ZNF99	1.064125
FAM9A	-1.0295
SNX22	0.950333333333333
MBNL3	-2.682
ODC1	-1.8994
ADORA2B	-2.99166666666667
NR2F6	-0.6475
ZFYVE16	0.382777777777778
SYNJ2BP	1.487
POLE	-0.507
E2F2	-0.920875
THRA	0.115333333333333
PTGES2	-0.292833333333333
HIP1R	0.213666666666667
TMUB1	-0.1885
ENO3	-1.91225
RSPH10B	-0.024
CXorf39	0.762375
IRGC	0.517
GPR109B	-0.5075
FLJ13305	1.289
LCE3A	-0.533
TNFRSF18	0.8305
DET1	0.69675
TRPM3	-0.120333333333333
C16orf79	-1.2125
FECH	0.324
RAP2A	-0.491
CRIP1	2.24233333333333
AZIN1	0.625
SLC7A7	1.86175
IL10RA	-0.4393
TMEM64	-3.0455
CDC42EP4	1.1266
C16orf58	-0.0182
ARG2	-3.10925
POU5F1P4	-4.3645
FAM62B	-0.64125
DNAH8	-2.2599
ASH2L	1.057875
TSLP	-3.199
CNTNAP5	-0.3845
TMEM16C	-0.7075
IFNA14	0.076
SLC1A3	-0.805875
CABYR	1.03025
BCL7B	-0.4332
NUDT13	0.0418333333333333
C13orf28	0.4755
C1orf53	-0.232
ARL6IP4	-0.2044
RPL35A	0.1295
EMR3	0.3975
RAB40C	-0.160833333333333
SLC41A1	0.16
LRCH1	0.02
LY6G5B	-0.432
FAM124A	-0.634357142857143
MGC10981	-3.8625
CLIP3	1.2461
MAP4K2	-0.243666666666667
CHIC1	1.016
SULF1	-0.031
C20orf30	-0.784928571428572
PRDM5	-1.034375
ELOVL1	-0.42925
C11orf48	0.30975
SLC39A10	-0.55475
KCNV1	0.72925
ACP1	0.5475
ZMYM2	0.347125
B3GNT6	-0.253333333333333
C9orf69	0.2915
C2orf15	2.494
C20orf166	-0.8905
HSP90AA6P	-0.1735
EDG7	-0.8145
NEURL	2.940125
LPL	1.49783333333333
CLEC2D	1.12321428571429
GRRP1	1.839
CD8B	-3.3385
HIST1H3D	1.0175
SLC6A12	1.406875
FAM27L	0.103
CD84	1.3982
RASA1	0.3275
PHKG1	-0.1615
MAGEA11	-1.592
IMPA1	0.2552
NPM3	-2.0275
RARRES1	2.30325
SH3BP1	-0.142875
B3GNTL1	0.0015
ARPC5L	0.37
KLHL26	-0.25025
SIM2	-0.14475
GJC1	0.212
C20orf194	-0.7
EXO1	-1.066
SLC2A2	-2.54466666666667
LOC285074	1.375
LRG1	-1.69775
KIRREL	-0.513
PIK3R1	0.0781428571428571
C4orf34	1.9015
MAF	-1.94988888888889
ADCY4	3.22683333333333
ZMIZ2	0.432
SLC46A3	1.0945
STAMBP	0.429666666666667
CCDC16	0.34925
MS4A12	0.351
TCF20	0.30175
LRRC46	1.20675
C20orf152	0.7935
MRPS6	-0.656125
ABCB11	0.2855
KCNC2	0.658
CDH19	-2.54483333333333
C9orf123	-0.582833333333333
SSH3	1.16725
LDLRAD1	-1.3105
CCBE1	-0.7835
ZNF135	2.553625
TAAR1	0.3615
WFDC12	0.1815
CCDC42	-0.430666666666667
FLJ12529	0.63175
PER1	-0.739333333333333
TIMM50	-0.842333333333333
SMARCAD1	-0.727833333333333
FAM26C	0.921
TP53TG3	-0.780666666666667
SH3RF1	1.3818
LMCD1	0.636
GPR63	-0.2815
FLJ21986	0.47275
AIFM3	0.63075
MICAL1	-1.122
BLZF1	1.41583333333333
IQCA	-0.647666666666667
PCDHGC3	-0.426
SAC	1.75725
BCL6B	1.54633333333333
DDO	-1.8045
MARCO	2.008
DCHS1	1.05766666666667
C1orf170	1.70583333333333
CD200R1	0.591666666666667
C22orf15	-0.87
SEPT11	-0.552666666666667
ADNP	1.55225
UST	-1.921
C13orf34	-0.147666666666667
RFFL	0.227857142857143
APBA3	-0.6605
C2orf60	-0.14025
CUTL1	0.5306
PMS1	-0.491625
ZNF689	-0.016
EIF3E	0.481333333333333
IL9	-0.204166666666667
RPL31	0.38625
LY9	0.577666666666667
ATP2B3	0.04
KDELR2	-1.213625
TFCP2	0.371375
NLRP12	-0.7465
FLJ45422	0.71825
TLE4	0.0591
ZNF570	0.0255
FLJ43806	-1.034
TLK2	0.78225
CIR	0.77925
MARS2	0.37
COL24A1	2.37025
SDF2L1	0.1675
HIBADH	-1.31033333333333
IGFBP3	-2.97964285714286
C12orf23	0.505375
PSPC1	0.049
C20orf43	0.33375
TRAV20	0.395
ARHGAP24	0.085875
KIAA1975	0.506625
C1QA	2.5253
DNTT	-4.8135
C10orf6	1.51375
C11orf41	-1.249875
HNRPF	0.409375
COL11A1	-1.06733333333333
UBAP2	1.19183333333333
CDKN2AIPNL	-0.781
C20orf174	2.28275
SPRED2	0.3585
PLA2G12A	0.667666666666667
ICEBERG	-2.23366666666667
SCN10A	-0.1665
C11orf65	-0.5655
GBP5	2.11275
PITPNC1	0.744833333333333
POU3F3	-0.19
NCOA7	-1.03675
LIN7C	0.5399
LOC348840	-0.369
NKX2-2	-3.19075
ANKRD13D	0.183375
LOC123688	-0.11625
FUT2	0.699666666666667
TAAR8	0.626
FZD4	0.501083333333333
PNMA3	-0.257666666666667
OR4L1	0.106
WIT1	-3.34575
EXOC3L	0.7995
ATPBD4	0.2051
KRBA1	0.12475
UBXD6	-1.22375
HOXB7	0.805785714285714
C7orf23	-2.13
UNQ338	-0.36825
STAB2	0.35525
CDC20B	0.0565
IRF9	1.08325
CENTG1	0.240416666666667
TNPO2	-0.5585
MCPH1	-0.31
BMS1P5	0.102
SLC26A7	0.947
HIST1H3J	0.91175
C9orf3	-0.2472
LBH	0.037125
MYO1D	0.81625
PTDSS2	-0.4435
NFU1	0.671
DEPDC4	-0.45075
WNT7B	1.0792
GLP2R	-0.322
SETD4	0.1679
DYNLT3	-0.5436
FKBP11	-1.7005
SESTD1	2.22466666666667
FLII	-0.972
RPS16	-0.9443
CHPF	-0.875833333333333
CSNK2A1	-2.822
SUMO1P1	0.0225
FKBP6	0.628
ZNF214	2.46633333333333
TWIST1	1.53183333333333
DDX56	-0.922166666666667
TRAM1L1	1.3866
EPO	-2.84183333333333
MRPS18B	0.01575
ZNF682	0.857666666666667
RPL14	-0.4075
MAFF	0.27425
LOC51136	-0.2435
LY96	-1.0905
DDX20	-0.10475
ABTB1	0.951166666666667
ARL5A	0.0953
CCT6A	-1.28
HEPACAM	-1.515
EHHADH	-1.55733333333333
RBAK	0.753666666666667
CGB1	0.06775
ITGB5	1.0483
YIPF3	2.114
FKBP2	0.63925
NR1D1	-0.5468
TMEM110	-0.1045
NEK2	-0.422
PRAMEF8	-2.932
C20orf52	0.136833333333333
PCDHGA3	-0.7025
VWA3B	0.244
NDUFA5	0.748875
THAP9	0.68925
FLVCR2	-0.514833333333333
AP1S1	-1.29975
SMAD6	-0.82225
SAV1	0.0552499999999999
SAT1	2.437875
ZNF251	1.709375
ADAMTS7	-0.1703
RPP38	0.255
C1orf211	-1.4435
YPEL2	2.2506
RBMS1	-1.54125
ZNF445	0.089
NRXN2	0.735
PGBD4	0.748
UGT2B28	-1.6945
WBSCR16	-0.6017
NLRC3	-0.12525
ASTL	0.01825
ST6GALNAC1	-1.468
ZADH2	-0.672625
MLLT4	0.423416666666667
ARL6	0.351833333333333
MEF2C	-0.34175
CBFA2T3	0.965
AFF3	2.93378571428571
COG7	0.187833333333333
MYB	0.314666666666667
PLXNA3	0.6325
XRCC2	-1.034
MMS19	-0.07925
ST8SIA5	-1.01125
CHPT1	2.86466666666667
KIAA1712	-0.180625
OR6X1	0.269
ACTR3	-0.447625
UGCG	3.94633333333333
OR4P4	0.5335
ZAP70	-3.31025
LPP	0.60875
ZNF485	0.5335
PTPRCAP	-1.00275
IL12RB1	0.194
ATRX	0.5721
CHST8	-0.431875
C14orf109	-0.66625
ARV1	0.462
NMB	-1.67828571428571
COX5A	-0.447166666666667
EIF6	-0.39575
MPPED2	-0.855333333333333
SEMG1	-1.857
CHRDL1	0.1885
TRAF3IP2	-0.0245
WNK2	-1.02525
LILRA4	0.769
LAMA2	4.49075
PXT1	0.171
RLBP1	-4.093
CD300C	-0.4295
SLTM	0.798375
FLJ10404	-0.5189375
APOBEC3D	-0.975
RENBP	-0.331666666666667
ATXN7L1	-0.375
NID1	0.103
TUBGCP3	-0.7885
ITIH5	1.23655555555556
CCDC110	0.897
C8A	-2.9235
MGC87042	-3.44975
HOXC13	1.8875
TFDP2	-0.72225
HCP5	0.3325
POLI	0.738
UCN	-0.817333333333333
ZNF764	0.4875
C8orf45	-0.88
FHL3	-0.4945
SPATA5L1	-0.03125
MMRN2	3.209
NDST1	0.564833333333333
COL20A1	-0.455833333333333
ZNF248	0.400333333333333
PELP1	-0.837666666666667
MBL2	-2.76533333333333
RNF41	1.145625
C5orf24	1.369625
THOC5	-0.624
SERINC3	0.532333333333333
RP11-151A6.2	-0.858
CDCP2	-0.18325
HIST1H2AA	0.97125
C11orf75	-0.865333333333333
FKBP7	-1.171
DDOST	-1.34925
GPNMB	-0.648166666666667
TTF2	-0.886166666666667
KCNT1	-0.0941666666666667
SLC39A14	-1.53575
NGRN	0.6115
GPR137B	1.276
MECP2	1.355625
PSMA1	0.12525
C16orf73	-5.6365
TMEM60	-0.116666666666667
CSN3	0.961
NOS1	0.350166666666667
RAB7L1	-0.506
YBX2	-2.429
KIAA1166	-0.345875
FUBP3	0.255
ABCG1	1.9315
ACACA	-0.608
ARL11	1.3311
ATOH1	-0.147
ODF1	0.00550000000000001
CREB3L3	-1.58183333333333
TMEM127	1.39842857142857
DSCAML1	1.13125
PLN	1.04733333333333
LYPLA1	1.28791666666667
PRDM9	-1.98525
SASP	-1.98975
PLUNC	-0.1775
INTU	1.21825
HISPPD1	-0.481
LNPEP	-0.11
YARS2	-0.0503333333333333
APCDD1L	-1.961
ZCCHC4	-0.8216
FBXO22	-0.015
TTLL13	0.3455
ZNF669	0.503166666666667
PTGDR	1.578
DDX27	0.38925
KIAA0409	-0.0105
GJB6	0.0345
ASB8	0.79875
PLP2	0.292166666666667
MEPE	0.253
OR10J5	-0.079
KRT222P	2.61
COQ7	-0.0581666666666667
C1orf101	1.44075
RERG	4.1089
CHMP5	0.86225
THAP11	-0.402625
ZNF43	1.33833333333333
ZRANB3	-1.43833333333333
KRT13	-0.252625
MRPL19	-0.902
RBBP9	-0.717625
SPATA17	-0.736
BXDC5	-0.574833333333333
PAFAH1B1	-0.626916666666667
MAGEE1	0.57575
OSTF1	-1.19725
KIAA0323	0.942666666666667
TXNDC13	0.00983333333333333
CNTN4	4.07275
LCE1B	-1.646
UNQ501	0.261
ZNF154	0.6995
C3orf64	-0.166
SYT5	0.3244
PON1	0.2065
FLJ10357	-0.130875
ATP4A	-1.3465
GNPDA1	-0.19
MGAT1	-0.1625
C14orf121	0.45925
SLC35B2	0.12275
MIER3	1.07416666666667
CHEK1	-2.365875
ZNF8	1.13866666666667
TXNDC1	-1.02316666666667
CKB	-2.8028
RTN3	0.431785714285714
FZD2	-0.962166666666667
PART1	-0.069375
PSMB6	-1.15875
PCDHB8	-0.153
PHC3	1.3118
PPP1R8	0.198333333333333
NOVA2	1.566
TNFRSF11B	-5.26725
GOLPH3	-0.072
UBLCP1	0.23
SUHW3	-1.03025
TTLL1	0.9195
OPN4	0.207
OR13G1	-0.298
ZPBP2	0.0726666666666667
HSD17B11	-1.3725
C9orf50	1.548
DHDDS	-0.168785714285714
CTSW	0.3653
NEFM	-2.94333333333333
MRPL28	-1.33825
SYN1	-0.4045
PIGV	0.162166666666667
ZIM2	1.51175
APBB1	1.05783333333333
SND1	-0.94275
C1orf123	0.390333333333333
CHD3	-0.39075
BHLHB8	-0.001
RNASE2	-0.754
BCAP31	0.115625
