Hybridization REF	TCGA-A2-A0YH-01A-11R-A109-07
C12orf51	0.739
LRRC59	-0.736
LY6H	0.15225
WDR22	0.9435
EDEM1	0.0550714285714286
ADH1A	1.2635
PANX2	-0.1016
CYP11B1	0.4095
CDC73	0.58325
GPR172A	0.92325
GSTM3	1.63269230769231
KCNA5	0.407375
SERAC1	1.09233333333333
NFATC2	0.2375
ANAPC5	-0.2789
C15orf24	0.718
NFATC2IP	-0.127666666666667
TNRC6C	0.984333333333333
MGC102966	-1.967
FGD5	1.31366666666667
MED9	-0.206
RAB13	0.386833333333333
C15orf49	0.127
CRYGS	-0.9092
C12orf53	-1.1663
LOC283693	-0.223
COX6B2	-0.24975
PHF14	0.233625
FAM3A	-0.062375
RPL13	-1.4965
PRDX2	-0.8248
FLJ34047	-1.3095
PRMT3	-0.21425
KCTD19	-1.5925
TRIM10	-0.430833333333333
MGC26597	-0.474666666666667
GCNT4	-0.04875
GPRASP1	0.14
CDKN1C	-0.436583333333333
RHBDL2	1.3775
HSPH1	0.502
AQP1	2.597875
COL17A1	-1.3715
GFAP	0.279125
CDC16	0.4875
KIAA1614	0.113
C6orf118	-0.696166666666667
ZSWIM5	-0.9145
FAM83F	2.392
LYNX1	1.8195625
SYNPR	-0.30825
XG	4.016
PRSS16	-1.924375
KIF13B	0.420428571428571
PCDH9	-2.030375
HIST1H2AH	0.905166666666667
RBM18	-0.503
ZNF626	-0.117875
HEXIM2	0.0173333333333333
ITFG1	0.7735
TUBG2	-0.2165
SFRS7	-0.212416666666667
C9orf14	0.1275
EXTL1	0.45325
GBP3	1.18233333333333
WDR5	-0.86425
RARG	0.700333333333333
MYO7A	0.069125
CECR6	0.4125
C13orf3	-1.06675
SFRS18	-1.25775
ACVR1B	0.1465
PSMD1	0.0023
C7orf31	-0.4805
ILVBL	0.61425
IFNGR1	1.836
RNF186	-0.107
NOL9	-0.6895
MAGEL2	0.54375
SLC29A2	0.20675
NHSL1	-1.58375
RBMX	-0.356
PSORS1C2	0.21175
RAD51L3	0.141333333333333
LCN6	0.20825
ORAI2	-0.52
BRUNOL6	-0.4336
OR4K5	-0.22
CDC123	-0.145875
MSLN	-1.74866666666667
WWTR1	-0.1645
ZNF700	-1.202
COBL	-0.69475
PPP1R16B	-0.047625
GAS7	0.0146
MDN1	-0.02075
HAAO	0.238
C9orf68	0.765
TNFAIP2	1.424875
FOXN1	0.528
hCG_2033311	-0.831333333333333
ATP6V0D2	1.8615
RPL41	-0.214
SLC38A1	1.40525
ARHGAP6	-1.66125
ADAD2	-0.683
PHF20L1	0.995375
MCM3AP	1.66383333333333
ST3GAL3	-0.945333333333333
SNX1	1.058
ELF5	3.29225
PARP3	0.190625
RBM8A	-0.037
LINGO4	0.2455
ITGA9	1.11183333333333
ZFR	-0.1275
ACSL6	-0.134875
FLJ20699	0.2306
DAOA	0.38875
FABP4	3.3495
KCNB1	-1.401
CANX	0.2059
SLC25A28	0.671333333333333
ADIPOR2	0.586875
ECHDC2	0.399375
SMA4	1.0455
FRZB	2.7635
PABPC1	1.5045
DMRTB1	0.014375
APOBEC3G	1.87175
CATSPER2	-1.56983333333333
CUEDC1	0.955333333333333
STARD9	-1.765875
CLDN8	0.293125
LOC23117	-0.999772727272727
E2F6	-0.865277777777778
TMEM126B	-0.449833333333333
DPY19L4	1.93025
GIMAP5	3.628
NDUFA9	0.260333333333333
FAM77C	3.7425
CTPS2	1.428
LOC51035	-0.279625
WDSOF1	1.085
EGLN3	0.940375
PITX3	0.116666666666667
OR52E8	0.249
GRM4	0.709
KLK1	-2.8255
GPM6B	-2.189375
RRAGD	0.261333333333333
PAGE5	-2.439
UCHL5	-1.01283333333333
ULK3	-0.0401666666666667
AIM2	3.6135
PNO1	-0.0165
OR2F2	0.0645
GNAT2	-0.073
SIX1	2.8015
ST13	0.181666666666667
ZBTB44	0.821625
TIMP2	0.68775
ZMAT4	-1.6855
GTF2IRD1	0.0156666666666667
ZNF19	0.210166666666667
ZNF714	0.24075
RSC1A1	0.4975
C9orf80	-0.38925
PSMA8	0.2218
TMEM141	0.299
COX4I1	-1.31264285714286
CTAGE1	1.0185
DTWD1	-0.91975
HSD11B1	1.19825
KRT6B	2.307375
ARID4B	0.94975
LHFPL3	0.25825
WWP2	0.0903333333333333
ZNF326	-0.2405
RGPD1	-1.305
CTSH	0.817333333333333
FASTKD1	-1.184125
PAF1	0.9056
TTC9C	0.06625
IFT57	0.3455
PRSS36	0.8565
IL20RB	-1.9895
ZNF592	0.185333333333333
DCTD	0.0682
CFP	0.70425
MFNG	-0.039875
JMJD2B	0.315
ALDH3B1	-0.38925
THSD4	1.97816666666667
KCNJ5	3.52516666666667
LMNA	-0.266333333333333
TBCD	0.544375
ZNF250	0.924833333333333
CASQ2	1.44766666666667
PEG10	-0.797916666666667
PRAME	-3.12546666666667
NP	-0.085625
TRIM59	-0.390333333333333
ZNF12	0.634375
XTP3TPA	0.7315
SIGLEC7	1.3988
PANK4	-0.20525
FAM70A	-0.0856666666666667
SNED1	0.2325
HIP1	0.5294
RAET1E	-1.02666666666667
AMAC1L2	-1.027
AHNAK2	-0.207166666666667
TOE1	-0.6395
RECQL4	-0.13775
SPRYD3	1.00725
DPAGT1	0.18325
MAGED2	3.2087
ANKRD55	0.518
TRPS1	4.619
DOK7	-0.317
TFPI2	-4.08575
GTF2H3	0.088
CYP4F11	0.626375
LHX2	-3.1185
ATG16L1	0.473666666666667
ASB12	1.1765
C1orf116	1.068125
NF2	-0.55535
POM121	-0.4357
PHYHD1	-0.0706
TXNDC17	-0.2625
DKFZp779O175	-0.108
NUP62	0.0939285714285714
MYO18B	0.9215
PRAMEF1	-0.1705
TCBA1	0.348375
TMEM168	0.3135
FJX1	0.585
CLCF1	-1.50575
SEPN1	0.029875
IGSF2	0.93675
NUDCD1	0.9535
TFF3	2.858
NDFIP1	1.00685714285714
CHCHD4	-0.3365
TNR	0.029
CUTA	0.422166666666667
USP44	-4.08425
DPP10	-0.118166666666667
IWS1	-0.479833333333333
PCGF1	0.1715
SULT1C4	0.248
NTF5	-0.65875
PTPN13	0.5815
SSTR5	0.667
SFRP1	4.142875
IDH3B	-0.477625
SUOX	1.632
TMCO5	0.30725
GOLT1B	0.0515
MIB1	0.0283571428571429
PCDHGB1	0.029
SUSD1	0.53175
ICAM5	-3.11183333333333
PAPOLB	0.27375
URM1	-0.2817
TMEM106B	0.454
LRIG2	-0.837
SLC27A5	0.63075
CLIC6	1.538
ZNF420	1.43066666666667
SCN9A	-1.6175
KIAA1909	-0.401
ELMOD1	-1.7425
PRKAG1	1.1215
FAM64A	-2.77688888888889
EEF1G	-0.81825
SMAD5	1.17175
INCENP	-1.59125
WASF2	-1.404
GARS	-0.1026
CDK10	-1.0208
HLX	1.68566666666667
MDM4	0.42175
ZNRF1	-1.48721428571429
HHATL	-2.01266666666667
FAM21C	0.6174
HIST2H3C	-0.20525
PFDN2	0.119625
ZNF200	-0.25625
NDN	-0.2405
HBA2	-2.646
FBLN5	1.53225
PUM1	0.405714285714286
TNNT1	-3.25183333333333
C19orf59	1.71283333333333
HNRPH2	0.645333333333333
RAB7A	1.01833333333333
PMS2	0.340875
BIRC3	-0.0786666666666667
NRSN2	-0.151375
OR52K2	0.479833333333333
SPOCK1	-0.922571428571429
H2AFY	0.70125
RXRB	0.29775
ZNF638	0.245
ANKRD45	1.87875
ACTN4	0.6
FXC1	0.73425
EIF2B5	0.5395
VPS33A	-0.0535
PINK1	0.340125
FAM106A	-0.988
SKIP	0.2720625
GAPDHS	0.0155
MUM1L1	3.018
PSTPIP1	1.19925
CNTNAP1	-1.2104
CYP26A1	0.0535
APOL2	0.9146
TACC2	0.17725
COX7A2L	-0.2575
HSD17B1	0.699
ARRB2	0.529
SLC7A6	-1.2895
HSD17B10	0.10275
RBJ	-1.0515
NUP155	-1.066
MRPL10	-0.544166666666667
CYCS	-1.2385
CCDC46	-0.139833333333333
TECTA	0.2185
GNAL	-0.54275
LPO	-0.202
PEBP4	0.38175
DDX11	-1.3545
C18orf12	0.2645
TAF9B	0.242833333333333
IMP4	-0.2795
RPA4	-1.3055
NDUFS1	-0.48375
UPK1A	0.885
ARRDC2	0.364333333333333
C18orf20	0.1205
AES	-0.0467857142857143
CD2BP2	1.23233333333333
C16orf54	0.534
UGT2B17	-1.3465
FGFR1	1.14259090909091
CEACAM6	4.0743
CHRM5	0.25825
CERK	-0.446625
AP3S2	1.35185714285714
ANKS4B	-0.57325
CLCNKA	0.556333333333333
ZNF208	0.441166666666667
HLA-DRB5	4.8245
CARKL	-0.789
GOT1	-0.5645
CASP6	0.578125
HOXA1	-0.332
RCL1	0.19475
ZNF181	1.01566666666667
RAB40B	0.9615
MRPL38	-0.10375
LRRN2	1.452
C3orf25	0.5425
OR5D14	0.034
OR10AG1	0.3675
BET1L	0.3214
FRY	2.8585
AK3L1	-1.256
CSF3R	2.43083333333333
POLR3K	0.0353333333333333
ATG2B	1.20066666666667
EPS8	1.0715
DARS	-0.7285
C10orf56	0.2585
DAD1	0.284166666666667
RIOK1	-0.308
HERC2	-0.09275
HSD11B2	-0.422666666666667
FAM96B	-0.6575
MGC13057	-1.72075
BSN	0.12675
CAND1	0.322833333333333
HCST	2.27875
ACTR10	0.8495
OR8D4	0.638
NASP	-1.5322
COL9A2	2.20516666666667
LYZL1	1.8435
GPC5	-0.273
TBL3	0.48
CENTD2	0.4383
OR5AP2	0.321
TLR1	3.351
LMO6	0.2
ZIC2	-4.137125
CPNE5	1.46725
ZMYND15	1.10925
FLJ22374	0.00725
CCDC106	0.75425
PARP16	-0.13375
PDIA3	0.78575
C14orf126	0.3705
CECR2	0.5405
SFRS1	-0.600642857142857
FIGLA	0.1975
DCP1A	-0.165166666666667
MGC45800	-1.3057
TEKT1	0.137833333333333
C10orf67	-0.44
CLN5	0.882
NTN2L	-0.14
GLE1L	0.4025
CES2	-0.9597
GNAS	0.160666666666667
DDX53	0.12
TSPAN13	2.809
MRPL52	-0.7145
SPIRE2	-0.705
TAS2R39	0.2815
SCUBE3	1.3855
UCRC	0.7491
CDKL3	-0.1095
KIAA1715	-0.8077
ZNF345	0.643
RTF1	0.4485
DHRS7	1.79025
RIPK4	-1.86266666666667
EXOSC2	-0.9365
MS4A2	4.2015
FGF17	-0.05225
WDR59	-1.27025
EVI2A	0.8555
IL17RC	0.440166666666667
HS3ST1	3.25925
ITGB1BP2	-2.1465
RBPJ	-0.545333333333333
GIMAP1	4.0815
INE1	-0.512833333333333
ALDH18A1	0.35875
TPI1	-0.96825
GATA6	0.11475
CABP1	-0.372833333333333
ZNF484	0.15025
DAPK3	-0.731
GJB1	-2.75216666666667
PIN1	-0.742125
SLC6A15	-3.48483333333333
CNO	-0.22125
RIN2	2.140625
FRRS1	0.044
CYorf15B	-3.860125
DMRT3	0.864625
ATAD1	0.362625
OTUD4	0.285666666666667
ATOH8	-1.61975
ZSCAN16	0.507625
ASCC1	0.35475
OTUD3	0.107625
MGC33212	-0.114333333333333
YME1L1	0.450625
RP11-218C14.6	0.40875
PCBP4	-0.6845
TNFRSF10A	0.45275
CDH10	-1.49433333333333
KL	3.15275
SCP2	0.252666666666667
C9orf119	-0.442625
SON	0.54575
MAFK	-0.1215
SBNO2	0.1915
SLC6A6	0.591666666666667
SC4MOL	-0.3475
FAM35B	0.477375
PPP1R9A	-0.496
PDZRN3	0.62875
CXorf20	0.9875
C6orf126	1.2895
AVEN	-0.24
FLJ21075	-1.3025
C14orf132	-0.373125
PCK2	0.382875
GUCY2C	-0.5055
BARX2	1.52225
PEX11G	1.046
DAO	-0.502166666666667
C10orf49	0.213
EDNRA	3.1365
PPP2R5A	1.9024
DDX39	-0.893166666666667
SERF1A	-0.74025
ASCIZ	-0.1867
FNDC8	-0.33475
PTMS	0.359
PHF7	0.87025
PIP4K2B	0.255625
HHLA2	0.037
BDH2	0.0829
APOBEC2	-0.77575
PENK	0.404333333333333
SMAD9	-0.99475
MT3	-0.022
RGL1	0.319125
ATG10	-0.86075
DLGAP4	0.960666666666667
APPBP2	-0.214357142857143
BACE2	0.463714285714286
LOC339344	0.1435
ZNF395	-0.58975
HIST1H2BL	1.094
ZNF467	0.507375
SLC25A21	-0.88525
PALM2	-0.473
NSUN5C	-0.54725
IL5	-0.2148
CLSTN2	3.81375
ANXA8L2	-0.76875
PTGES	1.047125
GDAP1L1	-2.36266666666667
OPRK1	2.882
WDR20	0.980583333333333
C12orf4	0.553625
NUP88	-0.925125
XRCC6BP1	-0.712333333333333
FCGBP	0.496357142857143
LEMD2	0.563
NOMO1	0.3645
C10orf79	0.244625
ZNF79	0.4973
OCRL	1.1084
HSPA8	0.66375
DIDO1	-0.72275
PLA2R1	1.53925
COG3	0.2071
NGDN	0.27475
CBFA2T2	0.149875
PNOC	2.0705
PRRG1	0.0104166666666667
AGGF1	-0.477642857142857
DPF2	-0.3605
YIPF7	0.4
TRPV5	-0.60975
ZNF322B	0.76675
MED12	0.7515
CARS	0.683833333333333
ABCC11	0.0355
C9orf25	0.055
MYH1	0.887
FRYL	-0.226
AGTRAP	0.36
MMP27	1.1795
ZNF432	0.39475
OR8D1	0.2415
OR13D1	0.63975
VWA1	1.0525
STON1	0.25575
IL5RA	0.255
PERP	-0.3455
C10orf107	-0.810166666666667
TNFSF12	1.9295
FN1	0.42825
MTR	-0.445166666666667
PHLPPL	-0.9255
ZNF425	0.7105
DHFR	-1.70922222222222
PPP1R12A	0.187125
RSPO2	-1.967625
ZNF7	1.26
ZNF583	1.01775
TPMT	0.113
GPR132	1.303
OR2T12	-0.2895
SERTAD2	-0.3533
ATP1A1	0.0599
FRMPD3	0.52825
ZNF672	0.65825
PLXNB3	0.151375
EML5	0.0665
FAIM3	0.9285
UBQLN2	0.41475
SORCS2	1.65125
PRIM2	-0.9885
ACVR2A	0.0423333333333333
YWHAZ	1.73
PGM2L1	0.146375
GNAO1	0.0387142857142857
RPL10	-0.2848
RPS6KA6	1.324
PFKL	-0.639666666666667
SH3D19	-0.1005
AURKB	-1.88266666666667
ZC3H6	0.19175
DISC1	0.4505
FLJ39660	-2.59166666666667
TMEM25	2.9295
OSBPL10	0.30075
CLTCL1	-1.13
ALG6	-0.598
CATSPER4	0.8405
LRTM1	0.2055
RRAD	0.1675
TIPIN	-1.54125
CARD14	1.344875
RBM9	-0.199666666666667
RASSF4	1.55225
SLC25A18	0.554166666666667
C6orf58	-0.24
IGHD	0.2475
PLA2G6	-0.573
TPT1	0.326625
SEC63	0.6794
CCDC113	-0.4417
TDRD10	-0.10225
KIAA1666	-0.585875
TOR1AIP1	0.725416666666667
SYTL4	1.374
SPRR2F	-0.9955
CEBPD	2.87125
SNTG2	-2.01275
C20orf77	0.594083333333333
TAS2R49	-0.104
C6orf173	-1.42883333333333
SVEP1	0.5365
PXN	-0.486571428571428
VIL2	1.71266666666667
C5orf21	-0.431083333333333
DIXDC1	0.357
GANAB	-0.5445
PDSS1	-0.75775
NGFR	-0.64075
ATP8B4	2.23125
BMP8A	-0.8595
CCDC132	0.398083333333333
GNRH1	-2.63
OR10T2	0.54125
PDGFD	2.4035
OR6W1P	0.1865
HARS	-0.653333333333333
KRT77	0.2515
AQP8	-0.04175
ITGB1	0.4764
ZNF254	-0.011
PAX1	0.1935
PSMC4	0.3371
ANKRD22	5.034
PSMD8	0.582
HTR1E	1.00416666666667
SOX10	-2.3604
OR5B2	0.489
RABGEF1	-0.568071428571429
MAP1LC3B	-0.68575
CYB5R4	0.546
AGXT2L1	-2.2495
FLJ41603	1.15316666666667
TRAPPC2	-0.013
FNTB	0.8498
FLJ14107	-0.832333333333333
AURKAIP1	-0.14475
DSE	2.358
NFKBIZ	-0.0318333333333333
OSBPL3	-1.37016666666667
LOC130576	2.35875
SLC39A9	1.62116666666667
LOC137886	1.62375
RHCE	-2.356
ATG7	0.693166666666667
FAM82A	0.381666666666667
FBN3	0.0115
MCFD2	-1.20566666666667
CASP14	0.121
EPS15	0.0616666666666667
SFRS2B	0.31875
C19orf47	0.5295
PLAC9	-0.165
GPR23	-0.374
BTNL3	0.519166666666667
RGS8	0.224
GNS	1.579125
ENO2	-1.35983333333333
CBX1	-0.3356
PEX26	0.148
LRP5	-0.5195
ADAMTSL4	-1.02583333333333
ARR3	-0.135
MAP1A	0.798
CD2	4.65625
NAV2	-1.349375
TMEM69	-0.7025
ATXN7	-0.196166666666667
CHN2	0.0633333333333333
ZNF781	-0.5875
HAS2	-3.0905
KIAA0241	0.178666666666667
BIC	2.046
MOBKL2A	-0.04075
CYP2C9	0.5435
CNOT7	-0.271428571428571
SFRS10	-0.27075
CST11	2.9665
FLJ37543	0.057
NKAP	-0.25075
RUNX1T1	2.939
EAF1	0.4725
IL4I1	3.77525
LRRC61	-0.121666666666667
PSIP1	-0.726083333333333
SPRR4	-0.261
ZFP90	0.114833333333333
AP2B1	-0.574076923076923
SLC30A7	0.29875
C7orf28A	0.992
S100B	-3.52
BMP2	-2.608125
ESR1	3.74341666666667
ZFPL1	0.0845
ARHGAP12	0.506
LRRC19	-0.0845
ZNF767	-0.981166666666667
NACA	-0.4039
OLIG1	-2.3055
PRF1	2.1295
LST1	3.15266666666667
SPATA9	-0.832166666666667
CNFN	0.4105
CDK4	-0.7144
TCF15	-2.27716666666667
PARC	-0.57375
PPM2C	3.3425
LOC283345	0.0455
FAM107B	0.6185
DMXL1	-0.478125
RBM3	0.606125
HTR5A	-1.565
SCFD1	0.625666666666667
EPHB3	1.30525
ROPN1L	0.208833333333333
RAMP3	2.1455
TSPYL5	4.09981818181818
GAP43	-0.6315
PAPD4	-0.267
PDE3A	-1.411
TNFRSF10C	0.651
JMJD5	0.425166666666667
RASGEF1A	-0.4246
C16orf65	0.0778333333333334
HIPK3	-0.0893333333333333
XYLT2	-0.20075
XPOT	-0.5475
GAL3ST1	-1.72975
DHCR7	-0.61625
AMIGO3	0.208166666666667
FGFR4	0.374666666666667
CRAT	0.689875
PPP1R14D	0.7745
TRIM14	1.247
TMPRSS11D	0.1125
SLC7A11	-2.06307142857143
OR10H2	0.25475
PPM1E	-0.8446
DOCK4	0.324125
FAM127A	0.046375
ENOPH1	0.51725
SLC5A3	-0.8534
ZNF530	0.2269
NTS	-6.70075
FRMD4A	0.2225
BCL11B	-2.5205
PRM1	-0.2585
UQCC	-0.0761
S100A16	1.111
PLS3	-0.4025
WWOX	0.0577142857142857
CCDC23	0.19225
GTSE1	-1.593
GP2	4.6825
FLJ32549	0.5055
CHIT1	4.095
KLF9	0.249125
RPS24	-0.4568
MIA	-3.53075
FIGN	-0.639
PYROXD1	0.441625
PCSK2	1.183
MRPL9	-0.0395
RPL24	-1.040625
C12orf32	0.092125
HIST1H2BE	0.95975
RGS18	4.178
LFNG	1.193875
RAB4B	0.8466
FBXO25	0.173333333333333
TSPAN31	1.22116666666667
ARL8A	0.737285714285714
C10orf83	-0.4239
OR51B6	0.025
CNKSR2	-0.08125
C1orf156	1.3655
IBSP	1.4755
GFRA2	-0.2072
ALKBH7	0.1242
NEK10	0.4675
VN1R3	-0.163166666666667
LOC91948	-0.349
CPZ	0.74775
IHPK3	1.023
COL8A1	1.19375
RBPJL	0.2725
OR10A4	0.119
CASP8AP2	-0.78775
MMP12	2.41016666666667
OR8B12	0.311
CDCA5	-1.4285
LIX1L	-0.78325
PEX11B	1.153625
GABRA1	0.175666666666667
HABP2	0.1775
REEP1	0.0203333333333333
FBXO15	0.87625
CD68	2.2495
WFDC9	0.3395
GHDC	0.521166666666667
SMARCA1	0.53225
SPAST	0.355666666666667
PLXND1	1.33775
MLCK	-0.498
INTS5	0.749333333333333
BSG	-1.29907142857143
PARP8	-0.302166666666667
TEAD4	-0.659
ZNF498	-0.428375
TMEM89	-0.372666666666667
DTX4	-0.062625
TNRC6B	0.04825
ARMC2	-0.28725
FGFBP1	-3.06533333333333
TIMM8A	-1.00683333333333
AJAP1	-2.1543
ZNF608	-0.6615
SLC25A42	-0.559125
SYP	0.651833333333333
MMP11	3.24033333333333
USP40	0.4307
C3orf62	0.822166666666667
MYO1E	-0.0543
LRFN4	-1.1565
XCL1	1.26366666666667
GPR155	0.80275
VPS29	-0.080125
CARHSP1	-1.48025
ARHGAP20	0.321666666666667
GREM2	0.509642857142857
CCDC102B	2.32175
ZNF577	0.354666666666667
HDDC2	-0.66125
SHC2	-0.5594
NCOA5	0.700666666666667
INPPL1	-0.681
CHGB	-2.9843
IHH	0.098
DDEF2	-1.47433333333333
DIAPH3	-1.49852380952381
BUB3	-0.17875
GGH	-0.246
VPS35	0.5799
CNN2	0.145083333333333
ASNA1	-0.17325
WDTC1	0.25625
AMAC1	0.6415
HAS3	-0.991833333333333
SLC1A6	-1.31
ZNF563	-0.6755
C1S	4.0085
TCF7L1	1.379625
OR10Z1	-0.0345
ME2	0.22
C6orf151	-1.728125
KPNA4	-0.2287
GLO1	0.178375
WDR61	0.212333333333333
CD302	1.89325
SIRT7	-0.442666666666667
C11orf59	0.7125
PKIG	0.8695
PPIL3	-2.49
CCDC74B	2.575375
ZNF528	0.08425
EFNA5	-0.38
FCGRT	2.55925
NOL4	-0.2702
CCS	-0.45725
LOC374491	-0.44325
MFSD7	2.815
ZNF555	-0.685
LIMS3	-1.604
TSSC4	0.355
COL11A2	-0.8315
C1orf119	1.07166666666667
BPNT1	1.67225
CHRNA6	1.5295
C1orf173	1.3433
PLD2	-0.00899999999999999
ORC1L	-2.8615
SASH1	1.764
CDC14B	-0.93375
RLBP1L1	-1.04675
LDLRAP1	-0.7543
NAT8B	0.6945
HHEX	-1.314
LGALS7	0.49775
PLCH1	1.051625
OR1M1	0.3775
PRAMEF16	-0.0535
HECTD1	-0.0925
C14orf39	-0.105
TLN2	0.7386
HDAC4	-1.87578571428571
SYCP2L	-2.7495
GLRA1	-0.1435
RPS6	-0.172625
hCG_1757335	0.3275
KLHL1	1.661
CTNNBIP1	-0.710166666666667
SCAND2	-0.1047
HMGN2	-0.2616
YAF2	-0.18375
BRPF1	-0.351
LIAS	-1.12575
CTA-246H3.1	1.29525
SAG	4.3695
C20orf10	0.164
HNRNPA2B1	-0.471333333333333
GADD45A	-1.22483333333333
MSH4	0.1345
TMEM70	1.81425
HIST1H2AM	1.08175
C19orf26	0.0956666666666667
C1orf50	-0.192
GNG3	0.23325
FTO	0.07525
CALCB	-0.72
PPP3R1	-0.762
C15orf42	-1.8075
CCNJ	-0.75875
GNAZ	0.491866666666667
PSD	0.224166666666667
FAM57A	-1.45275
STIM2	0.522
DHX8	0.4995
MOGAT3	0.01375
UBE3B	1.06833333333333
PLAT	1.42866666666667
C6orf206	0.9755
COPE	0.0468
EIF3A	0.483
C1QL2	-0.36325
IQCE	0.608583333333333
KIAA0182	-0.982583333333333
SLC22A7	-0.2494
PPFIA2	0.684
ADAMTS15	1.0175
ODZ1	-0.727
THBS4	1.97683333333333
ARHGAP1	0.674875
B4GALNT3	0.0545
FCHO1	-0.212
LOC440456	-0.01925
HOXD10	0.993166666666667
CXCR3	2.46483333333333
CHI3L2	0.531625
SRPX2	1.87425
ZNF132	0.794
UBAC2	0.841833333333333
RPL32P3	-0.406
CBWD6	0.609
ST6GALNAC4	0.1725
KIAA0391	0.635
LOC388969	0.24975
KRTAP5-8	0.2265
ZNF786	0.475
LYVE1	1.75583333333333
GPR144	0.253
APOH	-5.885375
TSC22D2	-0.00983333333333334
PLCD1	-0.55725
FLG2	0.463
M-RIP	0.1976
NDUFV1	-1.097
POLDIP2	0.970833333333333
RAB3GAP2	0.562333333333333
RPSAP15	-0.13725
CLEC7A	2.962875
HSPA14	-0.11675
TAAR5	0.0585
FAM132A	-0.69325
C2orf43	-2.0265
OR10V1	0.276
SELPLG	0.81525
C1QTNF6	0.037
OPCML	-0.0584
DTYMK	-1.062
ALDH16A1	-0.010625
F13B	-1.7325
MGC16169	0.87975
KIRREL2	-2.22833333333333
C14orf32	-0.161833333333333
SLAIN2	0.5373
HSD3B2	0.278
AMMECR1L	-0.0795
LRRC37B	-0.738
HMG20A	-0.325666666666667
C22orf27	0.4098
FBXL22	0.889
AP1B1	0.7115
TNKS1BP1	0.662
CD74	4.825
HSPA12B	1.82366666666667
PLSCR1	2.53816666666667
SLC35E1	0.882
FEZ1	-1.5525
APOD	3.98925
C16orf44	-0.81575
C1orf166	0.4065
KCTD11	0.2465
NELF	-1.2335
SRP54	0.397833333333333
MGC35361	0.243
GPR35	-1.719
NRGN	-1.584375
SIGLEC12	0.3565
SCN1B	0.28925
IFNW1	0.7005
STAR	-4.39325
HLA-DQA2	4.29366666666667
RNASEH2B	-0.107
TAAR2	-0.0405
VAMP5	1.24183333333333
TUBA1C	-0.0652142857142857
PIK3R2	0.06425
ARD1A	-0.299333333333333
EBF2	0.135833333333333
CAMSAP1L1	0.59825
CYP3A43	0.37775
AKR1B1	-0.9425
KIAA1729	0.740125
KAL1	1.3195
CYBB	2.5235
UXS1	-0.43825
LOC338579	0.34075
C11orf45	1.48775
SHB	1.166
IKZF4	-0.095625
NDUFA1	-0.047375
HSPE1	-1.167
C1orf215	0.136
GPR113	-0.0515
ZNF573	-0.114
TBX18	0.7535
GGTA1	5.76425
PCDHGA8	-0.5185
RPS6KL1	0.038
DPP9	-0.258125
SLC43A2	0.77175
COPS3	-0.98175
PMPCB	-0.294833333333333
HYLS1	0.1645
LSM8	-1.33983333333333
PDE6B	2.258375
C10orf118	1.2149
OR1C1	0.365333333333333
ZNF415	0.30825
OR2F1	0.151
ZDHHC13	1.61575
FZD8	-1.461
TCEA1	1.351
SUSD4	4.03975
C22orf24	0.9035
TNFRSF14	0.05325
TRIM28	-0.192
FGF5	-1.60975
CSPG5	-0.417166666666667
RNF133	0.15625
FKBP15	0.79925
BZW2	-0.18625
NSMCE1	0.52175
PTPRN	-0.22875
TST	0.5645
POP1	-0.7345
RNF24	-0.274833333333333
SFRS4	-0.525
REPS1	0.21175
CD70	-1.8525
PDXDC1	0.081375
SRC	0.6332
NTNG1	1.0075
SETD1B	0.79725
TINP1	-0.9474
ZNF606	0.585333333333333
SSR1	-0.4936875
RGNEF	-0.125166666666667
NFS1	0.1415
CENTB5	-1.17725
CRMP1	-0.429333333333333
ADAM18	-0.2235
CCDC87	1.30683333333333
LRRC8B	-0.24975
CSNK1G1	0.612166666666667
MAFB	3.851
C12orf45	-0.9785
C1orf54	1.80925
DPEP1	0.579333333333333
FLJ13137	1.2395
C14orf118	0.454833333333333
ANKRD19	0.385916666666667
ABCA9	0.9209
TMEM87A	0.6298
BBS5	0.3265
CYP17A1	0.002375
SCG3	-3.175
ESCO2	-1.46575
GFER	0.555333333333333
NRIP2	-0.5225
DDX59	0.548
RIC8B	0.2227
TNNI1	0.039
KTELC1	0.142416666666667
GPR85	0.224
SP3	-0.04925
GOSR2	0.259083333333333
DDX1	-0.96625
DSCR9	-1.351
KIAA1984	-1.684375
FLRT3	2.419
RNPS1	0.197571428571429
ZNF772	0.5415
SLC25A10	-0.445
ADAMTS3	-1.0906
TBC1D7	-1.0815
PCYOX1L	-0.65325
LOC339745	1.39175
VPS54	-0.5955
PCDHB12	0.0775
C4orf6	0.24575
CCL5	3.89375
PEX5	0.3495
LENG1	0.8655
LOC51336	-2.019
FLJ25371	-0.294
WDR45L	0.686666666666667
SPAG8	0.321166666666667
GUCA1C	-0.667
LOX	-0.560333333333333
FIZ1	0.4355
BAG5	1.02125
BUD13	-0.008
MGC2752	-0.036875
IQSEC3	0.498875
TGFBR3	-1.63725
CASP9	-0.785875
PPA2	0.633625
MED24	0.1615
MAP3K7	-0.118
SRPR	0.65575
C17orf81	-0.94675
RIPPLY1	-0.33575
EID2	-0.415
AKR1C1	-2.84283333333333
IMMP2L	-0.921625
SPSB4	0.012
BAG4	2.580625
ZNF32	1.43133333333333
KLHL34	1.3135
BRD2	0.707125
