Hybridization REF	TCGA-AN-A0AM-01A-11R-A034-07
PSKH1	-0.282
NSFL1C	0.067
RHOG	0.09475
HEY1	-2.5515
KNG1	-1.410625
ITGAX	1.6569
LIN9	-0.2725
CANT1	0.9625
XRN1	0.103
CCDC96	0.7825
HEATR6	-0.8675
GNG7	0.01725
RUNX2	1.167625
SOX1	0.578
FCRL5	0.7877
ZNF99	-0.807125
FAM9A	0.2115
SNX22	0.905833333333333
MBNL3	-1.8775
ODC1	-0.6968
ADORA2B	-1.35266666666667
NR2F6	0.29375
ZFYVE16	-0.154222222222222
SYNJ2BP	0.9091
POLE	-0.9735
E2F2	-0.358875
THRA	-0.79
PTGES2	-0.702833333333333
HIP1R	0.579833333333333
TMUB1	-1.11683333333333
ENO3	-1.8585
RSPH10B	-0.1515
CXorf39	1.08875
IRGC	0.04475
GPR109B	-0.515
FLJ13305	-0.531
LCE3A	-0.005
TNFRSF18	1.41733333333333
DET1	0.4285
TRPM3	-0.189583333333333
C16orf79	-0.982
FECH	-0.417833333333333
RAP2A	-0.0125
CRIP1	2.41933333333333
AZIN1	-0.588625
SLC7A7	3.3845
IL10RA	0.8753
TMEM64	-1.90175
CDC42EP4	2.4971
C16orf58	0.5096
ARG2	-1.53075
POU5F1P4	-4.41225
FAM62B	-0.617875
DNAH8	-1.8692
ASH2L	-0.796625
TSLP	-4.13333333333333
CNTNAP5	-0.109666666666667
TMEM16C	-0.5675
IFNA14	0.1415
SLC1A3	-0.1415
CABYR	-1.17825
BCL7B	-0.3634
NUDT13	-1.873
C13orf28	0.34325
C1orf53	1.01175
ARL6IP4	2.2625
RPL35A	0.13875
EMR3	0.30425
RAB40C	0.704416666666667
SLC41A1	-0.025
LRCH1	-0.22225
LY6G5B	-0.7355
FAM124A	-0.144214285714286
MGC10981	-3.426
CLIP3	-0.0508
MAP4K2	0.1005
CHIC1	-0.74625
SULF1	4.87583333333333
C20orf30	-0.686357142857143
PRDM5	-0.648875
ELOVL1	0.342
C11orf48	-0.00475
SLC39A10	-0.16025
KCNV1	0.926
ACP1	-0.518166666666667
ZMYM2	-1.026375
B3GNT6	-0.00133333333333334
C9orf69	-0.6175
C2orf15	0.89275
C20orf166	0.041
HSP90AA6P	0.2535
EDG7	0.1105
NEURL	-1.5215
LPL	-1.62733333333333
CLEC2D	-0.484428571428571
GRRP1	1.19383333333333
CD8B	-2.7722
HIST1H3D	-0.183333333333333
SLC6A12	1.907125
FAM27L	0.1565
CD84	1.3176
RASA1	-0.4605
PHKG1	-0.4245
MAGEA11	-0.745
IMPA1	-1.3668
NPM3	-0.90225
RARRES1	5.08225
SH3BP1	0.519875
B3GNTL1	0.33
ARPC5L	-0.1755
KLHL26	-0.46275
SIM2	-0.441375
GJC1	0.794
C20orf194	-0.61025
EXO1	-1.077
SLC2A2	-2.08816666666667
LOC285074	-1.24375
LRG1	0.8115
KIRREL	0.266
PIK3R1	1.97721428571429
C4orf34	0.21225
MAF	-0.629055555555556
ADCY4	2.0945
ZMIZ2	0.4239
SLC46A3	1.33966666666667
STAMBP	-0.0333333333333333
CCDC16	-0.1445
MS4A12	0.37
TCF20	0.06025
LRRC46	0.34725
C20orf152	-0.3785
MRPS6	-0.280625
ABCB11	-0.301
KCNC2	0.379833333333333
CDH19	-2.4995
C9orf123	-0.566333333333333
SSH3	0.483375
LDLRAD1	0.6405
CCBE1	-0.86025
ZNF135	1.501375
TAAR1	0.201
WFDC12	0.273
CCDC42	-0.0211666666666667
FLJ12529	-0.75925
PER1	-1.25633333333333
TIMM50	0.139333333333333
SMARCAD1	-0.838833333333333
FAM26C	0.337
TP53TG3	-1.20116666666667
SH3RF1	0.9522
LMCD1	1.51675
GPR63	-0.1485
FLJ21986	-2.209875
AIFM3	0.99175
MICAL1	-0.605666666666667
BLZF1	0.651666666666667
IQCA	0.544333333333333
PCDHGC3	-0.428
SAC	0.005
BCL6B	1.2965
DDO	0.26275
MARCO	2.99325
DCHS1	0.9095
C1orf170	0.330833333333333
CD200R1	0.3595
C22orf15	-0.2615
SEPT11	0.0521666666666667
ADNP	-0.15725
UST	-0.0919
C13orf34	-0.897
RFFL	0.118285714285714
APBA3	0.1215
C2orf60	-0.54425
CUTL1	-0.5023
PMS1	-1.258625
ZNF689	0.5645
EIF3E	-1.53266666666667
IL9	0.0605
RPL31	-0.349625
LY9	0.2085
ATP2B3	-0.07475
KDELR2	0.993375
TFCP2	0.43525
NLRP12	1.41425
FLJ45422	0.276
TLE4	-0.4095
ZNF570	-0.28
FLJ43806	-0.276
TLK2	-0.195125
CIR	0.9255
MARS2	-0.6095
COL24A1	0.0335
SDF2L1	0.791
HIBADH	-0.9375
IGFBP3	-2.3695
C12orf23	0.587
PSPC1	-0.371
C20orf43	0.196
TRAV20	0.077
ARHGAP24	-0.386375
KIAA1975	0.363375
C1QA	3.6226
DNTT	-3.786
C10orf6	-0.70825
C11orf41	0.204125
HNRPF	-0.1205
COL11A1	7.08383333333333
UBAP2	-0.5545
CDKN2AIPNL	-1.3545
C20orf174	1.87675
SPRED2	0.6415
PLA2G12A	-0.121333333333333
ICEBERG	-1.31033333333333
SCN10A	0.2365
C11orf65	-0.34675
GBP5	6.09075
PITPNC1	-0.181166666666667
POU3F3	1.1315
NCOA7	0.560875
LIN7C	-0.4206
LOC348840	-0.4255
NKX2-2	1.68025
ANKRD13D	0.185125
LOC123688	0.79375
FUT2	0.371333333333333
TAAR8	0.443
FZD4	-0.184916666666667
PNMA3	0.407
OR4L1	0.2115
WIT1	2.32025
EXOC3L	1.01475
ATPBD4	-0.2933
KRBA1	-1.344
UBXD6	0.0745
HOXB7	0.277857142857143
C7orf23	-1.2395
UNQ338	0.36325
STAB2	0.38125
CDC20B	0.2245
IRF9	2.52
CENTG1	2.079
TNPO2	-0.3615
MCPH1	-0.464
BMS1P5	-1.49325
SLC26A7	0.426
HIST1H3J	0.66975
C9orf3	-0.4044
LBH	1.40275
MYO1D	0.311125
PTDSS2	-0.62175
NFU1	0.4915
DEPDC4	-1.314
WNT7B	1.231
GLP2R	-0.213166666666667
SETD4	-0.652
DYNLT3	1.2067
FKBP11	0.9445
SESTD1	-0.232666666666667
FLII	-0.26475
RPS16	0.3609
CHPF	0.6425
CSNK2A1	-0.296833333333333
SUMO1P1	-0.12125
FKBP6	-0.6155
ZNF214	-1.16866666666667
TWIST1	0.218833333333333
DDX56	-0.178833333333333
TRAM1L1	1.1908
EPO	0.993333333333333
MRPS18B	-0.27475
ZNF682	-1.267
RPL14	-0.652166666666667
MAFF	-0.337
LOC51136	0.2725
LY96	0.4415
DDX20	-0.8
ABTB1	0.035
ARL5A	0.242
CCT6A	-1.03375
HEPACAM	-1.25433333333333
EHHADH	-0.838833333333333
RBAK	0.400833333333333
CGB1	0.18625
ITGB5	0.739
YIPF3	0.09675
FKBP2	0.42275
NR1D1	-0.6505
TMEM110	0.6135
NEK2	-0.741833333333333
PRAMEF8	-2.44525
C20orf52	2.59816666666667
PCDHGA3	0.878
VWA3B	0.023
NDUFA5	-0.844
THAP9	-0.65575
FLVCR2	0.324
AP1S1	-1.565125
SMAD6	-1.057
SAV1	0.4405
SAT1	-0.205
ZNF251	0.278875
ADAMTS7	0.2872
RPP38	0.49575
C1orf211	-0.8335
YPEL2	0.91795
RBMS1	-0.5125
ZNF445	-0.2935
NRXN2	0.319333333333333
PGBD4	-0.204875
UGT2B28	-2.552
WBSCR16	-0.8736
NLRC3	0.35625
ASTL	0.455
ST6GALNAC1	-2.5505
ZADH2	-0.88725
MLLT4	-0.244583333333333
ARL6	0.323666666666667
MEF2C	-0.3775
CBFA2T3	-0.117
AFF3	0.336714285714286
COG7	0.497333333333333
MYB	0.329166666666667
PLXNA3	0.0205
XRCC2	-1.61916666666667
MMS19	-0.63075
ST8SIA5	-0.534375
CHPT1	-0.363333333333333
KIAA1712	-1.28675
OR6X1	0.554
ACTR3	0.44075
UGCG	-0.272333333333333
OR4P4	-0.0115
ZAP70	-2.25375
LPP	1.125
ZNF485	0.099
PTPRCAP	0.35375
IL12RB1	0.24625
ATRX	-0.0053
CHST8	3.10875
C14orf109	0.44175
ARV1	1.4235
NMB	0.322285714285714
COX5A	-0.2725
EIF6	1.91625
MPPED2	-0.924666666666667
SEMG1	-0.6415
CHRDL1	-0.6355
TRAF3IP2	1.88175
WNK2	-0.048
LILRA4	0.915833333333333
LAMA2	1.57975
PXT1	-0.553
RLBP1	-2.0905
CD300C	0.85775
SLTM	-0.1825
FLJ10404	0.0311875
APOBEC3D	-0.674833333333333
RENBP	-0.108666666666667
ATXN7L1	-0.516
NID1	-0.39075
TUBGCP3	-0.416625
ITIH5	0.000944444444444442
CCDC110	0.99125
C8A	-2.125
MGC87042	0.2315
HOXC13	0.391
TFDP2	-0.527
HCP5	1.7845
POLI	-0.159
UCN	-0.593166666666667
ZNF764	0.0966666666666667
C8orf45	-0.021
FHL3	-0.46975
SPATA5L1	-0.91775
MMRN2	2.091
NDST1	0.459
COL20A1	0.48
ZNF248	-0.5805
PELP1	-0.555166666666667
MBL2	-1.86283333333333
RNF41	0.864875
C5orf24	0.436125
THOC5	-0.037625
SERINC3	0.517583333333333
RP11-151A6.2	0.8305
CDCP2	0.15025
HIST1H2AA	-0.00799999999999999
C11orf75	1.17033333333333
FKBP7	-0.47
DDOST	0.06575
GPNMB	0.385666666666667
TTF2	-1.2035
KCNT1	0.0778333333333333
SLC39A14	-0.530875
NGRN	1.6741
GPR137B	1.8465
MECP2	-0.8515
PSMA1	-0.27575
C16orf73	-4.117
TMEM60	-0.654333333333333
CSN3	0.431
NOS1	0.371166666666667
RAB7L1	0.0565
YBX2	-1.5345
KIAA1166	0.2015
FUBP3	-0.23
ABCG1	1.699
ACACA	-0.39
ARL11	0.4404
ATOH1	-0.3505
ODF1	0.0551666666666667
CREB3L3	-1.4345
TMEM127	0.922642857142857
DSCAML1	0.27275
PLN	0.262833333333333
LYPLA1	-0.561583333333333
PRDM9	-1.5555
SASP	-0.80275
PLUNC	0.198166666666667
INTU	-0.64725
HISPPD1	-0.0765
LNPEP	0.756666666666667
YARS2	-0.213166666666667
APCDD1L	-0.8575
ZCCHC4	-1.308
FBXO22	-0.448333333333333
TTLL13	0.1575
ZNF669	-0.152833333333333
PTGDR	1.24625
DDX27	-0.0755
KIAA0409	-0.234
GJB6	0.4165
ASB8	0.5855
PLP2	0.169666666666667
MEPE	0.364
OR10J5	-0.068
KRT222P	0.86225
COQ7	0.519
C1orf101	0.18325
RERG	3.2478
CHMP5	0.234875
THAP11	0.0035
ZNF43	-1.10616666666667
ZRANB3	-1.63216666666667
KRT13	-1.3205
MRPL19	-0.46675
RBBP9	-0.487625
SPATA17	0.480375
BXDC5	-0.344333333333333
PAFAH1B1	-0.28625
MAGEE1	0.56825
OSTF1	0.15575
KIAA0323	-0.132
TXNDC13	0.0261666666666667
CNTN4	0.481375
LCE1B	-0.582
UNQ501	0.28325
ZNF154	-0.18025
C3orf64	-0.0405
SYT5	0.2535
PON1	-0.0536666666666667
FLJ10357	-0.358875
ATP4A	-1.2405
GNPDA1	-0.817333333333333
MGAT1	1.53333333333333
C14orf121	-0.0205
SLC35B2	-0.467
MIER3	0.2455
CHEK1	-1.9835
ZNF8	-0.1055
TXNDC1	-0.0521666666666667
CKB	0.1321
RTN3	0.735928571428571
FZD2	-0.423666666666667
PART1	-0.48375
PSMB6	0.4665
PCDHB8	1.749
PHC3	-0.377
PPP1R8	0.0778333333333333
NOVA2	0.784333333333333
TNFRSF11B	-2.972125
GOLPH3	0.644666666666667
UBLCP1	-0.5585
SUHW3	-1.0945
TTLL1	1.0295
OPN4	0.029
OR13G1	-0.213
ZPBP2	0.0341666666666667
HSD17B11	-1.80925
C9orf50	-0.419
DHDDS	0.3445
CTSW	1.3989
NEFM	-1.9915
MRPL28	0.6655
SYN1	0.771666666666667
PIGV	0.132833333333333
ZIM2	-0.77125
APBB1	-0.2705
SND1	-0.3655
C1orf123	0.8475
CHD3	-1.1315
BHLHB8	0.408
RNASE2	0.5615
BCAP31	-0.093125
SLC25A44	0.574333333333333
CHD6	-0.3862
PIB5PA	1.32015384615385
SELS	2.19375
LOC541471	0.253375
FAT2	-0.444
ZNF81	-0.1015
OR4C16	0.4045
FLJ10081	-0.5503
LRRC4	-0.00649999999999999
CS	1.06216666666667
N4BP2	-0.7605
IGFBP7	0.82
ZNF318	-0.0866666666666667
NDNL2	0.7525
ZNF609	0.7335
SIRT4	-0.3185
EXOSC10	-0.83525
ECE2	0.878166666666667
OVGP1	0.833
GTPBP3	-0.492
PACS2	0.2354
C19orf36	-1.317
ARL4C	-0.377875
ATG4B	0.1745
UBQLNL	-0.664
RHOXF2B	-3.472
PLEKHG2	-0.418
GALR1	-0.6695
AQP4	0.3525
HDAC7A	-0.126333333333333
DCUN1D3	0.88375
OR8A1	-0.141
CCRN4L	0.805875
CBR4	-0.119
KIFC1	-1.54533333333333
SLC7A14	-0.728666666666667
LHX5	-0.1325
TRPC7	-0.2675
LPXN	-0.104
SERPINA1	1.049875
RPS13	-0.6592
BPIL3	-0.2185
PRKAA1	-0.89
FADS2	1.9404
ENAH	0.2781875
PRO1768	0.203
APBA2BP	-1.00825
LIPH	1.61783333333333
C3orf33	-0.4965
RCC2	-0.686714285714286
ALDH1A2	-2.5389
RNF103	1.88275
AHCY	-1.00725
ALG12	0.9975
CCL17	0.102
ZNF543	1.04916666666667
ESRRG	-0.0603
CNGA1	0.037
RDH5	0.563166666666667
OTX1	0.3699
PTGFR	-1.571
CDR2	0.597125
SELE	1.7565
NLGN2	-0.747833333333333
EXOSC9	-1.3685
ZNF566	0.187166666666667
KLRC2	-2.7265
GPR12	0.8285
KIAA0196	-0.43425
PDRG1	-0.4615
SSR3	0.149428571428571
MSI1	-0.0905
CST9	0.758
CC2D1A	0.4485
PLAGL1	-0.431555555555555
ZNF778	0.649
RNF2	-0.228875
KLF6	0.487833333333333
THBD	1.18466666666667
tcag7.1314	0.525
NR5A1	-0.130666666666667
ABCD2	-0.40775
DNAJC7	-1.75525
CLEC4C	0.5345
TM2D3	1.16025
CCDC4	-0.559
PLAC2	0.01175
DCD	10.087
FAAH	1.393
POLA1	0.478333333333333
TM7SF2	0.861875
FLJ39822	-1.0575
FLOT2	0.997125
MAP4K1	-0.4065
SRP68	1.214
C21orf74	0.1225
ARPC5	-0.250125
LOC126075	0.516
HECW2	-0.301
ZDHHC4	-0.187
ANKRD42	1.0668
PDE9A	0.179166666666667
ABCA8	-0.81775
NDUFS2	0.55825
UBR5	-1.092
BTBD16	-2.48425
LOC554174	-0.197
ZNF20	0.6145
KIAA1843	0.0705
WDR17	-0.583
C15orf33	-0.5905
RNF113A	0.06725
CAMKK1	-0.7022
CLCN2	0.49775
ANXA6	-0.3805
LOC340069	0.154
EMID1	0.63475
DPM3	-0.137
ELA1	0.3565
SLC25A13	-0.9714
KRT24	-0.10375
SMPD1	0.718333333333333
TH	0.354375
COL6A2	0.709428571428571
ANKS1B	0.854
GPR126	-0.8476
ZC3H12A	-0.0351666666666667
TMEM47	-0.2255
C2orf51	-0.0575
C1orf88	2.19416666666667
HSF2BP	-0.5755
AKAP10	-0.8485
RPAP3	-0.7935
KLHDC8B	-0.044
STOM	0.1114
MUPCDH	0.1865
C10orf72	-0.127875
PLEKHA3	0.273833333333333
TCP11L1	0.0175
CWF19L1	-1.05075
SPEF1	0.663307692307692
YSK4	0.17175
ELN	0.4378
SAMD8	-0.045
MPI	-0.752666666666667
MEPCE	-0.052
ABCC3	-0.0465
NANOGP1	-2.5955
KCNK17	2.299625
HLA-DMB	4.81
RRAGA	0.673
ANGEL1	0.09125
RBM32B	0.2175
CPN1	-2.302
MGC52282	-0.1263
HLA-A	1.88141666666667
OR9G4	0.3195
EDNRB	-2.3075
SCD	0.207642857142857
C14orf80	-0.460833333333333
BAGE2	-0.2475
RABL4	1.91683333333333
RCVRN	-0.05
SHANK1	-0.076
NLRP7	-2.278
CD226	0.94525
STAT3	0.547
SYNJ2	-1.5111
TPCN2	0.270833333333333
WDR36	-0.898666666666667
MBD4	0.19875
ROBO1	-1.0103
ST3GAL6	-2.814
SLAMF8	3.22716666666667
ATN1	0.566333333333333
GPR141	-0.0135
KRT36	0.1365
TPH1	0.3145
DDX52	-0.52775
ZSCAN29	-0.429166666666667
TRPT1	-0.360666666666667
DPEP3	0.3285
DENND4A	-1.088
TSPAN16	0.3535
PTCHD2	0.393
LOC145814	0.0325
CAP1	0.501333333333333
EIF5A2	0.0228
NT5DC3	-1.1075
SEPT9	0.830625
SEZ6L2	0.009125
EGFLAM	2.249
VPS11	0.0085
NDUFB5	-0.647
CIDEA	-0.170666666666667
IER5L	0.035
N6AMT1	-0.43275
FAM83C	-0.0515
OXR1	-0.0246666666666667
IRX1	-0.739
DGKB	-0.236166666666667
GCN5L2	-1.86875
MIR16	0.618375
FBXW9	0.914
WDR4	-1.2465
PDC	0.0285
VPS33B	0.7015
HEXB	-0.134
FLJ32214	0.725
TCEB3	-0.5625
CRLF1	-1.8075
ABI3BP	-1.20825
C8orf22	-3.41575
PYCR1	0.722875
KIAA1706	0.52875
CDK5R2	0.680625
WAS	0.344
C12orf60	-0.979
CCBL2	-0.40025
MADD	-0.15475
C5orf34	-1.66925
WDR42A	0.3995
KLF12	-1.016875
HSPA1A	1.9635
ITM2C	-0.973833333333333
DAPK2	1.51316666666667
LOC442590	-1.5805
SUMF2	-0.47975
CENPA	-1.25807692307692
TMED5	-0.369625
CDH6	-1.2647
BRP44	0.695125
THG1L	0.14125
GABRA2	-2.17425
C14orf166	0.04875
MYL1	-0.821166666666667
TNFSF18	0.6105
PAP2D	-1.30216666666667
PPIB	0.26925
KLHL4	-0.2435
SFN	-0.449
CCDC127	1.9895
FRAP1	-0.29925
GOLGA5	0.627
SDCCAG1	0.222125
MGC21675	-0.335
C10orf95	-1.2865
KIAA1345	-1.56033333333333
C1orf163	-0.097
LACE1	-0.5865
OR10K2	-0.423
CENPN	-1.14616
TMED2	2.1515
UGT1A6	2.5815
ANG	0.30975
U2AF1	-1.03116666666667
CASC2	-0.221333333333333
NMT2	-0.223
OSGEPL1	-0.8935
DFNB31	-1.1785
SLC6A20	0.894625
DKC1	-1.17175
FXYD4	-0.8125
WDR64	0.23125
MGC5590	0.2055
CREBZF	0.1955
DAZ1	-0.15875
PRPSAP1	0.75825
GCHFR	-0.502
TTC7A	0.2455
LOC196993	0.26725
UBD	2.49933333333333
S100A1	0.35925
RPL6	0.274166666666667
DNAJB6	-0.17785
NAGS	0.0972
C2orf58	0.4815
KERA	0.308666666666667
MT1X	-0.2987
UBE2B	1.3047
KEAP1	0.13125
MST1	-3.073125
OMA1	1.3025
ABLIM2	0.40625
BCL2L13	0.193916666666667
JAZF1	0.406333333333333
TMEM63B	0.557
S100A8	5.4574
ARFIP2	0.75975
UROS	0.466
KHDRBS2	-0.2325
POLQ	-1.35425
SOAT1	-0.692
SPAG4	0.13025
MRPS30	-1.326
LOC494141	-0.57575
OR2T11	0.3875
ORAOV1	-0.6025
ZNF184	-0.132333333333333
TCEB3B	-0.278833333333333
ADAM21	0.4955
GDPD1	0.691
SPINLW1	-0.0286666666666667
PRR14	0.182166666666667
KCTD9	-0.2184
NUDT3	0.132
KIAA1822	1.7492
HIST1H4K	0.3095
DFNA5	-2.06825
GABPA	-0.349
C14orf44	-0.437
POLB	0.08825
PTAR1	-1.76025
SEC31A	0.5727
TRIM58	-0.85075
TAS2R14	-0.692
VPS8	-0.073
H1F0	0.322666666666667
PRKCB1	-2.84883333333333
UGT2A1	0.1135
TOR1B	-0.53825
LSS	-0.71725
C2orf19	0.111
HNRNPC	0.283285714285714
TMEM100	-2.388
LOC116349	0.64325
OR51M1	0.3015
CCDC142	-0.80075
ISG15	2.7089375
ZCCHC14	0.05575
CREBL2	0.135
TGDS	-0.5925
DC2	-0.072
CACNA2D3	-1.70478571428571
ZNF429	-1.140375
LYPD6	-1.34933333333333
SUCLG1	0.0855
OR51I1	-1.048
MAGEH1	1.73675
PRPF40A	-0.6
SMR3A	0.836
SPINK2	-0.4525
THAP2	1.422
NPY5R	-0.554875
IRF4	-1.49125
SPESP1	-2.16966666666667
OR10S1	0.201
DTD1	-1.20575
TUBE1	-1.27425
DDX19A	0.032
PDPN	0.162875
TMEM34	-0.2045
MGAM	-0.01875
COL3A1	5.58072222222222
GFM2	-0.3148
OR5A2	0.4085
PSG9	-1.04675
ARHGEF11	0.288
IVNS1ABP	-0.681375
SIGIRR	0.8585
DUSP19	-0.569625
DNAJC14	0.238
ACSS1	-1.421
IL1RAPL2	0.1575
C4orf30	-1.6535
SEPT4	1.281
LANCL3	-1.76125
SPAG17	-0.263
PRDX3	-1.07925
HNF1A	-1.18925
P4HA2	0.46075
RFWD3	-0.575833333333333
MOV10	-0.048
DNAJA5	0.461071428571429
LOC729440	0.26875
LOC200383	0.134875
SMC2	-3.11975
MIXL1	-1.11633333333333
TMEM9	0.5015
FAM86A	1.531
ZNF174	0.7205
MYH14	-0.62225
CCR8	0.511
VPS37C	0.752833333333333
GPATCH1	-0.0225
B3GNT8	1.85
TBX4	-0.271
CNR2	0.215833333333333
PCDH1	0.80675
C5orf29	0.909
OCIAD2	0.837
PLCG2	0.364
KIAA0247	1.304375
HRH3	0.1976
CAPN13	4.691875
CCR1	0.2443
MGC15523	1.07227777777778
UVRAG	-0.495333333333333
DNAJA2	0.0783333333333333
ITGA2B	-0.636166666666667
CLDN5	2.938
PTPRN2	-2.07042857142857
ZNF512	-0.603333333333333
PSAP	0.539642857142857
CCDC140	-0.855
LRRC55	0.38125
CYP26C1	0.4145
C8orf47	0.47675
LYN	0.184
DUSP6	-0.293833333333333
TGFB3	1.93946666666667
ELK1	1.218
PCDH11Y	-0.3885
HGD	1.1205
C17orf58	0.5685
MYO3A	0.2515
SERPINE2	-4.517
AARSD1	-1.055375
C14orf73	-1.31875
ADAM33	-0.12625
ZNF491	-0.2345
MAPK6	-0.567166666666667
TCN1	0.239833333333333
SLC24A6	0.8135
UBE2R2	0.30775
H1FNT	0.48
TATDN2	0.663
LILRB1	1.23375
P2RY5	-0.105
NUCB2	1.07575
C2orf37	0.56475
SNX27	1.54666666666667
MTA3	-0.195625
FOXO4	-0.24225
ID4	-1.62633333333333
SOX5	-2.39383333333333
PXMP3	-0.164625
OR52M1	0.2885
SFT2D3	-0.676375
INA	-2.85616666666667
MCOLN1	0.37775
NFIX	1.0116
CLEC14A	4.26466666666667
HIBCH	0.1655
PLA2G5	1.4255
TIMM10	-0.223333333333333
MED17	-0.0945
COL4A4	0.786
TPP1	0.6375
GJA3	-1.0125
TMPRSS5	-1.309
AADACL3	0.4
DNMBP	-1.40975
ENPP5	1.69583333333333
NQO1	0.5277
ZSCAN2	0.506125
SEC24C	-0.121333333333333
GTF2A1L	0.444
AXIN2	-0.2896
FAM33A	-0.97
C16orf13	0.902625
SPNS2	0.45225
TAF1	-0.03375
AP1G2	-0.414
RBM42	0.3885
HCN2	0.644
EFHB	-0.2405
RUSC1	0.400333333333333
GRIK5	0.1435
USP21	-0.6335
ATAD3C	0.79225
ORMDL2	0.792
PRSS7	-2.476
PSAT1	-1.28825
FLJ13195	-1.02116666666667
TBC1D1	-0.7545
IFNG	3.47275
OTOS	0.204333333333333
ZNF773	0.854
EMD	-1.27175
RETN	0.0275
CCL8	4.8475
APH1A	-0.99175
COX18	0.00362500000000001
GTF2IRD2	-0.14825
CCDC82	-2.04466666666667
PAFAH2	0.6076
NPEPL1	-0.3726
RP11-114G1.1	-0.02
TP53INP1	0.586625
ZNF300	-2.398
FOXL2	-2.182
LARP2	0.53625
LATS1	0.479
HTR6	0.2095
SPOCK2	1.517
RNF144B	1.91433333333333
HTATIP2	-0.3985
MGC10334	0.451416666666667
CENTA2	2.39283333333333
FGF2	1.64225
FXYD7	0.35125
PHYHIPL	-1.814
GPR34	2.55475
DDX6	-0.131833333333333
OR10W1	-0.0625
LHFPL1	-0.777
ZNF313	1.46014285714286
VPS28	0.304
AP3M1	-0.4191
AKR1CL2	-0.5015
TRAF4	0.784375
OR2B11	0.6145
C19orf12	0.245833333333333
AKAP9	-0.589
C1orf62	0.13225
SLC20A1	-0.9264
FAM112A	0.15275
LDB2	0.168625
MRPS23	0.22575
KLK5	0.990125
SPTB	-0.0731
EFEMP2	0.3295
EFNB2	-0.033375
PCM1	-0.786785714285714
NMNAT3	-0.267625
TSG101	-0.0855
C8orf40	-1.0415
NOB1	-0.96
ABHD3	-0.76475
GTF3C4	-1.018375
PIGN	0.447166666666667
GALNTL1	-1.37425
AEBP1	2.454125
OR9Q1	1.0695
ANKRD2	-0.17825
CCL28	-1.80525
TRIM38	0.6255
TMCC1	0.178
SMG5	0.51925
LRRC7	0.001
NCAPD2	-1.23133333333333
C6orf153	0.0205
C1orf74	-0.019
OTUD6A	0.2855
DCP2	-0.0668333333333333
TMEM24	-0.19175
RPL18	0.139333333333333
TMEM177	0.0325
LRRC37A3	-0.222
C1D	-0.2605
LDHC	0.234
UBE4B	0.1375
NIT1	0.84375
BTN3A3	1.160125
RASD1	1.479125
COMMD3	0.07125
SHFM1	-0.48175
BIRC8	-0.02725
DUT	-1.182
C12orf51	0.6735
LRRC59	0.382833333333333
LY6H	0.286
WDR22	0.388333333333333
EDEM1	0.931714285714286
ADH1A	0.0885
PANX2	0.5303
CYP11B1	0.343
CDC73	-0.91525
GPR172A	0.8175
GSTM3	0.916153846153846
KCNA5	-0.580375
SERAC1	-0.508833333333333
NFATC2	0.2445
ANAPC5	-0.6188
C15orf24	0.60025
NFATC2IP	-0.432083333333333
TNRC6C	1.05233333333333
MGC102966	-1.34775
FGD5	1.28883333333333
MED9	-0.16125
RAB13	0.0166666666666667
C15orf49	-0.0825
CRYGS	-0.3619
C12orf53	-0.7455
LOC283693	-0.4475
COX6B2	0.172875
PHF14	-0.53225
FAM3A	-0.753375
RPL13	-0.1077
PRDX2	1.2648
FLJ34047	-1.3875
PRMT3	-0.6245
KCTD19	-1.231
TRIM10	-0.203333333333333
MGC26597	0.341
GCNT4	-0.01675
GPRASP1	-0.2655
CDKN1C	-0.993833333333333
RHBDL2	1.3427
HSPH1	0.8555
AQP1	2.50875
COL17A1	-3.1573
GFAP	0.29425
CDC16	0.34925
KIAA1614	-0.0645
C6orf118	0.08
ZSWIM5	0.1925
FAM83F	3.99775
LYNX1	0.75525
SYNPR	-0.4765
XG	3.368
PRSS16	1.236125
KIF13B	-0.00821428571428571
PCDH9	-1.671625
HIST1H2AH	1.36616666666667
RBM18	-0.8845
ZNF626	0.37
HEXIM2	0.0571666666666667
ITFG1	0.052
TUBG2	-1.0985
SFRS7	-0.0828333333333334
C9orf14	0.2105
EXTL1	0.10075
GBP3	2.7675
WDR5	-0.7285
RARG	0.00716666666666667
MYO7A	0.562125
CECR6	-0.702
C13orf3	-1.006
SFRS18	-1.14475
ACVR1B	0.602833333333333
PSMD1	-0.3519
C7orf31	0.069
ILVBL	0.1055
IFNGR1	1.5785
RNF186	0.12375
NOL9	-0.0915
MAGEL2	0.0115
SLC29A2	-0.34525
NHSL1	0.4815
RBMX	-1.0505
PSORS1C2	0.33875
RAD51L3	-0.564666666666667
LCN6	0.344
ORAI2	-0.651375
BRUNOL6	-0.0324
OR4K5	0.1565
CDC123	-0.19825
MSLN	-2.15816666666667
WWTR1	-0.390166666666667
ZNF700	-1.19166666666667
COBL	0.14975
PPP1R16B	-0.012875
GAS7	-0.3515
MDN1	-1.24725
HAAO	-0.3485
C9orf68	0.0245
TNFAIP2	0.88525
FOXN1	-0.163
hCG_2033311	0.357166666666667
ATP6V0D2	0.7661
RPL41	0.805
SLC38A1	0.349
ARHGAP6	-0.932166666666666
ADAD2	-0.4875
PHF20L1	0.111875
MCM3AP	-0.220333333333333
