Hybridization REF	TCGA-AN-A0FS-01A-11R-A034-07
PET112L	0.08025
TMBIM1	0.01825
P2RXL1	-0.5895
TCHP	-0.60625
TRMT1	-1.45033333333333
F2RL2	2.21666666666667
LRRC32	3.52283333333333
IMPG2	-0.5235
BGLAP	0.648
LOC493869	-1.59491666666667
MRAS	1.87875
SLC35F5	-0.1015
CBWD1	-0.2905
AXL	-1.031375
ATP2C2	0.67125
TELO2	-1.24075
PNPLA3	-5.528
PCDHB14	0.82525
CD276	0.3125
KRT80	-2.577
DUSP28	0.48
CSNK1E	-0.234916666666667
SRP14	1.085
KCNQ4	-0.5175
KRT72	-0.811833333333333
CCDC117	0.615625
C6orf89	0.267722222222222
TUBB2B	-1.584
RTN4IP1	-0.45575
CR1L	-4.04833333333333
CEND1	-0.32425
C12orf41	-0.274166666666667
RNF31	0.15625
UBN1	-0.0865
C17orf32	0.80175
SLC5A7	1.3385
GPR92	0.504333333333333
ESAM	2.9241
CTNNA1	0.187083333333333
HRBL	0.1775
CBX4	-0.38575
TMEM182	0.33525
SH3TC2	-1.49316666666667
IL10	0.955333333333333
PXMP4	1.4795
RNF167	0.3661
PAK7	2.57616666666667
ETV3	-0.269
ATPIF1	-0.303333333333333
LOC554207	-3.07116666666667
OR8H1	-0.103
WDFY3	1.21975
DPM1	-0.9645
GPSM1	1.0145
WDR92	0.0899
LRP1	0.660833333333333
ANKH	-0.5085
THUMPD3	-1.194
POLR1B	-1.42025
OLFM4	5.06866666666667
RAD9B	-0.77725
TSPY2	-3.0435
PAX6	-1.69383333333333
SCG2	-2.45775
SLC17A6	0.32175
FMO3	1.89025
PADI4	-0.55275
TUBB4	-0.9573
NLK	-0.71275
POU4F3	-1.801
SDF4	-0.217
ITGBL1	2.43333333333333
NETO1	-2.3605
TAP2	-1.09985714285714
ABBA-1	-0.368333333333333
GNAI1	0.77525
VPS4B	0.95625
NOPE	0.5906
GALNT6	3.37583333333333
SESN1	1.23425
GBE1	-1.28933333333333
CLASP1	-0.10575
RASGEF1B	0.79725
ACOT11	-0.422857142857143
AFAP1	0.446
OR2H2	0.17025
DPY19L2P1	-0.7145
DZIP1	-1.392
SEC22C	-0.185083333333333
GPR161	-0.489666666666667
RNF146	0.7265
WDR74	-0.650875
GALP	-0.655
PURA	1.38075
DNPEP	0.452666666666667
RP11-78J21.1	-1.08425
ERBB2	2.04875
FANCM	-0.431583333333333
NEO1	1.22083333333333
DDX3Y	-4.43066666666667
RPS3A	0.59125
MXRA7	0.0513571428571429
LGALS3	-0.598833333333333
GLT8D1	0.071
CFL2	-0.931
UPB1	-0.676
NAP1L5	0.62175
CLDN14	-1.10375
DHX38	-0.93
BTBD1	-0.22775
TARS2	0.494166666666667
ABCF1	-0.3964
FCF1	0.178166666666667
LRRC49	0.4505
GUCY1B2	-2.644
C1orf177	0.179833333333333
SMARCA4	-1.15928571428571
LRP8	-3.57116666666667
TAGLN3	-0.758
MRPL14	-0.92225
TTRAP	0.21875
ZDHHC20	0.8535
NFE2L3	-2.782
KIAA1377	0.754375
PALMD	1.8865
TMEM43	-0.45225
TTL	-1.7755
STAT5B	-0.610166666666667
SSB	-1.09125
OR10H5	-0.5195
SLC22A13	-2.39425
AKAP3	0.77775
TIMM23	0.0543333333333333
OAS2	1.95366666666667
KIAA0423	0.591
TRIM11	1.0525
GLIS3	1.374
TMEM50B	1.03583333333333
ARHGEF4	-1.468125
DEGS1	-0.226
TBL1XR1	1.27653333333333
G6PD	-2.69325
SP140	-0.6235
MUC17	-0.333
NUDC	-0.2234
DNAJC5B	0.112
SCARA3	-0.494
CPA3	7.21983333333333
BCAT2	0.0765
MFN1	-0.2746
NRG3	-0.1125
SNX11	0.123
PLEKHH1	-0.763333333333333
GPR177	1.02233333333333
HCFC2	0.87875
TCAP	-1.02675
MOCOS	-1.398
C14orf93	0.557
PRDM10	-0.184
SLC16A4	0.468666666666667
SRGAP1	-0.254
VIP	0.853333333333333
DUSP27	0.118
LILRA1	0.479
MC2R	-0.5535
MGC24103	-1.3775
MBTD1	-1.208
FUT11	-0.174166666666667
USP33	0.5643
C15orf39	-1.11425
MAP3K12	-0.10775
PAAF1	1.27983333333333
BARHL1	-0.6405
FLJ16165	-0.52
PIWIL2	-2.76275
SYNE1	0.869083333333333
CMTM4	-0.429
TSPYL1	1.3485
GUF1	-0.424
TMEM157	1.558
WDR44	0.61425
HIST1H3C	-0.07875
DKFZp666G057	1.02525
RNPEP	0.57075
GAS2L2	0.340333333333333
ADH4	-4.143
GRPR	2.32533333333333
FBXL17	0.813
ZBTB10	-0.0268333333333333
Gcom1	0.982555555555556
HTRA1	2.3619
ZNF585A	0.2475
SLC26A2	0.0092142857142858
OTOP3	0.348666666666667
WISP1	2.51077777777778
ATP2B4	0.19425
FLJ10769	0.5765
CRAMP1L	0.036375
CHST12	-0.532
RAB22A	0.654
TARDBP	-0.0652857142857143
STAU1	-0.7165
CRB3	2.6065
MIG7	-1.795
CHMP1A	-0.783333333333333
ZNF160	-0.079
B3GALT6	0.258375
BARX1	-2.37183333333333
C6orf167	-1.383
NXNL1	0.368
DHX29	0.225125
HADHB	0.1995
PLXNB2	0.149375
ILDR1	-0.793
SLC15A3	2.4285
GAS2	-2.709
C20orf69	0.00775
NUMB	-0.1005
TNIP1	-0.547125
MESP1	-0.860833333333333
PSKH1	0.12275
NSFL1C	-0.155875
RHOG	-0.02175
HEY1	-1.42566666666667
KNG1	-2.593625
ITGAX	1.116
LIN9	-0.035
CANT1	0.286625
XRN1	0.472428571428571
CCDC96	1.7961
HEATR6	-1.27233333333333
GNG7	0.85075
RUNX2	0.884875
SOX1	0.6675
FCRL5	-0.285
ZNF99	0.60575
FAM9A	-1.32
SNX22	-0.0986666666666667
MBNL3	-2.7732
ODC1	-2.7045
ADORA2B	-2.7945
NR2F6	-0.11975
ZFYVE16	0.119611111111111
SYNJ2BP	0.6613
POLE	-1.693875
E2F2	-1.696
THRA	0.572
PTGES2	-1.179
HIP1R	0.384166666666667
TMUB1	-0.700833333333333
ENO3	-2.776
RSPH10B	-1.0915
CXorf39	1.29575
IRGC	-0.049
GPR109B	1.154
FLJ13305	-1.9095
LCE3A	-1.164
TNFRSF18	0.131166666666667
DET1	0.845
TRPM3	0.368666666666667
C16orf79	-2.3395
FECH	-0.695166666666667
RAP2A	-0.380166666666667
CRIP1	2.65766666666667
AZIN1	-0.448625
SLC7A7	2.5505
IL10RA	0.327
TMEM64	-2.307
CDC42EP4	0.7272
C16orf58	-0.2736
ARG2	-2.88825
POU5F1P4	-5.4355
FAM62B	-0.526625
DNAH8	-1.8187
ASH2L	-0.425125
TSLP	-2.27233333333333
CNTNAP5	-0.3856
TMEM16C	-0.27675
IFNA14	-0.313
SLC1A3	-0.307125
CABYR	2.5275
BCL7B	-0.4179
NUDT13	-1.59516666666667
C13orf28	-0.077
C1orf53	1.6335
ARL6IP4	0.4247
RPL35A	0.10575
EMR3	1.02725
RAB40C	0.0931666666666667
SLC41A1	0.6155
LRCH1	0.25675
LY6G5B	-1.705
FAM124A	0.0779285714285714
MGC10981	-4.14616666666667
CLIP3	0.3756
MAP4K2	0.262833333333333
CHIC1	0.92
SULF1	2.84116666666667
C20orf30	0.123571428571429
PRDM5	-0.26775
ELOVL1	-0.0625
C11orf48	-1.700125
SLC39A10	0.10275
KCNV1	0.4555
ACP1	-1.39566666666667
ZMYM2	-0.20375
B3GNT6	-0.2338
C9orf69	-0.0915
C2orf15	-0.1365
C20orf166	4.5
HSP90AA6P	-0.555
EDG7	1.018
NEURL	-0.947875
LPL	2.4715
CLEC2D	-0.425642857142857
GRRP1	2.44083333333333
CD8B	-3.5171
HIST1H3D	-1.18833333333333
SLC6A12	-0.10525
FAM27L	-0.8655
CD84	0.5992
RASA1	0.25
PHKG1	0.0355
MAGEA11	-1.5695
IMPA1	-0.8896
NPM3	-1.354
RARRES1	3.2515
SH3BP1	-0.243
B3GNTL1	-0.283
ARPC5L	-0.5005
KLHL26	0.2415
SIM2	-1.323875
GJC1	0.3865
C20orf194	0.01975
EXO1	-2.94025
SLC2A2	-3.64616666666667
LOC285074	-1.27925
LRG1	0.87325
KIRREL	0.1195
PIK3R1	1.17742857142857
C4orf34	0.82925
MAF	-0.0122222222222222
ADCY4	4.39633333333333
ZMIZ2	0.1339
SLC46A3	1.74183333333333
STAMBP	-0.400166666666667
CCDC16	1.018
MS4A12	0.501
TCF20	0.28775
LRRC46	0.74675
C20orf152	-0.683
MRPS6	-0.508
ABCB11	0.041
KCNC2	0.222333333333333
CDH19	-1.2485
C9orf123	0.514166666666667
SSH3	1.0755
LDLRAD1	-2.0155
CCBE1	0.57925
ZNF135	2.133875
TAAR1	-0.5595
WFDC12	0.7485
CCDC42	-0.458
FLJ12529	-1.1755
PER1	-0.670333333333333
TIMM50	-0.784833333333333
SMARCAD1	-0.204
FAM26C	0.135
TP53TG3	-1.53416666666667
SH3RF1	2
LMCD1	2.2765
GPR63	-0.569
FLJ21986	-1.54925
AIFM3	-0.19325
MICAL1	-0.583333333333333
BLZF1	1.4345
IQCA	2.41366666666667
PCDHGC3	-1.139
SAC	0.112
BCL6B	2.65666666666667
DDO	0.3255
MARCO	4.443
DCHS1	1.5135
C1orf170	1.116
CD200R1	1.2346
C22orf15	-0.901
SEPT11	0.347
ADNP	-0.123
UST	0.914
C13orf34	-1.34016666666667
RFFL	0.819428571428571
APBA3	0.177
C2orf60	-0.774875
CUTL1	-0.4831
PMS1	-0.757
ZNF689	0.053
EIF3E	-0.952666666666667
IL9	0.092
RPL31	-0.633125
LY9	-0.351
ATP2B3	-0.19225
KDELR2	0.0975833333333334
TFCP2	0.195875
NLRP12	-0.886375
FLJ45422	-0.2355
TLE4	0.0631
ZNF570	-0.5375
FLJ43806	-1.0805
TLK2	-0.59325
CIR	0.775
MARS2	-0.427
COL24A1	0.87275
SDF2L1	0.0145
HIBADH	0.0588333333333333
IGFBP3	-2.69007142857143
C12orf23	0.946625
PSPC1	-0.389
C20orf43	0.00700000000000001
TRAV20	0.9565
ARHGAP24	1.1285
KIAA1975	-0.12775
C1QA	3.338
DNTT	-4.19316666666667
C10orf6	0.11625
C11orf41	0.33625
HNRPF	0.31775
COL11A1	4.54583333333333
UBAP2	-0.775833333333333
CDKN2AIPNL	-2.0075
C20orf174	1.69625
SPRED2	0.74675
PLA2G12A	0.0981666666666667
ICEBERG	-2.3254
SCN10A	0.222
C11orf65	-1.13975
GBP5	1.914
PITPNC1	-1.44466666666667
POU3F3	0.831
NCOA7	-0.19225
LIN7C	0.6223
LOC348840	-0.432
NKX2-2	-2.391
ANKRD13D	-0.28175
LOC123688	-0.092
FUT2	1.9575
TAAR8	-0.7305
FZD4	0.549
PNMA3	-0.441666666666667
OR4L1	0.866
WIT1	-3.091
EXOC3L	1.553
ATPBD4	0.0635
KRBA1	-0.0255
UBXD6	-0.441
HOXB7	-0.708928571428571
C7orf23	-0.285
UNQ338	-0.362
STAB2	2.07825
CDC20B	-0.1255
IRF9	1.77625
CENTG1	0.353833333333333
TNPO2	-1.6965
MCPH1	-0.491875
BMS1P5	-1.0805
SLC26A7	0.015
HIST1H3J	0.8725
C9orf3	0.4065
LBH	0.979875
MYO1D	0.478875
PTDSS2	0.0245
NFU1	1.0645
DEPDC4	-1.18975
WNT7B	0.8217
GLP2R	-0.287666666666667
SETD4	-0.6783
DYNLT3	-0.2155
FKBP11	-1.49816666666667
SESTD1	1.08683333333333
FLII	0.0215
RPS16	-0.4137
CHPF	-1.04933333333333
CSNK2A1	-0.812666666666667
SUMO1P1	0.22475
FKBP6	-0.794
ZNF214	1.6155
TWIST1	1.00166666666667
DDX56	-1.1095
TRAM1L1	3.4004
EPO	-3.49166666666667
MRPS18B	-0.07975
ZNF682	-0.306333333333333
RPL14	-0.29
MAFF	-0.085
LOC51136	-0.65025
LY96	0.14975
DDX20	-0.026
ABTB1	1.2785
ARL5A	0.336
CCT6A	-1.493
HEPACAM	-1.60616666666667
EHHADH	-0.818166666666667
RBAK	-0.198666666666667
CGB1	-0.593
ITGB5	1.0668
YIPF3	-0.2705
FKBP2	0.28675
NR1D1	-0.8603
TMEM110	0.656
NEK2	-1.73066666666667
PRAMEF8	-3.581
C20orf52	-0.733333333333333
PCDHGA3	-1.07
VWA3B	-0.304666666666667
NDUFA5	0.15725
THAP9	-0.17125
FLVCR2	-0.6715
AP1S1	-1.9495
SMAD6	-1.297
SAV1	0.86775
SAT1	0.679625
ZNF251	0.46825
ADAMTS7	0.1873
RPP38	-0.08075
C1orf211	-2.3095
YPEL2	1.9383
RBMS1	0.03275
ZNF445	-0.131666666666667
NRXN2	1.1715
PGBD4	-0.126875
UGT2B28	6.0225
WBSCR16	-0.6051
NLRC3	-0.724875
ASTL	0.25825
ST6GALNAC1	-2.5175
ZADH2	0.5795
MLLT4	0.885166666666667
ARL6	0.346
MEF2C	1.18575
CBFA2T3	-1.651
AFF3	2.40821428571429
COG7	-0.0418333333333333
MYB	0.715
PLXNA3	-0.747
XRCC2	-1.681
MMS19	-0.394875
ST8SIA5	-0.92675
CHPT1	0.4785
KIAA1712	-1.036
OR6X1	-0.0115
ACTR3	-0.886875
UGCG	3.2865
OR4P4	-0.2605
ZAP70	-3.44925
LPP	1.868125
ZNF485	-0.95975
PTPRCAP	-0.92325
IL12RB1	-0.073
ATRX	0.4132
CHST8	-1.271625
C14orf109	0.75525
ARV1	1.05425
NMB	-0.223428571428571
COX5A	-1.07866666666667
EIF6	-0.303
MPPED2	-0.0115
SEMG1	-3.175
CHRDL1	2.392
TRAF3IP2	0.71625
WNK2	0.042125
LILRA4	0.596666666666667
LAMA2	5.285
PXT1	-0.1115
RLBP1	-3.549
CD300C	0.1165
SLTM	-0.066625
FLJ10404	-0.287133333333333
APOBEC3D	-1.7465
RENBP	-0.129833333333333
ATXN7L1	0.676
NID1	0.14
TUBGCP3	-0.475375
ITIH5	2.17555555555556
CCDC110	3.20225
C8A	-2.9505
MGC87042	-0.8045
HOXC13	-3.0255
TFDP2	-1.367
HCP5	0.73275
POLI	0.94725
UCN	-1.74966666666667
ZNF764	0.225833333333333
C8orf45	0.59275
FHL3	-0.6865
SPATA5L1	-0.5125
MMRN2	3.66366666666667
NDST1	0.8035
COL20A1	-0.346333333333333
ZNF248	-0.4295
PELP1	-0.2565
MBL2	-1.8705
RNF41	0.0745
C5orf24	0.999375
THOC5	-0.44025
SERINC3	0.356833333333333
RP11-151A6.2	1.37
CDCP2	0.258
HIST1H2AA	0.5655
C11orf75	0.370333333333333
FKBP7	0.328
DDOST	-0.3545
GPNMB	1.44616666666667
TTF2	-1.52133333333333
KCNT1	-0.119833333333333
SLC39A14	-0.5705
NGRN	0.4544
GPR137B	2.36325
MECP2	0.28325
PSMA1	-0.5405
C16orf73	-6.8615
TMEM60	0.0208333333333333
CSN3	0.5785
NOS1	-0.192
RAB7L1	1.32933333333333
YBX2	-0.7165
KIAA1166	-0.041125
FUBP3	0.00833333333333332
ABCG1	0.8095
ACACA	-0.3985
ARL11	0.8535
ATOH1	-0.239
ODF1	-0.0656666666666666
CREB3L3	-2.07266666666667
TMEM127	1.05135714285714
DSCAML1	0.80325
PLN	3.56933333333333
LYPLA1	-0.42325
PRDM9	-1.79775
SASP	0.51425
PLUNC	-0.204833333333333
INTU	-0.01675
HISPPD1	-0.11025
LNPEP	-0.182
YARS2	-0.665
APCDD1L	-1.6645
ZCCHC4	-0.0959
FBXO22	-0.502833333333333
TTLL13	0.506
ZNF669	1.06333333333333
PTGDR	1.0085
DDX27	-0.343
KIAA0409	-0.0578333333333333
GJB6	-0.111
ASB8	0.919
PLP2	-0.137333333333333
MEPE	-0.25675
OR10J5	0.1725
KRT222P	5.263
COQ7	0.0186666666666667
C1orf101	2.11225
RERG	3.5626
CHMP5	0.4205
THAP11	-0.056875
ZNF43	0.103166666666667
ZRANB3	-1.59733333333333
KRT13	1.345
MRPL19	-0.324375
RBBP9	0.273125
SPATA17	0.94825
BXDC5	0.3345
PAFAH1B1	-0.158916666666667
MAGEE1	1.314
OSTF1	0.18125
KIAA0323	0.201666666666667
TXNDC13	0.358166666666667
CNTN4	3.5515
LCE1B	0.5925
UNQ501	0.76775
ZNF154	-0.187
C3orf64	0.10825
SYT5	-0.3647
PON1	3.15166666666667
FLJ10357	0.358875
ATP4A	-1.205
GNPDA1	-0.265666666666667
MGAT1	0.620666666666667
C14orf121	-0.09925
SLC35B2	-0.16075
MIER3	0.922833333333333
CHEK1	-4.295875
ZNF8	-0.495333333333333
TXNDC1	0.0608333333333333
CKB	-1.3961
RTN3	0.503571428571429
FZD2	-1.2355
PART1	1.057875
PSMB6	-0.276
PCDHB8	0.2325
PHC3	-0.0929000000000001
PPP1R8	-0.62
NOVA2	1.28283333333333
TNFRSF11B	-3.099375
GOLPH3	0.710833333333333
UBLCP1	-0.484
SUHW3	-0.46075
TTLL1	1.5775
OPN4	0.86
OR13G1	-1.8825
ZPBP2	-0.034
HSD17B11	-0.8695
C9orf50	0.054
DHDDS	0.0177857142857143
CTSW	0.5131
NEFM	-1.80583333333333
MRPL28	-0.66525
SYN1	0.222
PIGV	0.535666666666667
ZIM2	-1.05125
APBB1	1.184
SND1	-0.6585
C1orf123	0.2795
CHD3	-0.24325
BHLHB8	-0.0515
RNASE2	-0.694833333333333
BCAP31	0.256875
SLC25A44	0.714833333333333
CHD6	-0.2244
PIB5PA	2.59123076923077
SELS	0.0245
LOC541471	-0.89225
FAT2	1.6775
ZNF81	0.0445
OR4C16	0.223
FLJ10081	-0.2521
LRRC4	1.39025
CS	-0.978833333333333
N4BP2	0.054875
IGFBP7	1.94325
ZNF318	0.441333333333333
NDNL2	0.64125
ZNF609	0.201875
SIRT4	0.54025
EXOSC10	-0.564
ECE2	-0.0905454545454545
OVGP1	0.842
GTPBP3	-1.13
PACS2	0.0799
C19orf36	-1.03566666666667
ARL4C	-1.234875
ATG4B	-0.424875
UBQLNL	2.73575
RHOXF2B	-4.1845
PLEKHG2	-1.2385
GALR1	-0.82
AQP4	1.26416666666667
HDAC7A	0.1425
DCUN1D3	0.61475
OR8A1	0.123
CCRN4L	0.259125
CBR4	0.0168333333333333
KIFC1	-2.7195
SLC7A14	-1.08283333333333
LHX5	0.536
TRPC7	0.3485
LPXN	-0.54275
SERPINA1	-3.276
RPS13	-0.5662
BPIL3	-0.696
PRKAA1	-0.62475
FADS2	-1.0671
ENAH	0.8306875
PRO1768	-1.2275
APBA2BP	0.50325
LIPH	1.76266666666667
C3orf33	0.433
RCC2	0.317071428571429
ALDH1A2	-2.62277777777778
RNF103	1.71325
AHCY	-1.094875
ALG12	0.386
CCL17	0.25175
ZNF543	1.5925
ESRRG	4.0341
CNGA1	0.58575
RDH5	0.404666666666667
OTX1	-0.9745
PTGFR	0.499166666666667
CDR2	-0.356125
SELE	4.85225
NLGN2	-1.22816666666667
EXOSC9	-1.43125
ZNF566	0.216333333333333
KLRC2	-4.5075
GPR12	0.723
KIAA0196	0.12725
PDRG1	-0.80675
SSR3	-0.848642857142857
MSI1	-1.0355
CST9	1.5305
CC2D1A	-0.348375
PLAGL1	0.151777777777778
ZNF778	0.5845
RNF2	1.708375
KLF6	1.55266666666667
THBD	2.79183333333333
tcag7.1314	1.2625
NR5A1	-0.53
ABCD2	0.8905
DNAJC7	-1.63125
CLEC4C	-0.9495
TM2D3	0.484875
CCDC4	-1.51
PLAC2	-2.6785
DCD	1.455
FAAH	2.11225
POLA1	-0.461166666666667
TM7SF2	-0.388625
FLJ39822	-0.0341666666666667
FLOT2	-0.1695
MAP4K1	-1.44166666666667
SRP68	-0.158
C21orf74	0.7565
ARPC5	0.566875
LOC126075	1.66375
HECW2	0.407125
ZDHHC4	-0.1475
ANKRD42	1.4484
PDE9A	-0.074
ABCA8	3.83075
NDUFS2	0.978
UBR5	-0.676375
BTBD16	-3.00025
LOC554174	0.5485
ZNF20	1.0375
KIAA1843	0.6395
WDR17	-0.219666666666667
C15orf33	0.6535
RNF113A	-0.61875
CAMKK1	-0.4452
CLCN2	-0.7045
ANXA6	-0.5075
LOC340069	-1.7505
EMID1	1.523625
DPM3	0.0295000000000001
ELA1	0.098
SLC25A13	-1.4005
KRT24	-0.0765
SMPD1	0.4745
TH	-0.209
COL6A2	1.459
ANKS1B	2.71925
GPR126	-3.5369
ZC3H12A	-0.297166666666667
TMEM47	0.9595
C2orf51	-0.658666666666667
C1orf88	2.318
HSF2BP	-0.24225
AKAP10	0.041
RPAP3	-0.374
KLHDC8B	0.689875
STOM	2.0688
MUPCDH	0.013625
C10orf72	-0.121625
PLEKHA3	0.940333333333333
TCP11L1	-0.661
CWF19L1	-0.436125
SPEF1	1.01115384615385
YSK4	0.75975
ELN	3.656
SAMD8	0.941166666666667
MPI	-0.913
MEPCE	0.1172
ABCC3	-0.827
NANOGP1	-5.7765
KCNK17	1.175375
HLA-DMB	4.23066666666667
RRAGA	1.3395
ANGEL1	-0.649
RBM32B	-0.2655
CPN1	-3.83475
MGC52282	-0.5579
HLA-A	0.710583333333333
OR9G4	-0.0905
EDNRB	-0.180125
SCD	-1.66178571428571
C14orf80	-0.7245
BAGE2	-0.5165
RABL4	1.17166666666667
RCVRN	-0.7905
SHANK1	-1.51
NLRP7	-3.37425
CD226	-0.03275
STAT3	0.5930625
SYNJ2	-1.0127
TPCN2	-0.278666666666667
WDR36	-0.780583333333333
MBD4	-0.31675
ROBO1	-0.9468
ST3GAL6	-2.4475
SLAMF8	1.83066666666667
ATN1	0.296333333333333
GPR141	1.06525
KRT36	-0.2305
TPH1	0.2165
DDX52	-0.06175
ZSCAN29	0.355166666666667
TRPT1	-0.318666666666667
DPEP3	0.3955
DENND4A	-0.76725
TSPAN16	-0.1425
PTCHD2	-0.881
LOC145814	-1.04275
CAP1	0.114833333333333
EIF5A2	-0.1527
NT5DC3	-1.160375
SEPT9	-1.6875
SEZ6L2	-0.86475
EGFLAM	4.17875
VPS11	0.57375
NDUFB5	-0.08
CIDEA	4.38366666666667
IER5L	-0.31425
N6AMT1	0.6805
FAM83C	-0.86725
OXR1	0.725583333333333
IRX1	0.571
DGKB	-0.727166666666667
GCN5L2	-2.06525
MIR16	0.232375
FBXW9	-0.14425
WDR4	-2.00866666666667
PDC	-0.7785
VPS33B	-1.06325
HEXB	-0.062
FLJ32214	0.64875
TCEB3	-0.75075
CRLF1	-2.40525
ABI3BP	3.112
C8orf22	-4.32825
PYCR1	-1.851875
KIAA1706	1.13
CDK5R2	0.6875
WAS	-0.2265
C12orf60	-1.02
CCBL2	0.265375
MADD	0.67025
C5orf34	-2.13025
WDR42A	1.1395
KLF12	0.077125
HSPA1A	1.7275
ITM2C	-1.66283333333333
DAPK2	1.56016666666667
LOC442590	0.6565
SUMF2	0.499
CENPA	-3.35153846153846
TMED5	-0.56225
CDH6	-0.1815
BRP44	0.948625
THG1L	-1.025
GABRA2	-1.86675
C14orf166	-0.21925
MYL1	-2.07666666666667
TNFSF18	1.1235
PAP2D	-1.26533333333333
PPIB	-0.6415
KLHL4	0.471375
SFN	-0.626666666666667
CCDC127	0.85325
FRAP1	-0.38825
GOLGA5	0.6915
SDCCAG1	0.107625
MGC21675	0.192333333333333
C10orf95	-0.6575
KIAA1345	-0.5595
C1orf163	-0.719
LACE1	-0.324333333333333
OR10K2	-0.3425
CENPN	-2.96392
TMED2	0.889
UGT1A6	-2.0345
ANG	1.18325
U2AF1	-1.06366666666667
CASC2	0.543666666666667
NMT2	-0.3695
OSGEPL1	0.4565
DFNB31	-1.4355
SLC6A20	-0.245125
DKC1	-1.51975
FXYD4	-1.279
WDR64	-0.345
MGC5590	-0.1335
CREBZF	-1.01033333333333
DAZ1	0.33625
PRPSAP1	-0.414
GCHFR	-0.5385
TTC7A	-1.333
LOC196993	1.7835
UBD	-1.5255
S100A1	-0.513125
RPL6	-0.1515
DNAJB6	0.85825
NAGS	2.5054
C2orf58	-1.587
KERA	1.784
MT1X	-0.6789
UBE2B	1.1349
KEAP1	0.61975
MST1	-2.943375
OMA1	1.521
ABLIM2	1.39075
BCL2L13	-0.427916666666667
JAZF1	0.229166666666667
TMEM63B	0.5285
S100A8	-1.6134
ARFIP2	0.4795
UROS	-0.057
KHDRBS2	-2.152
POLQ	-3.09325
SOAT1	-0.683
SPAG4	-2.02525
MRPS30	-0.9325
LOC494141	-0.542
OR2T11	-0.3535
ORAOV1	0.8301
ZNF184	0.200333333333333
TCEB3B	0.6412
ADAM21	0.8905
GDPD1	0.412
SPINLW1	-0.867333333333333
PRR14	-0.453333333333333
KCTD9	-0.4174
NUDT3	0.38225
KIAA1822	0.5984
HIST1H4K	1.4835
DFNA5	-1.57075
GABPA	0.266
C14orf44	1.558
POLB	0.373
PTAR1	0.03375
SEC31A	0.1272
TRIM58	0.401
TAS2R14	-0.3215
VPS8	-0.118875
H1F0	0.160333333333333
PRKCB1	-4.04333333333333
UGT2A1	-0.3155
TOR1B	-0.53925
LSS	-1.24533333333333
C2orf19	-0.1475
HNRNPC	0.636071428571429
TMEM100	1.7465
LOC116349	-0.1535
OR51M1	-0.6905
CCDC142	-1.01275
ISG15	0.845125
ZCCHC14	-0.4805
CREBL2	1.133
TGDS	-1.5875
DC2	-0.35
CACNA2D3	-1.3805
ZNF429	-0.1335
LYPD6	0.960666666666667
SUCLG1	-0.0638333333333333
OR51I1	-1.829
MAGEH1	2.1805
PRPF40A	-0.5705
SMR3A	0.769
SPINK2	0.094
THAP2	0.658875
NPY5R	-0.53825
IRF4	-2.391375
SPESP1	1.44833333333333
OR10S1	-0.2715
DTD1	-0.64825
TUBE1	-0.347
DDX19A	-1.4765
PDPN	-0.7865
TMEM34	0.7615
MGAM	4.22875
COL3A1	6.27
GFM2	-0.3503
OR5A2	-0.8055
PSG9	-0.525
ARHGEF11	0.211166666666667
IVNS1ABP	-0.5844375
SIGIRR	1.28925
DUSP19	0.278125
DNAJC14	-0.099
ACSS1	0.419875
IL1RAPL2	1.2575
C4orf30	-0.37475
SEPT4	2.226
LANCL3	-2.34125
SPAG17	2.194
PRDX3	0.017125
HNF1A	-2.01225
P4HA2	-0.4075
RFWD3	-1.91366666666667
MOV10	-0.69675
DNAJA5	0.646142857142857
LOC729440	0.223
LOC200383	1.74425
SMC2	-2.33525
MIXL1	-0.5422
TMEM9	0.84825
FAM86A	1.0095
ZNF174	-0.1343
MYH14	-0.90825
CCR8	0.42025
VPS37C	1.36166666666667
GPATCH1	0.289
B3GNT8	3.22
TBX4	-0.6345
CNR2	-0.463666666666667
PCDH1	2.01125
C5orf29	3.6755
OCIAD2	0.75825
PLCG2	0.68725
KIAA0247	1.732625
HRH3	0.1092
CAPN13	4.372125
CCR1	-0.7873
MGC15523	-0.0287222222222221
UVRAG	0.0961666666666667
DNAJA2	-0.404833333333333
ITGA2B	-1.48166666666667
CLDN5	4.16275
PTPRN2	-1.60485714285714
ZNF512	0.157333333333333
PSAP	0.258642857142857
CCDC140	-0.5925
LRRC55	0.1665
CYP26C1	0.059
C8orf47	-0.9915
LYN	-0.20175
DUSP6	1.09916666666667
TGFB3	4.54013333333333
ELK1	-0.4214
PCDH11Y	-1.1805
HGD	-2.152
C17orf58	1.241
MYO3A	0.567
SERPINE2	-3.55383333333333
AARSD1	-0.794875
C14orf73	-1.32825
ADAM33	0.63875
ZNF491	0.441
MAPK6	-0.938333333333333
TCN1	3.85083333333333
SLC24A6	1.1845
UBE2R2	0.1195
H1FNT	0.35
TATDN2	0.03
LILRB1	0.952
P2RY5	1.882
NUCB2	1.18275
C2orf37	0.543
SNX27	1.16866666666667
MTA3	0.17275
FOXO4	0.744
ID4	1.76483333333333
SOX5	-1.99
PXMP3	0.51475
OR52M1	0.0315
SFT2D3	-0.621125
INA	-3.52266666666667
MCOLN1	0.8355
NFIX	0.9752
