Hybridization REF	TCGA-C8-A12N-01A-11R-A115-07
SLC25A39	0.132833333333333
KIF1B	-0.558625
AMOTL2	0.38125
C6orf120	0.159
PSRC1	-2.17525
PLA2G10	1.68925
KIF5C	1.07775
MRPL37	-0.6545
C17orf62	0.6915
C9orf135	-0.345666666666667
DUSP10	0.3162
CLCNKB	0.0935
PSMA5	0.015875
C8orf53	1.26725
AMPD3	0.636333333333333
PIAS1	-0.1255
ADCYAP1R1	-0.045
GYLTL1B	-1.953
CDH20	0.7155
FBXO7	0.05525
TMEM134	0.965
FLJ14213	1.61766666666667
ZNF3	0.31075
LRRFIP1	-0.0344166666666667
CNOT2	0.481166666666667
ABI3	2.53275
ALDH5A1	-0.888583333333333
HNT	3.6464
SERPINA4	-2.36275
TK2	0.412416666666667
STMN1	-2.79
GUCA2A	0.3695
GALNT10	1.38578571428571
DPP6	-0.907631578947368
C9orf93	0.572875
PRELID2	-0.6865
STK39	-0.23725
SFTPA1	-1.95725
CKS2	-1.21477777777778
RHO	0.170285714285714
C20orf135	-0.27275
XKR3	-2.652
CR1	-0.267142857142857
RPS6KA2	1.13528571428571
C20orf112	0.43025
MRPL22	-0.53075
C4orf23	0.819833333333333
GADD45B	1.7915
KLHDC1	1.50233333333333
C2orf48	-3.026
ZNF287	1.697
DAAM2	-0.84625
DPPA2	-3.1875
TCTN3	0.499
DNAJB11	-1.03225
FPR1	3.665
DEFB4	0.135
PTCD2	-1.3441
SMOC2	4.76783333333333
CABP7	1.6235
SERPINB11	-0.569
MAGEF1	0.76875
NDE1	0.0493333333333333
ITGA10	-0.019
FSHB	-0.0905
ANXA2	0.3715
HORMAD2	-0.07125
HLCS	0.3225
MCF2L	1.95608333333333
FH	-1.359875
TBC1D24	1.091
KIAA1505	1.8325
LGALS2	-2.9815
CNBD1	-0.158
SYNPO2L	2.93325
PTPN23	1.12492857142857
C1orf183	-0.904166666666667
MAGEA8	-3.1695
DGCR8	-0.991
GSR	-2.016
PAQR7	0.30425
ZNF676	0.1075
CACNA1C	0.4418
SP7	0.2385
PDCD6	-0.4
NRN1L	-1.0525
BRI3BP	-0.667666666666667
KIAA1183	1.0075
ASB4	1.37775
CCL23	0.157
OBSL1	-0.028
SLC12A7	0.602666666666667
KIAA0240	0.808375
CD1B	-3.15533333333333
FCGR2A	2.03975
MDC1	-1.84975
HTR1A	0.510833333333333
OCEL1	1.11675
ATP11B	-1.27475
FBXO34	0.209666666666667
PCDH12	3.38
RPE	-1.03325
C17orf74	0.04
CSDC2	2.049
PET112L	0.566
TMBIM1	0.475375
P2RXL1	-0.6005
TCHP	-1.35425
TRMT1	-0.841166666666667
F2RL2	0.311416666666667
LRRC32	2.97183333333333
IMPG2	-0.048
BGLAP	0.6685
LOC493869	-0.3465
MRAS	0.545125
SLC35F5	0.08275
CBWD1	0.274
AXL	-1.084125
ATP2C2	-0.10325
TELO2	0.481
PNPLA3	-0.559
PCDHB14	0.9485
CD276	0.3665
KRT80	-1.212
DUSP28	0.4155
CSNK1E	-0.245416666666667
SRP14	0.642
KCNQ4	-0.5355
KRT72	-0.231833333333333
CCDC117	0.115375
C6orf89	0.315444444444444
TUBB2B	-3.9995
RTN4IP1	-1.16725
CR1L	-4.445
CEND1	0.117125
C12orf41	-1.39616666666667
RNF31	0.6655
UBN1	1.109
C17orf32	0.629
SLC5A7	0.33475
GPR92	1.71033333333333
ESAM	2.5606
CTNNA1	0.285
HRBL	-0.0286
CBX4	0.336
TMEM182	-1.00325
SH3TC2	-1.47583333333333
IL10	0.562833333333333
PXMP4	0.74
RNF167	0.6862
PAK7	-0.105833333333333
ETV3	-0.727
ATPIF1	0.0075
LOC554207	-2.12166666666667
OR8H1	0.27025
WDFY3	1.161
DPM1	-1.72975
GPSM1	0.1075
WDR92	-0.0859
LRP1	0.813833333333333
ANKH	-0.125375
THUMPD3	-1.3805
POLR1B	-0.6005
OLFM4	1.88483333333333
RAD9B	0.6805
TSPY2	-4.429
PAX6	-1.9975
SCG2	-3.077875
SLC17A6	0.233
FMO3	3.46357142857143
PADI4	-0.21525
TUBB4	-0.5283
NLK	-0.324
POU4F3	-0.0485
SDF4	0.553
ITGBL1	3.78516666666667
NETO1	0.49325
TAP2	0.347125
ABBA-1	-0.307166666666667
GNAI1	-0.8945
VPS4B	0.14175
NOPE	-0.5721
GALNT6	2.67516666666667
SESN1	0.75625
GBE1	-2.29411111111111
CLASP1	0.011
RASGEF1B	1.2475
ACOT11	0.333071428571429
AFAP1	1.451
OR2H2	0.24375
DPY19L2P1	-1.00475
DZIP1	-1.92675
SEC22C	0.242083333333333
GPR161	-0.783416666666667
RNF146	0.16875
WDR74	-0.571125
GALP	-0.936
PURA	1.22275
DNPEP	0.464666666666667
RP11-78J21.1	-1.7345
ERBB2	1.672625
FANCM	-1.05558333333333
NEO1	1.02
DDX3Y	-5.5186
RPS3A	-0.298625
MXRA7	0.733928571428571
LGALS3	-0.4375
GLT8D1	0.35925
CFL2	-2.35416666666667
UPB1	1.02275
NAP1L5	-0.154
CLDN14	-1.562
DHX38	-1.18075
BTBD1	-0.7695
TARS2	0.2765
ABCF1	-0.1928
FCF1	0.059
LRRC49	0.24225
GUCY1B2	-2.3285
C1orf177	0.549166666666667
SMARCA4	-0.765714285714286
LRP8	-3.943
TAGLN3	-1.30375
MRPL14	-0.32225
TTRAP	-0.71025
ZDHHC20	-0.164
NFE2L3	-0.23
KIAA1377	0.566125
PALMD	-0.3129
TMEM43	0.05825
TTL	-1.198875
STAT5B	-0.82
SSB	-1.11975
OR10H5	0.4945
SLC22A13	-0.85375
AKAP3	1.10625
TIMM23	-0.352833333333333
OAS2	3.23625
KIAA0423	0.859
TRIM11	-0.00583333333333333
GLIS3	2.08675
TMEM50B	0.000833333333333297
ARHGEF4	-1.435875
DEGS1	-0.265090909090909
TBL1XR1	0.8132
G6PD	-0.46375
SP140	1.2567
MUC17	0.0533846153846154
NUDC	-0.0135
DNAJC5B	0.421666666666667
SCARA3	-0.540333333333333
CPA3	5.9185
BCAT2	0.281125
MFN1	-0.9896
NRG3	-0.2645
SNX11	1.157
PLEKHH1	-0.253833333333333
GPR177	-0.952833333333333
HCFC2	-0.30525
TCAP	-1.26675
MOCOS	-1.637
C14orf93	-0.2805
PRDM10	-0.520666666666667
SLC16A4	0.807916666666667
SRGAP1	0.0991666666666667
VIP	0.39275
DUSP27	1.16916666666667
LILRA1	1.273
MC2R	0.502
MGC24103	-2.38675
MBTD1	-1.8985
FUT11	-0.742333333333333
USP33	0.3728
C15orf39	-0.96325
MAP3K12	0.8315
PAAF1	-1.14466666666667
BARHL1	0.435
FLJ16165	0.237
PIWIL2	-3.3825
SYNE1	0.614166666666667
CMTM4	0.056625
TSPYL1	0.8253
GUF1	-0.611666666666667
TMEM157	1.034
WDR44	-0.50125
HIST1H3C	-0.481
DKFZp666G057	2.4925
RNPEP	0.36975
GAS2L2	2.025
ADH4	-5.44425
GRPR	3.33583333333333
FBXL17	0.88075
ZBTB10	0.234
Gcom1	-0.539
HTRA1	2.3517
ZNF585A	0.9115
SLC26A2	-0.436071428571428
OTOP3	0.3775
WISP1	4.00933333333333
ATP2B4	-0.694
FLJ10769	1.05525
CRAMP1L	0.3365
CHST12	-0.94725
RAB22A	-0.0435
TARDBP	-0.937714285714286
STAU1	0.22925
CRB3	1.86816666666667
MIG7	-0.969
CHMP1A	-0.2645
ZNF160	0.13475
B3GALT6	-0.19675
BARX1	-1.62616666666667
C6orf167	-2.5398125
NXNL1	0.5645
DHX29	0.492375
HADHB	0.23275
PLXNB2	1.529125
ILDR1	-1.13175
SLC15A3	3.185
GAS2	-4.49083333333333
C20orf69	0.386
NUMB	0.1345
TNIP1	1.159375
MESP1	0.2955
PSKH1	-0.29125
NSFL1C	0.154875
RHOG	1.37775
HEY1	-1.976
KNG1	-2.38442857142857
ITGAX	2.1236
LIN9	-0.0671666666666667
CANT1	0.751625
XRN1	-0.295071428571429
CCDC96	1.9789
HEATR6	-0.7415
GNG7	0.370416666666667
RUNX2	1.842
SOX1	0.309
FCRL5	-0.285111111111111
ZNF99	0.08875
FAM9A	0.365
SNX22	0.3375
MBNL3	-2.96016666666667
ODC1	-3.6145
ADORA2B	-2.86816666666667
NR2F6	0.017
ZFYVE16	0.265166666666667
SYNJ2BP	0.6517
POLE	-1.156625
E2F2	-1.882625
THRA	0.493166666666667
PTGES2	-0.299
HIP1R	-0.0221666666666667
TMUB1	-0.125833333333333
ENO3	-1.99575
RSPH10B	0.694
CXorf39	0.722
IRGC	0.453
GPR109B	-1.26075
FLJ13305	-0.286
LCE3A	0.1865
TNFRSF18	-0.515666666666667
DET1	-0.15375
TRPM3	-0.381333333333333
C16orf79	-0.4885
FECH	-0.499166666666667
RAP2A	-0.1295
CRIP1	3.48166666666667
AZIN1	-0.030625
SLC7A7	3.53125
IL10RA	0.5919
TMEM64	0.40575
CDC42EP4	1.2667
C16orf58	0.8464
ARG2	-3.7885
POU5F1P4	-4.83075
FAM62B	-0.470625
DNAH8	-2.4253
ASH2L	-0.785375
TSLP	-4.185
CNTNAP5	-1.0055
TMEM16C	-1.15475
IFNA14	0.413
SLC1A3	-0.145875
CABYR	1.455
BCL7B	-0.076
NUDT13	-0.406666666666667
C13orf28	0.51175
C1orf53	1.15425
ARL6IP4	0.2796
RPL35A	-0.08425
EMR3	1.33025
RAB40C	1.28808333333333
SLC41A1	-0.984333333333333
LRCH1	-0.0435
LY6G5B	-0.853
FAM124A	-0.756714285714286
MGC10981	-4.31916666666667
CLIP3	1.4551
MAP4K2	0.190333333333333
CHIC1	0.33825
SULF1	3.981
C20orf30	-0.202357142857143
PRDM5	-0.22925
ELOVL1	0.18775
C11orf48	-0.400125
SLC39A10	-0.581
KCNV1	-0.36425
ACP1	-0.459666666666667
ZMYM2	-0.303625
B3GNT6	-0.223833333333333
C9orf69	0.3245
C2orf15	2.2105
C20orf166	-0.1015
HSP90AA6P	-0.664
EDG7	-0.6565
NEURL	0.83075
LPL	-0.380166666666667
CLEC2D	0.0995000000000001
GRRP1	0.795833333333333
CD8B	-3.4817
HIST1H3D	-0.208166666666667
SLC6A12	1.405875
FAM27L	-0.303
CD84	2.241
RASA1	-0.0515
PHKG1	-0.173
MAGEA11	-1.5965
IMPA1	-1.6397
NPM3	-1.355
RARRES1	3.31975
SH3BP1	0.091875
B3GNTL1	0.1855
ARPC5L	-0.4765
KLHL26	1.184
SIM2	-1.132
GJC1	0.471
C20orf194	0.34375
EXO1	-3.56625
SLC2A2	-2.82933333333333
LOC285074	0.214
LRG1	2.88075
KIRREL	0.1525
PIK3R1	1.64807142857143
C4orf34	1.313
MAF	-1.54005555555556
ADCY4	3.26416666666667
ZMIZ2	0.7324
SLC46A3	2.41466666666667
STAMBP	-0.661666666666667
CCDC16	0.1575
MS4A12	-0.0095
TCF20	-0.37725
LRRC46	2.93175
C20orf152	0.045
MRPS6	-0.88125
ABCB11	-0.588
KCNC2	-0.9375
CDH19	-3.47283333333333
C9orf123	0.042
SSH3	1.127875
LDLRAD1	-1.7895
CCBE1	-0.71325
ZNF135	1.664375
TAAR1	-0.668
WFDC12	0.363
CCDC42	0.0805
FLJ12529	0.6675
PER1	-0.906666666666667
TIMM50	-0.3825
SMARCAD1	-1.0115
FAM26C	0.514
TP53TG3	-3.14766666666667
SH3RF1	2.0725
LMCD1	2.7485
GPR63	-1.0575
FLJ21986	-2.0875
AIFM3	0.12225
MICAL1	0.3025
BLZF1	0.0996666666666667
IQCA	2.2545
PCDHGC3	0.3565
SAC	-0.09575
BCL6B	1.876
DDO	1.981
MARCO	1.3235
DCHS1	1.95283333333333
C1orf170	1.8085
CD200R1	1.14816666666667
C22orf15	-0.199
SEPT11	-0.000166666666666666
ADNP	0.1235
UST	-0.5624
C13orf34	-1.625
RFFL	0.342285714285714
APBA3	-0.079
C2orf60	-0.839
CUTL1	0.3303
PMS1	-1.0395
ZNF689	-0.073
EIF3E	-0.111333333333333
IL9	0.0643333333333333
RPL31	-0.012
LY9	0.113333333333333
ATP2B3	0.38675
KDELR2	-0.440083333333333
TFCP2	0.102875
NLRP12	0.869125
FLJ45422	0.397
TLE4	-0.4982
ZNF570	0.2305
FLJ43806	-0.163
TLK2	-0.447125
CIR	0.25725
MARS2	-0.2365
COL24A1	1.1355
SDF2L1	-0.7635
HIBADH	-0.685166666666667
IGFBP3	-1.65978571428571
C12orf23	-0.00712499999999998
PSPC1	0.08675
C20orf43	-0.19225
TRAV20	0.156
ARHGAP24	1.067625
KIAA1975	0.601125
C1QA	3.381
DNTT	-5.4465
C10orf6	-0.230583333333333
C11orf41	0.45475
HNRPF	-0.004875
COL11A1	7.24916666666667
UBAP2	-0.0821666666666667
CDKN2AIPNL	-0.624
C20orf174	1.7085
SPRED2	0.72575
PLA2G12A	0.586666666666667
ICEBERG	-1.8435
SCN10A	0.4745
C11orf65	0.26325
GBP5	4.3455
PITPNC1	-1.01733333333333
POU3F3	1.1465
NCOA7	-0.53775
LIN7C	-0.6799
LOC348840	-1.5265
NKX2-2	-3.571
ANKRD13D	0.29625
LOC123688	-0.06875
FUT2	2.184
TAAR8	0.1345
FZD4	-1.01566666666667
PNMA3	-1.38233333333333
OR4L1	0.0515
WIT1	0.84275
EXOC3L	1.7555
ATPBD4	-0.0769
KRBA1	-0.888
UBXD6	-2.039
HOXB7	-0.487642857142857
C7orf23	-0.763
UNQ338	0.637
STAB2	0.206
CDC20B	0.9485
IRF9	2.8395
CENTG1	0.88125
TNPO2	-0.4905
MCPH1	-0.27925
BMS1P5	-1.52875
SLC26A7	0.415
HIST1H3J	0.4035
C9orf3	-0.157
LBH	1.09275
MYO1D	1.25775
PTDSS2	0.4185
NFU1	0.31225
DEPDC4	-1.51975
WNT7B	2.1485
GLP2R	-0.999833333333333
SETD4	-0.3736
DYNLT3	-0.000899999999999973
FKBP11	-0.886666666666667
SESTD1	1.28366666666667
FLII	0.3145
RPS16	-0.2436
CHPF	1.7355
CSNK2A1	-0.302833333333333
SUMO1P1	-0.85125
FKBP6	-1.1175
ZNF214	2.001
TWIST1	0.5075
DDX56	-0.889333333333333
TRAM1L1	1.4146
EPO	0.935666666666667
MRPS18B	-0.00350000000000001
ZNF682	-0.1575
RPL14	-0.278
MAFF	0.15075
LOC51136	-0.82275
LY96	-0.122
DDX20	-0.368
ABTB1	1.14016666666667
ARL5A	-0.1919
CCT6A	-1.42175
HEPACAM	-2.3345
EHHADH	-1.94933333333333
RBAK	-0.0666666666666667
CGB1	-0.20275
ITGB5	0.6047
YIPF3	1.7745
FKBP2	0.5985
NR1D1	0.0307
TMEM110	0.885
NEK2	-2.8415
PRAMEF8	-3.15975
C20orf52	0.0448333333333333
PCDHGA3	-0.8955
VWA3B	0.13125
NDUFA5	-0.180375
THAP9	-0.4395
FLVCR2	-0.574166666666667
AP1S1	-1.365625
SMAD6	-0.5105
SAV1	0.258
SAT1	0.486625
ZNF251	1.13625
ADAMTS7	0.5078
RPP38	0.375
C1orf211	-1.5565
YPEL2	1.06055
RBMS1	-0.53825
ZNF445	-0.417
NRXN2	0.066
PGBD4	-0.291625
UGT2B28	0.97625
WBSCR16	-0.7875
NLRC3	-0.4135
ASTL	0.2905
ST6GALNAC1	-3.907
ZADH2	0.391125
MLLT4	0.307083333333333
ARL6	-0.1905
MEF2C	-0.09675
CBFA2T3	-1.127
AFF3	2.14585714285714
COG7	0.888833333333333
MYB	0.448333333333333
PLXNA3	-0.054
XRCC2	-2.66366666666667
MMS19	-0.608625
ST8SIA5	-0.41675
CHPT1	0.0823333333333334
KIAA1712	-0.677875
OR6X1	0.355
ACTR3	-0.267875
UGCG	2.02
OR4P4	0.545
ZAP70	-3.3295
LPP	0.9525
ZNF485	0.632
PTPRCAP	-0.20575
IL12RB1	0.311
ATRX	-0.3867
CHST8	3.155
C14orf109	-0.17225
ARV1	-0.08525
NMB	-1.39357142857143
COX5A	-0.6365
EIF6	-0.07825
MPPED2	-0.453
SEMG1	-1.8245
CHRDL1	-1.1755
TRAF3IP2	1.266
WNK2	-0.732
LILRA4	2.5065
LAMA2	4.8395
PXT1	0.435
RLBP1	-3.62325
CD300C	0.91425
SLTM	-0.633375
FLJ10404	-0.13375
APOBEC3D	-2.68266666666667
RENBP	1.54916666666667
ATXN7L1	0.659875
NID1	1.3175
TUBGCP3	-1.225875
ITIH5	0.191055555555556
CCDC110	2.48325
C8A	-3.0575
MGC87042	-2.08525
HOXC13	2.4005
TFDP2	-1.14425
HCP5	1.9835
POLI	0.34275
UCN	0.181333333333333
ZNF764	1.1165
C8orf45	2.33625
FHL3	1.15675
SPATA5L1	-1.057
MMRN2	2.6645
NDST1	1.27366666666667
COL20A1	-0.6505
ZNF248	-0.1605
PELP1	0.327333333333333
MBL2	-3.13466666666667
RNF41	0.938125
C5orf24	0.631375
THOC5	-0.514875
SERINC3	-0.289083333333333
RP11-151A6.2	0.8915
CDCP2	-0.4565
HIST1H2AA	0.17425
C11orf75	-0.343833333333333
FKBP7	0.46975
DDOST	-0.3655
GPNMB	0.293833333333333
TTF2	-1.74483333333333
KCNT1	0.276
SLC39A14	-1.471375
NGRN	0.3384
GPR137B	1.8745
MECP2	0.57875
PSMA1	-0.66725
C16orf73	-5.29775
TMEM60	0.0991666666666667
CSN3	-0.48
NOS1	0.383166666666667
RAB7L1	-0.718833333333333
YBX2	-1.008
KIAA1166	-1.05725
FUBP3	-0.936
ABCG1	1.9615
ACACA	0.213666666666667
ARL11	0.6554
ATOH1	0.4415
ODF1	-0.276
CREB3L3	-1.63033333333333
TMEM127	1.802
DSCAML1	1.031
PLN	4.02733333333333
LYPLA1	-0.083
PRDM9	-2.12725
SASP	-0.50025
PLUNC	-0.0446666666666667
INTU	0.84075
HISPPD1	-0.6795
LNPEP	0.200833333333333
YARS2	-0.720666666666667
APCDD1L	-1.252
ZCCHC4	-0.743
FBXO22	-0.795666666666667
TTLL13	-0.3175
ZNF669	-0.0973333333333333
PTGDR	1.443
DDX27	-0.905
KIAA0409	-0.4705
GJB6	0.73275
ASB8	0.774
PLP2	-0.167333333333333
MEPE	0.44775
OR10J5	-0.1925
KRT222P	0.21675
COQ7	0.478333333333333
C1orf101	1.95925
RERG	2.876
CHMP5	-0.257
THAP11	-0.456375
ZNF43	0.734166666666667
ZRANB3	-0.203
KRT13	2.93675
MRPL19	-0.734625
RBBP9	0.1435
SPATA17	1.147875
BXDC5	-0.187333333333333
PAFAH1B1	-0.42175
MAGEE1	0.36625
OSTF1	-0.12725
KIAA0323	0.269833333333333
TXNDC13	-0.6575
CNTN4	3.487625
LCE1B	1.3915
UNQ501	0.81975
ZNF154	-0.07225
C3orf64	-0.12325
SYT5	-0.0274
PON1	0.4376
FLJ10357	-0.0435
ATP4A	-2.1475
GNPDA1	-0.246166666666667
MGAT1	0.7525
C14orf121	0.21625
SLC35B2	0.21725
MIER3	-0.159333333333333
CHEK1	-4.1
ZNF8	0.201666666666667
TXNDC1	-1.22383333333333
CKB	-1.4608
RTN3	1.01664285714286
FZD2	0.612
PART1	-1.209
PSMB6	-0.1425
PCDHB8	-0.6475
PHC3	0.1197
PPP1R8	-0.597333333333333
NOVA2	2.14816666666667
TNFRSF11B	0.062875
GOLPH3	0.342333333333333
UBLCP1	-0.087
SUHW3	-1.28475
TTLL1	1.26475
OPN4	0.391
OR13G1	0.3305
ZPBP2	0.223
HSD17B11	-1.876625
C9orf50	0.109
DHDDS	0.171642857142857
CTSW	1.4469
NEFM	-1.9615
MRPL28	0.3265
SYN1	0.489833333333333
PIGV	0.879333333333333
ZIM2	-1.72875
APBB1	1.1595
SND1	-0.67075
C1orf123	0.501
CHD3	-0.11175
BHLHB8	0.10575
RNASE2	0.0443333333333333
BCAP31	0.254625
SLC25A44	0.211166666666667
CHD6	-0.1736
PIB5PA	2.49969230769231
SELS	-0.033125
LOC541471	-0.245375
FAT2	-0.351
ZNF81	0.3195
OR4C16	-0.479
FLJ10081	0.3106
LRRC4	1.05975
CS	-0.793666666666667
N4BP2	-0.238375
IGFBP7	1.9105
ZNF318	0.00333333333333333
NDNL2	0.586875
ZNF609	0.375625
SIRT4	-0.1675
EXOSC10	-0.231
ECE2	-0.0325
OVGP1	1.3045
GTPBP3	-0.90025
PACS2	0.4345
C19orf36	-0.2875
ARL4C	-1.0805
ATG4B	-0.224375
UBQLNL	0.61225
RHOXF2B	-4.3165
PLEKHG2	-0.3205
GALR1	0.4755
AQP4	0.319333333333333
HDAC7A	0.284333333333333
DCUN1D3	0.7065
OR8A1	0.249
CCRN4L	0.81675
CBR4	0.0145
KIFC1	-2.94716666666667
SLC7A14	-1.142
LHX5	-0.5845
TRPC7	0.2705
LPXN	-0.58675
SERPINA1	1.36925
RPS13	0.0245
BPIL3	-1.519
PRKAA1	-2.27875
FADS2	0.8232
ENAH	-0.255125
PRO1768	0.178
APBA2BP	-0.584
LIPH	2.58766666666667
C3orf33	-0.6585
RCC2	0.251285714285714
ALDH1A2	-3.71444444444444
RNF103	1.34925
AHCY	-0.991
ALG12	1.5325
CCL17	0.1915
ZNF543	0.427833333333333
ESRRG	2.1319
CNGA1	-1.2875
RDH5	-0.8965
OTX1	-1.0666
PTGFR	-2.489
CDR2	0.40875
SELE	2.3765
NLGN2	0.542166666666667
EXOSC9	-1.11575
ZNF566	0.0865
KLRC2	-5.717
GPR12	0.544
KIAA0196	0.73425
PDRG1	0.29575
SSR3	-0.505285714285714
MSI1	-0.153
CST9	3.6185
CC2D1A	0.731
PLAGL1	-0.439333333333333
ZNF778	-1.06
RNF2	0.181125
KLF6	0.253833333333333
THBD	2.89566666666667
tcag7.1314	1.23775
NR5A1	-0.129333333333333
ABCD2	-0.1335
DNAJC7	-2.1305
CLEC4C	-0.096
TM2D3	0.04275
CCDC4	-1.066
PLAC2	-0.25175
DCD	6.9645
FAAH	2.794
POLA1	-0.628166666666667
TM7SF2	0.406875
FLJ39822	0.0758333333333333
FLOT2	0.723625
MAP4K1	-0.0461666666666667
SRP68	-0.38975
C21orf74	-0.13
ARPC5	-0.40975
LOC126075	2.669
HECW2	0.75325
ZDHHC4	-0.15625
ANKRD42	2.1948
PDE9A	-1.27916666666667
ABCA8	-0.20575
NDUFS2	-0.7255
UBR5	-0.12225
BTBD16	-3.17425
LOC554174	0.353
ZNF20	2.001
KIAA1843	0.048
WDR17	-1.52285714285714
C15orf33	0.9375
RNF113A	-1.0425
CAMKK1	-1.0109
CLCN2	-0.14725
ANXA6	-0.012
LOC340069	0.412
EMID1	0.777875
DPM3	0.0645
ELA1	-0.2555
SLC25A13	-1.4397
KRT24	-0.939
SMPD1	0.307666666666667
TH	0.39
COL6A2	2.37785714285714
ANKS1B	2.675
GPR126	-3.9497
ZC3H12A	-0.319666666666667
TMEM47	-0.0481666666666667
C2orf51	-0.348333333333333
C1orf88	3.62966666666667
HSF2BP	0.0105
AKAP10	-0.0225
RPAP3	-1.2835
KLHDC8B	0.472625
STOM	1.4038
MUPCDH	-0.0575
C10orf72	0.04875
PLEKHA3	0.139333333333333
TCP11L1	-0.069
CWF19L1	-0.061125
SPEF1	2.40323076923077
YSK4	1.47475
ELN	3.2625
SAMD8	0.209333333333333
MPI	-0.540833333333333
MEPCE	0.255
ABCC3	0.249
NANOGP1	-3.2795
KCNK17	4.6375
HLA-DMB	4.2805
RRAGA	0.54175
ANGEL1	0.521
RBM32B	0.306
CPN1	-3.02275
MGC52282	0.114
HLA-A	1.92366666666667
OR9G4	0.1795
EDNRB	-2.420375
SCD	-1.02178571428571
C14orf80	-0.674666666666667
BAGE2	0.2895
RABL4	1.53233333333333
RCVRN	0.194
SHANK1	0.715
NLRP7	-4.47825
CD226	0.5965
STAT3	1.6333125
SYNJ2	-0.8291
TPCN2	-0.1995
WDR36	-1.25566666666667
MBD4	-0.2325
ROBO1	-1.0959
ST3GAL6	-2.83025
SLAMF8	2.9335
ATN1	1.052
GPR141	0.97875
KRT36	0.1155
TPH1	-0.1775
DDX52	-0.398
ZSCAN29	0.0658333333333333
TRPT1	0.285166666666667
DPEP3	0.72525
DENND4A	-0.83675
TSPAN16	0.584
PTCHD2	-0.2405
LOC145814	-0.12975
CAP1	0.882166666666667
EIF5A2	-0.731
NT5DC3	-0.674375
SEPT9	-0.7325
SEZ6L2	0.833625
EGFLAM	3.3535
VPS11	0.96775
NDUFB5	-0.538
CIDEA	0.4585
IER5L	0.69875
N6AMT1	-0.17525
FAM83C	-0.38975
OXR1	0.664666666666667
IRX1	-0.2975
DGKB	-1.00766666666667
GCN5L2	-1.06075
MIR16	1.07375
FBXW9	0.2365
WDR4	-1.7485
PDC	0.189
VPS33B	-0.3605
HEXB	-0.66075
FLJ32214	0.306
TCEB3	-0.62775
CRLF1	-4.20875
ABI3BP	0.3245
C8orf22	-4.08725
PYCR1	-0.76825
KIAA1706	0.339
CDK5R2	0.361375
WAS	1.3325
C12orf60	0.5765
CCBL2	-0.285375
MADD	-0.078
C5orf34	-2.20175
WDR42A	0.7919
KLF12	0.422375
HSPA1A	1.78575
ITM2C	-1.933
DAPK2	2.13466666666667
LOC442590	-0.1895
SUMF2	0.143125
CENPA	-2.91723076923077
TMED5	-0.661375
CDH6	-0.6933
BRP44	0.267
THG1L	-0.29325
GABRA2	-3.62175
C14orf166	-0.3485
MYL1	-1.85083333333333
TNFSF18	0.0755
PAP2D	-0.1605
PPIB	-0.13925
KLHL4	-0.766625
SFN	0.539
CCDC127	0.19475
FRAP1	-0.00524999999999999
GOLGA5	0.21325
SDCCAG1	-0.323375
MGC21675	0.204833333333333
C10orf95	0.22875
KIAA1345	0.3645
C1orf163	-1.2625
LACE1	-0.506
OR10K2	-0.7115
CENPN	-3.43056
TMED2	-0.75375
UGT1A6	-0.559
ANG	-0.777
U2AF1	-1.18883333333333
CASC2	1.02983333333333
NMT2	-1.0235
OSGEPL1	-0.408375
DFNB31	0.8335
SLC6A20	0.32325
DKC1	-1.35125
FXYD4	-1.1665
WDR64	0.04575
MGC5590	0.295
CREBZF	-0.552333333333333
DAZ1	-0.187333333333333
PRPSAP1	-0.567
GCHFR	-1.36275
TTC7A	-0.35525
LOC196993	1.377
UBD	1.55616666666667
S100A1	0.3875
RPL6	0.2535
DNAJB6	-0.32555
NAGS	1.2846
C2orf58	0.011
KERA	2.54966666666667
MT1X	0.5531
UBE2B	0.4765
KEAP1	0.2905
MST1	-2.252875
OMA1	0.2515
ABLIM2	0.8785
BCL2L13	-0.137166666666667
JAZF1	0.421166666666667
TMEM63B	0.6585
S100A8	4.1875
ARFIP2	1.529
UROS	0.841
KHDRBS2	-0.829
POLQ	-3.768125
SOAT1	-1.711
SPAG4	-0.95625
MRPS30	1.14416666666667
LOC494141	-0.4335
OR2T11	1.071
ORAOV1	-0.6085
ZNF184	-0.00349999999999999
TCEB3B	1.1408
ADAM21	0.0525
GDPD1	1.00175
SPINLW1	-1.03275
PRR14	1.21133333333333
KCTD9	-1.3909
NUDT3	0.56525
KIAA1822	0.8899
HIST1H4K	1.6875
DFNA5	-1.299
GABPA	-0.42375
C14orf44	0.84025
POLB	-0.7045
PTAR1	-0.88275
SEC31A	1.265
TRIM58	0.2515
TAS2R14	-0.475
VPS8	0.9
H1F0	1.70233333333333
PRKCB1	-2.31983333333333
UGT2A1	0.1895
TOR1B	-0.02225
LSS	-1.42916666666667
C2orf19	-0.179
HNRNPC	0.364714285714286
TMEM100	-3.2575
LOC116349	0.1625
OR51M1	-0.7185
CCDC142	-0.387
ISG15	2.78775
ZCCHC14	-0.2125
CREBL2	0.6505
TGDS	-1.64675
DC2	-0.33825
CACNA2D3	-1.44721428571429
ZNF429	0.169125
LYPD6	1.87716666666667
SUCLG1	-0.3165
OR51I1	-0.881
MAGEH1	0.53075
PRPF40A	-0.535
SMR3A	0.136
SPINK2	-1.749
