Hybridization REF	TCGA-B6-A0IB-01A-11R-A034-07
SLC26A7	1.3545
HIST1H3J	1.6705
C9orf3	-0.2466
LBH	0.675
MYO1D	1.033875
PTDSS2	0.074
NFU1	0.698
DEPDC4	-1.15025
WNT7B	2.3458
GLP2R	-0.411833333333333
SETD4	-0.7514
DYNLT3	-0.4584
FKBP11	-1.27183333333333
SESTD1	1.021
FLII	0.2985
RPS16	-0.2901
CHPF	-0.4135
CSNK2A1	0.182166666666667
SUMO1P1	0.0845
FKBP6	-0.599
ZNF214	2.48783333333333
TWIST1	-0.130666666666667
DDX56	-0.668666666666667
TRAM1L1	2.4731
EPO	-0.225
MRPS18B	-0.16675
ZNF682	-0.199
RPL14	-0.857166666666667
MAFF	0.089
LOC51136	-1.390375
LY96	-0.9575
DDX20	-0.47725
ABTB1	0.587833333333333
ARL5A	0.1172
CCT6A	-0.9225
HEPACAM	-0.280833333333333
EHHADH	-0.1415
RBAK	0.244833333333333
CGB1	-0.47675
ITGB5	1.2396
YIPF3	0.088
FKBP2	0.32175
NR1D1	-0.171
TMEM110	0.3505
NEK2	0.331833333333333
PRAMEF8	-3.42275
C20orf52	0.404
PCDHGA3	-0.474
VWA3B	0.541
NDUFA5	-0.161125
THAP9	-0.927
FLVCR2	-1.31433333333333
AP1S1	-0.4165
SMAD6	-0.863
SAV1	1.059375
SAT1	-0.3425
ZNF251	0.421625
ADAMTS7	-0.2943
RPP38	0.51725
C1orf211	-2.3225
YPEL2	1.1607
RBMS1	-1.397
ZNF445	0.0265
NRXN2	0.133333333333333
PGBD4	0.438
UGT2B28	-2.8685
WBSCR16	-0.0555
NLRC3	0.00800000000000002
ASTL	-0.07375
ST6GALNAC1	-3.307
ZADH2	0.3345
MLLT4	1.59091666666667
ARL6	0.634166666666667
MEF2C	-0.71775
CBFA2T3	-2.388
AFF3	0.981071428571428
COG7	0.7365
MYB	-0.341666666666667
PLXNA3	0.135
XRCC2	-1.79983333333333
MMS19	-1.353375
ST8SIA5	-1.19625
CHPT1	-0.322833333333333
KIAA1712	-1.044625
OR6X1	0.0425
ACTR3	0.119125
UGCG	0.623833333333333
OR4P4	0.587
ZAP70	-3.77725
LPP	2.12575
ZNF485	0.87425
PTPRCAP	-0.888
IL12RB1	0.132
ATRX	0.586
CHST8	2.102625
C14orf109	1.1765
ARV1	1.10425
NMB	-1.64757142857143
COX5A	-1.1475
EIF6	-0.15775
MPPED2	-0.583833333333333
SEMG1	-1.207
CHRDL1	1.1825
TRAF3IP2	1.174
WNK2	0.414875
LILRA4	2.15233333333333
LAMA2	3.219
PXT1	0.553
RLBP1	-4.67575
CD300C	-1.46325
SLTM	-0.496375
FLJ10404	-0.529375
APOBEC3D	-1.18183333333333
RENBP	1.76666666666667
ATXN7L1	1.664625
NID1	-0.819
TUBGCP3	0.05525
ITIH5	0.447
CCDC110	2.54825
C8A	-3.271
MGC87042	1.5505
HOXC13	2.84925
TFDP2	-0.23325
HCP5	1.040875
POLI	0.254
UCN	-0.703
ZNF764	0.673833333333333
C8orf45	1.2305
FHL3	-1.93525
SPATA5L1	-0.93425
MMRN2	2.84633333333333
NDST1	0.107166666666667
COL20A1	-0.146666666666667
ZNF248	-0.106333333333333
PELP1	-0.251166666666667
MBL2	-2.4425
RNF41	0.423625
C5orf24	0.263
THOC5	-0.32525
SERINC3	0.150166666666667
RP11-151A6.2	1.35875
CDCP2	0.114
HIST1H2AA	0.67225
C11orf75	-0.468166666666667
FKBP7	-0.09375
DDOST	-1.10225
GPNMB	-1.16833333333333
TTF2	-0.955666666666667
KCNT1	0.285666666666667
SLC39A14	-0.51575
NGRN	0.2522
GPR137B	1.48825
MECP2	0.139125
PSMA1	-0.166
C16orf73	-6.21675
TMEM60	1.84233333333333
CSN3	0.4025
NOS1	0.627333333333333
RAB7L1	1.138
YBX2	1.888
KIAA1166	-0.48425
FUBP3	-0.8215
ABCG1	1.4215
ACACA	0.128583333333333
ARL11	0.3898
ATOH1	0.3535
ODF1	0.643
CREB3L3	-2.70683333333333
TMEM127	1.47364285714286
DSCAML1	-0.94325
PLN	1.62683333333333
LYPLA1	-0.499
PRDM9	-2.2085
SASP	-0.53575
PLUNC	3.157
INTU	0.91225
HISPPD1	-0.475
LNPEP	0.2815
YARS2	-1.2165
APCDD1L	-1.6055
ZCCHC4	-0.8488
FBXO22	-0.902333333333333
TTLL13	-0.8505
ZNF669	0.470166666666667
PTGDR	1.60125
DDX27	0.007
KIAA0409	-0.222666666666667
GJB6	-0.13675
ASB8	0.731
PLP2	-0.457333333333333
MEPE	-0.11625
OR10J5	0.4285
KRT222P	0.979
COQ7	1.29433333333333
C1orf101	0.18375
RERG	3.3714
CHMP5	0.07475
THAP11	-0.145375
ZNF43	-0.0233333333333333
ZRANB3	-0.182166666666667
KRT13	-1.726375
MRPL19	-0.176375
RBBP9	0.246625
SPATA17	2.310625
BXDC5	-0.470333333333333
PAFAH1B1	-0.513416666666667
MAGEE1	0.93375
OSTF1	-0.19375
KIAA0323	0.298916666666667
TXNDC13	0.867166666666667
CNTN4	0.324
LCE1B	0.439
UNQ501	1.56175
ZNF154	0.03175
C3orf64	-0.89275
SYT5	-0.1538
PON1	0.0473333333333333
FLJ10357	-0.23575
ATP4A	-0.971
GNPDA1	-0.7685
MGAT1	0.0698333333333333
C14orf121	0.88975
SLC35B2	0.2415
MIER3	-0.147833333333333
CHEK1	-2.947125
ZNF8	0.157166666666667
TXNDC1	-1.10616666666667
CKB	-0.6495
RTN3	0.630642857142857
FZD2	0.303166666666667
PART1	-0.475285714285714
PSMB6	-0.519
PCDHB8	-1.4155
PHC3	-0.0475
PPP1R8	-0.611833333333333
NOVA2	1.18566666666667
TNFRSF11B	-4.64475
GOLPH3	0.606666666666667
UBLCP1	-0.897
SUHW3	-0.381
TTLL1	1.504
OPN4	0.429
OR13G1	-0.334
ZPBP2	0.2865
HSD17B11	-2.096625
C9orf50	1.969
DHDDS	0.0961428571428572
CTSW	0.0092
NEFM	-1.49233333333333
MRPL28	-0.27525
SYN1	0.488833333333333
PIGV	0.0181666666666667
ZIM2	-0.4045
APBB1	0.6415
SND1	-0.3605
C1orf123	-0.842833333333333
CHD3	-0.662
BHLHB8	0.239
RNASE2	-0.838833333333333
BCAP31	0.705875
SLC25A44	0.918833333333333
CHD6	1.023
PIB5PA	2.19123076923077
SELS	0.041875
LOC541471	-0.19525
FAT2	-0.1985
ZNF81	0.257
OR4C16	0.3675
FLJ10081	-0.4623
LRRC4	0.9675
CS	-0.343666666666667
N4BP2	0.348875
IGFBP7	0.5065
ZNF318	0.48875
NDNL2	0.458625
ZNF609	0.237875
SIRT4	0.13375
EXOSC10	-0.81625
ECE2	0.209416666666667
OVGP1	0.323
GTPBP3	-0.41625
PACS2	0.078
C19orf36	-0.705166666666667
ARL4C	-1.969375
ATG4B	-0.3235
UBQLNL	3.438
RHOXF2B	-3.637
PLEKHG2	-0.9635
GALR1	-1.687
AQP4	0.966166666666667
HDAC7A	0.03
DCUN1D3	0.6895
OR8A1	0.3425
CCRN4L	-0.371125
CBR4	-0.418
KIFC1	-1.0605
SLC7A14	-2.0205
LHX5	-0.37
TRPC7	-0.496
LPXN	-2.05325
SERPINA1	-2.532875
RPS13	-0.2736
BPIL3	1.8955
PRKAA1	-2.806
FADS2	0.8879
ENAH	0.4855625
PRO1768	0.236
APBA2BP	0.3255
LIPH	1.72883333333333
C3orf33	0.37575
RCC2	-0.446785714285714
ALDH1A2	-3.6822
RNF103	1.91525
AHCY	-0.649375
ALG12	0.982
CCL17	1.4145
ZNF543	1.4855
ESRRG	3.8682
CNGA1	-0.33975
RDH5	-0.169666666666667
OTX1	0.3055
PTGFR	-1.8515
CDR2	0.4535
SELE	4.159
NLGN2	-0.555666666666667
EXOSC9	-1.561
ZNF566	-0.0808333333333333
KLRC2	-5.3665
GPR12	0.531
KIAA0196	0.93625
PDRG1	0.05675
SSR3	0.186928571428571
MSI1	-0.631
CST9	0.856
CC2D1A	-0.19025
PLAGL1	-1.24538888888889
ZNF778	-0.5185
RNF2	1.05275
KLF6	1.2515
THBD	1.1165
tcag7.1314	1.86475
NR5A1	0.0503333333333333
ABCD2	-0.59775
DNAJC7	-1.98375
CLEC4C	-0.492
TM2D3	-0.3655
CCDC4	0.158
PLAC2	-2.62925
DCD	-0.2905
FAAH	1.099625
POLA1	-0.181666666666667
TM7SF2	1.109875
FLJ39822	3.3395
FLOT2	-0.152
MAP4K1	-1.35716666666667
SRP68	-0.34675
C21orf74	0.2255
ARPC5	0.671875
LOC126075	2.24875
HECW2	0.008
ZDHHC4	-0.09725
ANKRD42	1.5954
PDE9A	-0.384666666666667
ABCA8	1.05525
NDUFS2	0.3765
UBR5	-0.213125
BTBD16	-3.1565
LOC554174	1.152
ZNF20	1.174
KIAA1843	-0.272
WDR17	-0.341875
C15orf33	-1.2575
RNF113A	0.1305
CAMKK1	-0.6581
CLCN2	0.519
ANXA6	-1.2165
LOC340069	-0.176
EMID1	1.804125
DPM3	0.473
ELA1	-0.4185
SLC25A13	1.0623
KRT24	0.33375
SMPD1	-0.1315
TH	-0.054375
COL6A2	0.0941428571428572
ANKS1B	2.1475
GPR126	1.0152
ZC3H12A	-0.149833333333333
TMEM47	-1.321
C2orf51	0.0551666666666667
C1orf88	4.53533333333333
HSF2BP	0.653
AKAP10	0.55
RPAP3	-0.695
KLHDC8B	0.4455
STOM	-1.4236
MUPCDH	0.39375
C10orf72	-0.832
PLEKHA3	0.429833333333333
TCP11L1	0.25575
CWF19L1	-0.42575
SPEF1	2.29923076923077
YSK4	0.6015
ELN	1.4253
SAMD8	-0.201166666666667
MPI	-1.091
MEPCE	0.4596
ABCC3	-3.463375
NANOGP1	-4.174
KCNK17	-0.224
HLA-DMB	3.16366666666667
RRAGA	0.991
ANGEL1	0.578
RBM32B	0.487
CPN1	-3.62975
MGC52282	-0.831
HLA-A	0.736833333333333
OR9G4	0.481
EDNRB	-1.791875
SCD	-1.19871428571429
C14orf80	0.160333333333333
BAGE2	0.681
RABL4	1.956
RCVRN	-0.588
SHANK1	-0.0865
NLRP7	-4.0325
CD226	-0.75525
STAT3	0.640375
SYNJ2	0.3142
TPCN2	0.0258333333333333
WDR36	-1.52558333333333
MBD4	-0.10275
ROBO1	0.5248
ST3GAL6	-4.36325
SLAMF8	1.68383333333333
ATN1	0.367333333333333
GPR141	0.29225
KRT36	-0.157
TPH1	-0.2865
DDX52	-0.333
ZSCAN29	-0.0175
TRPT1	0.385
DPEP3	0.449
DENND4A	-1.213625
TSPAN16	-0.0975
PTCHD2	-0.6195
LOC145814	-0.616
CAP1	-0.378166666666667
EIF5A2	-2.1293
NT5DC3	-1.564
SEPT9	-1.2965
SEZ6L2	1.826375
EGFLAM	3.22675
VPS11	-0.674125
NDUFB5	-0.132333333333333
CIDEA	4.86133333333333
IER5L	0.21075
N6AMT1	0.89275
FAM83C	-0.256
OXR1	1.17808333333333
IRX1	-0.574
DGKB	-0.701166666666667
GCN5L2	-1.868
MIR16	1.077125
FBXW9	-0.202
WDR4	-1.7975
PDC	-0.0885
VPS33B	-0.64725
HEXB	-0.53375
FLJ32214	0.0475
TCEB3	-0.87925
CRLF1	-5.01275
ABI3BP	-0.363
C8orf22	-4.5025
PYCR1	-0.403375
KIAA1706	1.9085
CDK5R2	0.5555
WAS	-0.5385
C12orf60	-0.000749999999999997
CCBL2	-0.745125
MADD	-0.15375
C5orf34	-1.8625
WDR42A	0.3736
KLF12	-0.248625
HSPA1A	2.58525
ITM2C	-2.56383333333333
DAPK2	2.13433333333333
LOC442590	1.0385
SUMF2	0.243625
CENPA	-1.08953846153846
TMED5	-0.817875
CDH6	-0.9181
BRP44	1.796625
THG1L	-1.3025
GABRA2	0.95725
C14orf166	0.12525
MYL1	-2.029
TNFSF18	0.931
PAP2D	-1.61083333333333
PPIB	-0.83025
KLHL4	-1.147375
SFN	0.606833333333333
CCDC127	0.421
FRAP1	-0.82975
GOLGA5	1.61475
SDCCAG1	-0.22225
MGC21675	0.520666666666667
C10orf95	-1.37725
KIAA1345	-0.928166666666667
C1orf163	-0.6255
LACE1	0.0788333333333334
OR10K2	0.3195
CENPN	-1.88772
TMED2	0.1785
UGT1A6	-1.841
ANG	1.24925
U2AF1	-1.11983333333333
CASC2	1.84183333333333
NMT2	0.513
OSGEPL1	0.02275
DFNB31	-0.972
SLC6A20	-0.112875
DKC1	-0.7945
FXYD4	-1.15725
WDR64	0.07875
MGC5590	0.3945
CREBZF	-0.895166666666667
DAZ1	-0.8925
PRPSAP1	-0.8015
GCHFR	-0.98675
TTC7A	-0.21175
LOC196993	0.86475
UBD	0.213666666666667
S100A1	0.968125
RPL6	-0.114333333333333
DNAJB6	0.12645
NAGS	-0.6263
C2orf58	0.26
KERA	0.496833333333333
MT1X	-0.8132
UBE2B	-0.335
KEAP1	-0.17075
MST1	-3.275625
OMA1	0.6155
ABLIM2	1.51
BCL2L13	-0.079
JAZF1	-1.53983333333333
TMEM63B	0.8015
S100A8	-1.5666
ARFIP2	1.15025
UROS	0.387
KHDRBS2	-0.8985
POLQ	-2.058
SOAT1	-1.423
SPAG4	-1.05375
MRPS30	-1.418
LOC494141	-0.01825
OR2T11	0.307
ORAOV1	-0.166
ZNF184	-0.037
TCEB3B	0.367833333333333
ADAM21	-0.299
GDPD1	1.2085
SPINLW1	0.0295
PRR14	0.372
KCTD9	0.0705
NUDT3	0.9025
KIAA1822	0.4258
HIST1H4K	2.361
DFNA5	-3.7745
GABPA	-0.26475
C14orf44	1.32825
POLB	1.33125
PTAR1	-0.637
SEC31A	0.8833
TRIM58	-1.63825
TAS2R14	-0.148
VPS8	0.077375
H1F0	1.8735
PRKCB1	-3.9095
UGT2A1	0.49
TOR1B	-0.08725
LSS	-1.86341666666667
C2orf19	0.1925
HNRNPC	0.0176428571428571
TMEM100	-1.511
LOC116349	1.08125
OR51M1	0.041
CCDC142	-0.45775
ISG15	2.4431875
ZCCHC14	-0.261625
CREBL2	1.047
TGDS	-0.868
DC2	-0.298
CACNA2D3	-1.94778571428571
ZNF429	-0.354
LYPD6	0.857
SUCLG1	-0.00983333333333333
OR51I1	-0.859
MAGEH1	1.30225
PRPF40A	0.259
SMR3A	0.2835
SPINK2	-2.1345
THAP2	0.903125
NPY5R	1.092375
IRF4	-3.336875
SPESP1	-2.58266666666667
OR10S1	0.3405
DTD1	0.0765
TUBE1	-0.99325
DDX19A	-1.3605
PDPN	-2.359875
TMEM34	0.116
MGAM	0.04425
COL3A1	5.66988888888889
GFM2	-0.8446
OR5A2	-0.227
PSG9	-0.99125
ARHGEF11	0.4505
IVNS1ABP	-0.7930625
SIGIRR	1.62975
DUSP19	-0.221
DNAJC14	0.1187
ACSS1	0.85475
IL1RAPL2	0.337
C4orf30	-0.975
SEPT4	1.4035
LANCL3	-3.82025
SPAG17	4.42233333333333
PRDX3	-0.28225
HNF1A	-1.01775
P4HA2	-0.56975
RFWD3	-0.796
MOV10	-0.61675
DNAJA5	-0.108571428571429
LOC729440	-0.199
LOC200383	1.236875
SMC2	-1.6275
MIXL1	-1.40233333333333
TMEM9	0.7285
FAM86A	1.509
ZNF174	0.4525
MYH14	-0.20325
CCR8	0.0480000000000001
VPS37C	1.33783333333333
GPATCH1	0.419
B3GNT8	2.1035
TBX4	-0.979
CNR2	0.33
PCDH1	1.1555
C5orf29	1.919375
OCIAD2	1.12075
PLCG2	-0.20475
KIAA0247	1.927875
HRH3	0.46
CAPN13	4.67275
CCR1	-1.481
MGC15523	-0.659777777777778
UVRAG	0.142333333333333
DNAJA2	-0.213666666666667
ITGA2B	-0.910166666666667
CLDN5	3.70575
PTPRN2	-1.39607142857143
ZNF512	-0.348666666666667
PSAP	-0.221857142857143
CCDC140	-0.525
LRRC55	0.11675
CYP26C1	-0.4685
C8orf47	-0.87825
LYN	-0.9005
DUSP6	0.6295
TGFB3	2.64393333333333
ELK1	-0.7155
PCDH11Y	0.150833333333333
HGD	-2.30725
C17orf58	0.79625
MYO3A	-0.28
SERPINE2	-5.39616666666667
AARSD1	-1.159375
C14orf73	-2.6
ADAM33	-0.35525
ZNF491	0.7245
MAPK6	-1.3345
TCN1	-1.7232
SLC24A6	0.837
UBE2R2	0.88575
H1FNT	0.46825
TATDN2	-0.494166666666667
LILRB1	0.51175
P2RY5	0.0775
NUCB2	1.607
C2orf37	1.2685
SNX27	1.63483333333333
MTA3	0.184875
FOXO4	0.07425
ID4	-1.5945
SOX5	-2.13733333333333
PXMP3	1.07275
OR52M1	0.3365
SFT2D3	0.126875
INA	-3.37683333333333
MCOLN1	0.3155
NFIX	1.1032
CLEC14A	5.51216666666667
HIBCH	-0.428
PLA2G5	0.60875
TIMM10	0.612666666666667
MED17	-0.6864
COL4A4	-1.601
TPP1	1.40683333333333
GJA3	-1.57133333333333
TMPRSS5	-2.275
AADACL3	0.2925
DNMBP	-1.83
ENPP5	3.39816666666667
NQO1	-0.47
ZSCAN2	-0.317625
SEC24C	-0.535666666666667
GTF2A1L	-1.441
AXIN2	-0.7543
FAM33A	-1.7525
C16orf13	-0.066375
SPNS2	0.80975
TAF1	0.30625
AP1G2	-0.403166666666667
RBM42	0.146
HCN2	-0.016
EFHB	0.440833333333333
RUSC1	0.764333333333333
GRIK5	0.6185
USP21	0.517666666666667
ATAD3C	0.46025
ORMDL2	1.764125
PRSS7	-3.88675
PSAT1	-6.31475
FLJ13195	-0.328166666666667
TBC1D1	-0.4695
IFNG	0.05425
OTOS	0.218333333333333
ZNF773	-1.62083333333333
EMD	-0.7515
RETN	-0.47675
CCL8	1.938
APH1A	-0.731625
COX18	-0.475125
GTF2IRD2	0.764
CCDC82	-3.37091666666667
PAFAH2	0.3544
NPEPL1	-0.6386
RP11-114G1.1	0.5605
TP53INP1	2.407875
ZNF300	-0.276333333333333
FOXL2	-2.76775
LARP2	0.0590833333333333
LATS1	0.272
HTR6	0.038
SPOCK2	-0.956166666666667
RNF144B	3.028
HTATIP2	1.18575
MGC10334	-0.165583333333333
CENTA2	1.6155
FGF2	-2.56025
FXYD7	-0.285
PHYHIPL	-2.212875
GPR34	2.16425
DDX6	-0.0756666666666667
OR10W1	0.2745
LHFPL1	-0.988
ZNF313	-0.356285714285714
VPS28	0.8745
AP3M1	-0.6782
AKR1CL2	-0.1035
TRAF4	-0.337625
OR2B11	0.6905
C19orf12	0.0208333333333333
AKAP9	0.827833333333333
C1orf62	0.286666666666667
SLC20A1	-1.2433
FAM112A	0.141
LDB2	-0.01075
MRPS23	-0.848
KLK5	-0.0435
SPTB	-0.1011
EFEMP2	-0.45575
EFNB2	-0.26625
PCM1	0.890785714285714
NMNAT3	1.325
TSG101	1.04533333333333
C8orf40	1.23433333333333
NOB1	-1.97975
ABHD3	0.50275
GTF3C4	-0.162375
PIGN	1.8395
GALNTL1	0.11075
AEBP1	0.59775
OR9Q1	0.7055
ANKRD2	-0.369875
CCL28	-4.01325
TRIM38	0.487166666666667
TMCC1	0.410416666666667
SMG5	0.248
LRRC7	-0.194
NCAPD2	-1.47316666666667
C6orf153	-0.44225
C1orf74	1.03125
OTUD6A	0.4345
DCP2	-0.938833333333333
TMEM24	-0.4375
RPL18	-0.261
TMEM177	-0.331
LRRC37A3	0.8005
C1D	-0.955666666666667
LDHC	-3.08575
UBE4B	-0.393
NIT1	0.9255
BTN3A3	0.119375
RASD1	0.5545
COMMD3	1.97025
SHFM1	1.67775
BIRC8	0.89025
DUT	-0.69625
C12orf51	1.5415
LRRC59	-0.3355
LY6H	0.46525
WDR22	1.16658333333333
EDEM1	-0.265071428571429
ADH1A	3.8885
PANX2	0.8376
CYP11B1	0.60175
CDC73	0.3605
GPR172A	0.40975
GSTM3	0.295
KCNA5	-0.42475
SERAC1	0.690333333333333
NFATC2	-0.1635
ANAPC5	-0.6626
C15orf24	-0.307
NFATC2IP	-0.527666666666667
TNRC6C	0.116833333333333
MGC102966	-3.5655
FGD5	-0.0316666666666667
MED9	0.2575
RAB13	1.41066666666667
C15orf49	-0.309
CRYGS	-0.4705
C12orf53	-0.7143
LOC283693	-0.5235
COX6B2	0.7675
PHF14	0.787
FAM3A	0.314875
RPL13	-0.3528
PRDX2	-0.0279
FLJ34047	-1.8935
PRMT3	-1.0645
KCTD19	-0.9205
TRIM10	-0.584333333333333
MGC26597	-0.282333333333333
GCNT4	0.08875
GPRASP1	0.60825
CDKN1C	-0.18075
RHBDL2	1.3764
HSPH1	-1.4325
AQP1	3.290125
COL17A1	-2.6533
GFAP	0.124
CDC16	0.09425
KIAA1614	-0.5145
C6orf118	0.00499999999999997
ZSWIM5	1.143
FAM83F	3.11125
LYNX1	1.9414375
SYNPR	-0.59625
XG	3.81783333333333
PRSS16	-1.466625
KIF13B	1.58478571428571
PCDH9	-1.522375
HIST1H2AH	2.0405
RBM18	-0.03575
ZNF626	0.592375
HEXIM2	0.359
ITFG1	-0.5185
TUBG2	-0.7535
SFRS7	-0.551166666666667
C9orf14	0.581
EXTL1	-0.91475
GBP3	1.39516666666667
WDR5	-1.279
RARG	0.302666666666667
MYO7A	-0.5175
CECR6	1.49675
C13orf3	-1.094375
SFRS18	-0.0535
ACVR1B	0.3835
PSMD1	-0.0793
C7orf31	-1.7785
ILVBL	-0.5625
IFNGR1	0.80475
RNF186	-0.21
NOL9	-0.43875
MAGEL2	-0.014
SLC29A2	-0.72
NHSL1	-1.30975
RBMX	-0.509
PSORS1C2	0.4775
RAD51L3	0.233416666666667
LCN6	0.99775
ORAI2	0.653125
BRUNOL6	0.0423
OR4K5	0.0155
CDC123	-0.28375
MSLN	-1.78216666666667
WWTR1	0.149833333333333
ZNF700	-0.987833333333333
COBL	-0.15425
PPP1R16B	-0.430875
GAS7	-0.9201
MDN1	-1.594
HAAO	-0.4645
C9orf68	0.319
TNFAIP2	0.6315
FOXN1	0.0225
hCG_2033311	-0.568666666666667
ATP6V0D2	-0.7918
RPL41	1.028
SLC38A1	0.03775
ARHGAP6	-1.80141666666667
ADAD2	-0.4745
PHF20L1	0.4021875
MCM3AP	-0.142833333333333
ST3GAL3	-0.857666666666667
SNX1	0.351833333333333
ELF5	1.8985
PARP3	-0.070625
RBM8A	0.10525
LINGO4	0.5335
ITGA9	-0.41
ZFR	-0.493
ACSL6	-0.89575
FLJ20699	0.2929
DAOA	-0.2635
FABP4	6.6035
KCNB1	-0.33525
CANX	-0.7462
SLC25A28	-0.269166666666667
ADIPOR2	0.994
ECHDC2	1.89075
SMA4	-0.447
FRZB	2.445
PABPC1	-0.324333333333333
DMRTB1	-0.35175
APOBEC3G	-2.6545
CATSPER2	-0.9645
CUEDC1	1.868
STARD9	-1.689375
CLDN8	2.98075
LOC23117	-1.35418181818182
E2F6	-0.800666666666667
TMEM126B	-1.54616666666667
DPY19L4	0.756
GIMAP5	2.82983333333333
NDUFA9	-0.830333333333333
FAM77C	3.132
CTPS2	1.60075
LOC51035	0.338375
WDSOF1	-0.50075
EGLN3	-0.11675
PITX3	0.581
OR52E8	1.146
GRM4	0.3195
KLK1	-2.95566666666667
GPM6B	-1.7395
RRAGD	-2.46016666666667
PAGE5	3.438
UCHL5	-0.732333333333333
ULK3	-1.26416666666667
AIM2	-1.04466666666667
PNO1	-0.816166666666667
OR2F2	0.025
GNAT2	-0.709
SIX1	4.366
ST13	0.0980833333333334
ZBTB44	0.06875
TIMP2	0.0985
ZMAT4	2.57925
GTF2IRD1	0.320166666666667
ZNF19	0.786333333333333
ZNF714	-0.41125
RSC1A1	0.11
C9orf80	0.626
PSMA8	0.4145
TMEM141	1.3145
COX4I1	-0.569357142857143
CTAGE1	-0.0405
DTWD1	-1.12675
HSD11B1	0.4585
KRT6B	-0.11925
ARID4B	1.36325
LHFPL3	-0.1735
WWP2	0.172833333333333
ZNF326	-0.202666666666667
RGPD1	-0.43
CTSH	0.982666666666667
FASTKD1	-1.25175
PAF1	0.5569
TTC9C	0.16975
IFT57	0.0589
PRSS36	-0.292
IL20RB	-2.173
ZNF592	-0.488166666666667
DCTD	-1.0815
CFP	1.22875
MFNG	-1.270375
JMJD2B	1.3655
ALDH3B1	-0.3205
THSD4	1.58333333333333
KCNJ5	1.34483333333333
LMNA	0.141666666666667
TBCD	-0.181875
ZNF250	0.143166666666667
CASQ2	1.39366666666667
PEG10	-2.85975
PRAME	-1.22566666666667
NP	-0.473875
TRIM59	-0.554666666666667
ZNF12	0.748625
XTP3TPA	0.43925
SIGLEC7	-1.599
PANK4	-1.224
FAM70A	-2.775
SNED1	-0.4645
HIP1	1.812
RAET1E	-0.213833333333333
AMAC1L2	0.417
AHNAK2	0.380166666666667
TOE1	-1.26533333333333
RECQL4	-1.03725
SPRYD3	1.36575
DPAGT1	-0.661
MAGED2	2.4388
ANKRD55	-0.95825
TRPS1	4.62233333333333
DOK7	-1.33875
TFPI2	-7.93975
GTF2H3	-0.145833333333333
CYP4F11	0.09575
LHX2	-2.595
ATG16L1	1.281
ASB12	-0.0005
C1orf116	4.152375
NF2	-0.6421
POM121	-0.461
PHYHD1	0.5459
TXNDC17	0.397833333333333
DKFZp779O175	-0.5595
NUP62	-0.359714285714286
MYO18B	-1.04583333333333
PRAMEF1	-0.0675
TCBA1	0.044
TMEM168	0.95725
FJX1	-0.188166666666667
CLCF1	-0.805
SEPN1	0.226
IGSF2	0.4105
NUDCD1	-0.4005
TFF3	2.5565
NDFIP1	0.678714285714286
CHCHD4	-1.138
TNR	0.085
CUTA	0.463
USP44	-4.148
DPP10	-0.1565
IWS1	-0.334
PCGF1	-0.26575
SULT1C4	-0.1475
NTF5	-0.532
PTPN13	0.92275
SSTR5	0.5645
SFRP1	-2.861625
IDH3B	-0.954125
SUOX	1.50616666666667
TMCO5	0.50125
GOLT1B	-0.1255
MIB1	0.962642857142857
PCDHGB1	0.486
SUSD1	-1.31
ICAM5	-3.45616666666667
PAPOLB	0.1515
URM1	-0.8015
TMEM106B	1.67066666666667
LRIG2	-0.7965
SLC27A5	0.314
CLIC6	-0.8408
ZNF420	1.02433333333333
SCN9A	-1.8509
KIAA1909	1.41825
ELMOD1	-2.4135
PRKAG1	0.04375
FAM64A	-1.45166666666667
EEF1G	0.345
SMAD5	0.5385
INCENP	-0.945
WASF2	-1.7705
GARS	-0.1565
CDK10	-1.0991
HLX	-0.7485
MDM4	0.589875
ZNRF1	-1.098
HHATL	-2.35233333333333
FAM21C	0.9567
HIST2H3C	-0.54125
PFDN2	0.6725
ZNF200	-0.523
NDN	-0.726
HBA2	-2.76566666666667
FBLN5	1.148625
PUM1	0.235214285714286
TNNT1	1.855
C19orf59	-0.8015
HNRPH2	1.23216666666667
RAB7A	-0.0701666666666667
PMS2	-0.02575
BIRC3	-1.78416666666667
NRSN2	0.77575
OR52K2	0.432
SPOCK1	-0.789214285714286
H2AFY	0.14475
RXRB	-0.70225
ZNF638	0.0153333333333333
ANKRD45	-1.07875
ACTN4	-0.608833333333333
FXC1	0.64175
EIF2B5	-0.11575
VPS33A	-0.61225
PINK1	-0.3635
FAM106A	1.2925
SKIP	0.584357142857143
GAPDHS	-0.0315
MUM1L1	-0.405
PSTPIP1	-0.1175
CNTNAP1	-1.661
CYP26A1	-1.298
APOL2	-0.3863
TACC2	1.254125
COX7A2L	0.768
HSD17B1	-0.307375
ARRB2	-0.992
SLC7A6	-0.8459
HSD17B10	0.3405
RBJ	0.08275
NUP155	-1.9285
MRPL10	-1.05333333333333
CYCS	-0.636333333333333
CCDC46	-0.859
TECTA	-0.472
GNAL	-1.24125
LPO	-0.0235
PEBP4	4.356
DDX11	-2.03325
C18orf12	0.405
TAF9B	0.196833333333333
IMP4	0.5315
RPA4	-1.0455
NDUFS1	-0.3545
UPK1A	-1.03516666666667
ARRDC2	-0.808833333333333
C18orf20	-0.462
AES	0.1105
CD2BP2	0.246333333333333
