Hybridization REF	TCGA-A2-A0CX-01A-21R-A00Z-07
EPB41L3	0.23
TEKT2	0.71225
CDKN2B	0.887166666666667
ZNF480	1.04225
MAP3K6	0.0692
MAP6	1.32666666666667
HN1	1.4128
OR2L13	0.505333333333333
SLC16A11	0.35525
FAM96A	-0.612
APOL1	1.1695
C5orf32	-1.08225
RTP1	-0.413333333333333
RNF175	-0.580375
ZBTB41	1.21425
AHCTF1	1.515
SAE2	-0.3507
ITGA2	0.879166666666667
MME	-1.14516666666667
CCDC14	-1.42475
MAST4	1.40621428571429
KRT33B	-0.096
KCTD2	0.310166666666667
WDR26	0.903416666666667
MFI2	-1.04175
NR4A3	0.029625
ARSA	1.84375
UNKL	-0.0323333333333334
SULT6B1	0.6265
CCNA2	-1.36166666666667
SOX15	-0.095
PPAPDC1B	0.182416666666667
C19orf44	-0.01
MCAT	0.392333333333333
ARID1B	0.0405
OR52N1	0.173
C12orf48	-0.7975
MAGI1	-0.67825
NIPA2	-0.6365
GBX2	-0.33775
RSHL3	-0.334142857142857
RAVER1	-0.724833333333333
C15orf17	-1.0325
SLC30A2	2.081625
ZNF518	0.74875
PCYT1B	-0.87475
C10orf114	-1.134
EIF3H	1.31908333333333
SLC25A39	-1.033
KIF1B	0.14075
AMOTL2	-1.16075
C6orf120	-0.223
PSRC1	-1.91825
PLA2G10	3.421125
KIF5C	-0.53125
MRPL37	-0.706
C17orf62	0.288166666666667
C9orf135	-1.30366666666667
DUSP10	1.4645
CLCNKB	0.7655
PSMA5	-0.21125
C8orf53	1.90025
AMPD3	0.514833333333333
PIAS1	-0.2805
ADCYAP1R1	-0.1085
GYLTL1B	1.15075
CDH20	0.285
FBXO7	-0.1415
TMEM134	0.1785
FLJ14213	0.824
ZNF3	-0.08675
LRRFIP1	0.36
CNOT2	0.781083333333333
ABI3	2.5425
ALDH5A1	-0.838333333333333
HNT	3.2666
SERPINA4	-2.65
TK2	0.2275
STMN1	-1.60766666666667
GUCA2A	0.2815
GALNT10	0.429571428571429
DPP6	-0.640294117647059
C9orf93	-0.51075
PRELID2	-1.18075
STK39	-0.520125
SFTPA1	-1.73
CKS2	-0.201888888888889
RHO	0.119
C20orf135	-0.2275
XKR3	-1.7055
CR1	0.298
RPS6KA2	0.489571428571429
C20orf112	0.07875
MRPL22	-0.7985
C4orf23	0.370666666666667
GADD45B	1.63625
KLHDC1	0.0708333333333333
C2orf48	-1.457
ZNF287	-0.5635
DAAM2	-1.118
DPPA2	-2.54233333333333
TCTN3	0.097
DNAJB11	0.698
FPR1	3.87875
DEFB4	0.319
PTCD2	-1.1054
SMOC2	4.72483333333333
CABP7	2.157
SERPINB11	-0.226
MAGEF1	0.28325
NDE1	0.404666666666667
ITGA10	-1.8905
FSHB	-0.1285
ANXA2	0.308625
HORMAD2	0.5325
HLCS	0.53025
MCF2L	1.39766666666667
FH	0.220875
TBC1D24	2.985
KIAA1505	-0.22125
LGALS2	-2.776
CNBD1	0.012
SYNPO2L	-0.00325
PTPN23	-0.405142857142857
C1orf183	0.133333333333333
MAGEA8	-3.6825
DGCR8	-0.858125
GSR	0.64125
PAQR7	0.3765
ZNF676	-0.40275
CACNA1C	0.1598
SP7	-0.005
PDCD6	0.8965
NRN1L	-0.8815
BRI3BP	0.915666666666667
KIAA1183	0.452
ASB4	-0.022
CCL23	1.1446
OBSL1	-0.425375
SLC12A7	0.62175
KIAA0240	0.88375
CD1B	-2.97033333333333
FCGR2A	2.190625
MDC1	-1.20825
HTR1A	0.1412
OCEL1	0.476
ATP11B	-1.3240625
FBXO34	0.186666666666667
PCDH12	3.082
RPE	-0.54225
C17orf74	0.056
CSDC2	0.2335
PET112L	-0.054
TMBIM1	-0.00699999999999998
P2RXL1	0.11625
TCHP	-0.2755
TRMT1	-0.896333333333333
F2RL2	-0.165333333333333
LRRC32	2.477
IMPG2	0.412
BGLAP	-1.29825
LOC493869	-0.5445
MRAS	1.85
SLC35F5	2.09625
CBWD1	-0.0885
AXL	-1.32725
ATP2C2	1.9055
TELO2	0.0955
PNPLA3	-0.62675
PCDHB14	1.163
CD276	0.47075
KRT80	-1.87175
DUSP28	-0.53
CSNK1E	-0.160083333333333
SRP14	0.2375
KCNQ4	0.269
KRT72	0.297333333333333
CCDC117	1.00925
C6orf89	-0.210944444444444
TUBB2B	-2.45
RTN4IP1	-0.33175
CR1L	-2.94883333333333
CEND1	-0.397375
C12orf41	-0.602166666666667
RNF31	-0.39525
UBN1	1.08266666666667
C17orf32	1.49975
SLC5A7	0.15925
GPR92	1.89533333333333
ESAM	2.1798
CTNNA1	-0.0695833333333333
HRBL	-0.5685
CBX4	0.04375
TMEM182	0.14925
SH3TC2	-0.617166666666667
IL10	0.478833333333333
PXMP4	-1.5955
RNF167	-0.3894
PAK7	0.388
ETV3	0.4485
ATPIF1	-0.797
LOC554207	-1.3655
OR8H1	0.10625
WDFY3	0.929875
DPM1	-0.8315
GPSM1	-0.0605
WDR92	0.7007
LRP1	0.116833333333333
ANKH	0.053625
THUMPD3	-1.257
POLR1B	0.1475
OLFM4	7.69116666666667
RAD9B	-0.62775
TSPY2	-3.343
PAX6	-0.5165
SCG2	-2.484375
SLC17A6	-0.36575
FMO3	2.59275
PADI4	0.242714285714286
TUBB4	-0.7961
NLK	1.0335
POU4F3	0.086
SDF4	-0.43325
ITGBL1	3.78783333333333
NETO1	-0.932125
TAP2	0.278714285714286
ABBA-1	-0.63
GNAI1	-0.57625
VPS4B	0.70175
NOPE	-0.7918
GALNT6	3.38283333333333
SESN1	1.375125
GBE1	-1.99755555555556
CLASP1	0.1345
RASGEF1B	0.838
ACOT11	0.390428571428571
AFAP1	0.89525
OR2H2	-0.028
DPY19L2P1	-1.98875
DZIP1	-1.1545
SEC22C	0.0611666666666667
GPR161	0.00825
RNF146	0.219
WDR74	-1.407
GALP	0.916
PURA	0.94375
DNPEP	0.205833333333333
RP11-78J21.1	-0.5075
ERBB2	4.584375
FANCM	-0.62375
NEO1	-0.187833333333333
DDX3Y	-4.1166
RPS3A	0.121875
MXRA7	-0.234071428571429
LGALS3	-0.203166666666667
GLT8D1	-0.028
CFL2	-2.4075
UPB1	1.0365
NAP1L5	-0.1765
CLDN14	0.76325
DHX38	-1.058
BTBD1	-0.89425
TARS2	0.894166666666667
ABCF1	-0.0354
FCF1	0.815333333333333
LRRC49	-0.88125
GUCY1B2	-1.135
C1orf177	0.622666666666667
SMARCA4	-0.576785714285714
LRP8	0.4105
TAGLN3	-0.61325
MRPL14	0.194
TTRAP	-0.5915
ZDHHC20	0.86825
NFE2L3	-0.22675
KIAA1377	1.219125
PALMD	1.1193
TMEM43	-0.29975
TTL	-1.009125
STAT5B	-0.448333333333333
SSB	-0.73375
OR10H5	0.821
SLC22A13	1.853
AKAP3	-1.15425
TIMM23	0.284666666666667
OAS2	2.55558333333333
KIAA0423	0.27475
TRIM11	1.187
GLIS3	2.422125
TMEM50B	0.376166666666667
ARHGEF4	-0.609625
DEGS1	0.344090909090909
TBL1XR1	1.23563333333333
G6PD	-1.3075
SP140	1.2824
MUC17	-0.099
NUDC	-0.7319
DNAJC5B	2.97433333333333
SCARA3	0.438666666666667
CPA3	6.1275
BCAT2	-0.4935
MFN1	-0.1299
NRG3	-0.9795
SNX11	-0.0295
PLEKHH1	-0.722166666666667
GPR177	-0.405333333333333
HCFC2	0.38725
TCAP	4.7125
MOCOS	-1.0075
C14orf93	-0.799
PRDM10	-0.188166666666667
SLC16A4	0.668916666666667
SRGAP1	0.643666666666667
VIP	-0.45975
DUSP27	0.5935
LILRA1	0.3251
MC2R	0.6785
MGC24103	-1.74625
MBTD1	-1.0535
FUT11	-0.247833333333333
USP33	-0.6022
C15orf39	-0.91
MAP3K12	-0.20275
PAAF1	-1.1735
BARHL1	0.12
FLJ16165	0.011
PIWIL2	-2.94125
SYNE1	0.48325
CMTM4	-0.02925
TSPYL1	0.1067
GUF1	-0.260833333333333
TMEM157	0.5615
WDR44	0.1175
HIST1H3C	-0.011
DKFZp666G057	-0.133666666666667
RNPEP	0.62
GAS2L2	0.0693333333333333
ADH4	-3.899
GRPR	0.774
FBXL17	-1.3505
ZBTB10	1.52175
Gcom1	-0.268166666666667
HTRA1	2.0424
ZNF585A	0.0556666666666667
SLC26A2	0.495857142857143
OTOP3	0.207333333333333
WISP1	2.00744444444444
ATP2B4	-0.713666666666667
FLJ10769	0.546
CRAMP1L	-0.13775
CHST12	-0.3035
RAB22A	0.29825
TARDBP	-0.106428571428571
STAU1	0.4535
CRB3	2.1735
MIG7	-3.1765
CHMP1A	-0.255
ZNF160	0.51525
B3GALT6	-0.437625
BARX1	-1.7354
C6orf167	-1.4945
NXNL1	0.529
DHX29	0.282875
HADHB	0.007
PLXNB2	0.512
ILDR1	-1.28225
SLC15A3	3.419
GAS2	-5.11816666666667
C20orf69	-0.9735
NUMB	-0.11925
TNIP1	-0.168
MESP1	-1.808
PSKH1	-0.848
NSFL1C	-0.2655
RHOG	-0.19575
HEY1	1.597
KNG1	-1.3075
ITGAX	1.4619
LIN9	-0.0181666666666667
CANT1	1.283875
XRN1	0.639785714285714
CCDC96	1.4846
HEATR6	0.0683333333333333
GNG7	-0.670916666666667
RUNX2	1.1785
SOX1	-0.469833333333333
FCRL5	0.5435
ZNF99	-0.093
FAM9A	0.315
SNX22	0.822
MBNL3	-1.92366666666667
ODC1	-0.1755
ADORA2B	-2.58366666666667
NR2F6	-0.6165
ZFYVE16	-0.318444444444445
SYNJ2BP	1.1105
POLE	-0.5475
E2F2	-1.262125
THRA	-0.340666666666667
PTGES2	-1.35716666666667
HIP1R	0.284166666666667
TMUB1	-1.154
ENO3	-2.3975
RSPH10B	0.5455
CXorf39	1.826625
IRGC	-0.201
GPR109B	0.64775
FLJ13305	0.1295
LCE3A	0.4025
TNFRSF18	0.2515
DET1	-0.15075
TRPM3	0.25325
C16orf79	-1.031
FECH	0.394
RAP2A	0.471833333333333
CRIP1	2.00233333333333
AZIN1	0.477375
SLC7A7	4.179
IL10RA	1.1659
TMEM64	0.591
CDC42EP4	1.2687
C16orf58	-0.1853
ARG2	-1.512
POU5F1P4	-4.6285
FAM62B	-0.3755
DNAH8	-0.861222222222222
ASH2L	-0.547
TSLP	-3.72566666666667
CNTNAP5	-0.151
TMEM16C	3.579
IFNA14	0.246
SLC1A3	0.97675
CABYR	0.8905
BCL7B	-0.4187
NUDT13	-1.67583333333333
C13orf28	0.263
C1orf53	0.74275
ARL6IP4	0.0507
RPL35A	1.6305
EMR3	0.113333333333333
RAB40C	0.76375
SLC41A1	0.435666666666667
LRCH1	0.215
LY6G5B	-1.578
FAM124A	0.0463076923076923
MGC10981	-3.9175
CLIP3	0.13
MAP4K2	-0.384333333333333
CHIC1	-0.26875
SULF1	4.63583333333333
C20orf30	0.0261428571428571
PRDM5	-0.864375
ELOVL1	-0.45
C11orf48	0.002375
SLC39A10	0.032
KCNV1	0.5195
ACP1	-0.431666666666667
ZMYM2	-0.30125
B3GNT6	0.512833333333333
C9orf69	0.48375
C2orf15	0.95575
C20orf166	-0.564
HSP90AA6P	1.4805
EDG7	1.708
NEURL	-1.126125
LPL	1.0325
CLEC2D	-0.304285714285714
GRRP1	1.05816666666667
CD8B	-3.0849
HIST1H3D	0.342
SLC6A12	0.93225
FAM27L	-0.1855
CD84	1.985
RASA1	-0.0485
PHKG1	-0.2765
MAGEA11	-0.338
IMPA1	-0.8054
NPM3	-0.3845
RARRES1	3.74525
SH3BP1	0.17425
B3GNTL1	0.239
ARPC5L	0.383833333333333
KLHL26	0.069
SIM2	-1.268875
GJC1	0.4
C20orf194	0.19475
EXO1	-0.49275
SLC2A2	-2.76066666666667
LOC285074	-0.86175
LRG1	1.907
KIRREL	0.241
PIK3R1	0.846
C4orf34	1.08025
MAF	-0.676666666666667
ADCY4	2.6605
ZMIZ2	0.4738
SLC46A3	1.50733333333333
STAMBP	1.102
CCDC16	2.1315
MS4A12	0.3475
TCF20	0.60675
LRRC46	2.15575
C20orf152	0.01575
MRPS6	-0.591625
ABCB11	0.737
KCNC2	-0.249
CDH19	-2.4372
C9orf123	-0.0995
SSH3	0.717625
LDLRAD1	1.97525
CCBE1	-0.243666666666667
ZNF135	1.025375
TAAR1	1.146
WFDC12	-0.1765
CCDC42	-0.134833333333333
FLJ12529	-0.675
PER1	-0.358666666666667
TIMM50	-0.0921666666666667
SMARCAD1	-0.143
FAM26C	0.587
TP53TG3	-0.9135
SH3RF1	1.9091
LMCD1	1.52225
GPR63	0.1355
FLJ21986	-1.93525
AIFM3	-0.8085
MICAL1	-0.721666666666667
BLZF1	0.8325
IQCA	2.36416666666667
PCDHGC3	0.387
SAC	0.789
BCL6B	2.3844
DDO	-0.0445
MARCO	3.54625
DCHS1	1.13516666666667
C1orf170	0.415833333333333
CD200R1	0.4145
C22orf15	-0.4295
SEPT11	0.399166666666667
ADNP	0.09275
UST	-0.0695
C13orf34	-0.974333333333333
RFFL	1.42828571428571
APBA3	-0.5195
C2orf60	-0.984375
CUTL1	-0.268
PMS1	-0.708875
ZNF689	0.56
EIF3E	-0.441833333333333
IL9	0.4788
RPL31	-0.169
LY9	0.6845
ATP2B3	0.19425
KDELR2	0.821625
TFCP2	0.813875
NLRP12	-0.155375
FLJ45422	0.4685
TLE4	-0.589
ZNF570	0.1315
FLJ43806	-0.4655
TLK2	-0.180125
CIR	1.10825
MARS2	-0.0505
COL24A1	0.90675
SDF2L1	-0.1675
HIBADH	-0.527
IGFBP3	-0.935714285714286
C12orf23	1.133
PSPC1	0.2335
C20orf43	-0.2485
TRAV20	0.3125
ARHGAP24	0.186
KIAA1975	0.894375
C1QA	3.6622
DNTT	-4.51166666666667
C10orf6	0.00183333333333328
C11orf41	0.12325
HNRPF	0.720875
COL11A1	7.70583333333333
UBAP2	0.645166666666667
CDKN2AIPNL	-1.737
C20orf174	2.33625
SPRED2	0.38475
PLA2G12A	0.176833333333333
ICEBERG	-0.872666666666667
SCN10A	1.222
C11orf65	-0.31025
GBP5	5.75
PITPNC1	-0.527666666666667
POU3F3	-1.178
NCOA7	1.06125
LIN7C	-0.5612
LOC348840	-0.1125
NKX2-2	1.643
ANKRD13D	-0.60875
LOC123688	-0.185
FUT2	0.3345
TAAR8	0.8155
FZD4	0.200916666666667
PNMA3	-0.884666666666667
OR4L1	0.1055
WIT1	-2.0595
EXOC3L	0.89425
ATPBD4	1.0779
KRBA1	-0.818
UBXD6	0.83275
HOXB7	0.322142857142857
C7orf23	-1.236
UNQ338	1.04575
STAB2	-0.0895
CDC20B	-0.2865
IRF9	2.3165
CENTG1	0.298833333333333
TNPO2	-0.818
MCPH1	0.246125
BMS1P5	-2.16275
SLC26A7	1.2705
HIST1H3J	1.241
C9orf3	0.6677
LBH	1.363625
MYO1D	1.021
PTDSS2	-0.3665
NFU1	-0.0965
DEPDC4	-0.56975
WNT7B	0.7327
GLP2R	0.1745
SETD4	-0.8875
DYNLT3	-0.545
FKBP11	-0.27
SESTD1	1.78816666666667
FLII	1.05625
RPS16	-0.0716
CHPF	-0.737
CSNK2A1	0.392333333333333
SUMO1P1	-0.56625
FKBP6	0.1045
ZNF214	-0.996333333333333
TWIST1	1.06816666666667
DDX56	-1.49733333333333
TRAM1L1	1.2949
EPO	3.149
MRPS18B	-0.45675
ZNF682	0.155
RPL14	-0.8305
MAFF	-0.5495
LOC51136	-0.465
LY96	0.4105
DDX20	-0.49925
ABTB1	0.225833333333333
ARL5A	1.0528
CCT6A	-0.7345
HEPACAM	-2.1055
EHHADH	-0.690666666666667
RBAK	-0.280166666666667
CGB1	1.26125
ITGB5	1.5409
YIPF3	-0.32575
FKBP2	-0.50575
NR1D1	-0.8279
TMEM110	0.3795
NEK2	-0.0268333333333333
PRAMEF8	-2.26225
C20orf52	-0.332666666666667
PCDHGA3	-0.1045
VWA3B	0.9905
NDUFA5	-0.290125
THAP9	-0.387
FLVCR2	0.677333333333333
AP1S1	-1.5165
SMAD6	-1.211
SAV1	0.02525
SAT1	1.907625
ZNF251	-0.566625
ADAMTS7	-0.0314
RPP38	0.06875
C1orf211	-1.221
YPEL2	2.89185
RBMS1	0.000249999999999999
ZNF445	-0.4812
NRXN2	0.298833333333333
PGBD4	0.035375
UGT2B28	-1.25775
WBSCR16	-0.7778
NLRC3	0.40525
ASTL	0.118
ST6GALNAC1	-0.306
ZADH2	-0.83775
MLLT4	-0.6105
ARL6	-0.316666666666667
MEF2C	0.792
CBFA2T3	-3.211
AFF3	0.741923076923077
COG7	0.853166666666667
MYB	-0.205333333333333
PLXNA3	0.418
XRCC2	-1.25816666666667
MMS19	-0.7745
ST8SIA5	-1.08857142857143
CHPT1	0.2615
KIAA1712	-1.08175
OR6X1	0.061
ACTR3	1.237625
UGCG	-0.3855
OR4P4	0.3255
ZAP70	-2.978
LPP	1.360125
ZNF485	-0.21875
PTPRCAP	0.0265
IL12RB1	0.33675
ATRX	0.0792
CHST8	-1.889375
C14orf109	0.4165
ARV1	0.397
NMB	-1.48371428571429
COX5A	-0.717166666666667
EIF6	-0.699
MPPED2	-0.6675
SEMG1	-0.326
CHRDL1	0.3465
TRAF3IP2	1.6855
WNK2	-0.378875
LILRA4	2.6015
LAMA2	3.39675
PXT1	-0.2115
RLBP1	-2.5265
CD300C	0.342
SLTM	-0.3665
FLJ10404	-0.7270625
APOBEC3D	-0.666833333333333
RENBP	0.276
ATXN7L1	0.146625
NID1	0.8315
TUBGCP3	-0.839
ITIH5	0.74
CCDC110	1.90375
C8A	-2.05175
MGC87042	-0.3495
HOXC13	0.45325
TFDP2	-0.1095
HCP5	1.465375
POLI	-0.19525
UCN	-0.127666666666667
ZNF764	0.789166666666667
C8orf45	1.6965
FHL3	-0.40675
SPATA5L1	-0.9095
MMRN2	2.60683333333333
NDST1	-0.3122
COL20A1	-0.586166666666667
ZNF248	-1.10383333333333
PELP1	-0.700166666666667
MBL2	-2.05733333333333
RNF41	0.602125
C5orf24	0.52425
THOC5	-0.423857142857143
SERINC3	-0.06325
RP11-151A6.2	0.1955
CDCP2	-0.114
HIST1H2AA	0.263
C11orf75	0.806333333333333
FKBP7	0.57
DDOST	-0.2585
GPNMB	1.147
TTF2	-0.600333333333333
KCNT1	0.1105
SLC39A14	-0.35775
NGRN	-0.2769
GPR137B	3.401
MECP2	-0.718
PSMA1	-0.43675
C16orf73	-4.201
TMEM60	-0.312666666666667
CSN3	-0.271
NOS1	0.237666666666667
RAB7L1	1.62016666666667
YBX2	0.8175
KIAA1166	0.300375
FUBP3	-0.918
ABCG1	0.776
ACACA	0.0289166666666667
ARL11	0.9231
ATOH1	0.013
ODF1	0.303
CREB3L3	-1.14233333333333
TMEM127	1.357
DSCAML1	-0.02325
PLN	3.93966666666667
LYPLA1	-0.371833333333333
PRDM9	-0.68475
SASP	-0.078
PLUNC	-0.252833333333333
INTU	0.58025
HISPPD1	-0.67575
LNPEP	0.465
YARS2	0.0495
APCDD1L	-0.645
ZCCHC4	-0.8637
FBXO22	-0.712166666666667
TTLL13	0.1125
ZNF669	0.8575
PTGDR	1.64325
DDX27	-0.3595
KIAA0409	-0.595166666666667
GJB6	0.126
ASB8	0.9365
PLP2	-1.25633333333333
MEPE	1.856
OR10J5	0.0785
KRT222P	1.64925
COQ7	1.90866666666667
C1orf101	0.91925
RERG	0.0501
CHMP5	0.526375
THAP11	-0.17925
ZNF43	-0.3655
ZRANB3	-0.329166666666667
KRT13	-0.727625
MRPL19	0.3285
RBBP9	-0.522875
SPATA17	1.90175
BXDC5	-0.267166666666667
PAFAH1B1	-0.865166666666667
MAGEE1	-0.11525
OSTF1	0.4455
KIAA0323	-0.416583333333333
TXNDC13	0.5645
CNTN4	0.7225
LCE1B	null
UNQ501	0.25225
ZNF154	-0.5675
C3orf64	0.74625
SYT5	0.0962
PON1	0.1292
FLJ10357	-0.58125
ATP4A	-0.4495
GNPDA1	-0.456166666666667
MGAT1	0.945
C14orf121	0.07925
SLC35B2	0.16175
MIER3	-0.356333333333333
CHEK1	-2.0005
ZNF8	-0.0665
TXNDC1	-0.465166666666667
CKB	0.3073
RTN3	-0.302214285714286
FZD2	-1.91466666666667
PART1	-0.534571428571428
PSMB6	-0.77175
PCDHB8	0.4965
PHC3	-0.1979
PPP1R8	-0.642333333333333
NOVA2	1.60116666666667
TNFRSF11B	-3.05425
GOLPH3	1.71866666666667
UBLCP1	-0.91125
SUHW3	0.337
TTLL1	1.46025
OPN4	0.3475
OR13G1	-0.1265
ZPBP2	-0.1344
HSD17B11	-0.882875
C9orf50	-0.431
DHDDS	-0.558785714285714
CTSW	0.6739
NEFM	-1.13166666666667
MRPL28	-0.1565
SYN1	0.0123333333333333
PIGV	-0.655666666666667
ZIM2	-0.62275
APBB1	-0.485166666666667
SND1	-0.92375
C1orf123	0.5295
CHD3	-1.2435
BHLHB8	0.01925
RNASE2	0.331
BCAP31	-0.014125
SLC25A44	0.995166666666667
CHD6	0.4674
PIB5PA	0.602538461538461
SELS	-0.109875
LOC541471	-0.455875
FAT2	0.855
ZNF81	-0.537
OR4C16	0.029
FLJ10081	0.0515
LRRC4	0.96325
CS	0.225
N4BP2	0.179
IGFBP7	1.9865
ZNF318	-0.443333333333333
NDNL2	-0.211
ZNF609	0.985375
SIRT4	0.00425
EXOSC10	-0.41275
ECE2	0.0995833333333333
OVGP1	2.17
GTPBP3	-0.673
PACS2	0.0048
C19orf36	-0.379333333333333
ARL4C	-0.000374999999999973
ATG4B	-0.722125
UBQLNL	-0.31375
RHOXF2B	-3.624
PLEKHG2	-0.6065
GALR1	-0.9815
AQP4	0.9375
HDAC7A	0.218
DCUN1D3	0.97075
OR8A1	0.642
CCRN4L	0.328714285714286
CBR4	-0.326833333333333
KIFC1	-1.769
SLC7A14	-1.78566666666667
LHX5	-0.31
TRPC7	0.4585
LPXN	-0.63025
SERPINA1	-2.449875
RPS13	-0.6416
BPIL3	0.103
PRKAA1	0.3965
FADS2	2.0117
ENAH	0.8241875
PRO1768	-0.341
APBA2BP	0.3765
LIPH	1.11616666666667
C3orf33	-0.24175
RCC2	0.382357142857143
ALDH1A2	-2.887
RNF103	1.5725
AHCY	-0.456375
ALG12	0.683
CCL17	2.245
ZNF543	0.693666666666667
ESRRG	2.6309
CNGA1	-0.4645
RDH5	-1.21983333333333
OTX1	0.5825
PTGFR	-0.764
CDR2	1.203125
SELE	0.76975
NLGN2	-1.36383333333333
EXOSC9	-0.48575
ZNF566	0.3495
KLRC2	-4.015
GPR12	0.5785
KIAA0196	0.24125
PDRG1	0.7165
SSR3	-0.121142857142857
MSI1	-0.279
CST9	0.4245
CC2D1A	-0.160875
PLAGL1	-0.845944444444445
ZNF778	-0.6055
RNF2	0.635
KLF6	1.61933333333333
THBD	1.11116666666667
tcag7.1314	0.3135
NR5A1	0.323833333333333
ABCD2	0.21075
DNAJC7	-2.09375
CLEC4C	0.2555
TM2D3	-0.0905
CCDC4	0.2225
PLAC2	0.947
DCD	7.3125
FAAH	0.42275
POLA1	-0.0763333333333333
TM7SF2	-1.202375
FLJ39822	-0.1745
FLOT2	-0.502125
MAP4K1	-0.702166666666666
SRP68	0.063625
C21orf74	0.3335
ARPC5	0.374625
LOC126075	0.90925
HECW2	0.971625
ZDHHC4	-1.16625
ANKRD42	1.5278
PDE9A	-0.867666666666667
ABCA8	-0.536
NDUFS2	0.63075
UBR5	-0.1305
BTBD16	-2.97275
LOC554174	0.2735
ZNF20	0.3475
KIAA1843	1.468
WDR17	-0.303428571428571
C15orf33	-0.6685
RNF113A	-0.72825
CAMKK1	-0.168
CLCN2	-1.01
ANXA6	-0.9465
LOC340069	0.3165
EMID1	0.453375
DPM3	0.255416666666667
ELA1	-0.4005
SLC25A13	-0.3012
KRT24	7.2445
SMPD1	-0.251833333333333
TH	1.7645
COL6A2	0.4715
ANKS1B	1.43075
GPR126	-1.6694
ZC3H12A	-0.115666666666667
TMEM47	0.903833333333333
C2orf51	0.012
C1orf88	1.8775
HSF2BP	-0.6485
AKAP10	0.34375
RPAP3	-0.1065
KLHDC8B	-0.23125
STOM	0.447
MUPCDH	1.389875
C10orf72	0.450142857142857
PLEKHA3	0.115166666666667
TCP11L1	-0.054
CWF19L1	-0.168
SPEF1	1.48230769230769
YSK4	-0.09475
ELN	1.298
SAMD8	0.768166666666667
MPI	-1.1265
MEPCE	-0.00700000000000001
ABCC3	-1.0305
NANOGP1	-3.3275
KCNK17	1.8185
HLA-DMB	4.53033333333333
RRAGA	0.6475
ANGEL1	-0.72675
RBM32B	0.021
CPN1	-2.48525
MGC52282	-0.1731
HLA-A	1.52758333333333
OR9G4	-0.201
EDNRB	-1.31975
SCD	0.509357142857143
C14orf80	-0.0235
BAGE2	0.0755
RABL4	1.224
RCVRN	-0.6535
SHANK1	0.1775
NLRP7	-2.88675
CD226	1.26725
STAT3	0.349125
SYNJ2	-1.5445
TPCN2	-0.652833333333333
WDR36	-0.914083333333333
MBD4	0.8145
ROBO1	0.2409
ST3GAL6	-2.97425
SLAMF8	3.269
ATN1	0.158166666666667
GPR141	1.2055
KRT36	0.2125
TPH1	-0.727
DDX52	-0.072
ZSCAN29	-0.0955
TRPT1	-0.431
DPEP3	0.643
DENND4A	-1.6205
TSPAN16	0.262
PTCHD2	0.7685
LOC145814	-0.37125
CAP1	1.56016666666667
EIF5A2	0.1018
NT5DC3	-1.411
SEPT9	-1.4335
SEZ6L2	-0.18075
EGFLAM	3.36
VPS11	-0.286
NDUFB5	-0.00416666666666668
CIDEA	0.165666666666667
IER5L	0.3585
N6AMT1	0.27425
FAM83C	-1.20725
OXR1	0.883583333333333
IRX1	0.65
DGKB	-0.268333333333333
GCN5L2	-1.8295
MIR16	1.449375
FBXW9	0.14575
WDR4	-0.9215
PDC	0.743
VPS33B	-0.7755
HEXB	-0.12425
FLJ32214	0.12725
TCEB3	-0.09725
CRLF1	-2.566
ABI3BP	0.08375
C8orf22	-3.12675
PYCR1	-0.422875
KIAA1706	0.235
CDK5R2	0.503625
WAS	0.4435
C12orf60	-0.985
CCBL2	-0.632625
MADD	-0.99725
C5orf34	-0.642
WDR42A	0.6264
KLF12	-0.6805
HSPA1A	1.65825
ITM2C	-1.422
DAPK2	0.470833333333333
LOC442590	-0.583
SUMF2	-0.315125
CENPA	-1.31023076923077
TMED5	-0.504375
CDH6	-0.5813
BRP44	1.954
THG1L	-0.863
GABRA2	-1.21075
C14orf166	0.00175
MYL1	-0.966166666666667
TNFSF18	0.5245
PAP2D	-1.1328
PPIB	0.36875
KLHL4	-0.249625
SFN	-1.53916666666667
CCDC127	1.2525
FRAP1	-0.3735
GOLGA5	1.2385
SDCCAG1	0.090625
MGC21675	-0.158666666666667
C10orf95	-1.529
KIAA1345	0.193
C1orf163	1.05
LACE1	-0.576833333333333
OR10K2	0.7145
CENPN	-1.86256
TMED2	1.3365
UGT1A6	0.291
ANG	-1.749
U2AF1	-1.074
CASC2	0.103666666666667
NMT2	-1.27533333333333
OSGEPL1	0.2015
DFNB31	0.2155
SLC6A20	2.10714285714286
DKC1	0.196
FXYD4	-0.5985
WDR64	0.0982500000000001
MGC5590	0.728
CREBZF	-0.1425
DAZ1	-0.0835
PRPSAP1	-0.74425
GCHFR	0.16975
TTC7A	-0.5735
LOC196993	0.41175
UBD	2.05916666666667
S100A1	-0.18925
RPL6	0.835166666666667
DNAJB6	0.6937
NAGS	-0.8069
C2orf58	-1.364
KERA	0.7965
MT1X	-0.0227
UBE2B	-0.1427
KEAP1	0.06425
MST1	-3.41825
OMA1	1.8595
ABLIM2	-0.4015
BCL2L13	0.297166666666667
JAZF1	0.150333333333333
TMEM63B	1.3085
S100A8	5.9399
ARFIP2	0.61725
UROS	-0.293
KHDRBS2	-0.488
POLQ	-1.601875
SOAT1	0.6825
SPAG4	-1.0045
MRPS30	-0.335
