Hybridization REF	TCGA-E2-A10A-01A-21R-A115-07
ZSWIM5	0.87175
FAM83F	1.761
LYNX1	0.1995625
SYNPR	-0.543
XG	3.69483333333333
PRSS16	1.530625
KIF13B	0.808428571428571
PCDH9	2.049375
HIST1H2AH	0.905666666666667
RBM18	0.22125
ZNF626	0.91625
HEXIM2	-0.0805
ITFG1	-0.388
TUBG2	-0.184
SFRS7	-0.5575
C9orf14	0.398
EXTL1	-0.54425
GBP3	2.464
WDR5	-1.51825
RARG	0.2235
MYO7A	0.978
CECR6	-0.33725
C13orf3	-0.997375
SFRS18	-0.547375
ACVR1B	0.0966666666666667
PSMD1	0.0339
C7orf31	0.484833333333333
ILVBL	-1.2265
IFNGR1	1.3885
RNF186	-0.413
NOL9	-1.72
MAGEL2	0.14275
SLC29A2	-0.121
NHSL1	-2.10625
RBMX	-0.423
PSORS1C2	0.298125
RAD51L3	-0.281333333333333
LCN6	0.789
ORAI2	-0.45025
BRUNOL6	0.2035
OR4K5	0.0135
CDC123	-0.21925
MSLN	-1.49666666666667
WWTR1	-0.284333333333333
ZNF700	0.0206666666666667
COBL	-0.063
PPP1R16B	-0.37325
GAS7	0.1088
MDN1	-1.04075
HAAO	0.5215
C9orf68	2.5695
TNFAIP2	0.447125
FOXN1	0.0905
hCG_2033311	-0.303333333333333
ATP6V0D2	1.1277
RPL41	0.02125
SLC38A1	-2.41425
ARHGAP6	-1.709
ADAD2	-0.59225
PHF20L1	-0.00574999999999998
MCM3AP	0.719666666666667
ST3GAL3	-0.5795
SNX1	1.84766666666667
ELF5	-0.3575
PARP3	0.575125
RBM8A	0.5635
LINGO4	0.1755
ITGA9	-0.268166666666667
ZFR	-0.1715
ACSL6	1.203375
FLJ20699	-0.2517
DAOA	-0.75575
FABP4	5.1585
KCNB1	-0.894
CANX	0.1714
SLC25A28	0.425333333333333
ADIPOR2	0.499625
ECHDC2	2.246875
SMA4	3.00575
FRZB	1.896375
PABPC1	-0.477666666666667
DMRTB1	0.409
APOBEC3G	-0.16225
CATSPER2	-0.499833333333333
CUEDC1	0.418
STARD9	-1.7485
CLDN8	2.732375
LOC23117	-0.239181818181818
E2F6	-0.0903333333333333
TMEM126B	-0.882333333333333
DPY19L4	0.50825
GIMAP5	2.24533333333333
NDUFA9	-0.981333333333333
FAM77C	4.348
CTPS2	0.29075
LOC51035	-0.10975
WDSOF1	-0.74225
EGLN3	-0.461125
PITX3	0.00616666666666666
OR52E8	1.2545
GRM4	0.4405
KLK1	-2.7475
GPM6B	-1.434
RRAGD	-1.3275
PAGE5	-3.9575
UCHL5	-1.07716666666667
ULK3	0.018
AIM2	0.151333333333333
PNO1	-0.961166666666667
OR2F2	0.299
GNAT2	-0.7455
SIX1	2.3465
ST13	-0.192833333333333
ZBTB44	-0.4215
TIMP2	-0.10125
ZMAT4	-3.65325
GTF2IRD1	0.147333333333333
ZNF19	0.0268333333333333
ZNF714	0.197
RSC1A1	-0.891
C9orf80	0.53075
PSMA8	0.251833333333333
TMEM141	0.2195
COX4I1	-0.650285714285714
CTAGE1	0.951333333333333
DTWD1	-0.15775
HSD11B1	1.44275
KRT6B	0.017375
ARID4B	0.260625
LHFPL3	-0.38675
WWP2	0.0960833333333333
ZNF326	0.934166666666667
RGPD1	-0.5215
CTSH	0.115666666666667
FASTKD1	-0.253875
PAF1	0.382
TTC9C	0.0205
IFT57	0.8302
PRSS36	-0.8945
IL20RB	-2.4815
ZNF592	0.615333333333333
DCTD	0.4622
CFP	0.24925
MFNG	-1.162
JMJD2B	0.6215
ALDH3B1	-0.4545
THSD4	2.6795
KCNJ5	1.8425
LMNA	-0.433833333333333
TBCD	-0.408375
ZNF250	0.490333333333333
CASQ2	-0.0268333333333333
PEG10	-4.72833333333333
PRAME	-5.7966
NP	-0.536375
TRIM59	-0.00666666666666666
ZNF12	0.230375
XTP3TPA	0.0725
SIGLEC7	0.5346
PANK4	-0.97425
FAM70A	-1.732
SNED1	1.219
HIP1	0.4873
RAET1E	-1.02433333333333
AMAC1L2	-0.733
AHNAK2	-0.02325
TOE1	-0.410333333333333
RECQL4	-1.5265
SPRYD3	1.281
DPAGT1	-0.8025
MAGED2	3.7831
ANKRD55	0.7935
TRPS1	3.97308333333333
DOK7	2.47275
TFPI2	-6.07375
GTF2H3	-0.219333333333333
CYP4F11	-2.275375
LHX2	-4.21416666666667
ATG16L1	0.595
ASB12	0.639
C1orf116	1.6845
NF2	-0.8779
POM121	-0.4398
PHYHD1	2.4266
TXNDC17	0.228666666666667
DKFZp779O175	-0.15
NUP62	-0.0812857142857143
MYO18B	-0.715166666666667
PRAMEF1	-0.4785
TCBA1	0.67875
TMEM168	0.714
FJX1	-0.2275
CLCF1	0.1275
SEPN1	0.49725
IGSF2	-0.5085
NUDCD1	-0.192166666666667
TFF3	3.62583333333333
NDFIP1	1.14278571428571
CHCHD4	-0.27875
TNR	0.0315
CUTA	0.521666666666667
USP44	-4.4725
DPP10	-0.523166666666667
IWS1	-0.1655
PCGF1	1.056
SULT1C4	-0.311
NTF5	0.2295
PTPN13	1.44875
SSTR5	0.228
SFRP1	-4.84175
IDH3B	-0.587625
SUOX	0.929333333333333
TMCO5	0.36975
GOLT1B	-0.593
MIB1	0.0553571428571428
PCDHGB1	0.4525
SUSD1	0.504
ICAM5	-3.34816666666667
PAPOLB	0.161
URM1	0.0385
TMEM106B	0.373
LRIG2	-0.894
SLC27A5	-0.4665
CLIC6	5.6127
ZNF420	1.01433333333333
SCN9A	-1.3972
KIAA1909	-0.0335
ELMOD1	-1.23025
PRKAG1	0.37
FAM64A	-1.007
EEF1G	-1.13905
SMAD5	0.38375
INCENP	-1.02125
WASF2	-1.3405
GARS	-0.9512
CDK10	-0.903
HLX	-0.353333333333333
MDM4	-0.212
ZNRF1	-1.08535714285714
HHATL	-1.56566666666667
FAM21C	0.4322
HIST2H3C	0.00975
PFDN2	0.06025
ZNF200	-0.431
NDN	-0.73025
HBA2	-2.90083333333333
FBLN5	0.64525
PUM1	0.378785714285714
TNNT1	0.648166666666667
C19orf59	2.0956
HNRPH2	1.33
RAB7A	0.339666666666667
PMS2	-0.36725
BIRC3	-0.982
NRSN2	0.4485
OR52K2	0.624166666666667
SPOCK1	0.702
H2AFY	0.3225
RXRB	-0.21925
ZNF638	0.3335
ANKRD45	0.2385
ACTN4	0.0353333333333333
FXC1	0.58
EIF2B5	0.000250000000000002
VPS33A	-0.4055
PINK1	0.245125
FAM106A	-0.3125
SKIP	0.760875
GAPDHS	-0.041
MUM1L1	4.11125
PSTPIP1	0.43
CNTNAP1	-0.8715
CYP26A1	-1.50625
APOL2	0.1054
TACC2	0.829125
COX7A2L	-0.646928571428571
HSD17B1	0.349125
ARRB2	-0.047
SLC7A6	-0.5356
HSD17B10	-0.0505
RBJ	0.353
NUP155	-1.876
MRPL10	-0.921
CYCS	-1.28366666666667
CCDC46	0.0343333333333333
TECTA	0.7405
GNAL	-0.46225
LPO	-0.012
PEBP4	0.95025
DDX11	-2.054
C18orf12	0.039
TAF9B	-0.2025
IMP4	-0.3555
RPA4	-0.878833333333334
NDUFS1	-0.22125
UPK1A	-0.411
ARRDC2	0.968
C18orf20	0.1455
AES	0.741142857142857
CD2BP2	0.1025
C16orf54	0.143
UGT2B17	1.582625
FGFR1	-0.226772727272727
CEACAM6	6.4253
CHRM5	0.503
CERK	-1.174875
AP3S2	0.616
ANKS4B	-0.22275
CLCNKA	0.0265
ZNF208	1.05916666666667
HLA-DRB5	4.316
CARKL	0.34225
GOT1	-0.738833333333333
CASP6	0.924
HOXA1	-0.384
RCL1	-0.459
ZNF181	0.997333333333333
RAB40B	1.034
MRPL38	-0.06875
LRRN2	3.2355
C3orf25	0.3175
OR5D14	-0.127
OR10AG1	0.5105
BET1L	0.4271
FRY	4.99775
AK3L1	-0.6125
CSF3R	1.499
POLR3K	0.224833333333333
ATG2B	0.9045
EPS8	-0.267166666666667
DARS	-1.053875
C10orf56	0.299666666666667
DAD1	-0.569583333333333
RIOK1	-1.05433333333333
HERC2	0.4605
HSD11B2	0.331
FAM96B	-1.05075
MGC13057	-2.8415
BSN	0.19525
CAND1	0.09
HCST	1.48925
ACTR10	-0.0845
OR8D4	0.679
NASP	-1.0999
COL9A2	-0.837666666666667
LYZL1	-0.514
GPC5	-2.5155
TBL3	-0.125
CENTD2	0.1871
OR5AP2	0.35075
TLR1	2.64925
LMO6	0.05475
ZIC2	-4.00975
CPNE5	0.826
ZMYND15	1.221
FLJ22374	-0.46475
CCDC106	0.574
PARP16	0.6175
PDIA3	0.94325
C14orf126	-0.95925
CECR2	-0.926
SFRS1	-0.725714285714286
FIGLA	0.7155
DCP1A	0.315166666666667
MGC45800	-1.5371
TEKT1	1.3225
C10orf67	0.544
CLN5	0.976625
NTN2L	-0.2425
GLE1L	-0.14925
CES2	-0.7118
GNAS	-0.0398888888888889
DDX53	0.6465
TSPAN13	2.63275
MRPL52	-0.9518
SPIRE2	-0.780875
TAS2R39	0.29775
SCUBE3	-0.126
UCRC	0.0339
CDKL3	0.70925
KIAA1715	-0.2528
ZNF345	0.901
RTF1	0.968375
DHRS7	0.86875
RIPK4	-2.538
EXOSC2	-0.800833333333333
MS4A2	0.4235
FGF17	0.09375
WDR59	-0.69725
EVI2A	-1.40175
IL17RC	1.27083333333333
HS3ST1	2.9485
ITGB1BP2	-1.871
RBPJ	-0.2195
GIMAP1	2.642
INE1	-0.880833333333333
ALDH18A1	0.36025
TPI1	-2.13325
GATA6	-0.819
CABP1	-0.338166666666667
ZNF484	0.267
DAPK3	0.109
GJB1	-2.99183333333333
PIN1	0.315375
SLC6A15	-3.77066666666667
CNO	0.639
RIN2	2.322125
FRRS1	-0.4035
CYorf15B	-3.7265
DMRT3	0.644
ATAD1	0.031625
OTUD4	-0.0627222222222222
ATOH8	-2.1595
ZSCAN16	1.47825
ASCC1	-0.35725
OTUD3	-1.090875
MGC33212	0.501666666666667
YME1L1	0.303
RP11-218C14.6	0.937
PCBP4	-0.12575
TNFRSF10A	0.124
CDH10	-4.098
KL	1.020125
SCP2	1.04675
C9orf119	0.14825
SON	0.416416666666667
MAFK	-0.1335
SBNO2	0.6
SLC6A6	0.387166666666667
SC4MOL	-1.13375
FAM35B	0.282125
PPP1R9A	1.4695
PDZRN3	0.468875
CXorf20	0.8665
C6orf126	2.75475
AVEN	0.35325
FLJ21075	-1.311
C14orf132	-1.827375
PCK2	-1.324
GUCY2C	0.356
BARX2	0.26825
PEX11G	0.729
DAO	-0.386833333333333
C10orf49	0.359
EDNRA	3.58016666666667
PPP2R5A	0.2456
DDX39	-0.872
SERF1A	0.7695
ASCIZ	-0.2841
FNDC8	0.05325
PTMS	-0.155
PHF7	0.46775
PIP4K2B	0.2248125
HHLA2	0.00750000000000001
BDH2	1.3167
APOBEC2	-0.70775
PENK	-1.071
SMAD9	-2.3405
MT3	0.411
RGL1	-0.335125
ATG10	-0.781125
DLGAP4	0.314666666666667
APPBP2	-0.613428571428571
BACE2	-0.879642857142857
LOC339344	-0.0885
ZNF395	-0.443375
HIST1H2BL	-0.37
ZNF467	0.393875
SLC25A21	-1.9505
PALM2	-0.972333333333333
NSUN5C	-0.625
IL5	-0.1357
CLSTN2	1.847
ANXA8L2	-2.643
PTGES	1.472875
GDAP1L1	-2.2285
OPRK1	-1.535
WDR20	0.579666666666667
C12orf4	0.06175
NUP88	-0.0515
XRCC6BP1	-0.961666666666667
FCGBP	2.15528571428571
LEMD2	0.7165
NOMO1	0.01675
C10orf79	2.020625
ZNF79	-0.0858
OCRL	0.3051
HSPA8	-0.367375
DIDO1	-0.132958333333333
PLA2R1	2.84675
COG3	0.0944000000000001
NGDN	-0.75175
CBFA2T2	0.278125
PNOC	0.1165
PRRG1	-0.1145
AGGF1	0.285714285714286
DPF2	0.63175
YIPF7	0.938
TRPV5	0.37425
ZNF322B	1.20875
MED12	0.0565
CARS	-0.342166666666667
ABCC11	4.19633333333333
C9orf25	0.423
MYH1	-0.3095
FRYL	0.438916666666667
AGTRAP	-0.69025
MMP27	0.0425
ZNF432	-0.0645
OR8D1	0.2725
OR13D1	0.642
VWA1	1.25025
STON1	0.18025
IL5RA	0.04475
PERP	-0.4166
C10orf107	0.201166666666667
TNFSF12	2.02375
FN1	0.966083333333333
MTR	-1.15083333333333
PHLPPL	-0.0101666666666667
ZNF425	0.40275
DHFR	-0.747222222222222
PPP1R12A	0.459625
RSPO2	-1.98171428571429
ZNF7	-0.2615
ZNF583	0.36
TPMT	-0.984833333333333
GPR132	0.53775
OR2T12	-0.5955
SERTAD2	-0.0985
ATP1A1	-0.3595
FRMPD3	0.4365
ZNF672	-0.7995
PLXNB3	-0.4325
EML5	1.8355
FAIM3	1.4725
UBQLN2	1.12525
SORCS2	1.02475
PRIM2	-1.191
ACVR2A	0.366833333333333
YWHAZ	-0.1915
PGM2L1	0.96175
GNAO1	-0.264769230769231
RPL10	-0.6974
RPS6KA6	0.6905
PFKL	-1.14233333333333
SH3D19	0.509875
AURKB	-1.4085
ZC3H6	0.902
DISC1	0.015
FLJ39660	-1.95766666666667
TMEM25	2.08375
OSBPL10	0.40175
CLTCL1	-1.92183333333333
ALG6	0.68875
CATSPER4	0.709
LRTM1	-0.0815
RRAD	0.166666666666667
TIPIN	-0.72
CARD14	0.678375
RBM9	-0.444333333333333
RASSF4	0.24675
SLC25A18	-0.929666666666667
C6orf58	0.150666666666667
IGHD	-0.0975
PLA2G6	-0.3855
TPT1	0.421625
SEC63	0.2357
CCDC113	0.1054
TDRD10	0.304625
KIAA1666	0.69325
TOR1AIP1	0.259083333333333
SYTL4	1.77966666666667
SPRR2F	-1.166
CEBPD	3.0735
SNTG2	-2.04525
C20orf77	-0.11475
TAS2R49	-0.8035
C6orf173	-0.829
SVEP1	0.0887
PXN	-1.01985714285714
VIL2	1.13483333333333
C5orf21	0.807416666666667
DIXDC1	0.316375
GANAB	-0.1715
PDSS1	-0.93125
NGFR	-1.1745
ATP8B4	1.74075
BMP8A	0.2805
CCDC132	0.573833333333333
GNRH1	-1.624
OR10T2	1.2365
PDGFD	1.66183333333333
OR6W1P	0.0745
HARS	0.102666666666667
KRT77	0.096
AQP8	0.00525
ITGB1	0.2201
ZNF254	1.1304
PAX1	0.572666666666667
PSMC4	0.0253
ANKRD22	3.65725
PSMD8	-0.107333333333333
HTR1E	0.2725
SOX10	-2.4801
OR5B2	0.51
RABGEF1	-0.528285714285714
MAP1LC3B	0.075
CYB5R4	0.93875
AGXT2L1	-0.96875
FLJ41603	2.18733333333333
TRAPPC2	1.211
FNTB	-0.2601
FLJ14107	-0.8415
AURKAIP1	-0.4155
DSE	1.78575
NFKBIZ	1.73916666666667
OSBPL3	-1.69866666666667
LOC130576	2.38975
SLC39A9	0.0698333333333333
LOC137886	0.140416666666667
RHCE	-3.464
ATG7	-0.0688333333333333
FAM82A	0.606166666666667
FBN3	-0.3825
MCFD2	-1.0095
CASP14	0.163
EPS15	1.04441666666667
SFRS2B	0.232583333333333
C19orf47	-0.404
PLAC9	-0.946
GPR23	-0.681
BTNL3	0.0543333333333333
RGS8	0.375
GNS	0.836625
ENO2	-2.75633333333333
CBX1	-0.2593
PEX26	-0.0635
LRP5	0.470666666666667
ADAMTSL4	-1.63
ARR3	-0.031
MAP1A	0.18175
CD2	2.0415
NAV2	-1.0283125
TMEM69	-0.237
ATXN7	-0.275666666666667
CHN2	-0.5475
ZNF781	-0.8195
HAS2	-3.6845
KIAA0241	-0.727833333333333
BIC	1.6465
MOBKL2A	-0.03625
CYP2C9	1.093
CNOT7	-0.626285714285714
SFRS10	-0.40375
CST11	0.505
FLJ37543	0.44
NKAP	-0.2665
RUNX1T1	1.97575
EAF1	0.52
IL4I1	2.7995
LRRC61	-0.0266666666666667
PSIP1	-0.783083333333333
SPRR4	0.156
ZFP90	-0.1725
AP2B1	-0.0188461538461538
SLC30A7	0.709333333333333
C7orf28A	0.288333333333333
S100B	-4.023
BMP2	-3.139
ESR1	4.09683333333333
ZFPL1	0.157
ARHGAP12	0.1225
LRRC19	0.268
ZNF767	-0.4945
NACA	-0.065
OLIG1	-2.4205
PRF1	0.3675
LST1	2.51266666666667
SPATA9	0.5185
CNFN	0.758
CDK4	-0.8221
TCF15	-1.91983333333333
PARC	-0.095
PPM2C	1.02725
LOC283345	-0.4385
FAM107B	0.8645
DMXL1	-0.028875
RBM3	0.01625
HTR5A	-1.39283333333333
SCFD1	0.272333333333333
EPHB3	1.484875
ROPN1L	1.29416666666667
RAMP3	-0.16075
TSPYL5	2.41481818181818
GAP43	-2.9985
PAPD4	-0.113
PDE3A	-2.3335
TNFRSF10C	1.32725
JMJD5	-0.0266666666666667
RASGEF1A	-0.3944
C16orf65	0.243333333333333
HIPK3	0.614833333333333
XYLT2	0.33275
XPOT	-1.231
GAL3ST1	-2.45525
DHCR7	-0.8415
AMIGO3	-0.0356666666666667
FGFR4	-3.09933333333333
CRAT	0.662875
PPP1R14D	0.117
TRIM14	0.7445
TMPRSS11D	0.641
SLC7A11	-1.31271428571429
OR10H2	0.2725
PPM1E	-1.7517
DOCK4	0.4225
FAM127A	0.385125
ENOPH1	0.26275
SLC5A3	-1.1645
ZNF530	0.00350000000000001
NTS	-4.531
FRMD4A	-0.185125
BCL11B	-4.1695
PRM1	-0.315
UQCC	-0.4478
S100A16	1.16733333333333
PLS3	0.11
WWOX	-0.791571428571429
CCDC23	0.4475
GTSE1	-1.9035
GP2	0.802
FLJ32549	0.26825
CHIT1	0.436
KLF9	-0.604875
RPS24	0.0339
MIA	-4.57925
FIGN	-0.44075
PYROXD1	0.346125
PCSK2	1.97875
MRPL9	-0.48875
RPL24	-0.322375
C12orf32	-1.50325
HIST1H2BE	-0.39575
RGS18	2.51475
LFNG	2.6025
RAB4B	0.7834
FBXO25	0.168666666666667
TSPAN31	0.864333333333333
ARL8A	0.366857142857143
C10orf83	-0.0106
OR51B6	0.2665
CNKSR2	-0.03975
C1orf156	0.89775
IBSP	3.592
GFRA2	0.0332
ALKBH7	0.1391
NEK10	1.886
VN1R3	0.3325
LOC91948	0.6135
CPZ	-1.812
IHPK3	0.0408333333333333
COL8A1	0.94
RBPJL	0.0255
OR10A4	0.05875
CASP8AP2	0.142375
MMP12	1.391
OR8B12	0.2
CDCA5	-1.28533333333333
LIX1L	-1.39575
PEX11B	2.024125
GABRA1	0.119166666666667
HABP2	1.481
REEP1	1.9255
FBXO15	2.19325
CD68	0.7965
WFDC9	0.149
GHDC	1.37466666666667
SMARCA1	0.8235
SPAST	0.003
PLXND1	0.33
MLCK	-0.6255
INTS5	-0.219666666666667
BSG	-0.907571428571429
PARP8	1.17233333333333
TEAD4	-1.72216666666667
ZNF498	-0.170875
TMEM89	-0.384
DTX4	1.268375
TNRC6B	-0.2008125
ARMC2	-0.24
FGFBP1	-3.86033333333333
TIMM8A	-1.5385
AJAP1	-2.3411
ZNF608	-2.0215
SLC25A42	-0.652
SYP	-0.123166666666667
MMP11	3.25216666666667
USP40	0.8265
C3orf62	0.969333333333333
MYO1E	-0.1311
LRFN4	-0.3555
XCL1	0.0615
GPR155	-0.03575
VPS29	0.805125
CARHSP1	-0.2895
ARHGAP20	-0.249833333333333
GREM2	-0.517571428571429
CCDC102B	2.971
ZNF577	0.984666666666667
HDDC2	-0.284
SHC2	0.5002
NCOA5	0.5115
INPPL1	-0.286
CHGB	-3.1721
IHH	0.2905
DDEF2	-0.0896666666666667
DIAPH3	-1.36671428571429
BUB3	-0.2315
GGH	-1.578
VPS35	0.0601
CNN2	0.28675
ASNA1	0.04225
WDTC1	0.3235
AMAC1	0.027
HAS3	-1.69366666666667
SLC1A6	-1.124
ZNF563	0.822
C1S	2.77775
TCF7L1	-2.541625
OR10Z1	1.0305
ME2	0.0941
C6orf151	-0.628625
KPNA4	-0.2891
GLO1	-0.5935
WDR61	0.741166666666667
CD302	2.169
SIRT7	-0.402833333333333
C11orf59	0.09025
PKIG	-0.00725
PPIL3	-0.18075
CCDC74B	1.5285
ZNF528	0.29925
EFNA5	0.275
FCGRT	1.78825
NOL4	2.086
CCS	-0.3185
LOC374491	1.086
MFSD7	3.378
ZNF555	-0.2675
LIMS3	-1.41875
TSSC4	0.211166666666667
COL11A2	-1.1885
C1orf119	0.7885
BPNT1	-0.3495
CHRNA6	1.0665
C1orf173	2.0243
PLD2	0.81975
ORC1L	-2.3735
SASH1	0.714
CDC14B	-0.195
RLBP1L1	0.6265
LDLRAP1	-0.7243
NAT8B	-0.1785
HHEX	-1.171
LGALS7	0.93475
PLCH1	-2.04175
OR1M1	-0.176
PRAMEF16	-0.2945
HECTD1	0.3115
C14orf39	2.7265
TLN2	-0.7555
HDAC4	-1.1465
SYCP2L	-2.9885
GLRA1	-0.524
RPS6	-0.38475
hCG_1757335	-0.052
KLHL1	-0.448
CTNNBIP1	-0.115
SCAND2	-0.025
HMGN2	-1.0086
YAF2	0.63275
BRPF1	-0.459
LIAS	-0.79575
CTA-246H3.1	-1.076
SAG	0.81425
C20orf10	0.17175
HNRNPA2B1	-0.323666666666667
GADD45A	1.14033333333333
MSH4	0.1745
TMEM70	0.0695
HIST1H2AM	-0.0581250000000001
C19orf26	0.138333333333333
C1orf50	0.068
GNG3	0.35225
FTO	0.68975
CALCB	-0.6715
PPP3R1	-0.183625
C15orf42	-1.52375
CCNJ	0.53625
GNAZ	-0.0824666666666667
PSD	0.0823333333333333
FAM57A	-0.84
STIM2	0.652833333333333
DHX8	0.57025
MOGAT3	-0.4065
UBE3B	0.715333333333333
PLAT	2.89283333333333
C6orf206	1.6375
COPE	0.2308
EIF3A	-0.014375
C1QL2	-0.12025
IQCE	0.479166666666667
KIAA0182	0.0243333333333333
SLC22A7	-0.1909
PPFIA2	0.1995
ADAMTS15	0.106
ODZ1	-0.686
THBS4	3.3545
ARHGAP1	0.879375
B4GALNT3	-0.329333333333333
FCHO1	-1.061
LOC440456	0.29875
HOXD10	-1.3445
CXCR3	0.603166666666667
CHI3L2	-2.623375
SRPX2	2.45
ZNF132	0.413833333333333
UBAC2	-0.581666666666667
RPL32P3	0.1395
CBWD6	0.5565
ST6GALNAC4	0.1315
KIAA0391	0.297333333333333
LOC388969	-0.309
KRTAP5-8	0.00966666666666667
ZNF786	0.24625
LYVE1	1.56016666666667
GPR144	0.17825
APOH	-6.27014285714286
TSC22D2	-0.126833333333333
PLCD1	-0.6625
FLG2	1.712
M-RIP	-0.1055
NDUFV1	-1.002
POLDIP2	-0.345666666666667
RAB3GAP2	0.00866666666666666
RPSAP15	-1.04075
CLEC7A	1.279875
HSPA14	0.21525
TAAR5	0.11475
FAM132A	-1.173
C2orf43	-0.74
OR10V1	0.3145
SELPLG	0.05025
C1QTNF6	0.0488333333333333
OPCML	1.6067
DTYMK	-0.321
ALDH16A1	0.394
F13B	-1.79
MGC16169	0.868
KIRREL2	-0.736
C14orf32	-0.898416666666667
SLAIN2	1.4028
HSD3B2	0.0055
AMMECR1L	0.2915
LRRC37B	-0.451
HMG20A	0.474333333333333
C22orf27	0.0267
FBXL22	0.0855
AP1B1	-0.351166666666667
TNKS1BP1	1.27675
CD74	3.5705
HSPA12B	1.426
PLSCR1	1.38883333333333
SLC35E1	-0.438
FEZ1	-2.08775
APOD	1.60825
C16orf44	-0.869
C1orf166	-0.5345
KCTD11	0.8225
NELF	-0.83475
SRP54	-0.169166666666667
MGC35361	0.74725
GPR35	-0.985
NRGN	-1.02075
SIGLEC12	0.209
SCN1B	0.74175
IFNW1	0.627
STAR	-4.9375
HLA-DQA2	2.844
RNASEH2B	0.35675
TAAR2	0.0315
VAMP5	0.316833333333333
TUBA1C	-0.930142857142857
PIK3R2	-0.4095
ARD1A	-0.662333333333333
EBF2	0.3595
CAMSAP1L1	0.67075
CYP3A43	0.21175
AKR1B1	-2.59325
KIAA1729	0.919375
KAL1	1.3021
CYBB	1.21025
UXS1	-0.6675
LOC338579	0.12275
C11orf45	0.88375
SHB	0.54225
IKZF4	0.3415
NDUFA1	0.391
HSPE1	0.2775
C1orf215	-0.191
GPR113	0.044
ZNF573	0.781
TBX18	0.278
GGTA1	4.92925
PCDHGA8	-0.8235
RPS6KL1	-0.095375
DPP9	0.2885
SLC43A2	-0.369875
COPS3	-0.3805
PMPCB	-0.000333333333333331
HYLS1	-0.751
LSM8	-0.356166666666667
PDE6B	1.687125
C10orf118	1.197
OR1C1	0.175666666666667
ZNF415	1.51775
OR2F1	0.1235
ZDHHC13	1.07
FZD8	0.843
TCEA1	-0.6658
SUSD4	-0.10675
C22orf24	0.00600000000000001
TNFRSF14	-0.67825
TRIM28	-0.188
FGF5	-2.099
CSPG5	-0.863666666666667
RNF133	-0.606
FKBP15	0.442
BZW2	-1.7445
NSMCE1	0.131
PTPRN	-0.03825
TST	-0.557625
POP1	-1.249
RNF24	-0.8775
SFRS4	0.316125
REPS1	0.10175
CD70	-2.3445
PDXDC1	0.766125
SRC	-0.2016
NTNG1	-2.0395
SETD1B	0.563
TINP1	-0.0318
ZNF606	1.8145
SSR1	0.3009375
RGNEF	0.361666666666667
NFS1	-0.603
CENTB5	-0.94125
CRMP1	-1.00016666666667
ADAM18	0.8775
CCDC87	2.32883333333333
LRRC8B	0.105
CSNK1G1	0.259333333333333
MAFB	1.70366666666667
C12orf45	-0.26475
C1orf54	2.31525
DPEP1	0.293
FLJ13137	0.311
C14orf118	-0.0206666666666667
ANKRD19	-0.316583333333333
ABCA9	0.7507
TMEM87A	0.9755
BBS5	1.0963
CYP17A1	-0.34025
SCG3	-3.742
ESCO2	-1.687
GFER	0.1695
NRIP2	-0.185
DDX59	0.836333333333333
RIC8B	0.9053
TNNI1	0.0945
KTELC1	0.237916666666667
GPR85	0.237833333333333
SP3	0.069125
GOSR2	0.162333333333333
DDX1	0.19875
DSCR9	-0.284
KIAA1984	-1.1895
FLRT3	1.24475
RNPS1	-0.389357142857143
ZNF772	2.033
SLC25A10	-0.246833333333333
ADAMTS3	-1.1543
TBC1D7	-1.36825
PCYOX1L	0.1815
LOC339745	1.840375
VPS54	-0.3245
PCDHB12	0.620875
C4orf6	-0.7795
CCL5	2.482625
PEX5	-1.14425
LENG1	0.281833333333333
LOC51336	-1.527
FLJ25371	-0.516
WDR45L	0.332833333333333
SPAG8	1.43616666666667
GUCA1C	-0.4045
LOX	-1.27583333333333
FIZ1	0.69
BAG5	0.487916666666667
BUD13	-0.775166666666667
MGC2752	0.31775
IQSEC3	0.315625
TGFBR3	0.31375
CASP9	-1.206375
PPA2	0.519
MED24	0.134625
MAP3K7	0.5075
SRPR	-0.24925
C17orf81	-1.52125
RIPPLY1	-0.28475
EID2	0.29225
AKR1C1	-3.6195
IMMP2L	-0.227
SPSB4	-0.1335
BAG4	1.294125
ZNF32	1.90483333333333
KLHL34	0.59175
BRD2	0.368875
IL32	0.172
FAM53B	0.319666666666667
SLC7A1	-1.018125
KAAG1	0.4105
CCDC54	0.324666666666667
PRKCQ	-2.8785
TIRAP	0.083
SPSB1	0.444833333333333
USP36	-0.77775
FLJ32569	0.339
LYZ	-1.08425
TMEM186	0.0155
TPM2	1.02633333333333
C9orf100	-0.649666666666667
PPP1R11	0.3302
OLFML3	1.4904
ELAVL1	0.0221666666666667
DNAJC17	0.789666666666667
ABCA2	0.73725
BNIP3L	-1.156
ATP10D	2.805
GALNT8	1.08616666666667
PRKCH	0.7745
USP12	-0.12475
STXBP1	-1.1637
LSM2	-0.389166666666667
ANKRD30A	5.8175
LAP3	1.003
C9orf40	-2.24116666666667
KATNAL2	0.065
RG9MTD2	1.278
PNPLA7	0.51675
IDH1	-1.104
C1orf57	-1.3035
XRCC5	-0.0806
TBRG4	-0.70525
DCDC5	2.9935
POU5F1	-4.75025
RAB1A	0.337285714285714
KRTAP15-1	0.3325
INHA	-0.322666666666667
WDR90	-0.396875
