Hybridization REF	TCGA-C8-A12L-01A-11R-A115-07
SFRS1	-0.615071428571429
FIGLA	-0.6055
DCP1A	-0.520833333333333
MGC45800	-0.9444
TEKT1	-0.123166666666667
C10orf67	-0.194
CLN5	0.639875
NTN2L	-0.1965
GLE1L	0.997
CES2	-0.7414
GNAS	0.428166666666667
DDX53	0.3255
TSPAN13	2.5965
MRPL52	-0.7606
SPIRE2	-0.783125
TAS2R39	0.5155
SCUBE3	-0.173
UCRC	0.2765
CDKL3	-0.37875
KIAA1715	0.2788
ZNF345	1.05925
RTF1	0.004375
DHRS7	1.2175
RIPK4	-0.930166666666667
EXOSC2	-0.159833333333333
MS4A2	2.91675
FGF17	0.2595
WDR59	-0.918375
EVI2A	-2.1705
IL17RC	-0.662
HS3ST1	3.78825
ITGB1BP2	-0.68
RBPJ	-0.848666666666667
GIMAP1	2.9105
INE1	-0.732833333333333
ALDH18A1	0.498875
TPI1	-0.24725
GATA6	1.36425
CABP1	-0.693
ZNF484	0.10975
DAPK3	0.7605
GJB1	-2.83933333333333
PIN1	-0.4225
SLC6A15	-1.3015
CNO	0.16725
RIN2	1.71725
FRRS1	2.584
CYorf15B	-3.82975
DMRT3	1.44275
ATAD1	0.17575
OTUD4	0.0592222222222222
ATOH8	-2.0585
ZSCAN16	0.421875
ASCC1	0.1455
OTUD3	0.322875
MGC33212	1.0245
YME1L1	0.838
RP11-218C14.6	1.24725
PCBP4	-0.49
TNFRSF10A	1.10525
CDH10	-4.57283333333333
KL	1.170875
SCP2	1.05741666666667
C9orf119	0.716875
SON	0.5825
MAFK	0.0515
SBNO2	0.0835
SLC6A6	-0.4125
SC4MOL	-1.241125
FAM35B	0.464875
PPP1R9A	0.983625
PDZRN3	0.303125
CXorf20	1.146
C6orf126	0.0575
AVEN	-0.6235
FLJ21075	-1.0595
C14orf132	-2.376375
PCK2	-1.17525
GUCY2C	0.112
BARX2	0.72975
PEX11G	0.337
DAO	-1.245
C10orf49	0.385
EDNRA	1.65733333333333
PPP2R5A	0.3175
DDX39	0.335
SERF1A	0.3765
ASCIZ	-0.1174
FNDC8	-0.08675
PTMS	-0.051
PHF7	-0.88725
PIP4K2B	-0.416125
HHLA2	0.69425
BDH2	-0.0895
APOBEC2	-0.86225
PENK	-0.781166666666667
SMAD9	-1.3395
MT3	-0.378
RGL1	-0.09625
ATG10	-0.711875
DLGAP4	1.14866666666667
APPBP2	-1.0785
BACE2	0.717857142857143
LOC339344	-1.2255
ZNF395	-0.8360625
HIST1H2BL	-1.62975
ZNF467	-1.176875
SLC25A21	-0.94425
PALM2	0.6875
NSUN5C	-1.1845
IL5	0.5038
CLSTN2	0.3845
ANXA8L2	1.54525
PTGES	0.560125
GDAP1L1	-2.1615
OPRK1	1.64033333333333
WDR20	1.07558333333333
C12orf4	1.093625
NUP88	-0.59975
XRCC6BP1	0.0863333333333333
FCGBP	-0.254857142857143
LEMD2	-0.51925
NOMO1	0.32175
C10orf79	0.284714285714286
ZNF79	1.265
OCRL	1.1227
HSPA8	0.139208333333333
DIDO1	0.0282916666666667
PLA2R1	1.63325
COG3	-0.0761000000000001
NGDN	-0.094
CBFA2T2	-0.001375
PNOC	-0.678
PRRG1	0.941083333333333
AGGF1	0.00542857142857141
DPF2	-0.19225
YIPF7	0.686
TRPV5	-0.009
ZNF322B	0.6745
MED12	-0.9805
CARS	-0.4225
ABCC11	4.70616666666667
C9orf25	0.1355
MYH1	0.3435
FRYL	-0.178583333333333
AGTRAP	-0.28725
MMP27	0.753
ZNF432	1.304125
OR8D1	0.6045
OR13D1	0.38275
VWA1	1.73275
STON1	0.02475
IL5RA	-0.212
PERP	2.8587
C10orf107	-1.31083333333333
TNFSF12	0.90375
FN1	1.225125
MTR	0.561
PHLPPL	-0.615833333333333
ZNF425	0.12175
DHFR	-0.595555555555556
PPP1R12A	0.709625
RSPO2	-0.84425
ZNF7	0.6705
ZNF583	1.1385
TPMT	-0.454833333333333
GPR132	0.33475
OR2T12	-0.339
SERTAD2	0.1848
ATP1A1	0.2433
FRMPD3	0.059
ZNF672	0.0815
PLXNB3	1.3205
EML5	-0.4375
FAIM3	-2.3525
UBQLN2	1.13675
SORCS2	-0.803
PRIM2	-0.875
ACVR2A	1.84533333333333
YWHAZ	0.627583333333333
PGM2L1	1.695
GNAO1	0.185785714285714
RPL10	-0.3411
RPS6KA6	0.5045
PFKL	-1.49083333333333
SH3D19	1.0715
AURKB	-1.52033333333333
ZC3H6	0.1575
DISC1	0.425833333333333
FLJ39660	-0.451333333333333
TMEM25	0.465125
OSBPL10	0.3235
CLTCL1	-1.974
ALG6	0.1855
CATSPER4	0.4015
LRTM1	0.228
RRAD	4.44383333333333
TIPIN	-0.64275
CARD14	1.122125
RBM9	0.307166666666667
RASSF4	0.47775
SLC25A18	0.998833333333333
C6orf58	2.15633333333333
IGHD	0.0255
PLA2G6	-0.3865
TPT1	1.190375
SEC63	1.33
CCDC113	1.1374
TDRD10	1.246875
KIAA1666	-1.118
TOR1AIP1	0.603916666666667
SYTL4	-0.879666666666667
SPRR2F	0.4025
CEBPD	3.1615
SNTG2	-2.164
C20orf77	-0.310583333333333
TAS2R49	-0.636
C6orf173	0.409166666666667
SVEP1	-0.2462
PXN	-0.754857142857143
VIL2	0.876583333333333
C5orf21	0.23575
DIXDC1	-0.051875
GANAB	-0.882333333333333
PDSS1	0.65825
NGFR	-0.964625
ATP8B4	0.69925
BMP8A	-0.7245
CCDC132	-0.275583333333333
GNRH1	-0.8825
OR10T2	0.7445
PDGFD	2.03566666666667
OR6W1P	0.23
HARS	-0.955083333333333
KRT77	-0.6915
AQP8	-0.11275
ITGB1	0.8859
ZNF254	0.4542
PAX1	0.158833333333333
PSMC4	0.0469
ANKRD22	5.0885
PSMD8	-0.106
HTR1E	0.116166666666667
SOX10	-2.4779
OR5B2	0.268
RABGEF1	0.741857142857143
MAP1LC3B	-0.34375
CYB5R4	2.434
AGXT2L1	-2.5895
FLJ41603	1.7475
TRAPPC2	-0.330666666666667
FNTB	-0.6756
FLJ14107	-0.839
AURKAIP1	-0.56725
DSE	2.39575
NFKBIZ	3.10133333333333
OSBPL3	0.318
LOC130576	-0.83925
SLC39A9	0.3585
LOC137886	0.578666666666667
RHCE	-2.6665
ATG7	-0.124
FAM82A	0.530666666666667
FBN3	-0.012
MCFD2	-0.8925
CASP14	1.905
EPS15	0.670333333333333
SFRS2B	0.919333333333333
C19orf47	0.1735
PLAC9	-1.7005
GPR23	-1.1715
BTNL3	0.133333333333333
RGS8	0.27
GNS	0.69425
ENO2	-0.868
CBX1	0.4092
PEX26	0.08
LRP5	-0.869833333333333
ADAMTSL4	-0.418333333333333
ARR3	0.109666666666667
MAP1A	-0.7015
CD2	3.89025
NAV2	-1.5168125
TMEM69	-0.76325
ATXN7	-1.36466666666667
CHN2	-1.68083333333333
ZNF781	-1.28083333333333
HAS2	-3.96166666666667
KIAA0241	0.52
BIC	1.41275
MOBKL2A	-0.3845
CYP2C9	-0.837
CNOT7	0.563428571428572
SFRS10	0.24525
CST11	0.42525
FLJ37543	-0.8435
NKAP	0.854
RUNX1T1	2.176
EAF1	0.7755
IL4I1	2.6235
LRRC61	-0.7255
PSIP1	-2.92991666666667
SPRR4	-0.5545
ZFP90	1.20483333333333
AP2B1	0.166461538461538
SLC30A7	1.04325
C7orf28A	1.10833333333333
S100B	-2.596
BMP2	-2.322125
ESR1	-0.8125
ZFPL1	-0.41175
ARHGAP12	0.73225
LRRC19	0.191666666666667
ZNF767	-0.886666666666667
NACA	0.1391
OLIG1	-2.741625
PRF1	0.6315
LST1	2.49966666666667
SPATA9	-1.04466666666667
CNFN	1.5065
CDK4	0.0947
TCF15	-1.54583333333333
PARC	-0.54375
PPM2C	3.9635
LOC283345	-0.5705
FAM107B	0.75875
DMXL1	-0.492375
RBM3	0.40975
HTR5A	-1.6285
SCFD1	0.382166666666667
EPHB3	1.995625
ROPN1L	0.0983333333333333
RAMP3	-1.86175
TSPYL5	-1.04254545454545
GAP43	-4.011
PAPD4	-0.349875
PDE3A	-1.904
TNFRSF10C	-0.18325
JMJD5	-0.657166666666667
RASGEF1A	1.7991
C16orf65	-0.187166666666667
HIPK3	-0.146833333333333
XYLT2	0.06175
XPOT	0.291
GAL3ST1	-1.825
DHCR7	-0.52675
AMIGO3	0.445666666666667
FGFR4	-2.02016666666667
CRAT	1.369625
PPP1R14D	-0.1905
TRIM14	0.0171
TMPRSS11D	1.9955
SLC7A11	-0.895642857142857
OR10H2	0.23675
PPM1E	-1.3503
DOCK4	-0.1105
FAM127A	0.917375
ENOPH1	0.73925
SLC5A3	-0.018
ZNF530	0.00100000000000002
NTS	-6.2195
FRMD4A	-0.012375
BCL11B	-3.12833333333333
PRM1	-0.3395
UQCC	-1.1369
S100A16	1.1535
PLS3	-0.429
WWOX	-0.538785714285714
CCDC23	0.20625
GTSE1	-0.3345
GP2	-0.013
FLJ32549	0.8305
CHIT1	2.35725
KLF9	-0.019625
RPS24	-0.0713
MIA	-3.534
FIGN	-0.6915
PYROXD1	1.565125
PCSK2	-0.27375
MRPL9	1.31225
RPL24	0.360875
C12orf32	0.03675
HIST1H2BE	-1.6825
RGS18	2.169
LFNG	0.532375
RAB4B	0.5989
FBXO25	-0.708833333333333
TSPAN31	0.361
ARL8A	0.322928571428571
C10orf83	-0.2513
OR51B6	0.1525
CNKSR2	0.09175
C1orf156	-0.07175
IBSP	2.5835
GFRA2	-0.3302
ALKBH7	-0.2101
NEK10	-0.949
VN1R3	0.190666666666667
LOC91948	1.5225
CPZ	-0.831
IHPK3	0.5645
COL8A1	0.0927500000000001
RBPJL	0.1855
OR10A4	0.19925
CASP8AP2	0.3955
MMP12	5.28566666666667
OR8B12	0.4325
CDCA5	-1.2155
LIX1L	-1.62025
PEX11B	0.933375
GABRA1	0.182
HABP2	0.954
REEP1	1.174
FBXO15	0.47075
CD68	1.177
WFDC9	0.2555
GHDC	-0.206666666666667
SMARCA1	-1.48975
SPAST	1.68483333333333
PLXND1	-0.61925
MLCK	-0.8905
INTS5	-0.505833333333333
BSG	-1.15957142857143
PARP8	0.8815
TEAD4	0.235333333333333
ZNF498	-0.740375
TMEM89	-0.5815
DTX4	0.802875
TNRC6B	0.2749375
ARMC2	-0.08475
FGFBP1	-4.0065
TIMM8A	-0.707166666666667
AJAP1	-2.0909
ZNF608	0.6235
SLC25A42	-0.964125
SYP	-0.246666666666667
MMP11	3.01216666666667
USP40	-0.3751
C3orf62	-0.221166666666667
MYO1E	0.8231
LRFN4	-0.25025
XCL1	1.02516666666667
GPR155	0.31775
VPS29	0.689625
CARHSP1	-0.66425
ARHGAP20	-0.241166666666667
GREM2	0.9035
CCDC102B	3.6825
ZNF577	-0.271833333333333
HDDC2	0.1735
SHC2	-0.1683
NCOA5	1.09183333333333
INPPL1	-0.589
CHGB	-3.0833
IHH	0.229
DDEF2	0.919833333333333
DIAPH3	-0.212666666666667
BUB3	-0.18175
GGH	0.660444444444444
VPS35	1.6899
CNN2	-0.414916666666667
ASNA1	-0.2475
WDTC1	0.26925
AMAC1	0.097
HAS3	1.39316666666667
SLC1A6	-1.49266666666667
ZNF563	-0.2815
C1S	2.46875
TCF7L1	-0.1935
OR10Z1	0.5095
ME2	0.9807
C6orf151	-0.80025
KPNA4	1.0154
GLO1	-0.76575
WDR61	-0.0405
CD302	0.01675
SIRT7	-0.209
C11orf59	0.616
PKIG	-0.45325
PPIL3	0.35075
CCDC74B	-0.335625
ZNF528	0.04925
EFNA5	0.089
FCGRT	-0.00175
NOL4	2.3784
CCS	-0.95475
LOC374491	-0.732
MFSD7	3.5555
ZNF555	1.3465
LIMS3	-1.25925
TSSC4	-0.656
COL11A2	-1.2225
C1orf119	0.546
BPNT1	0.93725
CHRNA6	0.306
C1orf173	0.0974
PLD2	-0.004
ORC1L	-1.591
SASH1	0.94975
CDC14B	0.056
RLBP1L1	0.17325
LDLRAP1	-0.9961
NAT8B	-0.000166666666666671
HHEX	-3.068
LGALS7	-0.4995
PLCH1	0.538
OR1M1	0.6095
PRAMEF16	-0.16625
HECTD1	0.163
C14orf39	0.0555
TLN2	0.0116
HDAC4	-1.051
SYCP2L	-3.18275
GLRA1	-0.244
RPS6	-1.06525
hCG_1757335	0.4295
KLHL1	-0.1345
CTNNBIP1	-0.3395
SCAND2	-0.663
HMGN2	-1.0903
YAF2	1.15175
BRPF1	-0.31875
LIAS	-1.4615
CTA-246H3.1	-0.332
SAG	-0.13525
C20orf10	-0.136
HNRNPA2B1	0.270833333333333
GADD45A	-0.0368333333333333
MSH4	1.447
TMEM70	-0.2835
HIST1H2AM	-1.188
C19orf26	0.119666666666667
C1orf50	-0.2465
GNG3	-0.42625
FTO	0.054
CALCB	0.7235
PPP3R1	-0.153125
C15orf42	-0.834625
CCNJ	0.485
GNAZ	-1.171
PSD	0.303
FAM57A	-0.146
STIM2	0.592
DHX8	0.1105
MOGAT3	-0.1865
UBE3B	0.203166666666667
PLAT	-1.39266666666667
C6orf206	0.4765
COPE	0.1563
EIF3A	0.246125
C1QL2	0.17925
IQCE	0.43375
KIAA0182	-1.0365
SLC22A7	0.1739
PPFIA2	0.5835
ADAMTS15	0.35
ODZ1	-0.2675
THBS4	-0.309166666666667
ARHGAP1	-0.399625
B4GALNT3	-0.0566666666666666
FCHO1	-1.9385
LOC440456	0.039
HOXD10	1.50383333333333
CXCR3	1.40383333333333
CHI3L2	3.832125
SRPX2	0.86325
ZNF132	0.539333333333333
UBAC2	-0.0635
RPL32P3	-0.199
CBWD6	0.36
ST6GALNAC4	-0.854
KIAA0391	0.2455
LOC388969	-1.31925
KRTAP5-8	-0.495833333333333
ZNF786	-0.07725
LYVE1	2.12566666666667
GPR144	0.97125
APOH	-5.4855
TSC22D2	-0.333
PLCD1	-0.58075
FLG2	0.3765
M-RIP	-0.9322
NDUFV1	-1.1565
POLDIP2	-0.0573333333333333
RAB3GAP2	1.949
RPSAP15	-1.43675
CLEC7A	2.7285
HSPA14	0.5605
TAAR5	0.34225
FAM132A	2.55825
C2orf43	-1.13625
OR10V1	0.5305
SELPLG	-0.404
C1QTNF6	-0.708833333333333
OPCML	0.3085
DTYMK	-1.1325
ALDH16A1	-0.231
F13B	-1.6045
MGC16169	0.6685
KIRREL2	-2.87483333333333
C14orf32	-0.273166666666667
SLAIN2	0.812
HSD3B2	0.3405
AMMECR1L	0.3755
LRRC37B	0.247
HMG20A	-0.757833333333333
C22orf27	-0.4419
FBXL22	0.1285
AP1B1	-0.630666666666667
TNKS1BP1	0.64275
CD74	3.8455
HSPA12B	0.876
PLSCR1	2.0665
SLC35E1	0.0741666666666667
FEZ1	-2.5785
APOD	3.5825
C16orf44	-0.24525
C1orf166	-0.4275
KCTD11	0.25125
NELF	-1.65725
SRP54	0.0613333333333333
MGC35361	-0.185
GPR35	-1.8265
NRGN	-0.637
SIGLEC12	0.8215
SCN1B	-0.39125
IFNW1	0.3795
STAR	-4.957
HLA-DQA2	3.37066666666667
RNASEH2B	-0.5825
TAAR2	-0.018
VAMP5	-0.358666666666667
TUBA1C	-0.0763571428571429
PIK3R2	-0.70775
ARD1A	0.535166666666667
EBF2	0.537333333333333
CAMSAP1L1	0.90825
CYP3A43	-0.03175
AKR1B1	-2.256
KIAA1729	1.11075
KAL1	0.373
CYBB	0.420875
UXS1	0.7005
LOC338579	0.29975
C11orf45	2.1415
SHB	0.670875
IKZF4	0.092125
NDUFA1	1.497875
HSPE1	1.40875
C1orf215	-0.184
GPR113	0.142166666666667
ZNF573	0.37475
TBX18	-0.3095
GGTA1	5.72825
PCDHGA8	0.665
RPS6KL1	0.019875
DPP9	-0.382625
SLC43A2	-0.151875
COPS3	-0.921
PMPCB	-0.762
HYLS1	0.57
LSM8	-0.167333333333333
PDE6B	-0.4765
C10orf118	1.318
OR1C1	0.774333333333333
ZNF415	0.15925
OR2F1	0.594
ZDHHC13	1.108625
FZD8	0.5669
TCEA1	0.0475
SUSD4	1.896625
C22orf24	-0.0165
TNFRSF14	-0.86225
TRIM28	-0.808833333333333
FGF5	-1.63975
CSPG5	-0.233833333333333
RNF133	0.5815
FKBP15	-0.77
BZW2	0.2765
NSMCE1	-1.501
PTPRN	-0.40875
TST	-0.250875
POP1	0.3085
RNF24	-0.773166666666667
SFRS4	-0.69025
REPS1	0.76125
CD70	-1.3945
PDXDC1	0.259375
SRC	-0.2516
NTNG1	2.89016666666667
SETD1B	0.14025
TINP1	-0.5013
ZNF606	1.76116666666667
SSR1	1.049
RGNEF	0.0331666666666667
NFS1	-0.2335
CENTB5	-0.98375
CRMP1	-1.08583333333333
ADAM18	0.162
CCDC87	1.89383333333333
LRRC8B	1.08175
CSNK1G1	-0.205583333333333
MAFB	3.67766666666667
C12orf45	0.1975
C1orf54	1.937
DPEP1	-0.620333333333333
FLJ13137	-0.1935
C14orf118	-0.148833333333333
ANKRD19	-0.325416666666667
ABCA9	0.8256
TMEM87A	0.4853
BBS5	0.5691
CYP17A1	-0.27225
SCG3	-3.79433333333333
ESCO2	-1.0305
GFER	-0.290333333333333
NRIP2	-0.453
DDX59	0.918166666666667
RIC8B	-0.2348
TNNI1	-0.1325
KTELC1	-0.64025
GPR85	0.438666666666667
SP3	0.642875
GOSR2	0.241916666666667
DDX1	0.43675
DSCR9	-0.1805
KIAA1984	-1.48075
FLRT3	3.54825
RNPS1	-0.580214285714286
ZNF772	1.4705
SLC25A10	-0.8215
ADAMTS3	-0.7453
TBC1D7	-1.58775
PCYOX1L	-0.75425
LOC339745	1.151
VPS54	-0.038875
PCDHB12	1.093375
C4orf6	-0.48075
CCL5	2.46775
PEX5	0.081
LENG1	0.00733333333333333
LOC51336	-1.479
FLJ25371	0.848
WDR45L	0.961666666666667
SPAG8	-0.804833333333333
GUCA1C	0.5855
LOX	-0.961833333333333
FIZ1	0.075
BAG5	1.19458333333333
BUD13	0.2905
MGC2752	-0.18275
IQSEC3	0.178125
TGFBR3	-2.33775
CASP9	-0.738625
PPA2	0.408875
MED24	0.04075
MAP3K7	0.355
SRPR	0.790125
C17orf81	-1.37775
RIPPLY1	-0.0445
EID2	1.147
AKR1C1	-1.416
IMMP2L	-0.63025
SPSB4	0.626
BAG4	-0.045125
ZNF32	1.87666666666667
KLHL34	0.21675
BRD2	-0.71
IL32	-0.364
FAM53B	-0.536833333333333
SLC7A1	-0.323
KAAG1	0.6505
CCDC54	0.444166666666667
PRKCQ	-2.0715
TIRAP	0.668125
SPSB1	0.330666666666667
USP36	0.383
FLJ32569	0.5205
LYZ	-1.154875
TMEM186	-0.256
TPM2	-0.3995
C9orf100	-0.7225
PPP1R11	-0.6263
OLFML3	0.0675
ELAVL1	0.327916666666667
DNAJC17	0.0386666666666667
ABCA2	-0.828
BNIP3L	-0.34725
ATP10D	1.321
GALNT8	-0.501166666666667
PRKCH	0.979
USP12	0.39825
STXBP1	-1.8692
LSM2	-1.16966666666667
ANKRD30A	0.2195
LAP3	0.73025
C9orf40	-1.38633333333333
KATNAL2	0.583
RG9MTD2	-0.2625
PNPLA7	-0.13425
IDH1	1.28
C1orf57	1.17525
XRCC5	0.4159
TBRG4	-0.487375
DCDC5	0.921833333333333
POU5F1	-4.69
RAB1A	1.78121428571429
KRTAP15-1	0.3025
INHA	-1.31133333333333
WDR90	-1.17475
MLL2	0.2105
FAM104B	0.747
SF3B14	0.0325
STX1B	-1.4855
SNX12	-0.10375
KMO	4.54316666666667
FAM100B	0.64175
CDRT15	-0.275
RAB9A	0.722166666666667
RUFY3	0.7885
UBE2U	0.41
NFKB1	1.3688
FBXO38	0.170375
VRK3	-0.30025
TUBB8	-0.3125
IFNA6	0.408
AYTL1	3.33866666666667
RBP3	0.259428571428571
MUC13	-1.358
C8orf30A	0.4415
MFAP1	-0.5045
NHLH1	0.37125
CXorf34	-1.12625
SP8	-3.5585
RNF151	0.0896666666666667
TDRD7	0.074
KCND2	3.2185
FKBP9L	0.8385
C17orf44	0.793375
TIMM17B	-0.737
WIPF1	-0.2247
SNX15	-0.3509
IGF2R	0.1991
SBSN	5.06
RBM15B	-0.14925
AGBL5	-1.12191666666667
APEX2	0.52575
C17orf39	-1.40575
UBE3A	-0.318
SPANXC	-3.323
TGFB1I1	-1.115
RBM13	-1.04725
TOP2B	0.655166666666667
NPVF	0.204
RIMS4	-0.679625
RAD54L2	-1.0015
RSPO3	3.50733333333333
C2orf47	0.6495
TSPAN4	-2.21125
DNAL1	0.306
DKFZp761E198	-0.311375
NLE1	-0.7035
TPST1	-0.6815
SREBF1	0.013125
CLEC12B	0.262
FUK	-1.4105
IL21	0.298
LTK	-2.15725
DKKL1	0.228
EPAS1	0.53775
UBTF	-0.8715
HIST2H2AB	-0.291
TMPRSS12	0.407375
KIAA0427	0.557166666666667
CYP8B1	-1.12016666666667
FPRL2	3.65375
LOC402573	-0.30975
HSDL2	-0.309
SEMA6B	-1.2605
AKR1A1	-0.363214285714286
CLTB	0.0368333333333333
NXT2	0.5185
HSPB7	-2.116
MLLT11	-2.312
OLFM3	0.5
SEC61B	0.479666666666667
GPR139	-0.106
RRP15	1.04425
OR3A2	-0.417
RSL1D1	0.0118125
P2RX7	-1.03733333333333
PSME2	0.00275
ADNP2	1.393
RBM25	0.324583333333333
IFITM1	-0.80825
POLR2E	-1.6545
ZNF643	-0.266
ZBTB25	-0.707666666666667
SPTBN4	-0.272
FBXO28	2.04325
CLEC10A	1.3645
EPHA8	-1.163875
BEST4	-0.0875
GAS6	-1.83916666666667
TSHR	-0.1455
TMTC1	-2.41009090909091
GSTM2	-1.79733333333333
ETV1	1.0035
ADAM11	-1.1615
ERGIC2	0.6255
ATP6V0E2	-1.35133333333333
HGFAC	-1.66966666666667
CTTNBP2NL	1.12325
FLJ20628	0.769
MTCH2	-0.35725
BACH2	-1.06
AUTS2	-0.0745
FSD1L	1.03275
RPRM	-0.735
PPP2R3A	2.589
BAT2	-1.423125
LPHN2	-0.360166666666667
MGC71993	-0.0788333333333333
PPARGC1B	-0.2005
CENPT	-0.410875
RNF123	-0.923
COL27A1	-0.7201
ZP2	0.9095
C2orf21	-0.2865
CCDC78	-1.88575
MCM8	-0.122333333333333
PHLDB2	0.842375
PLAUR	0.76825
HDPY-30	0.4315
BMP5	-2.76725
MUM1	-1.30025
FAM62C	0.702
MID2	1.45316666666667
SYT16	-0.333
ISG20L1	-0.5045
C2orf40	1.55075
SRRM2	-0.873857142857143
FCRL1	-0.0748571428571429
C1orf90	0.4065
MEP1B	0.397
PCSK7	-0.1232
PBX2	-0.85025
CENTB1	-0.675833333333333
GLT6D1	0.213
HGS	-0.56175
WDR51B	0.16
KCNJ8	1.05775
NOL10	-0.114375
EDEM3	1.55875
TCOF1	-1.13166666666667
SLC16A1	-0.985166666666667
SF3B3	-1.02
NUDT21	0.055875
ZNF235	0.7505
KIAA0644	3.85725
ERC1	0.8560625
NKIRAS2	-0.441166666666667
TRMT5	-1.55575
PPP1R7	-0.6395
C14orf177	0.467
HTRA4	3.1895
FAM139A	1.14033333333333
C16orf30	4.025
C10orf32	0.1155
VCX2	-4.7555
MGC27016	1.008
LARP5	0.544333333333333
THNSL2	1.4525
TRADD	0.642333333333333
C1QTNF1	0.073625
C1orf43	0.8966
AS3MT	-0.15675
SCARF1	1.33575
PHF23	-0.574125
B3GNT2	2.5625
FNBP1	0.48175
ZNF780A	0.9925
MAGEB2	-3.5765
FANCG	-0.7915
EYA2	1.45758333333333
ZNF471	2.504
C14orf153	0.337833333333333
BCL2L14	0.197
EFS	1.5305
CKAP4	0.208
ZNF224	0.2667
ZNF652	-0.25325
TMEM4	0.42075
SCN3B	0.129625
OAT	0.21525
DRD1	0.588125
IQGAP2	-0.794333333333333
CDYL	0.9475
PFN3	-0.208
ANKS1A	-0.3705
COBLL1	2.87166666666667
C2orf55	2.30583333333333
PRCP	-0.02875
TMEM130	0.69
SPINK1	2.84875
NDUFB1	0.74425
DIO3	-0.541
PRTG	-1.06966666666667
PVRL1	1.022625
CNTD2	0.682
MYL4	-2.56616666666667
SLC17A1	-0.25275
RGMB	0.4792
TAF5L	1.315125
FAM27E1	-0.2605
CCDC59	0.48875
MED20	-1.185
CHMP4A	-0.708875
FBXL12	0.712166666666667
TOMM20	0.56975
ZNF364	0.54425
COL22A1	0.541
C13orf8	-0.05475
TBC1D14	0.174642857142857
MRPS35	0.950875
LOC51057	0.8105
MSC	-0.285
CILP	4.91916666666667
ATXN7L2	-0.0775
BTLA	2.39783333333333
SEC23B	1.013125
RDH13	-0.577
C17orf63	0.543
TIA1	0.680666666666667
RHOXF1	-0.770333333333333
SPAR	0.759833333333333
SPTLC1	0.37725
HMGB3	2.28630769230769
TOPBP1	0.239166666666667
NAT8	-1.93825
KLF11	1.247875
HOMER3	1.29983333333333
KCNAB3	-0.4815
C9orf85	-0.6655
HCG3	0.197875
MGC34821	0.4315
PHLDA3	0.0655
ODF3	0.523
KLHDC4	-1.2515
GABARAP	-0.1475
AGR3	-4.309
EXOC5	0.48075
AADACL2	0.671
LOC91893	-0.173333333333333
RPL36A	-1.198
SLCO1B3	-0.83
PTPDC1	-0.20025
DUSP7	-0.687
NRP1	-0.539857142857143
VSTM2L	2.439
PLEK	2.3795
NLRP3	1.4715
TUSC5	0.31875
GPR3	0.405333333333333
RAB8B	0.39825
UBE2E3	0.27875
RC3H1	1.7475
MED29	0.978166666666667
CCDC50	0.439875
C20orf111	0.0241666666666667
PRDX6	-0.41
TETRAN	0.47425
BCAN	-0.4605
SMPD4	-1.039375
AKAP7	-0.52575
ZNF500	-0.484833333333333
FGF11	-0.1255
FLJ11151	0.656666666666667
FARSB	-0.838666666666667
MARCH10	0.435
ACYP2	0.407375
HTATIP	-0.314
CLDN4	0.815375
GRM8	0.552666666666667
SLC22A18	-0.039
RNF141	0.424
GRK6	-1.1185
VPS26A	0.6808
PIGZ	-0.8005
LYSMD4	0.31525
CRLS1	0.917833333333333
KIAA0562	0.5377
WFDC5	0.658
TTTY12	0.72
MGC16824	-0.181625
FLJ25476	-0.257166666666667
WDR8	-0.807166666666667
SEPT5	-0.5525
PROK2	-1.1465
RPGRIP1	2.0245
MTHFR	-0.0789545454545455
NEURL2	-1.192
TRIM60	-0.278
DACH1	1.746375
PLK3	-0.3275
UBE2F	-0.006
ATP5I	0.84325
TMEM28	-1.17675
MRPS34	-0.384
LOC129293	-0.72075
DAP3	0.912
KRT28	-0.151
PHF3	0.5285
RASL10B	-1.649
DVL2	-1.34533333333333
OSTalpha	-0.918666666666667
DICER1	1.0998125
ARMCX5	0.146
AMN1	0.59425
SSBP4	-0.874333333333333
CAPZA2	-0.179875
IFNA2	-0.057
XIRP1	0.3875
CYFIP1	0.716
MAP1D	-1.60225
NPAS1	-1.6375
MFAP3	0.93325
TRPV6	3.8415
SOCS6	1.6785
TAF7L	-0.15025
RAB37	-0.0371666666666667
YWHAE	-0.423428571428571
CREG2	-2.71075
MOSPD2	0.9025
ADAT2	-0.766833333333333
MGST3	1.76075
BDNF	-3.6244
NDUFS8	-0.328
TFCP2L1	3.47675
HSPB3	-3.98675
RBM4	-0.088
CSF1	-0.492142857142857
CXorf42	0.1748
KRTAP4-14	0.848
TADA2L	1.96183333333333
FNIP1	-0.438
KRTAP11-1	0.464
MBOAT1	-0.92375
SCIN	2.73475
LOC124220	1.54166666666667
NPAL2	1.6465
MRPS11	-0.555166666666667
ALS2CR2	-0.367916666666667
FAM86B1	-0.134333333333333
MYO5B	2.9665
FEM1B	0.5225
MTHFSD	0.4994
TLX2	-1.660625
POLM	0.008
UHRF2	0.0893
C1orf181	0.0941666666666667
C10orf92	-0.6625
CPLX1	-0.11475
CENPH	-2.019
MRGPRX4	0.129
ANKAR	0.967
S100A5	0.1105
ZNHIT1	-1.47325
EFHD1	1.69791666666667
HIST1H4G	-0.6995
