Hybridization REF	TCGA-AN-A0XN-01A-21R-A109-07
NUDC	-0.6521
DNAJC5B	2.90283333333333
SCARA3	-1.22733333333333
CPA3	5.77833333333333
BCAT2	-0.082125
MFN1	-0.0295
NRG3	-0.1985
SNX11	0.1955
PLEKHH1	-1.17616666666667
GPR177	0.011
HCFC2	0.421
TCAP	-0.92125
MOCOS	-2.19125
C14orf93	-0.29525
PRDM10	-0.702166666666667
SLC16A4	0.9845
SRGAP1	-0.628666666666667
VIP	0.49475
DUSP27	1.35333333333333
LILRA1	1.1732
MC2R	0.445
MGC24103	-0.722
MBTD1	-1.473
FUT11	0.158666666666667
USP33	-0.3145
C15orf39	-0.04025
MAP3K12	0.198875
PAAF1	-0.513333333333333
BARHL1	-0.1545
FLJ16165	0.856
PIWIL2	-2.4145
SYNE1	1.11258333333333
CMTM4	1.120875
TSPYL1	0.5358
GUF1	-0.518333333333333
TMEM157	-0.025
WDR44	0.1175
HIST1H3C	-0.25725
DKFZp666G057	-0.311
RNPEP	0.045
GAS2L2	0.00283333333333334
ADH4	-4.74025
GRPR	2.80583333333333
FBXL17	0.5795
ZBTB10	0.419166666666667
Gcom1	0.186055555555556
HTRA1	2.5659
ZNF585A	0.393333333333333
SLC26A2	0.652769230769231
OTOP3	-0.0511666666666667
WISP1	3.30622222222222
ATP2B4	-0.312
FLJ10769	0.12825
CRAMP1L	-0.582125
CHST12	-0.7465
RAB22A	0.609583333333333
TARDBP	-0.539857142857143
STAU1	0.17425
CRB3	1.89783333333333
MIG7	1.675
CHMP1A	0.0623333333333333
ZNF160	-0.119375
B3GALT6	0.06175
BARX1	-0.777
C6orf167	-0.8186875
NXNL1	0.641
DHX29	0.603375
HADHB	-0.26625
PLXNB2	1.132375
ILDR1	-1.19625
SLC15A3	3.41575
GAS2	-2.83316666666667
C20orf69	-0.68325
NUMB	0.10575
TNIP1	0.72025
MESP1	-1.18966666666667
PSKH1	0.3115
NSFL1C	0.020125
RHOG	0.54875
HEY1	-1.78416666666667
KNG1	-1.89775
ITGAX	2.4302
LIN9	-0.711166666666667
CANT1	0.296625
XRN1	0.218714285714286
CCDC96	0.6513
HEATR6	-1.03866666666667
GNG7	1.11216666666667
RUNX2	2.246625
SOX1	0.0745
FCRL5	-0.2085
ZNF99	-0.233375
FAM9A	-0.6505
SNX22	0.737666666666667
MBNL3	-1.1745
ODC1	-1.5428
ADORA2B	-1.6155
NR2F6	0.75775
ZFYVE16	-0.167333333333333
SYNJ2BP	0.0234
POLE	-1.431125
E2F2	-1.488875
THRA	-0.185166666666667
PTGES2	-0.988833333333333
HIP1R	-0.6475
TMUB1	-0.915
ENO3	-2.20625
RSPH10B	0.1005
CXorf39	0.348625
IRGC	0.2905
GPR109B	-1.116
FLJ13305	0.1595
LCE3A	-0.4805
TNFRSF18	-1.496
DET1	-0.17875
TRPM3	-0.116666666666667
C16orf79	-1.922
FECH	0.449166666666667
RAP2A	0.247666666666667
CRIP1	0.745166666666667
AZIN1	0.64
SLC7A7	4.5545
IL10RA	1.3165
TMEM64	-1.5275
CDC42EP4	0.3708
C16orf58	-0.29
ARG2	-1.45
POU5F1P4	-4.542
FAM62B	0.619875
DNAH8	-1.7463
ASH2L	0.924
TSLP	-2.9325
CNTNAP5	-0.503333333333333
TMEM16C	1.35475
IFNA14	-0.065
SLC1A3	1.86625
CABYR	-0.023
BCL7B	-0.2437
NUDT13	-0.7845
C13orf28	0.05225
C1orf53	-0.6495
ARL6IP4	-0.0379
RPL35A	0.414
EMR3	0.29075
RAB40C	0.250333333333333
SLC41A1	0.0473333333333333
LRCH1	0.46175
LY6G5B	-0.699
FAM124A	-0.0447857142857143
MGC10981	-4.259
CLIP3	1.1959
MAP4K2	-0.05
CHIC1	0.67775
SULF1	5.51933333333333
C20orf30	0.178857142857143
PRDM5	0.503875
ELOVL1	0.0945
C11orf48	-0.863
SLC39A10	0.324
KCNV1	0.01775
ACP1	-0.486
ZMYM2	-0.653375
B3GNT6	-0.102
C9orf69	-0.944
C2orf15	-0.74425
C20orf166	0.199
HSP90AA6P	-1.192
EDG7	-1.39
NEURL	-1.10025
LPL	1.57283333333333
CLEC2D	-0.340142857142857
GRRP1	1.22616666666667
CD8B	-3.1827
HIST1H3D	-0.0923333333333333
SLC6A12	0.784625
FAM27L	0.4525
CD84	3.0571
RASA1	0.233
PHKG1	-0.0265
MAGEA11	-1.09
IMPA1	-0.5623
NPM3	-1.46125
RARRES1	3.1015
SH3BP1	0.269375
B3GNTL1	-0.4475
ARPC5L	-0.785166666666667
KLHL26	0.51275
SIM2	0.167875
GJC1	0.6055
C20orf194	0.41725
EXO1	-1.82525
SLC2A2	-2.232
LOC285074	0.04275
LRG1	-0.1335
KIRREL	0.8265
PIK3R1	0.816428571428571
C4orf34	-0.25025
MAF	0.821611111111111
ADCY4	3.61866666666667
ZMIZ2	0.4033
SLC46A3	2.56733333333333
STAMBP	-0.0545
CCDC16	0.06675
MS4A12	0.8715
TCF20	0.21675
LRRC46	0.13375
C20orf152	0.12325
MRPS6	0.3825
ABCB11	0.1245
KCNC2	4.21916666666667
CDH19	-2.45683333333333
C9orf123	-0.077
SSH3	0.793375
LDLRAD1	-3.07475
CCBE1	0.79025
ZNF135	1.051625
TAAR1	-0.387
WFDC12	-0.54
CCDC42	0.192
FLJ12529	-0.80825
PER1	0.130833333333333
TIMM50	-0.7455
SMARCAD1	-0.407
FAM26C	-0.075
TP53TG3	-0.119666666666667
SH3RF1	1.1956
LMCD1	3.648
GPR63	0.7005
FLJ21986	-1.37325
AIFM3	-0.57375
MICAL1	-0.540333333333333
BLZF1	0.777
IQCA	2.12766666666667
PCDHGC3	-0.3965
SAC	0.72225
BCL6B	2.76266666666667
DDO	-0.15425
MARCO	4.361
DCHS1	1.795
C1orf170	0.4
CD200R1	0.587333333333333
C22orf15	-0.368
SEPT11	0.974666666666667
ADNP	0.399
UST	0.0645
C13orf34	-1.57333333333333
RFFL	0.0415
APBA3	0.177
C2orf60	0.282375
CUTL1	0.1183
PMS1	-0.312875
ZNF689	-0.483
EIF3E	-0.013
IL9	-0.6238
RPL31	-0.49325
LY9	0.344166666666667
ATP2B3	0.6375
KDELR2	0.754791666666667
TFCP2	0.026125
NLRP12	2.28875
FLJ45422	0.1335
TLE4	-0.3089
ZNF570	0.505
FLJ43806	-0.1325
TLK2	-0.521625
CIR	0.96475
MARS2	0.2995
COL24A1	1.0015
SDF2L1	-1.0315
HIBADH	-0.190166666666667
IGFBP3	-1.1305
C12orf23	0.8915
PSPC1	-0.15275
C20orf43	0.417
TRAV20	0.154
ARHGAP24	1.5915
KIAA1975	-0.825375
C1QA	3.6637
DNTT	-4.4855
C10orf6	-0.18225
C11orf41	2.30625
HNRPF	-0.22425
COL11A1	8.49
UBAP2	-0.370833333333333
CDKN2AIPNL	-1.278
C20orf174	1.589
SPRED2	0.64175
PLA2G12A	0.241833333333333
ICEBERG	-2.425
SCN10A	0.047
C11orf65	0.78975
GBP5	4.74875
PITPNC1	-1.67333333333333
POU3F3	0.605
NCOA7	0.00850000000000002
LIN7C	0.1296
LOC348840	0.2365
NKX2-2	0.43225
ANKRD13D	0.09725
LOC123688	0.165
FUT2	0.7135
TAAR8	0.77
FZD4	0.840916666666667
PNMA3	0.337333333333333
OR4L1	0.4875
WIT1	1.489
EXOC3L	1.96
ATPBD4	-0.3216
KRBA1	-1.27875
UBXD6	-0.9915
HOXB7	0.232071428571429
C7orf23	-0.6725
UNQ338	1.21525
STAB2	0.464
CDC20B	0.3385
IRF9	1.969
CENTG1	0.525
TNPO2	-0.9675
MCPH1	-0.110125
BMS1P5	-1.435
SLC26A7	0.31675
HIST1H3J	0.2505
C9orf3	1.2781
LBH	1.798125
MYO1D	1.367875
PTDSS2	-0.479
NFU1	0.2575
DEPDC4	-1.45475
WNT7B	2.2727
GLP2R	-0.503166666666667
SETD4	-0.2789
DYNLT3	0.1333
FKBP11	-1.06133333333333
SESTD1	2.40266666666667
FLII	0.59175
RPS16	-0.3537
CHPF	0.896666666666667
CSNK2A1	-0.0396666666666667
SUMO1P1	0.50575
FKBP6	-0.9555
ZNF214	0.914666666666667
TWIST1	1.20933333333333
DDX56	-0.444
TRAM1L1	2.3971
EPO	-2.24666666666667
MRPS18B	-0.49075
ZNF682	-0.411333333333333
RPL14	-0.0156666666666666
MAFF	0.75225
LOC51136	-0.591125
LY96	1.0915
DDX20	-0.3445
ABTB1	0.545333333333333
ARL5A	0.5288
CCT6A	-1.07475
HEPACAM	-1.48566666666667
EHHADH	-1.0805
RBAK	0.0366666666666667
CGB1	1.273
ITGB5	2.0373
YIPF3	0.448
FKBP2	-0.16825
NR1D1	0.3472
TMEM110	-0.0325
NEK2	-0.573166666666667
PRAMEF8	-3.44025
C20orf52	-0.617333333333333
PCDHGA3	0.2495
VWA3B	-0.528
NDUFA5	-0.480875
THAP9	-0.268
FLVCR2	0.313166666666667
AP1S1	-0.840375
SMAD6	-0.983
SAV1	0.419625
SAT1	1.8695
ZNF251	0.772625
ADAMTS7	0.5002
RPP38	0.035
C1orf211	-1.7465
YPEL2	0.69345
RBMS1	0.70525
ZNF445	-0.372666666666667
NRXN2	0.0871666666666667
PGBD4	0.00762500000000001
UGT2B28	-2.98175
WBSCR16	-0.7583
NLRC3	0.329625
ASTL	0.51775
ST6GALNAC1	-3.55775
ZADH2	-0.9605
MLLT4	-0.34425
ARL6	0.258833333333333
MEF2C	0.894
CBFA2T3	-4.003
AFF3	-0.617428571428571
COG7	-0.396333333333333
MYB	-0.801833333333333
PLXNA3	0.524
XRCC2	-1.8545
MMS19	-0.039
ST8SIA5	-0.391625
CHPT1	-0.0606666666666666
KIAA1712	-0.6185
OR6X1	0.22
ACTR3	0.455875
UGCG	1.188
OR4P4	0.8505
ZAP70	-2.8635
LPP	2.119625
ZNF485	-0.1565
PTPRCAP	-0.70675
IL12RB1	0.65525
ATRX	-0.1452
CHST8	-0.807875
C14orf109	0.21775
ARV1	0.37275
NMB	0.689714285714286
COX5A	-1.09316666666667
EIF6	-0.75075
MPPED2	-0.851666666666667
SEMG1	-1.0075
CHRDL1	-0.422
TRAF3IP2	0.61375
WNK2	-0.618375
LILRA4	2.7005
LAMA2	4.67225
PXT1	0.432
RLBP1	-2.9895
CD300C	2.2445
SLTM	-0.57725
FLJ10404	-0.3160625
APOBEC3D	-2.38366666666667
RENBP	0.7335
ATXN7L1	0.000124999999999998
NID1	1.49575
TUBGCP3	-0.789125
ITIH5	0.551555555555555
CCDC110	2.3225
C8A	-3.30675
MGC87042	-0.76975
HOXC13	1.90425
TFDP2	-1.1755
HCP5	1.9145
POLI	-0.4345
UCN	-1.063
ZNF764	-0.398333333333333
C8orf45	0.47375
FHL3	0.74125
SPATA5L1	-1.0265
MMRN2	3.163
NDST1	0.855166666666667
COL20A1	-0.174333333333333
ZNF248	-0.721
PELP1	-0.684
MBL2	-1.98866666666667
RNF41	0.327625
C5orf24	0.25175
THOC5	0.01025
SERINC3	0.726083333333333
RP11-151A6.2	0.283
CDCP2	0.11225
HIST1H2AA	0.66525
C11orf75	0.829166666666667
FKBP7	1.25025
DDOST	0.075
GPNMB	2.25166666666667
TTF2	-1.50683333333333
KCNT1	0.165166666666667
SLC39A14	0.37875
NGRN	0.3699
GPR137B	3.07325
MECP2	0.152375
PSMA1	-0.5375
C16orf73	-5.083
TMEM60	-0.185
CSN3	0.513
NOS1	0.371333333333333
RAB7L1	0.645833333333333
YBX2	-0.4925
KIAA1166	-0.452125
FUBP3	-0.3925
ABCG1	1.556
ACACA	-0.482166666666667
ARL11	1.7039
ATOH1	1.536
ODF1	-0.234
CREB3L3	-1.78616666666667
TMEM127	1.0675
DSCAML1	2.09625
PLN	4.8865
LYPLA1	-0.430166666666667
PRDM9	-2.31825
SASP	-0.3915
PLUNC	0.0613333333333333
INTU	0.76975
HISPPD1	-1.419
LNPEP	-0.066
YARS2	-0.446
APCDD1L	0.7155
ZCCHC4	-0.6584
FBXO22	-0.660333333333333
TTLL13	-0.03
ZNF669	0.0173333333333333
PTGDR	2.43625
DDX27	-0.26225
KIAA0409	-0.274
GJB6	0.419
ASB8	0.57875
PLP2	0.722833333333333
MEPE	0.41275
OR10J5	0.524
KRT222P	-0.22475
COQ7	-0.353
C1orf101	1.36975
RERG	1.7349
CHMP5	0.237
THAP11	0.351875
ZNF43	-0.259666666666667
ZRANB3	-0.983
KRT13	-1.18225
MRPL19	-0.319625
RBBP9	-0.197
SPATA17	1.03342857142857
BXDC5	-0.138
PAFAH1B1	-0.313416666666667
MAGEE1	0.458
OSTF1	0.1725
KIAA0323	-0.534333333333333
TXNDC13	-0.397833333333333
CNTN4	1.640875
LCE1B	-0.7985
UNQ501	0.11675
ZNF154	-0.08375
C3orf64	0.50525
SYT5	-0.0229
PON1	0.00216666666666667
FLJ10357	0.276375
ATP4A	-1.4835
GNPDA1	-0.1185
MGAT1	1.603
C14orf121	-0.23425
SLC35B2	0.27625
MIER3	-0.0376666666666667
CHEK1	-2.667
ZNF8	-0.1105
TXNDC1	0.041
CKB	-1.6521
RTN3	0.391642857142857
FZD2	-0.281166666666667
PART1	-0.4405
PSMB6	-0.60625
PCDHB8	-0.189
PHC3	-0.2943
PPP1R8	-0.799666666666667
NOVA2	1.75833333333333
TNFRSF11B	-2.009
GOLPH3	-0.0488333333333333
UBLCP1	-0.6005
SUHW3	-0.51525
TTLL1	1.218
OPN4	0.188
OR13G1	0.4815
ZPBP2	-0.0868
HSD17B11	-0.638375
C9orf50	0.6215
DHDDS	-0.0266428571428571
CTSW	0.295
NEFM	-1.20566666666667
MRPL28	-0.55025
SYN1	0.317833333333333
PIGV	-0.344
ZIM2	1.94475
APBB1	0.852833333333333
SND1	-0.355
C1orf123	0.157666666666667
CHD3	-0.49375
BHLHB8	0.18475
RNASE2	0.496666666666667
BCAP31	-0.020875
SLC25A44	0.373166666666667
CHD6	-0.2874
PIB5PA	1.42569230769231
SELS	0.216625
LOC541471	0.4835
FAT2	-0.6045
ZNF81	0.5185
OR4C16	0.342
FLJ10081	-0.6175
LRRC4	0.802
CS	-0.763833333333333
N4BP2	-1.052875
IGFBP7	3.13875
ZNF318	-0.00299999999999998
NDNL2	0.226125
ZNF609	-0.565
SIRT4	-0.26725
EXOSC10	-0.22775
ECE2	0.300333333333333
OVGP1	2.01475
GTPBP3	-0.7145
PACS2	-0.3231
C19orf36	-1.25683333333333
ARL4C	1.0035
ATG4B	-0.213125
UBQLNL	-0.47125
RHOXF2B	-3.4955
PLEKHG2	0.543
GALR1	-0.391
AQP4	0.291666666666667
HDAC7A	-0.0765
DCUN1D3	0.096
OR8A1	0.9755
CCRN4L	0.24675
CBR4	-0.9665
KIFC1	-2.36333333333333
SLC7A14	-0.807666666666667
LHX5	-0.295
TRPC7	-0.386
LPXN	0.2745
SERPINA1	-2.15
RPS13	-0.1363
BPIL3	-0.5535
PRKAA1	-0.89275
FADS2	-0.4793
ENAH	0.6931875
PRO1768	-0.6165
APBA2BP	-0.029
LIPH	1.92233333333333
C3orf33	-1.15125
RCC2	-0.349357142857143
ALDH1A2	-3.2525
RNF103	1.08825
AHCY	-0.1245
ALG12	0.119
CCL17	0.246
ZNF543	0.771666666666667
ESRRG	0.7738
CNGA1	2.0175
RDH5	-0.210166666666667
OTX1	-0.1956
PTGFR	-0.849333333333333
CDR2	0.166625
SELE	1.75675
NLGN2	-0.840166666666667
EXOSC9	-1.148
ZNF566	0.129
KLRC2	-4.724
GPR12	0.6275
KIAA0196	0.88925
PDRG1	-0.039
SSR3	-0.177857142857143
MSI1	0.278
CST9	0.026
CC2D1A	-0.246625
PLAGL1	0.255444444444444
ZNF778	0.1275
RNF2	-0.0395
KLF6	1.64966666666667
THBD	2.158
tcag7.1314	0.682
NR5A1	-0.0356666666666667
ABCD2	-0.1085
DNAJC7	-1.8175
CLEC4C	0.5305
TM2D3	0.2585
CCDC4	-0.0105
PLAC2	-1.15925
DCD	0.889
FAAH	0.5135
POLA1	-1.081
TM7SF2	-0.516875
FLJ39822	-1.354
FLOT2	-0.308
MAP4K1	-0.689
SRP68	0.371375
C21orf74	0.1195
ARPC5	0.495375
LOC126075	1.43775
HECW2	1.0705
ZDHHC4	-0.81225
ANKRD42	0.9534
PDE9A	-0.21
ABCA8	-1.036
NDUFS2	-0.13875
UBR5	-0.283875
BTBD16	-3.24575
LOC554174	0.2825
ZNF20	0.379
KIAA1843	1.1595
WDR17	-1.173625
C15orf33	1.2285
RNF113A	-0.4845
CAMKK1	-0.1237
CLCN2	0.0665
ANXA6	-1.516
LOC340069	-0.4195
EMID1	0.590625
DPM3	-0.602333333333333
ELA1	-0.0175
SLC25A13	-0.8017
KRT24	0.46975
SMPD1	0.882166666666667
TH	-0.001875
COL6A2	2.07428571428571
ANKS1B	0.736
GPR126	-0.5489
ZC3H12A	-0.249
TMEM47	1.55233333333333
C2orf51	0.161833333333333
C1orf88	1.6265
HSF2BP	0.0705
AKAP10	0.3735
RPAP3	-0.5815
KLHDC8B	1.18125
STOM	1.0826
MUPCDH	0.15375
C10orf72	0.39925
PLEKHA3	1.35291666666667
TCP11L1	1.1525
CWF19L1	0.04875
SPEF1	0.95
YSK4	0.0175
ELN	2.3424
SAMD8	0.871833333333333
MPI	-1.0025
MEPCE	-0.2423
ABCC3	1.884375
NANOGP1	-3.795
KCNK17	0.76825
HLA-DMB	4.78516666666667
RRAGA	0.74775
ANGEL1	-0.43
RBM32B	0.1715
CPN1	-3.10225
MGC52282	-0.2216
HLA-A	1.99625
OR9G4	0.1185
EDNRB	-1.69025
SCD	-0.156714285714286
C14orf80	-2.03016666666667
BAGE2	-0.8945
RABL4	1.05183333333333
RCVRN	-0.466
SHANK1	0.4375
NLRP7	-3.67125
CD226	0.77225
STAT3	1.1346875
SYNJ2	-0.835
TPCN2	0.101166666666667
WDR36	-0.878583333333333
MBD4	-0.046
ROBO1	-0.1099
ST3GAL6	-1.6235
SLAMF8	3.9735
ATN1	0.126833333333333
GPR141	0.91325
KRT36	0.1855
TPH1	-1.0215
DDX52	0.1
ZSCAN29	-0.3795
TRPT1	-0.0211666666666667
DPEP3	0.49975
DENND4A	-0.653375
TSPAN16	-0.2965
PTCHD2	0.2365
LOC145814	-1.184
CAP1	1.21016666666667
EIF5A2	0.2044
NT5DC3	-0.639375
SEPT9	-0.545625
SEZ6L2	0.026125
EGFLAM	3.42075
VPS11	0.787375
NDUFB5	0.0601666666666667
CIDEA	0.228166666666667
IER5L	0.55175
N6AMT1	-0.2
FAM83C	-0.34575
OXR1	0.680166666666667
IRX1	-0.282
DGKB	-1.0935
GCN5L2	-1.78
MIR16	0.374
FBXW9	0.10575
WDR4	-1.88233333333333
PDC	0.0425
VPS33B	-0.39475
HEXB	0.5
FLJ32214	0.981
TCEB3	-0.7255
CRLF1	-0.29925
ABI3BP	0.26925
C8orf22	-3.74975
PYCR1	-0.377375
KIAA1706	1.53125
CDK5R2	0.663875
WAS	0.677
C12orf60	-0.913
CCBL2	0.5715
MADD	-0.328
C5orf34	-1.2375
WDR42A	0.4103
KLF12	0.032875
HSPA1A	1.35275
ITM2C	-1.06141666666667
DAPK2	1.78316666666667
LOC442590	-0.722
SUMF2	0.003125
CENPA	-2.29030769230769
TMED5	-0.336875
CDH6	-0.1151
BRP44	0.513625
THG1L	-0.40375
GABRA2	-1.58875
C14orf166	0.183
MYL1	-1.22666666666667
TNFSF18	0.33
PAP2D	-1.1975
PPIB	0.20625
KLHL4	0.035
SFN	-0.904333333333334
CCDC127	1.1615
FRAP1	-0.24725
GOLGA5	0.57325
SDCCAG1	0.08775
MGC21675	-0.344666666666667
C10orf95	-0.7655
KIAA1345	-0.345
C1orf163	-0.52
LACE1	-0.623333333333333
OR10K2	-0.749
CENPN	-2.27996
TMED2	0.53275
UGT1A6	0.171
ANG	-0.05375
U2AF1	-1.765
CASC2	0.1185
NMT2	0.263166666666667
OSGEPL1	0.384375
DFNB31	-1.035
SLC6A20	-0.13425
DKC1	-0.82775
FXYD4	-1.00025
WDR64	0.1795
MGC5590	0.4875
CREBZF	-0.735333333333333
DAZ1	0.367
PRPSAP1	-0.448
GCHFR	-0.41775
TTC7A	-0.587625
LOC196993	0.42975
UBD	1.46233333333333
S100A1	0.770625
RPL6	0.4595
DNAJB6	0.2361
NAGS	0.7351
C2orf58	0.6715
KERA	1.72116666666667
MT1X	-0.1191
UBE2B	0.7328
KEAP1	0.43
MST1	-3.254375
OMA1	-0.264
ABLIM2	0.89325
BCL2L13	-0.374333333333333
JAZF1	1.239
TMEM63B	0.6055
S100A8	3.1615
ARFIP2	0.06475
UROS	0.48775
KHDRBS2	-1.076
POLQ	-2.679375
SOAT1	-0.448
SPAG4	-0.556
MRPS30	0.0253333333333333
LOC494141	0.198
OR2T11	-0.07
ORAOV1	-0.791
ZNF184	-0.1995
TCEB3B	-0.161
ADAM21	0.2635
GDPD1	-0.6895
SPINLW1	0.519
PRR14	-0.00416666666666667
KCTD9	-0.8589
NUDT3	0.1015
KIAA1822	1.8642
HIST1H4K	2.408
DFNA5	0.44125
GABPA	-0.58675
C14orf44	-0.1525
POLB	1.8435
PTAR1	-0.616
SEC31A	1.1839
TRIM58	-0.4755
TAS2R14	-0.797
VPS8	0.552875
H1F0	0.840333333333333
PRKCB1	-3.26966666666667
UGT2A1	0.2775
TOR1B	0.0135
LSS	-1.36616666666667
C2orf19	0.4
HNRNPC	-0.0975714285714286
TMEM100	-2.33783333333333
LOC116349	0.50125
OR51M1	-0.33
CCDC142	-0.993
ISG15	2.1035
ZCCHC14	0.416625
CREBL2	0.734875
TGDS	-1.55025
DC2	0.09675
CACNA2D3	-1.85864285714286
ZNF429	-0.616375
LYPD6	-0.572833333333333
SUCLG1	-0.119833333333333
OR51I1	-0.927
MAGEH1	1.768
PRPF40A	-0.503
SMR3A	0.1545
SPINK2	-0.862
THAP2	0.863875
NPY5R	-1.261375
IRF4	-2.78875
SPESP1	-1.04366666666667
OR10S1	0.2405
DTD1	-0.327
TUBE1	-0.138
DDX19A	-0.486
PDPN	2.0325
TMEM34	1.01775
MGAM	0.706
COL3A1	6.43233333333333
GFM2	-0.8982
OR5A2	-0.2315
PSG9	1.516
ARHGEF11	-0.0601666666666667
IVNS1ABP	-0.019125
SIGIRR	-0.05975
DUSP19	0.195
DNAJC14	-0.0613
ACSS1	-1.534
IL1RAPL2	0.2185
C4orf30	-0.21075
SEPT4	2.79725
LANCL3	-1.66875
SPAG17	1.598
PRDX3	-0.638375
HNF1A	-0.9245
P4HA2	1.07025
RFWD3	-1.47333333333333
MOV10	-0.35175
DNAJA5	-0.101571428571429
LOC729440	-0.02075
LOC200383	1.263875
SMC2	-1.88575
MIXL1	-1.10066666666667
TMEM9	0.473
FAM86A	0.973
ZNF174	0.3477
MYH14	-0.5285
CCR8	0.1215
VPS37C	0.4775
GPATCH1	-0.363666666666667
B3GNT8	3.017
TBX4	-0.5565
CNR2	0.191333333333333
PCDH1	0.97925
C5orf29	3.545
OCIAD2	0.73075
PLCG2	1.05925
KIAA0247	1.883875
HRH3	-0.0378
CAPN13	4.309625
CCR1	1.5554
MGC15523	-0.210277777777778
UVRAG	0.3275
DNAJA2	-0.115333333333333
ITGA2B	-0.917
CLDN5	3.932875
PTPRN2	-1.92392857142857
ZNF512	-0.1205
PSAP	1.86864285714286
CCDC140	-2.0595
LRRC55	-0.60175
CYP26C1	1.025
C8orf47	-0.983
LYN	0.569875
DUSP6	0.1095
TGFB3	3.259
ELK1	-0.0294
PCDH11Y	-0.4152
HGD	-0.9325
C17orf58	-1.30225
MYO3A	0.238
SERPINE2	-3.15966666666667
AARSD1	-1.080625
C14orf73	-2.2535
ADAM33	-0.42675
ZNF491	0.3025
MAPK6	-1.14166666666667
TCN1	-0.590333333333333
SLC24A6	0.9725
UBE2R2	0.497
H1FNT	0.236
TATDN2	0.495666666666667
LILRB1	2.0805
P2RY5	1.171
NUCB2	-0.24625
C2orf37	0.82775
SNX27	0.216166666666667
MTA3	-0.1205
FOXO4	-0.024625
ID4	-0.628166666666667
SOX5	-1.81016666666667
PXMP3	0.731625
OR52M1	0.152
SFT2D3	0.291375
INA	-2.70483333333333
MCOLN1	0.53075
NFIX	-0.2089
CLEC14A	5.22633333333333
HIBCH	0.0443333333333333
PLA2G5	3.45075
TIMM10	-0.204
MED17	0.5235
COL4A4	-0.0955
TPP1	1.09766666666667
GJA3	-0.0818333333333333
TMPRSS5	-1.85575
AADACL3	0.693
DNMBP	-1.39075
ENPP5	2.51716666666667
NQO1	0.3857
ZSCAN2	-0.545
SEC24C	0.308166666666667
GTF2A1L	0.341
AXIN2	-0.009
FAM33A	-1.25225
C16orf13	0.076375
SPNS2	1.406
TAF1	-0.39575
AP1G2	-1.39233333333333
RBM42	0.062
HCN2	0.289333333333333
EFHB	1.65633333333333
RUSC1	-0.178666666666667
GRIK5	0.134
USP21	-0.572833333333333
ATAD3C	0.4735
ORMDL2	0.988
PRSS7	-2.7745
PSAT1	-2.63375
FLJ13195	-0.538833333333333
TBC1D1	0.3265
IFNG	1.04475
OTOS	0.8015
ZNF773	0.138166666666667
EMD	-0.6455
RETN	0.78475
CCL8	4.912
APH1A	-0.50625
COX18	-0.60425
GTF2IRD2	-0.227
CCDC82	-0.371083333333333
PAFAH2	0.3738
NPEPL1	-0.8192
RP11-114G1.1	1.2965
TP53INP1	0.954125
ZNF300	-0.168666666666667
FOXL2	-2.8095
LARP2	-0.0628333333333333
LATS1	0.43925
HTR6	1.329
SPOCK2	0.307166666666667
RNF144B	2.32316666666667
HTATIP2	-0.757875
MGC10334	0.146583333333333
CENTA2	3.30616666666667
FGF2	-2.219
FXYD7	0.387
PHYHIPL	-2.101375
GPR34	5.60625
DDX6	-0.241166666666667
OR10W1	-0.0315
LHFPL1	-0.5145
ZNF313	-0.0597142857142857
VPS28	0.512
AP3M1	0.4322
AKR1CL2	-0.59075
TRAF4	-1.2335
OR2B11	0.2225
C19orf12	0.755333333333333
AKAP9	-0.0451666666666667
C1orf62	0.1235
SLC20A1	-0.0484
FAM112A	0.0595
LDB2	1.2895
MRPS23	-0.79075
KLK5	2.7515
SPTB	-0.4874
EFEMP2	1.91075
EFNB2	0.713625
PCM1	-0.240571428571429
NMNAT3	2.465
TSG101	0.279666666666667
C8orf40	1.39933333333333
NOB1	-0.88975
ABHD3	-1.76025
GTF3C4	-0.611875
PIGN	1.2935
GALNTL1	-1.8685
AEBP1	3.642125
OR9Q1	0.0985
ANKRD2	0.178875
CCL28	-1.16625
TRIM38	0.676166666666667
TMCC1	0.33175
SMG5	-0.1175
LRRC7	-0.6265
NCAPD2	-1.94133333333333
C6orf153	-0.1765
C1orf74	0.13975
OTUD6A	0.0785
DCP2	-0.339333333333333
TMEM24	-0.04075
RPL18	-0.0605
TMEM177	-0.094
LRRC37A3	-0.00249999999999999
C1D	-0.0535
LDHC	0.4845
UBE4B	0.0176666666666667
NIT1	0.03225
BTN3A3	0.828875
RASD1	1.495125
COMMD3	0.32325
SHFM1	-0.88675
BIRC8	0.0555
DUT	-1.561
C12orf51	0.507
LRRC59	-0.936333333333333
LY6H	3.16175
WDR22	0.449083333333333
EDEM1	0.368142857142857
ADH1A	1.5745
PANX2	0.0664
CYP11B1	0.60825
CDC73	0.3585
GPR172A	0.02975
GSTM3	2.29823076923077
KCNA5	-0.78125
SERAC1	0.432
NFATC2	0.73
ANAPC5	-0.6884
C15orf24	0.04925
NFATC2IP	-1.333
TNRC6C	0.310666666666667
MGC102966	-0.6325
FGD5	1.69133333333333
MED9	0.05525
RAB13	0.353166666666667
C15orf49	0.337
CRYGS	0.2001
C12orf53	-0.2522
LOC283693	-0.2945
COX6B2	-0.29825
PHF14	-0.2595
FAM3A	-0.49
RPL13	-0.0789
PRDX2	-0.4481
