Hybridization REF	TCGA-B6-A0RL-01A-11R-A084-07
SLC25A44	0.600166666666667
CHD6	1.5108
PIB5PA	2.59361538461538
SELS	0.55725
LOC541471	-1.212875
FAT2	-0.3
ZNF81	-0.0755
OR4C16	0.3795
FLJ10081	0.7396
LRRC4	0.23325
CS	-0.6115
N4BP2	0.688
IGFBP7	-2.1775
ZNF318	0.824583333333333
NDNL2	1.19825
ZNF609	1.047625
SIRT4	-0.3775
EXOSC10	0.26175
ECE2	-0.233666666666667
OVGP1	3.62275
GTPBP3	-0.83425
PACS2	0.4666
C19orf36	-1.13233333333333
ARL4C	-2.29025
ATG4B	-0.825
UBQLNL	1.23775
RHOXF2B	-3.7575
PLEKHG2	-0.797
GALR1	-0.6225
AQP4	0.1662
HDAC7A	0.461166666666667
DCUN1D3	0.50675
OR8A1	0.631
CCRN4L	0.8475
CBR4	-0.118333333333333
KIFC1	-0.4015
SLC7A14	-1.2785
LHX5	0.2355
TRPC7	-0.347
LPXN	-0.657
SERPINA1	-3.385125
RPS13	-0.4503
BPIL3	0.3575
PRKAA1	-3.62
FADS2	-2.0809
ENAH	-0.2544375
PRO1768	-0.032
APBA2BP	1.71425
LIPH	3.26166666666667
C3orf33	-0.165
RCC2	-0.104857142857143
ALDH1A2	-3.3586
RNF103	2.41925
AHCY	0.402125
ALG12	-0.376
CCL17	-0.3005
ZNF543	2.02916666666667
ESRRG	-0.6138
CNGA1	-1.31975
RDH5	-0.812166666666667
OTX1	0.0368
PTGFR	-2.39566666666667
CDR2	1.28475
SELE	1.31625
NLGN2	-1.765
EXOSC9	-0.3825
ZNF566	0.5185
KLRC2	-4.877
GPR12	0.883
KIAA0196	0.32525
PDRG1	0.4695
SSR3	-0.907714285714286
MSI1	-0.6445
CST9	1.075
CC2D1A	-0.52225
PLAGL1	-1.75727777777778
ZNF778	-0.3205
RNF2	0.37575
KLF6	1.2085
THBD	-1.16616666666667
tcag7.1314	1.81875
NR5A1	-0.110166666666667
ABCD2	-0.466
DNAJC7	-1.33275
CLEC4C	-0.4575
TM2D3	0.820125
CCDC4	-1.2155
PLAC2	0.895
DCD	0.338
FAAH	2.381
POLA1	0.643166666666667
TM7SF2	-1.167
FLJ39822	-2.403
FLOT2	0.050625
MAP4K1	-1.35366666666667
SRP68	0.069125
C21orf74	0.149
ARPC5	-0.106625
LOC126075	-0.1515
HECW2	0.392875
ZDHHC4	0.124
ANKRD42	1.4137
PDE9A	0.703666666666667
ABCA8	-1.31325
NDUFS2	-0.16975
UBR5	0.083875
BTBD16	-3.66975
LOC554174	-0.8915
ZNF20	0.458
KIAA1843	0.3995
WDR17	-0.216
C15orf33	1.673
RNF113A	-0.487
CAMKK1	-0.9685
CLCN2	0.53575
ANXA6	-0.099
LOC340069	0.4015
EMID1	0.85325
DPM3	-0.516083333333333
ELA1	0.6505
SLC25A13	-0.3847
KRT24	1.22325
SMPD1	-0.289166666666667
TH	-0.227125
COL6A2	-2.39157142857143
ANKS1B	1.483
GPR126	-4.6313
ZC3H12A	0.637666666666667
TMEM47	-2.47216666666667
C2orf51	0.0693333333333333
C1orf88	4.64
HSF2BP	1.05525
AKAP10	1.767
RPAP3	0.3775
KLHDC8B	1.242375
STOM	-0.0111
MUPCDH	-0.016625
C10orf72	-0.970875
PLEKHA3	0.764666666666666
TCP11L1	0.02175
CWF19L1	-0.277375
SPEF1	1.32723076923077
YSK4	-0.54825
ELN	-0.0758
SAMD8	1.119
MPI	-0.682
MEPCE	0.5322
ABCC3	2.465375
NANOGP1	-3.8765
KCNK17	-0.61675
HLA-DMB	2.45816666666667
RRAGA	0.87225
ANGEL1	0.576
RBM32B	0.184
CPN1	-3.17925
MGC52282	-1.0812
HLA-A	0.656
OR9G4	0.434
EDNRB	-3.273125
SCD	-0.295071428571429
C14orf80	-0.3308
BAGE2	0.663
RABL4	1.16466666666667
RCVRN	-0.382
SHANK1	-0.207
NLRP7	-4.237
CD226	0.1515
STAT3	0.7380625
SYNJ2	0.7586
TPCN2	1.42066666666667
WDR36	-0.67675
MBD4	-0.0175
ROBO1	-3.235
ST3GAL6	-4.1365
SLAMF8	2.61116666666667
ATN1	0.235833333333333
GPR141	-0.0165
KRT36	0.7775
TPH1	-0.8785
DDX52	0.427
ZSCAN29	0.884833333333333
TRPT1	-0.615333333333333
DPEP3	0.3565
DENND4A	0.1765
TSPAN16	-0.676
PTCHD2	-0.0735
LOC145814	-0.41725
CAP1	-0.292833333333333
EIF5A2	-3.4698
NT5DC3	-0.54225
SEPT9	-0.905
SEZ6L2	-1.597625
EGFLAM	0.93075
VPS11	-0.269875
NDUFB5	-0.125666666666667
CIDEA	0.205666666666667
IER5L	0.7015
N6AMT1	0.44025
FAM83C	0.39525
OXR1	1.05916666666667
IRX1	-0.6915
DGKB	-0.303666666666667
GCN5L2	-0.26525
MIR16	0.688875
FBXW9	-0.94725
WDR4	-2.47466666666667
PDC	-0.5705
VPS33B	0.03825
HEXB	-0.11325
FLJ32214	0.31525
TCEB3	-0.47725
CRLF1	-5.58375
ABI3BP	-0.25175
C8orf22	-4.457
PYCR1	-0.987
KIAA1706	-1.24875
CDK5R2	0.344
WAS	-0.187
C12orf60	0.757
CCBL2	0.170875
MADD	0.07575
C5orf34	-0.68925
WDR42A	0.6442
KLF12	-2.63575
HSPA1A	3.8095
ITM2C	-3.09266666666667
DAPK2	3.06366666666667
LOC442590	2.0335
SUMF2	-1.113375
CENPA	-0.817307692307692
TMED5	-1.167
CDH6	-1.9048
BRP44	1.645
THG1L	-0.75775
GABRA2	-2.4135
C14orf166	-0.31525
MYL1	-1.6842
TNFSF18	0.0905
PAP2D	-1.25183333333333
PPIB	-1.15875
KLHL4	-0.85075
SFN	-0.192666666666667
CCDC127	0.69075
FRAP1	0.045
GOLGA5	0.98775
SDCCAG1	-0.021375
MGC21675	0.608666666666667
C10orf95	-1.5525
KIAA1345	0.100833333333333
C1orf163	-1.3535
LACE1	-0.0903333333333334
OR10K2	-0.2115
CENPN	-1.59272
TMED2	0.3055
UGT1A6	-1.784
ANG	-0.30925
U2AF1	-0.130666666666667
CASC2	1.18233333333333
NMT2	-0.6795
OSGEPL1	-0.11925
DFNB31	-1.1055
SLC6A20	-0.47075
DKC1	-0.511
FXYD4	-0.6545
WDR64	0.7635
MGC5590	0.4295
CREBZF	-0.196666666666667
DAZ1	0.625
PRPSAP1	0.03375
GCHFR	-1.45925
TTC7A	-1.13775
LOC196993	0.96375
UBD	-2.56116666666667
S100A1	-1.09775
RPL6	-0.058
DNAJB6	0.33265
NAGS	1.2493
C2orf58	0.625
KERA	0.0371666666666667
MT1X	0.5326
UBE2B	1.2497
KEAP1	0.06125
MST1	-1.065875
OMA1	0.5645
ABLIM2	2.32575
BCL2L13	-0.360083333333333
JAZF1	-0.0651666666666667
TMEM63B	1.2135
S100A8	-1.8522
ARFIP2	1.0485
UROS	-0.8015
KHDRBS2	-0.5215
POLQ	-0.739875
SOAT1	-0.874333333333333
SPAG4	-2.5635
MRPS30	0.588
LOC494141	-0.441
OR2T11	1.083
ORAOV1	1.7233
ZNF184	0.525166666666667
TCEB3B	-0.0911666666666667
ADAM21	2.3605
GDPD1	0.21775
SPINLW1	-0.25925
PRR14	0.601
KCTD9	-1.4586
NUDT3	0.34925
KIAA1822	-0.1571
HIST1H4K	0.4865
DFNA5	-4.2935
GABPA	0.7215
C14orf44	0.69875
POLB	1.897625
PTAR1	-0.48225
SEC31A	0.3988
TRIM58	-2.274
TAS2R14	1.024
VPS8	0.711875
H1F0	1.401
PRKCB1	-4.27683333333333
UGT2A1	0.285
TOR1B	1.014
LSS	-1.33766666666667
C2orf19	0.1515
HNRNPC	0.198214285714286
TMEM100	-4.02783333333333
LOC116349	-0.24625
OR51M1	-0.0665
CCDC142	0.1145
ISG15	2.1125625
ZCCHC14	-0.215625
CREBL2	0.63975
TGDS	-1.9045
DC2	-0.9675
CACNA2D3	-2.66342857142857
ZNF429	0.359625
LYPD6	-0.131833333333333
SUCLG1	-0.0403333333333333
OR51I1	-1.297
MAGEH1	1.14
PRPF40A	-0.415
SMR3A	0.7505
SPINK2	0.81525
THAP2	-0.2675
NPY5R	-0.770375
IRF4	-3.13075
SPESP1	-2.4605
OR10S1	0.401
DTD1	-0.67975
TUBE1	-0.45975
DDX19A	-1.285
PDPN	-4.1
TMEM34	0.378583333333333
MGAM	2.0355
COL3A1	2.51533333333333
GFM2	0.2844
OR5A2	0.254
PSG9	0.00449999999999998
ARHGEF11	0.371166666666667
IVNS1ABP	-1.221875
SIGIRR	1.44875
DUSP19	-1.006
DNAJC14	0.5191
ACSS1	-0.256875
IL1RAPL2	0.0135
C4orf30	-0.86025
SEPT4	0.8525
LANCL3	-2.96025
SPAG17	3.9626
PRDX3	-0.617875
HNF1A	-0.103875
P4HA2	0.01
RFWD3	-0.972166666666667
MOV10	-0.3705
DNAJA5	0.241785714285714
LOC729440	0.66775
LOC200383	0.171
SMC2	-1.1535
MIXL1	-1.434
TMEM9	0.52225
FAM86A	1.4105
ZNF174	1.628
MYH14	-0.556
CCR8	0.5535
VPS37C	3.9885
GPATCH1	0.987
B3GNT8	2.983
TBX4	0.67
CNR2	0.3635
PCDH1	0.07325
C5orf29	1.873875
OCIAD2	2.0545
PLCG2	-0.40975
KIAA0247	1.849875
HRH3	0.0521
CAPN13	3.22375
CCR1	-1.1757
MGC15523	-0.178722222222222
UVRAG	2.7225
DNAJA2	-0.56
ITGA2B	0.061
CLDN5	2.0815
PTPRN2	-0.054
ZNF512	0.186166666666667
PSAP	-0.711142857142857
CCDC140	-0.5235
LRRC55	-0.12725
CYP26C1	0.235
C8orf47	-1.101
LYN	-1.003375
DUSP6	-1.24333333333333
TGFB3	2.7498
ELK1	-0.0391
PCDH11Y	-0.0633333333333333
HGD	0.92825
C17orf58	1.67625
MYO3A	-0.121
SERPINE2	-7.052
AARSD1	-0.258875
C14orf73	-0.7955
ADAM33	-0.589
ZNF491	-0.048
MAPK6	-0.6656
TCN1	0.0993333333333333
SLC24A6	0.2265
UBE2R2	0.9065
H1FNT	0.1645
TATDN2	1.01816666666667
LILRB1	0.435
P2RY5	-0.7375
NUCB2	0.842
C2orf37	1.192
SNX27	0.911666666666667
MTA3	1.08075
FOXO4	0.201285714285714
ID4	-0.356666666666667
SOX5	-2.71066666666667
PXMP3	0.363375
OR52M1	0.14
SFT2D3	-0.4695
INA	-3.32966666666667
MCOLN1	-0.38325
NFIX	-0.5803
CLEC14A	3.05966666666667
HIBCH	-1.29633333333333
PLA2G5	-0.5775
TIMM10	0.212166666666667
MED17	-0.2475
COL4A4	-1.857
TPP1	0.09
GJA3	-1.8335
TMPRSS5	-1.83175
AADACL3	0.4195
DNMBP	-1.33775
ENPP5	2.1315
NQO1	0.0489
ZSCAN2	-0.114125
SEC24C	0.125333333333333
GTF2A1L	-1.305
AXIN2	0.036
FAM33A	-1.67383333333333
C16orf13	0.05425
SPNS2	-0.32775
TAF1	0.2255
AP1G2	0.0555
RBM42	0.4805
HCN2	0.0273333333333334
EFHB	0.160833333333333
RUSC1	-0.0811666666666667
GRIK5	0.2005
USP21	0.523666666666667
ATAD3C	0.625
ORMDL2	0.81375
PRSS7	-2.929
PSAT1	-6.97975
FLJ13195	-0.220666666666667
TBC1D1	-1.19466666666667
IFNG	-0.79475
OTOS	0.521166666666667
ZNF773	1.04716666666667
EMD	-0.8675
RETN	1.78366666666667
CCL8	2.4825
APH1A	-0.95475
COX18	-0.684125
GTF2IRD2	-0.27825
CCDC82	-4.21766666666667
PAFAH2	0.3073
NPEPL1	0.2689
RP11-114G1.1	0.63
TP53INP1	0.567875
ZNF300	0.529
FOXL2	-3.7795
LARP2	0.952666666666667
LATS1	1.09725
HTR6	0.214
SPOCK2	-1.958
RNF144B	1.83783333333333
HTATIP2	0.09925
MGC10334	0.00183333333333334
CENTA2	0.923166666666667
FGF2	-3.87466666666667
FXYD7	-0.0315
PHYHIPL	-2.220375
GPR34	2.509
DDX6	-0.297833333333333
OR10W1	0.223
LHFPL1	-1.137
ZNF313	0.0192142857142857
VPS28	0.925
AP3M1	0.2655
AKR1CL2	-1.51025
TRAF4	-0.441875
OR2B11	0.694
C19orf12	-0.0611666666666667
AKAP9	0.652166666666667
C1orf62	0.442
SLC20A1	-0.2357
FAM112A	-0.10575
LDB2	-1.674
MRPS23	-0.15475
KLK5	0.9525
SPTB	-0.2513
EFEMP2	-2.65025
EFNB2	0.167125
PCM1	-0.0126428571428572
NMNAT3	2.295875
TSG101	1.0595
C8orf40	2.26466666666667
NOB1	-1.7665
ABHD3	-0.76775
GTF3C4	0.04925
PIGN	0.889833333333333
GALNTL1	1.421
AEBP1	-2.251625
OR9Q1	0.9995
ANKRD2	-0.073125
CCL28	-2.624
TRIM38	0.098
TMCC1	0.293333333333333
SMG5	0.3245
LRRC7	-0.608
NCAPD2	-1.00366666666667
C6orf153	-0.2475
C1orf74	0.50825
OTUD6A	0.5165
DCP2	-0.848
TMEM24	-0.30375
RPL18	-0.1855
TMEM177	-0.30875
LRRC37A3	1.5395
C1D	-0.571
LDHC	2.125
UBE4B	-0.316833333333333
NIT1	0.50575
BTN3A3	-1.1735
RASD1	2.733625
COMMD3	0.925
SHFM1	0.378
BIRC8	0.22725
DUT	0.04875
C12orf51	1.421
LRRC59	-0.759166666666667
LY6H	-0.747
WDR22	1.09416666666667
EDEM1	-0.196285714285714
ADH1A	0.6985
PANX2	0.5893
CYP11B1	0.6965
CDC73	-0.02775
GPR172A	-0.7235
GSTM3	4.14669230769231
KCNA5	-0.62625
SERAC1	0.738166666666667
NFATC2	0.5625
ANAPC5	-0.1601
C15orf24	0.26525
NFATC2IP	0.221333333333333
TNRC6C	0.885666666666667
MGC102966	-2.77475
FGD5	-0.349
MED9	0.9825
RAB13	0.406166666666667
C15orf49	-0.1155
CRYGS	0.0761
C12orf53	-1.2469
LOC283693	-0.259
COX6B2	0.3795
PHF14	0.3245
FAM3A	-0.195625
RPL13	-0.9716
PRDX2	-0.6129
FLJ34047	0.20325
PRMT3	0.06725
KCTD19	-0.2605
TRIM10	-0.740166666666667
MGC26597	-0.144166666666667
GCNT4	3.935
GPRASP1	-0.2855
CDKN1C	-0.178333333333333
RHBDL2	0.8818
HSPH1	0.3765
AQP1	0.628375
COL17A1	-2.9763
GFAP	-0.067375
CDC16	-0.511
KIAA1614	-0.499
C6orf118	-0.246166666666667
ZSWIM5	0.8675
FAM83F	2.9185
LYNX1	-0.393125
SYNPR	-0.54525
XG	0.00783333333333333
PRSS16	1.439375
KIF13B	0.2025
PCDH9	-2.6065
HIST1H2AH	1.357
RBM18	-0.304
ZNF626	1.24075
HEXIM2	0.3925
ITFG1	-0.2005
TUBG2	-0.642
SFRS7	-0.085
C9orf14	1.275
EXTL1	-2.082
GBP3	0.581
WDR5	-0.83575
RARG	0.3515
MYO7A	-0.69825
CECR6	-0.445
C13orf3	-0.88025
SFRS18	0.116125
ACVR1B	0.65
PSMD1	-0.9655
C7orf31	0.2965
ILVBL	0.1465
IFNGR1	0.25175
RNF186	0.041
NOL9	-0.88975
MAGEL2	-1.94475
SLC29A2	-0.72125
NHSL1	-3.814
RBMX	0.0775
PSORS1C2	0.278625
RAD51L3	0.417083333333333
LCN6	0.34025
ORAI2	-1.052125
BRUNOL6	0.2956
OR4K5	0.3115
CDC123	-0.325375
MSLN	-1.801
WWTR1	-1.00033333333333
ZNF700	-0.895333333333333
COBL	-0.878
PPP1R16B	-0.95525
GAS7	-2.0482
MDN1	-0.50975
HAAO	-0.921
C9orf68	1.7685
TNFAIP2	1.4375
FOXN1	0.435
hCG_2033311	0.098
ATP6V0D2	-0.0655
RPL41	-0.02525
SLC38A1	2.173875
ARHGAP6	-2.15891666666667
ADAD2	-0.44925
PHF20L1	0.1833125
MCM3AP	0.5925
ST3GAL3	-1.10566666666667
SNX1	0.900166666666667
ELF5	-0.14725
PARP3	0.02825
RBM8A	0.082125
LINGO4	0.615
ITGA9	-0.839333333333333
ZFR	0.29675
ACSL6	-0.295625
FLJ20699	-0.6943
DAOA	1.012
FABP4	2.36675
KCNB1	-1.20475
CANX	0.031
SLC25A28	-0.207333333333333
ADIPOR2	1.070125
ECHDC2	1.47675
SMA4	-0.29175
FRZB	-0.246875
PABPC1	-0.370166666666667
DMRTB1	-0.177
APOBEC3G	-1.105
CATSPER2	0.0136666666666667
CUEDC1	0.954333333333333
STARD9	-1.546375
CLDN8	1.126125
LOC23117	0.547636363636364
E2F6	0.497888888888889
TMEM126B	-1.92966666666667
DPY19L4	0.64025
GIMAP5	1.328
NDUFA9	-0.47
FAM77C	2.7625
CTPS2	1.009
LOC51035	-0.58875
WDSOF1	-1.1515
EGLN3	0.67175
PITX3	0.268833333333333
OR52E8	-0.179
GRM4	0.599
KLK1	-3.36816666666667
GPM6B	-3.812125
RRAGD	-2.921
PAGE5	-3.296
UCHL5	-0.909
ULK3	0.00616666666666667
AIM2	-0.844333333333333
PNO1	-0.288
OR2F2	0.3005
GNAT2	0.256
SIX1	1.324
ST13	-0.0759166666666667
ZBTB44	-0.032125
TIMP2	-0.60175
ZMAT4	3.95025
GTF2IRD1	0.480166666666667
ZNF19	0.6235
ZNF714	-0.05125
RSC1A1	0.625
C9orf80	0.0555
PSMA8	0.127
TMEM141	1.38325
COX4I1	-0.794142857142857
CTAGE1	0.441666666666667
DTWD1	-1.01
HSD11B1	-2.1555
KRT6B	2.158375
ARID4B	1.287875
LHFPL3	0.331
WWP2	-0.254083333333333
ZNF326	0.303166666666667
RGPD1	-0.4265
CTSH	-0.465
FASTKD1	0.358625
PAF1	0.828
TTC9C	-0.83575
IFT57	0.4691
PRSS36	-0.774
IL20RB	-1.995
ZNF592	1.04516666666667
DCTD	-0.0686
CFP	0.086
MFNG	-2.4515
JMJD2B	2.36175
ALDH3B1	-2.2945
THSD4	3.14616666666667
KCNJ5	1.77383333333333
LMNA	0.511833333333333
TBCD	0.399875
ZNF250	0.725
CASQ2	-0.197166666666667
PEG10	-3.67141666666667
PRAME	-5.645
NP	-0.9465
TRIM59	-0.8705
ZNF12	0.733375
XTP3TPA	0.0265
SIGLEC7	-0.8999
PANK4	-0.6945
FAM70A	-3.28933333333333
SNED1	-2.063
HIP1	0.7542
RAET1E	-2.011
AMAC1L2	-0.3125
AHNAK2	-1.39091666666667
TOE1	-0.367666666666667
RECQL4	-0.70325
SPRYD3	0.90375
DPAGT1	-1.02275
MAGED2	2.7237
ANKRD55	-0.44925
TRPS1	5.53966666666667
DOK7	2.35525
TFPI2	-8.2985
GTF2H3	0.122
CYP4F11	0.404428571428571
LHX2	-2.01
ATG16L1	-0.278
ASB12	0.624
C1orf116	-0.382875
NF2	-1.06915
POM121	-0.2555
PHYHD1	2.1544
TXNDC17	-0.7475
DKFZp779O175	0.1855
NUP62	0.228642857142857
MYO18B	0.115833333333333
PRAMEF1	-0.038
TCBA1	-0.359125
TMEM168	0.7535
FJX1	1.04983333333333
CLCF1	0.035
SEPN1	0.700375
IGSF2	0.7775
NUDCD1	-0.386666666666667
TFF3	3.59166666666667
NDFIP1	0.957142857142857
CHCHD4	0.142
TNR	0.4265
CUTA	0.216666666666667
USP44	-4.3085
DPP10	-0.089
IWS1	-0.708833333333333
PCGF1	0.4415
SULT1C4	1.0855
NTF5	2.88
PTPN13	1.08675
SSTR5	0.1915
SFRP1	-3.9935
IDH3B	-1.82475
SUOX	1.05733333333333
TMCO5	0.511
GOLT1B	-0.57725
MIB1	0.524285714285714
PCDHGB1	-0.36
SUSD1	-0.44525
ICAM5	-3.60866666666667
PAPOLB	0.0995
URM1	0.0362
TMEM106B	0.624
LRIG2	-0.6815
SLC27A5	0.008
CLIC6	-1.8121
ZNF420	1.90983333333333
SCN9A	-1.8109
KIAA1909	-1.3275
ELMOD1	-2.451
PRKAG1	0.38825
FAM64A	-1.11711111111111
EEF1G	-0.95055
SMAD5	1.1765
INCENP	-1.284
WASF2	-1.074
GARS	-1.6249
CDK10	-1.2663
HLX	-2.20066666666667
MDM4	0.444
ZNRF1	-0.9315
HHATL	-2.05033333333333
FAM21C	0.9155
HIST2H3C	0.246
PFDN2	0.313571428571429
ZNF200	0.13125
NDN	-4.30225
HBA2	-3.03666666666667
FBLN5	-0.939875
PUM1	0.2165
TNNT1	2.301
C19orf59	-0.137666666666667
HNRPH2	0.3765
RAB7A	0.782
PMS2	0.019375
BIRC3	-3.77033333333333
NRSN2	0.119375
OR52K2	0.416333333333333
SPOCK1	-2.78657142857143
H2AFY	1.27875
RXRB	-0.0155
ZNF638	0.522166666666667
ANKRD45	0.3255
ACTN4	-0.252
FXC1	1.14075
EIF2B5	0.12225
VPS33A	-0.16475
PINK1	0.175875
FAM106A	-0.1375
SKIP	0.2
GAPDHS	0.2025
MUM1L1	4.34975
PSTPIP1	-0.54675
CNTNAP1	-1.7267
CYP26A1	-4.8215
APOL2	-1.01277777777778
TACC2	-1.413375
COX7A2L	0.582285714285714
HSD17B1	0.2246875
ARRB2	-0.4805
SLC7A6	-1.2536
HSD17B10	0.152
RBJ	0.9915
NUP155	-1.523
MRPL10	-0.329
CYCS	-2.08508333333333
CCDC46	1.17466666666667
TECTA	-0.049
GNAL	-0.63225
LPO	0.3215
PEBP4	1.605
DDX11	-1.3945
C18orf12	0.2635
TAF9B	0.576416666666667
IMP4	-0.71425
RPA4	0.852833333333333
NDUFS1	-1.19
UPK1A	-0.8065
ARRDC2	0.476166666666667
C18orf20	1.073
AES	-0.0589285714285714
CD2BP2	-0.0255
C16orf54	-0.74
UGT2B17	1.634375
FGFR1	2.2035
CEACAM6	1.5754
CHRM5	0.46525
CERK	-1.65525
AP3S2	0.375857142857143
ANKS4B	-1.2895
CLCNKA	0.964166666666667
ZNF208	0.674833333333333
HLA-DRB5	3.1755
CARKL	-0.9135
GOT1	-0.681666666666667
CASP6	0.566625
HOXA1	-1.2085
RCL1	0.3505
ZNF181	1.37483333333333
RAB40B	1.9035
MRPL38	-0.0695
LRRN2	3.011
C3orf25	0.862
OR5D14	-0.169
OR10AG1	-0.1985
BET1L	0.45
FRY	2.52
AK3L1	-0.851
CSF3R	0.475833333333333
POLR3K	0.6865
ATG2B	1.4525
EPS8	0.1005
DARS	-1.048125
C10orf56	-1.5565
DAD1	-0.0119166666666667
RIOK1	0.0875
HERC2	0.3715
HSD11B2	-0.354833333333333
FAM96B	-0.684
MGC13057	-2.172
BSN	0.9215
CAND1	0.160333333333333
HCST	0.9505
ACTR10	0.222333333333333
OR8D4	0.219
NASP	-1.2102
COL9A2	-1.125
LYZL1	0.2925
GPC5	-2.897
TBL3	-0.653
CENTD2	0.133
OR5AP2	0.0455
TLR1	0.8765
LMO6	-0.466
ZIC2	-4.31475
CPNE5	-0.05125
ZMYND15	1.0395
FLJ22374	-2.378
CCDC106	0.9565
PARP16	0.70725
PDIA3	0.3695
C14orf126	-0.35
CECR2	-0.3685
SFRS1	-0.432571428571429
FIGLA	-0.226
DCP1A	0.929666666666667
MGC45800	-1.9672
TEKT1	0.209666666666667
C10orf67	0.5285
CLN5	-0.72725
NTN2L	-0.2035
GLE1L	0.20775
CES2	-0.4549
GNAS	0.46
DDX53	-0.4395
TSPAN13	3.379
MRPL52	-0.6266
SPIRE2	-0.738625
TAS2R39	0.56375
SCUBE3	0.08375
UCRC	0.1638
CDKL3	0.7205
KIAA1715	-0.4816
ZNF345	1.65175
RTF1	0.604375
DHRS7	0.368
RIPK4	-3.28583333333333
EXOSC2	-0.597666666666667
MS4A2	-0.1845
FGF17	-0.347
WDR59	-0.56475
EVI2A	-3.443
IL17RC	1.08516666666667
HS3ST1	0.697
ITGB1BP2	-1.544
RBPJ	-0.786166666666667
GIMAP1	0.7225
INE1	-0.611166666666667
ALDH18A1	0.702375
TPI1	-1.53075
GATA6	1.05475
CABP1	-0.9825
ZNF484	0.6835
DAPK3	-0.9395
GJB1	-3.3905
PIN1	-0.797875
SLC6A15	-3.32341666666667
CNO	0.19075
RIN2	0.216875
FRRS1	-1.0275
CYorf15B	-4.05325
DMRT3	-0.041625
ATAD1	-0.512625
OTUD4	0.486055555555556
ATOH8	-2.57125
ZSCAN16	1.288625
ASCC1	-0.97575
OTUD3	0.440625
MGC33212	1.2275
YME1L1	0.049375
RP11-218C14.6	0.10025
PCBP4	0.33225
TNFRSF10A	-2.53325
CDH10	-2.15616666666667
KL	0.56525
SCP2	0.59875
C9orf119	0.563125
SON	0.446666666666667
MAFK	-0.4985
SBNO2	-0.915
SLC6A6	0.08125
SC4MOL	-0.897
FAM35B	1.0595
PPP1R9A	1.8065
PDZRN3	-2.271875
CXorf20	0.0665
C6orf126	2.06675
AVEN	-0.4455
FLJ21075	-2.5575
C14orf132	0.69475
PCK2	-0.42
GUCY2C	0.596
BARX2	1.4255
PEX11G	1.277
DAO	-1.13516666666667
C10orf49	-0.2925
EDNRA	-0.194666666666667
PPP2R5A	1.3878
DDX39	-1.36566666666667
SERF1A	0.18475
ASCIZ	0.1096
FNDC8	-0.42025
PTMS	0.712125
PHF7	0.177
PIP4K2B	0.547
HHLA2	0.144
BDH2	-0.2729
APOBEC2	-0.45775
PENK	-1.02
SMAD9	-3.02675
MT3	0.141
RGL1	-2.182625
ATG10	-0.923875
DLGAP4	1.45166666666667
APPBP2	-0.641
BACE2	-3.51064285714286
LOC339344	0.3155
ZNF395	0.359
HIST1H2BL	-0.696
ZNF467	0.716875
SLC25A21	-1.9515
PALM2	-0.453166666666667
NSUN5C	-0.3965
IL5	0.1282
CLSTN2	2.87275
ANXA8L2	-2.13875
PTGES	1.010875
GDAP1L1	-2.32383333333333
OPRK1	-1.35216666666667
WDR20	0.716583333333333
C12orf4	0.3295
NUP88	-0.704625
XRCC6BP1	-0.126333333333333
FCGBP	1.22642857142857
LEMD2	0.9605
NOMO1	0.00849999999999998
C10orf79	2.277125
ZNF79	0.9512
OCRL	1.0516
HSPA8	-0.509166666666667
DIDO1	0.678166666666667
PLA2R1	1.40425
COG3	0.1865
NGDN	-0.13925
CBFA2T2	1.4925
PNOC	-3.3905
PRRG1	-1.42533333333333
AGGF1	0.420142857142857
DPF2	-0.744
YIPF7	0.519
TRPV5	-0.052
ZNF322B	1.75625
MED12	0.133
CARS	-0.289833333333333
ABCC11	1.41216666666667
C9orf25	0.114
MYH1	-0.301
FRYL	0.552666666666667
AGTRAP	-0.61025
MMP27	0.01
ZNF432	0.748375
OR8D1	0.84
OR13D1	0.25675
VWA1	0.48
STON1	-1.23325
IL5RA	-0.29025
PERP	-1.7728
C10orf107	-1.18283333333333
TNFSF12	1.63975
FN1	-2.617125
MTR	0.204333333333333
PHLPPL	0.0926666666666667
ZNF425	1.31375
DHFR	-0.4515
PPP1R12A	0.65525
RSPO2	-1.904125
ZNF7	0.499
ZNF583	1.143
TPMT	-1.49783333333333
GPR132	-0.19475
OR2T12	-0.27625
SERTAD2	0.2408
ATP1A1	0.1604
FRMPD3	0.51075
ZNF672	0.70275
PLXNB3	-0.356125
EML5	0.495
FAIM3	-1.111
UBQLN2	0.4805
SORCS2	-1.21575
PRIM2	-0.977
ACVR2A	-0.999166666666667
YWHAZ	0.474166666666667
PGM2L1	2.60175
GNAO1	0.0918571428571429
RPL10	-0.9339
RPS6KA6	-1.6955
PFKL	-0.956833333333333
SH3D19	0.41675
AURKB	-1.62783333333333
ZC3H6	1.203
DISC1	-1.64266666666667
FLJ39660	0.864666666666667
TMEM25	2.124625
OSBPL10	-0.586375
CLTCL1	-3.10766666666667
ALG6	-0.0275
CATSPER4	0.229
LRTM1	-0.68
RRAD	-0.793166666666667
TIPIN	-1.22475
CARD14	1.124125
RBM9	-0.607166666666667
RASSF4	-0.61925
SLC25A18	-0.685
C6orf58	0.37
IGHD	0.1495
PLA2G6	-0.26
TPT1	-0.257375
SEC63	0.6973
