Hybridization REF	TCGA-E2-A14Z-01A-11R-A115-07
POLR2B	-0.198
RPS28	0.686
P2RX3	0.0175
LYZL4	-0.41575
WBP4	-0.113
PMM1	-1.3235
C11orf79	-0.2485
CBLL1	-0.70625
IL1F10	1.10383333333333
VAX2	-0.7915
SETDB1	0.057
LRAP	-2.19083333333333
GCLM	0.543166666666667
CPEB3	1.486
PPM1A	0.1841875
INTS1	-0.77
CAMTA1	0.28775
SAMSN1	-0.567
LOC158830	-0.496
GMPPA	-0.23375
AIPL1	0.61325
IL24	1.77683333333333
BDKRB1	-1.3185
MLF1	0.8124
TAF12	-0.0205
ID1	-3.143
THADA	0.1795
PIK3CB	0.65825
OR4N5	-0.2395
TBC1D17	-0.4755
COX8A	-0.36875
CDCA4	-0.978
C2orf44	-0.49825
ZNF534	0.13425
IMMP1L	0.322
NIPSNAP3B	0.52875
FTMT	0.68275
PWP2	-0.350833333333333
MMP15	-1.4622
DNAH11	-1.3025
MTMR14	0.000375
DNAL4	0.5395
IPP	0.1565
TMEM59	-0.04025
C1orf157	0.1265
RGS4	1.29483333333333
DDX18	-0.529833333333333
SNX6	-0.51325
ZNHIT2	-0.027
NCDN	-0.568166666666667
FLJ33534	1.665
RAG1	-2.165375
OR4D10	0.352
PTPN5	-0.356833333333333
POMT1	-0.320875
LRRC8A	-0.0999
CYP1A1	-1.451
CAPN1	-0.0673333333333333
DDHD2	-0.3625
GRIK2	-0.04925
GNRHR	0.001
PPBP	0.7005
HTR3A	-0.660125
SLITRK4	0.534
ANKRD49	0.0685
BTF3	0.9064
SARS	0.43375
C13orf18	0.465333333333333
CACNB1	-0.138928571428571
QKI	-0.0428636363636363
SETMAR	1.17425
MAN2B1	0.917833333333333
EML3	-0.61625
ACADL	-0.424833333333333
OFD1	-0.131875
DEFB114	-0.1155
CGA	-3.448
PEX16	-0.1625
LRRC10	-0.4375
GNG12	0.185
C1orf152	-0.488
CHRM1	0.384
CD53	1.31675
DBH	-0.63225
TFAP2B	5.274375
HIST1H2BJ	-0.3975
FAM46D	0.836
TMEM11	-0.087
C3orf32	-3.7245
PCCB	-0.8465
IPO13	0.34725
C6orf105	-1.42825
COMMD5	1.018
SUV420H1	-0.1362
LTBR	-0.1025
ARHGAP15	0.56625
HDHD2	0.09925
TDRKH	0.690666666666667
LOC401052	1.591
PSG4	-1.06125
GNB4	-0.5444
SPATA4	0.714
SLC9A3	-0.311
OSBP	-0.0226666666666667
NBPF3	-0.0504166666666667
DOCK11	0.143
SLC39A5	-1.547
PRR5	0.1197
C10orf63	0.073625
SMTNL2	-1.049
ADRA1A	0.267
ASAH1	1.6204
DOM3Z	0.0738
GIPR	0.438333333333333
AHI1	0.110833333333333
NADSYN1	-0.323
RGS14	0.1169
IL18BP	1.485
RTN4RL1	2.18608333333333
ARMC6	-0.5815
PSMD5	0.0146666666666666
HK3	1.5855
OR4S1	0.76025
RSU1	1.4272
MAD2L1	-1.87522222222222
EIF4A3	-0.32875
DLEC1	0.116666666666667
E4F1	-0.118333333333333
CHMP2B	0.8028
CAMSAP1	-0.527
RPS21	-0.851333333333333
ARID5A	0.288
UBE2N	-0.1992
IGSF8	0.566833333333333
MAGEB6	-1.423
ACAD11	-0.4587
MGC4172	-0.1655
LMO4	0.48475
KLKB1	0.1795
HP	-1.0415
HDAC3	-0.192
SCHIP1	0.03275
CLCA1	-0.3125
OLFML2A	0.30825
C1orf112	-0.809
KIF19	0.6915
HAPLN4	0.0373
CXCR7	-0.618166666666667
GOT2	-0.7464
RAB38	0.235
DCX	1.488
PPM1H	-0.160583333333333
NFYC	0.00708333333333334
KIN	0.371875
ZNF228	1.39075
PLSCR4	1.76416666666667
HIG2	-0.65375
FAM79B	4.509
C21orf86	-0.2461
KCNK10	0.7305
ZNF738	-1.098125
FSTL5	-1.27216666666667
OR6A2	0.546
OTOA	0.057
EXOC1	0.246
AHRR	-3.631875
PDAP1	-1.42325
C19orf6	-0.408125
ZAN	0.27575
LY6G6E	-0.056
EIF4E2	-0.6055
C20orf198	-0.47725
ZNF324	0.39775
CYP3A5	-3.96783333333333
ENTPD7	1.7615
MBOAT5	-0.699333333333333
GJB5	-0.82125
TTC13	0.84025
S100Z	-0.5705
KIAA0664	-0.6195
PDGFRB	1.18283333333333
IL17D	-0.87775
OR56B4	-0.406
RDX	-1.41733333333333
SLC34A3	-0.0825
IL28B	0.0175
JUND	0.45025
CHRNB1	0.629375
CAMK2B	-0.99475
FETUB	-1.6825
CXorf23	1.340625
MRTO4	-1.097125
TTC3	1.4595
NDUFB8	-0.265333333333333
EDG2	-0.44675
SEMA3G	1.17125
IL23A	-1.3
GRHL1	0.7853
LOC441054	0.209
WDR65	0.80975
PSTK	0.122
STOML3	0.184
R3HDM2	-0.1967
C5	-2.09675
SLC2A10	0.148666666666667
C3orf22	0.25925
PAQR3	-1.01723076923077
ANKRD26	0.8045
HCRTR1	-0.1455
LOC399947	-1.33933333333333
PSD2	-0.63025
TIGD2	0.0581666666666667
SCRN1	-2.72625
COQ10A	-0.7255
DDI2	0.176
METTL7B	-0.628166666666667
UCN2	-0.07625
FAM92A3	0.42825
WDR16	1.05025
ZNF511	0.0403333333333333
ZMYM5	-0.70225
POLR3G	-1.684
ZNF586	-0.51975
C1orf49	-0.192166666666667
TANK	0.772166666666667
RCAN1	0.775833333333333
PELI3	0.806333333333333
LIMD2	0.294416666666667
TMEM189	-0.4065
NTN4	2.602
LOC151300	-0.4015
CLEC2A	-1.355
GPR135	-0.476125
DPYSL4	-2.3293
JAK2	0.633333333333333
TSHZ1	0.575833333333333
TM9SF4	-0.27025
ZNF264	1.35466666666667
SIRPG	2.53275
BICD1	-0.84625
HERC6	2.7155
METTL5	-0.2065
CASP1	1.5085
PRRT1	-0.102666666666667
PLA2G4C	1.6755
ICA1L	-1.20635714285714
TPTE2	0.466
OTUD7A	0.299833333333333
AQP11	-0.705
APOA2	-4.1081
KALRN	-0.2302
SECTM1	0.302916666666667
IFNAR1	0.61575
TALDO1	-0.34925
RAB11FIP4	0.0875833333333333
EIF5A	-1.8055
FAM49A	2.51625
NEGR1	0.0665
YTHDC2	0.503125
EHD2	-0.156625
NCF1	2.4291
SCRT2	-0.6345
HOXA5	-0.431166666666667
NUP133	0.221
FGF12	0.779875
SLMO2	-0.858625
SNTA1	-0.72375
CACNG2	-0.06675
GCM1	0.508625
ELF1	0.636333333333333
TLR5	4.086
TCFL5	0.00566666666666666
RBMY2FP	-0.424
LOC100125556	0.16975
FAM129B	-0.6685
MAP3K7IP1	-0.143
NCK2	-0.1675
OXA1L	-0.88825
FMO9P	0.7125
ZSCAN12	0.01775
PSMD12	-0.559166666666667
HSCB	0.0045
CLDN10	-2.24175
MGC13053	-0.91
HPCAL4	-0.52
ASZ1	-0.464
MEX3D	-0.183916666666667
NFAT5	-0.4219
CSPG4LYP1	-0.2375
FBXO3	0.0343
DVL1	0.0486666666666667
CMKLR1	2.27666666666667
TYMS	-2.926375
PEF1	-0.12025
ZNF750	0.631833333333333
MCM5	-1.1785
MEGF11	-0.70475
KCNK7	0.098
PTP4A3	0.138
C1QTNF2	-1.5105
OR6S1	0.324
FAM122B	0.272
ZNF551	-0.23075
HBQ1	-2.3535
GEMIN6	-0.15
ARSK	-0.73375
RBP7	1.447
CPNE9	0.3665
DSC1	1.8755
LOC730112	-0.2615
MAP2K4	-1.208
HS3ST5	-1.442
EPB41L3	-0.0335
TEKT2	0.94275
CDKN2B	-0.0524166666666666
ZNF480	-0.58075
MAP3K6	-0.1135
MAP6	1.41133333333333
HN1	0.0615
OR2L13	0.2765
SLC16A11	0.247
FAM96A	-0.62225
APOL1	0.92075
C5orf32	0.15875
RTP1	-0.353166666666667
RNF175	-0.130875
ZBTB41	0.9265
AHCTF1	0.4855
SAE2	-0.62
ITGA2	-0.293916666666667
MME	0.873833333333333
CCDC14	-0.96725
MAST4	0.843857142857143
KRT33B	-0.2415
KCTD2	-0.651
WDR26	1.79566666666667
MFI2	-0.3725
NR4A3	0.72375
ARSA	1.1105
UNKL	-0.452
SULT6B1	0.125
CCNA2	-2.26016666666667
SOX15	-0.7945
PPAPDC1B	-0.21575
C19orf44	0.0415
MCAT	-0.180083333333333
ARID1B	0.560125
OR52N1	0.162
C12orf48	-1.17575
MAGI1	0.49675
NIPA2	-0.965
GBX2	-1.36325
RSHL3	0.8795
RAVER1	-0.508166666666667
C15orf17	-0.48025
SLC30A2	0.96925
ZNF518	0.604
PCYT1B	-1.27375
C10orf114	-0.522
EIF3H	1.00216666666667
SLC25A39	-0.567
KIF1B	0.121
AMOTL2	1.52925
C6orf120	0.167625
PSRC1	-0.6975
PLA2G10	-0.24675
KIF5C	0.179625
MRPL37	-1.155
C17orf62	-0.0928333333333333
C9orf135	-1.43116666666667
DUSP10	1.5614
CLCNKB	-0.0125
PSMA5	0.373625
C8orf53	1.8105
AMPD3	0.712666666666667
PIAS1	0.217
ADCYAP1R1	0.1395
GYLTL1B	1.7345
CDH20	-0.0138333333333333
FBXO7	-0.70525
TMEM134	0.370166666666667
FLJ14213	0.655166666666667
ZNF3	-0.43175
LRRFIP1	-0.177958333333333
CNOT2	0.32325
ABI3	2.70925
ALDH5A1	-1.265
HNT	2.8543
SERPINA4	-2.40025
TK2	0.192083333333333
STMN1	-1.412
GUCA2A	0.115166666666667
GALNT10	1.46528571428571
DPP6	-0.60745
C9orf93	0.527
PRELID2	-1.478125
STK39	-0.8635
SFTPA1	-1.44375
CKS2	-1.34988888888889
RHO	0.37925
C20orf135	-0.593
XKR3	-2.3805
CR1	0.648125
RPS6KA2	0.405785714285714
C20orf112	0.72325
MRPL22	-0.14925
C4orf23	-0.205166666666667
GADD45B	1.8845
KLHDC1	1.21733333333333
C2orf48	-2.29
ZNF287	0.5205
DAAM2	-1.5315
DPPA2	-3.60816666666667
TCTN3	0.730166666666667
DNAJB11	-0.477625
FPR1	3.5995
DEFB4	0.3525
PTCD2	0.9391
SMOC2	4.04066666666667
CABP7	1.493
SERPINB11	0.64925
MAGEF1	0.5515
NDE1	-0.225833333333333
ITGA10	0.3435
FSHB	0.728
ANXA2	-0.25925
HORMAD2	-0.037
HLCS	0.72075
MCF2L	1.72708333333333
FH	-0.35675
TBC1D24	1.7575
KIAA1505	1.733
LGALS2	1.647
CNBD1	0.2425
SYNPO2L	0.158
PTPN23	0.0902857142857143
C1orf183	-0.954166666666667
MAGEA8	-0.648
DGCR8	-1.244375
GSR	-1.06725
PAQR7	0.0345
ZNF676	0.2595
CACNA1C	-0.0297
SP7	0.2625
PDCD6	-0.07575
NRN1L	-0.719
BRI3BP	-0.369666666666667
KIAA1183	0.69325
ASB4	-0.244
CCL23	1.1473
OBSL1	-1.683875
SLC12A7	-0.00958333333333339
KIAA0240	1.22625
CD1B	-1.5295
FCGR2A	1.8315
MDC1	-0.77475
HTR1A	0.073
OCEL1	0.52975
ATP11B	-1.1384375
FBXO34	0.3635
PCDH12	2.87183333333333
RPE	-0.695
C17orf74	-0.0775
CSDC2	0.407833333333333
PET112L	0.2665
TMBIM1	-0.0885
P2RXL1	-0.2925
TCHP	-0.92025
TRMT1	-1.21
F2RL2	0.404083333333333
LRRC32	2.57833333333333
IMPG2	0.68
BGLAP	1.00425
LOC493869	-1.30291666666667
MRAS	1.9895
SLC35F5	0.47575
CBWD1	0.6355
AXL	-1.4555
ATP2C2	0.47175
TELO2	-0.421
PNPLA3	-0.50775
PCDHB14	0.84725
CD276	0.30975
KRT80	-1.1115
DUSP28	-0.642
CSNK1E	-0.97375
SRP14	0.5955
KCNQ4	-1.136
KRT72	0.7085
CCDC117	0.893
C6orf89	-0.141666666666667
TUBB2B	-3.055
RTN4IP1	-0.3705
CR1L	-2.885
CEND1	-0.17375
C12orf41	-1.22033333333333
RNF31	-0.28175
UBN1	0.326333333333333
C17orf32	1.00425
SLC5A7	0.64575
GPR92	1.4385
ESAM	2.0332
CTNNA1	-0.00983333333333332
HRBL	-0.3786
CBX4	-0.60225
TMEM182	-0.65175
SH3TC2	-0.864166666666667
IL10	1.473
PXMP4	1.4175
RNF167	-0.1988
PAK7	1.91883333333333
ETV3	-0.282
ATPIF1	-0.330833333333333
LOC554207	-2.1145
OR8H1	0.4515
WDFY3	1.414625
DPM1	-0.931
GPSM1	-0.25
WDR92	-0.2172
LRP1	0.270166666666667
ANKH	-0.95325
THUMPD3	-0.59075
POLR1B	-0.56325
OLFM4	5.33833333333333
RAD9B	0.7495
TSPY2	-3.9365
PAX6	-2.20366666666667
SCG2	-2.348875
SLC17A6	0.433
FMO3	2.229375
PADI4	0.1135
TUBB4	-1.0882
NLK	0.79275
POU4F3	-0.3205
SDF4	0.147
ITGBL1	2.47116666666667
NETO1	-2.271125
TAP2	1.036
ABBA-1	-0.146333333333333
GNAI1	-0.752
VPS4B	-0.2175
NOPE	-0.8596
GALNT6	1.58783333333333
SESN1	0.806125
GBE1	-2.23422222222222
CLASP1	-0.26275
RASGEF1B	1.0775
ACOT11	-0.374571428571429
AFAP1	0.74725
OR2H2	0.20125
DPY19L2P1	-0.854
DZIP1	-1.99325
SEC22C	0.71225
GPR161	-0.753583333333333
RNF146	0.7605
WDR74	-1.10525
GALP	-0.2005
PURA	0.99025
DNPEP	-0.159
RP11-78J21.1	-1.1635
ERBB2	1.246875
FANCM	-0.641
NEO1	0.834666666666667
DDX3Y	-5.1048
RPS3A	0.058375
MXRA7	-0.812142857142857
LGALS3	-0.364
GLT8D1	0.3655
CFL2	-2.39083333333333
UPB1	0.46725
NAP1L5	-0.04675
CLDN14	0.32575
DHX38	-1.1885
BTBD1	-0.87
TARS2	0.3465
ABCF1	-0.0711
FCF1	1.00816666666667
LRRC49	0.00325
GUCY1B2	-0.809
C1orf177	0.215
SMARCA4	-0.416214285714286
LRP8	-3.83116666666667
TAGLN3	-0.87775
MRPL14	0.26
TTRAP	-0.104
ZDHHC20	1.37475
NFE2L3	-0.00625
KIAA1377	0.68475
PALMD	1.0894
TMEM43	0.29825
TTL	-1.136625
STAT5B	-0.735
SSB	0.082
OR10H5	0.898
SLC22A13	-0.217
AKAP3	-1.2245
TIMM23	-0.267166666666667
OAS2	2.836
KIAA0423	0.9325
TRIM11	0.741666666666667
GLIS3	1.531125
TMEM50B	0.817
ARHGEF4	-1.266
DEGS1	-0.454636363636364
TBL1XR1	1.3919
G6PD	-1.532
SP140	1.7846
MUC17	-0.359571428571429
NUDC	-0.8775
DNAJC5B	3.54316666666667
SCARA3	1.02966666666667
CPA3	6.345
BCAT2	-0.04775
MFN1	0.0715
NRG3	-0.1375
SNX11	0.193
PLEKHH1	-0.3815
GPR177	-0.5725
HCFC2	0.31725
TCAP	-1.33075
MOCOS	-2.68775
C14orf93	-0.11725
PRDM10	0.00683333333333334
SLC16A4	0.454166666666667
SRGAP1	-0.386166666666667
VIP	1.063
DUSP27	-0.1395
LILRA1	1.4336
MC2R	-0.1035
MGC24103	-1.76325
MBTD1	-0.98
FUT11	-0.474
USP33	-0.2433
C15orf39	-0.9715
MAP3K12	-0.236
PAAF1	-1.396
BARHL1	0.329
FLJ16165	0.0075
PIWIL2	-2.88025
SYNE1	0.475666666666667
CMTM4	-0.599125
TSPYL1	0.6426
GUF1	0.727
TMEM157	0.99
WDR44	0.223
HIST1H3C	-0.67625
DKFZp666G057	1.16525
RNPEP	0.137
GAS2L2	0.4645
ADH4	-4.55325
GRPR	5.66366666666667
FBXL17	-0.50425
ZBTB10	0.523083333333333
Gcom1	-0.255888888888889
HTRA1	1.3583
ZNF585A	0.829166666666667
SLC26A2	-0.142857142857143
OTOP3	0.144333333333333
WISP1	2.55255555555556
ATP2B4	-0.54725
FLJ10769	0.59775
CRAMP1L	-0.209375
CHST12	-0.11175
RAB22A	0.0985
TARDBP	-0.387714285714286
STAU1	-0.066
CRB3	1.97066666666667
MIG7	0.6475
CHMP1A	-1.037
ZNF160	0.15675
B3GALT6	0.374625
BARX1	-2.58516666666667
C6orf167	-0.8086875
NXNL1	0.301
DHX29	0.504625
HADHB	0.4995
PLXNB2	0.44875
ILDR1	-1.02125
SLC15A3	2.70425
GAS2	-3.4635
C20orf69	-0.0795
NUMB	-0.12475
TNIP1	-0.360875
MESP1	-0.958666666666667
PSKH1	-0.27075
NSFL1C	0.204625
RHOG	0.3325
HEY1	-2.815
KNG1	-2.28014285714286
ITGAX	1.8933
LIN9	-0.603
CANT1	-0.235625
XRN1	0.636357142857143
CCDC96	0.9259
HEATR6	-0.999166666666667
GNG7	-0.484333333333333
RUNX2	0.9404375
SOX1	-0.407833333333333
FCRL5	1.1669
ZNF99	0.363875
FAM9A	-0.3
SNX22	0.198
MBNL3	-0.289
ODC1	-3.7685
ADORA2B	-2.65066666666667
NR2F6	-0.83125
ZFYVE16	0.503333333333333
SYNJ2BP	0.5886
POLE	-1.632875
E2F2	-1.085125
THRA	-0.7885
PTGES2	-1.472
HIP1R	0.386166666666667
TMUB1	-0.404
ENO3	-2.33825
RSPH10B	-0.144
CXorf39	1.43925
IRGC	0.04925
GPR109B	0.2875
FLJ13305	0.1995
LCE3A	0.093
TNFRSF18	-1.14583333333333
DET1	0.16125
TRPM3	-0.214833333333333
C16orf79	-1.3815
FECH	-0.823833333333333
RAP2A	0.387333333333333
CRIP1	0.47
AZIN1	0.941
SLC7A7	4.11975
IL10RA	1.3469
TMEM64	-2.4615
CDC42EP4	0.737
C16orf58	-0.1334
ARG2	-1.78025
POU5F1P4	-4.73775
FAM62B	-0.11825
DNAH8	-1.1802
ASH2L	-0.35425
TSLP	-1.69166666666667
CNTNAP5	0.0818333333333334
TMEM16C	-0.0825
IFNA14	0.2185
SLC1A3	1.594125
CABYR	-0.015
BCL7B	-0.6252
NUDT13	0.364333333333333
C13orf28	-0.07025
C1orf53	-1.05825
ARL6IP4	-0.0979
RPL35A	0.83575
EMR3	0.58
RAB40C	0.101333333333333
SLC41A1	0.370333333333333
LRCH1	0.07125
LY6G5B	-0.444
FAM124A	-0.244928571428571
MGC10981	-4.42366666666667
CLIP3	0.1962
MAP4K2	0.241
CHIC1	0.70075
SULF1	4.43283333333333
C20orf30	0.511142857142857
PRDM5	-0.63125
ELOVL1	-0.54175
C11orf48	-0.10375
SLC39A10	-0.1615
KCNV1	-0.55875
ACP1	-0.471666666666667
ZMYM2	0.2875
B3GNT6	-0.0916666666666667
C9orf69	-0.4185
C2orf15	1.741
C20orf166	0.2715
HSP90AA6P	0.1835
EDG7	-0.3585
NEURL	0.055875
LPL	0.9095
CLEC2D	0.737428571428571
GRRP1	1.8695
CD8B	-2.2439
HIST1H3D	0.188166666666667
SLC6A12	0.870875
FAM27L	-0.208
CD84	3.0296
RASA1	-0.2865
PHKG1	-0.1085
MAGEA11	-1.134
IMPA1	-0.7102
NPM3	-2.525
RARRES1	4.47375
SH3BP1	-0.23175
B3GNTL1	-1.0955
ARPC5L	-0.565166666666667
KLHL26	0.35425
SIM2	-2.18975
GJC1	0.163
C20orf194	1.03
EXO1	-0.964
SLC2A2	-2.4745
LOC285074	-0.213
LRG1	-0.51475
KIRREL	-0.687
PIK3R1	1.49978571428571
C4orf34	1.761
MAF	-1.73088888888889
ADCY4	3.9365
ZMIZ2	0.616
SLC46A3	2.9955
STAMBP	0.541833333333333
CCDC16	0.50175
MS4A12	0.163
TCF20	-0.147
LRRC46	1.5145
C20orf152	0.385
MRPS6	0.032
ABCB11	0.085
KCNC2	3.63133333333333
CDH19	-1.87366666666667
C9orf123	-0.145333333333333
SSH3	0.557625
LDLRAD1	-3.4905
CCBE1	-0.49225
ZNF135	1.72475
TAAR1	0.0115
WFDC12	-0.222
CCDC42	-0.0396666666666667
FLJ12529	0.07775
PER1	-1.71833333333333
TIMM50	-0.494666666666667
SMARCAD1	-0.442
FAM26C	0.266
TP53TG3	-2.21583333333333
SH3RF1	1.3028
LMCD1	1.7875
GPR63	-0.309
FLJ21986	-2.0575
AIFM3	0.31125
MICAL1	-0.714333333333333
BLZF1	1.202
IQCA	1.32416666666667
PCDHGC3	-0.473
SAC	0.7775
BCL6B	1.93666666666667
DDO	1.88925
MARCO	3.79275
DCHS1	0.883833333333333
C1orf170	-0.4345
CD200R1	2.132
C22orf15	-0.3375
SEPT11	-0.1535
ADNP	0.33125
UST	-0.7189
C13orf34	-0.988333333333333
RFFL	0.523214285714286
APBA3	0.145
C2orf60	-0.917625
CUTL1	-0.361
PMS1	-0.754375
ZNF689	-0.2795
EIF3E	0.806166666666667
IL9	0.0108
RPL31	0.348625
LY9	1.5265
ATP2B3	0.07425
KDELR2	0.0712916666666667
TFCP2	-0.138375
NLRP12	0.079625
FLJ45422	0.288
TLE4	-0.44
ZNF570	0.6665
FLJ43806	-0.4985
TLK2	-0.166375
CIR	0.77625
MARS2	-0.1995
COL24A1	0.043
SDF2L1	-1.0155
HIBADH	-0.583666666666667
IGFBP3	-2.345
C12orf23	0.07975
PSPC1	0.258
C20orf43	-0.41275
TRAV20	1.138
ARHGAP24	1.044625
KIAA1975	1.979625
C1QA	3.4038
DNTT	-5.201
C10orf6	0.65975
C11orf41	-0.399375
HNRPF	0.27825
COL11A1	5.7365
UBAP2	-0.07
CDKN2AIPNL	-1.4685
C20orf174	4.955
SPRED2	-0.07775
PLA2G12A	0.9555
ICEBERG	-1.89016666666667
SCN10A	0.524
C11orf65	0.05625
GBP5	5.375
PITPNC1	-1.6095
POU3F3	-0.0685
NCOA7	0.687125
LIN7C	-0.555
LOC348840	-0.992
NKX2-2	-3.733
ANKRD13D	-0.426375
LOC123688	0.61025
FUT2	0.717
TAAR8	0.3945
FZD4	0.12825
PNMA3	-1.31116666666667
OR4L1	-0.019
WIT1	0.222
EXOC3L	1.34825
ATPBD4	0.288
KRBA1	-0.92175
UBXD6	-0.30225
HOXB7	-0.996
C7orf23	-0.537
UNQ338	0.47475
STAB2	1.196
CDC20B	0.72525
IRF9	2.30075
CENTG1	0.20425
TNPO2	-1.03025
MCPH1	0.06325
BMS1P5	-0.863
SLC26A7	0.41275
HIST1H3J	1.19
C9orf3	0.0795
LBH	0.871125
MYO1D	0.866375
PTDSS2	-0.30575
NFU1	-0.3095
DEPDC4	-0.88925
WNT7B	1.2863
GLP2R	-0.048
SETD4	0.4457
DYNLT3	0.035
FKBP11	-0.730833333333333
SESTD1	0.632333333333333
FLII	-0.1305
RPS16	-0.0713
CHPF	-0.705166666666667
CSNK2A1	0.5275
SUMO1P1	-0.40275
FKBP6	-1.25
ZNF214	0.203666666666667
TWIST1	1.75616666666667
DDX56	-0.972333333333333
TRAM1L1	1.1088
EPO	-2.23016666666667
MRPS18B	-0.2665
ZNF682	0.426166666666667
RPL14	0.194
MAFF	-0.668
LOC51136	-0.04525
LY96	0.676
DDX20	0.4905
ABTB1	0.0453333333333333
ARL5A	0.628
CCT6A	-0.7005
HEPACAM	-1.30683333333333
EHHADH	-0.0296666666666667
RBAK	0.845666666666667
CGB1	2.09425
ITGB5	0.0169
YIPF3	1.34475
FKBP2	0.4545
NR1D1	-1.2867
TMEM110	0.595
NEK2	-0.433166666666667
PRAMEF8	-3.34475
C20orf52	-0.433833333333333
PCDHGA3	0.1665
VWA3B	-0.1405
NDUFA5	-0.472125
THAP9	0.28225
FLVCR2	0.3235
AP1S1	-2.31175
SMAD6	-1.379
SAV1	0.36375
SAT1	2.12025
ZNF251	1.677375
ADAMTS7	0.0439
RPP38	0.39075
C1orf211	-0.4195
YPEL2	0.6882
RBMS1	0.06175
ZNF445	-0.135833333333333
NRXN2	0.269333333333333
PGBD4	0.058625
UGT2B28	-2.82575
WBSCR16	-0.6444
NLRC3	1.273125
ASTL	0.10125
ST6GALNAC1	-2.675
ZADH2	-0.834375
MLLT4	-0.144833333333333
ARL6	0.462666666666667
MEF2C	0.271
CBFA2T3	-1.392
AFF3	0.844142857142857
COG7	0.105666666666667
MYB	0.392166666666667
PLXNA3	-0.1065
XRCC2	-1.7815
MMS19	-0.376875
ST8SIA5	-1.253875
CHPT1	-0.8855
KIAA1712	-1.03325
OR6X1	0.205
ACTR3	0.63775
UGCG	2.694
OR4P4	-0.0765
ZAP70	-1.7335
LPP	0.957625
ZNF485	1.02875
PTPRCAP	1.24675
IL12RB1	0.65725
ATRX	0.4581
CHST8	-0.815875
C14orf109	-0.5325
ARV1	0.306
NMB	-0.451714285714286
COX5A	-0.316666666666667
EIF6	-0.948
MPPED2	-0.427
SEMG1	-1.5685
CHRDL1	0.5335
TRAF3IP2	1.1075
WNK2	-0.8755
LILRA4	3.373
LAMA2	4.3305
PXT1	0.238
RLBP1	-3.01125
CD300C	0.724
SLTM	-0.16425
FLJ10404	-0.344625
APOBEC3D	-1.69083333333333
RENBP	0.667833333333333
ATXN7L1	0.07975
NID1	0.272
TUBGCP3	-0.491375
ITIH5	1.40983333333333
CCDC110	3.41225
C8A	-2.809
MGC87042	-1.8465
HOXC13	2.1165
TFDP2	-0.32125
HCP5	2.021625
POLI	-0.81225
UCN	-1.08283333333333
ZNF764	0.283666666666667
C8orf45	2.97075
FHL3	0.18025
SPATA5L1	0.04175
MMRN2	2.95883333333333
NDST1	0.164
COL20A1	-0.698333333333333
ZNF248	-0.193166666666667
PELP1	-0.804166666666667
MBL2	-2.72633333333333
RNF41	0.056875
C5orf24	0.9275
THOC5	-0.88675
SERINC3	-0.448333333333333
RP11-151A6.2	1.18275
CDCP2	0.009
HIST1H2AA	0.60075
C11orf75	0.00583333333333332
FKBP7	-0.000250000000000004
DDOST	-0.463
GPNMB	1.15516666666667
TTF2	-0.305
KCNT1	0.004
SLC39A14	-1.25242857142857
NGRN	-0.4468
GPR137B	2.7665
MECP2	1.121375
PSMA1	-0.64275
C16orf73	-5.27225
TMEM60	-0.451166666666667
CSN3	-0.0975
NOS1	0.376
RAB7L1	0.502
YBX2	-1.0245
KIAA1166	-0.855125
FUBP3	-0.7155
ABCG1	1.5185
ACACA	-0.9035
ARL11	1.8792
ATOH1	-0.4555
ODF1	-0.210166666666667
CREB3L3	-0.747166666666667
TMEM127	1.105
DSCAML1	1.3375
PLN	3.12083333333333
LYPLA1	0.470583333333333
PRDM9	-2.237
SASP	-0.76525
PLUNC	0.134666666666667
INTU	1.2295
HISPPD1	-0.08825
LNPEP	0.423333333333333
YARS2	-0.730166666666667
APCDD1L	-1.501
ZCCHC4	-0.8168
FBXO22	0.0183333333333334
TTLL13	-0.0775
ZNF669	0.693666666666667
PTGDR	2.1405
DDX27	-0.53625
KIAA0409	-0.592833333333333
GJB6	0.172
ASB8	0.44075
PLP2	0.0905
MEPE	1.04925
OR10J5	0.173
KRT222P	2.45825
COQ7	0.6285
C1orf101	1.7095
RERG	1.4313
CHMP5	-0.495125
THAP11	-0.486625
ZNF43	0.608833333333333
ZRANB3	-0.409166666666667
KRT13	0.93625
MRPL19	-0.145625
RBBP9	0.658
SPATA17	1.095125
BXDC5	-0.0691666666666667
PAFAH1B1	0.00516666666666667
MAGEE1	0.6485
OSTF1	0.2885
KIAA0323	-0.403333333333333
TXNDC13	-0.642333333333333
CNTN4	2.7575
LCE1B	-0.481
UNQ501	0.0385
ZNF154	1.87025
C3orf64	0.611
SYT5	-0.104
PON1	1.501
FLJ10357	-0.13
ATP4A	-1.0035
GNPDA1	-0.210166666666667
MGAT1	0.6255
C14orf121	0.21675
SLC35B2	-0.27625
MIER3	0.471
CHEK1	-1.55175
ZNF8	0.632166666666667
TXNDC1	-0.755
CKB	-3.1938
RTN3	0.437857142857143
FZD2	-1.20516666666667
PART1	0.099125
PSMB6	-0.6165
PCDHB8	-0.222
PHC3	0.4289
PPP1R8	-0.397
NOVA2	1.4925
TNFRSF11B	0.1075
GOLPH3	0.536166666666667
UBLCP1	-0.2785
SUHW3	-0.5795
TTLL1	1.40375
OPN4	0.2325
OR13G1	-0.466
ZPBP2	0.0658333333333333
HSD17B11	-1.5595
