Hybridization REF	TCGA-AN-A0FL-01A-11R-A034-07
ASB4	-0.2785
CCL23	0.3108
OBSL1	0.320625
SLC12A7	-0.202333333333333
KIAA0240	2.25
CD1B	-2.84083333333333
FCGR2A	0.119
MDC1	-1.34375
HTR1A	0.959833333333333
OCEL1	0.78175
ATP11B	1.3675
FBXO34	0.013
PCDH12	3.22033333333333
RPE	0.71725
C17orf74	-0.446
CSDC2	0.322666666666667
PET112L	-0.26275
TMBIM1	1.365125
P2RXL1	-0.3675
TCHP	-1.34175
TRMT1	-0.233666666666667
F2RL2	-1.69254545454545
LRRC32	1.97783333333333
IMPG2	0.0995
BGLAP	0.08325
LOC493869	-2.73375
MRAS	3.483875
SLC35F5	0.79925
CBWD1	-0.488
AXL	-3.048875
ATP2C2	-0.6775
TELO2	-0.49025
PNPLA3	1.59675
PCDHB14	1.67
CD276	0.099
KRT80	-0.543125
DUSP28	-0.729
CSNK1E	-0.0125
SRP14	-0.369
KCNQ4	0.8715
KRT72	0.366666666666667
CCDC117	0.817625
C6orf89	0.662166666666667
TUBB2B	-3.83466666666667
RTN4IP1	-0.4605
CR1L	-3.32216666666667
CEND1	0.463125
C12orf41	-0.669333333333333
RNF31	0.96425
UBN1	0.479
C17orf32	-0.00725
SLC5A7	1.01275
GPR92	-0.4145
ESAM	2.293
CTNNA1	-0.0515833333333333
HRBL	2.7997
CBX4	-0.76025
TMEM182	-0.5335
SH3TC2	-2.39866666666667
IL10	0.319833333333333
PXMP4	2.1965
RNF167	-0.2503
PAK7	-0.168666666666667
ETV3	0.195
ATPIF1	-0.960666666666667
LOC554207	-1.61633333333333
OR8H1	0.06025
WDFY3	1.39675
DPM1	-1.0475
GPSM1	-0.594
WDR92	-0.3454
LRP1	-0.0261666666666667
ANKH	-1.379875
THUMPD3	-1.139
POLR1B	-0.57075
OLFM4	1.453
RAD9B	-0.56375
TSPY2	-2.118
PAX6	2.1875
SCG2	-3.333875
SLC17A6	0.17425
FMO3	3.289625
PADI4	0.495
TUBB4	-1.0986
NLK	-1.178
POU4F3	0.669
SDF4	1.051
ITGBL1	1.83783333333333
NETO1	-1.66275
TAP2	0.20425
ABBA-1	0.563583333333333
GNAI1	-0.2215
VPS4B	0.30325
NOPE	-1.4858
GALNT6	3.13433333333333
SESN1	0.10125
GBE1	-1.535
CLASP1	1.06425
RASGEF1B	1.86725
ACOT11	0.361642857142857
AFAP1	-0.13575
OR2H2	0.379
DPY19L2P1	-1.34075
DZIP1	-0.525
SEC22C	-1.44525
GPR161	0.0499166666666667
RNF146	1.27125
WDR74	-0.475125
GALP	-0.098
PURA	1.04575
DNPEP	1.18975
RP11-78J21.1	-2.054
ERBB2	1.295625
FANCM	-1.11533333333333
NEO1	0.645666666666667
DDX3Y	-4.3833
RPS3A	-1.399125
MXRA7	0.686642857142857
LGALS3	0.938666666666667
GLT8D1	-1.809
CFL2	-2.724
UPB1	-0.125
NAP1L5	-0.29775
CLDN14	-0.3555
DHX38	-0.668
BTBD1	-0.89975
TARS2	0.1635
ABCF1	0.2313
FCF1	-0.617833333333333
LRRC49	-2.2925
GUCY1B2	-0.8775
C1orf177	0.179666666666667
SMARCA4	-0.283428571428571
LRP8	-1.981
TAGLN3	-0.8045
MRPL14	0.4515
TTRAP	-0.5515
ZDHHC20	1.56975
NFE2L3	1.00975
KIAA1377	-0.046375
PALMD	4.1154
TMEM43	-0.6255
TTL	-0.592125
STAT5B	-1.0155
SSB	-0.474625
OR10H5	-0.26
SLC22A13	-0.67275
AKAP3	-1.21675
TIMM23	0.032
OAS2	2.38983333333333
KIAA0423	0.15125
TRIM11	1.09283333333333
GLIS3	0.25625
TMEM50B	0.770333333333333
ARHGEF4	-2.108875
DEGS1	-0.648272727272727
TBL1XR1	1.44456666666667
G6PD	-1.6915
SP140	0.0286
MUC17	0.166214285714286
NUDC	-1.0928
DNAJC5B	0.628666666666667
SCARA3	1.04933333333333
CPA3	2.51583333333333
BCAT2	0.448875
MFN1	0.6238
NRG3	3.265
SNX11	-0.22025
PLEKHH1	-0.108333333333333
GPR177	-2.8195
HCFC2	0.40875
TCAP	-1.28275
MOCOS	-1.722
C14orf93	-0.12275
PRDM10	-0.827166666666667
SLC16A4	0.561
SRGAP1	1.2765
VIP	0.358
DUSP27	0.122333333333333
LILRA1	0.3465
MC2R	0.5465
MGC24103	-4.537
MBTD1	-1.361
FUT11	-0.124333333333333
USP33	0.8237
C15orf39	-0.67275
MAP3K12	-0.9925
PAAF1	-1.71083333333333
BARHL1	-0.27
FLJ16165	-0.165
PIWIL2	-3.3155
SYNE1	-1.25191666666667
CMTM4	1.061125
TSPYL1	0.9746
GUF1	-0.302833333333333
TMEM157	1.1255
WDR44	-0.794
HIST1H3C	0.41675
DKFZp666G057	-1.1205
RNPEP	-0.18625
GAS2L2	-0.158666666666667
ADH4	-3.715
GRPR	-0.643666666666667
FBXL17	1.62325
ZBTB10	1.22991666666667
Gcom1	0.255333333333333
HTRA1	-0.0993
ZNF585A	0.221333333333333
SLC26A2	1.69985714285714
OTOP3	0.893
WISP1	0.221222222222222
ATP2B4	-2.385
FLJ10769	0.82975
CRAMP1L	0.345375
CHST12	0.82125
RAB22A	0.443083333333333
TARDBP	0.0112142857142857
STAU1	-0.4095
CRB3	2.49366666666667
MIG7	-1.685
CHMP1A	0.389166666666667
ZNF160	0.60725
B3GALT6	0.199625
BARX1	-0.721666666666667
C6orf167	-1.6835
NXNL1	0.52
DHX29	0.054875
HADHB	-0.886
PLXNB2	0.846375
ILDR1	-1.26125
SLC15A3	2.14975
GAS2	-4.65233333333333
C20orf69	-0.93625
NUMB	0.78725
TNIP1	-0.864375
MESP1	0.00816666666666667
PSKH1	-0.02025
NSFL1C	0.161625
RHOG	0.018
HEY1	-2.48233333333333
KNG1	-1.676875
ITGAX	0.9359
LIN9	-0.0708333333333333
CANT1	1.443
XRN1	1.13292857142857
CCDC96	0.6929
HEATR6	-2.3865
GNG7	1.60191666666667
RUNX2	0.971125
SOX1	0.421
FCRL5	-0.4492
ZNF99	-0.660375
FAM9A	0.781
SNX22	0.741333333333333
MBNL3	-0.8545
ODC1	-3.0116
ADORA2B	-3.373
NR2F6	0.3245
ZFYVE16	-1.06755555555556
SYNJ2BP	0.9474
POLE	-1.56725
E2F2	-1.012125
THRA	0.364
PTGES2	-0.322333333333333
HIP1R	1.521
TMUB1	0.338166666666667
ENO3	-2.1395
RSPH10B	-0.421
CXorf39	1.79825
IRGC	0.24075
GPR109B	-3.15875
FLJ13305	-0.168
LCE3A	-0.9865
TNFRSF18	-1.8515
DET1	-1.69475
TRPM3	-0.26025
C16orf79	-1.393
FECH	-1.38933333333333
RAP2A	1.62216666666667
CRIP1	0.721166666666667
AZIN1	1.60675
SLC7A7	2.44925
IL10RA	-0.2352
TMEM64	-1.97475
CDC42EP4	1.2074
C16orf58	0.1063
ARG2	-2.14025
POU5F1P4	-3.584
FAM62B	-0.24225
DNAH8	-2.409
ASH2L	-0.891125
TSLP	-3.06283333333333
CNTNAP5	0.166333333333333
TMEM16C	-0.79575
IFNA14	0.399
SLC1A3	-0.289
CABYR	1.419
BCL7B	0.1577
NUDT13	-1.62783333333333
C13orf28	0.952
C1orf53	-0.13825
ARL6IP4	-0.4394
RPL35A	0.21125
EMR3	0.80375
RAB40C	0.341583333333333
SLC41A1	0.3975
LRCH1	1.2165
LY6G5B	-0.394
FAM124A	-0.841571428571429
MGC10981	1.4555
CLIP3	-0.899
MAP4K2	0.8055
CHIC1	-1.9895
SULF1	1.28583333333333
C20orf30	-0.337714285714286
PRDM5	0.735625
ELOVL1	0.63025
C11orf48	-0.84075
SLC39A10	0.54175
KCNV1	0.56975
ACP1	-1.80116666666667
ZMYM2	0.196375
B3GNT6	0.247333333333333
C9orf69	0.36025
C2orf15	1.4105
C20orf166	0.3645
HSP90AA6P	1.1535
EDG7	-0.382
NEURL	-1.894375
LPL	0.0233333333333333
CLEC2D	-2.20735714285714
GRRP1	1.4535
CD8B	-3.3971
HIST1H3D	0.786333333333333
SLC6A12	-0.11725
FAM27L	-0.0865
CD84	0.3314
RASA1	-1.4735
PHKG1	-0.031
MAGEA11	0.131
IMPA1	-1.5707
NPM3	-1.74175
RARRES1	3.48425
SH3BP1	0.811875
B3GNTL1	-1.0455
ARPC5L	0.505666666666667
KLHL26	0.5085
SIM2	3.098125
GJC1	1.3255
C20orf194	-0.7485
EXO1	-1.69375
SLC2A2	-1.8
LOC285074	-0.58975
LRG1	1.99425
KIRREL	-0.2675
PIK3R1	1.03571428571429
C4orf34	0.12675
MAF	-1.72177777777778
ADCY4	2.30533333333333
ZMIZ2	0.6499
SLC46A3	-0.673
STAMBP	0.250166666666667
CCDC16	-0.1075
MS4A12	0.2765
TCF20	1.42725
LRRC46	-0.53475
C20orf152	0.53125
MRPS6	-0.756
ABCB11	0.064
KCNC2	0.260666666666667
CDH19	3.12783333333333
C9orf123	0.785166666666667
SSH3	0.008
LDLRAD1	-3.189
CCBE1	-0.52725
ZNF135	1.306875
TAAR1	0.337
WFDC12	0.78
CCDC42	-0.422
FLJ12529	-0.452
PER1	-0.604333333333333
TIMM50	0.0798333333333333
SMARCAD1	-0.648333333333333
FAM26C	-0.1405
TP53TG3	-2.44133333333333
SH3RF1	2.2236
LMCD1	3.8585
GPR63	-0.3755
FLJ21986	-3.146875
AIFM3	0.08025
MICAL1	-1.5085
BLZF1	1.02983333333333
IQCA	-0.604
PCDHGC3	-1.2045
SAC	0.407
BCL6B	1.62183333333333
DDO	-1.44575
MARCO	3.19575
DCHS1	3.05783333333333
C1orf170	-1.29383333333333
CD200R1	0.3735
C22orf15	0.2335
SEPT11	0.341
ADNP	-0.04025
UST	-3.0545
C13orf34	-0.895333333333333
RFFL	-0.0414285714285714
APBA3	-0.3135
C2orf60	-0.402125
CUTL1	-0.6164
PMS1	-0.835125
ZNF689	-0.713
EIF3E	-0.394166666666667
IL9	-0.011
RPL31	-1.20925
LY9	-0.247
ATP2B3	0.257
KDELR2	1.3745
TFCP2	0.104
NLRP12	-0.69825
FLJ45422	0.9805
TLE4	0.5707
ZNF570	0.023
FLJ43806	-0.5565
TLK2	-0.692
CIR	1.4435
MARS2	1.838
COL24A1	0.20175
SDF2L1	-0.164
HIBADH	0.7
IGFBP3	-1.63757142857143
C12orf23	-0.104875
PSPC1	0.08875
C20orf43	-0.31225
TRAV20	0.367
ARHGAP24	-0.082375
KIAA1975	-1.746
C1QA	3.417
DNTT	-4.1235
C10orf6	-0.774583333333333
C11orf41	-2.10525
HNRPF	0.380625
COL11A1	3.77716666666667
UBAP2	0.372666666666667
CDKN2AIPNL	-0.961
C20orf174	0.51475
SPRED2	0.69075
PLA2G12A	0.897166666666667
ICEBERG	-1.915
SCN10A	0.598
C11orf65	-0.03475
GBP5	2.46175
PITPNC1	0.2065
POU3F3	1.66
NCOA7	-0.021875
LIN7C	1.1085
LOC348840	-0.149
NKX2-2	-2.8545
ANKRD13D	0.146125
LOC123688	0.06325
FUT2	2.4745
TAAR8	0.1695
FZD4	-0.764916666666667
PNMA3	1.75783333333333
OR4L1	0.3575
WIT1	-2.483
EXOC3L	1.81825
ATPBD4	-0.1111
KRBA1	-0.4865
UBXD6	-2.079
HOXB7	-0.773428571428571
C7orf23	-0.854
UNQ338	0.382
STAB2	0.3825
CDC20B	-0.284
IRF9	2.14025
CENTG1	-0.374666666666667
TNPO2	-0.0905
MCPH1	-0.06225
BMS1P5	-1.879
SLC26A7	1.00325
HIST1H3J	1.8515
C9orf3	-0.6991
LBH	1.657125
MYO1D	-0.056
PTDSS2	0.1295
NFU1	0.1665
DEPDC4	-1.79625
WNT7B	-0.6035
GLP2R	0.00466666666666663
SETD4	-0.8429
DYNLT3	-1.7223
FKBP11	0.439166666666667
SESTD1	1.06216666666667
FLII	-0.125
RPS16	-0.2863
CHPF	1.69133333333333
CSNK2A1	0.0808333333333333
SUMO1P1	0.247
FKBP6	0.4705
ZNF214	-2.2345
TWIST1	-0.855
DDX56	-2.02516666666667
TRAM1L1	-0.4336
EPO	-1.199
MRPS18B	0.6285
ZNF682	-0.660166666666667
RPL14	-1.10566666666667
MAFF	0.72075
LOC51136	-2.1735
LY96	-1.209
DDX20	-0.20875
ABTB1	0.947666666666667
ARL5A	0.7219
CCT6A	-1.723
HEPACAM	-1.19616666666667
EHHADH	0.160166666666667
RBAK	0.805833333333333
CGB1	-0.455
ITGB5	0.55
YIPF3	0.356
FKBP2	1.0115
NR1D1	-0.854
TMEM110	-0.9795
NEK2	-0.3105
PRAMEF8	-2.5215
C20orf52	0.125833333333333
PCDHGA3	0.96
VWA3B	1.50266666666667
NDUFA5	0.6805
THAP9	-0.29075
FLVCR2	-1.629
AP1S1	-0.742125
SMAD6	-1.75125
SAV1	1.944625
SAT1	1.299875
ZNF251	0.82525
ADAMTS7	0.3608
RPP38	0.792
C1orf211	-1.023
YPEL2	1.64985
RBMS1	0.12975
ZNF445	-0.290833333333333
NRXN2	0.0318333333333333
PGBD4	-0.154875
UGT2B28	-1.94725
WBSCR16	-0.4877
NLRC3	-0.88775
ASTL	0.428
ST6GALNAC1	1.88
ZADH2	0.19225
MLLT4	1.18541666666667
ARL6	-0.259666666666667
MEF2C	0.14275
CBFA2T3	-3.7475
AFF3	-1.05064285714286
COG7	0.137333333333333
MYB	-3.39966666666667
PLXNA3	0.1955
XRCC2	-1.67133333333333
MMS19	-1.72925
ST8SIA5	-1.1405
CHPT1	-0.4475
KIAA1712	-1.6645
OR6X1	-0.1145
ACTR3	0.366
UGCG	0.376333333333333
OR4P4	0.47
ZAP70	-3.219
LPP	2.166125
ZNF485	-0.1975
PTPRCAP	-0.79175
IL12RB1	0.26
ATRX	-0.0475
CHST8	-2.5685
C14orf109	0.87825
ARV1	0.19725
NMB	0.248857142857143
COX5A	-0.5005
EIF6	-0.23225
MPPED2	2.97983333333333
SEMG1	4.3165
CHRDL1	0.2835
TRAF3IP2	0.99
WNK2	1.23025
LILRA4	1.415
LAMA2	0.1285
PXT1	0.8275
RLBP1	-0.397
CD300C	-0.072
SLTM	-0.921625
FLJ10404	-0.224875
APOBEC3D	-0.491666666666667
RENBP	1.49783333333333
ATXN7L1	0.944375
NID1	-0.58625
TUBGCP3	-0.277875
ITIH5	0.512823529411765
CCDC110	2.59725
C8A	-2.54825
MGC87042	-1.91075
HOXC13	1.62525
TFDP2	0.209
HCP5	1.701625
POLI	-1.393
UCN	-2.2865
ZNF764	0.292166666666667
C8orf45	-0.72525
FHL3	0.263
SPATA5L1	-2.0685
MMRN2	2.51083333333333
NDST1	0.869333333333333
COL20A1	0.0185
ZNF248	-0.429333333333333
PELP1	-0.547333333333333
MBL2	-2.2125
RNF41	0.72675
C5orf24	1.015625
THOC5	0.2435
SERINC3	0.54225
RP11-151A6.2	-0.05625
CDCP2	0.048
HIST1H2AA	0.295
C11orf75	1.90116666666667
FKBP7	0.13425
DDOST	-0.34375
GPNMB	-1.27966666666667
TTF2	-0.173333333333333
KCNT1	-0.062
SLC39A14	-1.769125
NGRN	-0.0903
GPR137B	0.14525
MECP2	0.1705
PSMA1	-0.6425
C16orf73	-5.25675
TMEM60	0.451333333333333
CSN3	1.7615
NOS1	0.745833333333333
RAB7L1	1.74566666666667
YBX2	1.4705
KIAA1166	-0.469375
FUBP3	0.0133333333333333
ABCG1	3.3365
ACACA	-0.29125
ARL11	-0.5001
ATOH1	0.478
ODF1	0.2234
CREB3L3	-1.9625
TMEM127	2.42792857142857
DSCAML1	-0.719
PLN	2.71316666666667
LYPLA1	0.70825
PRDM9	-1.63075
SASP	-1.29875
PLUNC	0.037
INTU	-1.5965
HISPPD1	-1.57525
LNPEP	-0.502
YARS2	-1.60433333333333
APCDD1L	1.122
ZCCHC4	-0.7544
FBXO22	-1.72166666666667
TTLL13	-0.752
ZNF669	0.961333333333333
PTGDR	1.09025
DDX27	0.022
KIAA0409	-0.1045
GJB6	3.43475
ASB8	1.55875
PLP2	-1.3555
MEPE	-0.186
OR10J5	-0.1805
KRT222P	-0.53425
COQ7	-0.0206666666666667
C1orf101	0.40575
RERG	-0.8251
CHMP5	0.403875
THAP11	0.137625
ZNF43	-0.879333333333333
ZRANB3	-1.18616666666667
KRT13	-0.273625
MRPL19	-0.332375
RBBP9	0.1995
SPATA17	0.650375
BXDC5	0.504833333333333
PAFAH1B1	-1.2045
MAGEE1	-0.061
OSTF1	0.3395
KIAA0323	-0.847333333333333
TXNDC13	4.53716666666667
CNTN4	-0.27275
LCE1B	1.012
UNQ501	-0.323
ZNF154	0.00575000000000001
C3orf64	-0.639
SYT5	0.1866
PON1	0.218166666666667
FLJ10357	0.893875
ATP4A	-1.0445
GNPDA1	-2.11433333333333
MGAT1	0.951833333333333
C14orf121	0.01925
SLC35B2	1.266
MIER3	-0.0858333333333334
CHEK1	-2.306
ZNF8	-0.1495
TXNDC1	-0.0525
CKB	1.085
RTN3	1.17342857142857
FZD2	-2.36916666666667
PART1	1.01025
PSMB6	-1.24575
PCDHB8	3.1265
PHC3	0.7324
PPP1R8	0.3005
NOVA2	1.44366666666667
TNFRSF11B	-4.155375
GOLPH3	0.8425
UBLCP1	-1.4625
SUHW3	-0.81575
TTLL1	0.837
OPN4	0.4855
OR13G1	0.3675
ZPBP2	0.1155
HSD17B11	-3.413625
C9orf50	0.4315
DHDDS	-0.329142857142857
CTSW	0.1789
NEFM	-2.22933333333333
MRPL28	-0.875
SYN1	1.108
PIGV	-0.6435
ZIM2	-0.82575
APBB1	-0.203833333333333
SND1	0.233
C1orf123	-0.621666666666667
CHD3	-1.08475
BHLHB8	1.20475
RNASE2	-0.797666666666667
BCAP31	0.686
SLC25A44	0.802333333333333
CHD6	1.0638
PIB5PA	0.694230769230769
SELS	0.46975
LOC541471	-0.74875
FAT2	0.961
ZNF81	0.538
OR4C16	0.42
FLJ10081	-1.1033
LRRC4	1.41425
CS	0.264833333333333
N4BP2	0.0355
IGFBP7	0.945
ZNF318	0.640916666666667
NDNL2	0.76825
ZNF609	-0.8465
SIRT4	0.87625
EXOSC10	-0.26675
ECE2	0.52925
OVGP1	-1.2515
GTPBP3	-0.42125
PACS2	0.2906
C19orf36	-1.00433333333333
ARL4C	-0.25
ATG4B	-0.818
UBQLNL	0.1495
RHOXF2B	-3.306
PLEKHG2	-1.914
GALR1	-0.065
AQP4	1.131
HDAC7A	0.332333333333333
DCUN1D3	0.05325
OR8A1	-0.13
CCRN4L	0.999875
CBR4	-1.64366666666667
KIFC1	-1.06283333333333
SLC7A14	-1.13883333333333
LHX5	-2.735
TRPC7	-0.7275
LPXN	-1.93275
SERPINA1	-2.6825
RPS13	-0.9558
BPIL3	-0.4035
PRKAA1	-0.49025
FADS2	2.0021
ENAH	0.5898125
PRO1768	-0.7765
APBA2BP	-0.20725
LIPH	4.22666666666667
C3orf33	-0.50075
RCC2	0.440214285714286
ALDH1A2	-2.8003
RNF103	1.983
AHCY	-0.64375
ALG12	1.3645
CCL17	1.1685
ZNF543	1.30983333333333
ESRRG	3.9002
CNGA1	1.88225
RDH5	-0.213333333333333
OTX1	2.0798
PTGFR	-2.1602
CDR2	-1.306625
SELE	1.5425
NLGN2	-1.59383333333333
EXOSC9	-1.04325
ZNF566	0.29
KLRC2	-3.161
GPR12	1.4015
KIAA0196	0.5595
PDRG1	-1.66275
SSR3	-0.216142857142857
MSI1	0.0545
CST9	-0.1915
CC2D1A	1.2515
PLAGL1	-1.48172222222222
ZNF778	-0.229
RNF2	0.88775
KLF6	-0.350833333333333
THBD	-0.273166666666667
tcag7.1314	0.317
NR5A1	0.369333333333333
ABCD2	-0.227
DNAJC7	-2.63925
CLEC4C	0.5705
TM2D3	0.17625
CCDC4	0.5295
PLAC2	-3.11625
DCD	0.0475
FAAH	-0.60525
POLA1	-0.339333333333333
TM7SF2	1.4875
FLJ39822	-1.19966666666667
FLOT2	-0.5835
MAP4K1	-1.06433333333333
SRP68	0.472125
C21orf74	-0.324
ARPC5	0.854375
LOC126075	0.19125
HECW2	0.094375
ZDHHC4	-0.1925
ANKRD42	1.0492
PDE9A	1.18183333333333
ABCA8	-0.8425
NDUFS2	-0.175
UBR5	0.266
BTBD16	-3.2335
LOC554174	0.276
ZNF20	0.999
KIAA1843	0.1695
WDR17	-0.77025
C15orf33	-0.6935
RNF113A	-0.36825
CAMKK1	-0.3197
CLCN2	1.97175
ANXA6	-2.448
LOC340069	0.229
EMID1	1.061375
DPM3	0.850166666666667
ELA1	0.663
SLC25A13	1.1133
KRT24	-0.13175
SMPD1	0.475166666666667
TH	-0.039625
COL6A2	-0.668357142857143
ANKS1B	1.09925
GPR126	-0.5718
ZC3H12A	-0.289166666666667
TMEM47	3.16
C2orf51	-0.206833333333333
C1orf88	1.7885
HSF2BP	-1.00525
AKAP10	-0.83675
RPAP3	-0.9815
KLHDC8B	-0.442625
STOM	-0.8925
MUPCDH	0.44625
C10orf72	-0.919875
PLEKHA3	1.19625
TCP11L1	-1.08825
CWF19L1	-0.454625
SPEF1	0.564692307692308
YSK4	0.56475
ELN	0.5475
SAMD8	0.353833333333333
MPI	-1.83716666666667
MEPCE	0.8079
ABCC3	-2.300125
NANOGP1	-3.06
KCNK17	1.6625
HLA-DMB	3.14683333333333
RRAGA	0.74275
ANGEL1	-0.279
RBM32B	0.101
CPN1	-2.4155
MGC52282	0.2194
HLA-A	1.79516666666667
OR9G4	0.4985
EDNRB	1.225875
SCD	-1.52385714285714
C14orf80	-0.651166666666667
BAGE2	1.7125
RABL4	-0.563166666666667
RCVRN	-0.693
SHANK1	0.8075
NLRP7	-3.79925
CD226	0.445
STAT3	-1.5650625
SYNJ2	0.4369
TPCN2	-0.6835
WDR36	-1.56641666666667
MBD4	-0.05125
ROBO1	-1.8995
ST3GAL6	-0.894
SLAMF8	1.68333333333333
ATN1	0.637833333333333
GPR141	0.62925
KRT36	-0.076
TPH1	0.345
DDX52	-0.61625
ZSCAN29	-0.6495
TRPT1	0.3275
DPEP3	0.883
DENND4A	-1.9275
TSPAN16	-0.2505
PTCHD2	0.234
LOC145814	-0.6225
CAP1	1.08183333333333
EIF5A2	-1.8693
NT5DC3	-2.2375
SEPT9	-0.26225
SEZ6L2	1.33125
EGFLAM	2.50875
VPS11	0.871625
NDUFB5	0.355
CIDEA	0.2905
IER5L	0.321
N6AMT1	-0.10325
FAM83C	-1.1005
OXR1	3.73383333333333
IRX1	1.714
DGKB	-0.596833333333333
GCN5L2	-2.2855
MIR16	1.007875
FBXW9	0.074
WDR4	-1.67416666666667
PDC	0.5125
VPS33B	-1.754
HEXB	-0.65325
FLJ32214	1.689
TCEB3	-0.49425
CRLF1	-4.62675
ABI3BP	-0.8165
C8orf22	-3.29975
PYCR1	0.0215
KIAA1706	1.34575
CDK5R2	1.139
WAS	-0.1235
C12orf60	-1.59025
CCBL2	-0.2185
MADD	0.1225
C5orf34	-1.235
WDR42A	0.2612
KLF12	-2.30525
HSPA1A	1.233
ITM2C	0.433333333333333
DAPK2	1.26333333333333
LOC442590	0.4075
SUMF2	0.098375
CENPA	-2.62369230769231
TMED5	-0.304125
CDH6	-0.2353
BRP44	1.109125
THG1L	-2.5915
GABRA2	-1.92
C14orf166	-0.72975
MYL1	-1.49983333333333
TNFSF18	0.691
PAP2D	-1.92533333333333
PPIB	0.0535
KLHL4	-0.509125
SFN	-0.0465
CCDC127	-0.3765
FRAP1	0.4385
GOLGA5	1.297
SDCCAG1	-0.030625
MGC21675	0.230333333333333
C10orf95	0.98
KIAA1345	-1.11133333333333
C1orf163	-0.521
LACE1	-0.501166666666667
OR10K2	-0.429
CENPN	-1.39828
TMED2	0.3035
UGT1A6	-0.938
ANG	-0.52025
U2AF1	-1.10166666666667
CASC2	0.950833333333333
NMT2	0.760333333333333
OSGEPL1	-0.40025
DFNB31	-0.8265
SLC6A20	-0.610125
DKC1	-0.88225
FXYD4	0.48675
WDR64	0.11275
MGC5590	0.2905
CREBZF	-0.613833333333333
DAZ1	0.1395
PRPSAP1	1.33625
GCHFR	-0.1395
TTC7A	-0.77125
LOC196993	-0.06475
UBD	-2.40966666666667
S100A1	2.1355
RPL6	-0.5275
DNAJB6	0.93705
NAGS	-0.3746
C2orf58	-0.985
KERA	0.385833333333333
MT1X	-0.9547
UBE2B	-0.5154
KEAP1	0.52425
MST1	-3.24725
OMA1	0.3565
ABLIM2	-0.9205
BCL2L13	0.01225
JAZF1	-1.116
TMEM63B	1.7885
S100A8	-0.3469
ARFIP2	0.35375
UROS	0.74375
KHDRBS2	-0.9385
POLQ	-1.988625
SOAT1	-0.367
SPAG4	-0.877
MRPS30	-1.296
LOC494141	-1.025
OR2T11	0.774
ORAOV1	-0.0302
ZNF184	-0.182166666666667
TCEB3B	-0.278666666666667
ADAM21	-0.128
GDPD1	1.713
SPINLW1	0.68975
PRR14	-0.364333333333333
KCTD9	-0.17
NUDT3	1.79125
KIAA1822	-0.1842
HIST1H4K	2.729
DFNA5	-3.82225
GABPA	0.1945
C14orf44	-1.2535
POLB	-0.512375
PTAR1	-0.568
SEC31A	0.8151
TRIM58	-2.73533333333333
TAS2R14	-0.233
VPS8	-0.39975
H1F0	1.718
PRKCB1	-3.78466666666667
UGT2A1	0.5245
TOR1B	-0.22075
LSS	-1.33391666666667
C2orf19	0.686
HNRNPC	0.359714285714286
TMEM100	-2.12816666666667
LOC116349	0.22925
OR51M1	0.077
CCDC142	-0.94525
ISG15	3.720625
ZCCHC14	-0.331625
CREBL2	-0.01675
TGDS	-1.576
DC2	-0.26625
CACNA2D3	-2.56985714285714
ZNF429	-1.251875
LYPD6	-2.19483333333333
SUCLG1	0.0465
OR51I1	-0.302
MAGEH1	1.28875
PRPF40A	0.822
SMR3A	3.7925
SPINK2	-0.38675
THAP2	-0.718125
NPY5R	3.764875
IRF4	-2.822
SPESP1	-2.15433333333333
OR10S1	0.0505
DTD1	-1.2675
TUBE1	-1.09525
DDX19A	-0.94
PDPN	-3.46175
TMEM34	0.897666666666667
MGAM	-0.221
COL3A1	4.38155555555555
GFM2	-0.7848
OR5A2	1.154
PSG9	-1.54675
ARHGEF11	0.0788333333333333
IVNS1ABP	0.20525
SIGIRR	0.958
DUSP19	-0.19575
DNAJC14	0.319
ACSS1	0.797125
IL1RAPL2	-0.054
C4orf30	-0.096
SEPT4	2.13
LANCL3	-1.21325
SPAG17	1.8924
PRDX3	0.33175
HNF1A	-1.133125
P4HA2	-1.767375
RFWD3	-0.411
MOV10	-0.472
DNAJA5	-0.463857142857143
LOC729440	0.20675
LOC200383	0.01425
SMC2	-1.5565
MIXL1	-1.27
TMEM9	1.0745
FAM86A	1.372
ZNF174	0.1006
MYH14	-0.6585
CCR8	0.045
VPS37C	0.4905
GPATCH1	0.603333333333333
B3GNT8	2.256
TBX4	-0.39825
CNR2	0.3615
PCDH1	1.43075
C5orf29	1.746375
OCIAD2	1.29725
PLCG2	1.79475
KIAA0247	1.3805
HRH3	0.2861
CAPN13	1.705125
CCR1	-0.6756
MGC15523	0.381611111111111
UVRAG	0.127833333333333
DNAJA2	0.577
ITGA2B	-0.596666666666667
CLDN5	3.228375
PTPRN2	-2.53728571428571
ZNF512	-1.18666666666667
PSAP	1.5395
CCDC140	-0.455
LRRC55	0.71875
CYP26C1	-0.7715
C8orf47	4.5955
LYN	0.328375
DUSP6	1.624
TGFB3	1.5598
ELK1	0.0475
PCDH11Y	-0.4314
HGD	-3.015
C17orf58	-0.79325
MYO3A	0.2295
SERPINE2	-5.46316666666667
AARSD1	-0.802375
C14orf73	-1.65825
ADAM33	-0.0935
ZNF491	-0.964
MAPK6	-1.85433333333333
TCN1	1.06583333333333
SLC24A6	-0.0515
UBE2R2	0.3755
H1FNT	1.494
TATDN2	0.596666666666667
LILRB1	0.82525
P2RY5	0.646
NUCB2	2.32525
