Hybridization REF	TCGA-B6-A0IJ-01A-11R-A034-07
CLDN5	2.884875
PTPRN2	-2.44242857142857
ZNF512	0.0945
PSAP	0.581357142857143
CCDC140	-0.995
LRRC55	1.106
CYP26C1	0.8735
C8orf47	3.20225
LYN	1.16125
DUSP6	-1.222
TGFB3	1.4272
ELK1	-0.1582
PCDH11Y	-0.557833333333333
HGD	-3.237
C17orf58	-0.53975
MYO3A	0.4835
SERPINE2	-4.40183333333333
AARSD1	-0.824625
C14orf73	0.01625
ADAM33	-0.05825
ZNF491	-1.5365
MAPK6	-1.01666666666667
TCN1	1.618
SLC24A6	0.9055
UBE2R2	0.46075
H1FNT	0.432
TATDN2	0.907833333333333
LILRB1	2.9075
P2RY5	-0.287
NUCB2	-0.7755
C2orf37	1.38675
SNX27	0.289833333333333
MTA3	-0.18125
FOXO4	0.24925
ID4	2.09716666666667
SOX5	-2.023
PXMP3	-0.067125
OR52M1	0.141
SFT2D3	0.337125
INA	-2.42033333333333
MCOLN1	-0.208
NFIX	1.4288
CLEC14A	5.27066666666667
HIBCH	-0.304
PLA2G5	0.15275
TIMM10	-0.363
MED17	0.1947
COL4A4	1.8495
TPP1	0.505666666666667
GJA3	-1.1475
TMPRSS5	-1.1745
AADACL3	1.149
DNMBP	-1.5025
ENPP5	1.584
NQO1	-2.3116
ZSCAN2	0.50525
SEC24C	-0.856333333333333
GTF2A1L	-1.101
AXIN2	-2.5028
FAM33A	-1.03341666666667
C16orf13	-0.076
SPNS2	1.17575
TAF1	0.064
AP1G2	-0.7545
RBM42	0.493
HCN2	1.102
EFHB	-0.4395
RUSC1	0.774
GRIK5	0.529
USP21	-0.0575
ATAD3C	1.06375
ORMDL2	0.49275
PRSS7	-3.3395
PSAT1	0.32325
FLJ13195	-0.707166666666667
TBC1D1	0.791333333333333
IFNG	5.605
OTOS	0.177666666666667
ZNF773	-0.505333333333333
EMD	-0.48575
RETN	-0.22425
CCL8	5.7775
APH1A	0.114125
COX18	-0.28125
GTF2IRD2	2.94925
CCDC82	-0.593833333333333
PAFAH2	-0.6719
NPEPL1	-0.4007
RP11-114G1.1	0.2735
TP53INP1	0.486
ZNF300	-2.91533333333333
FOXL2	-1.908
LARP2	0.626166666666667
LATS1	-0.4505
HTR6	0.65
SPOCK2	1.83566666666667
RNF144B	2.83583333333333
HTATIP2	0.2045
MGC10334	0.209583333333333
CENTA2	3.2025
FGF2	-2.5405
FXYD7	-0.4845
PHYHIPL	-1.327375
GPR34	4.62975
DDX6	-0.298833333333333
OR10W1	0.3155
LHFPL1	0.3005
ZNF313	0.26
VPS28	1.07225
AP3M1	-0.9178
AKR1CL2	1.18875
TRAF4	-0.16175
OR2B11	0.625
C19orf12	1.02466666666667
AKAP9	0.220166666666667
C1orf62	0.2335
SLC20A1	-1.6113
FAM112A	1.2765
LDB2	-0.095875
MRPS23	-1.11025
KLK5	0.60425
SPTB	-0.350333333333333
EFEMP2	-1.55075
EFNB2	0.136875
PCM1	-1.29714285714286
NMNAT3	1.453875
TSG101	0.239333333333333
C8orf40	-0.115833333333333
NOB1	-1.05625
ABHD3	-1.1945
GTF3C4	0.15475
PIGN	0.572
GALNTL1	-0.28325
AEBP1	-0.136125
OR9Q1	-0.059
ANKRD2	-0.259
CCL28	-0.53275
TRIM38	0.584333333333333
TMCC1	0.56275
SMG5	1.517
LRRC7	-1.0065
NCAPD2	0.1155
C6orf153	0.125
C1orf74	0.265
OTUD6A	1.0065
DCP2	-0.3835
TMEM24	-0.367
RPL18	-0.715666666666667
TMEM177	0.71
LRRC37A3	-0.87975
C1D	-0.453333333333333
LDHC	-0.776
UBE4B	0.014
NIT1	0.293625
BTN3A3	1.15075
RASD1	3.312
COMMD3	0.04675
SHFM1	0.68875
BIRC8	0.245333333333333
DUT	-0.39325
C12orf51	-0.412
LRRC59	0.1975
LY6H	-0.15425
WDR22	-0.115333333333333
EDEM1	0.594
ADH1A	0.1495
PANX2	-0.355
CYP11B1	0.72075
CDC73	0.0625
GPR172A	1.43825
GSTM3	-0.836076923076923
KCNA5	-0.046375
SERAC1	-0.969333333333333
NFATC2	-0.595
ANAPC5	-0.0751
C15orf24	-0.23275
NFATC2IP	-0.860416666666667
TNRC6C	-0.0856666666666667
MGC102966	0.735875
FGD5	0.3045
MED9	0.4005
RAB13	0.0973333333333333
C15orf49	1.1965
CRYGS	-1.242
C12orf53	-0.9246
LOC283693	-1.0995
COX6B2	-0.15075
PHF14	-0.448625
FAM3A	-0.40825
RPL13	-0.1365
PRDX2	-1.0104
FLJ34047	-3.776
PRMT3	-0.7025
KCTD19	-1.572
TRIM10	-0.109333333333333
MGC26597	0.5406
GCNT4	1.139
GPRASP1	-0.4345
CDKN1C	0.0299166666666667
RHBDL2	2.0212
HSPH1	0.935
AQP1	1.604875
COL17A1	0.7532
GFAP	-0.124
CDC16	-0.0405
KIAA1614	0.0725
C6orf118	-0.1956
ZSWIM5	-2.72475
FAM83F	4.183
LYNX1	2.6001875
SYNPR	0.03625
XG	0.456
PRSS16	1.35375
KIF13B	-0.134571428571429
PCDH9	-1.88671428571429
HIST1H2AH	0.332
RBM18	-0.017
ZNF626	-1.14225
HEXIM2	-0.358
ITFG1	-0.866
TUBG2	-1.3575
SFRS7	0.304666666666667
C9orf14	-0.2825
EXTL1	-1.95025
GBP3	2.39483333333333
WDR5	0.8835
RARG	0.393833333333333
MYO7A	0.8155
CECR6	0.651
C13orf3	1.431875
SFRS18	-1.257125
ACVR1B	0.0461666666666667
PSMD1	-0.3124
C7orf31	0.335333333333333
ILVBL	-0.927
IFNGR1	1.22025
RNF186	0.468
NOL9	-0.4455
MAGEL2	-1.26825
SLC29A2	-0.18125
NHSL1	-0.58925
RBMX	-0.3065
PSORS1C2	1.080875
RAD51L3	-0.403333333333333
LCN6	0.61075
ORAI2	-1.68025
BRUNOL6	0.1192
OR4K5	-0.1495
CDC123	0.102
MSLN	-2.0568
WWTR1	2.65966666666667
ZNF700	-2.33233333333333
COBL	0.38725
PPP1R16B	0.229
GAS7	-0.1655
MDN1	-1.225375
HAAO	1.149
C9orf68	-2.2735
TNFAIP2	3.002625
FOXN1	-0.1065
hCG_2033311	0.198333333333333
ATP6V0D2	0.6546
RPL41	0.492375
SLC38A1	0.2
ARHGAP6	-1.39033333333333
ADAD2	-0.243
PHF20L1	1.090375
MCM3AP	0.228166666666667
ST3GAL3	0.1435
SNX1	-0.661833333333333
ELF5	3.59075
PARP3	-0.7765
RBM8A	0.0968125
LINGO4	0.801
ITGA9	2.44916666666667
ZFR	0.571
ACSL6	2.48025
FLJ20699	0.5541
DAOA	-0.0905
FABP4	4.18075
KCNB1	-1.21225
CANX	0.077
SLC25A28	-0.0341666666666667
ADIPOR2	0.31275
ECHDC2	1.7895
SMA4	-3.599
FRZB	2.283125
PABPC1	0.694333333333333
DMRTB1	-0.179
APOBEC3G	0.93175
CATSPER2	-1.32533333333333
CUEDC1	-0.184833333333333
STARD9	-0.508125
CLDN8	2.29375
LOC23117	-1.36881818181818
E2F6	-0.932777777777778
TMEM126B	-0.305
DPY19L4	0.07575
GIMAP5	3.8635
NDUFA9	-0.083
FAM77C	-4.3785
CTPS2	0.749
LOC51035	-0.2115
WDSOF1	0.00525
EGLN3	0.59075
PITX3	1.18216666666667
OR52E8	1.154
GRM4	-0.0855
KLK1	-2.488
GPM6B	-0.247125
RRAGD	-0.099
PAGE5	-2.68025
UCHL5	-0.402166666666667
ULK3	-0.841666666666667
AIM2	3.9465
PNO1	-0.0335
OR2F2	0.479
GNAT2	-0.3945
SIX1	1.94875
ST13	-0.119916666666667
ZBTB44	0.6025
TIMP2	-0.10225
ZMAT4	-1.5145
GTF2IRD1	-0.224
ZNF19	-0.048
ZNF714	-1.709
RSC1A1	0.31125
C9orf80	0.272
PSMA8	0.5634
TMEM141	0.255
COX4I1	0.400642857142857
CTAGE1	-0.3645
DTWD1	-1.28775
HSD11B1	2.81225
KRT6B	5.628625
ARID4B	0.967
LHFPL3	0.622666666666667
WWP2	-0.71425
ZNF326	1.22833333333333
RGPD1	-1.469
CTSH	1.21633333333333
FASTKD1	-0.747
PAF1	-0.3735
TTC9C	0.77425
IFT57	0.1004
PRSS36	-1.289
IL20RB	0.0805
ZNF592	0.400333333333333
DCTD	-0.8056
CFP	2.30325
MFNG	0.104
JMJD2B	-0.7365
ALDH3B1	-0.515625
THSD4	-0.437
KCNJ5	2.03733333333333
LMNA	0.934833333333333
TBCD	-0.18875
ZNF250	1.81783333333333
CASQ2	0.118
PEG10	-0.317583333333333
PRAME	-2.19486666666667
NP	0.027375
TRIM59	1.12783333333333
ZNF12	-0.73
XTP3TPA	-0.81725
SIGLEC7	0.8711
PANK4	-0.57425
FAM70A	-1.08066666666667
SNED1	-2.011
HIP1	-0.0133
RAET1E	-1.845
AMAC1L2	-0.9275
AHNAK2	-1.7705
TOE1	-0.8195
RECQL4	0.65725
SPRYD3	0.51275
DPAGT1	-1.15675
MAGED2	-0.2085
ANKRD55	-0.1345
TRPS1	3.75466666666667
DOK7	-2.0395
TFPI2	-5.279
GTF2H3	-0.780833333333333
CYP4F11	-0.59425
LHX2	-3.286
ATG16L1	0.0923333333333333
ASB12	0.0945
C1orf116	4.321
NF2	0.28145
POM121	-0.5155
PHYHD1	-0.7327
TXNDC17	-0.146666666666667
DKFZp779O175	-2.66225
NUP62	1.09607142857143
MYO18B	-1.68666666666667
PRAMEF1	0.1405
TCBA1	-0.527833333333333
TMEM168	1.1735
FJX1	-0.0493333333333333
CLCF1	-1.933
SEPN1	0.323375
IGSF2	0.896
NUDCD1	0.608
TFF3	-2.30216666666667
NDFIP1	0.0502142857142857
CHCHD4	-0.70375
TNR	0.4085
CUTA	-0.169333333333333
USP44	-4.1765
DPP10	0.876833333333333
IWS1	0.494166666666667
PCGF1	0.12675
SULT1C4	-1.841
NTF5	0.97
PTPN13	0.6595
SSTR5	0.318
SFRP1	1.342125
IDH3B	-1.295625
SUOX	-0.569833333333333
TMCO5	0.415333333333333
GOLT1B	-0.2255
MIB1	-0.778714285714286
PCDHGB1	-1.152
SUSD1	-0.65925
ICAM5	-1.787
PAPOLB	0.05925
URM1	-0.0102
TMEM106B	0.204833333333333
LRIG2	-0.4515
SLC27A5	-2.11875
CLIC6	-0.3245
ZNF420	-1.30366666666667
SCN9A	-1.5883
KIAA1909	1.685
ELMOD1	-2.11075
PRKAG1	-1.05225
FAM64A	0.674111111111111
EEF1G	-0.4382
SMAD5	-0.24175
INCENP	0.204
WASF2	-0.435
GARS	-0.8344
CDK10	-0.9377
HLX	0.0996666666666667
MDM4	-0.564375
ZNRF1	-0.446142857142857
HHATL	-1.79383333333333
FAM21C	1.5438
HIST2H3C	-0.491
PFDN2	1.33275
ZNF200	-0.54425
NDN	-2.27425
HBA2	-2.66966666666667
FBLN5	1.461625
PUM1	0.282571428571429
TNNT1	-3.557
C19orf59	-0.609333333333333
HNRPH2	0.219833333333333
RAB7A	0.383833333333333
PMS2	-0.78125
BIRC3	1.84783333333333
NRSN2	0.430375
OR52K2	0.0231666666666666
SPOCK1	-0.833153846153846
H2AFY	-0.025
RXRB	-0.85825
ZNF638	0.166333333333333
ANKRD45	-0.17525
ACTN4	0.426666666666667
FXC1	0.8515
EIF2B5	-0.82025
VPS33A	-0.165
PINK1	-0.559875
FAM106A	-0.9135
SKIP	2.904875
GAPDHS	0.2865
MUM1L1	-1.5345
PSTPIP1	2.5535
CNTNAP1	-1.6709
CYP26A1	-4.3695
APOL2	0.4782
TACC2	1.221
COX7A2L	0.160571428571429
HSD17B1	-0.1158125
ARRB2	0.35925
SLC7A6	-0.4549
HSD17B10	-0.214
RBJ	-0.42075
NUP155	0.26275
MRPL10	-1.10283333333333
CYCS	-2.01783333333333
CCDC46	0.00616666666666665
TECTA	0.916
GNAL	0.36625
LPO	-0.2155
PEBP4	0.10675
DDX11	-0.9615
C18orf12	0.828
TAF9B	-1.23566666666667
IMP4	0.5395
RPA4	-0.321333333333333
NDUFS1	0.10175
UPK1A	-1.0755
ARRDC2	1.08366666666667
C18orf20	1.72
AES	-0.255857142857143
CD2BP2	-0.5935
C16orf54	-0.2215
UGT2B17	-1.08575
FGFR1	-0.897227272727273
CEACAM6	-0.7744
CHRM5	0.199
CERK	0.2415
AP3S2	-0.657571428571429
ANKS4B	-2.5
CLCNKA	0.068
ZNF208	-1.90216666666667
HLA-DRB5	5.532
CARKL	-0.77725
GOT1	0.0725
CASP6	-0.389
HOXA1	-0.2445
RCL1	0.6995
ZNF181	0.347333333333333
RAB40B	1.7705
MRPL38	0.095
LRRN2	1.77625
C3orf25	-0.362
OR5D14	0.1765
OR10AG1	-0.709
BET1L	0.6866
FRY	1.75875
AK3L1	0.95775
CSF3R	1.404
POLR3K	-1.11483333333333
ATG2B	0.0336666666666667
EPS8	-1.248
DARS	-0.614375
C10orf56	-0.778166666666667
DAD1	-0.491916666666667
RIOK1	0.970166666666667
HERC2	-0.8355
HSD11B2	0.768666666666667
FAM96B	0.065
MGC13057	-0.0752857142857143
BSN	-0.714
CAND1	-0.689666666666667
HCST	2.77425
ACTR10	-0.7985
OR8D4	-0.3425
NASP	-1.2195
COL9A2	0.247833333333333
LYZL1	-0.765
GPC5	-1.94975
TBL3	-1.209
CENTD2	0.6354
OR5AP2	0.41025
TLR1	4.5945
LMO6	0.1635
ZIC2	-3.5315
CPNE5	2.06825
ZMYND15	2.958
FLJ22374	0.0515
CCDC106	-0.65325
PARP16	0.43575
PDIA3	-0.5015
C14orf126	0.2365
CECR2	-0.224
SFRS1	-0.2555
FIGLA	-0.79
DCP1A	-0.08
MGC45800	-2.8349
TEKT1	0.7036
C10orf67	0.9455
CLN5	0.1245
NTN2L	0.703
GLE1L	0.243
CES2	-0.9114
GNAS	-1.07605555555556
DDX53	0.174
TSPAN13	0.731
MRPL52	-0.7526
SPIRE2	0.523375
TAS2R39	0.4905
SCUBE3	1.35025
UCRC	0.6206
CDKL3	-0.879
KIAA1715	-0.6805
ZNF345	0.258
RTF1	-0.049375
DHRS7	-0.03875
RIPK4	0.0428333333333333
EXOSC2	-0.076
MS4A2	-0.67125
FGF17	-0.96675
WDR59	-0.392625
EVI2A	-0.4645
IL17RC	1.30616666666667
HS3ST1	3.1035
ITGB1BP2	-1.397
RBPJ	-0.649166666666667
GIMAP1	4.3805
INE1	-1.5985
ALDH18A1	-0.022625
TPI1	-0.758625
GATA6	1.68925
CABP1	-2.085
ZNF484	-0.35775
DAPK3	-0.358
GJB1	-2.8935
PIN1	-0.9225
SLC6A15	-1.24858333333333
CNO	-0.3305
RIN2	1.9125
FRRS1	-0.733
CYorf15B	-3.04883333333333
DMRT3	1.454125
ATAD1	-0.450125
OTUD4	0.396888888888889
ATOH8	-1.8335
ZSCAN16	0.576875
ASCC1	-0.427
OTUD3	-1.106
MGC33212	-1.43816666666667
YME1L1	-0.389375
RP11-218C14.6	0.79175
PCBP4	0.698
TNFRSF10A	-0.88425
CDH10	-3.31316666666667
KL	1.39875
SCP2	0.357416666666667
C9orf119	0.99425
SON	-0.432583333333333
MAFK	0.034
SBNO2	0.7765
SLC6A6	-0.369166666666667
SC4MOL	-0.6715
FAM35B	-0.61425
PPP1R9A	1.667625
PDZRN3	0.761125
CXorf20	3.379
C6orf126	-0.87425
AVEN	0.4275
FLJ21075	-2.315
C14orf132	-2.3765
PCK2	-0.7025
GUCY2C	0.2325
BARX2	0.8925
PEX11G	-0.5675
DAO	-0.846
C10orf49	-0.116
EDNRA	-0.237166666666667
PPP2R5A	1.5964
DDX39	0.582
SERF1A	0.5645
ASCIZ	1.1123
FNDC8	-0.84975
PTMS	0.05625
PHF7	-1.35625
PIP4K2B	-0.394625
HHLA2	0.49475
BDH2	-0.1541
APOBEC2	-0.399
PENK	-0.829166666666667
SMAD9	-1.0715
MT3	-0.495
RGL1	0.4955
ATG10	-1.378
DLGAP4	1.19016666666667
APPBP2	-1.52585714285714
BACE2	0.628214285714286
LOC339344	1.338
ZNF395	-1.5331875
HIST1H2BL	-0.03525
ZNF467	1.281125
SLC25A21	-2.6605
PALM2	-0.568666666666667
NSUN5C	-0.399
IL5	0.0389
CLSTN2	-0.748
ANXA8L2	3.2965
PTGES	1.7225
GDAP1L1	-1.653
OPRK1	0.2685
WDR20	0.218083333333333
C12orf4	0.9885
NUP88	-0.074
XRCC6BP1	-1.17216666666667
FCGBP	4.22442857142857
LEMD2	0.25475
NOMO1	-1.58475
C10orf79	0.30225
ZNF79	0.6961
OCRL	0.1626
HSPA8	-0.927583333333333
DIDO1	-0.6545
PLA2R1	0.60575
COG3	0.9573
NGDN	0.509
CBFA2T2	0.720875
PNOC	2.33775
PRRG1	0.245833333333333
AGGF1	-0.123642857142857
DPF2	0.17025
YIPF7	0.3935
TRPV5	1.1495
ZNF322B	0.55025
MED12	-0.066
CARS	-0.815
ABCC11	-0.747
C9orf25	0.307
MYH1	0.688
FRYL	-1.05266666666667
AGTRAP	-0.19125
MMP27	1.6465
ZNF432	-0.3345
OR8D1	-0.3795
OR13D1	0.8245
VWA1	1.91175
STON1	0.9825
IL5RA	-2.12575
PERP	0.1986
C10orf107	-1.19416666666667
TNFSF12	2.96075
FN1	0.699541666666667
MTR	-0.191666666666667
PHLPPL	-0.567
ZNF425	-0.9335
DHFR	-0.505333333333333
PPP1R12A	-0.346
RSPO2	-1.30971428571429
ZNF7	1.24175
ZNF583	-1.2785
TPMT	-1.33983333333333
GPR132	1.6365
OR2T12	-0.8015
SERTAD2	0.7462
ATP1A1	0.5036
FRMPD3	0.7645
ZNF672	0.2975
PLXNB3	0.14675
EML5	-0.0115
FAIM3	0.8155
UBQLN2	1.07525
SORCS2	0.064
PRIM2	-0.788
ACVR2A	0.323333333333333
YWHAZ	0.956
PGM2L1	0.639
GNAO1	-0.0377142857142857
RPL10	-0.4143
RPS6KA6	-0.252
PFKL	-0.614833333333333
SH3D19	-0.39925
AURKB	-0.849666666666667
ZC3H6	0.350125
DISC1	0.463333333333333
FLJ39660	-0.555666666666667
TMEM25	1.207875
OSBPL10	-0.57775
CLTCL1	-1.75916666666667
ALG6	-0.01025
CATSPER4	0.3055
LRTM1	-1.457
RRAD	0.3375
TIPIN	-1.25425
CARD14	1.682375
RBM9	0.3635
RASSF4	3.598
SLC25A18	-0.454
C6orf58	-0.8856
IGHD	0.876
PLA2G6	0.0995
TPT1	1.318375
SEC63	-0.1953
CCDC113	-0.1658
TDRD10	0.29575
KIAA1666	-0.73425
TOR1AIP1	0.256333333333333
SYTL4	-1.26033333333333
SPRR2F	-0.287
CEBPD	4.47625
SNTG2	0.66875
C20orf77	0.54375
TAS2R49	-0.3875
C6orf173	0.3105
SVEP1	-0.0634444444444444
PXN	-1.49271428571429
VIL2	0.40775
C5orf21	0.36325
DIXDC1	-0.694125
GANAB	-0.952166666666667
PDSS1	-1.14475
NGFR	0.1265
ATP8B4	2.5865
BMP8A	0.347
CCDC132	0.0745
GNRH1	-1.097
OR10T2	-0.8095
PDGFD	1.48383333333333
OR6W1P	-0.2215
HARS	-0.99975
KRT77	0.7505
AQP8	-0.217
ITGB1	-0.302
ZNF254	-1.2716
PAX1	-0.1152
PSMC4	-0.2914
ANKRD22	5.28375
PSMD8	-0.121
HTR1E	-0.696
SOX10	-1.8618
OR5B2	1.886
RABGEF1	-0.3055
MAP1LC3B	-0.591
CYB5R4	0.59475
AGXT2L1	-3.07833333333333
FLJ41603	1.9095
TRAPPC2	1.1335
FNTB	-0.1457
FLJ14107	-1.69266666666667
AURKAIP1	0.091
DSE	2.0055
NFKBIZ	-0.1635
OSBPL3	0.248666666666667
LOC130576	-0.64075
SLC39A9	0.165166666666667
LOC137886	-0.390583333333333
RHCE	-2.881
ATG7	0.241833333333333
FAM82A	-0.194333333333333
FBN3	0.445
MCFD2	-0.951
CASP14	1.206
EPS15	1.60683333333333
SFRS2B	0.140833333333333
C19orf47	0.737
PLAC9	-1.9635
GPR23	-1.827
BTNL3	0.3314
RGS8	0.561
GNS	-0.096
ENO2	-3.0135
CBX1	-0.5192
PEX26	1.4
LRP5	-0.0621666666666666
ADAMTSL4	-1.69183333333333
ARR3	0.191833333333333
MAP1A	-1.06575
CD2	5.6045
NAV2	-0.3338125
TMEM69	-0.81325
ATXN7	-1.53583333333333
CHN2	-2.0745
ZNF781	-1.93216666666667
HAS2	-2.46
KIAA0241	-0.124666666666667
BIC	2.37975
MOBKL2A	0.148
CYP2C9	0.799
CNOT7	-0.913285714285714
SFRS10	-0.3375
CST11	-0.3065
FLJ37543	-0.319
NKAP	-0.40175
RUNX1T1	1.1945
EAF1	-0.5026
IL4I1	4.145
LRRC61	-0.662
PSIP1	0.257666666666667
SPRR4	0.4985
ZFP90	-0.662
AP2B1	-0.770923076923077
SLC30A7	1.08658333333333
C7orf28A	-0.549
S100B	-0.51
BMP2	-2.8405
ESR1	-0.345333333333333
ZFPL1	0.10775
ARHGAP12	0.752
LRRC19	0.344833333333333
ZNF767	-0.542
NACA	-0.2454
OLIG1	-2.141125
PRF1	2.18625
LST1	3.75533333333333
SPATA9	-0.745833333333333
CNFN	0.9425
CDK4	-0.5792
TCF15	-0.428666666666667
PARC	-0.1745
PPM2C	1.2775
LOC283345	0.135
FAM107B	0.62775
DMXL1	-0.336875
RBM3	-0.08
HTR5A	-1.0995
SCFD1	-0.581166666666667
EPHB3	2.277
ROPN1L	-1.1865
RAMP3	0.122
TSPYL5	4.40881818181818
GAP43	-2.576
PAPD4	-0.4715
PDE3A	-1.80525
TNFRSF10C	0.5265
JMJD5	-0.633333333333333
RASGEF1A	4.7119
C16orf65	-0.0334000000000001
HIPK3	0.5805
XYLT2	-0.556
XPOT	-0.529666666666667
GAL3ST1	-2.07575
DHCR7	-0.52275
AMIGO3	-0.121
FGFR4	-1.20616666666667
CRAT	-1.242625
PPP1R14D	-0.917
TRIM14	0.8261
TMPRSS11D	0.367
SLC7A11	-1.65692857142857
OR10H2	0.9925
PPM1E	-1.298
DOCK4	1.324375
FAM127A	0.23425
ENOPH1	0.17475
SLC5A3	-0.7116
ZNF530	-0.5709
NTS	-6.0415
FRMD4A	1.129875
BCL11B	-0.510166666666667
PRM1	-0.37025
UQCC	-0.6281
S100A16	0.993333333333333
PLS3	0.44925
WWOX	0.579357142857143
CCDC23	-0.4025
GTSE1	-0.306333333333333
GP2	1.3895
FLJ32549	-0.743875
CHIT1	4.15175
KLF9	1.093875
RPS24	-0.0114
MIA	0.64775
FIGN	-0.615
PYROXD1	0.325125
PCSK2	-0.4665
MRPL9	0.461
RPL24	0.57425
C12orf32	-0.463375
HIST1H2BE	-0.179
RGS18	4.0145
LFNG	0.626
RAB4B	-0.328
FBXO25	0.274833333333333
TSPAN31	-0.819166666666667
ARL8A	1.52085714285714
C10orf83	-1.13811111111111
OR51B6	-0.0035
CNKSR2	-0.49925
C1orf156	0.67475
IBSP	0.7045
GFRA2	-0.1525
ALKBH7	0.5527
NEK10	0.33775
VN1R3	0.3618
LOC91948	0.402
CPZ	-1.22625
IHPK3	-0.837166666666667
COL8A1	-0.6335
RBPJL	0.156
OR10A4	-0.22575
CASP8AP2	-0.493625
MMP12	6.12933333333333
OR8B12	0.4895
CDCA5	-0.142666666666667
LIX1L	-0.72325
PEX11B	1.477375
GABRA1	-0.788333333333333
HABP2	0.2495
REEP1	-0.680166666666667
FBXO15	-0.63675
CD68	1.456
WFDC9	0.107
GHDC	-0.584
SMARCA1	0.20525
SPAST	0.785833333333333
PLXND1	0.247
MLCK	0.2785
INTS5	-0.294833333333333
BSG	-1.01621428571429
PARP8	1.89533333333333
TEAD4	0.9315
ZNF498	-0.325625
TMEM89	-0.4375
DTX4	0.6415
TNRC6B	0.7255
ARMC2	-0.676375
FGFBP1	1.5995
TIMM8A	-0.490666666666667
AJAP1	-1.7632
ZNF608	-0.29625
SLC25A42	-0.00900000000000001
SYP	-0.8944
MMP11	1.9835
USP40	-0.703
C3orf62	-0.290833333333333
MYO1E	0.0036
LRFN4	0.28875
XCL1	2.104
GPR155	1.1305
VPS29	-0.4515
CARHSP1	-0.41225
ARHGAP20	0.2455
GREM2	-0.970714285714286
CCDC102B	2.2215
ZNF577	-0.6175
HDDC2	-0.90325
SHC2	-1.1885
NCOA5	0.869166666666667
INPPL1	-1.293
CHGB	-2.5669
IHH	-1.2485
DDEF2	-0.480833333333333
DIAPH3	0.111333333333333
BUB3	0.317583333333333
GGH	-1.11433333333333
VPS35	-0.0037
CNN2	-0.07325
ASNA1	-1.13525
WDTC1	0.61925
AMAC1	0.347
HAS3	-1.05433333333333
SLC1A6	2.659
ZNF563	-1.505
C1S	4.80625
TCF7L1	3.52275
OR10Z1	0.915
ME2	0.5583
C6orf151	-0.692875
KPNA4	0.8868
GLO1	0.384
WDR61	-0.670333333333333
CD302	1.541
SIRT7	-0.253166666666667
C11orf59	0.394
PKIG	-0.86375
PPIL3	-0.72675
CCDC74B	-1.25325
ZNF528	-2.26725
EFNA5	1.4985
FCGRT	1.13025
NOL4	1.888
CCS	-0.51475
LOC374491	-0.41925
MFSD7	2.9225
ZNF555	-0.541
LIMS3	-1.05225
TSSC4	0.550333333333333
COL11A2	-0.494
C1orf119	0.783666666666667
BPNT1	0.689125
CHRNA6	0.702
C1orf173	0.3275
PLD2	0.601
ORC1L	-1.06425
SASH1	0.1565
CDC14B	-1.68175
RLBP1L1	0.882333333333333
LDLRAP1	-0.3238
NAT8B	-0.0185
HHEX	-1.9865
LGALS7	1.967
PLCH1	-0.091875
OR1M1	-0.027
PRAMEF16	0.343333333333333
HECTD1	-0.6735
C14orf39	1.1475
TLN2	-0.9148
HDAC4	-0.171571428571429
SYCP2L	-3.794
GLRA1	-0.993
RPS6	-0.515375
hCG_1757335	-1.4165
KLHL1	-0.019
CTNNBIP1	0.607666666666667
SCAND2	-0.9116
HMGN2	-0.098
YAF2	-0.4505
BRPF1	0.33775
LIAS	-1.09325
CTA-246H3.1	0.9575
SAG	-0.53325
C20orf10	0.08325
HNRNPA2B1	-1.49966666666667
GADD45A	-1.92216666666667
MSH4	0.455
TMEM70	-0.01825
HIST1H2AM	0.56475
C19orf26	0.265833333333333
C1orf50	-0.79
GNG3	-0.5785
FTO	-0.357
CALCB	-1.411
PPP3R1	0.5625
C15orf42	0.31825
CCNJ	1.4875
GNAZ	1.29
PSD	-0.122666666666667
FAM57A	-1.5585
STIM2	-0.692
DHX8	-0.03875
MOGAT3	-0.4875
UBE3B	0.0321666666666667
PLAT	-0.767333333333333
C6orf206	1.0385
COPE	-0.1946
EIF3A	0.030875
C1QL2	4.325
IQCE	-0.168
KIAA0182	-0.363166666666667
SLC22A7	-0.2416
PPFIA2	-0.477
ADAMTS15	-0.3375
ODZ1	-0.8915
THBS4	0.537
ARHGAP1	0.0965
B4GALNT3	-1.1106
FCHO1	-1.7625
LOC440456	0.16175
HOXD10	1.47316666666667
CXCR3	3.54266666666667
CHI3L2	3.019
SRPX2	-0.552
ZNF132	-0.704
UBAC2	-0.479166666666667
RPL32P3	-0.59
CBWD6	-0.0215
ST6GALNAC4	-0.177
KIAA0391	-0.409833333333333
LOC388969	0.66525
KRTAP5-8	-0.515833333333333
ZNF786	-0.30625
LYVE1	1.31316666666667
GPR144	-0.2335
APOH	-5.016875
TSC22D2	-0.513833333333333
PLCD1	-0.451
FLG2	0.357
M-RIP	0.0537
NDUFV1	-0.6995
POLDIP2	-0.6875
RAB3GAP2	0.982166666666667
RPSAP15	-0.825
CLEC7A	2.958875
HSPA14	0.453
TAAR5	0.37975
FAM132A	0.21875
C2orf43	-0.567
OR10V1	0.472
SELPLG	1.15175
C1QTNF6	-1.232
OPCML	0.281555555555556
DTYMK	0.42
ALDH16A1	-0.284125
F13B	-0.8075
MGC16169	-0.6025
KIRREL2	0.401166666666667
C14orf32	-0.04675
