Hybridization REF	TCGA-AN-A049-01A-21R-A00Z-07
HP	-1.5155
HDAC3	0.43425
SCHIP1	0.02925
CLCA1	0.132
OLFML2A	1.270625
C1orf112	-0.7785
KIF19	0.732833333333333
HAPLN4	0.068
CXCR7	-0.700666666666667
GOT2	-0.2262
RAB38	-1.558625
DCX	-0.73
PPM1H	1.7135
NFYC	0.406666666666667
KIN	-0.366
ZNF228	0.1405
PLSCR4	2.61766666666667
HIG2	-1.02875
FAM79B	6.8
C21orf86	-0.9435
KCNK10	0.27925
ZNF738	-0.509125
FSTL5	-0.970666666666667
OR6A2	-0.5665
OTOA	1.54166666666667
EXOC1	-0.04725
AHRR	-2.375125
PDAP1	-2.02
C19orf6	0.268
ZAN	0.26125
LY6G6E	0.5275
EIF4E2	-0.65275
C20orf198	0.08
ZNF324	0.134
CYP3A5	-2.7865
ENTPD7	1.023
MBOAT5	0.0138333333333333
GJB5	-1.7885
TTC13	0.6485
S100Z	-0.814833333333333
KIAA0664	-0.457833333333333
PDGFRB	2.15875
IL17D	-0.68275
OR56B4	0.123
RDX	-2.172
SLC34A3	0.249
IL28B	0.3115
JUND	1.403
CHRNB1	-0.7385
CAMK2B	2.524
FETUB	-1.70025
CXorf23	1.536875
MRTO4	-1.375875
TTC3	-0.1265
NDUFB8	-0.0688333333333333
EDG2	-0.96
SEMA3G	1.02525
IL23A	-1.85775
GRHL1	0.5401
LOC441054	-1.6775
WDR65	1.67371428571429
PSTK	-0.484
STOML3	0.337666666666667
R3HDM2	0.0677
C5	-2.34425
SLC2A10	0.931166666666667
C3orf22	0.3205
PAQR3	-1.50476923076923
ANKRD26	-0.879
HCRTR1	-0.1845
LOC399947	-1.0015
PSD2	1.29975
TIGD2	-0.988166666666667
SCRN1	-0.29925
COQ10A	-0.924
DDI2	0.1855
METTL7B	-0.392333333333333
UCN2	0.18575
FAM92A3	0.34075
WDR16	0.87975
ZNF511	-0.1985
ZMYM5	-0.26175
POLR3G	-2.551
ZNF586	-0.96975
C1orf49	0.110833333333333
TANK	0.272666666666667
RCAN1	-0.631666666666667
PELI3	0.910333333333333
LIMD2	-0.32
TMEM189	-0.721
NTN4	0.1485
LOC151300	0.1785
CLEC2A	-0.6235
GPR135	0.12975
DPYSL4	-2.5964
JAK2	-0.130333333333333
TSHZ1	1.33883333333333
TM9SF4	-0.055125
ZNF264	0.776833333333333
SIRPG	1.36075
BICD1	-0.37925
HERC6	3.11616666666667
METTL5	-0.3075
CASP1	1.0795
PRRT1	-0.570666666666667
PLA2G4C	2.088
ICA1L	0.188642857142857
TPTE2	0.175333333333333
OTUD7A	0.3365
AQP11	-1.57875
APOA2	-4.272
KALRN	-0.0226
SECTM1	0.992
IFNAR1	0.62
TALDO1	0.46925
RAB11FIP4	-0.633333333333333
EIF5A	-1.359
FAM49A	1.78075
NEGR1	-0.0253333333333333
YTHDC2	0.891625
EHD2	-0.45125
NCF1	1.4863
SCRT2	0.423
HOXA5	-0.940333333333333
NUP133	0.11125
FGF12	0.118875
SLMO2	-0.239375
SNTA1	0.134
CACNG2	-0.07875
GCM1	0.535625
ELF1	0.956833333333333
TLR5	2.30425
TCFL5	-0.36725
RBMY2FP	-1.178
LOC100125556	1.033
FAM129B	-0.205625
MAP3K7IP1	-0.35575
NCK2	0.281
OXA1L	-0.74425
FMO9P	0.9425
ZSCAN12	-0.1915
PSMD12	-0.17925
HSCB	-0.90925
CLDN10	-3.05525
MGC13053	-0.87175
HPCAL4	-1.06333333333333
ASZ1	-0.268
MEX3D	-0.137333333333333
NFAT5	-0.8919
CSPG4LYP1	-0.25
FBXO3	1.2249
DVL1	-0.716166666666667
CMKLR1	1.79133333333333
TYMS	-2.70375
PEF1	1.47425
ZNF750	-0.499833333333333
MCM5	-0.9821
MEGF11	-1.05675
KCNK7	-0.133
PTP4A3	0.236
C1QTNF2	-1.48683333333333
OR6S1	0.378
FAM122B	-0.22675
ZNF551	-1.305375
HBQ1	-2.208
GEMIN6	-0.10225
ARSK	-0.8665
RBP7	2.23016666666667
CPNE9	0.49625
DSC1	0.4925
LOC730112	-0.4575
MAP2K4	1.511
HS3ST5	-1.92
EPB41L3	0.229
TEKT2	2.04375
CDKN2B	0.261083333333333
ZNF480	0.24925
MAP3K6	-0.0387
MAP6	3.34016666666667
HN1	0.8482
OR2L13	0.1742
SLC16A11	0.192
FAM96A	0.342
APOL1	0.2965
C5orf32	1.02625
RTP1	-0.472166666666667
RNF175	-0.71525
ZBTB41	1.220625
AHCTF1	-0.218
SAE2	-0.4013
ITGA2	0.0268333333333333
MME	0.109666666666667
CCDC14	-0.78625
MAST4	1.56185714285714
KRT33B	-0.491
KCTD2	0.136166666666667
WDR26	0.623666666666667
MFI2	0.51975
NR4A3	0.136875
ARSA	1.34175
UNKL	-0.0758333333333333
SULT6B1	0.178
CCNA2	-1.7535
SOX15	-0.783
PPAPDC1B	-0.370333333333333
C19orf44	0.5175
MCAT	-0.355916666666667
ARID1B	0.614625
OR52N1	-0.095
C12orf48	-1.7585
MAGI1	-0.394
NIPA2	0.015
GBX2	-1.5865
RSHL3	1.0435
RAVER1	-0.1205
C15orf17	-1.05025
SLC30A2	0.18025
ZNF518	0.0892500000000001
PCYT1B	-1.31625
C10orf114	-0.60025
EIF3H	0.860666666666667
SLC25A39	-0.593666666666667
KIF1B	-0.556625
AMOTL2	0.4855
C6orf120	0.532375
PSRC1	-1.86525
PLA2G10	3.608625
KIF5C	-0.050375
MRPL37	-0.414
C17orf62	1.083
C9orf135	-1.97283333333333
DUSP10	0.7894
CLCNKB	0.0915
PSMA5	0.530125
C8orf53	1.567
AMPD3	1.11633333333333
PIAS1	-0.23675
ADCYAP1R1	0.239
GYLTL1B	-0.69575
CDH20	-0.089
FBXO7	-0.686
TMEM134	1.06816666666667
FLJ14213	1.00833333333333
ZNF3	-1.13525
LRRFIP1	0.145666666666667
CNOT2	0.166583333333333
ABI3	2.2955
ALDH5A1	0.32275
HNT	2.7485
SERPINA4	-1.6635
TK2	0.0596666666666667
STMN1	-2.02133333333333
GUCA2A	0.286833333333333
GALNT10	1.50507142857143
DPP6	-0.640789473684211
C9orf93	-0.654375
PRELID2	0.25525
STK39	0.878875
SFTPA1	-1.36775
CKS2	-1.00844444444444
RHO	0.192625
C20orf135	-0.03575
XKR3	-2.263
CR1	0.4205
RPS6KA2	0.2645
C20orf112	0.774
MRPL22	0.59425
C4orf23	0.160166666666667
GADD45B	1.3165
KLHDC1	1.41533333333333
C2orf48	-2.1685
ZNF287	1.3775
DAAM2	-1.18125
DPPA2	-3.083
TCTN3	0.623
DNAJB11	1.57975
FPR1	3.4315
DEFB4	0.0915
PTCD2	-0.6271
SMOC2	4.4665
CABP7	1.23675
SERPINB11	0.14175
MAGEF1	2.02725
NDE1	0.5215
ITGA10	0.0795
FSHB	0.435
ANXA2	0.825
HORMAD2	0.3675
HLCS	0.38125
MCF2L	1.53083333333333
FH	0.43075
TBC1D24	1.874
KIAA1505	0.78
LGALS2	-0.04325
CNBD1	0.318
SYNPO2L	-0.667
PTPN23	-0.389428571428571
C1orf183	-1.14883333333333
MAGEA8	-2.868
DGCR8	-1.93625
GSR	-1.3205
PAQR7	0.5585
ZNF676	0.2315
CACNA1C	-0.0467
SP7	0.3675
PDCD6	-0.258
NRN1L	-1.5725
BRI3BP	-0.38125
KIAA1183	0.6055
ASB4	0.47925
CCL23	1.2288
OBSL1	-0.52025
SLC12A7	0.751166666666667
KIAA0240	0.896125
CD1B	-2.83016666666667
FCGR2A	2.26075
MDC1	-1.438
HTR1A	-0.0555
OCEL1	1.463
ATP11B	0.8078125
FBXO34	0.369166666666667
PCDH12	3.35033333333333
RPE	-0.37
C17orf74	1.005
CSDC2	0.201833333333333
PET112L	0.2815
TMBIM1	-0.00775
P2RXL1	0.52625
TCHP	-0.11025
TRMT1	-1.13533333333333
F2RL2	1.41833333333333
LRRC32	3.19583333333333
IMPG2	0.0115
BGLAP	-0.06825
LOC493869	-0.24025
MRAS	1.7385
SLC35F5	1.228
CBWD1	0.405
AXL	-1.035125
ATP2C2	0.6845
TELO2	-0.16475
PNPLA3	-3.938
PCDHB14	1.703
CD276	1.3375
KRT80	-1.1955
DUSP28	-0.5075
CSNK1E	-0.994666666666667
SRP14	1.0755
KCNQ4	-0.272
KRT72	0.479333333333333
CCDC117	0.066875
C6orf89	0.00372222222222223
TUBB2B	-2.71333333333333
RTN4IP1	-0.397
CR1L	-3.0985
CEND1	0.075125
C12orf41	-0.42
RNF31	0.62525
UBN1	0.467166666666667
C17orf32	1.285
SLC5A7	0.547
GPR92	1.08633333333333
ESAM	2.3461
CTNNA1	1.02275
HRBL	-0.2872
CBX4	0.6995
TMEM182	-0.1965
SH3TC2	-1.52433333333333
IL10	0.995833333333333
PXMP4	1.6215
RNF167	0.4858
PAK7	0.996333333333333
ETV3	0.0275
ATPIF1	-0.599333333333333
LOC554207	-1.95333333333333
OR8H1	0.3155
WDFY3	0.548125
DPM1	-0.7965
GPSM1	-0.1255
WDR92	0.0292
LRP1	0.282333333333333
ANKH	-0.86075
THUMPD3	-0.2085
POLR1B	-0.97025
OLFM4	3.79566666666667
RAD9B	0.66925
TSPY2	-4.389
PAX6	-1.4715
SCG2	-1.29675
SLC17A6	0.2365
FMO3	2.15975
PADI4	0.274625
TUBB4	-0.7588
NLK	0.20175
POU4F3	-0.7535
SDF4	-0.3855
ITGBL1	2.19383333333333
NETO1	-1.23575
TAP2	0.75375
ABBA-1	-0.627083333333333
GNAI1	-0.761
VPS4B	1.25775
NOPE	-0.4128
GALNT6	1.83616666666667
SESN1	0.465
GBE1	-1.15577777777778
CLASP1	-0.0105
RASGEF1B	1.05325
ACOT11	0.0655
AFAP1	-0.0205
OR2H2	0.23175
DPY19L2P1	0.2215
DZIP1	-2.25875
SEC22C	-0.3625
GPR161	-0.794666666666667
RNF146	0.603
WDR74	-0.539375
GALP	-0.574
PURA	1.247
DNPEP	1.08116666666667
RP11-78J21.1	-1.1485
ERBB2	2.570125
FANCM	-0.283166666666667
NEO1	0.712166666666667
DDX3Y	-4.7264
RPS3A	0.244
MXRA7	-0.340071428571429
LGALS3	-1.27583333333333
GLT8D1	-0.4285
CFL2	-1.3865
UPB1	0.22775
NAP1L5	-1.053125
CLDN14	0.6465
DHX38	-0.97725
BTBD1	0.37825
TARS2	-0.590333333333333
ABCF1	-0.2842
FCF1	0.4005
LRRC49	0.621
GUCY1B2	-1.795
C1orf177	0.992
SMARCA4	-0.452785714285714
LRP8	-1.27933333333333
TAGLN3	-1.3275
MRPL14	0.0185
TTRAP	0.21
ZDHHC20	1.17025
NFE2L3	-2.00275
KIAA1377	0.54025
PALMD	0.7465
TMEM43	0.15975
TTL	-0.973125
STAT5B	-0.624333333333333
SSB	-0.455125
OR10H5	0.6405
SLC22A13	-0.765
AKAP3	-1.16975
TIMM23	0.39
OAS2	3.41641666666667
KIAA0423	1.0785
TRIM11	0.938833333333333
GLIS3	1.695125
TMEM50B	1.3015
ARHGEF4	-1.2295
DEGS1	-0.160454545454545
TBL1XR1	2.6771
G6PD	-1.43825
SP140	0.975
MUC17	0.266769230769231
NUDC	-0.3726
DNAJC5B	2.04883333333333
SCARA3	-1.311
CPA3	5.54783333333333
BCAT2	0.02225
MFN1	1.1144
NRG3	-1.7535
SNX11	0.23925
PLEKHH1	-1.0325
GPR177	0.711333333333333
HCFC2	0.8765
TCAP	-0.569
MOCOS	-3.263
C14orf93	-0.38325
PRDM10	-0.647666666666667
SLC16A4	0.959833333333333
SRGAP1	0.439833333333333
VIP	0.72125
DUSP27	0.261166666666667
LILRA1	0.8502
MC2R	-0.0015
MGC24103	-1.97275
MBTD1	-1.5195
FUT11	-0.000999999999999996
USP33	0.4068
C15orf39	-1.278
MAP3K12	-0.3705
PAAF1	0.0035
BARHL1	-0.1845
FLJ16165	-0.089
PIWIL2	-2.748
SYNE1	0.177666666666667
CMTM4	-0.8035
TSPYL1	1.5554
GUF1	0.0855
TMEM157	1.7255
WDR44	-0.05275
HIST1H3C	0.701
DKFZp666G057	1.752
RNPEP	0.96525
GAS2L2	0.152
ADH4	-3.73825
GRPR	3.34866666666667
FBXL17	0.177
ZBTB10	1.04358333333333
Gcom1	0.366111111111111
HTRA1	2.0766
ZNF585A	-0.2055
SLC26A2	0.520071428571429
OTOP3	0.277833333333333
WISP1	2.50966666666667
ATP2B4	-0.90325
FLJ10769	0.63075
CRAMP1L	-0.141625
CHST12	-0.81575
RAB22A	0.214416666666667
TARDBP	-0.342285714285714
STAU1	0.18475
CRB3	2.77666666666667
MIG7	-1.28375
CHMP1A	-0.215166666666667
ZNF160	-0.007375
B3GALT6	-0.231
BARX1	-1.73533333333333
C6orf167	-1.23525
NXNL1	0.3905
DHX29	0.7305
HADHB	0.157
PLXNB2	0.235
ILDR1	-1.413
SLC15A3	2.75625
GAS2	-3.932
C20orf69	-0.3575
NUMB	0.06
TNIP1	0.463375
MESP1	-0.377166666666667
PSKH1	-0.77225
NSFL1C	-0.027625
RHOG	0.17025
HEY1	-1.78933333333333
KNG1	-1.772375
ITGAX	2.0726
LIN9	-0.184666666666667
CANT1	1.677
XRN1	1.06971428571429
CCDC96	1.7352
HEATR6	-0.7135
GNG7	-0.0750833333333333
RUNX2	1.3994375
SOX1	0.209166666666667
FCRL5	0.1995
ZNF99	0.62075
FAM9A	0.1975
SNX22	0.257
MBNL3	-2.6845
ODC1	-2.7141
ADORA2B	-3.36
NR2F6	0.87425
ZFYVE16	-0.202833333333333
SYNJ2BP	0.7595
POLE	-1.3055
E2F2	-1.43925
THRA	0.991
PTGES2	-1.42616666666667
HIP1R	0.372
TMUB1	-1.282
ENO3	-1.9245
RSPH10B	1.1175
CXorf39	1.727125
IRGC	0.1365
GPR109B	-0.6845
FLJ13305	-1.397
LCE3A	-0.1975
TNFRSF18	-1.0245
DET1	-0.2995
TRPM3	-0.245833333333333
C16orf79	-0.486
FECH	0.570666666666667
RAP2A	0.0565
CRIP1	3.75516666666667
AZIN1	0.398125
SLC7A7	3.25375
IL10RA	0.9517
TMEM64	-2.3035
CDC42EP4	1.0004
C16orf58	0.3287
ARG2	-2.608
POU5F1P4	-4.69425
FAM62B	-0.574
DNAH8	-2.2861
ASH2L	-0.509375
TSLP	-3.61533333333333
CNTNAP5	-1.1302
TMEM16C	-0.1765
IFNA14	-0.1745
SLC1A3	0.548
CABYR	0.1085
BCL7B	-0.6262
NUDT13	-1.659
C13orf28	0.325
C1orf53	2.3785
ARL6IP4	0.3911
RPL35A	0.854
EMR3	0.06175
RAB40C	1.1385
SLC41A1	-0.303
LRCH1	0.053
LY6G5B	-0.982
FAM124A	-0.580642857142857
MGC10981	-4.1025
CLIP3	0.153
MAP4K2	0.857666666666667
CHIC1	0.21725
SULF1	4.39633333333333
C20orf30	-0.0155714285714286
PRDM5	-0.81025
ELOVL1	0.31775
C11orf48	-0.34275
SLC39A10	-0.25675
KCNV1	0.37175
ACP1	-0.639833333333333
ZMYM2	0.132125
B3GNT6	0.0828333333333333
C9orf69	-0.85675
C2orf15	1.6585
C20orf166	1.042
HSP90AA6P	-0.309
EDG7	-0.7925
NEURL	1.1995
LPL	1.36566666666667
CLEC2D	-0.074
GRRP1	1.266
CD8B	-3.0307
HIST1H3D	-0.378166666666667
SLC6A12	0.553875
FAM27L	-0.044
CD84	2.2304
RASA1	0.259
PHKG1	-0.105
MAGEA11	-1.1335
IMPA1	-0.1515
NPM3	-1.76725
RARRES1	3.643
SH3BP1	-0.12875
B3GNTL1	-0.0455
ARPC5L	0.361166666666667
KLHL26	0.0765
SIM2	-1.66075
GJC1	0.5945
C20orf194	-0.0365
EXO1	-1.81475
SLC2A2	-1.87033333333333
LOC285074	-0.92475
LRG1	3.13275
KIRREL	0.1025
PIK3R1	0.963857142857143
C4orf34	0.753
MAF	-0.676055555555556
ADCY4	3.45416666666667
ZMIZ2	0.574
SLC46A3	2.43883333333333
STAMBP	0.093
CCDC16	0.986
MS4A12	0.3175
TCF20	-0.58975
LRRC46	1.64225
C20orf152	-0.47425
MRPS6	-0.85675
ABCB11	0.424
KCNC2	0.7245
CDH19	-2.65966666666667
C9orf123	-0.710666666666667
SSH3	1.351375
LDLRAD1	-1.37475
CCBE1	-0.78475
ZNF135	0.4095
TAAR1	0.295
WFDC12	0.4595
CCDC42	0.121166666666667
FLJ12529	-0.66525
PER1	0.1305
TIMM50	-0.257166666666667
SMARCAD1	-0.978333333333333
FAM26C	0.1875
TP53TG3	-1.92583333333333
SH3RF1	0.8798
LMCD1	2.61525
GPR63	0.2495
FLJ21986	-2.31425
AIFM3	-0.768
MICAL1	-0.327166666666667
BLZF1	1.405
IQCA	2.201
PCDHGC3	-0.0955
SAC	0.08125
BCL6B	2.0945
DDO	-0.30175
MARCO	3.35475
DCHS1	0.736833333333333
C1orf170	0.443166666666667
CD200R1	0.669
C22orf15	-0.242
SEPT11	-0.444833333333333
ADNP	0.009
UST	-0.7536
C13orf34	-0.944
RFFL	1.375
APBA3	-0.536
C2orf60	-0.34375
CUTL1	-0.6355
PMS1	-1.35
ZNF689	0.6465
EIF3E	-0.436
IL9	0.296
RPL31	-0.6255
LY9	0.599833333333333
ATP2B3	0.0105
KDELR2	0.970083333333333
TFCP2	-0.01825
NLRP12	1.223
FLJ45422	-0.22275
TLE4	-0.75
ZNF570	-0.955
FLJ43806	-0.452
TLK2	0.358625
CIR	0.91275
MARS2	-0.372
COL24A1	0.62375
SDF2L1	-0.2405
HIBADH	-0.537
IGFBP3	-2.58478571428571
C12orf23	0.95175
PSPC1	0.109
C20orf43	-0.3695
TRAV20	0.453
ARHGAP24	0.321375
KIAA1975	-0.879125
C1QA	3.363
DNTT	-4.52016666666667
C10orf6	-0.0885833333333333
C11orf41	0.423875
HNRPF	0.456375
COL11A1	6.43633333333333
UBAP2	-0.91
CDKN2AIPNL	-1.2505
C20orf174	2.6585
SPRED2	0.62825
PLA2G12A	0.886833333333333
ICEBERG	-1.809
SCN10A	0.259
C11orf65	-0.163
GBP5	4.517
PITPNC1	-1.6315
POU3F3	0.439
NCOA7	-0.6065
LIN7C	0.0468
LOC348840	-1.4955
NKX2-2	-2.48025
ANKRD13D	0.162125
LOC123688	0.26525
FUT2	0.809
TAAR8	0.5835
FZD4	-0.344416666666667
PNMA3	-0.889166666666667
OR4L1	0.324
WIT1	-2.21725
EXOC3L	1.51975
ATPBD4	-0.7035
KRBA1	-2.0985
UBXD6	-0.8075
HOXB7	-0.993642857142857
C7orf23	-1.091
UNQ338	0.78725
STAB2	0.2745
CDC20B	0.30775
IRF9	2.64025
CENTG1	0.210083333333333
TNPO2	-0.7965
MCPH1	-0.01325
BMS1P5	-1.70425
SLC26A7	0.77025
HIST1H3J	0.69925
C9orf3	0.1563
LBH	0.805875
MYO1D	0.8865
PTDSS2	-0.11775
NFU1	0.8555
DEPDC4	-1.5205
WNT7B	0.2977
GLP2R	-0.385833333333333
SETD4	-0.7456
DYNLT3	0.2167
FKBP11	-0.982
SESTD1	2.7355
FLII	0.39525
RPS16	-0.345
CHPF	0.254666666666667
CSNK2A1	-0.0328333333333333
SUMO1P1	-0.0925
FKBP6	-0.5895
ZNF214	-0.776833333333333
TWIST1	0.221833333333333
DDX56	-0.200166666666667
TRAM1L1	2.09
EPO	-2.7225
MRPS18B	-0.11775
ZNF682	0.1025
RPL14	-1.16016666666667
MAFF	-0.77775
LOC51136	-0.043125
LY96	0.0525
DDX20	-0.436
ABTB1	1.10366666666667
ARL5A	0.5658
CCT6A	-0.6545
HEPACAM	-1.1075
EHHADH	0.694666666666667
RBAK	0.277833333333333
CGB1	0.135
ITGB5	0.7055
YIPF3	0.3875
FKBP2	0.7965
NR1D1	-0.1792
TMEM110	1.064
NEK2	-0.421166666666667
PRAMEF8	-3.1015
C20orf52	-0.387166666666667
PCDHGA3	0.9025
VWA3B	0.184
NDUFA5	-0.74025
THAP9	-0.23025
FLVCR2	-0.348
AP1S1	-2.606875
SMAD6	-1.2835
SAV1	0.3435
SAT1	0.86175
ZNF251	1.377125
ADAMTS7	-0.0869
RPP38	-0.42975
C1orf211	-1.6665
YPEL2	1.4276
RBMS1	-0.272
ZNF445	-0.493166666666667
NRXN2	0.462333333333333
PGBD4	-0.30025
UGT2B28	-2.4035
WBSCR16	-1.251
NLRC3	0.494375
ASTL	0.153
ST6GALNAC1	-2.86025
ZADH2	0.3485
MLLT4	1.09783333333333
ARL6	1.02166666666667
MEF2C	0.5075
CBFA2T3	-1.1255
AFF3	2.97321428571429
COG7	0.934833333333333
MYB	0.541
PLXNA3	0.0545
XRCC2	-1.87016666666667
MMS19	-0.373
ST8SIA5	0.281375
CHPT1	-0.473166666666667
KIAA1712	-1.047875
OR6X1	0.6305
ACTR3	0.79275
UGCG	1.93233333333333
OR4P4	1.058
ZAP70	-2.78575
LPP	2.33075
ZNF485	-0.2175
PTPRCAP	-0.01925
IL12RB1	0.47
ATRX	0.2389
CHST8	3.017125
C14orf109	0.875
ARV1	1.07375
NMB	-0.715
COX5A	-0.361
EIF6	-0.22825
MPPED2	-0.1175
SEMG1	-1.0165
CHRDL1	0.654
TRAF3IP2	1.17525
WNK2	-0.119625
LILRA4	2.62766666666667
LAMA2	3.97625
PXT1	0.073
RLBP1	-2.6045
CD300C	0.6915
SLTM	-0.1375
FLJ10404	-0.5085625
APOBEC3D	-1.66566666666667
RENBP	0.484
ATXN7L1	-0.126875
NID1	0.574
TUBGCP3	-0.340375
ITIH5	1.49816666666667
CCDC110	1.59425
C8A	-2.39775
MGC87042	-1.3925
HOXC13	0.49525
TFDP2	-0.04475
HCP5	1.541625
POLI	0.09125
UCN	-0.905833333333333
ZNF764	0.390166666666667
C8orf45	1.75075
FHL3	-0.61775
SPATA5L1	-1.2665
MMRN2	2.58166666666667
NDST1	1.2875
COL20A1	0.0128333333333333
ZNF248	-1.01383333333333
PELP1	-0.8935
MBL2	-2.15283333333333
RNF41	0.171
C5orf24	0.907875
THOC5	-0.744125
SERINC3	0.853833333333333
RP11-151A6.2	1.35025
CDCP2	-0.04
HIST1H2AA	0.3475
C11orf75	-0.116166666666667
FKBP7	-0.09575
DDOST	-0.287
GPNMB	0.9335
TTF2	-0.614166666666667
KCNT1	-0.212
SLC39A14	-1.294875
NGRN	0.6588
GPR137B	2.57075
MECP2	-0.30675
PSMA1	-0.0245
C16orf73	-4.79825
TMEM60	-0.527166666666667
CSN3	0
NOS1	0.454333333333333
RAB7L1	-0.742333333333333
YBX2	-0.688
KIAA1166	-1.024125
FUBP3	-0.480833333333333
ABCG1	1.074
ACACA	0.828083333333333
ARL11	1.9681
ATOH1	0.0475
ODF1	0.0546666666666667
CREB3L3	-1.61666666666667
TMEM127	1.52542857142857
DSCAML1	0.7885
PLN	2.69233333333333
LYPLA1	0.390916666666667
PRDM9	-1.1335
SASP	0.019
PLUNC	0.159
INTU	0.865
HISPPD1	-0.10075
LNPEP	1.489
YARS2	-0.8315
APCDD1L	-1.5375
ZCCHC4	-0.3719
FBXO22	-0.237333333333333
TTLL13	-0.1
ZNF669	-0.537333333333333
PTGDR	2.285
DDX27	-0.48
KIAA0409	0.0703333333333333
GJB6	0.02325
ASB8	0.79175
PLP2	-0.415166666666667
MEPE	-0.26725
OR10J5	-0.108
KRT222P	0.5155
COQ7	1.441
C1orf101	1.852
RERG	3.9738
CHMP5	0.50575
THAP11	-0.379875
ZNF43	0.9605
ZRANB3	-0.796
KRT13	0.256125
MRPL19	-0.4815
RBBP9	-0.819125
SPATA17	1.52857142857143
BXDC5	-0.233666666666667
PAFAH1B1	0.329
MAGEE1	-0.3765
OSTF1	1.615
KIAA0323	0.1805
TXNDC13	-0.1645
CNTN4	1.054125
LCE1B	-0.654
UNQ501	1.49075
ZNF154	0.21725
C3orf64	-0.091
SYT5	-0.1211
PON1	0.303833333333333
FLJ10357	-0.232375
ATP4A	-1.6865
GNPDA1	-0.752833333333333
MGAT1	1.08883333333333
C14orf121	0.174
SLC35B2	0.0905
MIER3	0.466666666666667
CHEK1	-2.82625
ZNF8	0.123833333333333
TXNDC1	-0.237166666666667
CKB	-1.6772
RTN3	0.976214285714286
FZD2	-0.886333333333333
PART1	0.468
PSMB6	-0.6465
PCDHB8	2.083
PHC3	1.0714
PPP1R8	-0.852166666666667
NOVA2	1.64033333333333
TNFRSF11B	-3.224875
GOLPH3	0.481333333333333
UBLCP1	0.129
SUHW3	-0.5195
TTLL1	0.40025
OPN4	0.221
OR13G1	0.4135
ZPBP2	0.1842
HSD17B11	-1.53625
C9orf50	0.2095
DHDDS	-0.18
CTSW	0.9249
NEFM	-2.01766666666667
MRPL28	0.511
SYN1	0.0493333333333333
PIGV	-0.136
ZIM2	-0.834
APBB1	-0.157666666666667
SND1	-0.98325
C1orf123	-0.317666666666667
CHD3	-0.49975
BHLHB8	0.2155
RNASE2	0.695
BCAP31	0.470875
SLC25A44	0.299333333333333
CHD6	-0.0652
PIB5PA	0.930153846153846
SELS	-0.30275
LOC541471	0.077875
FAT2	0.423
ZNF81	-0.167
OR4C16	0.2585
FLJ10081	0.2086
LRRC4	1.37825
CS	0.653166666666667
N4BP2	-0.40725
IGFBP7	2.01125
ZNF318	-0.012
NDNL2	0.606625
ZNF609	0.499625
SIRT4	-0.444
EXOSC10	-0.9715
ECE2	0.307166666666667
OVGP1	1.258
GTPBP3	0.06125
PACS2	0.1063
C19orf36	-0.1705
ARL4C	-0.49125
ATG4B	-1.05675
UBQLNL	-0.10225
RHOXF2B	-3.5675
PLEKHG2	-0.6495
GALR1	-0.6865
AQP4	0.674666666666667
HDAC7A	-0.0633333333333333
DCUN1D3	0.87425
OR8A1	0.4305
CCRN4L	0.82575
CBR4	-0.429
KIFC1	-1.8515
SLC7A14	-1.08083333333333
LHX5	0.7
TRPC7	-0.508
LPXN	-0.72025
SERPINA1	-0.5535
RPS13	-0.5333
BPIL3	0.23
PRKAA1	-0.667
FADS2	-1.4183
ENAH	-0.7078125
PRO1768	-0.638
APBA2BP	-0.067
LIPH	3.71
C3orf33	-0.1205
RCC2	-0.440642857142857
ALDH1A2	-3.0106
RNF103	2.166
AHCY	-0.952875
ALG12	-0.183
CCL17	1.76
ZNF543	1.0755
ESRRG	1.4991
CNGA1	-0.238
RDH5	-0.109666666666667
OTX1	-0.5938
PTGFR	-1.3585
CDR2	0.0625
SELE	2.481
NLGN2	-1.20933333333333
EXOSC9	-0.32225
ZNF566	0.135833333333333
KLRC2	-4.003
GPR12	0.6155
KIAA0196	1.72325
PDRG1	-0.42475
SSR3	1.26771428571429
MSI1	-0.338
CST9	3.732
CC2D1A	-0.0745
PLAGL1	-0.6735
ZNF778	-0.5075
RNF2	0.852
KLF6	1.20566666666667
THBD	1.783
tcag7.1314	0.18175
NR5A1	-0.00866666666666666
ABCD2	0.112
DNAJC7	-2.13375
CLEC4C	1.054
TM2D3	-0.23325
CCDC4	-0.7735
PLAC2	-1.862
DCD	2.9285
FAAH	2.023125
POLA1	-0.544
TM7SF2	0.262875
FLJ39822	0.2925
FLOT2	-0.118875
MAP4K1	-0.474
SRP68	0.737
C21orf74	2.5575
ARPC5	0.679875
LOC126075	1.7705
HECW2	0.455
ZDHHC4	0.1105
ANKRD42	2.635
PDE9A	-0.195333333333333
ABCA8	1.2405
NDUFS2	-0.058
UBR5	0.63175
BTBD16	-2.1135
LOC554174	-0.477
ZNF20	1.0915
KIAA1843	0.058
WDR17	-1.123625
C15orf33	0.4175
RNF113A	-0.388
CAMKK1	-0.8128
CLCN2	0.38075
ANXA6	-1.0565
LOC340069	0.101
EMID1	0.252625
DPM3	-0.763416666666667
ELA1	-0.1685
SLC25A13	-1.3218
KRT24	0.0635
SMPD1	0.00866666666666666
TH	-0.163875
COL6A2	0.898928571428571
ANKS1B	1.33325
GPR126	-3.4274
