Hybridization REF	TCGA-C8-A12M-01A-11R-A115-07
SCHIP1	0.63
CLCA1	-0.6125
OLFML2A	1.4655
C1orf112	-1.5905
KIF19	0.513833333333333
HAPLN4	0.1197
CXCR7	1.48083333333333
GOT2	0.9809
RAB38	-4.07725
DCX	0.444
PPM1H	0.3355
NFYC	0.0679166666666667
KIN	-0.058875
ZNF228	1.5945
PLSCR4	-0.0346666666666667
HIG2	-0.63075
FAM79B	2.625
C21orf86	-0.7952
KCNK10	-0.454
ZNF738	-1.378125
FSTL5	-1.29216666666667
OR6A2	0.449
OTOA	1.1105
EXOC1	0.932
AHRR	-4.119375
PDAP1	-0.876
C19orf6	-0.40025
ZAN	0.44425
LY6G6E	-0.6115
EIF4E2	-1.025
C20orf198	0.42275
ZNF324	0.1585
CYP3A5	-3.752
ENTPD7	0.392333333333333
MBOAT5	-0.151
GJB5	-2.3425
TTC13	-1.4595
S100Z	-1.41283333333333
KIAA0664	-0.679666666666667
PDGFRB	1.68625
IL17D	-3.16875
OR56B4	-0.3325
RDX	-2.85483333333333
SLC34A3	0.5955
IL28B	-1.5875
JUND	0.61475
CHRNB1	0.258125
CAMK2B	-0.25325
FETUB	-1.1615
CXorf23	1.673375
MRTO4	-0.7765
TTC3	1.5622
NDUFB8	-0.218166666666667
EDG2	-2.882
SEMA3G	1.8745
IL23A	-1.97375
GRHL1	0.438
LOC441054	-1.452
WDR65	0.654142857142857
PSTK	-0.61825
STOML3	0.424666666666667
R3HDM2	-0.0268
C5	-2.06975
SLC2A10	1.05833333333333
C3orf22	0.334
PAQR3	-0.914230769230769
ANKRD26	0.4785
HCRTR1	0.0405
LOC399947	-0.559
PSD2	0.3725
TIGD2	-0.946833333333333
SCRN1	-3.338375
COQ10A	-0.35475
DDI2	-0.047
METTL7B	-0.4555
UCN2	0.351
FAM92A3	-1.33925
WDR16	0.17625
ZNF511	-0.524666666666667
ZMYM5	1.01275
POLR3G	-3.058
ZNF586	-0.5535
C1orf49	0.728666666666667
TANK	0.389833333333333
RCAN1	-2.212
PELI3	0.1945
LIMD2	-0.529916666666667
TMEM189	-0.015
NTN4	-3.309375
LOC151300	0.225
CLEC2A	-1.123
GPR135	-0.575125
DPYSL4	-3.2041
JAK2	-0.3945
TSHZ1	0.691333333333333
TM9SF4	0.048375
ZNF264	1.214
SIRPG	1.8585
BICD1	-0.5455
HERC6	1.73116666666667
METTL5	-0.224
CASP1	-0.37625
PRRT1	0.212333333333333
PLA2G4C	2.0745
ICA1L	1.83828571428571
TPTE2	0.519833333333333
OTUD7A	1.16866666666667
AQP11	-0.80225
APOA2	-4.3009
KALRN	0.4206
SECTM1	-0.29325
IFNAR1	-0.1345
TALDO1	-0.56075
RAB11FIP4	0.806916666666667
EIF5A	-1.6145
FAM49A	1.1495
NEGR1	-0.409833333333333
YTHDC2	0.688625
EHD2	-0.928875
NCF1	1.2043
SCRT2	1.1815
HOXA5	-1.21466666666667
NUP133	-0.99375
FGF12	0.8191875
SLMO2	-0.284625
SNTA1	0.1415
CACNG2	0.068625
GCM1	0.17425
ELF1	1.27866666666667
TLR5	1.54975
TCFL5	-1.38875
RBMY2FP	0.41
LOC100125556	0.305875
FAM129B	0.692
MAP3K7IP1	0.0305
NCK2	0.0025
OXA1L	0.061
FMO9P	1.164
ZSCAN12	-0.01975
PSMD12	0.38375
HSCB	-0.356
CLDN10	-3.5245
MGC13053	-0.722
HPCAL4	-0.697166666666667
ASZ1	-0.535
MEX3D	-0.298916666666667
NFAT5	-0.1212
CSPG4LYP1	0.148833333333333
FBXO3	0.5943
DVL1	-0.0225
CMKLR1	1.50016666666667
TYMS	-2.481
PEF1	0.3625
ZNF750	-1.90383333333333
MCM5	-1.2088
MEGF11	-0.11425
KCNK7	-0.113
PTP4A3	1.473
C1QTNF2	-1.22866666666667
OR6S1	0.3435
FAM122B	-2.25225
ZNF551	-0.0555
HBQ1	-2.241
GEMIN6	0.06425
ARSK	-1.771
RBP7	2.33116666666667
CPNE9	0.0435
DSC1	0.1365
LOC730112	0.5465
MAP2K4	1.01925
HS3ST5	-0.879
EPB41L3	2.231
TEKT2	-1.0065
CDKN2B	-0.366416666666667
ZNF480	0.45825
MAP3K6	-0.5969
MAP6	1.16016666666667
HN1	-0.6908
OR2L13	0.741166666666667
SLC16A11	0.61325
FAM96A	-0.367
APOL1	0.096
C5orf32	-0.93125
RTP1	-0.337166666666667
RNF175	-2.094875
ZBTB41	2.068125
AHCTF1	-1.047
SAE2	-1.0149
ITGA2	-0.759166666666667
MME	-2.4845
CCDC14	-1.16775
MAST4	1.14371428571429
KRT33B	0.222
KCTD2	0.203166666666667
WDR26	-0.348
MFI2	-1.187375
NR4A3	-0.09275
ARSA	0.02675
UNKL	0.3645
SULT6B1	-0.1375
CCNA2	-2.93416666666667
SOX15	-0.39
PPAPDC1B	-0.822916666666667
C19orf44	0.0415
MCAT	0.11625
ARID1B	0.291
OR52N1	1.642
C12orf48	-1.0955
MAGI1	2.41725
NIPA2	-1.00925
GBX2	-1.8155
RSHL3	0.94275
RAVER1	0.288666666666667
C15orf17	0.699
SLC30A2	0.7315
ZNF518	-0.68225
PCYT1B	-0.98525
C10orf114	-1.4865
EIF3H	1.27891666666667
SLC25A39	-1.51366666666667
KIF1B	-0.377875
AMOTL2	-0.8815
C6orf120	0.00337500000000002
PSRC1	-2.063
PLA2G10	3.9095
KIF5C	2.210375
MRPL37	-0.4245
C17orf62	1.52566666666667
C9orf135	-1.975
DUSP10	0.4842
CLCNKB	0.2315
PSMA5	-0.553
C8orf53	1.42375
AMPD3	-1.05783333333333
PIAS1	0.11875
ADCYAP1R1	0.0205
GYLTL1B	-0.458
CDH20	-0.0865
FBXO7	0.11875
TMEM134	-0.0745
FLJ14213	0.531666666666667
ZNF3	0.61125
LRRFIP1	0.875375
CNOT2	1.48308333333333
ABI3	2.21325
ALDH5A1	-0.824666666666667
HNT	1.9616
SERPINA4	-2.03525
TK2	0.102833333333333
STMN1	-2.007
GUCA2A	0.0568
GALNT10	-0.415571428571429
DPP6	-0.44115
C9orf93	-0.112625
PRELID2	-0.4705
STK39	0.31725
SFTPA1	-1.16775
CKS2	-0.491111111111111
RHO	0.34425
C20orf135	0.10175
XKR3	-3.2225
CR1	-0.024
RPS6KA2	0.381357142857143
C20orf112	1.4755
MRPL22	0.15125
C4orf23	0.0215
GADD45B	-0.1295
KLHDC1	0.661166666666667
C2orf48	-1.9605
ZNF287	1.279
DAAM2	-1.1255
DPPA2	-3.1485
TCTN3	0.2445
DNAJB11	-0.454125
FPR1	2.643
DEFB4	-0.1055
PTCD2	-0.2797
SMOC2	3.83183333333333
CABP7	0.29225
SERPINB11	-0.16
MAGEF1	1.11275
NDE1	-0.091
ITGA10	-0.5985
FSHB	-0.217
ANXA2	-0.206375
HORMAD2	-0.00974999999999999
HLCS	0.4885
MCF2L	2.33425
FH	-1.7555
TBC1D24	0.2205
KIAA1505	1.0365
LGALS2	-1.43625
CNBD1	-1.4155
SYNPO2L	1.53475
PTPN23	0.413357142857143
C1orf183	-0.777
MAGEA8	-2.339
DGCR8	-1.850125
GSR	-2.441
PAQR7	0.24825
ZNF676	0.16825
CACNA1C	-0.408
SP7	0.4455
PDCD6	-0.368
NRN1L	-0.019
BRI3BP	-0.9
KIAA1183	0.19675
ASB4	0.65125
CCL23	-0.0463999999999999
OBSL1	-0.9565
SLC12A7	1.17741666666667
KIAA0240	1.880125
CD1B	-3.461
FCGR2A	1.026
MDC1	-0.84025
HTR1A	0.482666666666667
OCEL1	0.804
ATP11B	-1.8709375
FBXO34	0.0238333333333333
PCDH12	4.12633333333333
RPE	-0.73425
C17orf74	0.171
CSDC2	0.185333333333333
PET112L	0.11325
TMBIM1	-0.33825
P2RXL1	-0.44175
TCHP	-1.225
TRMT1	-1.16233333333333
F2RL2	-0.5185
LRRC32	2.31433333333333
IMPG2	0.1425
BGLAP	-0.45575
LOC493869	-2.94875
MRAS	0.96
SLC35F5	0.3515
CBWD1	0.1545
AXL	-2.979625
ATP2C2	3.688
TELO2	-0.24375
PNPLA3	-4.7915
PCDHB14	1.197
CD276	0.52025
KRT80	-1.848
DUSP28	0.166
CSNK1E	-0.353666666666667
SRP14	1.1685
KCNQ4	0.1305
KRT72	0.411166666666667
CCDC117	2.453875
C6orf89	0.310055555555556
TUBB2B	-3.9955
RTN4IP1	-1.15775
CR1L	-3.59683333333333
CEND1	0.30125
C12orf41	-0.992166666666667
RNF31	-0.2585
UBN1	-0.0383333333333333
C17orf32	2.040875
SLC5A7	0.165
GPR92	0.219333333333333
ESAM	2.8647
CTNNA1	0.33825
HRBL	-0.2498
CBX4	1.99
TMEM182	0.255
SH3TC2	-1.83916666666667
IL10	0.428166666666667
PXMP4	0.819
RNF167	0.2175
PAK7	-0.108333333333333
ETV3	-0.0305
ATPIF1	-1.427
LOC554207	-0.802166666666667
OR8H1	-0.17425
WDFY3	1.61075
DPM1	-0.88025
GPSM1	-0.5035
WDR92	0.4245
LRP1	-0.470333333333333
ANKH	-0.54075
THUMPD3	-0.789
POLR1B	-0.21975
OLFM4	0.4755
RAD9B	-0.441
TSPY2	-2.6105
PAX6	-1.904
SCG2	-4.011
SLC17A6	0.40275
FMO3	1.885375
PADI4	-0.18625
TUBB4	-0.5701
NLK	-0.246
POU4F3	0.539
SDF4	0.1865
ITGBL1	0.613166666666667
NETO1	-1.962
TAP2	0.10525
ABBA-1	0.532583333333333
GNAI1	1.376
VPS4B	0.61625
NOPE	-0.773
GALNT6	2.48816666666667
SESN1	0.76425
GBE1	-2.39677777777778
CLASP1	0.39875
RASGEF1B	0.401
ACOT11	-0.0464285714285714
AFAP1	0.335
OR2H2	0.26125
DPY19L2P1	-0.4885
DZIP1	-3.28875
SEC22C	0.204666666666667
GPR161	-1.55125
RNF146	0.65925
WDR74	-0.862625
GALP	-0.536
PURA	1.09575
DNPEP	0.995166666666667
RP11-78J21.1	-1.085
ERBB2	2.66575
FANCM	-1.02008333333333
NEO1	-0.389833333333333
DDX3Y	-5.1045
RPS3A	0.0885
MXRA7	-0.662
LGALS3	-2.901
GLT8D1	0.37
CFL2	-0.502333333333333
UPB1	0.24175
NAP1L5	0.322125
CLDN14	-1.0915
DHX38	-0.036
BTBD1	0.23575
TARS2	1.90683333333333
ABCF1	-0.5577
FCF1	0.2825
LRRC49	1.6665
GUCY1B2	-2.3285
C1orf177	-0.00116666666666667
SMARCA4	-0.229428571428571
LRP8	-3.92633333333333
TAGLN3	-0.8755
MRPL14	-0.3635
TTRAP	0.15225
ZDHHC20	-0.102
NFE2L3	-2.567
KIAA1377	-0.211
PALMD	0.4569
TMEM43	-0.36475
TTL	-0.939125
STAT5B	-0.798666666666667
SSB	-0.327625
OR10H5	0.168
SLC22A13	0.123
AKAP3	1.2555
TIMM23	-0.512666666666667
OAS2	0.810181818181818
KIAA0423	0.8005
TRIM11	-0.304833333333333
GLIS3	-0.3925
TMEM50B	0.0373333333333333
ARHGEF4	-2.506125
DEGS1	-1.87818181818182
TBL1XR1	0.901133333333333
G6PD	-0.71825
SP140	0.2924
MUC17	0.264538461538462
NUDC	-0.9175
DNAJC5B	1.61833333333333
SCARA3	-2.08716666666667
CPA3	6.714
BCAT2	-0.641375
MFN1	-0.524
NRG3	0.869
SNX11	0.66075
PLEKHH1	0.373833333333333
GPR177	-1.68316666666667
HCFC2	-1.09775
TCAP	1.517
MOCOS	-4.01025
C14orf93	0.74275
PRDM10	0.0565
SLC16A4	-0.924416666666667
SRGAP1	0.719
VIP	0.18275
DUSP27	-0.108333333333333
LILRA1	0.3001
MC2R	-0.022
MGC24103	-4.12275
MBTD1	0.7705
FUT11	-0.689166666666667
USP33	0.5173
C15orf39	-0.49625
MAP3K12	0.546125
PAAF1	-0.8325
BARHL1	0.288
FLJ16165	-0.6825
PIWIL2	-2.67275
SYNE1	0.0325
CMTM4	-0.5295
TSPYL1	1.1015
GUF1	1.142
TMEM157	3.0155
WDR44	0.59125
HIST1H3C	-0.2015
DKFZp666G057	2.12175
RNPEP	0.7835
GAS2L2	1.292
ADH4	-5.103
GRPR	0.235666666666667
FBXL17	0.98675
ZBTB10	3.28008333333333
Gcom1	1.31372222222222
HTRA1	0.1424
ZNF585A	0.645666666666667
SLC26A2	-0.553428571428571
OTOP3	0.0315
WISP1	0.981777777777778
ATP2B4	-0.0146666666666667
FLJ10769	1.88425
CRAMP1L	0.63525
CHST12	0.24825
RAB22A	0.0788333333333334
TARDBP	-0.413357142857143
STAU1	-0.26925
CRB3	1.24933333333333
MIG7	1.069
CHMP1A	-0.1215
ZNF160	0.5245
B3GALT6	-0.234875
BARX1	-2.33316666666667
C6orf167	-1.574875
NXNL1	0.2555
DHX29	-0.560875
HADHB	0.14875
PLXNB2	0.336375
ILDR1	-0.78225
SLC15A3	1.62375
GAS2	-1.8135
C20orf69	1.109
NUMB	-0.75325
TNIP1	0.223125
MESP1	2.8715
PSKH1	0.53025
NSFL1C	-0.67375
RHOG	-0.4975
HEY1	-1.81416666666667
KNG1	-1.812875
ITGAX	1.187
LIN9	-1.13333333333333
CANT1	3.92725
XRN1	0.446
CCDC96	0.7303
HEATR6	2.165
GNG7	0.86075
RUNX2	-0.3270625
SOX1	-0.374333333333333
FCRL5	1.0741
ZNF99	0.72375
FAM9A	0.8825
SNX22	0.508833333333333
MBNL3	-2.60916666666667
ODC1	-3.0409
ADORA2B	-3.4815
NR2F6	0.50275
ZFYVE16	0.914388888888889
SYNJ2BP	1.3548
POLE	-1.399875
E2F2	-1.335
THRA	0.485333333333333
PTGES2	-0.616166666666667
HIP1R	-1.06033333333333
TMUB1	-0.277833333333333
ENO3	-2.49925
RSPH10B	0.226
CXorf39	0.592625
IRGC	0.13125
GPR109B	0.5595
FLJ13305	-0.683
LCE3A	-0.398
TNFRSF18	0.383333333333333
DET1	0.6095
TRPM3	-0.172
C16orf79	0.291
FECH	-0.791166666666667
RAP2A	0.391333333333333
CRIP1	-0.218333333333333
AZIN1	0.637125
SLC7A7	2.4485
IL10RA	0.5707
TMEM64	-2.67925
CDC42EP4	3.8483
C16orf58	0.4968
ARG2	-4.35625
POU5F1P4	-5.36025
FAM62B	-0.188625
DNAH8	-1.83
ASH2L	-0.91375
TSLP	-3.61566666666667
CNTNAP5	-0.373166666666667
TMEM16C	-1.221
IFNA14	-0.489
SLC1A3	-0.378875
CABYR	2.853
BCL7B	-0.5604
NUDT13	-1.36866666666667
C13orf28	0.673
C1orf53	1.90525
ARL6IP4	0.5644
RPL35A	0.2895
EMR3	0.6155
RAB40C	0.404333333333333
SLC41A1	0.514666666666667
LRCH1	0.3145
LY6G5B	-1.1115
FAM124A	-0.6445
MGC10981	-3.81433333333333
CLIP3	0.2942
MAP4K2	-1.10483333333333
CHIC1	0.73725
SULF1	1.85333333333333
C20orf30	-0.497071428571429
PRDM5	-1.719375
ELOVL1	-0.16725
C11orf48	-0.748125
SLC39A10	-1.42125
KCNV1	-0.0115
ACP1	0.211833333333333
ZMYM2	-0.61325
B3GNT6	0.281166666666667
C9orf69	0.14175
C2orf15	1.8815
C20orf166	-0.757
HSP90AA6P	0.6385
EDG7	-1.13
NEURL	1.51425
LPL	-0.347833333333333
CLEC2D	0.142928571428571
GRRP1	1.73133333333333
CD8B	-2.9324
HIST1H3D	-1.9775
SLC6A12	0.369
FAM27L	-0.222
CD84	1.1857
RASA1	-0.3785
PHKG1	0.34
MAGEA11	-1.442
IMPA1	0.4592
NPM3	-2.02875
RARRES1	1.4565
SH3BP1	0.04775
B3GNTL1	0.7955
ARPC5L	-0.246333333333333
KLHL26	0.40275
SIM2	0.80875
GJC1	0.8025
C20orf194	-0.21975
EXO1	-3.29575
SLC2A2	-2.18316666666667
LOC285074	-1.2145
LRG1	-2.24725
KIRREL	-0.5865
PIK3R1	-0.440785714285714
C4orf34	1.78725
MAF	-1.01111111111111
ADCY4	3.74233333333333
ZMIZ2	0.2553
SLC46A3	1.36516666666667
STAMBP	0.202166666666667
CCDC16	-0.801
MS4A12	-0.095
TCF20	-0.4745
LRRC46	0.04
C20orf152	-1.29433333333333
MRPS6	-1.103875
ABCB11	0.244
KCNC2	-0.043
CDH19	-1.8552
C9orf123	1.11283333333333
SSH3	-0.323625
LDLRAD1	-3.4565
CCBE1	-1.215
ZNF135	-0.376
TAAR1	-0.3615
WFDC12	0.069
CCDC42	-0.395166666666667
FLJ12529	-0.5215
PER1	-1.12683333333333
TIMM50	-0.795333333333333
SMARCAD1	0.571333333333333
FAM26C	-0.4845
TP53TG3	-2.92633333333333
SH3RF1	1.9169
LMCD1	0.24525
GPR63	-0.2915
FLJ21986	-2.802375
AIFM3	0.00724999999999999
MICAL1	-0.833833333333333
BLZF1	1.4
IQCA	0.253166666666667
PCDHGC3	0.2945
SAC	0.3055
BCL6B	2.4725
DDO	-1.046
MARCO	2.10025
DCHS1	0.802
C1orf170	-0.946833333333333
CD200R1	0.538166666666667
C22orf15	-0.421
SEPT11	-0.71
ADNP	0.6625
UST	-0.361
C13orf34	-2.3675
RFFL	-0.794928571428571
APBA3	-0.5955
C2orf60	-0.628125
CUTL1	1.0572
PMS1	-0.712125
ZNF689	0.3305
EIF3E	1.06116666666667
IL9	-0.2806
RPL31	0.065
LY9	0.4655
ATP2B3	-0.3435
KDELR2	-0.7365
TFCP2	-0.131625
NLRP12	-0.2965
FLJ45422	0.38975
TLE4	-1.7433
ZNF570	-0.267
FLJ43806	-0.555
TLK2	1.194
CIR	0.65975
MARS2	-0.316
COL24A1	0.26175
SDF2L1	-1.331
HIBADH	-0.948666666666667
IGFBP3	-2.05328571428571
C12orf23	0.384
PSPC1	1.896
C20orf43	-0.97925
TRAV20	-0.435
ARHGAP24	0.25025
KIAA1975	-0.605875
C1QA	3.5732
DNTT	-4.969
C10orf6	-0.04175
C11orf41	-0.890125
HNRPF	-0.02475
COL11A1	4.21916666666667
UBAP2	0.549666666666667
CDKN2AIPNL	-0.977
C20orf174	3.45775
SPRED2	0.329
PLA2G12A	1.08966666666667
ICEBERG	-1.15283333333333
SCN10A	0.2355
C11orf65	0.60275
GBP5	4.7315
PITPNC1	-1.72433333333333
POU3F3	1.355
NCOA7	-2.152875
LIN7C	-0.3044
LOC348840	-0.445
NKX2-2	2.177
ANKRD13D	-0.024125
LOC123688	-1.38875
FUT2	-0.1865
TAAR8	0.49
FZD4	1.31541666666667
PNMA3	-1.77283333333333
OR4L1	0.404
WIT1	-3.0105
EXOC3L	1.46175
ATPBD4	-0.2371
KRBA1	-1.04325
UBXD6	-1.4765
HOXB7	-0.0328571428571429
C7orf23	-2.3465
UNQ338	-0.43125
STAB2	0.30575
CDC20B	0.76025
IRF9	1.5965
CENTG1	0.112416666666667
TNPO2	-0.4925
MCPH1	-0.6785
BMS1P5	-1.52925
SLC26A7	0.3035
HIST1H3J	0.253
C9orf3	0.5314
LBH	1.278125
MYO1D	1.948125
PTDSS2	-0.2955
NFU1	1.07925
DEPDC4	-1.3195
WNT7B	-0.4283
GLP2R	0.2545
SETD4	-0.1451
DYNLT3	-2.2738
FKBP11	-0.771
SESTD1	0.517833333333333
FLII	0.01775
RPS16	-0.2164
CHPF	0.0298333333333333
CSNK2A1	-0.675166666666667
SUMO1P1	-0.25475
FKBP6	0.489
ZNF214	1.89066666666667
TWIST1	1.44916666666667
DDX56	-0.495166666666667
TRAM1L1	2.3602
EPO	-2.79666666666667
MRPS18B	-0.19675
ZNF682	0.557333333333333
RPL14	0.101
MAFF	-0.19825
LOC51136	2.005
LY96	-0.6365
DDX20	-0.4375
ABTB1	1.08133333333333
ARL5A	0.6329
CCT6A	-1.34
HEPACAM	-1.61483333333333
EHHADH	-1.13116666666667
RBAK	0.694333333333333
CGB1	-0.042
ITGB5	-1.5266
YIPF3	1.0745
FKBP2	-1.21975
NR1D1	0.8783
TMEM110	0.4
NEK2	-3.12266666666667
PRAMEF8	-3.3995
C20orf52	-0.266166666666667
PCDHGA3	1.034
VWA3B	-0.21075
NDUFA5	0.9105
THAP9	-0.032
FLVCR2	-1.17166666666667
AP1S1	-0.537
SMAD6	-0.652
SAV1	0.223375
SAT1	1.3725
ZNF251	2.26475
ADAMTS7	0.188
RPP38	0.31
C1orf211	-1.5885
YPEL2	2.37865
RBMS1	-0.332
ZNF445	0.170666666666667
NRXN2	1.17416666666667
PGBD4	0.136
UGT2B28	-3.4115
WBSCR16	-0.7926
NLRC3	0.58675
ASTL	-0.24875
ST6GALNAC1	-3.7365
ZADH2	-0.0205
MLLT4	0.4625
ARL6	0.517166666666667
MEF2C	1.273
CBFA2T3	1.26
AFF3	3.05828571428571
COG7	0.534166666666667
MYB	0.1465
PLXNA3	0.2255
XRCC2	-1.79083333333333
MMS19	-0.699875
ST8SIA5	-0.411375
CHPT1	-0.226333333333333
KIAA1712	-0.094875
OR6X1	0.637
ACTR3	-0.4375
UGCG	0.786833333333333
OR4P4	-0.1095
ZAP70	-2.657
LPP	1.378875
ZNF485	-1.0965
PTPRCAP	0.4935
IL12RB1	0.67475
ATRX	0.6922
CHST8	2.23725
C14orf109	0.21925
ARV1	-0.561
NMB	-1.48942857142857
COX5A	-0.377333333333333
EIF6	-0.504
MPPED2	1.06883333333333
SEMG1	-0.4565
CHRDL1	-0.5425
TRAF3IP2	0.02375
WNK2	-0.555714285714286
LILRA4	1.1225
LAMA2	2.851
PXT1	0.804
RLBP1	-3.441
CD300C	-0.0765
SLTM	0.3055
FLJ10404	-0.4529375
APOBEC3D	-3.38066666666667
RENBP	0.224333333333333
ATXN7L1	0.901
NID1	0.23825
TUBGCP3	-0.269875
ITIH5	0.410411764705882
CCDC110	4.45625
C8A	-2.25725
MGC87042	-0.6555
HOXC13	-0.4695
TFDP2	-1.51725
HCP5	1.5975
POLI	-0.1095
UCN	0.429333333333333
ZNF764	0.210333333333333
C8orf45	-0.97475
FHL3	-0.60225
SPATA5L1	-0.18275
MMRN2	3.309
NDST1	0.292833333333333
COL20A1	-0.422166666666667
ZNF248	-0.0213333333333333
PELP1	0.315333333333333
MBL2	-1.734
RNF41	1.194
C5orf24	1.197875
THOC5	-0.459
SERINC3	0.551666666666667
RP11-151A6.2	1.97425
CDCP2	-0.17025
HIST1H2AA	0.579
C11orf75	-0.208833333333333
FKBP7	-0.42275
DDOST	-0.247
GPNMB	-1.0115
TTF2	-1.17116666666667
KCNT1	0.257
SLC39A14	-1.633
NGRN	0.8029
GPR137B	0.9035
MECP2	0.55025
PSMA1	-0.524
C16orf73	-5.05475
TMEM60	0.346833333333333
CSN3	0.3435
NOS1	0.237
RAB7L1	0.6565
YBX2	-2.1
KIAA1166	0.742875
FUBP3	-0.440166666666667
ABCG1	2.0555
ACACA	-1.01866666666667
ARL11	-0.412
ATOH1	0.113
ODF1	0.185
CREB3L3	-1.011
TMEM127	1.28807142857143
DSCAML1	-0.764
PLN	2.752
LYPLA1	1.81658333333333
PRDM9	-1.77775
SASP	-1.17025
PLUNC	-0.0523333333333333
INTU	1.34125
HISPPD1	0.61125
LNPEP	0.413166666666667
YARS2	-0.6495
APCDD1L	-2.2515
ZCCHC4	-0.1864
FBXO22	-0.353166666666667
TTLL13	0.0625
ZNF669	-0.7215
PTGDR	1.15525
DDX27	-0.33725
KIAA0409	-0.862333333333333
GJB6	0.4205
ASB8	0.162
PLP2	-0.427333333333333
MEPE	0.262
OR10J5	-0.5925
KRT222P	0.568
COQ7	0.257166666666667
C1orf101	0.17475
RERG	2.1722
CHMP5	1.49675
THAP11	0.19425
ZNF43	1.00966666666667
ZRANB3	-0.223333333333333
KRT13	-1.1685
MRPL19	-0.7225
RBBP9	-0.46
SPATA17	-0.082125
BXDC5	0.56
PAFAH1B1	-0.2885
MAGEE1	1.08925
OSTF1	-0.09875
KIAA0323	-0.96575
TXNDC13	-0.596
CNTN4	0.95025
LCE1B	0.4475
UNQ501	-0.4255
ZNF154	0.3285
C3orf64	-0.17375
SYT5	-0.164555555555556
PON1	-0.3275
FLJ10357	-1.280375
ATP4A	-1.5035
GNPDA1	-0.0931666666666666
MGAT1	0.253666666666667
C14orf121	0.06925
SLC35B2	-0.05275
MIER3	0.254166666666667
CHEK1	-2.383375
ZNF8	-0.00866666666666667
TXNDC1	-1.06466666666667
CKB	0.0489
RTN3	0.506857142857143
FZD2	-2.1395
PART1	0.018875
PSMB6	-0.358
PCDHB8	2.2465
PHC3	0.2505
PPP1R8	-0.329
NOVA2	2.364
TNFRSF11B	-3.62325
GOLPH3	1.09766666666667
UBLCP1	0.051
SUHW3	-0.99725
TTLL1	0.5765
OPN4	0.1755
OR13G1	-0.674
ZPBP2	0.2986
HSD17B11	-2.13875
C9orf50	-0.2385
DHDDS	-0.169928571428571
CTSW	0.9226
NEFM	-3.53616666666667
MRPL28	-1.203
SYN1	0.396833333333333
PIGV	0.436333333333333
ZIM2	-1.263
APBB1	-1.10966666666667
SND1	-0.87825
C1orf123	0.2605
CHD3	0.70825
BHLHB8	0.1835
RNASE2	-0.372
BCAP31	0.043125
SLC25A44	0.547
CHD6	1.3359
PIB5PA	0.752230769230769
SELS	0.333125
LOC541471	-1.56225
FAT2	-0.2275
ZNF81	1.023
OR4C16	0.4475
FLJ10081	0.5236
LRRC4	1.7835
CS	-1.0255
N4BP2	0.96175
IGFBP7	1.9605
ZNF318	-0.0508333333333333
NDNL2	-0.233875
ZNF609	1.237625
SIRT4	-0.96325
EXOSC10	-0.7685
ECE2	-0.32975
OVGP1	1.123
GTPBP3	-1.5015
PACS2	0.3962
C19orf36	-1.02166666666667
ARL4C	-1.454125
ATG4B	-0.210375
UBQLNL	-0.621
RHOXF2B	-4.4805
PLEKHG2	-0.898
GALR1	-0.27
AQP4	-0.06575
HDAC7A	-0.153333333333333
DCUN1D3	-0.123
OR8A1	-0.046
CCRN4L	-0.609125
CBR4	-0.410666666666667
KIFC1	-2.5165
SLC7A14	-1.59433333333333
LHX5	-1.508
TRPC7	0.2695
LPXN	-1.15075
SERPINA1	-2.39925
RPS13	-0.3672
BPIL3	-0.349
PRKAA1	-1.436
FADS2	-0.8525
ENAH	0.47375
PRO1768	-0.379
APBA2BP	1.90225
LIPH	0.302166666666667
C3orf33	-0.61425
RCC2	0.460142857142857
ALDH1A2	-3.5148
RNF103	2.3495
AHCY	-0.76325
ALG12	0.074
CCL17	1.1625
ZNF543	0.326166666666667
ESRRG	0.407
CNGA1	-0.699
RDH5	-1.45383333333333
OTX1	-0.9003
PTGFR	-1.61716666666667
CDR2	0.073
SELE	3.5455
NLGN2	0.119
EXOSC9	-0.36025
ZNF566	0.326
KLRC2	-3.878
GPR12	0.6655
KIAA0196	1.43375
PDRG1	0.17
SSR3	-0.207714285714286
MSI1	-0.4415
CST9	4.334
CC2D1A	-0.124125
PLAGL1	-1.21388888888889
ZNF778	-0.167
RNF2	-0.4125
KLF6	0.137166666666667
THBD	1.66683333333333
tcag7.1314	2.53675
NR5A1	0.134833333333333
ABCD2	0.0585
DNAJC7	-0.241
CLEC4C	0.2135
TM2D3	0.384125
CCDC4	0.0335
PLAC2	1.09075
DCD	0.4165
FAAH	2.355375
POLA1	0.160333333333333
TM7SF2	-0.28075
FLJ39822	-0.0911666666666667
FLOT2	0.83275
MAP4K1	-0.104666666666667
SRP68	-0.763625
C21orf74	-0.0765
ARPC5	-0.445875
LOC126075	0.75625
HECW2	1.62814285714286
ZDHHC4	-0.15525
ANKRD42	1.3512
PDE9A	0.433666666666667
ABCA8	-0.2145
NDUFS2	0.39275
UBR5	0.255875
BTBD16	-3.33825
LOC554174	-0.515
ZNF20	0.978
KIAA1843	0.023
WDR17	1.450125
C15orf33	0.0185
RNF113A	-0.5645
CAMKK1	-0.6306
CLCN2	-0.29775
ANXA6	1.807
LOC340069	-0.2075
EMID1	1.47675
DPM3	0.216833333333333
ELA1	-0.004
