Hybridization REF	TCGA-A8-A09K-01A-11R-A00Z-07
DARS	-1.14325
C10orf56	-0.293666666666667
DAD1	-0.332666666666667
RIOK1	-1.00566666666667
HERC2	0.147
HSD11B2	2.8635
FAM96B	-0.8575
MGC13057	-1.4325
BSN	0.309
CAND1	-0.359166666666667
HCST	2.05375
ACTR10	-0.3735
OR8D4	0.3745
NASP	-1.5583
COL9A2	-1.079
LYZL1	0.2635
GPC5	-2.4995
TBL3	0.219666666666667
CENTD2	-0.00809999999999999
OR5AP2	0.0636666666666666
TLR1	1.5755
LMO6	0.36
ZIC2	-3.587875
CPNE5	1.273
ZMYND15	0.631
FLJ22374	-0.10125
CCDC106	1.327
PARP16	0.34075
PDIA3	0.2435
C14orf126	-0.07475
CECR2	1.9805
SFRS1	0.000642857142857155
FIGLA	-0.2865
DCP1A	0.358
MGC45800	-1.9071
TEKT1	-0.666
C10orf67	-0.1475
CLN5	0.8305
NTN2L	0.3425
GLE1L	-0.1465
CES2	-0.3864
GNAS	-0.9215
DDX53	0.1765
TSPAN13	3.55375
MRPL52	-1.517
SPIRE2	0.138625
TAS2R39	0.50025
SCUBE3	-0.6295
UCRC	1.4401
CDKL3	0.14275
KIAA1715	-0.7147
ZNF345	1.42275
RTF1	0.607
DHRS7	0.09875
RIPK4	-2.172
EXOSC2	-1.4505
MS4A2	5.01925
FGF17	0.0315
WDR59	-0.714875
EVI2A	-0.73475
IL17RC	1.2245
HS3ST1	1.18375
ITGB1BP2	-1.534
RBPJ	-0.4075
GIMAP1	3.1675
INE1	-0.250166666666667
ALDH18A1	-0.022875
TPI1	-1.4045
GATA6	1.78025
CABP1	-0.807166666666667
ZNF484	-0.6005
DAPK3	0.5125
GJB1	-1.27025
PIN1	0.401
SLC6A15	-3.04616666666667
CNO	0.86575
RIN2	1.5745
FRRS1	-0.535
CYorf15B	-3.86625
DMRT3	0.817857142857143
ATAD1	-0.22675
OTUD4	-0.0228333333333333
ATOH8	-2.0515
ZSCAN16	0.653375
ASCC1	-0.36025
OTUD3	0.47975
MGC33212	1.06566666666667
YME1L1	-0.140625
RP11-218C14.6	0.75875
PCBP4	0.6935
TNFRSF10A	-1.28975
CDH10	-3.1355
KL	1.1715
SCP2	0.185666666666667
C9orf119	0.46625
SON	0.412083333333333
MAFK	-0.0055
SBNO2	0.757
SLC6A6	0.082
SC4MOL	0.0685
FAM35B	0.259
PPP1R9A	1.311
PDZRN3	-0.843
CXorf20	0.326
C6orf126	1.134
AVEN	-0.51125
FLJ21075	-1.132
C14orf132	0.5345
PCK2	-0.290875
GUCY2C	0.0875
BARX2	0.467
PEX11G	1.927
DAO	-0.691333333333333
C10orf49	0.2825
EDNRA	1.14266666666667
PPP2R5A	1.8585
DDX39	-0.8765
SERF1A	0.122
ASCIZ	0.3742
FNDC8	-0.22725
PTMS	0.155
PHF7	0.66925
PIP4K2B	-0.2905
HHLA2	0.0435
BDH2	-0.1128
APOBEC2	-0.5075
PENK	2.1945
SMAD9	-2.0945
MT3	0.035
RGL1	-0.634875
ATG10	-1.084125
DLGAP4	1.00966666666667
APPBP2	0.941142857142857
BACE2	-2.45385714285714
LOC339344	0.389166666666667
ZNF395	-0.9873125
HIST1H2BL	2.42675
ZNF467	0.911125
SLC25A21	-1.97225
PALM2	0.0916666666666667
NSUN5C	-1.0015
IL5	0.7105
CLSTN2	4.489
ANXA8L2	-2.213
PTGES	0.1765
GDAP1L1	-2.12016666666667
OPRK1	-1.28683333333333
WDR20	0.28675
C12orf4	-0.197
NUP88	-0.694625
XRCC6BP1	-0.4595
FCGBP	-0.763357142857143
LEMD2	-0.21725
NOMO1	-0.23425
C10orf79	2.14875
ZNF79	0.6079
OCRL	0.7967
HSPA8	-0.0574166666666667
DIDO1	0.296208333333333
PLA2R1	1.6245
COG3	-0.0532
NGDN	-0.9275
CBFA2T2	0.5445
PNOC	0.4525
PRRG1	-1.56225
AGGF1	-0.655857142857143
DPF2	0.38325
YIPF7	0.45
TRPV5	0.03025
ZNF322B	-0.0765
MED12	0.105
CARS	-0.189333333333333
ABCC11	4.01216666666667
C9orf25	0.7805
MYH1	-0.064
FRYL	0.792
AGTRAP	0.2455
MMP27	1.607
ZNF432	-0.96175
OR8D1	0.4775
OR13D1	0.2575
VWA1	1.89975
STON1	-2.17575
IL5RA	-0.46075
PERP	-1.2205
C10orf107	-1.6265
TNFSF12	1.28275
FN1	-2.24145833333333
MTR	-0.679
PHLPPL	-0.544333333333333
ZNF425	1.226
DHFR	-2.1815
PPP1R12A	0.232875
RSPO2	-1.542125
ZNF7	0.98625
ZNF583	-0.4735
TPMT	-1.16166666666667
GPR132	0.908125
OR2T12	-0.3975
SERTAD2	-0.068
ATP1A1	0.3529
FRMPD3	1.29025
ZNF672	0.2335
PLXNB3	0.37125
EML5	0.3555
FAIM3	-0.0715
UBQLN2	0.789
SORCS2	0.60175
PRIM2	-0.6455
ACVR2A	-0.0386666666666667
YWHAZ	1.04983333333333
PGM2L1	-1.154625
GNAO1	0.0945714285714286
RPL10	-0.3776
RPS6KA6	1.2655
PFKL	-0.471666666666667
SH3D19	-1.50025
AURKB	-2.40333333333333
ZC3H6	2.078
DISC1	-0.655666666666667
FLJ39660	-2.19066666666667
TMEM25	2.838
OSBPL10	-0.818375
CLTCL1	-1.116
ALG6	-0.45875
CATSPER4	0.666
LRTM1	-0.1165
RRAD	-0.6925
TIPIN	-2.37225
CARD14	1.82975
RBM9	0.0668333333333333
RASSF4	0.05775
SLC25A18	-0.619333333333333
C6orf58	-0.103
IGHD	0.2955
PLA2G6	1.0485
TPT1	-0.4225
SEC63	-0.2965
CCDC113	-0.6402
TDRD10	0.438625
KIAA1666	-0.173875
TOR1AIP1	0.708583333333333
SYTL4	3.16533333333333
SPRR2F	-0.8775
CEBPD	0.55725
SNTG2	-1.189
C20orf77	0.233333333333333
TAS2R49	-0.267
C6orf173	-2.51666666666667
SVEP1	0.3946
PXN	-0.488285714285714
VIL2	0.909833333333333
C5orf21	0.4345
DIXDC1	-0.45825
GANAB	-1.07383333333333
PDSS1	-1.6325
NGFR	-1.0275
ATP8B4	0.643
BMP8A	-0.2685
CCDC132	0.269333333333333
GNRH1	-1.88975
OR10T2	-0.87375
PDGFD	1.589
OR6W1P	-0.016
HARS	-0.615083333333333
KRT77	-0.545
AQP8	0.30475
ITGB1	0.0369
ZNF254	-0.4846
PAX1	-0.0503333333333333
PSMC4	-0.0951
ANKRD22	5.4035
PSMD8	0.345166666666667
HTR1E	0.0445
SOX10	-2.6239
OR5B2	0.9455
RABGEF1	-0.216714285714286
MAP1LC3B	0.33475
CYB5R4	0.01975
AGXT2L1	-2.45675
FLJ41603	0.983666666666667
TRAPPC2	-0.416166666666667
FNTB	0.166
FLJ14107	-1.20866666666667
AURKAIP1	1.0855
DSE	0.118
NFKBIZ	1.1115
OSBPL3	-2.365
LOC130576	3.45225
SLC39A9	0.5605
LOC137886	0.5475
RHCE	-2.4485
ATG7	0.681166666666667
FAM82A	0.3545
FBN3	0.155
MCFD2	-1.50466666666667
CASP14	-0.2395
EPS15	0.381
SFRS2B	0.534583333333333
C19orf47	0.003
PLAC9	-0.5565
GPR23	-1.698
BTNL3	0.138166666666667
RGS8	-0.089
GNS	0.463375
ENO2	-0.715
CBX1	0.1763
PEX26	0.5845
LRP5	-1.7125
ADAMTSL4	-3.007
ARR3	0.218833333333333
MAP1A	-0.673
CD2	4.74525
NAV2	-1.41275
TMEM69	-0.67925
ATXN7	0.05
CHN2	-0.7125
ZNF781	-1.78433333333333
HAS2	-4.47516666666667
KIAA0241	-0.0263333333333333
BIC	1.87575
MOBKL2A	0.5215
CYP2C9	-0.128
CNOT7	-1.12542857142857
SFRS10	-0.294
CST11	3.047
FLJ37543	-2.9845
NKAP	-0.07025
RUNX1T1	1.31225
EAF1	0.5304
IL4I1	2.58675
LRRC61	0.521
PSIP1	-0.830166666666667
SPRR4	0.419
ZFP90	0.5025
AP2B1	-0.285230769230769
SLC30A7	0.363083333333333
C7orf28A	-0.553666666666667
S100B	-3.48783333333333
BMP2	-3.280375
ESR1	5.24433333333333
ZFPL1	-0.26425
ARHGAP12	0.036
LRRC19	0.0953333333333333
ZNF767	-0.366333333333333
NACA	-0.3065
OLIG1	-3.315
PRF1	1.50075
LST1	2.38166666666667
SPATA9	-1.00583333333333
CNFN	0.2325
CDK4	-0.6082
TCF15	-1.47966666666667
PARC	-0.1455
PPM2C	-0.485
LOC283345	-0.461
FAM107B	-0.62725
DMXL1	-0.342375
RBM3	0.48325
HTR5A	-1.1776
SCFD1	-1.01116666666667
EPHB3	0.658375
ROPN1L	-0.769333333333333
RAMP3	0.622
TSPYL5	-1.64418181818182
GAP43	-2.2475
PAPD4	0.289125
PDE3A	-2.1445
TNFRSF10C	-0.44075
JMJD5	0.0125
RASGEF1A	-0.571
C16orf65	0.345166666666667
HIPK3	0.346833333333333
XYLT2	-0.1405
XPOT	-1.05216666666667
GAL3ST1	-1.95925
DHCR7	-1.2845
AMIGO3	0.836166666666667
FGFR4	-2.51933333333333
CRAT	-1.72775
PPP1R14D	1.704
TRIM14	0.4595
TMPRSS11D	0.3415
SLC7A11	-2.56021428571429
OR10H2	0.57975
PPM1E	0.4469
DOCK4	-0.60475
FAM127A	0.632625
ENOPH1	0.785
SLC5A3	-0.3519
ZNF530	0.1583
NTS	-5.95025
FRMD4A	-0.00812500000000001
BCL11B	-2.25366666666667
PRM1	-0.14275
UQCC	-0.3811
S100A16	-0.7915
PLS3	-2.87775
WWOX	-0.650857142857143
CCDC23	-0.0735
GTSE1	-1.31566666666667
GP2	4.6685
FLJ32549	0.839625
CHIT1	3.635
KLF9	-0.407
RPS24	-0.2351
MIA	-3.68125
FIGN	-1.31125
PYROXD1	0.2105
PCSK2	0.057375
MRPL9	-0.128
RPL24	-0.491625
C12orf32	-1.17025
HIST1H2BE	2.45975
RGS18	2.55325
LFNG	1.01
RAB4B	1.0476
FBXO25	-0.309333333333333
TSPAN31	-1.31416666666667
ARL8A	1.27085714285714
C10orf83	0.5215
OR51B6	0.893
CNKSR2	0.039
C1orf156	0.642
IBSP	0.951
GFRA2	0.6851
ALKBH7	0.7648
NEK10	0.35125
VN1R3	0.594666666666667
LOC91948	1.0855
CPZ	-2.5845
IHPK3	0.3095
COL8A1	-0.589
RBPJL	0.3335
OR10A4	0.0705
CASP8AP2	-0.773625
MMP12	-0.796833333333333
OR8B12	-0.487
CDCA5	-2.125
LIX1L	-1.972
PEX11B	1.514875
GABRA1	0.632
HABP2	0.0285
REEP1	0.890333333333333
FBXO15	2.305
CD68	0.48325
WFDC9	0.25
GHDC	0.486166666666667
SMARCA1	-0.5965
SPAST	0.121
PLXND1	2.09125
MLCK	-1.126
INTS5	-0.2595
BSG	-0.954571428571429
PARP8	-0.350333333333333
TEAD4	-2.34816666666667
ZNF498	-0.4195
TMEM89	-0.5765
DTX4	-0.7685
TNRC6B	0.6363125
ARMC2	-0.676
FGFBP1	-3.06366666666667
TIMM8A	-1.4875
AJAP1	-2.3283
ZNF608	-0.8095
SLC25A42	-0.20825
SYP	0.7245
MMP11	2.37716666666667
USP40	0.7884
C3orf62	0.581
MYO1E	-1.4207
LRFN4	-0.8205
XCL1	1.84666666666667
GPR155	0.11625
VPS29	0.140125
CARHSP1	-1.30225
ARHGAP20	-0.284666666666667
GREM2	-1.29564285714286
CCDC102B	1.66
ZNF577	-1.62166666666667
HDDC2	-0.86825
SHC2	1.911
NCOA5	0.887833333333333
INPPL1	-0.715
CHGB	-2.739
IHH	-0.1465
DDEF2	-0.0524166666666667
DIAPH3	-2.33790476190476
BUB3	-0.160454545454545
GGH	-1.78244444444444
VPS35	-0.508
CNN2	-1.11316666666667
ASNA1	-0.0595
WDTC1	0.5895
AMAC1	0.037
HAS3	-2.25333333333333
SLC1A6	-1.70633333333333
ZNF563	0.0195
C1S	1.5855
TCF7L1	-1.7415
OR10Z1	0.297
ME2	0.0444
C6orf151	-1.333
KPNA4	-0.4964
GLO1	-0.68375
WDR61	0.686833333333333
CD302	0.179
SIRT7	0.6635
C11orf59	0.111
PKIG	0.458
PPIL3	-0.612
CCDC74B	1.706625
ZNF528	-0.82975
EFNA5	-0.062
FCGRT	3.2885
NOL4	0.468
CCS	-0.459
LOC374491	0.58375
MFSD7	1.863
ZNF555	-0.327
LIMS3	-2.51875
TSSC4	0.935333333333333
COL11A2	-1.258
C1orf119	1.27933333333333
BPNT1	-0.036125
CHRNA6	0.352
C1orf173	-0.00110000000000001
PLD2	0.42075
ORC1L	-3.39125
SASH1	-1.20625
CDC14B	-2.028875
RLBP1L1	0.44375
LDLRAP1	-0.5382
NAT8B	0.2895
HHEX	-3.4585
LGALS7	1.00075
PLCH1	1.20971428571429
OR1M1	0.0405
PRAMEF16	-0.19125
HECTD1	-0.9395
C14orf39	-0.186
TLN2	-0.00260000000000001
HDAC4	-0.920071428571429
SYCP2L	-2.43625
GLRA1	0.2565
RPS6	-0.471625
hCG_1757335	-0.62
KLHL1	-0.459
CTNNBIP1	0.594166666666667
SCAND2	-0.1711
HMGN2	-0.1099
YAF2	-0.611
BRPF1	0.63425
LIAS	0.20175
CTA-246H3.1	0.427
SAG	0.6055
C20orf10	0.722
HNRNPA2B1	-0.657666666666667
GADD45A	-2.49583333333333
MSH4	1.0145
TMEM70	0.5095
HIST1H2AM	2.68275
C19orf26	-0.0183333333333333
C1orf50	-0.128
GNG3	0.9705
FTO	-0.78825
CALCB	-1.052
PPP3R1	-0.54025
C15orf42	-2.39075
CCNJ	-0.667
GNAZ	1.252
PSD	-0.2765
FAM57A	-1.269
STIM2	0.648333333333333
DHX8	-0.046
MOGAT3	0.47525
UBE3B	1.09483333333333
PLAT	-2.00833333333333
C6orf206	0.3315
COPE	-0.3522
EIF3A	0.549125
C1QL2	-0.25125
IQCE	0.8495
KIAA0182	0.931416666666667
SLC22A7	-0.2108
PPFIA2	-0.023
ADAMTS15	0.954
ODZ1	-1.629
THBS4	3.959
ARHGAP1	0.697875
B4GALNT3	0.00250000000000001
FCHO1	-1.6365
LOC440456	0.29775
HOXD10	-1.41466666666667
CXCR3	2.68133333333333
CHI3L2	-2.16425
SRPX2	-0.32175
ZNF132	0.2408
UBAC2	-0.294
RPL32P3	0.149
CBWD6	0.3885
ST6GALNAC4	-0.6335
KIAA0391	-0.383666666666667
LOC388969	0.272
KRTAP5-8	0.062
ZNF786	0.1775
LYVE1	1.55333333333333
GPR144	-0.29075
APOH	-5.255625
TSC22D2	0.522666666666667
PLCD1	-0.353
FLG2	0.5795
M-RIP	-1.0164
NDUFV1	-1.465
POLDIP2	0.457833333333333
RAB3GAP2	0.4605
RPSAP15	-0.47925
CLEC7A	0.9285
HSPA14	-0.77575
TAAR5	0.6035
FAM132A	-0.4825
C2orf43	-1.43925
OR10V1	0.8865
SELPLG	0.1265
C1QTNF6	-0.949166666666667
OPCML	0.6298
DTYMK	-0.1565
ALDH16A1	-0.1375
F13B	-0.3075
MGC16169	0.8525
KIRREL2	-2.81933333333333
C14orf32	-0.423416666666667
SLAIN2	0.8007
HSD3B2	0.3105
AMMECR1L	0.402
LRRC37B	-1.4875
HMG20A	-0.0248333333333333
C22orf27	0.5612
FBXL22	0.313
AP1B1	0.639166666666667
TNKS1BP1	-0.00275
CD74	3.65875
HSPA12B	1.45366666666667
PLSCR1	-0.164833333333333
SLC35E1	0.302833333333333
FEZ1	-2.90125
APOD	2.557375
C16orf44	-0.8215
C1orf166	0.2335
KCTD11	-0.001
NELF	-0.4895
SRP54	-0.722666666666667
MGC35361	-0.07475
GPR35	-1.2075
NRGN	-1.8795
SIGLEC12	0.0135
SCN1B	0.463
IFNW1	-0.6305
STAR	-3.91625
HLA-DQA2	4.0235
RNASEH2B	-0.7185
TAAR2	0.3785
VAMP5	0.388666666666667
TUBA1C	-1.07721428571429
PIK3R2	0.195875
ARD1A	-0.376333333333333
EBF2	0.796
CAMSAP1L1	0.20275
CYP3A43	0.43925
AKR1B1	-2.43125
KIAA1729	-2.243125
KAL1	2.2919
CYBB	0.7945
UXS1	-0.26125
LOC338579	-0.397333333333333
C11orf45	-0.729
SHB	0.718875
IKZF4	0.870875
NDUFA1	-0.281625
HSPE1	-0.7575
C1orf215	-0.6005
GPR113	-0.117
ZNF573	0.1935
TBX18	-0.6205
GGTA1	5.66475
PCDHGA8	0.6015
RPS6KL1	0.438125
DPP9	1.0935
SLC43A2	0.217875
COPS3	-1.16925
PMPCB	-0.298166666666667
HYLS1	-0.3545
LSM8	-1.359
PDE6B	1.987125
C10orf118	1.7624
OR1C1	0.477333333333333
ZNF415	-2.5685
OR2F1	0.13825
ZDHHC13	0.878875
FZD8	-0.4055
TCEA1	0.3306
SUSD4	3.69125
C22orf24	0.3305
TNFRSF14	0.76775
TRIM28	-0.286166666666667
FGF5	-2.029
CSPG5	-0.111166666666667
RNF133	-0.266666666666667
FKBP15	0.00174999999999999
BZW2	-0.34325
NSMCE1	0.46775
PTPRN	-0.7735
TST	-0.008
POP1	-0.0465
RNF24	-1.58633333333333
SFRS4	0.2145
REPS1	-0.625
CD70	-2.3935
PDXDC1	0.272875
SRC	0.2568
NTNG1	-1.7866
SETD1B	0.75225
TINP1	-0.9384
ZNF606	0.878333333333333
SSR1	-0.7478125
RGNEF	0.1845
NFS1	-0.150333333333333
CENTB5	-0.0241666666666667
CRMP1	-1.84233333333333
ADAM18	-0.377
CCDC87	0.076
LRRC8B	0.6735
CSNK1G1	0.632083333333333
MAFB	1.65516666666667
C12orf45	-1.0125
C1orf54	1.8785
DPEP1	-0.8495
FLJ13137	-0.6545
C14orf118	-0.512833333333333
ANKRD19	0.227916666666667
ABCA9	1.1595
TMEM87A	1.1933
BBS5	0.9218
CYP17A1	0.05525
SCG3	-4.19716666666667
ESCO2	-2.9665
GFER	0.9585
NRIP2	0.309166666666667
DDX59	0.408166666666667
RIC8B	0.6187
TNNI1	0.323
KTELC1	0.2215
GPR85	-0.327833333333333
SP3	0.42525
GOSR2	-0.221666666666667
DDX1	-0.19275
DSCR9	-0.572
KIAA1984	-0.798
FLRT3	-1.21875
RNPS1	0.0149285714285714
ZNF772	-0.8765
SLC25A10	0.581833333333333
ADAMTS3	-1.92911111111111
TBC1D7	-2.185
PCYOX1L	-0.69075
LOC339745	2.66675
VPS54	-0.544125
PCDHB12	-0.40325
C4orf6	-1.03525
CCL5	3.452875
PEX5	0.142125
LENG1	0.603833333333333
LOC51336	-1.1235
FLJ25371	0.1165
WDR45L	1.71566666666667
SPAG8	0.793833333333333
GUCA1C	-1.0835
LOX	-4.12983333333333
FIZ1	0.295
BAG5	0.062
BUD13	-0.897666666666667
MGC2752	0.7535
IQSEC3	0.272375
TGFBR3	-1.835
CASP9	-0.65825
PPA2	-0.324125
MED24	0.03525
MAP3K7	-0.36
SRPR	-0.224125
C17orf81	0.3405
RIPPLY1	0.33025
EID2	0.21725
AKR1C1	-3.04016666666667
IMMP2L	-1.09825
SPSB4	-0.213
BAG4	-1.065875
ZNF32	1.257
KLHL34	1.47325
BRD2	0.18225
IL32	0.0345
FAM53B	1.607
SLC7A1	-1.1375
KAAG1	0.206
CCDC54	0.818833333333334
PRKCQ	-1.39375
TIRAP	0.6435
SPSB1	-1.15716666666667
USP36	0.67275
FLJ32569	-0.5265
LYZ	1.26575
TMEM186	0.175
TPM2	-2.0265
C9orf100	-1.05333333333333
PPP1R11	-0.1557
OLFML3	0.1995
ELAVL1	0.4345
DNAJC17	0.821166666666667
ABCA2	0.662
BNIP3L	-1.026375
ATP10D	0.9675
GALNT8	-0.636
PRKCH	1.77275
USP12	-0.86775
STXBP1	-1.0886
LSM2	-1.60566666666667
ANKRD30A	0.9985
LAP3	1.0385
C9orf40	-1.74016666666667
KATNAL2	1.54016666666667
RG9MTD2	1.301
PNPLA7	1.3265
IDH1	-0.167
C1orf57	0.0055
XRCC5	-0.0116
TBRG4	-0.0766250000000001
DCDC5	3.08666666666667
POU5F1	-4.462
RAB1A	0.356928571428571
KRTAP15-1	-0.1965
INHA	-1.048
WDR90	0.124625
MLL2	0.102
FAM104B	0.75275
SF3B14	-0.4155
STX1B	-1.0565
SNX12	-0.242
KMO	1.13483333333333
FAM100B	1.53075
CDRT15	0.128
RAB9A	-2.7795
RUFY3	0.942625
UBE2U	-0.1715
NFKB1	0.7819
FBXO38	0.279375
VRK3	0.46175
TUBB8	-0.461
IFNA6	0.0135
AYTL1	-1.231
RBP3	0.189285714285714
MUC13	-1.0955
C8orf30A	0.538
MFAP1	0.776
NHLH1	0.02475
CXorf34	0.39275
SP8	-3.606
RNF151	0.5345
TDRD7	0.49575
KCND2	0.60175
FKBP9L	-1.201
C17orf44	2.195875
TIMM17B	0.5205
WIPF1	0.172
SNX15	0.0668
IGF2R	-0.5724
SBSN	-0.931
RBM15B	0.30575
AGBL5	-0.218583333333333
APEX2	0.12575
C17orf39	-1.93425
UBE3A	1.0973
SPANXC	-2.6885
TGFB1I1	-1.7285
RBM13	0.6845
TOP2B	0.756166666666667
NPVF	0.549
RIMS4	2.218375
RAD54L2	0.427166666666667
RSPO3	1.25183333333333
C2orf47	-0.229
TSPAN4	-1.39391666666667
DNAL1	-0.92575
DKFZp761E198	0.21
NLE1	-2.02325
TPST1	-1.1955
SREBF1	2.103375
CLEC12B	0.493
FUK	0.559
IL21	0.401
LTK	-2.0365
DKKL1	-1.0885
EPAS1	-1.01075
UBTF	0.3668
HIST2H2AB	1.0065
TMPRSS12	-0.214875
KIAA0427	0.9995
CYP8B1	-0.6255
FPRL2	3.66375
LOC402573	-0.33275
HSDL2	0.592
SEMA6B	0.431166666666667
AKR1A1	0.704357142857143
CLTB	0.256833333333333
NXT2	1.20883333333333
HSPB7	-1.9605
MLLT11	-1.96983333333333
OLFM3	0.574333333333333
SEC61B	0.0293333333333333
GPR139	1.2755
RRP15	0.0681249999999999
OR3A2	0.7435
RSL1D1	-0.00975
P2RX7	-0.494333333333333
PSME2	-0.219
ADNP2	0.32125
RBM25	-0.133333333333333
IFITM1	1.25025
POLR2E	-0.37875
ZNF643	-2.11
ZBTB25	-1.38566666666667
SPTBN4	0.91175
FBXO28	0.35475
CLEC10A	3.22575
EPHA8	-0.754714285714286
BEST4	-0.321
GAS6	-1.1395
TSHR	-0.0945
TMTC1	-0.5835
GSTM2	-1.22316666666667
ETV1	-2.50925
ADAM11	-1.49966666666667
ERGIC2	0.516
ATP6V0E2	1.345
HGFAC	-2.628
CTTNBP2NL	-0.22725
FLJ20628	-0.3585
MTCH2	0.1845
BACH2	-1.33
AUTS2	1.588
FSD1L	0.715
RPRM	-2.88316666666667
PPP2R3A	-0.39
BAT2	-1.019875
LPHN2	2.07083333333333
MGC71993	0.520333333333333
PPARGC1B	-1.4085
CENPT	-1.215375
RNF123	0.553333333333333
COL27A1	-1.67844444444444
ZP2	1.308
C2orf21	-0.031
CCDC78	0.75375
MCM8	-1.47966666666667
PHLDB2	-0.8305
PLAUR	-2.165375
HDPY-30	0.1135
BMP5	-2.776
MUM1	0.490625
FAM62C	-1.4765
MID2	0.296666666666667
SYT16	-0.00700000000000001
ISG20L1	-0.9167
C2orf40	1.419
SRRM2	0.28
FCRL1	-0.013
C1orf90	-0.145166666666667
MEP1B	0.2495
PCSK7	0.0522
PBX2	-0.4485
CENTB1	0.548
GLT6D1	-0.488
HGS	-0.00325000000000001
WDR51B	0.2655
KCNJ8	2.09975
NOL10	-0.46525
EDEM3	0.94825
TCOF1	-1.2135
SLC16A1	-4.74983333333333
SF3B3	-1.00825
NUDT21	-1.55925
ZNF235	1.084
KIAA0644	3.2975
ERC1	-0.325875
NKIRAS2	-0.261166666666667
TRMT5	-0.29775
PPP1R7	0.481
C14orf177	-0.24
HTRA4	2.51575
FAM139A	0.279333333333333
C16orf30	2.922
C10orf32	1.59375
VCX2	-3.50475
MGC27016	-0.1006
LARP5	0.809
THNSL2	2.15116666666667
TRADD	-0.320166666666667
C1QTNF1	-1.020375
C1orf43	1.3025
AS3MT	-2.15775
SCARF1	0.80775
PHF23	0.354625
B3GNT2	1.45866666666667
FNBP1	-0.26025
ZNF780A	0.2605
MAGEB2	-2.3135
FANCG	-0.74275
EYA2	-0.766083333333333
ZNF471	-1.0255
C14orf153	-0.707
BCL2L14	0.258333333333333
EFS	-2.55366666666667
CKAP4	-0.771333333333333
ZNF224	-0.1279
ZNF652	-0.9105
TMEM4	-0.44225
SCN3B	0.222625
OAT	1.74975
DRD1	0.369375
IQGAP2	-1.48183333333333
CDYL	-1.07433333333333
PFN3	0.9165
ANKS1A	0.049
COBLL1	0.0866
C2orf55	2.57716666666667
PRCP	-0.045
TMEM130	-1.11175
SPINK1	-2.3395
NDUFB1	-0.409
DIO3	-0.2655
PRTG	-1.89733333333333
PVRL1	-0.382125
CNTD2	2.6495
MYL4	-2.74933333333333
SLC17A1	0.39725
RGMB	-0.3103
TAF5L	-0.83725
FAM27E1	-1.55025
CCDC59	-0.6695
MED20	-0.6535
CHMP4A	-0.263125
FBXL12	-0.401833333333333
TOMM20	-0.077125
ZNF364	-0.0575
COL22A1	0.614
C13orf8	-0.728
TBC1D14	0.839214285714286
MRPS35	0.148
LOC51057	0.1685
MSC	-0.5225
CILP	4.87516666666667
ATXN7L2	-0.11675
BTLA	2.6885
SEC23B	0.73975
RDH13	-0.95975
C17orf63	0.737166666666667
TIA1	-0.861333333333333
RHOXF1	2.01483333333333
SPAR	0.539666666666667
SPTLC1	0.276625
HMGB3	-1.77361538461538
TOPBP1	-0.413166666666667
NAT8	-0.2995
KLF11	-0.115625
HOMER3	-0.885
KCNAB3	-1.30875
C9orf85	-1.1655
HCG3	0.448
MGC34821	1.0065
PHLDA3	0.1815
ODF3	1.17716666666667
KLHDC4	-0.841333333333333
GABARAP	0.629
AGR3	4.989
EXOC5	-0.322375
AADACL2	-0.371666666666667
LOC91893	-0.5825
RPL36A	-0.274
SLCO1B3	-2.4205
PTPDC1	-0.1825
DUSP7	-0.5425
NRP1	-1.06092857142857
VSTM2L	-1.06183333333333
PLEK	2.709
NLRP3	1.6555
TUSC5	0.611
GPR3	-0.17
RAB8B	-0.480875
UBE2E3	-3.59425
RC3H1	1.647
MED29	1.05
CCDC50	-1.058
C20orf111	0.767333333333333
PRDX6	-1.351
TETRAN	0.89575
BCAN	-0.300666666666667
SMPD4	-0.088125
AKAP7	-0.503
ZNF500	0.678666666666667
FGF11	0.241666666666667
FLJ11151	0.3575
FARSB	-0.7475
MARCH10	0.49625
ACYP2	0.889
HTATIP	0
CLDN4	2.303
GRM8	0.0986666666666667
SLC22A18	1.14425
RNF141	1.29058333333333
GRK6	-0.29125
VPS26A	0.1617
PIGZ	-1.50125
LYSMD4	-2.251
CRLS1	-0.5735
KIAA0562	0.7911
WFDC5	0.629333333333333
TTTY12	0.433
MGC16824	0.511875
FLJ25476	0.2515
WDR8	0.4365
SEPT5	-0.2875
PROK2	-1.67966666666667
RPGRIP1	0.95325
MTHFR	0.423181818181818
NEURL2	-0.0355
TRIM60	-0.42
DACH1	7.40425
PLK3	-0.644
UBE2F	1.195
ATP5I	0.705
TMEM28	0.63275
MRPS34	1.243
LOC129293	-1.39458333333333
DAP3	0.68475
KRT28	0.662
PHF3	-0.56375
RASL10B	-1.12683333333333
DVL2	-0.764166666666667
OSTalpha	-2.07866666666667
DICER1	0.426625
ARMCX5	0.18425
AMN1	1.505
SSBP4	0.588
CAPZA2	-0.559875
IFNA2	0.6215
XIRP1	-0.0565
CYFIP1	0.835666666666667
MAP1D	-1.31025
NPAS1	-1.3725
MFAP3	-1.056
TRPV6	0.071
SOCS6	0.98575
TAF7L	-0.22925
RAB37	1.478
YWHAE	-0.569928571428571
CREG2	-3.0345
MOSPD2	0.14475
ADAT2	-2.20866666666667
MGST3	0.79525
BDNF	-3.7579
