Hybridization REF	TCGA-A8-A07U-01A-11R-A034-07
COX18	-0.519125
GTF2IRD2	-0.0755
CCDC82	-0.643166666666667
PAFAH2	-0.0116
NPEPL1	-0.1809
RP11-114G1.1	0.5945
TP53INP1	0.72675
ZNF300	-1.12866666666667
FOXL2	-2.20075
LARP2	-0.0371666666666667
LATS1	-0.2055
HTR6	-0.209
SPOCK2	2.48566666666667
RNF144B	2.62733333333333
HTATIP2	-0.1885
MGC10334	0.57
CENTA2	3.05083333333333
FGF2	-0.9335
FXYD7	0.2185
PHYHIPL	-1.187625
GPR34	3.50075
DDX6	-0.392666666666667
OR10W1	0.547
LHFPL1	-0.3835
ZNF313	0.364142857142857
VPS28	1.58225
AP3M1	-0.4021
AKR1CL2	1.642
TRAF4	-0.810875
OR2B11	0.4425
C19orf12	1.90416666666667
AKAP9	-0.263333333333333
C1orf62	0.3055
SLC20A1	-1.4692
FAM112A	0.3155
LDB2	0.58575
MRPS23	-1.14575
KLK5	1.97
SPTB	-0.1842
EFEMP2	0.571
EFNB2	0.584875
PCM1	-0.997714285714286
NMNAT3	1.0905
TSG101	0.124166666666667
C8orf40	0.1745
NOB1	-0.01525
ABHD3	-0.824
GTF3C4	-1.2285
PIGN	0.346666666666667
GALNTL1	0.474
AEBP1	1.56825
OR9Q1	0.1095
ANKRD2	-0.481625
CCL28	-3.2935
TRIM38	1.93066666666667
TMCC1	0.471666666666667
SMG5	1.70825
LRRC7	-0.3245
NCAPD2	-0.3
C6orf153	-0.23575
C1orf74	-0.24925
OTUD6A	0.468
DCP2	-0.8335
TMEM24	-0.0605
RPL18	-0.886833333333333
TMEM177	-0.106
LRRC37A3	-0.80575
C1D	-0.5425
LDHC	0.66525
UBE4B	-0.5005
NIT1	0.70275
BTN3A3	1.9185
RASD1	1.21175
COMMD3	1.2415
SHFM1	0.53725
BIRC8	0.06375
DUT	-0.69525
C12orf51	0.4065
LRRC59	-0.765666666666667
LY6H	-0.3475
WDR22	0.36575
EDEM1	0.547642857142857
ADH1A	3.561
PANX2	0.7812
CYP11B1	0.96625
CDC73	-0.46875
GPR172A	1.47375
GSTM3	-0.803
KCNA5	0.9575
SERAC1	0.00733333333333333
NFATC2	0.756
ANAPC5	-0.0255
C15orf24	-0.2315
NFATC2IP	-0.558083333333333
TNRC6C	0.0906666666666667
MGC102966	1.48125
FGD5	0.953833333333333
MED9	-0.1255
RAB13	0.716666666666667
C15orf49	-0.081
CRYGS	-0.6118
C12orf53	-0.8355
LOC283693	-0.169
COX6B2	-0.113
PHF14	-0.55225
FAM3A	0.498875
RPL13	-0.1753
PRDX2	-0.7345
FLJ34047	-1.018
PRMT3	-0.5965
KCTD19	-0.5835
TRIM10	-0.117
MGC26597	-0.442666666666667
GCNT4	-0.1625
GPRASP1	-0.202
CDKN1C	-0.449583333333333
RHBDL2	2.2808
HSPH1	0.6005
AQP1	3.526625
COL17A1	-1.2438
GFAP	-0.13325
CDC16	-0.221
KIAA1614	-0.032
C6orf118	0.089
ZSWIM5	-2.677
FAM83F	3.486
LYNX1	2.3479375
SYNPR	-0.3685
XG	3.31316666666667
PRSS16	0.654875
KIF13B	0.547857142857143
PCDH9	-0.264
HIST1H2AH	1.69516666666667
RBM18	-0.44175
ZNF626	-0.08125
HEXIM2	-0.591666666666667
ITFG1	-0.3335
TUBG2	-0.899
SFRS7	-0.23425
C9orf14	0.5935
EXTL1	-1.5125
GBP3	0.917666666666667
WDR5	-0.909
RARG	0.287
MYO7A	0.879875
CECR6	-0.00724999999999999
C13orf3	-0.5965
SFRS18	-1.091
ACVR1B	0.441666666666667
PSMD1	-0.823
C7orf31	-0.263166666666667
ILVBL	0.0325
IFNGR1	1.34625
RNF186	0.244
NOL9	-0.72525
MAGEL2	0.261
SLC29A2	0.00125
NHSL1	-1.564
RBMX	-0.8425
PSORS1C2	0.569125
RAD51L3	-0.00974999999999999
LCN6	0.54425
ORAI2	-0.17575
BRUNOL6	-0.2458
OR4K5	0.043
CDC123	1.572875
MSLN	2.47633333333333
WWTR1	-0.4805
ZNF700	-1.296
COBL	-0.01925
PPP1R16B	1.17475
GAS7	0.1437
MDN1	-0.817875
HAAO	0.3655
C9orf68	0.027
TNFAIP2	2.751875
FOXN1	0.01
hCG_2033311	-0.527166666666667
ATP6V0D2	0.1132
RPL41	-0.028
SLC38A1	-0.877125
ARHGAP6	-1.0305
ADAD2	-0.288
PHF20L1	0.34125
MCM3AP	0.0613333333333333
ST3GAL3	-0.796
SNX1	0.103166666666667
ELF5	1.6825
PARP3	0.210625
RBM8A	0.21725
LINGO4	0.3135
ITGA9	1.72766666666667
ZFR	0.1275
ACSL6	0.111875
FLJ20699	0.5078
DAOA	0.20925
FABP4	6.2565
KCNB1	0.5995
CANX	0.2101
SLC25A28	1.27016666666667
ADIPOR2	0.671
ECHDC2	0.933875
SMA4	-1.67925
FRZB	2.68375
PABPC1	0.0126666666666667
DMRTB1	-0.039375
APOBEC3G	2.31675
CATSPER2	-0.444
CUEDC1	0.672666666666667
STARD9	-0.9745
CLDN8	1.539
LOC23117	-0.639454545454546
E2F6	-0.302166666666667
TMEM126B	-1.31283333333333
DPY19L4	0.7335
GIMAP5	3.82566666666667
NDUFA9	0.917
FAM77C	-2.415
CTPS2	1.1725
LOC51035	0.11675
WDSOF1	-0.13325
EGLN3	0.400625
PITX3	0.906333333333333
OR52E8	0.075
GRM4	0.232
KLK1	-1.63833333333333
GPM6B	0.26125
RRAGD	0.999333333333333
PAGE5	-0.92725
UCHL5	-0.782
ULK3	-0.093
AIM2	3.62733333333333
PNO1	-0.326333333333333
OR2F2	-0.134
GNAT2	-0.4275
SIX1	0.62925
ST13	-0.03975
ZBTB44	0.552625
TIMP2	0.2355
ZMAT4	-3.4035
GTF2IRD1	-0.2755
ZNF19	-0.0771666666666667
ZNF714	-1.19125
RSC1A1	-0.1245
C9orf80	-0.2985
PSMA8	0.247833333333333
TMEM141	-0.95325
COX4I1	0.107285714285714
CTAGE1	0.0978333333333333
DTWD1	-1.21575
HSD11B1	3.14675
KRT6B	5.350375
ARID4B	0.183
LHFPL3	0.33225
WWP2	0.656416666666667
ZNF326	-0.142833333333333
RGPD1	-0.4125
CTSH	1.63466666666667
FASTKD1	-0.84275
PAF1	1.3384
TTC9C	0.489
IFT57	0.3009
PRSS36	-1.6305
IL20RB	-0.526
ZNF592	0.869166666666667
DCTD	-0.6214
CFP	2.2365
MFNG	1.037375
JMJD2B	-0.47525
ALDH3B1	0.036625
THSD4	-0.388333333333333
KCNJ5	2.38866666666667
LMNA	1.14616666666667
TBCD	0.188
ZNF250	-0.124166666666667
CASQ2	0.911166666666667
PEG10	-3.74066666666667
PRAME	-2.87333333333333
NP	0.5165
TRIM59	0.264
ZNF12	0.0625
XTP3TPA	-0.24325
SIGLEC7	0.6107
PANK4	-0.629
FAM70A	-1.103
SNED1	-0.551
HIP1	-0.042
RAET1E	-0.5595
AMAC1L2	-0.936
AHNAK2	-1.08133333333333
TOE1	-0.974333333333333
RECQL4	-0.50325
SPRYD3	0.504
DPAGT1	0.08325
MAGED2	-0.0236
ANKRD55	0.4175
TRPS1	2.92891666666667
DOK7	-1.922
TFPI2	-3.38625
GTF2H3	-1.0575
CYP4F11	-0.786625
LHX2	-2.75116666666667
ATG16L1	-0.863833333333333
ASB12	0.103
C1orf116	2.769375
NF2	0.0615
POM121	0.2253
PHYHD1	1.061
TXNDC17	-0.201833333333333
DKFZp779O175	-0.11825
NUP62	0.0314285714285714
MYO18B	-0.553333333333333
PRAMEF1	-0.258
TCBA1	0.294125
TMEM168	0.31575
FJX1	1.06583333333333
CLCF1	-0.587
SEPN1	0.52
IGSF2	0.61925
NUDCD1	0.588333333333333
TFF3	-2.44733333333333
NDFIP1	0.326785714285714
CHCHD4	-0.45225
TNR	0.2015
CUTA	0.352666666666667
USP44	-3.7955
DPP10	-0.175666666666667
IWS1	-0.212166666666667
PCGF1	-0.31475
SULT1C4	-0.55
NTF5	-0.1285
PTPN13	-1.66925
SSTR5	0.0075
SFRP1	-1.563625
IDH3B	-0.606125
SUOX	0.479666666666667
TMCO5	0.46325
GOLT1B	0.6265
MIB1	-0.512642857142857
PCDHGB1	0.0985
SUSD1	0.845
ICAM5	-2.42533333333333
PAPOLB	0.08825
URM1	-0.2704
TMEM106B	-0.00933333333333334
LRIG2	-1.10025
SLC27A5	-0.59475
CLIC6	0.619
ZNF420	0.7165
SCN9A	-1.092
KIAA1909	0.10375
ELMOD1	-2.14475
PRKAG1	-0.7355
FAM64A	-0.193444444444444
EEF1G	-0.2153
SMAD5	-0.24375
INCENP	-1.47625
WASF2	-0.9335
GARS	0.1268
CDK10	-0.4087
HLX	1.03133333333333
MDM4	-0.49875
ZNRF1	0.314571428571429
HHATL	-1.76716666666667
FAM21C	1.1521
HIST2H3C	-0.29625
PFDN2	1.0105
ZNF200	-0.224
NDN	-0.36575
HBA2	-2.49833333333333
FBLN5	1.939375
PUM1	0.0169285714285714
TNNT1	-2.64716666666667
C19orf59	0.676666666666667
HNRPH2	0.151333333333333
RAB7A	1.0435
PMS2	-0.6645
BIRC3	1.50383333333333
NRSN2	0.280875
OR52K2	0.4395
SPOCK1	-1.89528571428571
H2AFY	0.62775
RXRB	-0.02675
ZNF638	-0.2955
ANKRD45	0.61075
ACTN4	1.5475
FXC1	-0.40175
EIF2B5	0.41225
VPS33A	0.39875
PINK1	0.445375
FAM106A	0.1755
SKIP	1.0646875
GAPDHS	-0.1505
MUM1L1	-1.15375
PSTPIP1	2.36175
CNTNAP1	-1.4317
CYP26A1	-1.712
APOL2	1.2396
TACC2	0.6685
COX7A2L	0.0645714285714285
HSD17B1	0.1005625
ARRB2	0.62375
SLC7A6	0.1529
HSD17B10	0.017
RBJ	-0.518
NUP155	-0.94075
MRPL10	-0.902833333333333
CYCS	-1.42341666666667
CCDC46	-0.572666666666667
TECTA	0.1615
GNAL	-0.0175
LPO	0.1655
PEBP4	0.75675
DDX11	-0.7305
C18orf12	0.515
TAF9B	-1.233
IMP4	0.68675
RPA4	0.53
NDUFS1	-1.572
UPK1A	-0.7465
ARRDC2	0.556333333333333
C18orf20	0.096
AES	-0.307071428571429
CD2BP2	-0.3385
C16orf54	1.036
UGT2B17	-0.61275
FGFR1	-0.902545454545454
CEACAM6	-2.0034
CHRM5	0.0365
CERK	0.3455
AP3S2	0.622214285714286
ANKS4B	-0.9915
CLCNKA	0.0178333333333333
ZNF208	-0.850833333333333
HLA-DRB5	4.773
CARKL	-1.2795
GOT1	0.0443333333333333
CASP6	-0.011375
HOXA1	-0.0585
RCL1	0.877
ZNF181	0.4955
RAB40B	0.775
MRPL38	0.01525
LRRN2	1.57375
C3orf25	0.323
OR5D14	0.0945
OR10AG1	0.2245
BET1L	0.1603
FRY	1.85175
AK3L1	-0.53375
CSF3R	1.0795
POLR3K	-0.0371666666666667
ATG2B	-0.249333333333333
EPS8	0.890166666666667
DARS	-0.35475
C10orf56	0.3105
DAD1	-0.60975
RIOK1	0.4715
HERC2	-0.9055
HSD11B2	0.916666666666667
FAM96B	0.1935
MGC13057	-0.23525
BSN	-0.7575
CAND1	-0.223166666666667
HCST	3.03125
ACTR10	-0.196333333333333
OR8D4	0.1785
NASP	-1.3824
COL9A2	-0.398333333333333
LYZL1	-0.2585
GPC5	-1.64575
TBL3	-0.281333333333333
CENTD2	0.924
OR5AP2	0.188
TLR1	4.0605
LMO6	0.2155
ZIC2	-1.723625
CPNE5	2.421
ZMYND15	1.9205
FLJ22374	0.302
CCDC106	0.09425
PARP16	-0.509
PDIA3	1.16625
C14orf126	-0.13325
CECR2	-0.252
SFRS1	-0.915785714285714
FIGLA	0.4945
DCP1A	-0.0198333333333333
MGC45800	-0.996
TEKT1	0.00150000000000001
C10orf67	0.052
CLN5	0.36675
NTN2L	0.0875
GLE1L	-0.3175
CES2	-0.3791
GNAS	-0.107888888888889
DDX53	-0.0035
TSPAN13	0.931
MRPL52	-1.5598
SPIRE2	-0.104
TAS2R39	0.2295
SCUBE3	1.43425
UCRC	0.5243
CDKL3	-0.757
KIAA1715	-0.8771
ZNF345	0.46275
RTF1	-0.61275
DHRS7	-0.081
RIPK4	-0.961
EXOSC2	-1.4805
MS4A2	0.79225
FGF17	-0.187
WDR59	-0.060875
EVI2A	-0.1305
IL17RC	0.9505
HS3ST1	2.7245
ITGB1BP2	-1.487
RBPJ	-0.6065
GIMAP1	4.243
INE1	-0.5865
ALDH18A1	0.768875
TPI1	-0.33125
GATA6	0.50075
CABP1	-0.142833333333333
ZNF484	-0.12575
DAPK3	0.0145
GJB1	-2.76408333333333
PIN1	-0.51975
SLC6A15	-2.0495
CNO	-0.19175
RIN2	2.040875
FRRS1	-0.462
CYorf15B	-2.9
DMRT3	0.948875
ATAD1	-0.015625
OTUD4	-0.0350555555555556
ATOH8	-0.83
ZSCAN16	0.211625
ASCC1	-0.18225
OTUD3	-0.472125
MGC33212	-0.0723333333333333
YME1L1	1.539875
RP11-218C14.6	0.08325
PCBP4	0.82425
TNFRSF10A	0.872
CDH10	-3.08616666666667
KL	0.945875
SCP2	0.16825
C9orf119	-0.695375
SON	-0.10275
MAFK	-0.0445
SBNO2	0.5435
SLC6A6	-0.1695
SC4MOL	-2.08225
FAM35B	-0.03725
PPP1R9A	0.8305
PDZRN3	0.7725
CXorf20	0.736
C6orf126	1.54225
AVEN	0.08825
FLJ21075	-0.695
C14orf132	-2.343625
PCK2	-0.37525
GUCY2C	0.119
BARX2	-0.323
PEX11G	0.0985
DAO	-0.333166666666667
C10orf49	0.4275
EDNRA	0.988666666666667
PPP2R5A	0.5402
DDX39	-0.829666666666667
SERF1A	-1.03175
ASCIZ	0.5094
FNDC8	-0.0635
PTMS	0.522375
PHF7	-0.34125
PIP4K2B	-0.3998125
HHLA2	0.42675
BDH2	-0.291
APOBEC2	-0.4645
PENK	-0.0105
SMAD9	-0.9045
MT3	-0.2015
RGL1	0.9065
ATG10	-1.04925
DLGAP4	0.581333333333333
APPBP2	-1.13621428571429
BACE2	1.39664285714286
LOC339344	0.969833333333333
ZNF395	-0.3239375
HIST1H2BL	0.60375
ZNF467	0.68825
SLC25A21	-1.7085
PALM2	-0.227666666666667
NSUN5C	-0.5095
IL5	0.045
CLSTN2	-0.9705
ANXA8L2	4.052
PTGES	0.00887499999999999
GDAP1L1	-1.85483333333333
OPRK1	-0.597
WDR20	-0.2475
C12orf4	0.865125
NUP88	-0.611875
XRCC6BP1	-0.397
FCGBP	0.775714285714286
LEMD2	0.457
NOMO1	0.13525
C10orf79	0.168
ZNF79	0.2106
OCRL	0.1086
HSPA8	0.056875
DIDO1	-0.496125
PLA2R1	0.75125
COG3	0.2131
NGDN	-0.4355
CBFA2T2	0.420625
PNOC	2.837
PRRG1	0.867916666666666
AGGF1	-1.09228571428571
DPF2	0.911
YIPF7	0.103
TRPV5	0.3455
ZNF322B	0.32025
MED12	0.699
CARS	-0.500666666666667
ABCC11	-0.3755
C9orf25	0.488
MYH1	0.8015
FRYL	-0.09275
AGTRAP	0.9785
MMP27	0.588
ZNF432	-0.519
OR8D1	0.2375
OR13D1	0.2705
VWA1	1.544
STON1	-0.1975
IL5RA	-0.2545
PERP	0.1214
C10orf107	-1.08366666666667
TNFSF12	2.178
FN1	0.289791666666667
MTR	-1.33683333333333
PHLPPL	-0.0841666666666667
ZNF425	-0.229
DHFR	-2.25505555555556
PPP1R12A	-0.17225
RSPO2	-1.03875
ZNF7	0.7195
ZNF583	-0.52875
TPMT	-0.621666666666667
GPR132	1.595
OR2T12	-0.17875
SERTAD2	0.0765
ATP1A1	-0.7241
FRMPD3	0.74625
ZNF672	0.14475
PLXNB3	0.42
EML5	-0.5635
FAIM3	0.8115
UBQLN2	0.632
SORCS2	2.90925
PRIM2	-1.4735
ACVR2A	0.937666666666667
YWHAZ	0.280166666666667
PGM2L1	-0.00500000000000001
GNAO1	0.224071428571429
RPL10	-0.2991
RPS6KA6	-1.2285
PFKL	0.226166666666667
SH3D19	-0.083375
AURKB	-0.668833333333333
ZC3H6	0.73775
DISC1	0.314666666666667
FLJ39660	-1.38216666666667
TMEM25	0.7815
OSBPL10	-0.24675
CLTCL1	-1.84216666666667
ALG6	-0.5955
CATSPER4	0.6575
LRTM1	0.126
RRAD	2.07216666666667
TIPIN	-1.27475
CARD14	0.273875
RBM9	0.409333333333333
RASSF4	2.1815
SLC25A18	-0.0666666666666667
C6orf58	0.154333333333333
IGHD	1.212
PLA2G6	-0.0975
TPT1	0.132375
SEC63	0.489
CCDC113	-0.0673
TDRD10	0.35625
KIAA1666	-0.357875
TOR1AIP1	-0.0176666666666667
SYTL4	-0.593166666666667
SPRR2F	0.086
CEBPD	2.96625
SNTG2	-0.42625
C20orf77	-0.148833333333333
TAS2R49	-0.5645
C6orf173	0.152
SVEP1	0.836
PXN	-0.447357142857143
VIL2	0.4595
C5orf21	-0.47175
DIXDC1	-0.284375
GANAB	-0.296833333333333
PDSS1	1.07875
NGFR	-0.153
ATP8B4	1.16925
BMP8A	0.398
CCDC132	-0.60075
GNRH1	-0.1135
OR10T2	0.2825
PDGFD	1.52083333333333
OR6W1P	-0.0765
HARS	-0.47
KRT77	0.347
AQP8	-0.16425
ITGB1	1.3891
ZNF254	-1.1923
PAX1	-0.128333333333333
PSMC4	1.3299
ANKRD22	5.29875
PSMD8	1.62183333333333
HTR1E	-0.3915
SOX10	-1.7996
OR5B2	0.4225
RABGEF1	-0.571428571428571
MAP1LC3B	-0.533
CYB5R4	0.71125
AGXT2L1	-1.769
FLJ41603	2.12633333333333
TRAPPC2	0.584666666666667
FNTB	-0.2228
FLJ14107	-0.461
AURKAIP1	0.18225
DSE	1.94525
NFKBIZ	0.2785
OSBPL3	-0.346666666666667
LOC130576	2.253
SLC39A9	0.00366666666666667
LOC137886	-0.570166666666667
RHCE	-1.885
ATG7	0.764833333333333
FAM82A	0.2905
FBN3	0.631
MCFD2	-1.379
CASP14	1.6705
EPS15	0.651583333333333
SFRS2B	0.0226666666666667
C19orf47	1.906
PLAC9	0.372
GPR23	-0.4335
BTNL3	-0.171166666666667
RGS8	0.1065
GNS	0.71
ENO2	-2.62316666666667
CBX1	-0.6866
PEX26	0.1225
LRP5	0.0613333333333333
ADAMTSL4	-0.638666666666667
ARR3	-0.294166666666667
MAP1A	-0.32125
CD2	5.949
NAV2	-0.5111875
TMEM69	-0.7255
ATXN7	0.0838333333333334
CHN2	-0.522166666666667
ZNF781	-1.1215
HAS2	-1.8545
KIAA0241	0.228
BIC	2.10725
MOBKL2A	0.077
CYP2C9	0.4195
CNOT7	0.180857142857143
SFRS10	-0.12625
CST11	-0.02825
FLJ37543	0.477
NKAP	-0.78875
RUNX1T1	3.08925
EAF1	-0.331
IL4I1	4.0195
LRRC61	0.247166666666667
PSIP1	-0.54175
SPRR4	0.2955
ZFP90	-0.233
AP2B1	-1.69115384615385
SLC30A7	0.478
C7orf28A	0.408666666666667
S100B	-1.04616666666667
BMP2	-1.640375
ESR1	-0.456666666666667
ZFPL1	0.7985
ARHGAP12	1.45375
LRRC19	0.230166666666667
ZNF767	-0.9815
NACA	-0.5204
OLIG1	-2.03875
PRF1	2.864
LST1	3.41666666666667
SPATA9	-0.612666666666667
CNFN	0.871
CDK4	-0.7315
TCF15	0.905333333333333
PARC	0.18875
PPM2C	2.208
LOC283345	0.0825
FAM107B	1.65675
DMXL1	-0.4665
RBM3	0.086375
HTR5A	-1.22433333333333
SCFD1	-0.337
EPHB3	2.249375
ROPN1L	-0.443666666666667
RAMP3	1.39425
TSPYL5	3.83672727272727
GAP43	-2.893
PAPD4	-0.48625
PDE3A	-0.8865
TNFRSF10C	0.3385
JMJD5	-0.234833333333333
RASGEF1A	2.4288
C16orf65	0.00916666666666666
HIPK3	0.282666666666667
XYLT2	-0.67475
XPOT	-0.609666666666667
GAL3ST1	-1.53425
DHCR7	0.37525
AMIGO3	0.105166666666667
FGFR4	-1.43716666666667
CRAT	0.40525
PPP1R14D	-0.1025
TRIM14	1.147
TMPRSS11D	-0.149
SLC7A11	-1.28542857142857
OR10H2	1.21075
PPM1E	-1.6108
DOCK4	0.074625
FAM127A	0.6125
ENOPH1	-0.269
SLC5A3	-0.0636
ZNF530	-0.5309
NTS	-6.34575
FRMD4A	0.711625
BCL11B	-1.14
PRM1	-0.204
UQCC	-0.6266
S100A16	2.44183333333333
PLS3	0.0805
WWOX	0.2685
CCDC23	0.889
GTSE1	-0.165166666666667
GP2	-0.185
FLJ32549	-0.44525
CHIT1	3.8535
KLF9	0.00562499999999998
RPS24	-0.4486
MIA	-2.9695
FIGN	0.5655
PYROXD1	1.04225
PCSK2	-0.26925
MRPL9	0.94025
RPL24	-0.011
C12orf32	0.1015
HIST1H2BE	0.41475
RGS18	3.04275
LFNG	0.952625
RAB4B	-0.0121
FBXO25	1.0005
TSPAN31	-0.0446666666666667
ARL8A	0.726214285714286
C10orf83	-0.8892
OR51B6	0.049
CNKSR2	-0.21375
C1orf156	0.21175
IBSP	0.627
GFRA2	0.4019
ALKBH7	0.8263
NEK10	-1.41825
VN1R3	0.3325
LOC91948	-0.001
CPZ	0.4815
IHPK3	0.868166666666667
COL8A1	0.8825
RBPJL	0.2055
OR10A4	0.0425
CASP8AP2	-1.293125
MMP12	2.9745
OR8B12	-0.3075
CDCA5	-0.655833333333333
LIX1L	-0.344
PEX11B	1.177
GABRA1	-0.1125
HABP2	0.094
REEP1	-1.49916666666667
FBXO15	-0.58625
CD68	2.493
WFDC9	0.075
GHDC	0.0233333333333333
SMARCA1	-2.517
SPAST	0.320666666666667
PLXND1	0.453
MLCK	-0.1985
INTS5	0.276833333333333
BSG	-0.755142857142857
PARP8	1.92216666666667
TEAD4	0.993666666666667
ZNF498	-0.51975
TMEM89	-0.085
DTX4	0.74325
TNRC6B	0.2110625
ARMC2	-0.610375
FGFBP1	1.12616666666667
TIMM8A	-0.936
AJAP1	-1.9176
ZNF608	0.02875
SLC25A42	-0.431875
SYP	0.123833333333333
MMP11	3.502
USP40	-0.2752
C3orf62	-0.0573333333333333
MYO1E	0.2677
LRFN4	0.2185
XCL1	1.91283333333333
GPR155	1.10625
VPS29	-0.112375
CARHSP1	-0.4905
ARHGAP20	0.181833333333333
GREM2	0.0787857142857143
CCDC102B	1.77075
ZNF577	-1.56216666666667
HDDC2	-0.839625
SHC2	-0.5183
NCOA5	0.503166666666667
INPPL1	-0.552
CHGB	-1.7167
IHH	0.077
DDEF2	-0.345083333333333
DIAPH3	-1.47047619047619
BUB3	-0.927
GGH	-0.748444444444444
VPS35	-0.0854
CNN2	-0.024
ASNA1	-0.6635
WDTC1	0.467
AMAC1	0.1325
HAS3	-1.418
SLC1A6	2.65233333333333
ZNF563	-0.5985
C1S	6.16625
TCF7L1	1.8175
OR10Z1	0.077
ME2	0.3915
C6orf151	-0.906375
KPNA4	0.7306
GLO1	-1.031
WDR61	-0.494666666666667
CD302	1.09575
SIRT7	0.0618333333333333
C11orf59	0.4425
PKIG	-0.04175
PPIL3	-0.402
CCDC74B	-2.365625
ZNF528	-1.06475
EFNA5	0.0445
FCGRT	1.6485
NOL4	1.0233
CCS	-0.2865
LOC374491	-0.17175
MFSD7	2.56
ZNF555	-0.50975
LIMS3	-0.817
TSSC4	0.024
COL11A2	-1.244
C1orf119	0.693
BPNT1	0.215
CHRNA6	0.373
C1orf173	0.2629
PLD2	0.257
ORC1L	-2.2625
SASH1	1.0605
CDC14B	-0.52775
RLBP1L1	0.39
LDLRAP1	0.4034
NAT8B	0.383666666666667
HHEX	-2.2155
LGALS7	-1.34125
PLCH1	1.25425
OR1M1	0.445
PRAMEF16	-0.2085
HECTD1	-0.567
C14orf39	0.499
TLN2	0.7797
HDAC4	-1.06735714285714
SYCP2L	-2.11725
GLRA1	-0.036
RPS6	-0.234375
hCG_1757335	-0.0425
KLHL1	-0.0325
CTNNBIP1	1.44183333333333
SCAND2	-0.718
HMGN2	-0.6367
YAF2	-0.21925
BRPF1	-0.08175
LIAS	-1.34575
CTA-246H3.1	3.45
SAG	0.235
C20orf10	0.35825
HNRNPA2B1	-1.02616666666667
GADD45A	-1.56666666666667
MSH4	-0.4125
TMEM70	0.75325
HIST1H2AM	1.013875
C19orf26	0.066
C1orf50	-0.3835
GNG3	-0.61425
FTO	-0.513
CALCB	0.4995
PPP3R1	-0.726375
C15orf42	-0.231125
CCNJ	-0.3735
GNAZ	-0.6178
PSD	-0.427666666666667
FAM57A	-0.4125
STIM2	-0.149166666666667
DHX8	-0.0575
MOGAT3	-0.32575
UBE3B	0.420666666666667
PLAT	-0.937666666666667
C6orf206	0.6345
COPE	-0.2629
EIF3A	0.139875
C1QL2	4.342
IQCE	0.24875
KIAA0182	-0.291166666666667
SLC22A7	-0.2265
PPFIA2	-0.188
ADAMTS15	0.4235
ODZ1	-0.3435
THBS4	2.7145
ARHGAP1	0.662
B4GALNT3	0.0471666666666667
FCHO1	-0.9685
LOC440456	0.4345
HOXD10	0.369333333333333
CXCR3	3.47933333333333
CHI3L2	3.857125
SRPX2	1.32575
ZNF132	0.824833333333333
UBAC2	0.124166666666667
RPL32P3	-0.0545
CBWD6	-0.1285
ST6GALNAC4	0.4
KIAA0391	0.325333333333333
LOC388969	0.6085
KRTAP5-8	-0.543
ZNF786	0.04325
LYVE1	0.505
GPR144	-0.02625
APOH	-4.846625
TSC22D2	0.505
PLCD1	-0.225
FLG2	-0.1855
M-RIP	0.268
NDUFV1	-0.067
POLDIP2	0.286
RAB3GAP2	0.041
RPSAP15	-1.1135
CLEC7A	2.55775
HSPA14	1.46475
TAAR5	0.44775
FAM132A	1.6815
C2orf43	-1.75325
OR10V1	0.4405
SELPLG	1.619
C1QTNF6	0.062
OPCML	0.0646
DTYMK	-1.355
ALDH16A1	0.23025
F13B	-0.4625
MGC16169	-0.299
KIRREL2	0.4315
C14orf32	-0.0566666666666667
SLAIN2	0.072
HSD3B2	-0.086
AMMECR1L	-0.1227
LRRC37B	-1.0385
HMG20A	-0.521833333333333
C22orf27	0.7202
FBXL22	0.201
AP1B1	1.19183333333333
TNKS1BP1	1.026
CD74	5.21625
HSPA12B	2.00633333333333
PLSCR1	2.97966666666667
SLC35E1	0.242166666666667
FEZ1	-2.328
APOD	2.89825
C16orf44	0.89575
C1orf166	0.1735
KCTD11	0.0775
NELF	-1.3235
SRP54	-0.299166666666667
MGC35361	-0.04275
GPR35	-1.312
NRGN	-1.285875
SIGLEC12	1.389
SCN1B	-0.46825
IFNW1	-0.1505
STAR	-1.88125
HLA-DQA2	3.966
RNASEH2B	-0.4515
TAAR2	0.199
VAMP5	1.60516666666667
TUBA1C	-0.538285714285714
PIK3R2	-0.40525
ARD1A	0.0816666666666667
EBF2	0.239333333333333
CAMSAP1L1	-0.1425
CYP3A43	0.207
AKR1B1	-1.058
KIAA1729	-0.24925
KAL1	0.1169
CYBB	2.80975
UXS1	0.07875
LOC338579	0.28475
C11orf45	1.023
SHB	1.507625
IKZF4	0.09775
NDUFA1	0.548875
HSPE1	0.19825
C1orf215	0.5945
GPR113	-0.0815
ZNF573	0.42675
TBX18	0.028
GGTA1	5.3375
PCDHGA8	-0.3825
RPS6KL1	-0.00487499999999998
DPP9	-0.2195
SLC43A2	1.258125
COPS3	-0.70675
PMPCB	-0.4115
HYLS1	-0.265
LSM8	-0.876
PDE6B	0.556875
C10orf118	1.0609
OR1C1	0.5015
ZNF415	1.87475
OR2F1	0.21575
ZDHHC13	1.11575
FZD8	-1.4287
TCEA1	0.1223
SUSD4	1.796625
C22orf24	-0.207
TNFRSF14	0.4915
TRIM28	-1.20966666666667
FGF5	-1.139
CSPG5	0.0496666666666667
RNF133	-0.051
FKBP15	0.5975
BZW2	-0.02825
NSMCE1	-1.344
PTPRN	-0.55
TST	0.168125
POP1	-0.6205
