Hybridization REF	TCGA-AN-A03Y-01A-21R-A00Z-07
FLII	0.4805
RPS16	-0.2139
CHPF	-0.0311666666666667
CSNK2A1	0.442333333333333
SUMO1P1	-0.11525
FKBP6	-0.7425
ZNF214	2.18933333333333
TWIST1	2.51016666666667
DDX56	-0.402166666666667
TRAM1L1	1.8298
EPO	-3.88683333333333
MRPS18B	-0.5345
ZNF682	1.03
RPL14	0.411333333333333
MAFF	-0.91375
LOC51136	-1.301875
LY96	-1.059
DDX20	-0.4115
ABTB1	0.576666666666667
ARL5A	-0.0916
CCT6A	-0.7655
HEPACAM	-1.63516666666667
EHHADH	-1.40383333333333
RBAK	0.3525
CGB1	-0.157
ITGB5	-0.1027
YIPF3	-0.04575
FKBP2	-0.86175
NR1D1	-0.119222222222222
TMEM110	0.7175
NEK2	1.8305
PRAMEF8	-3.8275
C20orf52	-1.06833333333333
PCDHGA3	-1.549
VWA3B	0.1495
NDUFA5	-0.11575
THAP9	0.71375
FLVCR2	-0.131
AP1S1	-2.345125
SMAD6	0.20375
SAV1	0.6305
SAT1	1.2915
ZNF251	2.835125
ADAMTS7	0.1704
RPP38	0.2665
C1orf211	-2.876
YPEL2	1.0961
RBMS1	-0.99125
ZNF445	-0.1905
NRXN2	-0.202666666666667
PGBD4	-0.104625
UGT2B28	-3.2185
WBSCR16	-0.8296
NLRC3	0.64
ASTL	0.19425
ST6GALNAC1	-3.45325
ZADH2	0.89275
MLLT4	0.713916666666667
ARL6	1.29366666666667
MEF2C	-0.2015
CBFA2T3	-3.669
AFF3	1.85857142857143
COG7	0.356
MYB	0.3245
PLXNA3	0.162
XRCC2	-1.3195
MMS19	-0.2455
ST8SIA5	-0.748375
CHPT1	0.414333333333333
KIAA1712	-0.299125
OR6X1	0.387
ACTR3	-0.1465
UGCG	2.08533333333333
OR4P4	-0.1595
ZAP70	-2.08925
LPP	1.155625
ZNF485	1.38525
PTPRCAP	-0.14925
IL12RB1	1.12175
ATRX	0.5331
CHST8	-2.793625
C14orf109	-0.4525
ARV1	1.05625
NMB	-1.00414285714286
COX5A	-0.772833333333333
EIF6	-0.40575
MPPED2	-1.33966666666667
SEMG1	-2.01
CHRDL1	0.4965
TRAF3IP2	1.91425
WNK2	-1.12775
LILRA4	3.41116666666667
LAMA2	3.8895
PXT1	-0.063
RLBP1	-3.99225
CD300C	0.676
SLTM	0.318625
FLJ10404	0.290375
APOBEC3D	-1.68483333333333
RENBP	0.6095
ATXN7L1	0.3755
NID1	0.56725
TUBGCP3	0.818125
ITIH5	0.724166666666667
CCDC110	1.312
C8A	-3.5135
MGC87042	-1.798
HOXC13	2.44175
TFDP2	-0.80925
HCP5	1.2895
POLI	0.7555
UCN	-1.32016666666667
ZNF764	0.420166666666667
C8orf45	0.37575
FHL3	-0.91875
SPATA5L1	-0.61375
MMRN2	3.12183333333333
NDST1	0.8995
COL20A1	-0.864
ZNF248	-0.7445
PELP1	-0.100166666666667
MBL2	-2.97083333333333
RNF41	0.969
C5orf24	1.10275
THOC5	-0.339125
SERINC3	0.657166666666667
RP11-151A6.2	1.7985
CDCP2	0.22275
HIST1H2AA	-0.4495
C11orf75	-0.474666666666667
FKBP7	-1.4245
DDOST	-0.1075
GPNMB	0.4945
TTF2	-1.28433333333333
KCNT1	-0.310666666666667
SLC39A14	-1.485375
NGRN	0.7135
GPR137B	3.108
MECP2	0.05675
PSMA1	-0.73175
C16orf73	-5.3025
TMEM60	-1.8235
CSN3	-0.8365
NOS1	0.0295
RAB7L1	0.231666666666667
YBX2	-0.029
KIAA1166	-1.05475
FUBP3	0.6745
ABCG1	2.4905
ACACA	-1.01091666666667
ARL11	2.5038
ATOH1	-1.053
ODF1	0.194666666666667
CREB3L3	-1.96866666666667
TMEM127	0.640357142857143
DSCAML1	0.606
PLN	2.871
LYPLA1	1.07875
PRDM9	-1.9625
SASP	-1.53625
PLUNC	-0.2466
INTU	1.05125
HISPPD1	0.295
LNPEP	0.803666666666667
YARS2	-0.386833333333333
APCDD1L	-2.195
ZCCHC4	-0.5678
FBXO22	0.0386666666666667
TTLL13	-0.944
ZNF669	1.40783333333333
PTGDR	3.0195
DDX27	-0.57775
KIAA0409	-0.417333333333333
GJB6	0.249333333333333
ASB8	0.9745
PLP2	-0.316
MEPE	-0.0226666666666667
OR10J5	2.1555
KRT222P	-0.1075
COQ7	0.176166666666667
C1orf101	2.1755
RERG	4.7497
CHMP5	0.321
THAP11	0.030875
ZNF43	0.940333333333333
ZRANB3	-0.602
KRT13	-1.823625
MRPL19	-1.615
RBBP9	-0.253125
SPATA17	1.93275
BXDC5	-0.0306666666666666
PAFAH1B1	-0.545
MAGEE1	-0.81225
OSTF1	-0.25075
KIAA0323	-0.436833333333333
TXNDC13	-0.615833333333333
CNTN4	1.860375
LCE1B	-0.195
UNQ501	0.87275
ZNF154	0.74075
C3orf64	-0.06225
SYT5	-0.4288
PON1	-0.3986
FLJ10357	0.00575000000000001
ATP4A	-1.981
GNPDA1	0.448833333333333
MGAT1	1.07033333333333
C14orf121	0.64975
SLC35B2	-0.00275000000000001
MIER3	0.137833333333333
CHEK1	-2.893625
ZNF8	-0.0143333333333333
TXNDC1	-0.413
CKB	-2.7121
RTN3	0.0815
FZD2	0.134666666666667
PART1	-0.482
PSMB6	-0.2825
PCDHB8	-1.259
PHC3	0.1139
PPP1R8	-0.581833333333333
NOVA2	1.497
TNFRSF11B	-2.688
GOLPH3	1.87
UBLCP1	-0.34375
SUHW3	-0.8805
TTLL1	1.3615
OPN4	0.2405
OR13G1	-0.313
ZPBP2	-0.756333333333333
HSD17B11	-2.371625
C9orf50	-0.554
DHDDS	-0.423571428571429
CTSW	1.804
NEFM	-3.44366666666667
MRPL28	-0.036
SYN1	-0.35
PIGV	-1.98383333333333
ZIM2	4.7705
APBB1	0.901333333333333
SND1	0.11925
C1orf123	-1.0655
CHD3	0.95625
BHLHB8	0.35175
RNASE2	0.5205
BCAP31	0.741875
SLC25A44	1.2415
CHD6	-0.0139
PIB5PA	3.17753846153846
SELS	1.146625
LOC541471	-1.5485
FAT2	-0.2815
ZNF81	0.188
OR4C16	0.492
FLJ10081	0.1495
LRRC4	0.61225
CS	0.560833333333333
N4BP2	-0.86
IGFBP7	1.18725
ZNF318	0.56125
NDNL2	0.57525
ZNF609	0.00825
SIRT4	-1.73225
EXOSC10	-0.47675
ECE2	0.167666666666667
OVGP1	1.77825
GTPBP3	-0.93975
PACS2	0.6879
C19orf36	-0.857333333333333
ARL4C	-1.0035
ATG4B	-0.662625
UBQLNL	-0.84775
RHOXF2B	-3.772
PLEKHG2	-1.759
GALR1	-1.278
AQP4	0.583
HDAC7A	-0.117333333333333
DCUN1D3	-0.501
OR8A1	-0.7675
CCRN4L	-0.281875
CBR4	-1.462
KIFC1	-1.58183333333333
SLC7A14	-1.44966666666667
LHX5	0.4995
TRPC7	0.1715
LPXN	-0.60475
SERPINA1	-3.151625
RPS13	-0.7186
BPIL3	-0.48
PRKAA1	-2.36625
FADS2	-2.4891
ENAH	1.024875
PRO1768	-0.428
APBA2BP	0.45275
LIPH	0.183833333333333
C3orf33	-0.95325
RCC2	-0.591428571428571
ALDH1A2	-3.5193
RNF103	0.8235
AHCY	-0.059875
ALG12	0.235
CCL17	0.7405
ZNF543	1.78983333333333
ESRRG	2.3711
CNGA1	-0.245
RDH5	-0.888666666666667
OTX1	-1.4049
PTGFR	-2.134
CDR2	0.4845
SELE	5.95833333333333
NLGN2	-1.167
EXOSC9	-0.50725
ZNF566	0.9595
KLRC2	-4.693
GPR12	0.4345
KIAA0196	2.0815
PDRG1	0.8925
SSR3	0.450428571428571
MSI1	-1.2795
CST9	1.4375
CC2D1A	-0.20975
PLAGL1	-0.863166666666667
ZNF778	-0.3665
RNF2	0.964625
KLF6	0.175833333333333
THBD	0.804666666666667
tcag7.1314	1.09
NR5A1	-0.267333333333333
ABCD2	0.1015
DNAJC7	-1.31625
CLEC4C	0.223
TM2D3	0.381125
CCDC4	-1.5415
PLAC2	-4.1795
DCD	2.7825
FAAH	1.404125
POLA1	-0.371333333333333
TM7SF2	-1.117875
FLJ39822	0.119166666666667
FLOT2	-0.244125
MAP4K1	-0.452833333333333
SRP68	0.60575
C21orf74	-0.186
ARPC5	1.0255
LOC126075	0.72875
HECW2	0.4025
ZDHHC4	-0.89625
ANKRD42	1.8137
PDE9A	0.659166666666667
ABCA8	1.18675
NDUFS2	0.51325
UBR5	1.2795
BTBD16	-4.1225
LOC554174	0.3775
ZNF20	1.394
KIAA1843	-0.0515
WDR17	1.051
C15orf33	0.542
RNF113A	0.1065
CAMKK1	-0.3388
CLCN2	1.043
ANXA6	-2.2175
LOC340069	0.2415
EMID1	1.123875
DPM3	-0.60425
ELA1	0.3135
SLC25A13	-1.1154
KRT24	0.09725
SMPD1	-0.902333333333333
TH	-0.123875
COL6A2	-0.573428571428572
ANKS1B	3.1525
GPR126	-3.1883
ZC3H12A	0.500166666666667
TMEM47	-0.342333333333333
C2orf51	-0.7375
C1orf88	3.24583333333333
HSF2BP	0.0075
AKAP10	0.43825
RPAP3	0.1845
KLHDC8B	0.312375
STOM	1.5499
MUPCDH	-0.14975
C10orf72	-0.1715
PLEKHA3	0.182916666666667
TCP11L1	-1.29175
CWF19L1	0.958
SPEF1	2.26069230769231
YSK4	1.16975
ELN	1.7295
SAMD8	-0.2515
MPI	-1.35
MEPCE	0.0235
ABCC3	-0.510375
NANOGP1	-4.9155
KCNK17	-0.22625
HLA-DMB	3.86683333333333
RRAGA	-0.2445
ANGEL1	-0.469
RBM32B	0.2365
CPN1	-3.12325
MGC52282	-0.9908
HLA-A	0.528583333333333
OR9G4	0.56
EDNRB	-2.028875
SCD	-2.19207142857143
C14orf80	-0.881166666666667
BAGE2	0.276
RABL4	1.13966666666667
RCVRN	-0.332
SHANK1	0.7765
NLRP7	-3.79875
CD226	1.4005
STAT3	2.0325
SYNJ2	-1.4767
TPCN2	1.238
WDR36	-0.565666666666667
MBD4	0.63525
ROBO1	-1.5049
ST3GAL6	-3.00075
SLAMF8	3.30616666666667
ATN1	0.246666666666667
GPR141	0.61025
KRT36	0.073
TPH1	2.085
DDX52	-0.029
ZSCAN29	0.375166666666667
TRPT1	-0.939
DPEP3	0.59975
DENND4A	-0.24925
TSPAN16	-0.5065
PTCHD2	-0.1165
LOC145814	-0.6525
CAP1	0.742166666666667
EIF5A2	-2.0364
NT5DC3	-0.20325
SEPT9	-1.592375
SEZ6L2	-1.906125
EGFLAM	2.83925
VPS11	0.241875
NDUFB5	-0.368
CIDEA	4.22183333333333
IER5L	-0.253
N6AMT1	0.781
FAM83C	-0.3795
OXR1	1.41091666666667
IRX1	-0.117
DGKB	-1.15166666666667
GCN5L2	-1.28975
MIR16	0.365375
FBXW9	0.8905
WDR4	-1.46383333333333
PDC	-0.134
VPS33B	-0.70025
HEXB	0.3125
FLJ32214	-0.1755
TCEB3	-0.77775
CRLF1	-4.74475
ABI3BP	0.856
C8orf22	-4.73775
PYCR1	-0.00875
KIAA1706	-0.5925
CDK5R2	0.242125
WAS	0.183
C12orf60	-0.98575
CCBL2	0.01125
MADD	-0.0595
C5orf34	-0.604
WDR42A	1.1793
KLF12	-1.2295
HSPA1A	2.85275
ITM2C	-1.79041666666667
DAPK2	1.34066666666667
LOC442590	0.967
SUMF2	0.316125
CENPA	-2.033
TMED5	-0.123875
CDH6	-0.6122
BRP44	0.932375
THG1L	0.351
GABRA2	-3.26125
C14orf166	-0.18175
MYL1	-2.20983333333333
TNFSF18	0.248
PAP2D	-1.353
PPIB	0.0255
KLHL4	-1.242125
SFN	-0.931333333333333
CCDC127	0.5075
FRAP1	-0.41475
GOLGA5	1.171
SDCCAG1	-0.371
MGC21675	0.0831666666666667
C10orf95	-1.266
KIAA1345	-0.356333333333333
C1orf163	-1.571
LACE1	-0.577166666666667
OR10K2	-0.853
CENPN	-1.60592
TMED2	1.71425
UGT1A6	-2.994
ANG	0.146
U2AF1	-0.546666666666667
CASC2	0.495833333333333
NMT2	-0.751333333333333
OSGEPL1	-0.66
DFNB31	-0.879
SLC6A20	1.384
DKC1	0.12725
FXYD4	-1.75225
WDR64	-0.3495
MGC5590	0.413
CREBZF	0.1645
DAZ1	0.607
PRPSAP1	-0.9225
GCHFR	-0.8255
TTC7A	-1.448375
LOC196993	1.4685
UBD	0.4655
S100A1	0.27675
RPL6	0.982833333333333
DNAJB6	-0.0599
NAGS	0.2695
C2orf58	0.8615
KERA	1.859
MT1X	-1.7176
UBE2B	2.1345
KEAP1	0.693
MST1	-2.86825
OMA1	0.6735
ABLIM2	0.803
BCL2L13	0.26325
JAZF1	-1.39383333333333
TMEM63B	1.0055
S100A8	0.4805
ARFIP2	0.1445
UROS	0.4665
KHDRBS2	0.6925
POLQ	-1.654875
SOAT1	0.0315
SPAG4	-2.85975
MRPS30	-0.669
LOC494141	-1.077
OR2T11	0.183
ORAOV1	2.8911
ZNF184	-0.275
TCEB3B	0.307166666666667
ADAM21	-0.068
GDPD1	-0.3995
SPINLW1	0.24975
PRR14	0.6455
KCTD9	-1.1159
NUDT3	0.6025
KIAA1822	0.026
HIST1H4K	-0.5745
DFNA5	-1.68325
GABPA	0.755
C14orf44	1.01425
POLB	3.423875
PTAR1	-0.77925
SEC31A	0.9685
TRIM58	0.312
TAS2R14	0.222
VPS8	0.782125
H1F0	0.366666666666667
PRKCB1	-2.45
UGT2A1	0.641
TOR1B	-0.09
LSS	-0.000333333333333324
C2orf19	0.4135
HNRNPC	0.491571428571429
TMEM100	-2.66
LOC116349	-0.85425
OR51M1	0.454
CCDC142	-0.95475
ISG15	-0.136125
ZCCHC14	-0.272
CREBL2	0.701375
TGDS	-1.333
DC2	0.30875
CACNA2D3	-1.10292857142857
ZNF429	-0.110125
LYPD6	-2.35533333333333
SUCLG1	-0.4715
OR51I1	-1.7165
MAGEH1	1.1985
PRPF40A	-0.663
SMR3A	0.4235
SPINK2	-2.36075
THAP2	0.4775
NPY5R	-1.273375
IRF4	-2.14575
SPESP1	-1.93216666666667
OR10S1	0.188
DTD1	0.002
TUBE1	1.2135
DDX19A	-1.0775
PDPN	-2.182375
TMEM34	0.293083333333333
MGAM	1.5655
COL3A1	5.60277777777778
GFM2	0.1195
OR5A2	0.047
PSG9	-1.809
ARHGEF11	1.03683333333333
IVNS1ABP	0.3453125
SIGIRR	0.677
DUSP19	-1.204875
DNAJC14	0.7871
ACSS1	0.204875
IL1RAPL2	0.668
C4orf30	1.15875
SEPT4	1.877
LANCL3	-2.80325
SPAG17	-0.3545
PRDX3	0.741
HNF1A	-0.749375
P4HA2	-0.663875
RFWD3	-0.579
MOV10	-1.1965
DNAJA5	0.950071428571428
LOC729440	0.874
LOC200383	1.252375
SMC2	-2.5245
MIXL1	-1.65866666666667
TMEM9	1.504
FAM86A	1.033
ZNF174	1.1405
MYH14	-0.31575
CCR8	1.04825
VPS37C	0.2205
GPATCH1	0.763833333333333
B3GNT8	1.81
TBX4	-0.667
CNR2	0.556333333333333
PCDH1	2.17425
C5orf29	3.888625
OCIAD2	1.05225
PLCG2	1.9845
KIAA0247	2.106875
HRH3	-0.14
CAPN13	4.387
CCR1	-0.0558
MGC15523	0.285444444444444
UVRAG	3.20866666666667
DNAJA2	-0.309833333333333
ITGA2B	-1.27516666666667
CLDN5	3.356875
PTPRN2	-2.366
ZNF512	0.2295
PSAP	0.393928571428571
CCDC140	-1.8235
LRRC55	-0.016
CYP26C1	0.4535
C8orf47	-1.314
LYN	-0.25075
DUSP6	-0.4265
TGFB3	3.68526666666667
ELK1	0.995
PCDH11Y	-0.383333333333333
HGD	-1.13675
C17orf58	1.065
MYO3A	-0.5165
SERPINE2	-4.626
AARSD1	-0.98175
C14orf73	-2.19175
ADAM33	-0.631
ZNF491	0.1195
MAPK6	-0.9375
TCN1	-1.57266666666667
SLC24A6	0.243
UBE2R2	-0.141
H1FNT	0.07525
TATDN2	0.195833333333333
LILRB1	1.506
P2RY5	1.479
NUCB2	0.69275
C2orf37	-0.27
SNX27	1.65433333333333
MTA3	0.0595
FOXO4	0.4465
ID4	-1.08233333333333
SOX5	-2.99833333333333
PXMP3	1.947125
OR52M1	-0.318
SFT2D3	-0.0805
INA	-4.52883333333333
MCOLN1	0.87
NFIX	0.38
CLEC14A	5.111
HIBCH	-0.726666666666667
PLA2G5	0.5395
TIMM10	-0.899833333333333
MED17	-0.2477
COL4A4	-0.0645
TPP1	0.229333333333333
GJA3	-2.79733333333333
TMPRSS5	-1.26125
AADACL3	1.092
DNMBP	-1.0055
ENPP5	3.49333333333333
NQO1	1.5653
ZSCAN2	-1.055
SEC24C	0.328333333333333
GTF2A1L	-0.1935
AXIN2	-0.3551
FAM33A	-1.78441666666667
C16orf13	-0.3245
SPNS2	0.46725
TAF1	0.46775
AP1G2	0.343333333333333
RBM42	-0.11
HCN2	-0.627
EFHB	1.79016666666667
RUSC1	0.0723333333333333
GRIK5	0.102
USP21	0.762333333333333
ATAD3C	-0.13775
ORMDL2	1.14225
PRSS7	-4.107
PSAT1	-6.4505
FLJ13195	0.0276666666666667
TBC1D1	-0.460666666666667
IFNG	3.14575
OTOS	1.43116666666667
ZNF773	0.577166666666667
EMD	-1.01475
RETN	0.04375
CCL8	4.657
APH1A	1.844875
COX18	-0.758125
GTF2IRD2	0.43925
CCDC82	-1.65175
PAFAH2	0.4989
NPEPL1	-0.8478
RP11-114G1.1	0.48
TP53INP1	3.921625
ZNF300	-2.34016666666667
FOXL2	-2.86375
LARP2	0.783666666666667
LATS1	0.985
HTR6	0.7235
SPOCK2	0.703
RNF144B	3.677
HTATIP2	-2.298
MGC10334	-0.28075
CENTA2	1.70833333333333
FGF2	-2.59125
FXYD7	0.3885
PHYHIPL	-2.619875
GPR34	4.313
DDX6	0.2665
OR10W1	0.4375
LHFPL1	-0.604
ZNF313	-0.320714285714286
VPS28	2.14375
AP3M1	0.00240000000000002
AKR1CL2	0.68925
TRAF4	0.08025
OR2B11	0.3575
C19orf12	0.644666666666667
AKAP9	0.144666666666667
C1orf62	0.291
SLC20A1	-1.3019
FAM112A	0.546
LDB2	0.417125
MRPS23	-0.60175
KLK5	0.08525
SPTB	-0.5352
EFEMP2	-0.05525
EFNB2	-0.1775
PCM1	0.460571428571429
NMNAT3	3.530375
TSG101	0.717333333333333
C8orf40	3.53083333333333
NOB1	-1.2555
ABHD3	-1.283
GTF3C4	-0.647375
PIGN	1.13983333333333
GALNTL1	2.15525
AEBP1	1.56475
OR9Q1	0.505
ANKRD2	-0.26175
CCL28	-4.14475
TRIM38	1.0445
TMCC1	0.5625
SMG5	0.20625
LRRC7	-0.2885
NCAPD2	-1.14433333333333
C6orf153	-0.57425
C1orf74	0.4385
OTUD6A	0.0515
DCP2	0.3855
TMEM24	0.23075
RPL18	-0.0755
TMEM177	-0.8795
LRRC37A3	0.16275
C1D	0.0691666666666667
LDHC	-3.255
UBE4B	-0.305
NIT1	0.046625
BTN3A3	0.590125
RASD1	-0.1565
COMMD3	0.438
SHFM1	-0.137
BIRC8	0.41425
DUT	-0.9125
C12orf51	1.0755
LRRC59	-0.849
LY6H	0.4515
WDR22	0.605916666666667
EDEM1	1.25085714285714
ADH1A	3.64
PANX2	-0.8614
CYP11B1	0.1585
CDC73	0.56325
GPR172A	1.4015
GSTM3	1.65015384615385
KCNA5	-0.130125
SERAC1	0.6075
NFATC2	0.6095
ANAPC5	-0.1096
C15orf24	0.4405
NFATC2IP	0.0384166666666667
TNRC6C	1.71583333333333
MGC102966	-3.1915
FGD5	0.9505
MED9	0.1165
RAB13	0.0933333333333333
C15orf49	-0.1845
CRYGS	-0.0922
C12orf53	-1.18077777777778
LOC283693	-0.9365
COX6B2	-0.63725
PHF14	-0.23
FAM3A	-0.76625
RPL13	-1.1022
PRDX2	0.4296
FLJ34047	-2.55225
PRMT3	-0.102
KCTD19	-2.561
TRIM10	-1.1075
MGC26597	0.392833333333333
GCNT4	-0.25775
GPRASP1	0.30275
CDKN1C	-0.945
RHBDL2	-0.5924
HSPH1	0.27775
AQP1	2.69325
COL17A1	-1.8824
GFAP	0.00366666666666665
CDC16	0.65625
KIAA1614	0.394
C6orf118	2.59516666666667
ZSWIM5	-3.01575
FAM83F	2.4775
LYNX1	1.0094375
SYNPR	-1.0825
XG	2.029
PRSS16	2.2725
KIF13B	0.633928571428571
PCDH9	-1.22825
HIST1H2AH	-1.1805
RBM18	-1.7535
ZNF626	-0.635
HEXIM2	-0.880833333333333
ITFG1	-0.113
TUBG2	-0.6295
SFRS7	-0.0513333333333333
C9orf14	0.639
EXTL1	-2.2075
GBP3	0.1485
WDR5	-0.90775
RARG	0.522666666666667
MYO7A	1.040375
CECR6	0.47125
C13orf3	-0.19775
SFRS18	-0.095375
ACVR1B	0.431666666666667
PSMD1	-0.8846
C7orf31	-0.584333333333333
ILVBL	-0.157
IFNGR1	0.7315
RNF186	-0.7175
NOL9	-1.5375
MAGEL2	-0.699
SLC29A2	-0.04025
NHSL1	-1.075
RBMX	-0.17
PSORS1C2	0.390125
RAD51L3	-0.751
LCN6	1.25325
ORAI2	0.0575
BRUNOL6	-0.2496
OR4K5	-0.272
CDC123	-0.71575
MSLN	-2.125
WWTR1	-0.787
ZNF700	-0.073
COBL	-1.20625
PPP1R16B	0.50925
GAS7	-0.2976
MDN1	0.453
HAAO	-0.7215
C9orf68	1.291
TNFAIP2	0.457375
FOXN1	0.6935
hCG_2033311	-0.517166666666667
ATP6V0D2	-0.0381
RPL41	0.191625
SLC38A1	1.686875
ARHGAP6	-1.86291666666667
ADAD2	-1.22425
PHF20L1	1.87375
MCM3AP	1.87666666666667
ST3GAL3	-1.08716666666667
SNX1	0.9445
ELF5	-0.73825
PARP3	0.16075
RBM8A	0.1391875
LINGO4	0.658
ITGA9	1.085
ZFR	0.52275
ACSL6	1.8935
FLJ20699	-0.0071
DAOA	0.11875
FABP4	5.26275
KCNB1	-0.082
CANX	1.5849
SLC25A28	0.825833333333333
ADIPOR2	0.687625
ECHDC2	1.3485
SMA4	0.79375
FRZB	3.084
PABPC1	1.93483333333333
DMRTB1	-0.196625
APOBEC3G	0.23375
CATSPER2	0.311
CUEDC1	0.592
STARD9	-1.19375
CLDN8	3.07325
LOC23117	-0.472227272727273
E2F6	-0.691055555555556
TMEM126B	-1.42933333333333
DPY19L4	2.4605
GIMAP5	2.9075
NDUFA9	0.0451666666666667
FAM77C	-1.1445
CTPS2	1.47625
LOC51035	-0.398875
WDSOF1	1.503
EGLN3	-1.38275
PITX3	-0.195
OR52E8	0.5825
GRM4	0.4805
KLK1	-3.17916666666667
GPM6B	-2.63375
RRAGD	-1.4005
PAGE5	-3.50725
UCHL5	-0.0398333333333333
ULK3	0.196833333333333
AIM2	0.901833333333333
PNO1	-0.465833333333333
OR2F2	1.0145
GNAT2	-0.408
SIX1	2.495
ST13	0.632833333333333
ZBTB44	-0.281625
TIMP2	-0.9915
ZMAT4	3.37225
GTF2IRD1	0.535333333333333
ZNF19	1.16983333333333
ZNF714	-1.08
RSC1A1	-0.37875
C9orf80	-0.38575
PSMA8	0.678166666666667
TMEM141	-0.39175
COX4I1	-0.826857142857143
CTAGE1	0.946166666666667
DTWD1	-0.82075
HSD11B1	0.9585
KRT6B	0.41775
ARID4B	2.03075
LHFPL3	0.15
WWP2	0.159416666666667
ZNF326	-0.0395
RGPD1	-0.7105
CTSH	0.1615
FASTKD1	-1.563625
PAF1	0.703
TTC9C	-1.08725
IFT57	0.9419
PRSS36	0.3285
IL20RB	-0.453
ZNF592	-0.569
DCTD	-0.2259
CFP	0.297
MFNG	-0.632125
JMJD2B	2.05025
ALDH3B1	-1.27625
THSD4	2.3405
KCNJ5	3.13233333333333
LMNA	0.6795
TBCD	0.453875
ZNF250	1.64566666666667
CASQ2	0.959666666666667
PEG10	-2.83025
PRAME	-0.141733333333333
NP	0.07225
TRIM59	0.321
ZNF12	0.123375
XTP3TPA	-0.1015
SIGLEC7	-0.3547
PANK4	-0.44625
FAM70A	-1.3085
SNED1	0.30275
HIP1	0.1077
RAET1E	1.07316666666667
AMAC1L2	-0.5345
AHNAK2	-1.6485
TOE1	-0.812333333333333
RECQL4	0.38625
SPRYD3	1.033
DPAGT1	-0.40725
MAGED2	2.1188
ANKRD55	-1.28575
TRPS1	5.68633333333333
DOK7	-1.64025
TFPI2	-7.25425
GTF2H3	-0.0963333333333333
CYP4F11	1.761125
LHX2	-3.76416666666667
ATG16L1	0.356
ASB12	1.08
C1orf116	2.857625
NF2	-0.27635
POM121	0.1761
PHYHD1	2.2293
TXNDC17	-0.375833333333333
DKFZp779O175	0.5925
NUP62	0.0304285714285714
MYO18B	-1.44316666666667
PRAMEF1	0.1615
TCBA1	0.447375
TMEM168	0.7605
FJX1	0.4255
CLCF1	-1.4655
SEPN1	-0.3595
IGSF2	1.36875
NUDCD1	1.01116666666667
TFF3	2.58233333333333
NDFIP1	1.62492857142857
CHCHD4	0.239
TNR	-0.061
CUTA	0.2045
USP44	-4.14925
DPP10	0.862833333333333
IWS1	-1.17116666666667
PCGF1	-0.75575
SULT1C4	0.3335
NTF5	0.034
PTPN13	1.75875
SSTR5	2.9755
SFRP1	-3.517
IDH3B	-0.228
SUOX	1.55983333333333
TMCO5	0.644
GOLT1B	0.10625
MIB1	0.509571428571429
PCDHGB1	-0.271
SUSD1	-0.89075
ICAM5	-3.8555
PAPOLB	-0.426
URM1	-0.9541
TMEM106B	0.269333333333333
LRIG2	-1.16775
SLC27A5	-0.33575
CLIC6	0.7271
ZNF420	1.7365
SCN9A	-2.7826
KIAA1909	-1.93575
ELMOD1	-2.2315
PRKAG1	1.1185
FAM64A	-1.46955555555556
EEF1G	-0.42055
SMAD5	1.513
INCENP	-3.7555
WASF2	-0.8635
GARS	0.0356
CDK10	-0.6062
HLX	0.648666666666667
MDM4	1.41375
ZNRF1	-1.37935714285714
HHATL	-2.5305
FAM21C	0.1721
HIST2H3C	-1.0935
PFDN2	0.61175
ZNF200	0.2925
NDN	-1.15625
HBA2	-2.991
FBLN5	1.104125
PUM1	0.404214285714286
TNNT1	0.724166666666667
C19orf59	0.249333333333333
HNRPH2	1.2515
RAB7A	0.865
PMS2	0.271375
BIRC3	-1.4655
NRSN2	0.197
OR52K2	0.378
SPOCK1	-1.04978571428571
H2AFY	1.85975
RXRB	1.13475
ZNF638	0.0268333333333333
ANKRD45	0.167
ACTN4	-0.5045
FXC1	1.0005
EIF2B5	0.4365
VPS33A	-0.19825
PINK1	0.00587499999999998
FAM106A	-1.4525
SKIP	0.3139375
GAPDHS	-0.03375
MUM1L1	3.6065
PSTPIP1	0.75875
CNTNAP1	-2.3858
CYP26A1	-1.083
APOL2	0.4793
TACC2	1.165125
COX7A2L	-0.579428571428571
HSD17B1	-0.4325
ARRB2	0.07825
SLC7A6	-0.6526
HSD17B10	0.042
RBJ	-0.581
NUP155	-0.8935
MRPL10	-1.01383333333333
CYCS	-1.25625
CCDC46	-0.706333333333333
TECTA	0.8155
GNAL	-1.4975
LPO	-0.2665
PEBP4	2.99975
DDX11	-1.09
C18orf12	0.277
TAF9B	0.218833333333333
IMP4	-0.254
RPA4	0.107666666666667
NDUFS1	-1.065
UPK1A	-0.661166666666667
ARRDC2	0.222
C18orf20	0.0295
AES	0.725642857142857
CD2BP2	0.887333333333333
C16orf54	0.709
UGT2B17	-3.70857142857143
FGFR1	-0.815
CEACAM6	-2.799
CHRM5	0.5245
CERK	-0.9595
AP3S2	0.120071428571429
ANKS4B	-1.3145
CLCNKA	-0.2245
ZNF208	-0.169166666666667
HLA-DRB5	4.9295
CARKL	0.07775
GOT1	0.837833333333333
CASP6	0.027125
HOXA1	-0.6985
RCL1	-0.3445
ZNF181	1.6895
RAB40B	1.5465
MRPL38	-0.1605
LRRN2	3.33575
